npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,PointProbability
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-253969080.182,423681.430558,-253969080.182,-253669492.17,-254268668.195,-254238709.394,-253699450.971,2.0,179505954600.0,120,0.00389513071614,0.12500456621,0.249333333333,0.124972890913,1.0563053673200001e-12
522.0,-334.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-260717578.674,655157.364673,-260717578.674,-260254312.458,-261180844.889,-261134518.267,-260300639.08,2.0,429231172485.0,15,0.00389456158541,0.12498630137,0.249333333333,0.124972890913,1.0563053673200001e-12
522.0,-334.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-282065141.298,38797.0630581,-282065141.298,-282037707.632,-282092574.965,-282089831.598,-282040450.999,2.0,1505212101.94,65,0.00779026143228,0.25000913242,0.249333333333,0.124972890913,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-306546157.677,883311.633522,-306546157.677,-305921562.031,-307170753.323,-307108293.758,-305984021.595,2.0,780239441916.0,19,0.00779081278539,0.12498630137,0.249333333333,0.25,1.0563053673200001e-12
522.0,-334.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-313140089.72,784894.236841,-313140089.72,-312585085.682,-313695093.757,-313639593.353,-312640586.086,2.0,616058963026.0,90,0.00779026143228,0.25000913242,0.249333333333,0.124972890913,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-333002992.219,1502051.22947,-333002992.219,-331940881.608,-334065102.829,-333958891.768,-332047092.669,2.0,2256157895960.0,44,0.0155827640791,0.24999086758,0.249333333333,0.25,1.0563053673200001e-12
522.0,-334.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-342046126.701,1874679.30192,-342046126.701,-340720528.254,-343371725.148,-343239165.303,-340853088.099,2.0,3514422485060.0,115,0.00389513071614,0.12500456621,0.249333333333,0.124972890913,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-346569630.772,1988955.15522,-346569630.772,-345163227.095,-347976034.45,-347835394.082,-345303867.462,2.0,3955942609470.0,35,0.00783134841011,0.24999086758,0.250666666667,0.124972890913,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360456460.146,525338.328227,-360456460.146,-360084989.852,-360827930.44,-360790783.411,-360122136.881,2.0,275980359104.0,10,0.00391538811795,0.12498630137,0.250666666667,0.124972890913,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363350612.972,631506.359026,-363350612.972,-362904070.543,-363797155.401,-363752501.158,-362948724.786,2.0,398800281491.0,69,0.0155839025875,0.25000913242,0.249333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-374327604.453,2326073.00593,-374327604.453,-372682822.457,-375972386.449,-375807908.249,-372847300.656,2.0,5410615628940.0,60,0.00783192058432,0.25000913242,0.250666666667,0.124972890913,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-393238381.947,324726.696323,-393238381.947,-393008765.498,-393467998.396,-393445036.751,-393031727.143,2.0,105447427305.0,94,0.0155839025875,0.25000913242,0.249333333333,0.25,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-404528120.456,1269849.92621,-404528120.456,-403630200.962,-405426039.95,-405336248.0,-403719992.911,2.0,1612518835100.0,39,0.0155827640791,0.24999086758,0.249333333333,0.25,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-405048179.177,186146.188923,-405048179.177,-404916553.944,-405179804.409,-405166641.886,-404929716.467,2.0,34650403650.5,14,0.00779081278539,0.12498630137,0.249333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-405979334.973,2549936.97081,-405979334.973,-404176257.249,-407782412.697,-407602104.924,-404356565.022,2.0,6502178555090.0,85,0.00783192058432,0.25000913242,0.250666666667,0.124972890913,1.0563053673200001e-12
522.0,-241.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-423198607.871,413545.03475,-423198607.871,-422906187.372,-423491028.369,-423461786.319,-422935429.422,2.0,171019495766.0,119,0.00779195129376,0.12500456621,0.249333333333,0.25,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-433985759.791,1401580.98977,-433985759.791,-432994692.369,-434976827.213,-434877720.471,-433093799.111,2.0,1964429270900.0,64,0.0155839025875,0.25000913242,0.249333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-434473210.501,371750.750244,-434473210.501,-434210343.025,-434736077.978,-434709791.23,-434236629.772,2.0,138198620307.0,110,0.00391596029216,0.12500456621,0.250666666667,0.124972890913,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-439702790.409,309295.356997,-439702790.409,-439484085.564,-439921495.253,-439899624.768,-439505956.049,2.0,95663617860.0,30,0.00391567420506,0.24999086758,0.125333333333,0.124972890913,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-459328157.137,2183304.6436,-459328157.137,-457784327.618,-460871986.655,-460717603.704,-457938710.57,2.0,4766819166780.0,5,0.00195769405898,0.12498630137,0.125333333333,0.124972890913,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-463775152.265,519339.250599,-463775152.265,-463407923.96,-464142380.571,-464105657.741,-463444646.79,2.0,269713257212.0,89,0.0155839025875,0.25000913242,0.249333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-468047575.881,1818387.29234,-468047575.881,-466761781.896,-469333369.866,-469204790.468,-466890361.294,2.0,3306532344950.0,55,0.00391596029216,0.25000913242,0.125333333333,0.124972890913,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-487370893.528,309283.477822,-487370893.528,-487152197.084,-487589589.973,-487567720.328,-487174066.728,2.0,95656269653.7,34,0.0156660943683,0.24999086758,0.250666666667,0.25,1.0563053673200001e-12
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-493816376.853,390469.047265,-493816376.853,-493540273.542,-494092480.164,-494064869.833,-493567883.873,2.0,152466076872.0,114,0.00779195129376,0.12500456621,0.249333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-498294412.304,1839558.09205,-498294412.304,-496993648.302,-499595176.305,-499465099.905,-497123724.702,2.0,3383973974020.0,80,0.00391596029216,0.25000913242,0.125333333333,0.124972890913,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-504770380.449,950617.325227,-504770380.449,-504098192.492,-505442568.406,-505375349.61,-504165411.287,2.0,903673299021.0,9,0.00783247488584,0.12498630137,0.250666666667,0.25,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-518132666.326,1278276.65192,-518132666.326,-517228788.237,-519036544.415,-518946156.606,-517319176.046,2.0,1633991198840.0,59,0.015667238965,0.25000913242,0.250666666667,0.25,1.0563053673200001e-12
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-528933652.697,1215045.56306,-528933652.697,-528074485.74,-529792819.654,-529706902.958,-528160402.436,2.0,1476335720300.0,105,0.00195798014608,0.12500456621,0.125333333333,0.124972890913,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-541608464.005,427093.710833,-541608464.005,-541306463.146,-541910464.864,-541880264.778,-541336663.232,2.0,182409037833.0,13,0.00779081278539,0.12498630137,0.249333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-546757761.439,328093.530321,-546757761.439,-546525764.278,-546989758.599,-546966558.883,-546548963.994,2.0,107645364638.0,84,0.015667238965,0.25000913242,0.250666666667,0.25,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-568212832.314,619427.985245,-568212832.314,-567774830.585,-568650834.043,-568607033.87,-567818630.758,2.0,383691028905.0,38,0.0155827640791,0.24999086758,0.249333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-574866553.936,1535950.42239,-574866553.936,-573780472.976,-575952634.895,-575844026.799,-573889081.072,2.0,2359143700030.0,29,0.00783304718417,0.24999086758,0.125333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-576781797.669,280691.435048,-576781797.669,-576583318.852,-576980276.486,-576960428.605,-576603166.734,2.0,78787681709.1,109,0.0078336194825,0.12500456621,0.250666666667,0.25,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-598841521.579,631002.724104,-598841521.579,-598395335.273,-599287707.884,-599243089.253,-598439953.904,2.0,398164437827.0,63,0.0155839025875,0.25000913242,0.249333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-605183630.859,1345110.81835,-605183630.859,-604232493.878,-606134767.84,-606039654.142,-604327607.576,2.0,1809323113640.0,4,0.00391623744292,0.12498630137,0.125333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-605556047.019,652898.292402,-605556047.019,-605094378.209,-606017715.829,-605971548.948,-605140545.09,2.0,426276180221.0,54,0.0078336194825,0.25000913242,0.125333333333,0.25,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-628386146.142,493037.486457,-628386146.142,-628037515.992,-628734776.292,-628699913.277,-628072379.007,2.0,243085963052.0,88,0.0155839025875,0.25000913242,0.249333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-634645438.351,258620.552977,-634645438.351,-634462566.004,-634828310.697,-634810023.463,-634480853.238,2.0,66884590422.1,79,0.0078336194825,0.25000913242,0.125333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-636233259.323,181743.671555,-636233259.323,-636104747.141,-636361771.506,-636348920.288,-636117598.359,2.0,33030762150.4,33,0.0156660943683,0.24999086758,0.250666666667,0.25,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-641570192.444,429359.64317,-641570192.444,-641266589.329,-641873795.56,-641843435.248,-641296949.641,2.0,184349703183.0,8,0.00783247488584,0.12498630137,0.250666666667,0.25,1.0563053673200001e-12
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-658028287.547,228100.957974,-658028287.547,-657866995.813,-658189579.281,-658173450.108,-657883124.986,2.0,52030047028.5,113,0.00779195129376,0.12500456621,0.249333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-663256351.356,710328.214676,-663256351.356,-662754073.458,-663758629.253,-663708401.463,-662804301.248,2.0,504566172565.0,104,0.00391680974125,0.12500456621,0.125333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-666310741.065,285734.010305,-666310741.065,-666108696.609,-666512785.522,-666492581.076,-666128901.055,2.0,81643924644.8,58,0.015667238965,0.25000913242,0.250666666667,0.25,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-695454372.119,58846.2806079,-695454372.119,-695412761.515,-695495982.724,-695491821.663,-695416922.576,2.0,3462884741.39,83,0.015667238965,0.25000913242,0.250666666667,0.25,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-715266458.393,1532790.37315,-715266458.393,-714182611.926,-716350304.86,-716241920.213,-714290996.573,2.0,2349446328030.0,28,0.00783304718417,0.24999086758,0.125333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-726698606.092,400618.639514,-726698606.092,-726415325.936,-726981886.249,-726953558.233,-726443653.951,2.0,160495294326.0,108,0.0078336194825,0.12500456621,0.250666666667,0.25,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-740598817.902,39944.7684793,-740598817.902,-740570572.685,-740627063.119,-740624238.597,-740573397.207,2.0,1595584528.87,3,0.00391623744292,0.12498630137,0.125333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-745241379.433,331650.925619,-745241379.433,-745006866.815,-745475892.052,-745452440.79,-745030318.077,2.0,109992336464.0,53,0.0078336194825,0.25000913242,0.125333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-771154255.444,384759.581217,-771154255.444,-770882189.334,-771426321.553,-771399114.942,-770909395.945,2.0,148039935338.0,7,0.00783247488584,0.12498630137,0.250666666667,0.25,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-776206252.954,748521.435307,-776206252.954,-775676968.371,-776735537.537,-776682609.079,-775729896.83,2.0,560284339114.0,78,0.0078336194825,0.25000913242,0.125333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-797293319.006,87.8448994401,-797293319.006,-797293256.89,-797293381.122,-797293374.91,-797293263.102,2.0,7716.72635765,32,0.0156660943683,0.24999086758,0.250666666667,0.25,1.0563053673200001e-12
522.0,-522.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-804404130.353,873914.660857,-804404130.353,-803786179.37,-805022081.336,-804960286.238,-803847974.469,2.0,763726834461.0,103,0.00391680974125,0.12500456621,0.125333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-826976197.474,80861.7690651,-826976197.474,-826919019.569,-827033375.379,-827027657.589,-826924737.359,2.0,6538625696.35,57,0.015667238965,0.25000913242,0.250666666667,0.25,1.0563053673200001e-12
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-856775895.127,15924.618411,-856775895.127,-856764634.722,-856787155.533,-856786029.492,-856765760.762,2.0,253593471.536,82,0.015667238965,0.25000913242,0.250666666667,0.25,1.0563053673200001e-12
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-863926095.807,668761.839547,-863926095.807,-863453209.775,-864398981.839,-864351693.236,-863500498.379,2.0,447242398035.0,27,0.00783304718417,0.24999086758,0.125333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-869839879.376,74619.1062434,-869839879.376,-869787115.7,-869892643.052,-869887366.684,-869792392.067,2.0,5568011016.56,2,0.00391623744292,0.12498630137,0.125333333333,0.25,1.0563053673200001e-12
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-886718238.223,101271.128081,-886718238.223,-886646628.721,-886789847.724,-886782686.774,-886653789.672,2.0,10255841382.9,107,0.0078336194825,0.12500456621,0.250666666667,0.25,1.0563053673200001e-12
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-893862075.439,948743.223282,-893862075.439,-893191212.673,-894532938.206,-894465851.929,-893258298.949,2.0,900113703723.0,52,0.0078336194825,0.25000913242,0.125333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-923073026.889,662721.067467,-923073026.889,-922604412.328,-923541641.45,-923494779.994,-922651273.784,2.0,439199213265.0,77,0.0078336194825,0.25000913242,0.125333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-952559334.155,82089.3078649,-952559334.155,-952501288.248,-952617380.061,-952611575.47,-952507092.839,2.0,6738654465.74,102,0.00391680974125,0.12500456621,0.125333333333,0.25,1.0563053673200001e-12
522.0,-522.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-995491704.333,1787.37006966,-995491704.333,-995490440.472,-995492968.195,-995492841.809,-995490566.858,2.0,3194691.76592,1,0.00195854338395,0.12498630137,0.125333333333,0.125027109087,1.0563053673200001e-12
522.0,-522.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-1022653132.78,10179.7601007,-1022653132.78,-1022645934.6,-1022660330.96,-1022659611.14,-1022646654.42,2.0,103627515.707,26,0.00391737297911,0.24999086758,0.125333333333,0.125027109087,1.0563053673200001e-12
522.0,-522.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-1052476345.09,15434.0530015,-1052476345.09,-1052465431.57,-1052487258.61,-1052486167.26,-1052466522.92,2.0,238209992.052,51,0.00391765919034,0.25000913242,0.125333333333,0.125027109087,1.0563053673200001e-12
522.0,-522.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-1082167702.25,19046.721763,-1082167702.25,-1082154234.18,-1082181170.31,-1082179823.51,-1082155580.99,2.0,362777609.918,76,0.00391765919034,0.25000913242,0.125333333333,0.125027109087,1.0563053673200001e-12
522.0,-522.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-1111958610.97,67612.1801976,-1111958610.97,-1111910801.94,-1112006420.0,-1112001639.1,-1111915582.84,2.0,4571406911.07,101,0.00195882959517,0.12500456621,0.125333333333,0.125027109087,1.0563053673200001e-12
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110401789900000.0,391609.413518,-110401789900000.0,-110401789623000.0,-110401790177000.0,-110401790149000.0,-110401789650000.0,2.0,153357932756.0,6,0.00391708676789,0.12498630137,0.250666666667,0.125027109087,1.0563053673200001e-12
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110401819912000.0,517801.700523,-110401819912000.0,-110401819546000.0,-110401820278000.0,-110401820241000.0,-110401819582000.0,2.0,268118601065.0,31,0.00783474595823,0.24999086758,0.250666666667,0.125027109087,1.0563053673200001e-12
