npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180568223049000.0,9988629.96692,-180568223049000.0,-180568215986000.0,-180568230112000.0,-180568229406000.0,-180568216693000.0,2.0,99772728616100.0,0.00780009666478,0.125008550516,2.85069050095e-13,81,0.249579831933,0.250006199044
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180568261605000.0,2545315.44653,-180568261605000.0,-180568259806000.0,-180568263405000.0,-180568263225000.0,-180568259986000.0,2.0,6478630722340.0,0.00390006767317,0.125008550516,2.85069050095e-13,106,0.249579831933,0.125003719426
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184056985110000.0,5820979.01461,-184056985110000.0,-184056980994000.0,-184056989226000.0,-184056988814000.0,-184056981405000.0,2.0,33883796688500.0,0.00779928435215,0.250017101033,2.85069050095e-13,12,0.249579831933,0.12499008153
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184057031143000.0,6493788.06751,-184057031143000.0,-184057026551000.0,-184057035735000.0,-184057035276000.0,-184057027011000.0,2.0,42169283465700.0,0.0155994196985,0.250017101033,2.85069050095e-13,37,0.249579831933,0.249993800956
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184057071279000.0,5681400.88688,-184057071279000.0,-184057067261000.0,-184057075296000.0,-184057074894000.0,-184057067663000.0,2.0,32278316037400.0,0.0156001933296,0.250017101033,2.85069050095e-13,62,0.249579831933,0.250006199044
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184057119918000.0,10325816.1336,-184057119918000.0,-184057112617000.0,-184057127219000.0,-184057126489000.0,-184057113347000.0,2.0,106622478826000.0,0.0156001933296,0.250017101033,2.85069050095e-13,87,0.249579831933,0.250006199044
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184057165730000.0,6283559.76348,-184057165730000.0,-184057161287000.0,-184057170173000.0,-184057169729000.0,-184057161731000.0,2.0,39483123301300.0,0.00780013534634,0.250017101033,2.85069050095e-13,112,0.249579831933,0.125003719426
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910851481000.0,13778952.853,-188910851481000.0,-188910841738000.0,-188910861224000.0,-188910860250000.0,-188910842712000.0,2.0,189859541725000.0,0.00782554456883,0.250017101033,2.85069050095e-13,18,0.250420168067,0.12499008153
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910892634000.0,10347180.7463,-188910892634000.0,-188910885318000.0,-188910899951000.0,-188910899219000.0,-188910886049000.0,2.0,107064149397000.0,0.0156519429971,0.250017101033,2.85069050095e-13,43,0.250420168067,0.249993800956
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910937318000.0,28414233.2754,-188910937318000.0,-188910917226000.0,-188910957410000.0,-188910955401000.0,-188910919235000.0,2.0,807368652629000.0,0.015652719233,0.250017101033,2.85069050095e-13,68,0.250420168067,0.250006199044
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910959362000.0,228085.512388,-188910959362000.0,-188910959200000.0,-188910959523000.0,-188910959507000.0,-188910959216000.0,2.0,52023000961.3,0.015652719233,0.250017101033,2.85069050095e-13,93,0.250420168067,0.250006199044
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910998426000.0,1135244.20407,-188910998426000.0,-188910997623000.0,-188910999228000.0,-188910999148000.0,-188910997703000.0,2.0,1288779402870.0,0.00782639842831,0.250017101033,2.85069050095e-13,118,0.250420168067,0.125003719426
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764655141000.0,9209759.0511,-193764655141000.0,-193764648629000.0,-193764661654000.0,-193764661002000.0,-193764649280000.0,2.0,84819661779300.0,0.00391223702145,0.249982898967,2.85069050095e-13,24,0.125210084034,0.12499008153
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764708423000.0,4733164.24096,-193764708423000.0,-193764705076000.0,-193764711770000.0,-193764711435000.0,-193764705411000.0,2.0,22402843731900.0,0.00782490091423,0.249982898967,2.85069050095e-13,49,0.125210084034,0.249993800956
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764760651000.0,15349436.0859,-193764760651000.0,-193764749797000.0,-193764771504000.0,-193764770419000.0,-193764750882000.0,2.0,235605188156000.0,0.00782528897909,0.249982898967,2.85069050095e-13,74,0.125210084034,0.250006199044
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764784858000.0,1255815.94234,-193764784858000.0,-193764783970000.0,-193764785746000.0,-193764785658000.0,-193764784059000.0,2.0,1577073681030.0,0.00782528897909,0.249982898967,2.85069050095e-13,99,0.125210084034,0.250006199044
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764829509000.0,1432877.04924,-193764829509000.0,-193764828496000.0,-193764830522000.0,-193764830421000.0,-193764828597000.0,2.0,2053136638240.0,0.00391266389279,0.249982898967,2.85069050095e-13,124,0.125210084034,0.125003719426
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382581023940000.0,10142410.5995,-382581023940000.0,-382581016769000.0,-382581031112000.0,-382581030395000.0,-382581017486000.0,2.0,102868492769000.0,0.00389964217608,0.125008550516,2.85069050095e-13,11,0.249579831933,0.12499008153
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382581065780000.0,1736494.71363,-382581065780000.0,-382581064552000.0,-382581067008000.0,-382581066885000.0,-382581064675000.0,2.0,3015413890450.0,0.00779970984924,0.125008550516,2.85069050095e-13,36,0.249579831933,0.249993800956
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382581102542000.0,3156831.2462,-382581102542000.0,-382581100310000.0,-382581104774000.0,-382581104551000.0,-382581100533000.0,2.0,9965583516990.0,0.00780009666478,0.125008550516,2.85069050095e-13,61,0.249579831933,0.250006199044
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382581157980000.0,6389004.32219,-382581157980000.0,-382581153462000.0,-382581162498000.0,-382581162046000.0,-382581153914000.0,2.0,40819376228900.0,0.00780009666478,0.125008550516,2.85069050095e-13,86,0.249579831933,0.250006199044
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382581196832000.0,6436896.5319,-382581196832000.0,-382581192280000.0,-382581201383000.0,-382581200928000.0,-382581192735000.0,2.0,41433636962300.0,0.00390006767317,0.125008550516,2.85069050095e-13,111,0.249579831933,0.125003719426
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387434868538000.0,10147434.9909,-387434868538000.0,-387434861362000.0,-387434875713000.0,-387434874996000.0,-387434862080000.0,2.0,102970436896000.0,0.00782554456883,0.250017101033,2.85069050095e-13,17,0.250420168067,0.12499008153
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387434927067000.0,32207216.4519,-387434927067000.0,-387434904293000.0,-387434949841000.0,-387434947564000.0,-387434906571000.0,2.0,1037304791580000.0,0.0156519429971,0.250017101033,2.85069050095e-13,42,0.250420168067,0.249993800956
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387435011557000.0,24744637.9784,-387435011557000.0,-387434994060000.0,-387435029054000.0,-387435027304000.0,-387434995810000.0,2.0,612297108680000.0,0.015652719233,0.250017101033,2.85069050095e-13,67,0.250420168067,0.250006199044
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387435025156000.0,49080567.2207,-387435025156000.0,-387434990450000.0,-387435059861000.0,-387435056390000.0,-387434993921000.0,2.0,2408902078710000.0,0.015652719233,0.250017101033,2.85069050095e-13,92,0.250420168067,0.250006199044
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387435045823000.0,12948937.213,-387435045823000.0,-387435036667000.0,-387435054979000.0,-387435054063000.0,-387435037582000.0,2.0,167674974947000.0,0.00782639842831,0.250017101033,2.85069050095e-13,117,0.250420168067,0.125003719426
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288718508000.0,16631824.1288,-392288718508000.0,-392288706748000.0,-392288730269000.0,-392288729093000.0,-392288707924000.0,2.0,276617573852000.0,0.00391277228441,0.250017101033,2.85069050095e-13,23,0.125210084034,0.12499008153
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288749260000.0,3557211.89949,-392288749260000.0,-392288746744000.0,-392288751775000.0,-392288751524000.0,-392288746996000.0,2.0,12653756497900.0,0.00782597149857,0.250017101033,2.85069050095e-13,48,0.125210084034,0.249993800956
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288794070000.0,4095796.79414,-392288794070000.0,-392288791174000.0,-392288796967000.0,-392288796677000.0,-392288791464000.0,2.0,16775551378900.0,0.00782635961652,0.250017101033,2.85069050095e-13,73,0.125210084034,0.250006199044
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288848978000.0,9832658.54074,-392288848978000.0,-392288842025000.0,-392288855931000.0,-392288855235000.0,-392288842721000.0,2.0,96681173978800.0,0.00782635961652,0.250017101033,2.85069050095e-13,98,0.125210084034,0.250006199044
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288918057000.0,28517022.1178,-392288918057000.0,-392288897893000.0,-392288938222000.0,-392288936206000.0,-392288899909000.0,2.0,813220550468000.0,0.00391319921416,0.250017101033,2.85069050095e-13,123,0.125210084034,0.125003719426
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585958896588000.0,10420331.2301,-585958896588000.0,-585958889220000.0,-585958903956000.0,-585958903219000.0,-585958889956000.0,2.0,108583302945000.0,0.00391277228441,0.125008550516,2.85069050095e-13,16,0.250420168067,0.12499008153
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585958943163000.0,1234374.91794,-585958943163000.0,-585958942290000.0,-585958944036000.0,-585958943948000.0,-585958942377000.0,2.0,1523681438030.0,0.00782597149857,0.125008550516,2.85069050095e-13,41,0.250420168067,0.249993800956
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585959004216000.0,35299832.768,-585959004216000.0,-585958979255000.0,-585959029177000.0,-585959026681000.0,-585958981751000.0,2.0,1246078193450000.0,0.00782635961652,0.125008550516,2.85069050095e-13,66,0.250420168067,0.250006199044
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585959032395000.0,4849348.38165,-585959032395000.0,-585959028966000.0,-585959035824000.0,-585959035481000.0,-585959029309000.0,2.0,23516179726600.0,0.00782635961652,0.125008550516,2.85069050095e-13,91,0.250420168067,0.250006199044
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585959104174000.0,30873291.4615,-585959104174000.0,-585959082343000.0,-585959126004000.0,-585959123821000.0,-585959084526000.0,2.0,953160125669000.0,0.00391319921416,0.125008550516,2.85069050095e-13,116,0.250420168067,0.125003719426
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590812770641000.0,1704544.9776,-590812770641000.0,-590812769435000.0,-590812771846000.0,-590812771725000.0,-590812769556000.0,2.0,2905473580670.0,0.00391277228441,0.250017101033,2.85069050095e-13,22,0.125210084034,0.12499008153
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590812800468000.0,23842754.922,-590812800468000.0,-590812783608000.0,-590812817327000.0,-590812815641000.0,-590812785294000.0,2.0,568476962270000.0,0.00782597149857,0.250017101033,2.85069050095e-13,47,0.125210084034,0.249993800956
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590812827386000.0,53326.8114566,-590812827386000.0,-590812827348000.0,-590812827424000.0,-590812827420000.0,-590812827352000.0,2.0,2843748820.12,0.00782635961652,0.250017101033,2.85069050095e-13,72,0.125210084034,0.250006199044
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590812891667000.0,28015824.2568,-590812891667000.0,-590812871857000.0,-590812911477000.0,-590812909496000.0,-590812873838000.0,2.0,784886408787000.0,0.00782635961652,0.250017101033,2.85069050095e-13,97,0.125210084034,0.250006199044
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590812936997000.0,29613061.6261,-590812936997000.0,-590812916058000.0,-590812957937000.0,-590812955843000.0,-590812918152000.0,2.0,876933418870000.0,0.00391319921416,0.250017101033,2.85069050095e-13,122,0.125210084034,0.125003719426
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789336807654000.0,61402405.8568,-789336807654000.0,-789336764236000.0,-789336851072000.0,-789336846730000.0,-789336768578000.0,2.0,3770255445000000.0,0.00195638614221,0.125008550516,2.85069050095e-13,21,0.125210084034,0.12499008153
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789336820021000.0,11703715.5422,-789336820021000.0,-789336811746000.0,-789336828297000.0,-789336827470000.0,-789336812573000.0,2.0,136976957494000.0,0.00391298574928,0.125008550516,2.85069050095e-13,46,0.125210084034,0.249993800956
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789336899857000.0,3231187.36914,-789336899857000.0,-789336897572000.0,-789336902142000.0,-789336901913000.0,-789336897801000.0,2.0,10440571814500.0,0.00391317980826,0.125008550516,2.85069050095e-13,71,0.125210084034,0.250006199044
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789336904168000.0,3646397.46584,-789336904168000.0,-789336901590000.0,-789336906746000.0,-789336906489000.0,-789336901847000.0,2.0,13296214478900.0,0.00391317980826,0.125008550516,2.85069050095e-13,96,0.125210084034,0.250006199044
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789336993784000.0,51942289.2196,-789336993784000.0,-789336957055000.0,-789337030513000.0,-789337026840000.0,-789336960728000.0,2.0,2698001409370000.0,0.00195659960708,0.125008550516,2.85069050095e-13,121,0.125210084034,0.125003719426
