npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-htse_capacity
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160148656000.0,621021.723393,-235160148656000.0,-235160148217000.0,-235160149095000.0,-235160149051000.0,-235160148261000.0,2.0,385667980925.0,0.00781185443652,1.21200144652e-13,0.250004767044,0.124987287705,81,0.25
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160204472000.0,7677220.84742,-235160204472000.0,-235160199043000.0,-235160209901000.0,-235160209358000.0,-235160199586000.0,2.0,58939719940000.0,0.00390592721826,1.21200144652e-13,0.125002383522,0.124987287705,106,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935552536000.0,4044601.79915,-240935552536000.0,-240935549676000.0,-240935555396000.0,-240935555110000.0,-240935549962000.0,2.0,16358803713600.0,0.00781205308962,1.21200144652e-13,0.124992849434,0.25,12,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935619643000.0,683126.558431,-240935619643000.0,-240935619160000.0,-240935620126000.0,-240935620077000.0,-240935619208000.0,2.0,466661894833.0,0.0156247020597,1.21200144652e-13,0.249995232956,0.25,37,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935670430000.0,5392034.16417,-240935670430000.0,-240935666618000.0,-240935674243000.0,-240935673862000.0,-240935666999000.0,2.0,29074032427600.0,0.0156252979403,1.21200144652e-13,0.250004767044,0.25,62,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935723839000.0,1305542.78478,-240935723839000.0,-240935722916000.0,-240935724763000.0,-240935724670000.0,-240935723009000.0,2.0,1704441962900.0,0.0156252979403,1.21200144652e-13,0.250004767044,0.25,87,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935785004000.0,3966138.9547,-240935785004000.0,-240935782199000.0,-240935787808000.0,-240935787528000.0,-240935782480000.0,2.0,15730258208000.0,0.00781264897013,1.21200144652e-13,0.125002383522,0.25,112,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658621863000.0,846205.026483,-246658621863000.0,-246658621264000.0,-246658622461000.0,-246658622401000.0,-246658621324000.0,2.0,716062946844.0,0.00781284756262,1.21200144652e-13,0.124992849434,0.250025424591,18,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658671192000.0,6453361.35862,-246658671192000.0,-246658666629000.0,-246658675755000.0,-246658675299000.0,-246658667085000.0,2.0,41645872824900.0,0.0156262910664,1.21200144652e-13,0.249995232956,0.250025424591,43,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658736795000.0,771304.276647,-246658736795000.0,-246658736249000.0,-246658737340000.0,-246658737286000.0,-246658736304000.0,2.0,594910287173.0,0.0156268870075,1.21200144652e-13,0.250004767044,0.250025424591,68,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658787247000.0,4116015.54028,-246658787247000.0,-246658784337000.0,-246658790158000.0,-246658789867000.0,-246658784628000.0,2.0,16941583927800.0,0.0156268870075,1.21200144652e-13,0.250004767044,0.250025424591,93,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658857748000.0,1833038.91928,-246658857748000.0,-246658856452000.0,-246658859044000.0,-246658858914000.0,-246658856581000.0,2.0,3360031679590.0,0.00781344350374,1.21200144652e-13,0.125002383522,0.250025424591,118,0.25
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381669385000.0,5548673.07706,-252381669385000.0,-252381665462000.0,-252381673309000.0,-252381672917000.0,-252381665854000.0,2.0,30787772916100.0,0.00390602654481,1.21200144652e-13,0.124992849434,0.25,24,0.125
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381727153000.0,866611.57576,-252381727153000.0,-252381726540000.0,-252381727765000.0,-252381727704000.0,-252381726601000.0,2.0,751015623242.0,0.00781235102987,1.21200144652e-13,0.249995232956,0.25,49,0.125
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381786991000.0,6515051.96166,-252381786991000.0,-252381782385000.0,-252381791598000.0,-252381791138000.0,-252381782845000.0,2.0,42445902063200.0,0.00781264897013,1.21200144652e-13,0.250004767044,0.25,74,0.125
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381844001000.0,12681449.943,-252381844001000.0,-252381835034000.0,-252381852968000.0,-252381852072000.0,-252381835931000.0,2.0,160819172658000.0,0.00781264897013,1.21200144652e-13,0.250004767044,0.25,99,0.125
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381901201000.0,6612519.14054,-252381901201000.0,-252381896525000.0,-252381905877000.0,-252381905409000.0,-252381896993000.0,2.0,43725409384000.0,0.00390632448506,1.21200144652e-13,0.125002383522,0.25,124,0.125
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041913349000.0,4985177.84907,-499041913349000.0,-499041909824000.0,-499041916874000.0,-499041916521000.0,-499041910176000.0,2.0,24851998186900.0,0.0039056293083,1.21200144652e-13,0.124992849434,0.124987287705,11,0.25
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041975799000.0,5482735.08245,-499041975799000.0,-499041971922000.0,-499041979676000.0,-499041979288000.0,-499041972310000.0,2.0,30060383984300.0,0.00781155652656,1.21200144652e-13,0.249995232956,0.124987287705,36,0.25
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042034995000.0,382258.036822,-499042034995000.0,-499042034724000.0,-499042035265000.0,-499042035238000.0,-499042034751000.0,2.0,146121206715.0,0.00781185443652,1.21200144652e-13,0.250004767044,0.124987287705,61,0.25
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042089891000.0,3451461.47291,-499042089891000.0,-499042087450000.0,-499042092331000.0,-499042092087000.0,-499042087694000.0,2.0,11912586299000.0,0.00781185443652,1.21200144652e-13,0.250004767044,0.124987287705,86,0.25
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042142096000.0,7795793.7053,-499042142096000.0,-499042136584000.0,-499042147609000.0,-499042147057000.0,-499042137135000.0,2.0,60774399495600.0,0.00390592721826,1.21200144652e-13,0.125002383522,0.124987287705,111,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817491628000.0,7517008.59251,-504817491628000.0,-504817486313000.0,-504817496944000.0,-504817496412000.0,-504817486844000.0,2.0,56505418179800.0,0.00781205308962,1.21200144652e-13,0.124992849434,0.25,17,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817555055000.0,6431188.27982,-504817555055000.0,-504817550507000.0,-504817559602000.0,-504817559147000.0,-504817550962000.0,2.0,41360182690500.0,0.0156247020597,1.21200144652e-13,0.249995232956,0.25,42,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817610530000.0,8322196.96207,-504817610530000.0,-504817604645000.0,-504817616415000.0,-504817615826000.0,-504817605234000.0,2.0,69258962275500.0,0.0156252979403,1.21200144652e-13,0.250004767044,0.25,67,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817663874000.0,11707749.4538,-504817663874000.0,-504817655595000.0,-504817672152000.0,-504817671324000.0,-504817656423000.0,2.0,137071397274000.0,0.0156252979403,1.21200144652e-13,0.250004767044,0.25,92,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817716437000.0,1015483.69405,-504817716437000.0,-504817715719000.0,-504817717155000.0,-504817717083000.0,-504817715791000.0,2.0,1031207132890.0,0.00781264897013,1.21200144652e-13,0.125002383522,0.25,117,0.25
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540558147000.0,11642701.773,-510540558147000.0,-510540549914000.0,-510540566380000.0,-510540565556000.0,-510540550738000.0,2.0,135552504574000.0,0.00390642378131,1.21200144652e-13,0.124992849434,0.250025424591,23,0.125
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540611980000.0,11531755.57,-510540611980000.0,-510540603826000.0,-510540620135000.0,-510540619319000.0,-510540604642000.0,2.0,132981386525000.0,0.00781314553318,1.21200144652e-13,0.249995232956,0.250025424591,48,0.125
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540668126000.0,9430182.81844,-510540668126000.0,-510540661457000.0,-510540674794000.0,-510540674127000.0,-510540662124000.0,2.0,88928347989300.0,0.00781344350374,1.21200144652e-13,0.250004767044,0.250025424591,73,0.125
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540714204000.0,3200787.83215,-510540714204000.0,-510540711941000.0,-510540716468000.0,-510540716241000.0,-510540712167000.0,2.0,10245042746400.0,0.00781344350374,1.21200144652e-13,0.250004767044,0.250025424591,98,0.125
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540772862000.0,8546798.20579,-510540772862000.0,-510540766819000.0,-510540778906000.0,-510540778302000.0,-510540767423000.0,2.0,73047759570600.0,0.00390672175187,1.21200144652e-13,0.125002383522,0.250025424591,123,0.125
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923840953000.0,1950288.71408,-762923840953000.0,-762923839574000.0,-762923842332000.0,-762923842194000.0,-762923839712000.0,2.0,3803626068280.0,0.0039056293083,1.21200144652e-13,0.124992849434,0.124987287705,16,0.25
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923907043000.0,7757310.25842,-762923907043000.0,-762923901558000.0,-762923912528000.0,-762923911980000.0,-762923902106000.0,2.0,60175862445500.0,0.00781155652656,1.21200144652e-13,0.249995232956,0.124987287705,41,0.25
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923976034000.0,5000166.12635,-762923976034000.0,-762923972498000.0,-762923979570000.0,-762923979216000.0,-762923972852000.0,2.0,25001661291100.0,0.00781185443652,1.21200144652e-13,0.250004767044,0.124987287705,66,0.25
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762924020158000.0,2991751.29031,-762924020158000.0,-762924018042000.0,-762924022273000.0,-762924022061000.0,-762924018254000.0,2.0,8950575783060.0,0.00781185443652,1.21200144652e-13,0.250004767044,0.124987287705,91,0.25
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762924075925000.0,7905660.90756,-762924075925000.0,-762924070335000.0,-762924081515000.0,-762924080956000.0,-762924070894000.0,2.0,62499474385400.0,0.00390592721826,1.21200144652e-13,0.125002383522,0.124987287705,116,0.25
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699417853000.0,6416453.54452,-768699417853000.0,-768699413316000.0,-768699422390000.0,-768699421936000.0,-768699413769000.0,2.0,41170876089000.0,0.00390602654481,1.21200144652e-13,0.124992849434,0.25,22,0.125
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699479687000.0,11258523.7645,-768699479687000.0,-768699471726000.0,-768699487648000.0,-768699486852000.0,-768699472522000.0,2.0,126754357355000.0,0.00781235102987,1.21200144652e-13,0.249995232956,0.25,47,0.125
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699535518000.0,14802140.1661,-768699535518000.0,-768699525051000.0,-768699545984000.0,-768699544938000.0,-768699526098000.0,2.0,219103353496000.0,0.00781264897013,1.21200144652e-13,0.250004767044,0.25,72,0.125
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699582831000.0,10073362.9482,-768699582831000.0,-768699575708000.0,-768699589954000.0,-768699589241000.0,-768699576420000.0,2.0,101472641085000.0,0.00781264897013,1.21200144652e-13,0.250004767044,0.25,97,0.125
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699657253000.0,14040994.7821,-768699657253000.0,-768699647325000.0,-768699667182000.0,-768699666189000.0,-768699648318000.0,2.0,197149534470000.0,0.00390632448506,1.21200144652e-13,0.125002383522,0.25,122,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805770930000.0,4335065.37705,-1026805770930000.0,-1026805767860000.0,-1026805773990000.0,-1026805773690000.0,-1026805768170000.0,2.0,18792791823300.0,0.00195281465415,1.21200144652e-13,0.124992849434,0.124987287705,21,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805841560000.0,10814939.4172,-1026805841560000.0,-1026805833910000.0,-1026805849210000.0,-1026805848440000.0,-1026805834680000.0,2.0,116962914597000.0,0.00390577826328,1.21200144652e-13,0.249995232956,0.124987287705,46,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805890360000.0,205276.987666,-1026805890360000.0,-1026805890220000.0,-1026805890510000.0,-1026805890490000.0,-1026805890230000.0,2.0,42138641665.1,0.00390592721826,1.21200144652e-13,0.250004767044,0.124987287705,71,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805955770000.0,6524152.80159,-1026805955770000.0,-1026805951150000.0,-1026805960380000.0,-1026805959920000.0,-1026805951610000.0,2.0,42564569778500.0,0.00390592721826,1.21200144652e-13,0.250004767044,0.124987287705,96,0.125
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026806007780000.0,11942386.7967,-1026806007780000.0,-1026805999340000.0,-1026806016230000.0,-1026806015390000.0,-1026806000180000.0,2.0,142620602402000.0,0.00195296360913,1.21200144652e-13,0.125002383522,0.124987287705,121,0.125
