npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1250171920.64,67894530.1341,-1250171920.64,-1202163237.98,-1298180603.3,-1293379735.04,-1206964106.24,2.0,4609667222130000.0,0.00390625425621,0.125,8.656992832709999e-15,104,0.125000136199,0.25
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1256214123.0,174486981.077,-1256214123.0,-1132833195.46,-1379595050.55,-1367256957.8,-1145171288.21,2.0,3.04457065654e+16,0.00390585699655,0.25,8.656992832709999e-15,115,0.125000136199,0.124987287705
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1372730742.35,37194980.0347,-1372730742.35,-1346429919.74,-1399031564.96,-1396401482.7,-1349060002.0,2.0,1383466539780000.0,0.00390585699655,0.25,8.656992832709999e-15,110,0.125000136199,0.124987287705
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1542776949.8,52356303.0903,-1542776949.8,-1505755452.84,-1579798446.75,-1576096297.05,-1509457602.54,2.0,2741182473290000.0,0.00195292849827,0.125,8.656992832709999e-15,105,0.125000136199,0.124987287705
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-92896847836300.0,47453166.5323,-92896847836300.0,-92896814281800.0,-92896881390700.0,-92896878035300.0,-92896817637200.0,2.0,2251803013940000.0,0.00390585699655,0.25,8.656992832709999e-15,106,0.125000136199,0.124987287705
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-99377823681000.0,31798733.9458,-99377823681000.0,-99377801195900.0,-99377846166100.0,-99377843917600.0,-99377803444400.0,2.0,1011159480560000.0,0.00781250851242,0.25,8.656992832709999e-15,112,0.125000136199,0.25
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-105799910186000.0,65718904.6206,-105799910186000.0,-105799863716000.0,-105799956657000.0,-105799952010000.0,-105799868363000.0,2.0,4318974424530000.0,0.00781330303175,0.25,8.656992832709999e-15,118,0.125000136199,0.250025424591
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-112221915358000.0,45661285.1278,-112221915358000.0,-112221883070000.0,-112221947645000.0,-112221944416000.0,-112221886299000.0,2.0,2084952959520000.0,0.00390625425621,0.125,8.656992832709999e-15,124,0.125000136199,0.25
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-135644437488000.0,8116400.28407,-135644437488000.0,-135644431749000.0,-135644443227000.0,-135644442653000.0,-135644432323000.0,2.0,65875953571200.0,0.00781171612099,0.25,8.656992832709999e-15,81,0.250000340497,0.124987287705
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-142125400290000.0,55084170.6153,-142125400290000.0,-142125361340000.0,-142125439240000.0,-142125435345000.0,-142125365235000.0,2.0,3034265852380000.0,0.0156250212811,0.25,8.656992832709999e-15,87,0.250000340497,0.25
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-148547413808000.0,52754468.6213,-148547413808000.0,-148547376505000.0,-148547451111000.0,-148547447381000.0,-148547380235000.0,2.0,2783033959510000.0,0.0156266103201,0.25,8.656992832709999e-15,93,0.250000340497,0.250025424591
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-154969477956000.0,17466210.7494,-154969477956000.0,-154969465606000.0,-154969490306000.0,-154969489071000.0,-154969466841000.0,2.0,305068517941000.0,0.00781251064053,0.125,8.656992832709999e-15,99,0.250000340497,0.25
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-178392047206000.0,13192435.996,-178392047206000.0,-178392037877000.0,-178392056534000.0,-178392055601000.0,-178392038810000.0,2.0,174040367508000.0,0.00781171612099,0.25,8.656992832709999e-15,56,0.250000340497,0.124987287705
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-184873021281000.0,14384825.6975,-184873021281000.0,-184873011110000.0,-184873031453000.0,-184873030436000.0,-184873012127000.0,2.0,206923210347000.0,0.0156250212811,0.25,8.656992832709999e-15,62,0.250000340497,0.25
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-191295052105000.0,40610523.865,-191295052105000.0,-191295023390000.0,-191295080821000.0,-191295077950000.0,-191295026261000.0,2.0,1649214648590000.0,0.0156266103201,0.25,8.656992832709999e-15,68,0.250000340497,0.250025424591
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-197717066004000.0,40157305.6298,-197717066004000.0,-197717037609000.0,-197717094400000.0,-197717091560000.0,-197717040448000.0,2.0,1612609195440000.0,0.00781251064053,0.125,8.656992832709999e-15,74,0.250000340497,0.25
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-221139569337000.0,43012343.2819,-221139569337000.0,-221139538923000.0,-221139599751000.0,-221139596710000.0,-221139541964000.0,2.0,1850061674600000.0,0.0078116948421,0.25,8.656992832709999e-15,31,0.249999659503,0.124987287705
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-227620577903000.0,88366842.233,-227620577903000.0,-227620515418000.0,-227620640388000.0,-227620634139000.0,-227620521667000.0,2.0,7808698806230000.0,0.0156249787189,0.25,8.656992832709999e-15,37,0.249999659503,0.25
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-234042611460000.0,49972389.0536,-234042611460000.0,-234042576124000.0,-234042646796000.0,-234042643262000.0,-234042579657000.0,2.0,2497239667720000.0,0.0156265677537,0.25,8.656992832709999e-15,43,0.249999659503,0.250025424591
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-240464626030000.0,92142780.1807,-240464626030000.0,-240464560875000.0,-240464691185000.0,-240464684669000.0,-240464567391000.0,2.0,8490291939420000.0,0.00781248935947,0.125,8.656992832709999e-15,49,0.249999659503,0.25
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263886971326000.0,34833548.6357,-263886971326000.0,-263886946695000.0,-263886995957000.0,-263886993494000.0,-263886949158000.0,2.0,1213376110560000.0,0.00390583784555,0.25,8.656992832709999e-15,6,0.124999523304,0.124987287705
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270367982324000.0,52543710.5175,-270367982324000.0,-270367945170000.0,-270368019479000.0,-270368015763000.0,-270367948886000.0,2.0,2760841514950000.0,0.00781247020653,0.25,8.656992832709999e-15,12,0.124999523304,0.25
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790022921000.0,90993981.2036,-276790022921000.0,-276789958579000.0,-276790087264000.0,-276790080829000.0,-276789965013000.0,2.0,8279904615290000.0,0.00781326472195,0.25,8.656992832709999e-15,18,0.124999523304,0.250025424591
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212054387000.0,17532217.7974,-283212054387000.0,-283212041990000.0,-283212066784000.0,-283212065545000.0,-283212043230000.0,2.0,307378660894000.0,0.00390623510326,0.125,8.656992832709999e-15,24,0.124999523304,0.25
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-389014300302000.0,53268701.8632,-389014300302000.0,-389014262635000.0,-389014337969000.0,-389014334202000.0,-389014266402000.0,2.0,2837554598190000.0,0.00390585699655,0.25,8.656992832709999e-15,111,0.125000136199,0.124987287705
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-395495325694000.0,61564398.4077,-395495325694000.0,-395495282161000.0,-395495369227000.0,-395495364873000.0,-395495286515000.0,2.0,3790175151300000.0,0.00781250851242,0.25,8.656992832709999e-15,117,0.125000136199,0.25
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-401917419375000.0,56582050.7093,-401917419375000.0,-401917379365000.0,-401917459385000.0,-401917455384000.0,-401917383366000.0,2.0,3201528462470000.0,0.00390665151587,0.125,8.656992832709999e-15,123,0.125000136199,0.250025424591
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-431761894485000.0,4356826.49985,-431761894485000.0,-431761891404000.0,-431761897566000.0,-431761897257000.0,-431761891712000.0,2.0,18981937149800.0,0.00781171612099,0.25,8.656992832709999e-15,86,0.250000340497,0.124987287705
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-438242873391000.0,45748024.2704,-438242873391000.0,-438242841042000.0,-438242905740000.0,-438242902505000.0,-438242844277000.0,2.0,2092881724650000.0,0.0156250212811,0.25,8.656992832709999e-15,92,0.250000340497,0.25
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-444664994341000.0,114720045.873,-444664994341000.0,-444664913222000.0,-444665075461000.0,-444665067349000.0,-444664921334000.0,2.0,1.31606889252e+16,0.00781330516007,0.125,8.656992832709999e-15,98,0.250000340497,0.250025424591
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-474509543368000.0,48297435.7656,-474509543368000.0,-474509509217000.0,-474509577519000.0,-474509574104000.0,-474509512632000.0,2.0,2332642301530000.0,0.00781171612099,0.25,8.656992832709999e-15,61,0.250000340497,0.124987287705
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-480990540180000.0,85310205.0567,-480990540180000.0,-480990479856000.0,-480990600503000.0,-480990594471000.0,-480990485889000.0,2.0,7277831086810000.0,0.0156250212811,0.25,8.656992832709999e-15,67,0.250000340497,0.25
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-487412529355000.0,21207476.401,-487412529355000.0,-487412514359000.0,-487412544351000.0,-487412542851000.0,-487412515859000.0,2.0,449757055299000.0,0.00781330516007,0.125,8.656992832709999e-15,73,0.250000340497,0.250025424591
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-517257113958000.0,21500478.8237,-517257113958000.0,-517257098755000.0,-517257129161000.0,-517257127641000.0,-517257100275000.0,2.0,462270589649000.0,0.0078116948421,0.25,8.656992832709999e-15,36,0.249999659503,0.124987287705
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-523738035376000.0,43007944.216,-523738035376000.0,-523738004965000.0,-523738065788000.0,-523738062746000.0,-523738008006000.0,2.0,1849683265680000.0,0.0156249787189,0.25,8.656992832709999e-15,42,0.249999659503,0.25
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-530160048702000.0,52286998.9582,-530160048702000.0,-530160011729000.0,-530160085674000.0,-530160081977000.0,-530160015427000.0,2.0,2733930260060000.0,0.00781328387685,0.125,8.656992832709999e-15,48,0.249999659503,0.250025424591
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560004478975000.0,10581495.8915,-560004478975000.0,-560004471492000.0,-560004486457000.0,-560004485709000.0,-560004472241000.0,2.0,111968055303000.0,0.00390583784555,0.25,8.656992832709999e-15,11,0.124999523304,0.124987287705
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485485022000.0,57892080.0424,-566485485022000.0,-566485444086000.0,-566485525958000.0,-566485521865000.0,-566485448180000.0,2.0,3351492931640000.0,0.00781247020653,0.25,8.656992832709999e-15,17,0.124999523304,0.25
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907452986000.0,50501102.0967,-572907452986000.0,-572907417276000.0,-572907488695000.0,-572907485124000.0,-572907420847000.0,2.0,2550361312990000.0,0.00390663236098,0.125,8.656992832709999e-15,23,0.124999523304,0.250025424591
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-685131741470000.0,85497964.181,-685131741470000.0,-685131681014000.0,-685131801926000.0,-685131795880000.0,-685131687059000.0,2.0,7309901879090000.0,0.00390585699655,0.25,8.656992832709999e-15,116,0.125000136199,0.124987287705
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-691612812383000.0,105686687.624,-691612812383000.0,-691612737651000.0,-691612887115000.0,-691612879642000.0,-691612745125000.0,2.0,1.11696759409e+16,0.00390625425621,0.125,8.656992832709999e-15,122,0.125000136199,0.25
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-727879435728000.0,14558376.6821,-727879435728000.0,-727879425434000.0,-727879446022000.0,-727879444993000.0,-727879426463000.0,2.0,211946331619000.0,0.00781171612099,0.25,8.656992832709999e-15,91,0.250000340497,0.124987287705
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-734360303158000.0,69402854.2516,-734360303158000.0,-734360254082000.0,-734360352233000.0,-734360347325000.0,-734360258990000.0,2.0,4816756178270000.0,0.00781251064053,0.125,8.656992832709999e-15,97,0.250000340497,0.25
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-770627029102000.0,82204277.3228,-770627029102000.0,-770626970975000.0,-770627087230000.0,-770627081417000.0,-770626976788000.0,2.0,6757543210170000.0,0.00781171612099,0.25,8.656992832709999e-15,66,0.250000340497,0.124987287705
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-777107968032000.0,46758905.539,-777107968032000.0,-777107934968000.0,-777108001095000.0,-777107997789000.0,-777107938275000.0,2.0,2186395247210000.0,0.00781251064053,0.125,8.656992832709999e-15,72,0.250000340497,0.25
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-813374559797000.0,8829484.86864,-813374559797000.0,-813374553554000.0,-813374566041000.0,-813374565417000.0,-813374554178000.0,2.0,77959803045600.0,0.0078116948421,0.25,8.656992832709999e-15,41,0.249999659503,0.124987287705
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-819855575020000.0,62167027.1126,-819855575020000.0,-819855531062000.0,-819855618979000.0,-819855614583000.0,-819855535457000.0,2.0,3864739260010000.0,0.00781248935947,0.125,8.656992832709999e-15,47,0.249999659503,0.25
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856121943333000.0,17223981.5103,-856121943333000.0,-856121931154000.0,-856121955512000.0,-856121954294000.0,-856121932372000.0,2.0,296665539069000.0,0.00390583784555,0.25,8.656992832709999e-15,16,0.124999523304,0.124987287705
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862602941770000.0,65989895.9803,-862602941770000.0,-862602895108000.0,-862602988432000.0,-862602983766000.0,-862602899774000.0,2.0,4354666371500000.0,0.00390623510326,0.125,8.656992832709999e-15,22,0.124999523304,0.25
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,7342222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-981249332313000.0,57857188.1235,-981249332313000.0,-981249291402000.0,-981249373225000.0,-981249369134000.0,-981249295493000.0,2.0,3347454217560000.0,0.00195292849827,0.125,8.656992832709999e-15,121,0.125000136199,0.124987287705
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,5506667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1023996867590000.0,21692195.3595,-1023996867590000.0,-1023996852250000.0,-1023996882930000.0,-1023996881400000.0,-1023996853790000.0,2.0,470551339513000.0,0.00390585806049,0.125,8.656992832709999e-15,96,0.250000340497,0.124987287705
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,3671111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1066744423600000.0,142931089.408,-1066744423600000.0,-1066744322530000.0,-1066744524670000.0,-1066744514560000.0,-1066744332640000.0,2.0,2.04292963192e+16,0.00390585806049,0.125,8.656992832709999e-15,71,0.250000340497,0.124987287705
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,1835556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1109491987170000.0,21448334.7367,-1109491987170000.0,-1109491972010000.0,-1109492002340000.0,-1109492000820000.0,-1109491973520000.0,2.0,460031062979000.0,0.00390584742105,0.125,8.656992832709999e-15,46,0.249999659503,0.124987287705
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152239363700000.0,42164387.3928,-1152239363700000.0,-1152239333880000.0,-1152239393510000.0,-1152239390530000.0,-1152239336860000.0,2.0,1777835564210000.0,0.00195291892277,0.125,8.656992832709999e-15,21,0.124999523304,0.124987287705
