npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289920822000.0,40444132.8448,-296289920822000.0,-296289892224000.0,-296289949420000.0,-296289946561000.0,-296289895084000.0,2.0,1635727881570000.0,0.00781263314013,1.17734560967e-13,0.25,0.125,0.250004260484,90
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289998892000.0,19142820.5455,-296289998892000.0,-296289985356000.0,-296290012428000.0,-296290011074000.0,-296289986709000.0,2.0,366447578437000.0,0.00781233727318,1.17734560967e-13,0.25,0.125,0.249994792742,85
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290045506000.0,97200239.2141,-296290045506000.0,-296289976775000.0,-296290114237000.0,-296290107364000.0,-296289983648000.0,2.0,9447886503280000.0,0.00781266272682,1.17734560967e-13,0.25,0.125,0.250005207258,95
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290147990000.0,59602626.9424,-296290147990000.0,-296290105844000.0,-296290190135000.0,-296290185920000.0,-296290110059000.0,2.0,3552473138430000.0,0.00390633136341,1.17734560967e-13,0.25,0.125,0.125002603629,100
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290314212000.0,25995177.6225,-296290314212000.0,-296290295830000.0,-296290332593000.0,-296290330755000.0,-296290297668000.0,2.0,675749259624000.0,0.00781207099292,1.17734560967e-13,0.25,0.25,0.124993135887,54
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290393860000.0,40689774.3601,-296290393860000.0,-296290365088000.0,-296290422632000.0,-296290419755000.0,-296290367966000.0,2.0,1655657737480000.0,0.0156246745464,1.17734560967e-13,0.25,0.25,0.249994792742,59
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290546747000.0,48925870.7302,-296290546747000.0,-296290512151000.0,-296290581342000.0,-296290577883000.0,-296290515610000.0,2.0,2393740826700000.0,0.00781266272682,1.17734560967e-13,0.25,0.25,0.125002603629,74
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290553234000.0,14853025.7356,-296290553234000.0,-296290542731000.0,-296290563736000.0,-296290562686000.0,-296290543781000.0,2.0,220612373501000.0,0.0156252662803,1.17734560967e-13,0.25,0.25,0.250004260484,64
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290586580000.0,22643764.2461,-296290586580000.0,-296290570568000.0,-296290602591000.0,-296290600990000.0,-296290572169000.0,2.0,512740059233000.0,0.0156253254536,1.17734560967e-13,0.25,0.25,0.250005207258,69
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290895098000.0,26183508.089,-296290895098000.0,-296290876584000.0,-296290913613000.0,-296290911761000.0,-296290878435000.0,2.0,685576095848000.0,0.0156246745464,1.17734560967e-13,0.25,0.25,0.249994792742,33
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290903261000.0,15266048.8394,-296290903261000.0,-296290892466000.0,-296290914056000.0,-296290912976000.0,-296290893546000.0,2.0,233052247166000.0,0.00781207099292,1.17734560967e-13,0.25,0.25,0.124993135887,28
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296290990567000.0,840398.972702,-296290990567000.0,-296290989973000.0,-296290991162000.0,-296290991102000.0,-296290990032000.0,2.0,706270433319.0,0.0156252662803,1.17734560967e-13,0.25,0.25,0.250004260484,38
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296291057947000.0,6643670.72978,-296291057947000.0,-296291053249000.0,-296291062645000.0,-296291062175000.0,-296291053719000.0,2.0,44138360765800.0,0.0156253254536,1.17734560967e-13,0.25,0.25,0.250005207258,43
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296291117215000.0,11393018.5236,-296291117215000.0,-296291109159000.0,-296291125271000.0,-296291124465000.0,-296291109964000.0,2.0,129800871080000.0,0.00781266272682,1.17734560967e-13,0.25,0.25,0.125002603629,48
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296291335116000.0,30383133.7029,-296291335116000.0,-296291313631000.0,-296291356600000.0,-296291354451000.0,-296291315780000.0,2.0,923134813607000.0,0.00390603549646,1.17734560967e-13,0.125,0.25,0.124993135887,2
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296291398628000.0,4758335.03266,-296291398628000.0,-296291395263000.0,-296291401992000.0,-296291401656000.0,-296291395600000.0,2.0,22641752283000.0,0.00781233727318,1.17734560967e-13,0.125,0.25,0.249994792742,7
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296291443660000.0,37540045.5596,-296291443660000.0,-296291417115000.0,-296291470204000.0,-296291467550000.0,-296291419769000.0,2.0,1409255020620000.0,0.00781263314013,1.17734560967e-13,0.125,0.25,0.250004260484,12
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296291513271000.0,32883151.1377,-296291513271000.0,-296291490019000.0,-296291536523000.0,-296291534198000.0,-296291492344000.0,2.0,1081301628740000.0,0.00781266272682,1.17734560967e-13,0.125,0.25,0.250005207258,17
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296291548788000.0,14312238.0707,-296291548788000.0,-296291538668000.0,-296291558908000.0,-296291557896000.0,-296291539680000.0,2.0,204840158592000.0,0.00390633136341,1.17734560967e-13,0.125,0.25,0.125002603629,22
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592407816284000.0,75520940.6426,-592407816284000.0,-592407762883000.0,-592407869685000.0,-592407864345000.0,-592407768223000.0,2.0,5703412475550000.0,0.00390603549646,1.17734560967e-13,0.25,0.125,0.124993135887,55
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592407898524000.0,24917570.4876,-592407898524000.0,-592407880905000.0,-592407916144000.0,-592407914382000.0,-592407882667000.0,2.0,620885319006000.0,0.00781263314013,1.17734560967e-13,0.25,0.125,0.250004260484,65
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592407962377000.0,73676800.1469,-592407962377000.0,-592407910280000.0,-592408014475000.0,-592408009265000.0,-592407915490000.0,2.0,5428270879890000.0,0.00781266272682,1.17734560967e-13,0.25,0.125,0.250005207258,70
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592407966468000.0,159762037.723,-592407966468000.0,-592407853499000.0,-592408079436000.0,-592408068140000.0,-592407864796000.0,2.0,2.55239086974e+16,0.00781233727318,1.17734560967e-13,0.25,0.125,0.249994792742,60
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592408080294000.0,78291782.0518,-592408080294000.0,-592408024933000.0,-592408135654000.0,-592408130118000.0,-592408030469000.0,2.0,6129603136840000.0,0.00390633136341,1.17734560967e-13,0.25,0.125,0.125002603629,75
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592408370668000.0,18444096.7362,-592408370668000.0,-592408357626000.0,-592408383710000.0,-592408382405000.0,-592408358930000.0,2.0,340184704413000.0,0.00781207099292,1.17734560967e-13,0.25,0.25,0.124993135887,29
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592408449489000.0,1468593.60938,-592408449489000.0,-592408448450000.0,-592408450527000.0,-592408450423000.0,-592408448554000.0,2.0,2156767189510.0,0.0156246745464,1.17734560967e-13,0.25,0.25,0.249994792742,34
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592408525146000.0,68464880.2883,-592408525146000.0,-592408476734000.0,-592408573558000.0,-592408568717000.0,-592408481576000.0,2.0,4687439832890000.0,0.0156252662803,1.17734560967e-13,0.25,0.25,0.250004260484,39
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592408533700000.0,36051750.9388,-592408533700000.0,-592408508207000.0,-592408559192000.0,-592408556643000.0,-592408510756000.0,2.0,1299728745760000.0,0.0156253254536,1.17734560967e-13,0.25,0.25,0.250005207258,44
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592408605253000.0,38838587.015,-592408605253000.0,-592408577790000.0,-592408632716000.0,-592408629970000.0,-592408580536000.0,2.0,1508435841320000.0,0.00781266272682,1.17734560967e-13,0.25,0.25,0.125002603629,49
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592408809109000.0,15193359.7207,-592408809109000.0,-592408798366000.0,-592408819852000.0,-592408818778000.0,-592408799440000.0,2.0,230838179602000.0,0.00390603549646,1.17734560967e-13,0.125,0.25,0.124993135887,3
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592408894324000.0,44040448.1912,-592408894324000.0,-592408863183000.0,-592408925465000.0,-592408922351000.0,-592408866297000.0,2.0,1939561076880000.0,0.00781233727318,1.17734560967e-13,0.125,0.25,0.249994792742,8
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592408974654000.0,78287959.2558,-592408974654000.0,-592408919296000.0,-592409030011000.0,-592409024476000.0,-592408924831000.0,2.0,6129004564430000.0,0.00781263314013,1.17734560967e-13,0.125,0.25,0.250004260484,13
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592409036672000.0,67786304.4703,-592409036672000.0,-592408988739000.0,-592409084604000.0,-592409079811000.0,-592408993533000.0,2.0,4594983073740000.0,0.00781266272682,1.17734560967e-13,0.125,0.25,0.250005207258,18
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592409088296000.0,18458261.234,-592409088296000.0,-592409075244000.0,-592409101348000.0,-592409100042000.0,-592409076549000.0,2.0,340707407784000.0,0.00390633136341,1.17734560967e-13,0.125,0.25,0.125002603629,23
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888525793640000.0,30760860.3343,-888525793640000.0,-888525771889000.0,-888525815391000.0,-888525813216000.0,-888525774064000.0,2.0,946230528505000.0,0.00390603549646,1.17734560967e-13,0.25,0.125,0.124993135887,30
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888525890530000.0,23685403.3338,-888525890530000.0,-888525873782000.0,-888525907278000.0,-888525905603000.0,-888525875457000.0,2.0,560998331087000.0,0.00781233727318,1.17734560967e-13,0.25,0.125,0.249994792742,35
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888525961272000.0,10349466.1375,-888525961272000.0,-888525953954000.0,-888525968590000.0,-888525967858000.0,-888525954685000.0,2.0,107111449332000.0,0.00781266272682,1.17734560967e-13,0.25,0.125,0.250005207258,45
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888525986821000.0,63483096.1099,-888525986821000.0,-888525941932000.0,-888526031711000.0,-888526027222000.0,-888525946421000.0,2.0,4030103491690000.0,0.00781263314013,1.17734560967e-13,0.25,0.125,0.250004260484,40
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888526082034000.0,161706542.922,-888526082034000.0,-888525967690000.0,-888526196378000.0,-888526184943000.0,-888525979125000.0,2.0,2.61490060238e+16,0.00390633136341,1.17734560967e-13,0.25,0.125,0.125002603629,50
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888526294853000.0,14222091.3695,-888526294853000.0,-888526284797000.0,-888526304910000.0,-888526303904000.0,-888526285802000.0,2.0,202267882921000.0,0.00390603549646,1.17734560967e-13,0.125,0.25,0.124993135887,4
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888526416806000.0,92966219.9706,-888526416806000.0,-888526351069000.0,-888526482543000.0,-888526475970000.0,-888526357643000.0,2.0,8642718055620000.0,0.00781233727318,1.17734560967e-13,0.125,0.25,0.249994792742,9
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888526517557000.0,17163759.9658,-888526517557000.0,-888526505421000.0,-888526529694000.0,-888526528480000.0,-888526506634000.0,2.0,294594656165000.0,0.00781266272682,1.17734560967e-13,0.125,0.25,0.250005207258,19
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888526523294000.0,19991073.309,-888526523294000.0,-888526509158000.0,-888526537430000.0,-888526536016000.0,-888526510572000.0,2.0,399643012046000.0,0.00781263314013,1.17734560967e-13,0.125,0.25,0.250004260484,14
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888526582877000.0,50715149.595,-888526582877000.0,-888526547016000.0,-888526618738000.0,-888526615152000.0,-888526550602000.0,2.0,2572026398440000.0,0.00390633136341,1.17734560967e-13,0.125,0.25,0.125002603629,24
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184643831650000.0,2765720.36506,-1184643831650000.0,-1184643829700000.0,-1184643833610000.0,-1184643833410000.0,-1184643829890000.0,2.0,7649209137710.0,0.00390616863659,1.17734560967e-13,0.125,0.125,0.249994792742,10
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184643886090000.0,114684865.543,-1184643886090000.0,-1184643804990000.0,-1184643967180000.0,-1184643959070000.0,-1184643813100000.0,2.0,1.31526183846e+16,0.00195301774823,1.17734560967e-13,0.125,0.125,0.124993135887,5
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184643901440000.0,23421204.8175,-1184643901440000.0,-1184643884880000.0,-1184643918010000.0,-1184643916350000.0,-1184643886540000.0,2.0,548552835102000.0,0.00390631657006,1.17734560967e-13,0.125,0.125,0.250004260484,15
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184644004820000.0,706966.243714,-1184644004820000.0,-1184644004320000.0,-1184644005320000.0,-1184644005270000.0,-1184644004370000.0,2.0,499801269751.0,0.00390633136341,1.17734560967e-13,0.125,0.125,0.250005207258,20
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184644063070000.0,38055825.1115,-1184644063070000.0,-1184644036160000.0,-1184644089980000.0,-1184644087280000.0,-1184644038850000.0,2.0,1448245824920000.0,0.00195316568171,1.17734560967e-13,0.125,0.125,0.125002603629,25
