npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1377030902.25,3838463.42121,1377030902.25,1379745105.77,1374316698.74,1374588119.09,1379473685.42,2.0,14733801435900.0,0.00781233727318,1.17734560967e-13,0.125,0.25,0.249994792742,107
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1322338857.31,130357101.27,1322338857.31,1414515247.6,1230162467.03,1239380106.06,1405297608.57,2.0,1.69929738514e+16,0.00390603549646,1.17734560967e-13,0.125,0.25,0.124993135887,102
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1304786317.41,100921728.317,1304786317.41,1376148755.88,1233423878.95,1240560122.8,1369012512.03,2.0,1.01851952466e+16,0.00781263314013,1.17734560967e-13,0.125,0.25,0.250004260484,112
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1300575173.75,20656280.684,1300575173.75,1315181369.89,1285968977.6,1287429597.22,1313720750.28,2.0,426681931697000.0,0.0156246745464,1.17734560967e-13,0.25,0.25,0.249994792742,83
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1272759277.49,99614976.821,1272759277.49,1343197703.11,1202320851.87,1209364694.43,1336153860.54,2.0,9923143607050000.0,0.00781266272682,1.17734560967e-13,0.125,0.25,0.250005207258,117
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1185020814.09,24141109.9164,1185020814.09,1202091156.62,1167950471.56,1169657505.82,1200384122.36,2.0,582793187994000.0,0.0156252662803,1.17734560967e-13,0.25,0.25,0.250004260484,88
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1178668284.06,26277625.5306,1178668284.06,1197249371.27,1160087196.86,1161945305.58,1195391262.55,2.0,690513603527000.0,0.00390633136341,1.17734560967e-13,0.125,0.25,0.125002603629,122
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1170639634.94,43615578.7014,1170639634.94,1201480506.4,1139798763.47,1142882850.62,1198396419.25,2.0,1902318705460000.0,0.00781207099292,1.17734560967e-13,0.25,0.25,0.124993135887,78
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1152499783.87,44863923.3016,1152499783.87,1184223368.27,1120776199.48,1123948557.92,1181051009.83,2.0,2012771614010000.0,0.00195301774823,1.17734560967e-13,0.125,0.125,0.124993135887,101
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1147875470.52,74052275.6962,1147875470.52,1200238336.82,1095512604.21,1100748890.84,1195002050.19,2.0,5483739535790000.0,0.0156253254536,1.17734560967e-13,0.25,0.25,0.250005207258,93
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1145796593.71,35324996.3475,1145796593.71,1170775138.17,1120818049.24,1123315903.69,1168277283.72,2.0,1247855366950000.0,0.00390616863659,1.17734560967e-13,0.125,0.125,0.249994792742,106
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1064542198.1,44319317.2296,1064542198.1,1095880687.86,1033203708.35,1036337557.33,1092746838.88,2.0,1964201879700000.0,0.00781266272682,1.17734560967e-13,0.25,0.25,0.125002603629,98
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1060208080.83,27321919.4145,1060208080.83,1079527595.32,1040888566.33,1042820517.78,1077595643.87,2.0,746487280490000.0,0.0156252662803,1.17734560967e-13,0.25,0.25,0.250004260484,87
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1054444121.22,53851960.9202,1054444121.22,1092523207.97,1016365034.48,1020172943.15,1088715299.3,2.0,2900033694950000.0,0.0156246745464,1.17734560967e-13,0.25,0.25,0.249994792742,82
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1051533397.42,44978653.3943,1051533397.42,1083338108.24,1019728686.59,1022909157.68,1080157637.16,2.0,2023079261170000.0,0.00390631657006,1.17734560967e-13,0.125,0.125,0.250004260484,111
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1043508163.82,14492076.8596,1043508163.82,1053755609.64,1033260718.0,1034285462.58,1052730865.06,2.0,210020291705000.0,0.00781207099292,1.17734560967e-13,0.25,0.25,0.124993135887,77
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1031418646.68,113263670.809,1031418646.68,1111508156.37,951329136.989,959338087.958,1103499205.4,2.0,1.28286591251e+16,0.00390633136341,1.17734560967e-13,0.125,0.125,0.250005207258,116
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,967031585.805,26202809.6328,967031585.805,985559770.182,948503401.427,950356219.865,983706951.744,2.0,686587232651000.0,0.0156253254536,1.17734560967e-13,0.25,0.25,0.250005207258,92
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,956288748.916,27576997.835,956288748.916,975788631.089,936788866.742,938738854.959,973838642.872,2.0,760490809591000.0,0.00195316568171,1.17734560967e-13,0.125,0.125,0.125002603629,121
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,948741800.381,101180730.512,948741800.381,1020287381.05,877196219.711,884350777.778,1013132822.98,2.0,1.0237540227e+16,0.00781233727318,1.17734560967e-13,0.25,0.125,0.249994792742,81
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,922965453.94,6429001.06266,922965453.94,927511444.188,918419463.693,918874062.717,927056845.163,2.0,41332054663700.0,0.00781266272682,1.17734560967e-13,0.25,0.25,0.125002603629,97
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,844965784.316,17554762.2382,844965784.316,857378875.736,832552692.895,833794002.037,856137566.594,2.0,308169677239000.0,0.00781266272682,1.17734560967e-13,0.25,0.125,0.250005207258,91
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,844953699.071,9543981.59724,844953699.071,851702313.178,838205084.964,838879946.375,851027451.767,2.0,91087584728500.0,0.0156246745464,1.17734560967e-13,0.25,0.25,0.249994792742,57
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,804805645.114,108896102.09,804805645.114,881806817.347,727804472.882,735504590.105,874106700.124,2.0,1.18583610504e+16,0.00781263314013,1.17734560967e-13,0.25,0.125,0.250004260484,86
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,788504864.566,96299822.0839,788504864.566,856599121.789,720410607.344,727220033.066,849789696.067,2.0,9273655733390000.0,0.00390633136341,1.17734560967e-13,0.25,0.125,0.125002603629,96
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,779271016.375,24103350.7231,779271016.375,796314659.121,762227373.63,763931737.904,794610294.846,2.0,580971516079000.0,0.00390603549646,1.17734560967e-13,0.25,0.125,0.124993135887,76
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,715809080.868,7448361.52043,715809080.868,721075867.808,710542293.928,711068972.622,720549189.114,2.0,55478089339100.0,0.00781207099292,1.17734560967e-13,0.25,0.25,0.124993135887,52
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,702520039.735,28809661.7515,702520039.735,722891546.923,682148532.547,684185683.266,720854396.205,2.0,829996610238000.0,0.0156252662803,1.17734560967e-13,0.25,0.25,0.250004260484,62
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,666248186.555,5610698.376,666248186.555,670215549.423,662280823.686,662677559.973,669818813.137,2.0,31479936266500.0,0.0156253254536,1.17734560967e-13,0.25,0.25,0.250005207258,67
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,644668009.047,44184340.5549,644668009.047,675911055.876,613424962.218,616549266.901,672786751.193,2.0,1952255950270000.0,0.00781266272682,1.17734560967e-13,0.25,0.25,0.125002603629,72
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,639904931.96,23868607.0541,639904931.96,656782585.866,623027278.055,624715043.446,655094820.475,2.0,569710402702000.0,0.00781233727318,1.17734560967e-13,0.25,0.125,0.249994792742,56
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,601015054.841,7761152.51497,601015054.841,606503018.414,595527091.268,596075887.625,605954222.057,2.0,60235488360600.0,0.00781263314013,1.17734560967e-13,0.25,0.125,0.250004260484,61
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,566009609.424,25610603.756,566009609.424,584119041.01,547900177.838,549711120.997,582308097.852,2.0,655903024748000.0,0.00781266272682,1.17734560967e-13,0.25,0.125,0.250005207258,66
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,527289060.757,14236465.2597,527289060.757,537355761.882,517222359.632,518229029.744,536349091.77,2.0,202676943090000.0,0.00390603549646,1.17734560967e-13,0.25,0.125,0.124993135887,51
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,474555489.697,46322747.9951,474555489.697,507310618.928,441800360.467,445075873.39,504035106.005,2.0,2145796981820000.0,0.00390633136341,1.17734560967e-13,0.25,0.125,0.125002603629,71
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,338957962.377,7352034.72077,338957962.377,344156635.984,333759288.771,334279156.132,343636768.623,2.0,54052414535500.0,0.00781233727318,1.17734560967e-13,0.25,0.125,0.249994792742,31
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,261681057.292,39537795.6284,261681057.292,289638500.694,233723613.89,236519358.23,286842756.353,2.0,1563237283150000.0,0.00781263314013,1.17734560967e-13,0.25,0.125,0.250004260484,36
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,256376573.421,12001661.7287,256376573.421,264863029.814,247890117.027,248738762.666,264014384.175,2.0,144039884249000.0,0.00390603549646,1.17734560967e-13,0.25,0.125,0.124993135887,26
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,192162576.31,68111019.3081,192162576.31,240324339.936,144000812.684,148816989.046,235508163.574,2.0,4639110951180000.0,0.00781266272682,1.17734560967e-13,0.25,0.125,0.250005207258,41
1280.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,118998108.439,45556147.5675,118998108.439,151211169.309,86785047.5691,90006353.6561,147989863.222,2.0,2075362581200000.0,0.00390633136341,1.17734560967e-13,0.25,0.125,0.125002603629,46
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171793835695.0,131842644.99,-171793835695.0,-171700608866.0,-171887062523.0,-171877739840.0,-171709931549.0,2.0,1.7382483038e+16,0.00195301774823,1.17734560967e-13,0.125,0.125,0.124993135887,105
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171925047423.0,86142590.5215,-171925047423.0,-171864135413.0,-171985959433.0,-171979868232.0,-171870226614.0,2.0,7420545901750000.0,0.00390616863659,1.17734560967e-13,0.125,0.125,0.249994792742,110
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171946108655.0,51768023.9261,-171946108655.0,-171909503134.0,-171982714176.0,-171979053624.0,-171913163686.0,2.0,2679928301220000.0,0.00390631657006,1.17734560967e-13,0.125,0.125,0.250004260484,115
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172110606294.0,90907192.0946,-172110606294.0,-172046325202.0,-172174887386.0,-172168459277.0,-172052753311.0,2.0,8264117574520000.0,0.00390633136341,1.17734560967e-13,0.125,0.125,0.250005207258,120
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172138796506.0,9326335.02767,-172138796506.0,-172132201792.0,-172145391221.0,-172144731750.0,-172132861263.0,2.0,86980525048400.0,0.00195316568171,1.17734560967e-13,0.125,0.125,0.125002603629,125
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172390778663.0,30701452.8338,-172390778663.0,-172369069458.0,-172412487869.0,-172410316948.0,-172371240379.0,2.0,942579206106000.0,0.00781207099292,1.17734560967e-13,0.25,0.25,0.124993135887,79
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172408813288.0,117011096.899,-172408813288.0,-172326073947.0,-172491552628.0,-172483278694.0,-172334347881.0,2.0,1.36915967976e+16,0.0156246745464,1.17734560967e-13,0.25,0.25,0.249994792742,84
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172459565485.0,11907930.9838,-172459565485.0,-172451145306.0,-172467985663.0,-172467143646.0,-172451987324.0,2.0,141798820316000.0,0.0156252662803,1.17734560967e-13,0.25,0.25,0.250004260484,89
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172507861204.0,126604951.817,-172507861204.0,-172418337984.0,-172597384424.0,-172588432102.0,-172427290306.0,2.0,1.60288138246e+16,0.0156253254536,1.17734560967e-13,0.25,0.25,0.250005207258,94
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172572862157.0,71314167.5312,-172572862157.0,-172522435425.0,-172623288888.0,-172618246215.0,-172527478098.0,2.0,5085710490670000.0,0.00781266272682,1.17734560967e-13,0.25,0.25,0.125002603629,99
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172860880079.0,21603936.684,-172860880079.0,-172845603789.0,-172876156369.0,-172874628740.0,-172847131418.0,2.0,466730080247000.0,0.00781207099292,1.17734560967e-13,0.25,0.25,0.124993135887,53
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172924080622.0,28652895.3513,-172924080622.0,-172903819966.0,-172944341279.0,-172942315213.0,-172905846031.0,2.0,820988412015000.0,0.0156246745464,1.17734560967e-13,0.25,0.25,0.249994792742,58
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172927009446.0,72119209.5641,-172927009446.0,-172876013464.0,-172978005428.0,-172972905830.0,-172881113062.0,2.0,5201180388150000.0,0.0156252662803,1.17734560967e-13,0.25,0.25,0.250004260484,63
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173017101244.0,52826816.184,-173017101244.0,-172979747044.0,-173054455444.0,-173050720024.0,-172983482464.0,2.0,2790672508140000.0,0.0156253254536,1.17734560967e-13,0.25,0.25,0.250005207258,68
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173057347926.0,30462133.4973,-173057347926.0,-173035807945.0,-173078887908.0,-173076733909.0,-173037961943.0,2.0,927941577209000.0,0.00781266272682,1.17734560967e-13,0.25,0.25,0.125002603629,73
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173357167634.0,952475.812078,-173357167634.0,-173356494131.0,-173357841136.0,-173357773785.0,-173356561482.0,2.0,907210172594.0,0.00781207099292,1.17734560967e-13,0.25,0.25,0.124993135887,27
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173450236392.0,15203277.8441,-173450236392.0,-173439486052.0,-173460986733.0,-173459911699.0,-173440561086.0,2.0,231139657205000.0,0.0156246745464,1.17734560967e-13,0.25,0.25,0.249994792742,32
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173476877272.0,2482827.48698,-173476877272.0,-173475121648.0,-173478632897.0,-173478457334.0,-173475297211.0,2.0,6164432330090.0,0.0156252662803,1.17734560967e-13,0.25,0.25,0.250004260484,37
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173546926540.0,8883983.20233,-173546926540.0,-173540644615.0,-173553208464.0,-173552580272.0,-173541272807.0,2.0,78925157539200.0,0.0156253254536,1.17734560967e-13,0.25,0.25,0.250005207258,42
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173605327236.0,12284455.9111,-173605327236.0,-173596640814.0,-173614013658.0,-173613145016.0,-173597509457.0,2.0,150907857031000.0,0.00781266272682,1.17734560967e-13,0.25,0.25,0.125002603629,47
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173826075972.0,16213500.4573,-173826075972.0,-173814611295.0,-173837540648.0,-173836394180.0,-173815757763.0,2.0,262877597080000.0,0.00195301774823,1.17734560967e-13,0.125,0.125,0.124993135887,1
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173883431665.0,2874263.13127,-173883431665.0,-173881399254.0,-173885464076.0,-173885260835.0,-173881602495.0,2.0,8261388547770.0,0.00390616863659,1.17734560967e-13,0.125,0.125,0.249994792742,6
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-173931570873.0,6172715.23363,-173931570873.0,-173927206105.0,-173935935642.0,-173935499165.0,-173927642582.0,2.0,38102413355500.0,0.00390631657006,1.17734560967e-13,0.125,0.125,0.250004260484,11
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-174001668717.0,18190762.373,-174001668717.0,-173988805906.0,-174014531529.0,-174013245248.0,-173990092187.0,2.0,330903835711000.0,0.00390633136341,1.17734560967e-13,0.125,0.125,0.250005207258,16
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-174063762417.0,12146099.9623,-174063762417.0,-174055173827.0,-174072351006.0,-174071492147.0,-174056032686.0,2.0,147527744295000.0,0.00195316568171,1.17734560967e-13,0.125,0.125,0.125002603629,21
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289894640000.0,56186300.5448,-296289894640000.0,-296289854910000.0,-296289934370000.0,-296289930397000.0,-296289858883000.0,2.0,3156900368910000.0,0.00390603549646,1.17734560967e-13,0.25,0.125,0.124993135887,80
