npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity
522.0,-507.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109834695040.0,117.503532887,-109834695062.0,-109834694884.0,-109834695153.0,-109834695146.0,-109834694905.0,4.0,13807.080241,1.0406674226900002e-12,1,0.124986205628,0.124973477615,0.00195770175,0.125333333333
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440517390746.0,289398.865846,-440517432281.0,-440517049409.0,-440517649012.0,-440517643459.0,-440517079883.0,4.0,83751703553.2,1.0406674226900002e-12,27,0.124986205628,0.25,0.00779080681749,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118933881339000.0,327373.71338,-118933881354000.0,-118933880924000.0,-118933881722000.0,-118933881672000.0,-118933880984000.0,4.0,107173548212.0,1.0406674226900002e-12,48,0.125004598124,0.25,0.00779195328306,0.249333333333
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-119211414656000.0,746857.900011,-119211414506000.0,-119211414002000.0,-119211415609000.0,-119211415501000.0,-119211414020000.0,4.0,557796722809.0,1.0406674226900002e-12,74,0.125004598124,0.25,0.00783362148244,0.250666666667
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-119542088311000.0,1614825.57691,-119542088218000.0,-119542086464000.0,-119542090343000.0,-119542090079000.0,-119542086673000.0,4.0,2607661643830.0,1.0406674226900002e-12,100,0.125004598124,0.25,0.00391681074122,0.125333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-119938727856000.0,236268.851713,-119938727825000.0,-119938727624000.0,-119938728150000.0,-119938728118000.0,-119938727637000.0,4.0,55822970289.8,1.0406674226900002e-12,22,0.125004598124,0.124973477615,0.00389514999679,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-120361616460000.0,961927.184779,-120361616838000.0,-120361615034000.0,-120361617132000.0,-120361617096000.0,-120361615297000.0,4.0,925303908816.0,1.0406674226900002e-12,43,0.250009196248,0.25,0.0155839065661,0.249333333333
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-120639150625000.0,861612.215765,-120639150862000.0,-120639149477000.0,-120639151301000.0,-120639151297000.0,-120639149623000.0,4.0,742375610356.0,1.0406674226900002e-12,69,0.250009196248,0.25,0.0156672429649,0.250666666667
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-120969824843000.0,486981.237034,-120969824834000.0,-120969824257000.0,-120969825447000.0,-120969825361000.0,-120969824338000.0,4.0,237150725224.0,1.0406674226900002e-12,95,0.250009196248,0.25,0.00783362148244,0.125333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-121366463239000.0,89203.9867802,-121366463224000.0,-121366463146000.0,-121366463359000.0,-121366463341000.0,-121366463156000.0,4.0,7957351257.48,1.0406674226900002e-12,17,0.250009196248,0.124973477615,0.00779029999359,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-121789351762000.0,452019.695263,-121789351880000.0,-121789351117000.0,-121789352170000.0,-121789352132000.0,-121789351226000.0,4.0,204321804906.0,1.0406674226900002e-12,38,0.250009196248,0.25,0.0155839065661,0.249333333333
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-122066885668000.0,828287.047237,-122066885672000.0,-122066884726000.0,-122066886603000.0,-122066886521000.0,-122066884810000.0,4.0,686059432621.0,1.0406674226900002e-12,64,0.250009196248,0.25,0.0156672429649,0.250666666667
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-122397559810000.0,514014.149,-122397559610000.0,-122397559448000.0,-122397560570000.0,-122397560433000.0,-122397559466000.0,4.0,264210545372.0,1.0406674226900002e-12,90,0.250009196248,0.25,0.00783362148244,0.125333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-122794198380000.0,284872.244511,-122794198321000.0,-122794198100000.0,-122794198777000.0,-122794198711000.0,-122794198131000.0,4.0,81152195692.5,1.0406674226900002e-12,12,0.250009196248,0.124973477615,0.00779029999359,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-123217087067000.0,298759.179154,-123217086939000.0,-123217086880000.0,-123217087513000.0,-123217087430000.0,-123217086885000.0,4.0,89257047128.9,1.0406674226900002e-12,33,0.249990803752,0.25,0.0155827601005,0.249333333333
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-123494620606000.0,578852.879842,-123494620584000.0,-123494619968000.0,-123494621290000.0,-123494621222000.0,-123494620022000.0,4.0,335070656501.0,1.0406674226900002e-12,59,0.249990803752,0.25,0.0156660903685,0.250666666667
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-123825294887000.0,1228563.92089,-123825294630000.0,-123825293683000.0,-123825296604000.0,-123825296308000.0,-123825293825000.0,4.0,1509369307720.0,1.0406674226900002e-12,85,0.249990803752,0.25,0.00783304518423,0.125333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124221933557000.0,337707.415794,-124221933526000.0,-124221933238000.0,-124221933937000.0,-124221933908000.0,-124221933248000.0,4.0,114046298683.0,1.0406674226900002e-12,7,0.249990803752,0.124973477615,0.00778972688243,0.249333333333
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644612021000.0,489896.521933,-124644611975000.0,-124644611512000.0,-124644612622000.0,-124644612558000.0,-124644611549000.0,4.0,239998602202.0,1.0406674226900002e-12,28,0.124986205628,0.25,0.00779080681749,0.249333333333
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922146030000.0,1393141.41799,-124922145981000.0,-124922144374000.0,-124922147783000.0,-124922147517000.0,-124922144610000.0,4.0,1940843010520.0,1.0406674226900002e-12,54,0.124986205628,0.25,0.00783246888603,0.250666666667
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125252820281000.0,1305383.02622,-125252820325000.0,-125252818839000.0,-125252821634000.0,-125252821554000.0,-125252818946000.0,4.0,1704024845140.0,1.0406674226900002e-12,80,0.124986205628,0.25,0.00391623444301,0.125333333333
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649458435000.0,313980.909345,-125649458304000.0,-125649458231000.0,-125649458899000.0,-125649458817000.0,-125649458235000.0,4.0,98584011433.4,1.0406674226900002e-12,2,0.124986205628,0.124973477615,0.00389457688563,0.249333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-244142822537000.0,503558.579862,-244142822397000.0,-244142822123000.0,-244142823230000.0,-244142823133000.0,-244142822136000.0,4.0,253571243353.0,1.0406674226900002e-12,23,0.125004598124,0.124973477615,0.00389514999679,0.249333333333
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-244473502563000.0,564916.187203,-244473502720000.0,-244473501797000.0,-244473503015000.0,-244473503007000.0,-244473501899000.0,4.0,319130298564.0,1.0406674226900002e-12,49,0.125004598124,0.25,0.00783362148244,0.250666666667
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-244751034651000.0,891945.755244,-244751034394000.0,-244751033930000.0,-244751035886000.0,-244751035710000.0,-244751033951000.0,4.0,795567230298.0,1.0406674226900002e-12,75,0.125004598124,0.25,0.00391681074122,0.125333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-245570558316000.0,573885.762686,-245570558365000.0,-245570557661000.0,-245570558873000.0,-245570558849000.0,-245570557714000.0,4.0,329344868614.0,1.0406674226900002e-12,18,0.250009196248,0.124973477615,0.00779029999359,0.249333333333
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-245901237883000.0,481643.890536,-245901237901000.0,-245901237323000.0,-245901238407000.0,-245901238366000.0,-245901237375000.0,4.0,231980837290.0,1.0406674226900002e-12,44,0.250009196248,0.25,0.0156672429649,0.250666666667
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-246178769302000.0,1279698.11096,-246178769542000.0,-246178767532000.0,-246178770591000.0,-246178770440000.0,-246178767827000.0,4.0,1637627255190.0,1.0406674226900002e-12,70,0.250009196248,0.25,0.00783362148244,0.125333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-246998292970000.0,713269.22457,-246998292743000.0,-246998292386000.0,-246998294009000.0,-246998293825000.0,-246998292433000.0,4.0,508752986719.0,1.0406674226900002e-12,13,0.250009196248,0.124973477615,0.00779029999359,0.249333333333
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-247328972995000.0,1471283.17249,-247328972846000.0,-247328971648000.0,-247328974638000.0,-247328974517000.0,-247328971680000.0,4.0,2164674173660.0,1.0406674226900002e-12,39,0.250009196248,0.25,0.0156672429649,0.250666666667
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-247606505500000.0,951636.823275,-247606505060000.0,-247606504955000.0,-247606506923000.0,-247606506654000.0,-247606504961000.0,4.0,905612643413.0,1.0406674226900002e-12,65,0.250009196248,0.25,0.00783362148244,0.125333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-248426028776000.0,556858.178686,-248426028814000.0,-248426028097000.0,-248426029378000.0,-248426029328000.0,-248426028170000.0,4.0,310091031169.0,1.0406674226900002e-12,8,0.249990803752,0.124973477615,0.00778972688243,0.249333333333
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-248756708822000.0,538928.470295,-248756709004000.0,-248756708034000.0,-248756709247000.0,-248756709216000.0,-248756708174000.0,4.0,290443896094.0,1.0406674226900002e-12,34,0.249990803752,0.25,0.0156660903685,0.250666666667
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249034239609000.0,2425108.44619,-249034239651000.0,-249034236603000.0,-249034242530000.0,-249034242127000.0,-249034237032000.0,4.0,5881150975780.0,1.0406674226900002e-12,60,0.249990803752,0.25,0.00783304518423,0.125333333333
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853553814000.0,637572.609569,-249853553759000.0,-249853553125000.0,-249853554614000.0,-249853554519000.0,-249853553187000.0,4.0,406498832472.0,1.0406674226900002e-12,3,0.124986205628,0.124973477615,0.00389457688563,0.249333333333
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184233656000.0,280200.815279,-250184233731000.0,-250184233254000.0,-250184233907000.0,-250184233881000.0,-250184233325000.0,4.0,78512496883.1,1.0406674226900002e-12,29,0.124986205628,0.25,0.00783246888603,0.250666666667
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461764226000.0,717370.895686,-250461764026000.0,-250461763617000.0,-250461765236000.0,-250461765083000.0,-250461763650000.0,4.0,514621001978.0,1.0406674226900002e-12,55,0.124986205628,0.25,0.00391623444301,0.125333333333
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-369682444151000.0,1762813.08382,-369682444105000.0,-369682442076000.0,-369682446317000.0,-369682446045000.0,-369682442320000.0,4.0,3107509968480.0,1.0406674226900002e-12,24,0.125004598124,0.124973477615,0.00391597967592,0.250666666667
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-370013121123000.0,671183.799133,-370013121075000.0,-370013120351000.0,-370013121990000.0,-370013121854000.0,-370013120459000.0,4.0,450487692219.0,1.0406674226900002e-12,50,0.125004598124,0.25,0.00391681074122,0.125333333333
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-371110178824000.0,487676.875376,-371110178738000.0,-371110178337000.0,-371110179481000.0,-371110179388000.0,-371110178379000.0,4.0,237828734777.0,1.0406674226900002e-12,19,0.250009196248,0.124973477615,0.00783195935184,0.250666666667
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-371440857022000.0,1172626.96711,-371440856789000.0,-371440856037000.0,-371440858471000.0,-371440858322000.0,-371440856047000.0,4.0,1375054003990.0,1.0406674226900002e-12,45,0.250009196248,0.25,0.00783362148244,0.125333333333
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-372537914889000.0,545354.164053,-372537914726000.0,-372537914464000.0,-372537915638000.0,-372537915534000.0,-372537914470000.0,4.0,297411164250.0,1.0406674226900002e-12,14,0.250009196248,0.124973477615,0.00783195935184,0.250666666667
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-372868592026000.0,1411783.72475,-372868591823000.0,-372868590568000.0,-372868593890000.0,-372868593638000.0,-372868590698000.0,4.0,1993133285480.0,1.0406674226900002e-12,40,0.250009196248,0.25,0.00783362148244,0.125333333333
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-373965649613000.0,1068023.09148,-373965649535000.0,-373965648426000.0,-373965650955000.0,-373965650789000.0,-373965648545000.0,4.0,1140673323940.0,1.0406674226900002e-12,9,0.249990803752,0.124973477615,0.00783138317592,0.250666666667
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-374296327079000.0,1668654.48061,-374296326898000.0,-374296325392000.0,-374296329128000.0,-374296328912000.0,-374296325499000.0,4.0,2784407775660.0,1.0406674226900002e-12,35,0.249990803752,0.25,0.00783304518423,0.125333333333
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393175108000.0,934877.418046,-375393175241000.0,-375393173991000.0,-375393175961000.0,-375393175936000.0,-375393174095000.0,4.0,873995786773.0,1.0406674226900002e-12,4,0.124986205628,0.124973477615,0.0039154035,0.250666666667
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375723851770000.0,1149033.47872,-375723852208000.0,-375723850076000.0,-375723852588000.0,-375723852552000.0,-375723850375000.0,4.0,1320277935230.0,1.0406674226900002e-12,30,0.124986205628,0.25,0.00391623444301,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-495222062988000.0,1404013.79388,-495222062677000.0,-495222061844000.0,-495222064757000.0,-495222064565000.0,-495222061849000.0,4.0,1971254733400.0,1.0406674226900002e-12,25,0.125004598124,0.124973477615,0.00195798983796,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-496649796964000.0,1242475.69373,-496649796919000.0,-496649795496000.0,-496649798523000.0,-496649798304000.0,-496649795687000.0,4.0,1543745849500.0,1.0406674226900002e-12,20,0.250009196248,0.124973477615,0.00391597967592,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-498077533657000.0,917952.169083,-498077533477000.0,-498077532810000.0,-498077534864000.0,-498077534713000.0,-498077532853000.0,4.0,842636184723.0,1.0406674226900002e-12,15,0.250009196248,0.124973477615,0.00391597967592,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-499505267956000.0,913592.352968,-499505268205000.0,-499505266645000.0,-499505268768000.0,-499505268689000.0,-499505266874000.0,4.0,834650987401.0,1.0406674226900002e-12,10,0.249990803752,0.124973477615,0.00391569158796,0.125333333333
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932794113000.0,1578115.73313,-500932794061000.0,-500932792255000.0,-500932796074000.0,-500932795815000.0,-500932792482000.0,4.0,2490449267160.0,1.0406674226900002e-12,5,0.124986205628,0.124973477615,0.00195770175,0.125333333333
