smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-833189273.52,4957841.2634,-833189273.52,-829683550.343,-836694996.697,-836344424.38,-830034122.66,2.0,24580189993000.0,0.125226860254,30,1.83230531396e-13,0.00391384975812,0.249996504259,0.125018050542
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-863958841.648,8718702.04008,-863958841.648,-857793788.312,-870123894.984,-869507389.65,-858410293.646,2.0,76015765263700.0,0.250453720508,85,1.83230531396e-13,0.00782791842816,0.250003495741,0.125018050542
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-941572947.21,13449.2202494,-941572947.21,-941563437.175,-941582457.245,-941581506.241,-941564388.179,2.0,180881525.318,0.125226860254,55,1.83230531396e-13,0.00391395921408,0.250003495741,0.125018050542
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-952128675.801,2341109.75567,-952128675.801,-950473261.217,-953784090.385,-953618548.926,-950638802.676,2.0,5480794888100.0,0.250453720508,110,1.83230531396e-13,0.00391394826849,0.125001398296,0.125018050542
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1036284898.82,5692796.49153,-1036284898.82,-1032259483.82,-1040310313.82,-1039907772.32,-1032662025.32,2.0,32407931894000.0,0.125226860254,80,1.83230531396e-13,0.00391395921408,0.250003495741,0.125018050542
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1132214269.14,215421.556014,-1132214269.14,-1132061943.1,-1132366595.19,-1132351362.58,-1132077175.71,2.0,46406446795.6,0.125226860254,105,1.83230531396e-13,0.00195697413424,0.125001398296,0.125018050542
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-19147301386.8,468498.8726,-19147301386.8,-19146970108.1,-19147632665.6,-19147599537.7,-19147003236.0,2.0,219491193627.0,0.125226860254,1,1.83230531396e-13,0.00195687562387,0.124995105963,0.125018050542
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-360071131137.0,1232994.57791,-360071131137.0,-360070259278.0,-360072002996.0,-360071915810.0,-360070346464.0,2.0,1520275629170.0,0.250453720508,7,1.83230531396e-13,0.00782637233343,0.124995105963,0.25
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-769962576352.0,2509629.73392,-769962576352.0,-769960801776.0,-769964350928.0,-769964173471.0,-769960979234.0,2.0,6298241401400.0,0.249546279492,13,1.83230531396e-13,0.00779688984465,0.124995105963,0.249963898917
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218744532801000.0,6189703.3591,-218744532801000.0,-218744528425000.0,-218744537178000.0,-218744536740000.0,-218744528862000.0,2.0,38312427673600.0,0.249546279492,118,1.83230531396e-13,0.00779728234506,0.125001398296,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154400892000.0,4325026.16223,-219154400892000.0,-219154397834000.0,-219154403950000.0,-219154403645000.0,-219154398140000.0,2.0,18705851304000.0,0.125226860254,124,1.83230531396e-13,0.003913383159,0.125001398296,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219727109630000.0,1931210.64167,-219727109630000.0,-219727108265000.0,-219727110996000.0,-219727110859000.0,-219727108401000.0,2.0,3729574542500.0,0.250453720508,106,1.83230531396e-13,0.00391394826849,0.125001398296,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220068032383000.0,273953.695225,-220068032383000.0,-220068032190000.0,-220068032577000.0,-220068032558000.0,-220068032209000.0,2.0,75050627127.7,0.249546279492,112,1.83230531396e-13,0.00779840846903,0.125001398296,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619245853000.0,41647.6392372,-223619245853000.0,-223619245824000.0,-223619245883000.0,-223619245880000.0,-223619245827000.0,2.0,1734525854.03,0.249546279492,93,1.83230531396e-13,0.0155946083013,0.250003495741,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224029122583000.0,2793897.26656,-224029122583000.0,-224029120607000.0,-224029124558000.0,-224029124361000.0,-224029120805000.0,2.0,7805861936110.0,0.125226860254,99,1.83230531396e-13,0.00782678820604,0.250003495741,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601818064000.0,634352.873829,-224601818064000.0,-224601817616000.0,-224601818513000.0,-224601818468000.0,-224601817660000.0,2.0,402403568536.0,0.250453720508,81,1.83230531396e-13,0.00782791842816,0.250003495741,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942738031000.0,1764632.92313,-224942738031000.0,-224942736783000.0,-224942739278000.0,-224942739154000.0,-224942736908000.0,2.0,3113929353390.0,0.249546279492,87,1.83230531396e-13,0.0155968605555,0.250003495741,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228493985634000.0,885018.161896,-228493985634000.0,-228493985008000.0,-228493986260000.0,-228493986197000.0,-228493985071000.0,2.0,783257146886.0,0.249546279492,68,1.83230531396e-13,0.0155946083013,0.250003495741,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228903846745000.0,7617060.7549,-228903846745000.0,-228903841359000.0,-228903852131000.0,-228903851593000.0,-228903841898000.0,2.0,58019614543800.0,0.125226860254,74,1.83230531396e-13,0.00782678820604,0.250003495741,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476556638000.0,1774.50656461,-229476556638000.0,-229476556637000.0,-229476556639000.0,-229476556639000.0,-229476556637000.0,2.0,3148873.54785,0.250453720508,56,1.83230531396e-13,0.00782791842816,0.250003495741,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817474211000.0,1960758.33596,-229817474211000.0,-229817472825000.0,-229817475598000.0,-229817475459000.0,-229817472964000.0,2.0,3844573252030.0,0.249546279492,62,1.83230531396e-13,0.0155968605555,0.250003495741,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368684145000.0,5209941.77155,-233368684145000.0,-233368680461000.0,-233368687829000.0,-233368687461000.0,-233368680829000.0,2.0,27143493262900.0,0.249546279492,43,1.83230531396e-13,0.0155941721897,0.249996504259,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778557520000.0,5334080.15642,-233778557520000.0,-233778553749000.0,-233778561292000.0,-233778560915000.0,-233778554126000.0,2.0,28452411115200.0,0.125226860254,49,1.83230531396e-13,0.00782656932572,0.249996504259,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234351260889000.0,1321607.61004,-234351260889000.0,-234351259955000.0,-234351261824000.0,-234351261730000.0,-234351260048000.0,2.0,1746646674910.0,0.250453720508,31,1.83230531396e-13,0.00782769951624,0.249996504259,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234692180248000.0,1974451.19361,-234692180248000.0,-234692178852000.0,-234692181644000.0,-234692181504000.0,-234692178991000.0,2.0,3898457515960.0,0.249546279492,37,1.83230531396e-13,0.015596424381,0.249996504259,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243148914000.0,2012957.82033,-238243148914000.0,-238243147491000.0,-238243150338000.0,-238243150195000.0,-238243147633000.0,2.0,4051999186440.0,0.249546279492,18,1.83230531396e-13,0.00779688984465,0.124995105963,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238653021351000.0,3434436.92698,-238653021351000.0,-238653018922000.0,-238653023779000.0,-238653023536000.0,-238653019165000.0,2.0,11795357005400.0,0.125226860254,24,1.83230531396e-13,0.00391318616671,0.124995105963,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225725473000.0,953412.380297,-239225725473000.0,-239225724799000.0,-239225726147000.0,-239225726080000.0,-239225724867000.0,2.0,908995166903.0,0.250453720508,6,1.83230531396e-13,0.00391375124775,0.124995105963,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566644019000.0,397430.47122,-239566644019000.0,-239566643738000.0,-239566644300000.0,-239566644272000.0,-239566643766000.0,2.0,157950979454.0,0.249546279492,12,1.83230531396e-13,0.00779801591193,0.124995105963,0.25
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457541221667000.0,4659426.92484,-457541221667000.0,-457541218372000.0,-457541224961000.0,-457541224632000.0,-457541218701000.0,2.0,21710259268000.0,0.249546279492,117,1.83230531396e-13,0.00779840846903,0.125001398296,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457951102608000.0,1134118.97621,-457951102608000.0,-457951101806000.0,-457951103410000.0,-457951103330000.0,-457951101887000.0,2.0,1286225852200.0,0.125226860254,123,1.83230531396e-13,0.00391281804952,0.125001398296,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933689033000.0,2023341.59503,-458933689033000.0,-458933687602000.0,-458933690464000.0,-458933690321000.0,-458933687745000.0,2.0,4093911210160.0,0.249546279492,111,1.83230531396e-13,0.0038997672965,0.125001398296,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462415925400000.0,748367.7435,-462415925400000.0,-462415924871000.0,-462415925929000.0,-462415925876000.0,-462415924924000.0,2.0,560054279511.0,0.249546279492,92,1.83230531396e-13,0.0155968605555,0.250003495741,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462825810534000.0,2118903.01064,-462825810534000.0,-462825809035000.0,-462825812032000.0,-462825811882000.0,-462825809185000.0,2.0,4489749968500.0,0.125226860254,98,1.83230531396e-13,0.00782565798392,0.250003495741,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808396901000.0,5091001.85895,-463808396901000.0,-463808393301000.0,-463808400501000.0,-463808400141000.0,-463808393661000.0,2.0,25918299927900.0,0.249546279492,86,1.83230531396e-13,0.00779955640487,0.250003495741,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290671969000.0,412596.14391,-467290671969000.0,-467290671678000.0,-467290672261000.0,-467290672232000.0,-467290671707000.0,2.0,170235577969.0,0.249546279492,67,1.83230531396e-13,0.0155968605555,0.250003495741,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700543270000.0,12634927.3992,-467700543270000.0,-467700534335000.0,-467700552204000.0,-467700551310000.0,-467700535229000.0,2.0,159641390382000.0,0.125226860254,73,1.83230531396e-13,0.00782565798392,0.250003495741,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468683129253000.0,1294074.39668,-468683129253000.0,-468683128338000.0,-468683130168000.0,-468683130077000.0,-468683128429000.0,2.0,1674628544130.0,0.249546279492,61,1.83230531396e-13,0.00779955640487,0.250003495741,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165370724000.0,3586769.80264,-472165370724000.0,-472165368188000.0,-472165373261000.0,-472165373007000.0,-472165368442000.0,2.0,12864917617100.0,0.249546279492,42,1.83230531396e-13,0.015596424381,0.249996504259,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575255238000.0,5430508.44076,-472575255238000.0,-472575251398000.0,-472575259078000.0,-472575258694000.0,-472575251782000.0,2.0,29490421925100.0,0.125226860254,48,1.83230531396e-13,0.0078254391352,0.249996504259,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473557836101000.0,1899155.48044,-473557836101000.0,-473557834758000.0,-473557837444000.0,-473557837310000.0,-473557834892000.0,2.0,3606791538900.0,0.249546279492,36,1.83230531396e-13,0.0077993382861,0.249996504259,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477039833169000.0,4930275.02918,-477039833169000.0,-477039829682000.0,-477039836655000.0,-477039836306000.0,-477039830031000.0,2.0,24307611863400.0,0.249546279492,17,1.83230531396e-13,0.00779801591193,0.124995105963,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477449717843000.0,5287230.57567,-477449717843000.0,-477449714104000.0,-477449721581000.0,-477449721207000.0,-477449714478000.0,2.0,27954807160300.0,0.125226860254,23,1.83230531396e-13,0.00391262108568,0.124995105963,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432300386000.0,1938351.82354,-478432300386000.0,-478432299015000.0,-478432301756000.0,-478432301619000.0,-478432299152000.0,2.0,3757207791820.0,0.249546279492,11,1.83230531396e-13,0.00389957098961,0.124995105963,0.125018050542
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696406874379000.0,1912899.20559,-696406874379000.0,-696406873026000.0,-696406875731000.0,-696406875596000.0,-696406873161000.0,2.0,3659183370750.0,0.249546279492,116,1.83230531396e-13,0.0038997672965,0.125001398296,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696747789973000.0,2370707.18257,-696747789973000.0,-696747788297000.0,-696747791650000.0,-696747791482000.0,-696747788464000.0,2.0,5620252545470.0,0.125226860254,122,1.83230531396e-13,0.003913383159,0.125001398296,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281581708000.0,2024703.04075,-701281581708000.0,-701281580276000.0,-701281583139000.0,-701281582996000.0,-701281580419000.0,2.0,4099422403200.0,0.249546279492,91,1.83230531396e-13,0.00779955640487,0.250003495741,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622498473000.0,842262.375847,-701622498473000.0,-701622497878000.0,-701622499069000.0,-701622499009000.0,-701622497937000.0,2.0,709405909768.0,0.125226860254,97,1.83230531396e-13,0.00782678820604,0.250003495741,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156315629000.0,6343653.80781,-706156315629000.0,-706156311143000.0,-706156320115000.0,-706156319666000.0,-706156311592000.0,2.0,40241943633300.0,0.249546279492,66,1.83230531396e-13,0.00779955640487,0.250003495741,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497234817000.0,7513028.64199,-706497234817000.0,-706497229504000.0,-706497240129000.0,-706497239598000.0,-706497230035000.0,2.0,56445599375400.0,0.125226860254,72,1.83230531396e-13,0.00782678820604,0.250003495741,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711031024378000.0,4796782.15192,-711031024378000.0,-711031020986000.0,-711031027770000.0,-711031027431000.0,-711031021326000.0,2.0,23009119013000.0,0.249546279492,41,1.83230531396e-13,0.0077993382861,0.249996504259,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711371933723000.0,1001968.45279,-711371933723000.0,-711371933014000.0,-711371934431000.0,-711371934360000.0,-711371933085000.0,2.0,1003940780380.0,0.125226860254,47,1.83230531396e-13,0.00782656932572,0.249996504259,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905491459000.0,6107160.08868,-715905491459000.0,-715905487140000.0,-715905495777000.0,-715905495345000.0,-715905487572000.0,2.0,37297404348800.0,0.249546279492,16,1.83230531396e-13,0.00389957098961,0.124995105963,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246401831000.0,3789082.59868,-716246401831000.0,-716246399151000.0,-716246404510000.0,-716246404242000.0,-716246399419000.0,2.0,14357146939600.0,0.125226860254,22,1.83230531396e-13,0.00391318616671,0.124995105963,0.25
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613443244000.0,6645893.1664,-935613443244000.0,-935613438545000.0,-935613447943000.0,-935613447473000.0,-935613439015000.0,2.0,44167895979200.0,0.125226860254,121,1.83230531396e-13,0.00195697413424,0.125001398296,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940488148807000.0,2756367.46367,-940488148807000.0,-940488146858000.0,-940488150756000.0,-940488150561000.0,-940488147053000.0,2.0,7597561594760.0,0.125226860254,96,1.83230531396e-13,0.00391395921408,0.250003495741,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945362886101000.0,4262715.53703,-945362886101000.0,-945362883086000.0,-945362889115000.0,-945362888813000.0,-945362883388000.0,2.0,18170743749600.0,0.125226860254,71,1.83230531396e-13,0.00391395921408,0.250003495741,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237589909000.0,3921365.57204,-950237589909000.0,-950237587136000.0,-950237592681000.0,-950237592404000.0,-950237587413000.0,2.0,15377107949600.0,0.125226860254,46,1.83230531396e-13,0.00391384975812,0.249996504259,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955112056564000.0,5013106.09206,-955112056564000.0,-955112053019000.0,-955112060108000.0,-955112059754000.0,-955112053373000.0,2.0,25131232690200.0,0.125226860254,21,1.83230531396e-13,0.00195687562387,0.124995105963,0.125018050542
