npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288973110000.0,59949962.1685,-296288973110000.0,-296288930719000.0,-296289015501000.0,-296289011262000.0,-296288934958000.0,2.0,3593997964010000.0,0.0156246745464,0.249994792742,1.17734560967e-13,59,0.25,0.25
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288976868000.0,35509211.2844,-296288976868000.0,-296288951760000.0,-296289001977000.0,-296288999466000.0,-296288954270000.0,2.0,1260904086040000.0,0.00390603549646,0.124993135887,1.17734560967e-13,2,0.125,0.25
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288995478000.0,31565778.2355,-296288995478000.0,-296288973157000.0,-296289017798000.0,-296289015566000.0,-296288975389000.0,2.0,996398355613000.0,0.00781207099292,0.124993135887,1.17734560967e-13,28,0.25,0.25
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288996670000.0,49945012.5528,-296288996670000.0,-296288961353000.0,-296289031986000.0,-296289028454000.0,-296288964885000.0,2.0,2494504278890000.0,0.00781207099292,0.124993135887,1.17734560967e-13,54,0.25,0.25
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289015290000.0,10976759.655,-296289015290000.0,-296289007528000.0,-296289023051000.0,-296289022275000.0,-296289008304000.0,2.0,120489252523000.0,0.00390603549646,0.124993135887,1.17734560967e-13,80,0.25,0.125
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289023273000.0,43576778.3432,-296289023273000.0,-296288992460000.0,-296289054087000.0,-296289051006000.0,-296288995541000.0,2.0,1898935610770000.0,0.0156246745464,0.249994792742,1.17734560967e-13,33,0.25,0.25
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289051024000.0,32404328.6985,-296289051024000.0,-296289028110000.0,-296289073937000.0,-296289071646000.0,-296289030402000.0,2.0,1050040518400000.0,0.00781233727318,0.249994792742,1.17734560967e-13,85,0.25,0.125
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289062398000.0,12831324.5399,-296289062398000.0,-296289053325000.0,-296289071472000.0,-296289070564000.0,-296289054233000.0,2.0,164642889448000.0,0.00781233727318,0.249994792742,1.17734560967e-13,7,0.125,0.25
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289090767000.0,77763034.6918,-296289090767000.0,-296289035780000.0,-296289145753000.0,-296289140255000.0,-296289041278000.0,2.0,6047089564490000.0,0.00781263314013,0.250004260484,1.17734560967e-13,90,0.25,0.125
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289128348000.0,29586455.0983,-296289128348000.0,-296289107428000.0,-296289149269000.0,-296289147177000.0,-296289109520000.0,2.0,875358325281000.0,0.0156252662803,0.250004260484,1.17734560967e-13,64,0.25,0.25
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289142199000.0,6287205.69444,-296289142199000.0,-296289137754000.0,-296289146645000.0,-296289146200000.0,-296289138198000.0,2.0,39528955444100.0,0.00781263314013,0.250004260484,1.17734560967e-13,12,0.125,0.25
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289142841000.0,67751346.3042,-296289142841000.0,-296289094933000.0,-296289190748000.0,-296289185957000.0,-296289099724000.0,2.0,4590244926040000.0,0.0156252662803,0.250004260484,1.17734560967e-13,38,0.25,0.25
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289193020000.0,76317723.5455,-296289193020000.0,-296289139055000.0,-296289246984000.0,-296289241588000.0,-296289144451000.0,2.0,5824394927170000.0,0.0156253254536,0.250005207258,1.17734560967e-13,69,0.25,0.25
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289199303000.0,15354813.3678,-296289199303000.0,-296289188445000.0,-296289210160000.0,-296289209075000.0,-296289189531000.0,2.0,235770293561000.0,0.00781266272682,0.250005207258,1.17734560967e-13,17,0.125,0.25
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289199817000.0,35245225.8281,-296289199817000.0,-296289174894000.0,-296289224739000.0,-296289222247000.0,-296289177387000.0,2.0,1242225943670000.0,0.00781266272682,0.250005207258,1.17734560967e-13,95,0.25,0.125
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289212728000.0,87231231.6592,-296289212728000.0,-296289151047000.0,-296289274410000.0,-296289268242000.0,-296289157215000.0,2.0,7609287776790000.0,0.00781266272682,0.125002603629,1.17734560967e-13,74,0.25,0.25
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289219872000.0,40030476.8362,-296289219872000.0,-296289191567000.0,-296289248178000.0,-296289245348000.0,-296289194397000.0,2.0,1602439075730000.0,0.0156253254536,0.250005207258,1.17734560967e-13,43,0.25,0.25
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289244603000.0,15004805.8084,-296289244603000.0,-296289233993000.0,-296289255213000.0,-296289254152000.0,-296289235054000.0,2.0,225144197348000.0,0.00390633136341,0.125002603629,1.17734560967e-13,22,0.125,0.25
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289244783000.0,6528056.38457,-296289244783000.0,-296289240167000.0,-296289249399000.0,-296289248938000.0,-296289240629000.0,2.0,42615520160200.0,0.00781266272682,0.125002603629,1.17734560967e-13,48,0.25,0.25
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289285831000.0,33329266.5737,-296289285831000.0,-296289262264000.0,-296289309398000.0,-296289307042000.0,-296289264620000.0,2.0,1110840010340000.0,0.00390633136341,0.125002603629,1.17734560967e-13,100,0.25,0.125
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406395466000.0,67141159.6885,-592406395466000.0,-592406347990000.0,-592406442942000.0,-592406438194000.0,-592406352738000.0,2.0,4507935324320000.0,0.00781233727318,0.249994792742,1.17734560967e-13,60,0.25,0.125
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406471552000.0,20901934.5002,-592406471552000.0,-592406456772000.0,-592406486332000.0,-592406484854000.0,-592406458250000.0,2.0,436890865850000.0,0.00781207099292,0.124993135887,1.17734560967e-13,29,0.25,0.25
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406499085000.0,37072908.8555,-592406499085000.0,-592406472871000.0,-592406525300000.0,-592406522678000.0,-592406475492000.0,2.0,1374400571000000.0,0.00390603549646,0.124993135887,1.17734560967e-13,3,0.125,0.25
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406551211000.0,18422946.2885,-592406551211000.0,-592406538184000.0,-592406564238000.0,-592406562936000.0,-592406539487000.0,2.0,339404949947000.0,0.00781233727318,0.249994792742,1.17734560967e-13,8,0.125,0.25
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406557633000.0,7957593.56961,-592406557633000.0,-592406552007000.0,-592406563260000.0,-592406562698000.0,-592406552569000.0,2.0,63323295419200.0,0.0156246745464,0.249994792742,1.17734560967e-13,34,0.25,0.25
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406570545000.0,47171075.165,-592406570545000.0,-592406537190000.0,-592406603899000.0,-592406600564000.0,-592406540525000.0,2.0,2225110332220000.0,0.00781263314013,0.250004260484,1.17734560967e-13,65,0.25,0.125
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406583768000.0,83222774.5734,-592406583768000.0,-592406524921000.0,-592406642616000.0,-592406636731000.0,-592406530806000.0,2.0,6926030207690000.0,0.00390603549646,0.124993135887,1.17734560967e-13,55,0.25,0.125
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406595073000.0,54549064.9733,-592406595073000.0,-592406556501000.0,-592406633645000.0,-592406629788000.0,-592406560358000.0,2.0,2975600489460000.0,0.0156252662803,0.250004260484,1.17734560967e-13,39,0.25,0.25
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406667773000.0,17959523.4417,-592406667773000.0,-592406655074000.0,-592406680473000.0,-592406679203000.0,-592406656344000.0,2.0,322544482253000.0,0.00781263314013,0.250004260484,1.17734560967e-13,13,0.125,0.25
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406697475000.0,28588209.6069,-592406697475000.0,-592406677260000.0,-592406717690000.0,-592406715668000.0,-592406679281000.0,2.0,817285728526000.0,0.00781266272682,0.250005207258,1.17734560967e-13,70,0.25,0.125
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406701581000.0,40551142.275,-592406701581000.0,-592406672907000.0,-592406730255000.0,-592406727387000.0,-592406675774000.0,2.0,1644395139810000.0,0.00781266272682,0.250005207258,1.17734560967e-13,18,0.125,0.25
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406733368000.0,30134615.2794,-592406733368000.0,-592406712060000.0,-592406754677000.0,-592406752546000.0,-592406714191000.0,2.0,908095038036000.0,0.00390633136341,0.125002603629,1.17734560967e-13,23,0.125,0.25
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406734466000.0,80681907.8008,-592406734466000.0,-592406677415000.0,-592406791517000.0,-592406785812000.0,-592406683120000.0,2.0,6509570246370000.0,0.0156253254536,0.250005207258,1.17734560967e-13,44,0.25,0.25
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406737315000.0,69832446.0163,-592406737315000.0,-592406687936000.0,-592406786694000.0,-592406781756000.0,-592406692874000.0,2.0,4876570516630000.0,0.00390633136341,0.125002603629,1.17734560967e-13,75,0.25,0.125
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406759656000.0,70782547.4796,-592406759656000.0,-592406709605000.0,-592406809707000.0,-592406804701000.0,-592406714610000.0,2.0,5010169027710000.0,0.00781266272682,0.125002603629,1.17734560967e-13,49,0.25,0.25
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888523967291000.0,61543202.3074,-888523967291000.0,-888523923773000.0,-888524010808000.0,-888524006457000.0,-888523928125000.0,2.0,3787565750250000.0,0.00390603549646,0.124993135887,1.17734560967e-13,30,0.25,0.125
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524023821000.0,33048152.6047,-888524023821000.0,-888524000453000.0,-888524047190000.0,-888524044853000.0,-888524002790000.0,2.0,1092180390590000.0,0.00781233727318,0.249994792742,1.17734560967e-13,35,0.25,0.125
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524042472000.0,31118653.6255,-888524042472000.0,-888524020468000.0,-888524064476000.0,-888524062276000.0,-888524022668000.0,2.0,968370603465000.0,0.00781233727318,0.249994792742,1.17734560967e-13,9,0.125,0.25
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524055135000.0,2013839.31732,-888524055135000.0,-888524053711000.0,-888524056559000.0,-888524056417000.0,-888524053854000.0,2.0,4055548796000.0,0.00390603549646,0.124993135887,1.17734560967e-13,4,0.125,0.25
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524095270000.0,83933788.4731,-888524095270000.0,-888524035920000.0,-888524154620000.0,-888524148685000.0,-888524041855000.0,2.0,7044880847450000.0,0.00781263314013,0.250004260484,1.17734560967e-13,40,0.25,0.125
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524160928000.0,22637647.8608,-888524160928000.0,-888524144921000.0,-888524176935000.0,-888524175334000.0,-888524146521000.0,2.0,512463100671000.0,0.00781263314013,0.250004260484,1.17734560967e-13,14,0.125,0.25
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524167409000.0,68425455.7265,-888524167409000.0,-888524119025000.0,-888524215793000.0,-888524210954000.0,-888524123863000.0,2.0,4682042991380000.0,0.00781266272682,0.250005207258,1.17734560967e-13,45,0.25,0.125
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524184765000.0,43101776.5787,-888524184765000.0,-888524154287000.0,-888524215242000.0,-888524212195000.0,-888524157335000.0,2.0,1857763144240000.0,0.00781266272682,0.250005207258,1.17734560967e-13,19,0.125,0.25
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524255608000.0,10552786.2072,-888524255608000.0,-888524248146000.0,-888524263070000.0,-888524262324000.0,-888524248893000.0,2.0,111361296734000.0,0.00390633136341,0.125002603629,1.17734560967e-13,24,0.125,0.25
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524307231000.0,83212663.9187,-888524307231000.0,-888524248391000.0,-888524366071000.0,-888524360187000.0,-888524254275000.0,2.0,6924347436440000.0,0.00390633136341,0.125002603629,1.17734560967e-13,50,0.25,0.125
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641537910000.0,54476940.9655,-1184641537910000.0,-1184641499390000.0,-1184641576430000.0,-1184641572580000.0,-1184641503240000.0,2.0,2967737096960000.0,0.00195301774823,0.124993135887,1.17734560967e-13,5,0.125,0.125
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641620070000.0,8976255.48768,-1184641620070000.0,-1184641613720000.0,-1184641626420000.0,-1184641625780000.0,-1184641614360000.0,2.0,80573162580100.0,0.00390631657006,0.250004260484,1.17734560967e-13,15,0.125,0.125
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641667920000.0,39455471.9206,-1184641667920000.0,-1184641640020000.0,-1184641695820000.0,-1184641693030000.0,-1184641642810000.0,2.0,1556734264480000.0,0.00390616863659,0.249994792742,1.17734560967e-13,10,0.125,0.125
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641700700000.0,23264100.3632,-1184641700700000.0,-1184641684250000.0,-1184641717150000.0,-1184641715510000.0,-1184641685900000.0,2.0,541218365708000.0,0.00390633136341,0.250005207258,1.17734560967e-13,20,0.125,0.125
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641782290000.0,3446141.82021,-1184641782290000.0,-1184641779850000.0,-1184641784720000.0,-1184641784480000.0,-1184641780090000.0,2.0,11875893445000.0,0.00195316568171,0.125002603629,1.17734560967e-13,25,0.125,0.125
