smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-398694161.038,5307457.37952,-398694161.038,-394941221.934,-402447100.142,-402071806.232,-395316515.845,2.0,28169103835400.0,0.199998716352,0.2,146,0.0999952969395,1.2171516948100001e-13,0.00399978620583
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-401228339.272,1980810.8619,-401228339.272,-399827694.48,-402628984.065,-402488919.586,-399967758.959,2.0,3923611670630.0,0.199998716352,0.2,165,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-402878532.67,2205838.68569,-402878532.67,-401318769.177,-404438296.163,-404282319.814,-401474745.526,2.0,4865724307300.0,0.0999993581762,0.2,197,0.20000235153,0.0,0.00400002135735
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-415008609.558,759224.842945,-415008609.558,-414471756.523,-415545462.593,-415491777.289,-414525441.827,2.0,576422362145.0,0.199998716352,0.2,178,0.100001175765,1.2171516948100001e-13,0.00400002135735
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-418681336.685,3490739.74492,-418681336.685,-416213010.94,-421149662.43,-420902829.856,-416459843.515,2.0,12185263966700.0,0.0999993581762,0.1,210,0.20000235153,0.0,0.00200001067868
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-436034319.822,1068.94474202,-436034319.822,-436033563.964,-436035075.68,-436035000.094,-436033639.55,2.0,1142642.8615,0.0999993581762,0.2,184,0.0999952969395,0.0,0.00199989310292
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-453942826.298,3813832.72856,-453942826.298,-451246039.314,-456639613.283,-456369934.585,-451515718.012,2.0,14545320081400.0,0.199998716352,0.1,139,0.100001175765,1.2171516948100001e-13,0.00200001067868
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-464950625.801,2594014.75155,-464950625.801,-463116380.38,-466784871.222,-466601446.68,-463299804.922,2.0,6728912531270.0,0.199998716352,0.2,158,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-472843201.683,7960392.57253,-472843201.683,-467214354.114,-478472049.252,-477909164.495,-467777238.871,2.0,63367849908800.0,0.0999993581762,0.2,190,0.199996472705,0.0,0.00399990378159
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-474867825.894,5092900.02142,-474867825.894,-471266601.753,-478469050.035,-478108927.621,-471626724.167,2.0,25937630628100.0,0.0999993581762,0.2,203,0.20000235153,0.0,0.00400002135735
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-478472516.34,6035368.19067,-478472516.34,-474204866.566,-482740166.115,-482313401.137,-474631631.543,2.0,36425669196900.0,0.199998716352,0.2,171,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-483490714.204,4000424.81973,-483490714.204,-480661986.686,-486319441.722,-486036568.97,-480944859.438,2.0,16003398738300.0,0.0999993581762,0.1,216,0.100001175765,0.0,0.00100000533934
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-528622087.304,3794862.47406,-528622087.304,-525938714.315,-531305460.293,-531037122.994,-526207051.613,2.0,14400981197100.0,0.199998716352,0.1,151,0.199996472705,1.2171516948100001e-13,0.00399990378159
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-535193005.864,4816551.28688,-535193005.864,-531787189.787,-538598821.941,-538258240.334,-532127771.395,2.0,23199166299100.0,0.199998716352,0.2,164,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-543151064.342,2991785.48364,-543151064.342,-541035552.539,-545266576.146,-545055024.965,-541247103.719,2.0,8950780380100.0,0.199998716352,0.1,145,0.0999952969395,1.2171516948100001e-13,0.00199989310292
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-544911891.79,1965236.35814,-544911891.79,-543522259.835,-546301523.746,-546162560.55,-543661223.03,2.0,3862153943360.0,0.0999993581762,0.2,196,0.20000235153,0.0,0.00400002135735
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-548504444.05,3331971.3961,-548504444.05,-546148384.481,-550860503.619,-550624897.662,-546383990.438,2.0,11102033384400.0,0.0999993581762,0.2,209,0.20000235153,0.0,0.00400002135735
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-551333340.362,3814300.48837,-551333340.362,-548636222.621,-554030458.103,-553760746.329,-548905934.395,2.0,14548888215600.0,0.199998716352,0.2,177,0.100001175765,1.2171516948100001e-13,0.00400002135735
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-585332387.394,1023192.88798,-585332387.394,-584608880.764,-586055894.023,-585983543.36,-584681231.427,2.0,1046923686020.0,0.0999993581762,0.2,183,0.0999952969395,0.0,0.00199989310292
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-594940734.578,5193777.14177,-594940734.578,-591268179.541,-598613289.615,-598246034.111,-591635435.045,2.0,26975320998400.0,0.199998716352,0.1,157,0.20000235153,1.2171516948100001e-13,0.00400002135735
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-611369394.143,1135135.06732,-611369394.143,-610566732.439,-612172055.846,-612091789.676,-610646998.609,2.0,1288531621070.0,0.0999993581762,0.2,189,0.199996472705,0.0,0.00399990378159
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-612875011.546,2315988.65179,-612875011.546,-611237360.266,-614512662.827,-614348897.699,-611401125.394,2.0,5363803435220.0,0.199998716352,0.2,170,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-617632451.515,2440988.46901,-617632451.515,-615906412.016,-619358491.014,-619185887.064,-616079015.966,2.0,5958424705850.0,0.0999993581762,0.2,215,0.100001175765,0.0,0.00200001067868
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-623674326.657,1589851.96774,-623674326.657,-622550131.549,-624798521.764,-624686102.253,-622662551.06,2.0,2527629279320.0,0.0999993581762,0.2,202,0.20000235153,0.0,0.00400002135735
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-672116719.878,2915473.18083,-672116719.878,-670055169.021,-674178270.734,-673972115.649,-670261324.107,2.0,8499983868140.0,0.199998716352,0.1,163,0.20000235153,1.2171516948100001e-13,0.00400002135735
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-685093196.707,636478.920342,-685093196.707,-684643138.146,-685543255.267,-685498249.411,-684688144.002,2.0,405105416040.0,0.199998716352,0.2,176,0.100001175765,1.2171516948100001e-13,0.00400002135735
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-685375035.2,743404.338432,-685375035.2,-684849368.951,-685900701.449,-685848134.824,-684901935.576,2.0,552650010400.0,0.0999993581762,0.2,195,0.20000235153,0.0,0.00400002135735
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-693061231.804,1202527.32522,-693061231.804,-692210916.578,-693911547.03,-693826515.507,-692295948.1,2.0,1446071967900.0,0.0999993581762,0.2,208,0.20000235153,0.0,0.00400002135735
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-726058992.163,5297333.62574,-726058992.163,-722313211.634,-729804772.692,-729430194.639,-722687789.687,2.0,28061743542400.0,0.0999993581762,0.2,182,0.0999952969395,0.0,0.00199989310292
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-746410500.701,1221324.14289,-746410500.701,-745546894.117,-747274107.284,-747187746.626,-745633254.776,2.0,1491632662000.0,0.199998716352,0.1,169,0.20000235153,1.2171516948100001e-13,0.00400002135735
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-754388579.57,13795590.3882,-754388579.57,-744633624.056,-764143535.084,-763168039.533,-745609119.607,2.0,190318314158000.0,0.0999993581762,0.2,188,0.199996472705,0.0,0.00399990378159
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-754808754.181,5720933.7092,-754808754.181,-750763443.16,-758854065.201,-758449534.099,-751167974.262,2.0,32729082505100.0,0.0999993581762,0.2,201,0.20000235153,0.0,0.00400002135735
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-759034735.38,1632209.48361,-759034735.38,-757880588.986,-760188881.774,-760073467.135,-757996003.625,2.0,2664107798370.0,0.199998716352,0.2,149,0.0999952969395,1.2171516948100001e-13,0.00399978620583
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-759707041.134,5742753.48702,-759707041.134,-755646301.201,-763767781.067,-763361707.074,-756052375.194,2.0,32979217612700.0,0.0999993581762,0.2,214,0.100001175765,0.0,0.00200001067868
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-815724544.166,6559348.86013,-815724544.166,-811086384.107,-820362704.225,-819898888.219,-811550200.113,2.0,43025057468900.0,0.199998716352,0.1,175,0.100001175765,1.2171516948100001e-13,0.00200001067868
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-829677849.014,6450451.15472,-829677849.014,-825116691.261,-834239006.767,-833782890.992,-825572807.036,2.0,41608320099400.0,0.0999993581762,0.2,207,0.20000235153,0.0,0.00400002135735
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-834839106.988,2199712.88248,-834839106.988,-833283675.092,-836394538.884,-836238995.694,-833439218.282,2.0,4838736765350.0,0.0999993581762,0.2,194,0.20000235153,0.0,0.00400002135735
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-875380617.961,2559511.82348,-875380617.961,-873570769.795,-877190466.128,-877009481.312,-873751754.611,2.0,6551100774530.0,0.0999993581762,0.1,181,0.0999952969395,0.0,0.000999946551459
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-894939641.814,6236689.51991,-894939641.814,-890529636.362,-899349647.266,-898908646.721,-890970636.907,2.0,38896296167800.0,0.0999993581762,0.1,187,0.199996472705,0.0,0.0019999518908
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-903605969.243,797826.206407,-903605969.243,-903041820.922,-904170117.563,-904113702.731,-903098235.754,2.0,636526655629.0,0.0999993581762,0.2,200,0.20000235153,0.0,0.00400002135735
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-908943080.041,85642.9790706,-908943080.041,-908882521.31,-909003638.772,-908997582.899,-908888577.183,2.0,7334719864.09,0.0999993581762,0.2,213,0.100001175765,0.0,0.00200001067868
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-969565889.931,7887154.2384,-969565889.931,-963988829.685,-975142950.178,-974585244.153,-964546535.71,2.0,62207201980300.0,0.0999993581762,0.1,193,0.20000235153,0.0,0.00200001067868
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-979787157.021,119709.641249,-979787157.021,-979702509.522,-979871804.52,-979863339.77,-979710974.272,2.0,14330398208.0,0.0999993581762,0.2,206,0.20000235153,0.0,0.00400002135735
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1046040145.47,5190504.99893,-1046040145.47,-1042369904.18,-1049710386.75,-1049343362.62,-1042736928.31,2.0,26941342143900.0,0.0999993581762,0.1,199,0.20000235153,0.0,0.00200001067868
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1049492549.07,2796052.37329,-1049492549.07,-1047515441.48,-1051469656.66,-1051271945.9,-1047713152.24,2.0,7817908874190.0,0.0999993581762,0.2,212,0.100001175765,0.0,0.00200001067868
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1116977726.84,7155655.39489,-1116977726.84,-1111917914.39,-1122037539.29,-1121531558.05,-1112423895.63,2.0,51203404130400.0,0.0999993581762,0.1,205,0.20000235153,0.0,0.00200001067868
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1190241126.88,12161756.2122,-1190241126.88,-1181641466.59,-1198840787.16,-1197980821.14,-1182501432.62,2.0,147908314166000.0,0.0999993581762,0.1,211,0.100001175765,0.0,0.00100000533934
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1195160086.42,0.0,-1195160086.42,-1195160086.42,-1195160086.42,-1195160086.42,-1195160086.42,2.0,0.0,0.100002567295,0.1,1,0.0999952969395,1.2171516948100001e-13,0.00099997864114
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2166817871.97,2761600.38926,-2166817871.97,-2164865125.61,-2168770618.33,-2168575343.69,-2165060400.24,2.0,7626436709990.0,0.0999993581762,0.1,186,0.0999952969395,0.0,0.000999946551459
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-170872573862000.0,382924.219798,-170872573862000.0,-170872573591000.0,-170872574132000.0,-170872574105000.0,-170872573618000.0,2.0,146630958108.0,0.200001925471,0.2,69,0.100001175765,1.2171516948100001e-13,0.00400008554049
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-170873997885000.0,1793707.23153,-170873997885000.0,-170873996617000.0,-170873999153000.0,-170873999027000.0,-170873996744000.0,2.0,3217385632430.0,0.199998716352,0.2,106,0.100001175765,1.2171516948100001e-13,0.00400002135735
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-170875422551000.0,8047008.08388,-170875422551000.0,-170875416861000.0,-170875428242000.0,-170875427673000.0,-170875417430000.0,2.0,64754339102000.0,0.199998716352,0.2,143,0.100001175765,1.2171516948100001e-13,0.00400002135735
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-170876844415000.0,819013.677154,-170876844415000.0,-170876843836000.0,-170876844994000.0,-170876844936000.0,-170876843894000.0,2.0,670783403365.0,0.199998716352,0.1,180,0.100001175765,0.0,0.00200001067868
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-170877283184000.0,1686092.78308,-170877283184000.0,-170877281992000.0,-170877284376000.0,-170877284257000.0,-170877282111000.0,2.0,2842908873150.0,0.100002567295,0.2,32,0.100001175765,1.2171516948100001e-13,0.00200007486181
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175005559195000.0,18285.7592644,-175005559195000.0,-175005559182000.0,-175005559208000.0,-175005559206000.0,-175005559183000.0,2.0,334368991.876,0.200001925471,0.2,63,0.20000235153,1.2171516948100001e-13,0.00800017108097
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175006993983000.0,1522313.08607,-175006993983000.0,-175006992907000.0,-175006995060000.0,-175006994952000.0,-175006993014000.0,2.0,2317437132020.0,0.199998716352,0.2,100,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175008413239000.0,5456674.72832,-175008413239000.0,-175008409381000.0,-175008417098000.0,-175008416712000.0,-175008409766000.0,2.0,29775299090700.0,0.199998716352,0.2,137,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175009830150000.0,2456559.62433,-175009830150000.0,-175009828413000.0,-175009831887000.0,-175009831714000.0,-175009828587000.0,2.0,6034685187870.0,0.199998716352,0.1,174,0.20000235153,0.0,0.00400002135735
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-175010273878000.0,1624670.2177,-175010273878000.0,-175010272729000.0,-175010275027000.0,-175010274912000.0,-175010272844000.0,2.0,2639553316270.0,0.100002567295,0.2,26,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179138554484000.0,2384567.62453,-179138554484000.0,-179138552798000.0,-179138556170000.0,-179138556002000.0,-179138552967000.0,2.0,5686162755940.0,0.200001925471,0.2,57,0.20000235153,1.2171516948100001e-13,0.00800017108097
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179139984419000.0,1022104.7105,-179139984419000.0,-179139983697000.0,-179139985142000.0,-179139985070000.0,-179139983769000.0,2.0,1044698039220.0,0.199998716352,0.2,94,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179141407127000.0,1802719.37374,-179141407127000.0,-179141405853000.0,-179141408402000.0,-179141408275000.0,-179141405980000.0,2.0,3249797140470.0,0.199998716352,0.2,131,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179142825130000.0,1257605.01088,-179142825130000.0,-179142824240000.0,-179142826019000.0,-179142825930000.0,-179142824329000.0,2.0,1581570363400.0,0.199998716352,0.1,168,0.20000235153,0.0,0.00400002135735
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-179143264078000.0,98002.8785521,-179143264078000.0,-179143264009000.0,-179143264148000.0,-179143264141000.0,-179143264016000.0,2.0,9604564204.5,0.100002567295,0.2,20,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183271538572000.0,1197333.1292,-183271538572000.0,-183271537725000.0,-183271539419000.0,-183271539334000.0,-183271537810000.0,2.0,1433606622290.0,0.200001925471,0.2,51,0.20000235153,1.2171516948100001e-13,0.00800017108097
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183272973195000.0,2408817.34335,-183272973195000.0,-183272971492000.0,-183272974898000.0,-183272974728000.0,-183272971662000.0,2.0,5802400993640.0,0.199998716352,0.2,88,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183274393368000.0,1835050.04145,-183274393368000.0,-183274392070000.0,-183274394665000.0,-183274394536000.0,-183274392200000.0,2.0,3367408654620.0,0.199998716352,0.2,125,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183275808919000.0,11134444.8208,-183275808919000.0,-183275801045000.0,-183275816792000.0,-183275816005000.0,-183275801833000.0,2.0,123975861466000.0,0.199998716352,0.1,162,0.20000235153,0.0,0.00400002135735
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-183276255385000.0,136656.981231,-183276255385000.0,-183276255288000.0,-183276255482000.0,-183276255472000.0,-183276255298000.0,2.0,18675130519.2,0.100002567295,0.2,14,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187404530970000.0,728515.919492,-187404530970000.0,-187404530454000.0,-187404531485000.0,-187404531433000.0,-187404530506000.0,2.0,530735444953.0,0.200001925471,0.2,45,0.199996472705,1.2171516948100001e-13,0.00799993592568
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187405964723000.0,1746562.3011,-187405964723000.0,-187405963488000.0,-187405965958000.0,-187405965834000.0,-187405963611000.0,2.0,3050479871640.0,0.199998716352,0.2,82,0.199996472705,1.2171516948100001e-13,0.00799980756319
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187407386699000.0,772095.507038,-187407386699000.0,-187407386153000.0,-187407387245000.0,-187407387190000.0,-187407386208000.0,2.0,596131471988.0,0.199998716352,0.2,119,0.199996472705,1.2171516948100001e-13,0.00799980756319
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187408804484000.0,775585.852401,-187408804484000.0,-187408803936000.0,-187408805033000.0,-187408804978000.0,-187408803991000.0,2.0,601533414444.0,0.199998716352,0.1,156,0.199996472705,0.0,0.00399990378159
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187409246132000.0,1058221.2942,-187409246132000.0,-187409245384000.0,-187409246881000.0,-187409246806000.0,-187409245459000.0,2.0,1119832307500.0,0.100002567295,0.2,8,0.199996472705,1.2171516948100001e-13,0.00400003214409
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191537277470000.0,1201794.53105,-191537277470000.0,-191537276620000.0,-191537278320000.0,-191537278235000.0,-191537276705000.0,2.0,1444310094870.0,0.200001925471,0.2,39,0.0999952969395,1.2171516948100001e-13,0.0039998503852
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191538708205000.0,380247.37869,-191538708205000.0,-191538707936000.0,-191538708474000.0,-191538708447000.0,-191538707963000.0,2.0,144588069000.0,0.199998716352,0.2,76,0.0999952969395,1.2171516948100001e-13,0.00399978620583
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191540130356000.0,6048206.29824,-191540130356000.0,-191540126080000.0,-191540134633000.0,-191540134205000.0,-191540126507000.0,2.0,36580799426100.0,0.199998716352,0.2,113,0.0999952969395,1.2171516948100001e-13,0.00399978620583
