RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__h2,Dispatch__htse__production__electricity,Dispatch__ft__production__jet_fuel,Dispatch__ft__production__h2,Dispatch__ft__production__diesel,Dispatch__ft__production__naphtha,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,Dispatch__h2_import__production__h2,Dispatch__h2_export__production__h2,price,prefix,PointProbability,ProbabilityWeight
0,0.0,0,2024,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,4.79746235145,1,1.0,1.0
0,0.0,0,2025,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.3733420875,1,1.0,1.0
0,0.0,0,2026,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,13.2224597359,1,1.0,1.0
0,0.0,0,2027,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,28.4550931993,1,1.0,1.0
0,0.0,0,2028,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,21.700705509,1,1.0,1.0
0,0.0,0,2029,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,15.025834433,1,1.0,1.0
0,0.0,0,2030,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,20.3706295252,1,1.0,1.0
0,0.0,0,2031,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,26.9816163452,1,1.0,1.0
0,0.0,0,2032,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,21.3453190823,1,1.0,1.0
0,0.0,1,2013,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,19.9960248043,1,1.0,1.0
0,0.0,1,2014,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,22.4813526093,1,1.0,1.0
0,0.0,1,2015,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,22.3428592257,1,1.0,1.0
0,0.0,1,2016,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,13.1136489515,1,1.0,1.0
0,0.0,1,2017,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,13.2096298238,1,1.0,1.0
0,0.0,1,2018,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,22.0413817792,1,1.0,1.0
0,0.0,1,2019,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.1211871237,1,1.0,1.0
0,0.0,1,2020,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,14.5224731213,1,1.0,1.0
0,0.0,1,2021,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,16.5017220736,1,1.0,1.0
0,0.0,1,2022,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,26.4979524658,1,1.0,1.0
0,0.0,1,2023,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,21.4213603819,1,1.0,1.0
0,0.0,1,2024,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,19.1487057394,1,1.0,1.0
0,0.0,1,2025,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,11.4235924834,1,1.0,1.0
0,0.0,1,2026,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,18.1692309538,1,1.0,1.0
0,0.0,1,2027,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,42.9654242114,1,1.0,1.0
0,0.0,1,2028,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,20.0006542033,1,1.0,1.0
0,0.0,1,2029,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.3146419327,1,1.0,1.0
0,0.0,1,2030,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,16.9885423588,1,1.0,1.0
0,0.0,1,2031,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,30.9650969301,1,1.0,1.0
0,0.0,1,2032,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,38.2226311208,1,1.0,1.0
0,0.0,2,2013,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,29.2204437696,1,1.0,1.0
0,0.0,2,2014,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,26.6746439311,1,1.0,1.0
0,0.0,2,2015,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,19.957718543,1,1.0,1.0
0,0.0,2,2016,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,7.35602139479,1,1.0,1.0
0,0.0,2,2017,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.8728468676,1,1.0,1.0
0,0.0,2,2018,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,142.951740157,1,1.0,1.0
0,0.0,2,2019,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.4001576092,1,1.0,1.0
0,0.0,2,2020,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,10.8927724437,1,1.0,1.0
0,0.0,2,2021,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,22.9537199483,1,1.0,1.0
0,0.0,2,2022,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,16.4042381131,1,1.0,1.0
0,0.0,2,2023,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,30.2412808787,1,1.0,1.0
0,0.0,2,2024,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,20.0063726361,1,1.0,1.0
0,0.0,2,2025,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,20.7920656504,1,1.0,1.0
0,0.0,2,2026,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,13.8559673906,1,1.0,1.0
0,0.0,2,2027,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,130.501627708,1,1.0,1.0
0,0.0,2,2028,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,14.4016292456,1,1.0,1.0
0,0.0,2,2029,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.4019278962,1,1.0,1.0
0,0.0,2,2030,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,14.9099660334,1,1.0,1.0
0,0.0,2,2031,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,18.6200138345,1,1.0,1.0
0,0.0,2,2032,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,32.095914576,1,1.0,1.0
0,0.0,3,2013,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,25.5042617478,1,1.0,1.0
0,0.0,3,2014,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.9059146412,1,1.0,1.0
0,0.0,3,2015,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,5.69417253611,1,1.0,1.0
0,0.0,3,2016,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,11.271782844,1,1.0,1.0
0,0.0,3,2017,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,26.7432097969,1,1.0,1.0
0,0.0,3,2018,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,44.9974015532,1,1.0,1.0
0,0.0,3,2019,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,19.8078071856,1,1.0,1.0
0,0.0,3,2020,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,14.8423090452,1,1.0,1.0
0,0.0,3,2021,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,27.1290753493,1,1.0,1.0
0,0.0,3,2022,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,15.1574038909,1,1.0,1.0
0,0.0,3,2023,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,43.1298979019,1,1.0,1.0
0,0.0,3,2024,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,2.30515447789,1,1.0,1.0
0,0.0,3,2025,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,13.5668438744,1,1.0,1.0
0,0.0,3,2026,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,16.0898465175,1,1.0,1.0
0,0.0,3,2027,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.3739306829,1,1.0,1.0
0,0.0,3,2028,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,14.5015478629,1,1.0,1.0
0,0.0,3,2029,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,13.118536886,1,1.0,1.0
0,0.0,3,2030,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.0177236456,1,1.0,1.0
0,0.0,3,2031,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,18.7265903355,1,1.0,1.0
0,0.0,3,2032,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,51.3489663668,1,1.0,1.0
0,0.0,4,2013,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,20.1820927791,1,1.0,1.0
0,0.0,4,2014,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,33.0738547836,1,1.0,1.0
0,0.0,4,2015,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,31.313245834,1,1.0,1.0
0,0.0,4,2016,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,12.1010871371,1,1.0,1.0
0,0.0,4,2017,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,24.4268016604,1,1.0,1.0
0,0.0,4,2018,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.5275290699,1,1.0,1.0
0,0.0,4,2019,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,11.4490566279,1,1.0,1.0
0,0.0,4,2020,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,5.79086316532,1,1.0,1.0
0,0.0,4,2021,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,4.62150400554,1,1.0,1.0
0,0.0,4,2022,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,10.7132092586,1,1.0,1.0
0,0.0,4,2023,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.6765063999,1,1.0,1.0
0,0.0,4,2024,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,18.9186843508,1,1.0,1.0
0,0.0,4,2025,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,19.1075120927,1,1.0,1.0
0,0.0,4,2026,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,18.8551409767,1,1.0,1.0
0,0.0,4,2027,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.0746270906,1,1.0,1.0
0,0.0,4,2028,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,15.668577308,1,1.0,1.0
0,0.0,4,2029,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,12.6509838914,1,1.0,1.0
0,0.0,4,2030,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,29.9505974796,1,1.0,1.0
0,0.0,4,2031,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,25.3196672219,1,1.0,1.0
0,0.0,4,2032,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,21.4441944669,1,1.0,1.0
0,0.0,5,2013,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,13.8131636774,1,1.0,1.0
0,0.0,5,2014,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,21.586159515,1,1.0,1.0
0,0.0,5,2015,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.5204193949,1,1.0,1.0
0,0.0,5,2016,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,17.1002241966,1,1.0,1.0
0,0.0,5,2017,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,38.8901262691,1,1.0,1.0
0,0.0,5,2018,1.0,522.0,12740.91,-507.0,9688.4151,-11565.0,5367.9057,7997.3066,-14.9,-0.1,-7997.3066,-9688.4151,-5367.9057,1115.5662,-1175.91,0.0,0.0,0.0,14.5274318156,1,1.0,1.0
