npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight
894.0,-526.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,706937.0,ref,davis_besse,ohio,covid,1113799853.06,4983491.935819999,1112870277.25,1120368830.86,1109090026.88,1109367688.4,1119533423.85,4.0,24835191874400.0,118,0.125,0.250002917546,0.25,8.47275451554e-14,0.00781259117331
894.0,-879.0,-8790.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,706937.0,ref,davis_besse,ohio,covid,1110275339.8,4090085.54075,1110659441.6,1114865193.23,1104917282.77,1105742512.79,1114270424.3,4.0,16728799730600.0,91,0.25,0.250002917546,0.12464589235099999,8.47275451554e-14,0.007790459186979999
894.0,-879.0,-8790.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,1079012819.76,3827020.29938,1079103299.58,1083458843.61,1074385836.3,1074917700.34,1082981267.46,4.0,14646084371900.0,76,0.25,0.124996154144,0.12464589235099999,8.47275451554e-14,0.00389506429344
894.0,-879.0,-8790.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,942583.0,ref,davis_besse,ohio,covid,1075609739.47,3082586.187,1075460277.15,1078728548.46,1072789855.13,1072842114.4,1078586611.79,4.0,9502337600310.0,96,0.25,0.125001458773,0.12464589235099999,8.47275451554e-14,0.0038952295934899994
894.0,-526.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,942583.0,ref,davis_besse,ohio,covid,1060832021.8,5081135.221580001,1061204659.76,1065990562.4,1054928205.29,1055449265.22,1065693085.25,4.0,25817935140000.0,123,0.125,0.125001458773,0.25,8.47275451554e-14,0.00390629558665
894.0,-703.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,235646.0,ref,davis_besse,ohio,covid,1008357895.47,9759816.76185,1005501058.21,1022454626.79,999974838.663,1000732972.55,1019982390.55,4.0,95254023224900.0,107,0.125,0.249997082454,0.25,8.47275451554e-14,0.007812408826689999
894.0,-703.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,471291.0,ref,davis_besse,ohio,covid,969885343.24,2661929.9070599996,969922063.879,973000299.012,966696946.1910001,967055839.8360001,972663437.75,4.0,7085870830080.0,112,0.125,0.250002387083,0.25,8.47275451554e-14,0.00781257459634
894.0,-703.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,967290765.9710001,10186524.2095,965620353.207,979713673.4530001,958208684.017,958440007.0610001,978480102.751,4.0,103765275471000.0,102,0.125,0.124996154144,0.25,8.47275451554e-14,0.003906129817
894.0,-703.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,706937.0,ref,davis_besse,ohio,covid,929681214.6669999,3982803.81975,929992642.5239999,934037889.1010001,924701684.517,925293583.1939999,933632847.1389999,4.0,15862726266600.0,117,0.125,0.250002917546,0.25,8.47275451554e-14,0.00781259117331
894.0,-703.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,942583.0,ref,davis_besse,ohio,covid,880453323.1830001,7004373.675160001,880754609.9139999,888304231.238,871999841.6669999,872917555.8360001,887567289.108,4.0,49061250581300.0,122,0.125,0.125001458773,0.25,8.47275451554e-14,0.00390629558665
894.0,-879.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,235646.0,ref,davis_besse,ohio,covid,829031553.795,7788477.746669999,826999689.303,839257819.088,822869017.489,822896442.5139999,838011275.366,4.0,60660385610400.0,106,0.125,0.249997082454,0.12464589235099999,8.47275451554e-14,0.0038951386784600002
894.0,-879.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,471291.0,ref,davis_besse,ohio,covid,784138250.464,4684398.65822,784520944.973,789410589.718,778100522.1910001,778943298.22,788797430.3939999,4.0,21943590789100.0,111,0.125,0.250002387083,0.12464589235099999,8.47275451554e-14,0.00389522132849
894.0,-879.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,781869473.42,6863033.1464,782614153.733,789161198.473,773088387.742,774183222.908,788513171.495,4.0,47101223968500.0,101,0.125,0.124996154144,0.12464589235099999,8.47275451554e-14,0.00194753214672
894.0,-879.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,706937.0,ref,davis_besse,ohio,covid,741580042.094,10011342.6837,743152644.478,752007124.125,728007755.293,730101886.46,750856554.388,4.0,100226982330000.0,116,0.125,0.250002917546,0.12464589235099999,8.47275451554e-14,0.0038952295934899994
894.0,-879.0,-4356.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,942583.0,ref,davis_besse,ohio,covid,695750259.478,6648416.75335,697061939.64,701975527.459,686901631.173,688056556.396,701607610.3330001,4.0,44201445326200.0,121,0.125,0.125001458773,0.12464589235099999,8.47275451554e-14,0.00194761479675
