smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix,ProbabilityWeight
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-491042526.53,2059762.39409,-491042526.53,-489586054.574,-492498998.487,-492353351.291,-489731701.77,2.0,4242621120120.0,0.125,0.125039974416,0.250012469201,1.28632009175e-11,80,0.00390769409408
240.0,-187.0,-1572.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-512819593.37,98725.3959437,-512819593.37,-512749783.973,-512889402.767,-512882421.827,-512756764.912,2.0,9746703804.25,0.125,0.125039974416,0.125006234601,1.28632009175e-11,105,0.00195384704704
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-42508584389300.0,53752.2245738,-42508584389300.0,-42508584351300.0,-42508584427300.0,-42508584423500.0,-42508584355100.0,2.0,2889301646.63,0.125,0.250079948833,0.125006234601,1.28632009175e-11,124,0.00390769409408
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-42691114495000.0,93307.3138746,-42691114495000.0,-42691114429000.0,-42691114560900.0,-42691114554300.0,-42691114435600.0,2.0,8706254822.48,0.25,0.249920051167,0.125006234601,1.28632009175e-11,118,0.0078103911369
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-42812172025400.0,245275.471588,-42812172025400.0,-42812171852000.0,-42812172198800.0,-42812172181500.0,-42812171869300.0,2.0,60160056962.8,0.25,0.249920051167,0.125006234601,1.28632009175e-11,112,0.0078103911369
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-42994693094100.0,240042.909029,-42994693094100.0,-42994692924300.0,-42994693263800.0,-42994693246800.0,-42994692941300.0,2.0,57620598175.0,0.25,0.125039974416,0.125006234601,1.28632009175e-11,106,0.00390769409408
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-43726489554200.0,1666118.18213,-43726489554200.0,-43726488376100.0,-43726490732300.0,-43726490614500.0,-43726488493900.0,2.0,2775949796830.0,0.125,0.250079948833,0.250012469201,1.28632009175e-11,99,0.00781538818817
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-43909017080300.0,1168184.17685,-43909017080300.0,-43909016254200.0,-43909017906300.0,-43909017823700.0,-43909016336800.0,2.0,1364654271040.0,0.25,0.249920051167,0.250012469201,1.28632009175e-11,93,0.0156207822738
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-44030074317700.0,582984.576904,-44030074317700.0,-44030073905400.0,-44030074729900.0,-44030074688700.0,-44030073946700.0,2.0,339871016908.0,0.25,0.249920051167,0.250012469201,1.28632009175e-11,87,0.0156207822738
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-44212597712400.0,127317.813176,-44212597712400.0,-44212597622400.0,-44212597802400.0,-44212597793400.0,-44212597631400.0,2.0,16209825551.9,0.25,0.125039974416,0.250012469201,1.28632009175e-11,81,0.00781538818817
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-44944394021100.0,992713.209467,-44944394021100.0,-44944393319200.0,-44944394723100.0,-44944394652900.0,-44944393389400.0,2.0,985479516250.0,0.125,0.250079948833,0.250012469201,1.28632009175e-11,74,0.00781538818817
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-45126922969000.0,375985.988624,-45126922969000.0,-45126922703100.0,-45126923234800.0,-45126923208200.0,-45126922729700.0,2.0,141365463642.0,0.25,0.249920051167,0.250012469201,1.28632009175e-11,68,0.0156207822738
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-45247979170200.0,844041.042189,-45247979170200.0,-45247978573400.0,-45247979767000.0,-45247979707300.0,-45247978633100.0,2.0,712405280899.0,0.25,0.249920051167,0.250012469201,1.28632009175e-11,62,0.0156207822738
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-45430500635600.0,8429.43651134,-45430500635600.0,-45430500629600.0,-45430500641500.0,-45430500640900.0,-45430500630200.0,2.0,71055399.8987,0.25,0.125039974416,0.250012469201,1.28632009175e-11,56,0.00781538818817
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-46162296998400.0,1905498.22275,-46162296998400.0,-46162295651000.0,-46162298345800.0,-46162298211100.0,-46162295785800.0,2.0,3630923476890.0,0.125,0.250079948833,0.249987530799,1.28632009175e-11,49,0.00781460861388
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-46344824223700.0,2129919.75086,-46344824223700.0,-46344822717700.0,-46344825729800.0,-46344825579200.0,-46344822868300.0,2.0,4536558145120.0,0.25,0.249920051167,0.249987530799,1.28632009175e-11,43,0.0156192241221
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-46465883126600.0,720967.405447,-46465883126600.0,-46465882616800.0,-46465883636400.0,-46465883585400.0,-46465882667800.0,2.0,519793999717.0,0.25,0.249920051167,0.249987530799,1.28632009175e-11,37,0.0156192241221
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-46648404994800.0,222188.567765,-46648404994800.0,-46648404837700.0,-46648405151900.0,-46648405136200.0,-46648404853400.0,2.0,49367759645.5,0.25,0.125039974416,0.249987530799,1.28632009175e-11,31,0.00781460861388
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47379957788500.0,1032810.10277,-47379957788500.0,-47379957058200.0,-47379958518800.0,-47379958445800.0,-47379957131200.0,2.0,1066696708380.0,0.125,0.250079948833,0.124981296198,1.28632009175e-11,24,0.00390691451979
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47562486313000.0,703641.145891,-47562486313000.0,-47562485815400.0,-47562486810500.0,-47562486760800.0,-47562485865200.0,2.0,495110862191.0,0.25,0.249920051167,0.124981296198,1.28632009175e-11,18,0.00780883298521
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47683542350000.0,594791.392946,-47683542350000.0,-47683541929400.0,-47683542770500.0,-47683542728500.0,-47683541971400.0,2.0,353776801123.0,0.25,0.249920051167,0.124981296198,1.28632009175e-11,12,0.00780883298521
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47866064889800.0,450905.13981,-47866064889800.0,-47866064571000.0,-47866065208700.0,-47866065176800.0,-47866064602900.0,2.0,203315445107.0,0.25,0.125039974416,0.124981296198,1.28632009175e-11,6,0.00390691451979
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-90576308922400.0,343227.11252,-90576308922400.0,-90576308679700.0,-90576309165100.0,-90576309140800.0,-90576308703900.0,2.0,117804850769.0,0.125,0.249920051167,0.125006234601,1.28632009175e-11,123,0.00390519556845
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-90697366630500.0,1077270.2316,-90697366630500.0,-90697365868800.0,-90697367392300.0,-90697367316100.0,-90697365944900.0,2.0,1160511151900.0,0.25,0.249920051167,0.125006234601,1.28632009175e-11,117,0.0078103911369
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-90879889889400.0,1933474.16782,-90879889889400.0,-90879888522200.0,-90879891256500.0,-90879891119800.0,-90879888658900.0,2.0,3738322357620.0,0.25,0.125039974416,0.125006234601,1.28632009175e-11,111,0.00390769409408
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-91794213760500.0,1000489.40637,-91794213760500.0,-91794213053000.0,-91794214467900.0,-91794214397200.0,-91794213123800.0,2.0,1000979052260.0,0.125,0.249920051167,0.250012469201,1.28632009175e-11,98,0.0078103911369
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-91915271203100.0,274462.237584,-91915271203100.0,-91915271009100.0,-91915271397200.0,-91915271377800.0,-91915271028500.0,2.0,75329519859.4,0.25,0.249920051167,0.250012469201,1.28632009175e-11,92,0.0156207822738
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-92097793030900.0,1538898.69547,-92097793030900.0,-92097791942800.0,-92097794119100.0,-92097794010300.0,-92097792051600.0,2.0,2368209194920.0,0.25,0.125039974416,0.250012469201,1.28632009175e-11,86,0.00781538818817
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-93012117559400.0,440657.223531,-93012117559400.0,-93012117247800.0,-93012117871000.0,-93012117839800.0,-93012117279000.0,2.0,194178788650.0,0.125,0.249920051167,0.250012469201,1.28632009175e-11,73,0.0078103911369
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-93133174470100.0,337668.579259,-93133174470100.0,-93133174231300.0,-93133174708800.0,-93133174685000.0,-93133174255200.0,2.0,114020069419.0,0.25,0.249920051167,0.250012469201,1.28632009175e-11,67,0.0156207822738
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-93315697574200.0,709348.541702,-93315697574200.0,-93315697072700.0,-93315698075800.0,-93315698025700.0,-93315697122800.0,2.0,503175353615.0,0.25,0.125039974416,0.250012469201,1.28632009175e-11,61,0.00781538818817
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-94230020628000.0,319258.22557,-94230020628000.0,-94230020402300.0,-94230020853800.0,-94230020831200.0,-94230020424900.0,2.0,101925814594.0,0.125,0.249920051167,0.249987530799,1.28632009175e-11,48,0.00780961206106
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-94351078184600.0,2078206.29744,-94351078184600.0,-94351076715100.0,-94351079654100.0,-94351079507200.0,-94351076862100.0,2.0,4318941414720.0,0.25,0.249920051167,0.249987530799,1.28632009175e-11,42,0.0156192241221
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-94533600660600.0,795447.145011,-94533600660600.0,-94533600098100.0,-94533601223100.0,-94533601166800.0,-94533600154400.0,2.0,632736160506.0,0.25,0.125039974416,0.249987530799,1.28632009175e-11,36,0.00781460861388
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-95447681648000.0,2273782.39879,-95447681648000.0,-95447680040200.0,-95447683255800.0,-95447683095100.0,-95447680201000.0,2.0,5170086397030.0,0.125,0.249920051167,0.124981296198,1.28632009175e-11,23,0.00390441649261
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-95568740857100.0,789431.721332,-95568740857100.0,-95568740298900.0,-95568741415400.0,-95568741359500.0,-95568740354700.0,2.0,623202442645.0,0.25,0.249920051167,0.124981296198,1.28632009175e-11,17,0.00780883298521
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-95751261837700.0,266810.281551,-95751261837700.0,-95751261649100.0,-95751262026400.0,-95751262007500.0,-95751261667900.0,2.0,71187726341.3,0.25,0.125039974416,0.124981296198,1.28632009175e-11,11,0.00390691451979
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-138582563942000.0,659942.935658,-138582563942000.0,-138582563475000.0,-138582564409000.0,-138582564362000.0,-138582563522000.0,2.0,435524678325.0,0.125,0.249920051167,0.125006234601,1.28632009175e-11,122,0.00390519556845
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-138765086619000.0,921188.894511,-138765086619000.0,-138765085967000.0,-138765087270000.0,-138765087205000.0,-138765086032000.0,2.0,848588979370.0,0.25,0.125039974416,0.125006234601,1.28632009175e-11,116,0.00390769409408
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-139800467302000.0,1532638.01622,-139800467302000.0,-139800466218000.0,-139800468386000.0,-139800468277000.0,-139800466327000.0,2.0,2348979288770.0,0.125,0.249920051167,0.250012469201,1.28632009175e-11,97,0.0078103911369
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-139982990438000.0,799546.70706,-139982990438000.0,-139982989872000.0,-139982991003000.0,-139982990947000.0,-139982989929000.0,2.0,639274936770.0,0.25,0.125039974416,0.250012469201,1.28632009175e-11,91,0.00781538818817
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-141018368581000.0,227708.226726,-141018368581000.0,-141018368420000.0,-141018368742000.0,-141018368726000.0,-141018368437000.0,2.0,51851036518.8,0.125,0.249920051167,0.250012469201,1.28632009175e-11,72,0.0078103911369
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-141200895450000.0,707933.654179,-141200895450000.0,-141200894950000.0,-141200895951000.0,-141200895901000.0,-141200895000000.0,2.0,501170058719.0,0.25,0.125039974416,0.250012469201,1.28632009175e-11,66,0.00781538818817
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-142236274190000.0,892552.318358,-142236274190000.0,-142236273559000.0,-142236274821000.0,-142236274758000.0,-142236273622000.0,2.0,796649641007.0,0.125,0.249920051167,0.249987530799,1.28632009175e-11,47,0.00780961206106
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-142418797677000.0,727852.58704,-142418797677000.0,-142418797163000.0,-142418798192000.0,-142418798140000.0,-142418797214000.0,2.0,529769388460.0,0.25,0.125039974416,0.249987530799,1.28632009175e-11,41,0.00781460861388
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143453935649000.0,88325.4151448,-143453935649000.0,-143453935587000.0,-143453935712000.0,-143453935705000.0,-143453935593000.0,2.0,7801378960.5,0.125,0.249920051167,0.124981296198,1.28632009175e-11,22,0.00390441649261
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143636457874000.0,523464.211627,-143636457874000.0,-143636457504000.0,-143636458244000.0,-143636458207000.0,-143636457541000.0,2.0,274014780854.0,0.25,0.125039974416,0.124981296198,1.28632009175e-11,16,0.00390691451979
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,200504.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-186650283030000.0,816186.354883,-186650283030000.0,-186650282453000.0,-186650283607000.0,-186650283549000.0,-186650282510000.0,2.0,666160165898.0,0.125,0.125039974416,0.125006234601,1.28632009175e-11,121,0.00195384704704
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,150378.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187868186557000.0,3338238.03251,-187868186557000.0,-187868184197000.0,-187868188918000.0,-187868188682000.0,-187868184433000.0,2.0,11143833161700.0,0.125,0.125039974416,0.250012469201,1.28632009175e-11,96,0.00390769409408
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,100252.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-189086090824000.0,629694.321773,-189086090824000.0,-189086090379000.0,-189086091269000.0,-189086091225000.0,-189086090423000.0,2.0,396514938873.0,0.125,0.125039974416,0.250012469201,1.28632009175e-11,71,0.00390769409408
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,50126.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-190303992928000.0,3391634.40559,-190303992928000.0,-190303990529000.0,-190303995326000.0,-190303995086000.0,-190303990769000.0,2.0,11503183941200.0,0.125,0.125039974416,0.249987530799,1.28632009175e-11,46,0.00390730430694
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191521655291000.0,1744644.49493,-191521655291000.0,-191521654057000.0,-191521656525000.0,-191521656401000.0,-191521654181000.0,2.0,3043784413690.0,0.125,0.125039974416,0.124981296198,1.28632009175e-11,21,0.0019534572599
