smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-95606626.7113,2367232.392,-95606626.7113,-93932740.6342,-97280512.7883,-97113124.1806,-94100129.2419,2.0,5603789197740.0,2.43433201164e-13,0.166668806079,0.00462796705681,0.166612903226,207,0.166658436214
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-100784361.436,596881.087227,-100784361.436,-100362302.771,-101206420.1,-101164214.234,-100404508.638,2.0,356267032289.0,2.43433201164e-13,0.16666559696,0.00231523864378,0.166693548387,191,0.0833356848912
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-101571145.071,881989.232701,-101571145.071,-100947484.503,-102194805.638,-102132439.581,-101009850.56,2.0,777905006601.0,2.43433201164e-13,0.166668806079,0.00463053378044,0.166693548387,229,0.166670194004
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-106693755.682,1718630.74849,-106693755.682,-105478500.225,-107909011.138,-107787485.593,-105600025.771,2.0,2953691649650.0,2.43433201164e-13,0.166668806079,0.00231383660156,0.166612903226,200,0.0833239271017
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-110282606.999,1983039.28808,-110282606.999,-108880386.471,-111684827.527,-111544605.474,-109020608.523,2.0,3932444818060.0,2.43433201164e-13,0.16666559696,0.00231411854768,0.0833064516129,169,0.166671369782
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-111128918.021,1750472.05624,-111128918.021,-109891147.36,-112366688.683,-112242911.616,-110014924.426,2.0,3064152419680.0,2.43433201164e-13,0.16666559696,0.00115689602493,0.0833064516129,148,0.0833239271017
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-125003537.255,332491.018836,-125003537.255,-124768430.601,-125238643.909,-125215133.244,-124791941.266,2.0,110550277607.0,2.43433201164e-13,0.166668806079,0.00462829356091,0.166612903226,214,0.166670194004
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-132832682.187,2692216.78418,-132832682.187,-130928997.442,-134736366.931,-134545998.457,-131119365.917,2.0,7248031213030.0,2.43433201164e-13,0.166668806079,0.00463053378044,0.166693548387,236,0.166670194004
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-141955696.515,466496.230258,-141955696.515,-141625833.867,-142285559.163,-142252572.898,-141658820.132,2.0,217618732845.0,2.43433201164e-13,0.16666559696,0.00231410222279,0.0833064516129,176,0.166670194004
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-156446069.768,814624.737596,-156446069.768,-155870043.092,-157022096.444,-156964493.777,-155927645.76,2.0,663613463104.0,2.43433201164e-13,0.166668806079,0.00462832621132,0.166612903226,221,0.166671369782
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-163450257.406,1461631.61142,-163450257.406,-162416727.782,-164483787.03,-164380434.068,-162520080.745,2.0,2136366967500.0,2.43433201164e-13,0.166668806079,0.00231528322333,0.166693548387,243,0.0833356848912
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-169325913.608,2871320.34533,-169325913.608,-167295583.521,-171356243.695,-171153210.686,-167498616.53,2.0,8244480525520.0,2.43433201164e-13,0.16666559696,0.00231410222279,0.0833064516129,183,0.166670194004
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-190020212.842,1113440.35207,-190020212.842,-189232891.619,-190807534.065,-190728801.943,-189311623.741,2.0,1239749417610.0,2.43433201164e-13,0.166668806079,0.00462829356091,0.166612903226,228,0.166670194004
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-195061717.444,2904670.84776,-195061717.444,-193007804.99,-197115629.897,-196910238.652,-193213196.235,2.0,8437112733850.0,2.43433201164e-13,0.166668806079,0.00463020711831,0.166693548387,206,0.166658436214
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-201635003.065,1242835.87068,-201635003.065,-200756185.393,-202513820.737,-202425938.97,-200844067.16,2.0,1544641001460.0,2.43433201164e-13,0.16666559696,0.00115705927384,0.0833064516129,190,0.0833356848912
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-217809783.684,212134.442201,-217809783.684,-217659781.982,-217959785.387,-217944785.217,-217674782.152,2.0,45001021567.9,2.43433201164e-13,0.166668806079,0.00462829356091,0.166612903226,235,0.166670194004
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-226530672.59,628556.553875,-226530672.59,-226086215.988,-226975129.192,-226930683.532,-226130661.649,2.0,395083341420.0,2.43433201164e-13,0.166668806079,0.00463053378044,0.166693548387,213,0.166670194004
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-228603375.407,1921760.29459,-228603375.407,-227244485.67,-229962265.143,-229826376.169,-227380374.644,2.0,3693162629880.0,2.43433201164e-13,0.166668806079,0.00231495656119,0.166693548387,199,0.0833239271017
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-240480981.369,62738.3672791,-240480981.369,-240436618.644,-240525344.094,-240520907.821,-240441054.916,2.0,3936102728.85,2.43433201164e-13,0.16666559696,0.00463011796614,0.166693548387,258,0.166658436214
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-246138727.369,647922.633993,-246138727.369,-245680576.881,-246596877.857,-246551062.808,-245726391.93,2.0,419803739640.0,2.43433201164e-13,0.166668806079,0.00231416310566,0.166612903226,242,0.0833356848912
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-252763175.159,723146.013977,-252763175.159,-252251833.709,-253274516.61,-253223382.465,-252302967.854,2.0,522940157531.0,2.43433201164e-13,0.166668806079,0.00463056644666,0.166693548387,220,0.166671369782
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-272308089.942,272601.070224,-272308089.942,-272115331.876,-272500848.007,-272481572.2,-272134607.683,2.0,74311343487.3,2.43433201164e-13,0.16666559696,0.00463044462198,0.166693548387,265,0.166670194004
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-285627352.461,2166466.99681,-285627352.461,-284095428.957,-287159275.966,-287006083.615,-284248621.307,2.0,4693579248290.0,2.43433201164e-13,0.166668806079,0.00463053378044,0.166693548387,227,0.166670194004
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-295505515.387,1989391.62738,-295505515.387,-294098803.077,-296912227.697,-296771556.466,-294239474.308,2.0,3957679047100.0,2.43433201164e-13,0.166668806079,0.00463020711831,0.166693548387,205,0.166658436214
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-300719382.39,2996104.09637,-300719382.39,-298600816.867,-302837947.914,-302626091.362,-298812673.419,2.0,8976639756300.0,2.43433201164e-13,0.16666559696,0.00463047728757,0.166693548387,272,0.166671369782
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-314997353.343,1537084.00451,-314997353.343,-313910470.82,-316084235.866,-315975547.613,-314019159.072,2.0,2362627236910.0,2.43433201164e-13,0.166668806079,0.00463053378044,0.166693548387,234,0.166670194004
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-328844622.331,5402.12142951,-328844622.331,-328840802.454,-328848442.208,-328848060.22,-328841184.442,2.0,29182915.9392,2.43433201164e-13,0.166668806079,0.00463053378044,0.166693548387,212,0.166670194004
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-329588053.366,510318.428774,-329588053.366,-329227203.744,-329948902.987,-329912818.025,-329263288.706,2.0,260424898746.0,2.43433201164e-13,0.16666559696,0.00463011796614,0.166693548387,257,0.166658436214
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-331868173.825,2581313.90837,-331868173.825,-330042909.256,-333693438.394,-333510911.937,-330225435.713,2.0,6663181493560.0,2.43433201164e-13,0.16666559696,0.00463044462198,0.166693548387,279,0.166670194004
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-334299396.192,1003623.00131,-334299396.192,-333589727.562,-335009064.822,-334938097.959,-333660694.425,2.0,1007259128760.0,2.43433201164e-13,0.16666559696,0.00231491198794,0.166693548387,250,0.0833239271017
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-346824897.282,1049305.36644,-346824897.282,-346082926.342,-347566868.222,-347492671.128,-346157123.436,2.0,1101041752030.0,2.43433201164e-13,0.166668806079,0.00231528322333,0.166693548387,241,0.0833356848912
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-347631209.969,748546.788529,-347631209.969,-347101907.459,-348160512.479,-348107582.228,-347154837.71,2.0,560322294618.0,2.43433201164e-13,0.166668806079,0.00231495656119,0.166693548387,198,0.0833239271017
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-358001186.554,1724636.14265,-358001186.554,-356781684.642,-359220688.465,-359098738.274,-356903634.833,2.0,2974369824540.0,2.43433201164e-13,0.16666559696,0.00463044462198,0.166693548387,264,0.166670194004
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-359484884.189,4346617.06364,-359484884.189,-356411361.788,-362558406.59,-362251054.35,-356718714.028,2.0,18893079897900.0,2.43433201164e-13,0.166668806079,0.00463056644666,0.166693548387,219,0.166671369782
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-360877187.228,1603253.76901,-360877187.228,-359743515.616,-362010858.841,-361897491.679,-359856882.778,2.0,2570422647840.0,2.43433201164e-13,0.16666559696,0.00463044462198,0.166693548387,286,0.166670194004
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-389104604.359,2230414.75735,-389104604.359,-387527462.96,-390681745.759,-390524031.619,-387685177.1,2.0,4974749989820.0,2.43433201164e-13,0.16666559696,0.00231523864378,0.166693548387,293,0.0833356848912
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-389588849.203,1109248.72318,-389588849.203,-388804491.909,-390373206.497,-390294770.768,-388882927.638,2.0,1230432729870.0,2.43433201164e-13,0.166668806079,0.00463053378044,0.166693548387,226,0.166670194004
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-390749661.459,1552892.09665,-390749661.459,-389651600.927,-391847721.991,-391737915.938,-389761406.98,2.0,2411473863840.0,2.43433201164e-13,0.16666559696,0.00463047728757,0.166693548387,271,0.166671369782
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-407691589.637,1363813.0005,-407691589.637,-406727228.216,-408655951.058,-408559514.916,-406823664.358,2.0,1859985900320.0,2.43433201164e-13,0.166668806079,0.0023139835284,0.0833064516129,204,0.166658436214
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-420723653.396,2608499.13534,-420723653.396,-418879165.968,-422568140.823,-422383692.08,-419063614.711,2.0,6804267739090.0,2.43433201164e-13,0.166668806079,0.00463053378044,0.166693548387,233,0.166670194004
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423319227.891,1414937.37113,-423319227.891,-422318716.081,-424319739.701,-424219688.52,-422418767.262,2.0,2002047764210.0,2.43433201164e-13,0.16666559696,0.00463044462198,0.166693548387,278,0.166670194004
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-434576388.203,1028868.15789,-434576388.203,-433848868.552,-435303907.855,-435231155.89,-433921620.517,2.0,1058569686310.0,2.43433201164e-13,0.16666559696,0.00462787794777,0.166612903226,256,0.166658436214
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-436197752.571,297899.821885,-436197752.571,-435987105.586,-436408399.555,-436387334.856,-436008170.285,2.0,88744303878.9,2.43433201164e-13,0.166668806079,0.00231414678045,0.0833064516129,211,0.166670194004
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-451271198.189,2216414.39751,-451271198.189,-449703956.539,-452838439.84,-452681715.675,-449860680.704,2.0,4912492781510.0,2.43433201164e-13,0.166668806079,0.00231528322333,0.166693548387,240,0.0833356848912
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-451544189.438,2374964.45059,-451544189.438,-449864835.97,-453223542.906,-453055607.56,-450032771.317,2.0,5640456141550.0,2.43433201164e-13,0.16666559696,0.00463044462198,0.166693548387,285,0.166670194004
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-457090537.884,807926.391043,-457090537.884,-456519247.654,-457661828.114,-457604699.091,-456576376.677,2.0,652745053344.0,2.43433201164e-13,0.16666559696,0.00231379204987,0.166612903226,249,0.0833239271017
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-459393158.701,3500980.35843,-459393158.701,-456917591.749,-461868725.653,-461621168.958,-457165148.444,2.0,12256863470100.0,0.0,0.0833311939206,0.00115694720968,0.0833064516129,308,0.166658436214
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-465463281.658,2591744.571,-465463281.658,-463630641.497,-467295921.819,-467112657.803,-463813905.513,2.0,6717139921330.0,2.43433201164e-13,0.16666559696,0.00462820444558,0.166612903226,263,0.166670194004
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-465716923.129,474330.850151,-465716923.129,-465381520.568,-466052325.69,-466018785.434,-465415060.825,2.0,224989755405.0,2.43433201164e-13,0.166668806079,0.00231416310566,0.0833064516129,218,0.166671369782
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-465745262.584,160447.84248,-465745262.584,-465631808.826,-465858716.341,-465847370.966,-465643154.202,2.0,25743510156.6,2.43433201164e-13,0.166668806079,0.00115691830078,0.0833064516129,197,0.0833239271017
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-484851761.212,1824303.69285,-484851761.212,-483561783.7,-486141738.724,-486012740.973,-483690781.451,2.0,3328083963740.0,2.43433201164e-13,0.16666559696,0.00231523864378,0.166693548387,292,0.0833356848912
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-489485078.612,143090.634448,-489485078.612,-489383898.254,-489586258.97,-489576140.934,-489394016.29,2.0,20474929666.7,0.0,0.0833311939206,0.00115702883256,0.0833064516129,315,0.166670194004
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-497248509.52,2368690.68369,-497248509.52,-495573592.276,-498923426.765,-498755935.041,-495741084.0,2.0,5610695555000.0,2.43433201164e-13,0.166668806079,0.00231414678045,0.0833064516129,225,0.166670194004
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-499029082.38,3140196.52147,-499029082.38,-496808628.125,-501249536.634,-501027491.209,-497030673.551,2.0,9860834193470.0,2.43433201164e-13,0.16666559696,0.00462823709536,0.166612903226,270,0.166671369782
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-519050587.976,2053410.20796,-519050587.976,-517598607.693,-520502568.259,-520357370.23,-517743805.722,2.0,4216493482170.0,0.0,0.0833311939206,0.00115703699485,0.0833064516129,322,0.166671369782
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-527632311.37,833803.319258,-527632311.37,-527042723.389,-528221899.352,-528162940.554,-527101682.187,2.0,695227975206.0,2.43433201164e-13,0.166668806079,0.00231414678045,0.0833064516129,232,0.166670194004
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-528155871.967,1233770.27673,-528155871.967,-527283464.638,-529028279.296,-528941038.563,-527370705.37,2.0,1522189095750.0,2.43433201164e-13,0.16666559696,0.00462820444558,0.166612903226,277,0.166670194004
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-545277360.806,3326240.9095,-545277360.806,-542925353.303,-547629368.309,-547394167.559,-543160554.053,2.0,11063878588100.0,2.43433201164e-13,0.16666559696,0.00463011796614,0.166693548387,255,0.166658436214
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-547859899.967,1058593.04668,-547859899.967,-547111361.645,-548608438.289,-548533584.456,-547186215.477,2.0,1120619238470.0,0.0,0.0833311939206,0.00115702883256,0.0833064516129,329,0.166670194004
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-558483120.993,3225190.39641,-558483120.993,-556202566.993,-560763674.993,-560535619.593,-556430622.393,2.0,10401853093100.0,2.43433201164e-13,0.166668806079,0.00115708155283,0.0833064516129,239,0.0833356848912
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-559653528.676,940084.329335,-559653528.676,-558988788.672,-560318268.68,-560251794.68,-559055262.672,2.0,883758546261.0,0.0,0.0833311939206,0.00115743370734,0.166693548387,300,0.0833239271017
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-559731591.313,447585.796892,-559731591.313,-559415100.36,-560048082.265,-560016433.17,-559446749.456,2.0,200333045580.0,2.43433201164e-13,0.16666559696,0.00462820444558,0.166612903226,284,0.166670194004
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-562575783.904,1618609.08325,-562575783.904,-561431254.445,-563720313.363,-563605860.417,-561545707.391,2.0,2619895364390.0,0.0,0.0833311939206,0.00231501440698,0.166693548387,307,0.166658436214
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-575047002.032,3374897.53823,-575047002.032,-572660589.097,-577433414.968,-577194773.674,-572899230.391,2.0,11389933393500.0,2.43433201164e-13,0.16666559696,0.00463044462198,0.166693548387,262,0.166670194004
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-579415073.225,85694.5006367,-579415073.225,-579354478.062,-579475668.387,-579469608.871,-579360537.579,2.0,7343547439.38,0.0,0.0833311939206,0.00115702883256,0.0833064516129,336,0.166670194004
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-581663925.322,2359229.64788,-581663925.322,-579995698.04,-583332152.605,-583165329.877,-580162520.768,2.0,5565964531460.0,2.43433201164e-13,0.16666559696,0.00231491198794,0.166693548387,248,0.0833239271017
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-588605125.856,1048396.91906,-588605125.856,-587863797.285,-589346454.426,-589272321.569,-587937930.142,2.0,1099136099900.0,2.43433201164e-13,0.16666559696,0.00231411854768,0.166612903226,291,0.0833356848912
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-593509879.484,552042.11308,-593509879.484,-593119526.763,-593900232.206,-593861196.934,-593158562.035,2.0,304750494614.0,0.0,0.0833311939206,0.00231517773176,0.166693548387,314,0.166670194004
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-607772254.096,2128622.94737,-607772254.096,-606267090.375,-609277417.817,-609126901.445,-606417606.747,2.0,4531035652060.0,2.43433201164e-13,0.16666559696,0.00463047728757,0.166693548387,269,0.166671369782
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-608470025.709,775148.059859,-608470025.709,-607921913.259,-609018138.159,-608963326.914,-607976724.504,2.0,600854514704.0,0.0,0.0833311939206,0.000578518497426,0.0833064516129,343,0.0833356848912
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-623277554.003,2118526.25604,-623277554.003,-621779529.721,-624775578.285,-624625775.856,-621929332.149,2.0,4488153497530.0,0.0,0.0833311939206,0.00231519406424,0.166693548387,321,0.166671369782
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639425486.591,1287948.52824,-639425486.591,-638514769.452,-640336203.729,-640245132.015,-638605841.166,2.0,1658811411400.0,2.43433201164e-13,0.16666559696,0.00463044462198,0.166693548387,276,0.166670194004
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-656518728.986,2910719.99188,-656518728.986,-654460539.142,-658576918.831,-658371099.846,-654666358.126,2.0,8472290871150.0,0.0,0.0833311939206,0.00231517773176,0.166693548387,328,0.166670194004
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-658040203.982,3115654.71619,-658040203.982,-655837103.405,-660243304.56,-660022994.502,-656057413.463,2.0,9707304310490.0,2.43433201164e-13,0.16666559696,0.00463011796614,0.166693548387,254,0.166658436214
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,354383.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-671298370.634,1623958.22001,-671298370.634,-670150058.765,-672446682.504,-672331851.317,-670264889.952,2.0,2637240300350.0,2.43433201164e-13,0.16666559696,0.00463044462198,0.166693548387,283,0.166670194004
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,70877.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-676435823.343,2476685.79805,-676435823.343,-674684542.02,-678187104.665,-678011976.533,-674859670.152,2.0,6133972542270.0,0.0,0.0833311939206,0.00231501440698,0.166693548387,306,0.166658436214
