npp_capacity,elec_market_capacity,location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-npp_capacity,prefix,PointProbability
1280.0,-1.0000000000000005e+200,south_texas_project,2742484812.48,83894741.8734,2738980663.78,2997068204.4,2487662870.56,2619269196.33,2879332159.44,200.0,7038327714010000.0,0.5,0.5,1,0.00078125
