npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight
894.0,-894.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238946797.668,38651.9764113,-238946797.668,-238919466.593,-238974128.742,-238971395.635,-238922199.7,2.0,1493975280.5,0.125007204196,8.705791516489999e-14,0.249997067283,26,0.124645892351,0.0038953629328
894.0,-718.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-248660065.333,672913.415433,-248660065.333,-248184243.693,-249135886.972,-249088304.808,-248231825.857,2.0,452812464670.0,0.250014408391,8.705791516489999e-14,0.125001466359,107,0.25,0.00781304191492
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-267666303.887,682434.803875,-267666303.887,-267183749.61,-268148858.165,-268100602.737,-267232005.037,2.0,465717261540.0,0.250014408391,8.705791516489999e-14,0.250002932717,77,0.124645892351,0.00779090865171
894.0,-894.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-334147463.208,397765.69605,-334147463.208,-333866200.387,-334428726.029,-334400599.747,-333894326.669,2.0,158217548954.0,0.125007204196,8.705791516489999e-14,0.250002399496,51,0.124645892351,0.00389544601739
894.0,-894.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-366152534.155,21142.9683074,-366152534.155,-366137583.819,-366167484.491,-366165989.457,-366139078.852,2.0,447025108.846,0.250014408391,8.705791516489999e-14,0.125001466359,102,0.124645892351,0.00389545432585
894.0,-894.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-428138476.837,478966.259076,-428138476.837,-427799796.547,-428477157.127,-428443289.098,-427833664.576,2.0,229408677334.0,0.125007204196,8.705791516489999e-14,0.250002932717,76,0.124645892351,0.00389545432585
894.0,-894.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522257445.637,332205.487841,-522257445.637,-522022540.884,-522492350.39,-522468859.915,-522046031.359,2.0,110360486152.0,0.125007204196,8.705791516489999e-14,0.125001466359,101,0.124645892351,0.00194772716293
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-209981114896000.0,3711723.43744,-209981114896000.0,-209981112272000.0,-209981117521000.0,-209981117259000.0,-209981112534000.0,2.0,13776890876000.0,0.125007204196,8.705791516489999e-14,0.125001466359,106,0.25,0.00390652095746
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-215440604229000.0,1876969.29808,-215440604229000.0,-215440602901000.0,-215440605556000.0,-215440605423000.0,-215440603034000.0,2.0,3523013745930.0,0.125007204196,8.705791516489999e-14,0.250002932717,81,0.25,0.00781304191492
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-216462318629000.0,4691551.82448,-216462318629000.0,-216462315312000.0,-216462321947000.0,-216462321615000.0,-216462315644000.0,2.0,22010658521700.0,0.250014408391,8.705791516489999e-14,0.125001466359,112,0.25,0.00781304191492
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-220900091312000.0,369511.265946,-220900091312000.0,-220900091051000.0,-220900091574000.0,-220900091547000.0,-220900091077000.0,2.0,136538575661.0,0.125007204196,8.705791516489999e-14,0.250002399496,56,0.25,0.0078130252508
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-221462932483000.0,1857800.14147,-221462932483000.0,-221462931170000.0,-221462933797000.0,-221462933666000.0,-221462931301000.0,2.0,3451421365660.0,0.249985591609,8.705791516489999e-14,0.125001466359,118,0.25,0.00781214137989
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-221921805817000.0,6162855.97302,-221921805817000.0,-221921801459000.0,-221921810175000.0,-221921809739000.0,-221921801895000.0,2.0,37980793744200.0,0.250014408391,8.705791516489999e-14,0.250002932717,87,0.25,0.0156260838298
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-226359550739000.0,270165.171771,-226359550739000.0,-226359550548000.0,-226359550930000.0,-226359550911000.0,-226359550567000.0,2.0,72989220038.3,0.125007204196,8.705791516489999e-14,0.249997067283,31,0.25,0.00781285860954
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-226922420264000.0,1425693.28629,-226922420264000.0,-226922419256000.0,-226922421272000.0,-226922421171000.0,-226922419356000.0,2.0,2032601346560.0,0.249985591609,8.705791516489999e-14,0.250002932717,93,0.25,0.0156242827598
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-227381292306000.0,7011058.15632,-227381292306000.0,-227381287348000.0,-227381297264000.0,-227381296768000.0,-227381287844000.0,2.0,49154936471300.0,0.250014408391,8.705791516489999e-14,0.250002399496,62,0.25,0.0156260505016
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-228003015785000.0,5437941.14949,-228003015785000.0,-228003011939000.0,-228003019630000.0,-228003019245000.0,-228003012324000.0,2.0,29571203945400.0,0.249985591609,8.705791516489999e-14,0.125001466359,124,0.125354107649,0.00391713604601
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231818808143000.0,2069471.49576,-231818808143000.0,-231818806680000.0,-231818809606000.0,-231818809460000.0,-231818806826000.0,2.0,4282712271770.0,0.125007204196,8.705791516489999e-14,0.124996134146,6,0.25,0.00390635431621
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-232381899381000.0,7250116.57383,-232381899381000.0,-232381894254000.0,-232381904507000.0,-232381903994000.0,-232381894767000.0,2.0,52564190334200.0,0.249985591609,8.705791516489999e-14,0.250002399496,68,0.25,0.0156242494354
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-232840756284000.0,3044900.57377,-232840756284000.0,-232840754131000.0,-232840758437000.0,-232840758222000.0,-232840754346000.0,2.0,9271419504130.0,0.250014408391,8.705791516489999e-14,0.249997067283,37,0.25,0.0156257172191
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-233462511686000.0,8641187.83499,-233462511686000.0,-233462505576000.0,-233462517797000.0,-233462517186000.0,-233462506187000.0,2.0,74670127199500.0,0.249985591609,8.705791516489999e-14,0.250002932717,99,0.125354107649,0.00783427209202
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-237841361731000.0,7890340.09123,-237841361731000.0,-237841356152000.0,-237841367311000.0,-237841366753000.0,-237841356710000.0,2.0,62257466755200.0,0.249985591609,8.705791516489999e-14,0.249997067283,43,0.25,0.0156239161913
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238300010191000.0,148144.306542,-238300010191000.0,-238300010086000.0,-238300010295000.0,-238300010285000.0,-238300010096000.0,2.0,21946735560.8,0.250014408391,8.705791516489999e-14,0.124996134146,12,0.25,0.00781270863241
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238921994947000.0,6782699.36926,-238921994947000.0,-238921990151000.0,-238921999743000.0,-238921999263000.0,-238921990630000.0,2.0,46005010733700.0,0.249985591609,8.705791516489999e-14,0.250002399496,74,0.125354107649,0.00783425538261
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243300614695000.0,1256180.05814,-243300614695000.0,-243300613807000.0,-243300615584000.0,-243300615495000.0,-243300613896000.0,2.0,1577988338460.0,0.249985591609,8.705791516489999e-14,0.124996134146,18,0.25,0.0078118081358
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244381460644000.0,15242589.2903,-244381460644000.0,-244381449866000.0,-244381471422000.0,-244381470344000.0,-244381450944000.0,2.0,232336528272000.0,0.249985591609,8.705791516489999e-14,0.249997067283,49,0.125354107649,0.00783408828855
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840706205000.0,5938253.80122,-249840706205000.0,-249840702006000.0,-249840710404000.0,-249840709984000.0,-249840702426000.0,2.0,35262858207700.0,0.249985591609,8.705791516489999e-14,0.124996134146,24,0.125354107649,0.00391696895194
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-472045131354000.0,5967734.45295,-472045131354000.0,-472045127134000.0,-472045135574000.0,-472045135152000.0,-472045127556000.0,2.0,35613854500900.0,0.125007204196,8.705791516489999e-14,0.125001466359,111,0.25,0.00390652095746
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-477045748262000.0,4627316.14525,-477045748262000.0,-477045744990000.0,-477045751534000.0,-477045751207000.0,-477045745317000.0,2.0,21412054708100.0,0.250014408391,8.705791516489999e-14,0.125001466359,117,0.25,0.00781304191492
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-477504624600000.0,2786922.74092,-477504624600000.0,-477504622629000.0,-477504626571000.0,-477504626373000.0,-477504622826000.0,2.0,7766938363880.0,0.125007204196,8.705791516489999e-14,0.250002932717,86,0.25,0.00781304191492
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-482505235548000.0,12528707.1885,-482505235548000.0,-482505226689000.0,-482505244408000.0,-482505243522000.0,-482505227575000.0,2.0,156968503816000.0,0.250014408391,8.705791516489999e-14,0.250002932717,92,0.25,0.0156260838298
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-482964110918000.0,455094.189537,-482964110918000.0,-482964110597000.0,-482964111240000.0,-482964111208000.0,-482964110629000.0,2.0,207110721350.0,0.125007204196,8.705791516489999e-14,0.250002399496,61,0.25,0.0078130252508
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-483526938204000.0,12787507.033,-483526938204000.0,-483526929162000.0,-483526947246000.0,-483526946342000.0,-483526930066000.0,2.0,163520336119000.0,0.249985591609,8.705791516489999e-14,0.125001466359,123,0.125354107649,0.00391713604601
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-487964726109000.0,401224.762014,-487964726109000.0,-487964725825000.0,-487964726393000.0,-487964726364000.0,-487964725854000.0,2.0,160981309653.0,0.250014408391,8.705791516489999e-14,0.250002399496,67,0.25,0.0156260505016
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-488423569687000.0,3868894.35979,-488423569687000.0,-488423566952000.0,-488423572423000.0,-488423572149000.0,-488423567225000.0,2.0,14968343567200.0,0.125007204196,8.705791516489999e-14,0.249997067283,36,0.25,0.00781285860954
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-488986433646000.0,6113168.72856,-488986433646000.0,-488986429323000.0,-488986437968000.0,-488986437536000.0,-488986429755000.0,2.0,37370831903800.0,0.249985591609,8.705791516489999e-14,0.250002932717,98,0.125354107649,0.00783427209202
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493424182987000.0,9310611.19433,-493424182987000.0,-493424176404000.0,-493424189571000.0,-493424188912000.0,-493424177062000.0,2.0,86687480811900.0,0.250014408391,8.705791516489999e-14,0.249997067283,42,0.25,0.0156257172191
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493882831074000.0,1864300.59621,-493882831074000.0,-493882829755000.0,-493882832392000.0,-493882832260000.0,-493882829887000.0,2.0,3475616713030.0,0.125007204196,8.705791516489999e-14,0.124996134146,11,0.25,0.00390635431621
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-494445920399000.0,3240480.25484,-494445920399000.0,-494445918108000.0,-494445922691000.0,-494445922461000.0,-494445918337000.0,2.0,10500712282000.0,0.249985591609,8.705791516489999e-14,0.250002399496,73,0.125354107649,0.00783425538261
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498883441233000.0,7015492.66601,-498883441233000.0,-498883436272000.0,-498883446194000.0,-498883445697000.0,-498883436768000.0,2.0,49217137346800.0,0.250014408391,8.705791516489999e-14,0.124996134146,17,0.25,0.00781270863241
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499905375084000.0,13670334.6665,-499905375084000.0,-499905365417000.0,-499905384750000.0,-499905383783000.0,-499905366384000.0,2.0,186878049893000.0,0.249985591609,8.705791516489999e-14,0.249997067283,48,0.125354107649,0.00783408828855
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505364628150000.0,4816774.84486,-505364628150000.0,-505364624744000.0,-505364631556000.0,-505364631216000.0,-505364625085000.0,2.0,23201319906100.0,0.249985591609,8.705791516489999e-14,0.124996134146,23,0.125354107649,0.00391696895194
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-732628573464000.0,6781900.2944,-732628573464000.0,-732628568668000.0,-732628578259000.0,-732628577780000.0,-732628569148000.0,2.0,45994171603200.0,0.125007204196,8.705791516489999e-14,0.125001466359,116,0.25,0.00390652095746
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-738088058739000.0,1414473.07056,-738088058739000.0,-738088057739000.0,-738088059739000.0,-738088059639000.0,-738088057839000.0,2.0,2000734067340.0,0.125007204196,8.705791516489999e-14,0.250002932717,91,0.25,0.00781304191492
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-739109767819000.0,3578588.48879,-739109767819000.0,-739109765289000.0,-739109770349000.0,-739109770096000.0,-739109765542000.0,2.0,12806295572100.0,0.250014408391,8.705791516489999e-14,0.125001466359,122,0.125354107649,0.00391758758907
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-743547537009000.0,376429.267236,-743547537009000.0,-743547536743000.0,-743547537276000.0,-743547537249000.0,-743547536770000.0,2.0,141698993232.0,0.125007204196,8.705791516489999e-14,0.250002399496,66,0.25,0.0078130252508
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-744569251864000.0,4766160.98115,-744569251864000.0,-744569248494000.0,-744569255235000.0,-744569254898000.0,-744569248831000.0,2.0,22716290498300.0,0.250014408391,8.705791516489999e-14,0.250002932717,97,0.125354107649,0.00783517517814
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-749006998977000.0,487998.873269,-749006998977000.0,-749006998632000.0,-749006999322000.0,-749006999287000.0,-749006998666000.0,2.0,238142900312.0,0.125007204196,8.705791516489999e-14,0.249997067283,41,0.25,0.00781285860954
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-750028731483000.0,2669729.38208,-750028731483000.0,-750028729595000.0,-750028733371000.0,-750028733182000.0,-750028729784000.0,2.0,7127454973530.0,0.250014408391,8.705791516489999e-14,0.250002399496,72,0.125354107649,0.00783515846681
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754466252563000.0,7645460.28455,-754466252563000.0,-754466247157000.0,-754466257969000.0,-754466257429000.0,-754466247698000.0,2.0,58453062962700.0,0.125007204196,8.705791516489999e-14,0.124996134146,16,0.25,0.00390635431621
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-755488195759000.0,11310134.4278,-755488195759000.0,-755488187762000.0,-755488203757000.0,-755488202957000.0,-755488188562000.0,2.0,127919140774000.0,0.250014408391,8.705791516489999e-14,0.249997067283,47,0.125354107649,0.00783499135348
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760947455907000.0,3205310.53131,-760947455907000.0,-760947453641000.0,-760947458174000.0,-760947457947000.0,-760947453867000.0,2.0,10274015602100.0,0.250014408391,8.705791516489999e-14,0.124996134146,22,0.125354107649,0.00391742047574
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-994692575003000.0,7235963.69902,-994692575003000.0,-994692569886000.0,-994692580119000.0,-994692579608000.0,-994692570398000.0,2.0,52359170653600.0,0.125007204196,8.705791516489999e-14,0.125001466359,121,0.125354107649,0.00195879379453
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1000152064550000.0,12509001.4483,-1000152064550000.0,-1000152055700000.0,-1000152073390000.0,-1000152072510000.0,-1000152056590000.0,2.0,156475117235000.0,0.125007204196,8.705791516489999e-14,0.250002932717,96,0.125354107649,0.00391758758907
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1005611540740000.0,1271894.62247,-1005611540740000.0,-1005611539840000.0,-1005611541640000.0,-1005611541550000.0,-1005611539930000.0,2.0,1617715930660.0,0.125007204196,8.705791516489999e-14,0.250002399496,71,0.125354107649,0.0039175792334
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1011071007360000.0,7161500.84716,-1011071007360000.0,-1011071002300000.0,-1011071012420000.0,-1011071011920000.0,-1011071002800000.0,2.0,51287094383900.0,0.125007204196,8.705791516489999e-14,0.249997067283,46,0.125354107649,0.00391749567674
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016530262420000.0,6455410.62036,-1016530262420000.0,-1016530257860000.0,-1016530266990000.0,-1016530266530000.0,-1016530258320000.0,2.0,41672326277500.0,0.125007204196,8.705791516489999e-14,0.124996134146,21,0.125354107649,0.00195871023787
