smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194931908026000.0,8051861.37756,-194931908026000.0,-194931902333000.0,-194931913720000.0,-194931913150000.0,-194931902902000.0,2.0,64832471643500.0,0.00779728234506,118,0.249546279492,1.83230531396e-13,0.125001398296,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195297186926000.0,6354073.95431,-195297186926000.0,-195297182433000.0,-195297191419000.0,-195297190970000.0,-195297182882000.0,2.0,40374255816800.0,0.003913383159,124,0.125226860254,1.83230531396e-13,0.125001398296,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195807455683000.0,824276.164693,-195807455683000.0,-195807455100000.0,-195807456266000.0,-195807456207000.0,-195807455158000.0,2.0,679431195681.0,0.00391394826849,106,0.250453720508,1.83230531396e-13,0.125001398296,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196111297605000.0,1666789.9391,-196111297605000.0,-196111296426000.0,-196111298784000.0,-196111298666000.0,-196111296544000.0,2.0,2778188701080.0,0.00779840846903,112,0.249546279492,1.83230531396e-13,0.125001398296,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199275966575000.0,4876651.54224,-199275966575000.0,-199275963127000.0,-199275970023000.0,-199275969679000.0,-199275963472000.0,2.0,23781730264400.0,0.0155946083013,93,0.249546279492,1.83230531396e-13,0.250003495741,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199641239750000.0,4595644.05912,-199641239750000.0,-199641236501000.0,-199641243000000.0,-199641242675000.0,-199641236826000.0,2.0,21119944318100.0,0.00782678820604,99,0.125226860254,1.83230531396e-13,0.250003495741,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200151513418000.0,1006594.80939,-200151513418000.0,-200151512706000.0,-200151514129000.0,-200151514058000.0,-200151512777000.0,2.0,1013233110290.0,0.00782791842816,81,0.250453720508,1.83230531396e-13,0.250003495741,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200455354529000.0,1731902.80638,-200455354529000.0,-200455353304000.0,-200455355754000.0,-200455355631000.0,-200455353427000.0,2.0,2999487330760.0,0.0155968605555,87,0.249546279492,1.83230531396e-13,0.250003495741,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203620044132000.0,7328861.48759,-203620044132000.0,-203620038950000.0,-203620049314000.0,-203620048796000.0,-203620039468000.0,2.0,53712210704200.0,0.0155946083013,68,0.249546279492,1.83230531396e-13,0.250003495741,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203985324320000.0,2402325.63906,-203985324320000.0,-203985322621000.0,-203985326019000.0,-203985325849000.0,-203985322791000.0,2.0,5771168476100.0,0.00782678820604,74,0.125226860254,1.83230531396e-13,0.250003495741,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204495595633000.0,2500575.1432,-204495595633000.0,-204495593865000.0,-204495597402000.0,-204495597225000.0,-204495594042000.0,2.0,6252876046800.0,0.00782791842816,56,0.250453720508,1.83230531396e-13,0.250003495741,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204799436710000.0,1313772.02721,-204799436710000.0,-204799435781000.0,-204799437639000.0,-204799437547000.0,-204799435874000.0,2.0,1725996939490.0,0.0155968605555,62,0.249546279492,1.83230531396e-13,0.250003495741,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207964105632000.0,2121973.97539,-207964105632000.0,-207964104132000.0,-207964107133000.0,-207964106983000.0,-207964104282000.0,2.0,4502773552230.0,0.0155941721897,43,0.249546279492,1.83230531396e-13,0.249996504259,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208329385075000.0,2891093.00482,-208329385075000.0,-208329383030000.0,-208329387119000.0,-208329386914000.0,-208329383235000.0,2.0,8358418762530.0,0.00782656932572,49,0.125226860254,1.83230531396e-13,0.249996504259,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208839652335000.0,2666850.48521,-208839652335000.0,-208839650449000.0,-208839654220000.0,-208839654032000.0,-208839650637000.0,2.0,7112091510450.0,0.00782769951624,31,0.250453720508,1.83230531396e-13,0.249996504259,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209143490908000.0,1903201.34657,-209143490908000.0,-209143489562000.0,-209143492253000.0,-209143492119000.0,-209143489696000.0,2.0,3622175365600.0,0.015596424381,37,0.249546279492,1.83230531396e-13,0.249996504259,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212307944992000.0,1813277.58284,-212307944992000.0,-212307943710000.0,-212307946274000.0,-212307946146000.0,-212307943838000.0,2.0,3287975592430.0,0.00779688984465,18,0.249546279492,1.83230531396e-13,0.124995105963,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212673226130000.0,5577452.76499,-212673226130000.0,-212673222186000.0,-212673230074000.0,-212673229679000.0,-212673222580000.0,2.0,31107979345700.0,0.00391318616671,24,0.125226860254,1.83230531396e-13,0.124995105963,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213183490457000.0,1315703.71036,-213183490457000.0,-213183489527000.0,-213183491387000.0,-213183491294000.0,-213183489620000.0,2.0,1731076253440.0,0.00391375124775,6,0.250453720508,1.83230531396e-13,0.124995105963,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213487329793000.0,2353789.60863,-213487329793000.0,-213487328129000.0,-213487331457000.0,-213487331291000.0,-213487328295000.0,2.0,5540325521700.0,0.00779801591193,12,0.249546279492,1.83230531396e-13,0.124995105963,0.25
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407732977945000.0,1820804.64614,-407732977945000.0,-407732976658000.0,-407732979233000.0,-407732979104000.0,-407732976786000.0,2.0,3315329559400.0,0.00779840846903,117,0.249546279492,1.83230531396e-13,0.125001398296,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408098271771000.0,6357076.46228,-408098271771000.0,-408098267276000.0,-408098276266000.0,-408098275817000.0,-408098267725000.0,2.0,40412421147300.0,0.00391281804952,123,0.125226860254,1.83230531396e-13,0.125001398296,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408973825983000.0,2900448.99981,-408973825983000.0,-408973823932000.0,-408973828034000.0,-408973827829000.0,-408973824137000.0,2.0,8412604400490.0,0.0038997672965,111,0.249546279492,1.83230531396e-13,0.125001398296,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412077033950000.0,1800886.64135,-412077033950000.0,-412077032677000.0,-412077035223000.0,-412077035096000.0,-412077032804000.0,2.0,3243192695010.0,0.0155968605555,92,0.249546279492,1.83230531396e-13,0.250003495741,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412442324967000.0,3075423.94283,-412442324967000.0,-412442322792000.0,-412442327141000.0,-412442326924000.0,-412442323010000.0,2.0,9458232428140.0,0.00782565798392,98,0.125226860254,1.83230531396e-13,0.250003495741,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413317883440000.0,2763173.49902,-413317883440000.0,-413317881486000.0,-413317885394000.0,-413317885198000.0,-413317881681000.0,2.0,7635127785670.0,0.00779955640487,86,0.249546279492,1.83230531396e-13,0.250003495741,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416421118038000.0,1649998.14178,-416421118038000.0,-416421116871000.0,-416421119205000.0,-416421119088000.0,-416421116988000.0,2.0,2722493867890.0,0.0155968605555,67,0.249546279492,1.83230531396e-13,0.250003495741,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416786408685000.0,2741336.00868,-416786408685000.0,-416786406746000.0,-416786410623000.0,-416786410429000.0,-416786406940000.0,2.0,7514923112500.0,0.00782565798392,73,0.125226860254,1.83230531396e-13,0.250003495741,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417661964524000.0,3829654.13188,-417661964524000.0,-417661961816000.0,-417661967232000.0,-417661966961000.0,-417661962087000.0,2.0,14666250769800.0,0.00779955640487,61,0.249546279492,1.83230531396e-13,0.250003495741,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420765174419000.0,1919317.61384,-420765174419000.0,-420765173062000.0,-420765175777000.0,-420765175641000.0,-420765173198000.0,2.0,3683780102810.0,0.015596424381,42,0.249546279492,1.83230531396e-13,0.249996504259,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421130463442000.0,1916602.63316,-421130463442000.0,-421130462087000.0,-421130464797000.0,-421130464662000.0,-421130462222000.0,2.0,3673365653450.0,0.0078254391352,48,0.125226860254,1.83230531396e-13,0.249996504259,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-422006021100000.0,7400815.03846,-422006021100000.0,-422006015867000.0,-422006026333000.0,-422006025810000.0,-422006016390000.0,2.0,54772063233400.0,0.0077993382861,36,0.249546279492,1.83230531396e-13,0.249996504259,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425109014707000.0,3519357.55668,-425109014707000.0,-425109012219000.0,-425109017196000.0,-425109016947000.0,-425109012467000.0,2.0,12385877611800.0,0.00779801591193,17,0.249546279492,1.83230531396e-13,0.124995105963,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425474306490000.0,8049653.43664,-425474306490000.0,-425474300798000.0,-425474312182000.0,-425474311613000.0,-425474301368000.0,2.0,64796920450000.0,0.00391262108568,23,0.125226860254,1.83230531396e-13,0.124995105963,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426349860020000.0,2568207.98438,-426349860020000.0,-426349858204000.0,-426349861836000.0,-426349861654000.0,-426349858385000.0,2.0,6595692251010.0,0.00389957098961,11,0.249546279492,1.83230531396e-13,0.124995105963,0.125018050542
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620595513567000.0,4116518.2932,-620595513567000.0,-620595510656000.0,-620595516478000.0,-620595516187000.0,-620595510947000.0,2.0,16945722858200.0,0.0038997672965,116,0.249546279492,1.83230531396e-13,0.125001398296,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620899345564000.0,4188111.79413,-620899345564000.0,-620899342603000.0,-620899348526000.0,-620899348229000.0,-620899342899000.0,2.0,17540280400200.0,0.003913383159,122,0.125226860254,1.83230531396e-13,0.125001398296,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624939568370000.0,3498820.30314,-624939568370000.0,-624939565896000.0,-624939570844000.0,-624939570597000.0,-624939566144000.0,2.0,12241743513600.0,0.00779955640487,91,0.249546279492,1.83230531396e-13,0.250003495741,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-625243392303000.0,1882950.49337,-625243392303000.0,-625243390971000.0,-625243393634000.0,-625243393501000.0,-625243391104000.0,2.0,3545502560480.0,0.00782678820604,97,0.125226860254,1.83230531396e-13,0.250003495741,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629283649984000.0,4979196.07926,-629283649984000.0,-629283646463000.0,-629283653505000.0,-629283653152000.0,-629283646815000.0,2.0,24792393595700.0,0.00779955640487,66,0.249546279492,1.83230531396e-13,0.250003495741,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629587486106000.0,4441988.05409,-629587486106000.0,-629587482966000.0,-629587489247000.0,-629587488933000.0,-629587483280000.0,2.0,19731257872700.0,0.00782678820604,72,0.125226860254,1.83230531396e-13,0.250003495741,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633627708790000.0,2539726.7397,-633627708790000.0,-633627706994000.0,-633627710585000.0,-633627710406000.0,-633627707173000.0,2.0,6450211912330.0,0.0077993382861,41,0.249546279492,1.83230531396e-13,0.249996504259,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633931538036000.0,6211788.02745,-633931538036000.0,-633931533644000.0,-633931542428000.0,-633931541989000.0,-633931534083000.0,2.0,38586310497900.0,0.00782656932572,47,0.125226860254,1.83230531396e-13,0.249996504259,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-637971545569000.0,25060.571432,-637971545569000.0,-637971545552000.0,-637971545587000.0,-637971545585000.0,-637971545553000.0,2.0,628032240.5,0.00389957098961,16,0.249546279492,1.83230531396e-13,0.124995105963,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638275378521000.0,3805428.3442,-638275378521000.0,-638275375831000.0,-638275381212000.0,-638275380943000.0,-638275376100000.0,2.0,14481284882800.0,0.00391318616671,22,0.125226860254,1.83230531396e-13,0.124995105963,0.25
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-833761876194000.0,1826159.21224,-833761876194000.0,-833761874903000.0,-833761877486000.0,-833761877357000.0,-833761875032000.0,2.0,3334857468440.0,0.00195697413424,121,0.125226860254,1.83230531396e-13,0.125001398296,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-838105936039000.0,954079.204088,-838105936039000.0,-838105935364000.0,-838105936713000.0,-838105936646000.0,-838105935432000.0,2.0,910267127674.0,0.00391395921408,96,0.125226860254,1.83230531396e-13,0.250003495741,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842450016005000.0,770791.823104,-842450016005000.0,-842450015460000.0,-842450016550000.0,-842450016496000.0,-842450015515000.0,2.0,594120034564.0,0.00391395921408,71,0.125226860254,1.83230531396e-13,0.250003495741,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846794067534000.0,4044696.57355,-846794067534000.0,-846794064674000.0,-846794070394000.0,-846794070108000.0,-846794064960000.0,2.0,16359570372100.0,0.00391384975812,46,0.125226860254,1.83230531396e-13,0.249996504259,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851137909703000.0,6124980.32862,-851137909703000.0,-851137905372000.0,-851137914034000.0,-851137913601000.0,-851137905805000.0,2.0,37515384026000.0,0.00195687562387,21,0.125226860254,1.83230531396e-13,0.124995105963,0.125018050542
