npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-440974784045.0,681169.535107,-440974784045.0,-440974302385.0,-440975265705.0,-440975217539.0,-440974350551.0,2.0,463991935558.0,0.249333333333,42,0.250009196248,0.25,0.0155839065661,1.0406674226900002e-12
522.0,-413.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-441003878139.0,148239.848821,-441003878139.0,-441003773317.0,-441003982960.0,-441003972478.0,-441003783800.0,2.0,21975052778.6,0.249333333333,47,0.125004598124,0.25,0.00779195328306,1.0406674226900002e-12
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644980829000.0,759929.138246,-124644980829000.0,-124644980292000.0,-124644981367000.0,-124644981313000.0,-124644980346000.0,2.0,577492295155.0,0.249333333333,28,0.124986205628,0.25,0.00779080681749,1.0406674226900002e-12
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124645009638000.0,440132.815464,-124645009638000.0,-124645009326000.0,-124645009949000.0,-124645009918000.0,-124645009358000.0,2.0,193716895248.0,0.249333333333,33,0.249990803752,0.25,0.0155827601005,1.0406674226900002e-12
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124645039408000.0,341757.943503,-124645039408000.0,-124645039166000.0,-124645039650000.0,-124645039626000.0,-124645039191000.0,2.0,116798491947.0,0.249333333333,38,0.250009196248,0.25,0.0155839065661,1.0406674226900002e-12
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124645069001000.0,366121.197163,-124645069001000.0,-124645068742000.0,-124645069260000.0,-124645069234000.0,-124645068768000.0,2.0,134044731012.0,0.249333333333,43,0.250009196248,0.25,0.0155839065661,1.0406674226900002e-12
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124645099004000.0,643253.768263,-124645099004000.0,-124645098549000.0,-124645099459000.0,-124645099413000.0,-124645098594000.0,2.0,413775410384.0,0.249333333333,48,0.125004598124,0.25,0.00779195328306,1.0406674226900002e-12
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922477968000.0,1117619.61174,-124922477968000.0,-124922477178000.0,-124922478759000.0,-124922478680000.0,-124922477257000.0,2.0,1249073596550.0,0.250666666667,54,0.124986205628,0.25,0.00783246888603,1.0406674226900002e-12
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922507110000.0,912681.482904,-124922507110000.0,-124922506465000.0,-124922507756000.0,-124922507691000.0,-124922506530000.0,2.0,832987489236.0,0.250666666667,59,0.249990803752,0.25,0.0156660903685,1.0406674226900002e-12
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922538463000.0,1914395.45459,-124922538463000.0,-124922537110000.0,-124922539817000.0,-124922539682000.0,-124922537245000.0,2.0,3664909956550.0,0.250666666667,64,0.250009196248,0.25,0.0156672429649,1.0406674226900002e-12
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922568345000.0,566052.225543,-124922568345000.0,-124922567944000.0,-124922568745000.0,-124922568705000.0,-124922567984000.0,2.0,320415122043.0,0.250666666667,69,0.250009196248,0.25,0.0156672429649,1.0406674226900002e-12
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124922597730000.0,22735.5822384,-124922597730000.0,-124922597714000.0,-124922597746000.0,-124922597744000.0,-124922597715000.0,2.0,516906699.719,0.250666666667,74,0.125004598124,0.25,0.00783362148244,1.0406674226900002e-12
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253116487000.0,809715.477098,-125253116487000.0,-125253115914000.0,-125253117060000.0,-125253117002000.0,-125253115972000.0,2.0,655639153852.0,0.125333333333,80,0.124986205628,0.25,0.00391623444301,1.0406674226900002e-12
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253145734000.0,228375.647139,-125253145734000.0,-125253145573000.0,-125253145896000.0,-125253145880000.0,-125253145589000.0,2.0,52155436206.3,0.125333333333,85,0.249990803752,0.25,0.00783304518423,1.0406674226900002e-12
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253176184000.0,1130030.47375,-125253176184000.0,-125253175385000.0,-125253176983000.0,-125253176903000.0,-125253175465000.0,2.0,1276968871610.0,0.125333333333,90,0.250009196248,0.25,0.00783362148244,1.0406674226900002e-12
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253204630000.0,2301690.63286,-125253204630000.0,-125253203003000.0,-125253206258000.0,-125253206095000.0,-125253203166000.0,2.0,5297779769390.0,0.125333333333,95,0.250009196248,0.25,0.00783362148244,1.0406674226900002e-12
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253236167000.0,1617911.44801,-125253236167000.0,-125253235023000.0,-125253237311000.0,-125253237197000.0,-125253235138000.0,2.0,2617637453610.0,0.125333333333,100,0.125004598124,0.25,0.00391681074122,1.0406674226900002e-12
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649862959000.0,85573.2561155,-125649862959000.0,-125649862898000.0,-125649863019000.0,-125649863013000.0,-125649862904000.0,2.0,7322782162.21,0.249333333333,2,0.124986205628,0.124973477615,0.00389457688563,1.0406674226900002e-12
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649892464000.0,85728.1125006,-125649892464000.0,-125649892403000.0,-125649892525000.0,-125649892519000.0,-125649892409000.0,2.0,7349309272.92,0.249333333333,7,0.249990803752,0.124973477615,0.00778972688243,1.0406674226900002e-12
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649922381000.0,465273.389399,-125649922381000.0,-125649922052000.0,-125649922710000.0,-125649922677000.0,-125649922085000.0,2.0,216479326883.0,0.249333333333,12,0.250009196248,0.124973477615,0.00779029999359,1.0406674226900002e-12
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649951922000.0,170365.324966,-125649951922000.0,-125649951801000.0,-125649952042000.0,-125649952030000.0,-125649951813000.0,2.0,29024343950.8,0.249333333333,17,0.250009196248,0.124973477615,0.00779029999359,1.0406674226900002e-12
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649981389000.0,163922.068539,-125649981389000.0,-125649981273000.0,-125649981505000.0,-125649981493000.0,-125649981285000.0,2.0,26870444554.1,0.249333333333,22,0.125004598124,0.124973477615,0.00389514999679,1.0406674226900002e-12
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853958320000.0,1116948.39063,-249853958320000.0,-249853957530000.0,-249853959110000.0,-249853959031000.0,-249853957609000.0,2.0,1247573707330.0,0.249333333333,3,0.124986205628,0.124973477615,0.00389457688563,1.0406674226900002e-12
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853987866000.0,176993.909661,-249853987866000.0,-249853987740000.0,-249853987991000.0,-249853987978000.0,-249853987753000.0,2.0,31326844057.1,0.249333333333,8,0.249990803752,0.124973477615,0.00778972688243,1.0406674226900002e-12
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249854016508000.0,767535.309115,-249854016508000.0,-249854015966000.0,-249854017051000.0,-249854016997000.0,-249854016020000.0,2.0,589110450738.0,0.249333333333,13,0.250009196248,0.124973477615,0.00779029999359,1.0406674226900002e-12
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249854046061000.0,226228.296427,-249854046061000.0,-249854045901000.0,-249854046221000.0,-249854046205000.0,-249854045917000.0,2.0,51179242104.4,0.249333333333,18,0.250009196248,0.124973477615,0.00779029999359,1.0406674226900002e-12
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249854076926000.0,506467.61851,-249854076926000.0,-249854076568000.0,-249854077284000.0,-249854077249000.0,-249854076604000.0,2.0,256509448599.0,0.249333333333,23,0.125004598124,0.124973477615,0.00389514999679,1.0406674226900002e-12
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184602247000.0,1276006.62517,-250184602247000.0,-250184601345000.0,-250184603149000.0,-250184603059000.0,-250184601435000.0,2.0,1628192907490.0,0.250666666667,29,0.124986205628,0.25,0.00783246888603,1.0406674226900002e-12
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184631314000.0,276468.564687,-250184631314000.0,-250184631119000.0,-250184631510000.0,-250184631490000.0,-250184631138000.0,2.0,76434867260.0,0.250666666667,34,0.249990803752,0.25,0.0156660903685,1.0406674226900002e-12
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184662172000.0,155812.702807,-250184662172000.0,-250184662061000.0,-250184662282000.0,-250184662271000.0,-250184662072000.0,2.0,24277598356.1,0.250666666667,39,0.250009196248,0.25,0.0156672429649,1.0406674226900002e-12
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184691207000.0,287682.747906,-250184691207000.0,-250184691004000.0,-250184691411000.0,-250184691390000.0,-250184691024000.0,2.0,82761363443.0,0.250666666667,44,0.250009196248,0.25,0.0156672429649,1.0406674226900002e-12
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184719494000.0,277815.116969,-250184719494000.0,-250184719297000.0,-250184719690000.0,-250184719671000.0,-250184719317000.0,2.0,77181239216.6,0.250666666667,49,0.125004598124,0.25,0.00783362148244,1.0406674226900002e-12
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462096962000.0,1373567.16424,-250462096962000.0,-250462095991000.0,-250462097934000.0,-250462097837000.0,-250462096088000.0,2.0,1886686754680.0,0.125333333333,55,0.124986205628,0.25,0.00391623444301,1.0406674226900002e-12
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462127359000.0,1018464.90044,-250462127359000.0,-250462126639000.0,-250462128080000.0,-250462128008000.0,-250462126711000.0,2.0,1037270753420.0,0.125333333333,60,0.249990803752,0.25,0.00783304518423,1.0406674226900002e-12
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462157203000.0,130601.45134,-250462157203000.0,-250462157111000.0,-250462157296000.0,-250462157286000.0,-250462157120000.0,2.0,17056739092.0,0.125333333333,65,0.250009196248,0.25,0.00783362148244,1.0406674226900002e-12
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462186453000.0,264265.801993,-250462186453000.0,-250462186267000.0,-250462186640000.0,-250462186622000.0,-250462186285000.0,2.0,69836414103.0,0.125333333333,70,0.250009196248,0.25,0.00783362148244,1.0406674226900002e-12
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250462214332000.0,480410.777818,-250462214332000.0,-250462213992000.0,-250462214672000.0,-250462214638000.0,-250462214026000.0,2.0,230794515443.0,0.125333333333,75,0.125004598124,0.25,0.00391681074122,1.0406674226900002e-12
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393580250000.0,120635.952404,-375393580250000.0,-375393580164000.0,-375393580335000.0,-375393580326000.0,-375393580173000.0,2.0,14553033012.5,0.250666666667,4,0.124986205628,0.124973477615,0.0039154035,1.0406674226900002e-12
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393608304000.0,1120967.32041,-375393608304000.0,-375393607511000.0,-375393609096000.0,-375393609017000.0,-375393607590000.0,2.0,1256567733430.0,0.250666666667,9,0.249990803752,0.124973477615,0.00783138317592,1.0406674226900002e-12
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393637497000.0,318830.425967,-375393637497000.0,-375393637271000.0,-375393637722000.0,-375393637700000.0,-375393637294000.0,2.0,101652840522.0,0.250666666667,14,0.250009196248,0.124973477615,0.00783195935184,1.0406674226900002e-12
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393667866000.0,1655417.18718,-375393667866000.0,-375393666695000.0,-375393669036000.0,-375393668919000.0,-375393666812000.0,2.0,2740406063620.0,0.250666666667,19,0.250009196248,0.124973477615,0.00783195935184,1.0406674226900002e-12
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375393697355000.0,1076932.90852,-375393697355000.0,-375393696594000.0,-375393698117000.0,-375393698041000.0,-375393696670000.0,2.0,1159784489460.0,0.250666666667,24,0.125004598124,0.124973477615,0.00391597967592,1.0406674226900002e-12
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724220450000.0,2765869.5204,-375724220450000.0,-375724218494000.0,-375724222405000.0,-375724222210000.0,-375724218690000.0,2.0,7650034203860.0,0.125333333333,30,0.124986205628,0.25,0.00391623444301,1.0406674226900002e-12
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724249225000.0,2200719.15431,-375724249225000.0,-375724247669000.0,-375724250781000.0,-375724250626000.0,-375724247825000.0,2.0,4843164796150.0,0.125333333333,35,0.249990803752,0.25,0.00783304518423,1.0406674226900002e-12
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724280457000.0,1331744.18462,-375724280457000.0,-375724279515000.0,-375724281398000.0,-375724281304000.0,-375724279609000.0,2.0,1773542573270.0,0.125333333333,40,0.250009196248,0.25,0.00783362148244,1.0406674226900002e-12
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724309330000.0,592134.44474,-375724309330000.0,-375724308911000.0,-375724309748000.0,-375724309706000.0,-375724308953000.0,2.0,350623200648.0,0.125333333333,45,0.250009196248,0.25,0.00783362148244,1.0406674226900002e-12
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375724338962000.0,717419.712619,-375724338962000.0,-375724338455000.0,-375724339469000.0,-375724339419000.0,-375724338505000.0,2.0,514691044055.0,0.125333333333,50,0.125004598124,0.25,0.00391681074122,1.0406674226900002e-12
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933198309000.0,150475.239852,-500933198309000.0,-500933198202000.0,-500933198415000.0,-500933198404000.0,-500933198213000.0,2.0,22642797808.5,0.125333333333,5,0.124986205628,0.124973477615,0.00195770175,1.0406674226900002e-12
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933228177000.0,801360.270226,-500933228177000.0,-500933227610000.0,-500933228743000.0,-500933228687000.0,-500933227667000.0,2.0,642178282696.0,0.125333333333,10,0.249990803752,0.124973477615,0.00391569158796,1.0406674226900002e-12
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933257199000.0,23060.0337656,-500933257199000.0,-500933257183000.0,-500933257215000.0,-500933257214000.0,-500933257184000.0,2.0,531765157.27,0.125333333333,15,0.250009196248,0.124973477615,0.00391597967592,1.0406674226900002e-12
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933286983000.0,287491.586008,-500933286983000.0,-500933286779000.0,-500933287186000.0,-500933287165000.0,-500933286800000.0,2.0,82651412025.1,0.125333333333,20,0.250009196248,0.124973477615,0.00391597967592,1.0406674226900002e-12
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500933315358000.0,435898.361748,-500933315358000.0,-500933315050000.0,-500933315666000.0,-500933315636000.0,-500933315081000.0,2.0,190007381774.0,0.125333333333,25,0.125004598124,0.124973477615,0.00195798983796,1.0406674226900002e-12
