npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,922865218.237,61394.695676,922865218.237,922908630.842,922821805.631,922826146.891,922904289.582,2.0,3769308657.15,0.250004799048,1.74117872884e-13,0.125007204196,0.124645892351,80,0.00389548340634
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,886003562.478,2439146.34395,886003562.478,887728299.398,884278825.558,884451299.25,887555825.706,2.0,5949434887210.0,0.125002399524,1.74117872884e-13,0.125007204196,0.124645892351,105,0.00194774170317
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816424121000.0,3668733.42227,-231816424121000.0,-231816421527000.0,-231816426716000.0,-231816426456000.0,-231816421787000.0,2.0,13459604923700.0,0.124991734973,1.74117872884e-13,0.125007204196,0.25,6,0.00390621683414
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816465258000.0,1085495.35293,-231816465258000.0,-231816464491000.0,-231816466026000.0,-231816465949000.0,-231816464567000.0,2.0,1178300161220.0,0.249995200952,1.74117872884e-13,0.125007204196,0.25,31,0.00781280028334
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816505673000.0,3317340.53015,-231816505673000.0,-231816503327000.0,-231816508018000.0,-231816507784000.0,-231816503562000.0,2.0,11004748193000.0,0.250005865503,1.74117872884e-13,0.125007204196,0.25,56,0.00781313356976
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816543798000.0,2934521.18313,-231816543798000.0,-231816541723000.0,-231816545873000.0,-231816545665000.0,-231816541930000.0,2.0,8611414574220.0,0.250004799048,1.74117872884e-13,0.125007204196,0.25,81,0.00781310024112
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816583249000.0,3964427.42484,-231816583249000.0,-231816580446000.0,-231816586052000.0,-231816585772000.0,-231816580726000.0,2.0,15716684806800.0,0.125002399524,1.74117872884e-13,0.125007204196,0.25,106,0.00390655012056
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298140604000.0,3696541.65597,-238298140604000.0,-238298137991000.0,-238298143218000.0,-238298142957000.0,-238298138252000.0,2.0,13664420214300.0,0.124991734973,1.74117872884e-13,0.250014408391,0.25,12,0.00781243366828
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298175297000.0,7563667.47541,-238298175297000.0,-238298169949000.0,-238298180645000.0,-238298180111000.0,-238298170484000.0,2.0,57209065678500.0,0.249995200952,1.74117872884e-13,0.250014408391,0.25,37,0.0156256005667
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298220874000.0,280129.919406,-238298220874000.0,-238298220676000.0,-238298221072000.0,-238298221052000.0,-238298220695000.0,2.0,78472771746.2,0.250005865503,1.74117872884e-13,0.250014408391,0.25,62,0.0156262671395
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298255782000.0,6178708.15801,-238298255782000.0,-238298251413000.0,-238298260151000.0,-238298259714000.0,-238298251850000.0,2.0,38176434501800.0,0.250004799048,1.74117872884e-13,0.250014408391,0.25,87,0.0156262004822
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298298290000.0,4183823.30199,-238298298290000.0,-238298295331000.0,-238298301248000.0,-238298300952000.0,-238298295627000.0,2.0,17504377422300.0,0.125002399524,1.74117872884e-13,0.250014408391,0.25,112,0.00781310024112
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299260963000.0,1063678.87692,-243299260963000.0,-243299260211000.0,-243299261715000.0,-243299261640000.0,-243299260286000.0,2.0,1131412753210.0,0.124991734973,1.74117872884e-13,0.249985591609,0.25,18,0.00781153320336
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299287021000.0,3135772.70028,-243299287021000.0,-243299284803000.0,-243299289238000.0,-243299289016000.0,-243299285025000.0,2.0,9833070427800.0,0.249995200952,1.74117872884e-13,0.249985591609,0.25,43,0.0156237995523
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299336450000.0,6459131.68141,-243299336450000.0,-243299331882000.0,-243299341017000.0,-243299340560000.0,-243299332339000.0,2.0,41720382077800.0,0.250005865503,1.74117872884e-13,0.249985591609,0.25,68,0.0156244660483
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299372780000.0,4600201.18555,-243299372780000.0,-243299369527000.0,-243299376032000.0,-243299375707000.0,-243299369852000.0,2.0,21161850947500.0,0.250004799048,1.74117872884e-13,0.249985591609,0.25,93,0.0156243993987
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299403440000.0,2327229.04275,-243299403440000.0,-243299401795000.0,-243299405086000.0,-243299404921000.0,-243299401959000.0,2.0,5415995017400.0,0.125002399524,1.74117872884e-13,0.249985591609,0.25,118,0.00781219969937
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249839855545000.0,6411625.92765,-249839855545000.0,-249839851011000.0,-249839860078000.0,-249839859625000.0,-249839851464000.0,2.0,41108947036200.0,0.124991734973,1.74117872884e-13,0.249985591609,0.125354107649,24,0.0039168310963
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249839895761000.0,10274255.8738,-249839895761000.0,-249839888496000.0,-249839903026000.0,-249839902299000.0,-249839889222000.0,2.0,105560333760000.0,0.249995200952,1.74117872884e-13,0.249985591609,0.125354107649,49,0.00783402980386
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249839950092000.0,2567835.16233,-249839950092000.0,-249839948276000.0,-249839951908000.0,-249839951726000.0,-249839948458000.0,2.0,6593777420880.0,0.250005865503,1.74117872884e-13,0.249985591609,0.125354107649,74,0.00783436399591
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249839980382000.0,5671342.69066,-249839980382000.0,-249839976372000.0,-249839984392000.0,-249839983991000.0,-249839976773000.0,2.0,32164127914900.0,0.250004799048,1.74117872884e-13,0.249985591609,0.125354107649,99,0.00783433057671
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840022003000.0,10072698.5551,-249840022003000.0,-249840014880000.0,-249840029125000.0,-249840028413000.0,-249840015593000.0,2.0,101459256181000.0,0.125002399524,1.74117872884e-13,0.249985591609,0.125354107649,124,0.00391716528835
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880475454000.0,933939.256164,-493880475454000.0,-493880474794000.0,-493880476114000.0,-493880476048000.0,-493880474860000.0,2.0,872242534204.0,0.124991734973,1.74117872884e-13,0.125007204196,0.25,11,0.00390621683414
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880509233000.0,3467204.36571,-493880509233000.0,-493880506781000.0,-493880511685000.0,-493880511440000.0,-493880507026000.0,2.0,12021506113600.0,0.249995200952,1.74117872884e-13,0.125007204196,0.25,36,0.00781280028334
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880547244000.0,6414062.28616,-493880547244000.0,-493880542708000.0,-493880551779000.0,-493880551325000.0,-493880543162000.0,2.0,41140195010800.0,0.250005865503,1.74117872884e-13,0.125007204196,0.25,61,0.00781313356976
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880586522000.0,1466639.38721,-493880586522000.0,-493880585485000.0,-493880587559000.0,-493880587455000.0,-493880585588000.0,2.0,2151031092110.0,0.250004799048,1.74117872884e-13,0.125007204196,0.25,86,0.00781310024112
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880634158000.0,783517.35868,-493880634158000.0,-493880633604000.0,-493880634712000.0,-493880634656000.0,-493880633659000.0,2.0,613899451353.0,0.125002399524,1.74117872884e-13,0.125007204196,0.25,111,0.00390655012056
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881599024000.0,918761.297494,-498881599024000.0,-498881598374000.0,-498881599673000.0,-498881599608000.0,-498881598439000.0,2.0,844122321773.0,0.124991734973,1.74117872884e-13,0.250014408391,0.25,17,0.00781243366828
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881633882000.0,9089964.53367,-498881633882000.0,-498881627455000.0,-498881640310000.0,-498881639667000.0,-498881628098000.0,2.0,82627455223300.0,0.249995200952,1.74117872884e-13,0.250014408391,0.25,42,0.0156256005667
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881672636000.0,5276855.37464,-498881672636000.0,-498881668904000.0,-498881676367000.0,-498881675994000.0,-498881669278000.0,2.0,27845202644900.0,0.250005865503,1.74117872884e-13,0.250014408391,0.25,67,0.0156262671395
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881707149000.0,1344441.52431,-498881707149000.0,-498881706199000.0,-498881708100000.0,-498881708005000.0,-498881706294000.0,2.0,1807523012300.0,0.250004799048,1.74117872884e-13,0.250014408391,0.25,92,0.0156262004822
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881743282000.0,2388632.03011,-498881743282000.0,-498881741593000.0,-498881744971000.0,-498881744802000.0,-498881741761000.0,2.0,5705562975270.0,0.125002399524,1.74117872884e-13,0.250014408391,0.25,117,0.00781310024112
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363290465000.0,6751832.43468,-505363290465000.0,-505363285690000.0,-505363295239000.0,-505363294761000.0,-505363286168000.0,2.0,45587241226000.0,0.124991734973,1.74117872884e-13,0.249985591609,0.125354107649,23,0.0039168310963
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363336630000.0,7417876.42023,-505363336630000.0,-505363331385000.0,-505363341875000.0,-505363341351000.0,-505363331909000.0,2.0,55024890585800.0,0.249995200952,1.74117872884e-13,0.249985591609,0.125354107649,48,0.00783402980386
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363362543000.0,3455651.96447,-505363362543000.0,-505363360100000.0,-505363364987000.0,-505363364742000.0,-505363360344000.0,2.0,11941530499600.0,0.250005865503,1.74117872884e-13,0.249985591609,0.125354107649,73,0.00783436399591
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363413785000.0,7629876.31401,-505363413785000.0,-505363408390000.0,-505363419180000.0,-505363418641000.0,-505363408930000.0,2.0,58215012567100.0,0.250004799048,1.74117872884e-13,0.249985591609,0.125354107649,98,0.00783433057671
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363453153000.0,14998472.7391,-505363453153000.0,-505363442548000.0,-505363463759000.0,-505363462698000.0,-505363443608000.0,2.0,224954184505000.0,0.125002399524,1.74117872884e-13,0.249985591609,0.125354107649,123,0.00391716528835
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754463915598000.0,564842.553666,-754463915598000.0,-754463915199000.0,-754463915998000.0,-754463915958000.0,-754463915239000.0,2.0,319047110432.0,0.124991734973,1.74117872884e-13,0.125007204196,0.25,16,0.00390621683414
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754463964944000.0,9593914.41009,-754463964944000.0,-754463958160000.0,-754463971728000.0,-754463971050000.0,-754463958839000.0,2.0,92043193708200.0,0.249995200952,1.74117872884e-13,0.125007204196,0.25,41,0.00781280028334
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464001253000.0,10852224.4506,-754464001253000.0,-754463993580000.0,-754464008927000.0,-754464008160000.0,-754463994347000.0,2.0,117770775527000.0,0.250005865503,1.74117872884e-13,0.125007204196,0.25,66,0.00781313356976
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464046066000.0,9955706.74374,-754464046066000.0,-754464039026000.0,-754464053106000.0,-754464052402000.0,-754464039730000.0,2.0,99116096767300.0,0.250004799048,1.74117872884e-13,0.125007204196,0.25,91,0.00781310024112
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464091570000.0,360018.998224,-754464091570000.0,-754464091315000.0,-754464091825000.0,-754464091799000.0,-754464091341000.0,2.0,129613679082.0,0.125002399524,1.74117872884e-13,0.125007204196,0.25,116,0.00390655012056
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945629351000.0,13794807.6896,-760945629351000.0,-760945619596000.0,-760945639105000.0,-760945638129000.0,-760945620572000.0,2.0,190296719194000.0,0.124991734973,1.74117872884e-13,0.250014408391,0.125354107649,22,0.00391728260421
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945669662000.0,1030751.85303,-760945669662000.0,-760945668934000.0,-760945670391000.0,-760945670318000.0,-760945669006000.0,2.0,1062449382530.0,0.249995200952,1.74117872884e-13,0.250014408391,0.125354107649,47,0.00783493286205
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945712768000.0,3680239.59639,-760945712768000.0,-760945710166000.0,-760945715370000.0,-760945715110000.0,-760945710426000.0,2.0,13544163486900.0,0.250005865503,1.74117872884e-13,0.250014408391,0.125354107649,72,0.00783526709262
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945741160000.0,354363.558188,-760945741160000.0,-760945740910000.0,-760945741411000.0,-760945741386000.0,-760945740935000.0,2.0,125573531372.0,0.250004799048,1.74117872884e-13,0.250014408391,0.125354107649,97,0.00783523366957
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945784747000.0,14118264.6711,-760945784747000.0,-760945774764000.0,-760945794730000.0,-760945793732000.0,-760945775762000.0,2.0,199325397322000.0,0.125002399524,1.74117872884e-13,0.250014408391,0.125354107649,122,0.00391761683478
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016527963130000.0,13409027.5539,-1016527963130000.0,-1016527953650000.0,-1016527972610000.0,-1016527971660000.0,-1016527954590000.0,2.0,179802019942000.0,0.124991734973,1.74117872884e-13,0.125007204196,0.125354107649,21,0.0019586413021
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528000330000.0,7886015.0947,-1016528000330000.0,-1016527994750000.0,-1016528005910000.0,-1016528005350000.0,-1016527995310000.0,2.0,62189234073800.0,0.249995200952,1.74117872884e-13,0.125007204196,0.125354107649,46,0.00391746643102
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528033930000.0,463035.087078,-1016528033930000.0,-1016528033600000.0,-1016528034250000.0,-1016528034220000.0,-1016528033630000.0,2.0,214401491865.0,0.250005865503,1.74117872884e-13,0.125007204196,0.125354107649,71,0.00391763354631
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528071000000.0,3275984.88182,-1016528071000000.0,-1016528068680000.0,-1016528073320000.0,-1016528073080000.0,-1016528068910000.0,2.0,10732076945900.0,0.250004799048,1.74117872884e-13,0.125007204196,0.125354107649,96,0.00391761683478
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528121130000.0,2159149.76086,-1016528121130000.0,-1016528119600000.0,-1016528122660000.0,-1016528122500000.0,-1016528119760000.0,2.0,4661927689810.0,0.125002399524,1.74117872884e-13,0.125007204196,0.125354107649,121,0.00195880841739
