smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,PointProbability,prefix,ProbabilityWeight-htse_capacity
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1428799980.5,18181696.5486,-1426890152.02,-1411247888.24,-1450171729.73,-1448251274.68,-1412022446.2,4.0,330574089387000.0,0.00195653727845,0.125000566882,0.124990974078,4.95258127397e-14,125,0.125226860254
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1442475820.74,18982869.7672,-1441437732.66,-1421058376.24,-1465969441.4,-1463165842.01,-1423239122.79,4.0,360349344599000.0,0.00779778760718,0.250000944804,0.124990974078,4.95258127397e-14,118,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1465981638.39,35207459.0459,-1455794816.33,-1436065645.98,-1516271274.92,-1508189912.3,-1438034915.37,4.0,1239565172470000.0,0.00391307159924,0.250000944804,0.124990974078,4.95258127397e-14,111,0.125226860254
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1470664261.13,16314668.0287,-1473185261.79,-1448929392.61,-1487357128.34,-1485856490.02,-1451942631.32,4.0,266168392887000.0,0.00779779350107,0.125000566882,0.249981948155,4.95258127397e-14,97,0.249546279492
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1575027816.64,30193400.4493,-1563703281.25,-1553074933.94,-1619629770.09,-1611524823.62,-1554385159.19,4.0,911641430693000.0,0.0039130745569,0.125000566882,0.124990974078,4.95258127397e-14,124,0.250453720508
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1607613684.63,33200044.7931,-1600334414.86,-1576297094.93,-1653488813.89,-1646655541.09,-1578762805.86,4.0,1102242974260000.0,0.00779778760718,0.250000944804,0.124990974078,4.95258127397e-14,117,0.249546279492
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1631208689.26,25224631.7064,-1624242689.41,-1609491347.62,-1666858030.62,-1661348548.95,-1610821229.38,4.0,636282044726000.0,0.0039130745569,0.125000566882,0.249981948155,4.95258127397e-14,96,0.125226860254
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1722271394.22,16981571.1108,-1717290811.53,-1709120387.11,-1745383566.71,-1742273898.78,-1709241705.42,4.0,288373757390000.0,0.00389889675053,0.125000566882,0.124990974078,4.95258127397e-14,123,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1742424860.51,16948371.8039,-1738731171.52,-1726468401.09,-1765768697.91,-1762339773.74,-1727681111.86,4.0,287247306802000.0,0.00391307159924,0.250000944804,0.124990974078,4.95258127397e-14,116,0.125226860254
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1877308915.86,10076506.7052,-1875708759.03,-1867990820.69,-1889827324.71,-1888502907.29,-1868355144.01,4.0,101535987380000.0,0.00389889675053,0.125000566882,0.124990974078,4.95258127397e-14,122,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2047448539.08,23137933.9005,-2043646548.5,-2025188107.44,-2077312951.86,-2073724131.97,-2026495732.99,4.0,535363985183000.0,0.00195653727845,0.125000566882,0.124990974078,4.95258127397e-14,121,0.125226860254
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-148555223110.0,5602.45135137,-148555221671.0,-148555218276.0,-148555230822.0,-148555229734.0,-148555218501.0,4.0,31387461.1444,0.00195650474422,0.124998488314,0.124990974078,4.95258127397e-14,1,0.125226860254
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-526515861468.0,3232067.23573,-526516611907.0,-526511720579.0,-526518501481.0,-526518479919.0,-526512192404.0,4.0,10446258616300.0,0.00779879001474,0.124998488314,0.250018051845,4.95258127397e-14,27,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-152942969812000.0,21899183.6958,-152942964330000.0,-152942949803000.0,-152943000785000.0,-152942995778000.0,-152942951521000.0,4.0,479574246542000.0,0.00779891969886,0.125000566882,0.250018051845,4.95258127397e-14,48,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153257315951000.0,4351285.18142,-153257316786000.0,-153257309921000.0,-153257320310000.0,-153257319804000.0,-153257310928000.0,4.0,18933682730100.0,0.00782727940685,0.125000566882,0.250018051845,4.95258127397e-14,74,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153635299451000.0,31079683.3479,-153635300034000.0,-153635263140000.0,-153635334597000.0,-153635331378000.0,-153635266709000.0,4.0,965946717007000.0,0.0039130745569,0.125000566882,0.249981948155,4.95258127397e-14,100,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-154163003546000.0,5263812.13001,-154163003407000.0,-154162997359000.0,-154163010012000.0,-154163009205000.0,-154162998083000.0,4.0,27707718140000.0,0.00389889675053,0.125000566882,0.124990974078,4.95258127397e-14,22,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-169570510865000.0,20014834.6454,-169570506071000.0,-169570494897000.0,-169570536421000.0,-169570533538000.0,-169570494903000.0,4.0,400593605883000.0,0.0155978276082,0.250000944804,0.250018051845,4.95258127397e-14,43,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-169884876055000.0,736609.917454,-169884876203000.0,-169884875030000.0,-169884876785000.0,-169884876700000.0,-169884875203000.0,4.0,542594170492.0,0.0156545469814,0.250000944804,0.250018051845,4.95258127397e-14,69,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-170262807615000.0,17144700.0259,-170262802209000.0,-170262793843000.0,-170262832198000.0,-170262828275000.0,-170262794523000.0,4.0,293940738978000.0,0.00782614319848,0.250000944804,0.249981948155,4.95258127397e-14,95,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-170790546384000.0,4638224.01854,-170790544728000.0,-170790543098000.0,-170790552980000.0,-170790551973000.0,-170790543111000.0,4.0,21513122046200.0,0.00779778760718,0.250000944804,0.124990974078,4.95258127397e-14,17,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186198040098000.0,14457902.4181,-186198042996000.0,-186198021682000.0,-186198052720000.0,-186198052383000.0,-186198023758000.0,4.0,209030942333000.0,0.0155978276082,0.250000944804,0.250018051845,4.95258127397e-14,38,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186512395903000.0,18375736.2538,-186512400207000.0,-186512371167000.0,-186512412030000.0,-186512411338000.0,-186512374441000.0,4.0,337667682870000.0,0.0156545469814,0.250000944804,0.250018051845,4.95258127397e-14,64,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-186890364053000.0,23751837.3617,-186890370805000.0,-186890330308000.0,-186890384293000.0,-186890383041000.0,-186890335611000.0,4.0,564149778058000.0,0.00782614319848,0.250000944804,0.249981948155,4.95258127397e-14,90,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-187418068496000.0,6536040.73946,-187418068404000.0,-187418060911000.0,-187418076266000.0,-187418075426000.0,-187418061696000.0,4.0,42719828547900.0,0.00779778760718,0.250000944804,0.124990974078,4.95258127397e-14,12,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-202825560978000.0,11662462.7824,-202825556997000.0,-202825551861000.0,-202825578058000.0,-202825575029000.0,-202825552502000.0,4.0,136013038150000.0,0.0155977097136,0.249999055196,0.250018051845,4.95258127397e-14,33,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203139948427000.0,12899668.8973,-203139950585000.0,-203139932931000.0,-203139959606000.0,-203139959437000.0,-203139934394000.0,4.0,166401457661000.0,0.015654428658,0.249999055196,0.250018051845,4.95258127397e-14,59,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203517880980000.0,30173336.8392,-203517871837000.0,-203517856550000.0,-203517923695000.0,-203517917183000.0,-203517857576000.0,4.0,910430256014000.0,0.00782608404535,0.249999055196,0.249981948155,4.95258127397e-14,85,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204045609165000.0,4144990.63187,-204045610551000.0,-204045603150000.0,-204045612409000.0,-204045612236000.0,-204045604154000.0,4.0,17180947338300.0,0.00779772866837,0.249999055196,0.124990974078,4.95258127397e-14,7,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219452829079000.0,6610788.08478,-219452828649000.0,-219452821535000.0,-219452837484000.0,-219452836348000.0,-219452822413000.0,4.0,43702519101900.0,0.00779879001474,0.124998488314,0.250018051845,4.95258127397e-14,28,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219767201441000.0,17702493.6693,-219767202488000.0,-219767178797000.0,-219767221993000.0,-219767219245000.0,-219767182173000.0,4.0,313378282113000.0,0.00782714925116,0.124998488314,0.250018051845,4.95258127397e-14,54,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220145142682000.0,14905766.8026,-220145145749000.0,-220145121995000.0,-220145157235000.0,-220145155812000.0,-220145125259000.0,4.0,222181883973000.0,0.00391300948845,0.124998488314,0.249981948155,4.95258127397e-14,80,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220672867436000.0,2532948.2974,-220672867045000.0,-220672865120000.0,-220672870535000.0,-220672870223000.0,-220672865198000.0,4.0,6415827077330.0,0.00389883191784,0.124998488314,0.124990974078,4.95258127397e-14,2,0.249546279492
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373089326750000.0,13000534.0256,-373089332006000.0,-373089307764000.0,-373089335224000.0,-373089335209000.0,-373089310932000.0,4.0,169013884950000.0,0.00389889675053,0.125000566882,0.124990974078,4.95258127397e-14,23,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373467271461000.0,15137214.5965,-373467265830000.0,-373467260397000.0,-373467293786000.0,-373467289782000.0,-373467261023000.0,4.0,229135265741000.0,0.00782727940685,0.125000566882,0.250018051845,4.95258127397e-14,49,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-373781648118000.0,12754315.5614,-373781647129000.0,-373781636705000.0,-373781661508000.0,-373781660760000.0,-373781636860000.0,4.0,162672565441000.0,0.00391363970343,0.125000566882,0.250018051845,4.95258127397e-14,75,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-389716853609000.0,8799110.91421,-389716852307000.0,-389716845876000.0,-389716863946000.0,-389716863037000.0,-389716846004000.0,4.0,77424352880500.0,0.00779778760718,0.250000944804,0.124990974078,4.95258127397e-14,18,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-390094825948000.0,33077755.5916,-390094814514000.0,-390094801335000.0,-390094873429000.0,-390094865936000.0,-390094801968000.0,4.0,1094137914980000.0,0.0156545469814,0.250000944804,0.250018051845,4.95258127397e-14,44,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-390409172835000.0,11155953.9523,-390409175310000.0,-390409158860000.0,-390409181859000.0,-390409181851000.0,-390409160353000.0,4.0,124455308585000.0,0.00782727349068,0.250000944804,0.250018051845,4.95258127397e-14,70,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-406344373239000.0,10435035.7134,-406344368742000.0,-406344366711000.0,-406344388762000.0,-406344385931000.0,-406344366843000.0,4.0,108889970340000.0,0.00779778760718,0.250000944804,0.124990974078,4.95258127397e-14,13,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-406722335084000.0,26162689.8476,-406722327951000.0,-406722312199000.0,-406722372236000.0,-406722366326000.0,-406722313829000.0,4.0,684486340060000.0,0.0156545469814,0.250000944804,0.250018051845,4.95258127397e-14,39,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-407036707480000.0,17950852.6965,-407036707008000.0,-407036686526000.0,-407036729380000.0,-407036726756000.0,-407036688866000.0,4.0,322233112530000.0,0.00782727349068,0.250000944804,0.250018051845,4.95258127397e-14,65,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-422971916307000.0,4789196.21198,-422971917747000.0,-422971909741000.0,-422971919994000.0,-422971919956000.0,-422971910643000.0,4.0,22936400356900.0,0.00779772866837,0.249999055196,0.124990974078,4.95258127397e-14,8,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-423349869148000.0,11885906.3092,-423349866175000.0,-423349858229000.0,-423349886011000.0,-423349883206000.0,-423349859251000.0,4.0,141274768792000.0,0.015654428658,0.249999055196,0.250018051845,4.95258127397e-14,34,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-423664260819000.0,27898319.002,-423664258399000.0,-423664229306000.0,-423664297172000.0,-423664291667000.0,-423664233359000.0,4.0,778316203136000.0,0.00782721432901,0.249999055196,0.250018051845,4.95258127397e-14,60,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439599182498000.0,6566132.62874,-439599184805000.0,-439599172843000.0,-439599187538000.0,-439599187158000.0,-439599174608000.0,4.0,43114097698200.0,0.00389883191784,0.124998488314,0.124990974078,4.95258127397e-14,3,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439977146579000.0,20303751.1615,-439977140319000.0,-439977130965000.0,-439977174713000.0,-439977170731000.0,-439977131192000.0,4.0,412242311229000.0,0.00782714925116,0.124998488314,0.250018051845,4.95258127397e-14,29,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440291510101000.0,40725822.9898,-440291492478000.0,-440291484521000.0,-440291570926000.0,-440291559245000.0,-440291485628000.0,4.0,1658592658200000.0,0.00391357462558,0.124998488314,0.250018051845,4.95258127397e-14,55,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-593613633938000.0,17735317.3912,-593613631387000.0,-593613618423000.0,-593613654556000.0,-593613652806000.0,-593613618642000.0,4.0,314541482966000.0,0.0039130745569,0.125000566882,0.124990974078,4.95258127397e-14,24,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-593991577754000.0,13990850.3946,-593991570994000.0,-593991570306000.0,-593991598724000.0,-593991594646000.0,-593991570327000.0,4.0,195743894765000.0,0.00391363970343,0.125000566882,0.250018051845,4.95258127397e-14,50,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610241160124000.0,8019336.99166,-610241159397000.0,-610241153006000.0,-610241168696000.0,-610241168174000.0,-610241153092000.0,4.0,64309765785900.0,0.00782614319848,0.250000944804,0.124990974078,4.95258127397e-14,19,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-610619120405000.0,24240547.9926,-610619120695000.0,-610619096455000.0,-610619143776000.0,-610619143003000.0,-610619097402000.0,4.0,587604166980000.0,0.00782727349068,0.250000944804,0.250018051845,4.95258127397e-14,45,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-626868675976000.0,6572872.44419,-626868675001000.0,-626868670038000.0,-626868683865000.0,-626868683118000.0,-626868670200000.0,4.0,43202652167700.0,0.00782614319848,0.250000944804,0.124990974078,4.95258127397e-14,14,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-627246641496000.0,27527826.283,-627246634197000.0,-627246619092000.0,-627246678499000.0,-627246673678000.0,-627246619534000.0,4.0,757781219865000.0,0.00782727349068,0.250000944804,0.250018051845,4.95258127397e-14,40,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643496219878000.0,9040104.57894,-643496219894000.0,-643496209536000.0,-643496230187000.0,-643496229242000.0,-643496210490000.0,4.0,81723490798200.0,0.00782608404535,0.249999055196,0.124990974078,4.95258127397e-14,9,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643874186349000.0,29242090.8187,-643874179564000.0,-643874159882000.0,-643874226387000.0,-643874220745000.0,-643874161452000.0,4.0,855099875450000.0,0.00782721432901,0.249999055196,0.250018051845,4.95258127397e-14,35,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660123500438000.0,23347641.1827,-660123491731000.0,-660123483384000.0,-660123534904000.0,-660123528665000.0,-660123484399000.0,4.0,545112348798000.0,0.00391300948845,0.124998488314,0.124990974078,4.95258127397e-14,4,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660501441035000.0,19658238.2559,-660501442582000.0,-660501419998000.0,-660501458980000.0,-660501458615000.0,-660501421291000.0,4.0,386446331325000.0,0.00391357462558,0.124998488314,0.250018051845,4.95258127397e-14,30,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-814137927687000.0,26408827.1064,-814137917402000.0,-814137909090000.0,-814137966853000.0,-814137959536000.0,-814137910236000.0,4.0,697426149137000.0,0.00195653727845,0.125000566882,0.124990974078,4.95258127397e-14,25,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-830765490556000.0,39249443.0237,-830765479777000.0,-830765458969000.0,-830765543700000.0,-830765536637000.0,-830765459564000.0,4.0,1540518777670000.0,0.00391307159924,0.250000944804,0.124990974078,4.95258127397e-14,20,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847392980398000.0,5633546.18605,-847392979625000.0,-847392974368000.0,-847392987972000.0,-847392986777000.0,-847392975100000.0,4.0,31736842630300.0,0.00391307159924,0.250000944804,0.124990974078,4.95258127397e-14,15,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864020541055000.0,24618178.4146,-864020540265000.0,-864020511918000.0,-864020571773000.0,-864020567570000.0,-864020515646000.0,4.0,606054708455000.0,0.00391304202267,0.249999055196,0.124990974078,4.95258127397e-14,10,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880647811887000.0,12117023.4053,-880647813589000.0,-880647797461000.0,-880647822909000.0,-880647822598000.0,-880647798793000.0,4.0,146822256204000.0,0.00195650474422,0.124998488314,0.124990974078,4.95258127397e-14,5,0.125226860254
