npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742167334000.0,525388.006111,-260742167334000.0,-260742166962000.0,-260742167705000.0,-260742167668000.0,-260742166999000.0,2.0,276032556965.0,0.00781264919443,0.25,1.69457067906e-13,17,0.125,0.250004774222
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742220404000.0,40259.5665286,-260742220404000.0,-260742220376000.0,-260742220433000.0,-260742220430000.0,-260742220379000.0,2.0,1620832697.07,0.00390630802006,0.25,1.69457067906e-13,22,0.125,0.125001856642
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912840090000.0,1189238.59062,-260912840090000.0,-260912839249000.0,-260912840931000.0,-260912840846000.0,-260912839333000.0,2.0,1414288425420.0,0.00781201926239,0.25,1.69457067906e-13,54,0.25,0.124992308198
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912889985000.0,3898942.00067,-260912889985000.0,-260912887228000.0,-260912892742000.0,-260912892467000.0,-260912887504000.0,2.0,15201748724600.0,0.0156247016111,0.25,1.69457067906e-13,59,0.25,0.249995225778
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912944228000.0,271404.044949,-260912944228000.0,-260912944036000.0,-260912944420000.0,-260912944401000.0,-260912944055000.0,2.0,73660155614.8,0.0156253646975,0.25,1.69457067906e-13,64,0.25,0.25000583516
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912998085000.0,1408538.54432,-260912998085000.0,-260912997089000.0,-260912999081000.0,-260912998981000.0,-260912997188000.0,2.0,1983980830830.0,0.0156252983889,0.25,1.69457067906e-13,69,0.25,0.250004774222
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260913050169000.0,155530.036871,-260913050169000.0,-260913050059000.0,-260913050279000.0,-260913050268000.0,-260913050070000.0,2.0,24189592369.2,0.00781261604011,0.25,1.69457067906e-13,74,0.25,0.125001856642
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567718388000.0,426450.177714,-261567718388000.0,-261567718087000.0,-261567718690000.0,-261567718659000.0,-261567718117000.0,2.0,181859754073.0,0.00781201926239,0.25,1.69457067906e-13,28,0.25,0.124992308198
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567771229000.0,4657302.73188,-261567771229000.0,-261567767936000.0,-261567774522000.0,-261567774193000.0,-261567768265000.0,2.0,21690468736400.0,0.0156247016111,0.25,1.69457067906e-13,33,0.25,0.249995225778
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567824154000.0,5089720.64776,-261567824154000.0,-261567820555000.0,-261567827753000.0,-261567827393000.0,-261567820915000.0,2.0,25905256272200.0,0.0156253646975,0.25,1.69457067906e-13,38,0.25,0.25000583516
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567877393000.0,2208659.23426,-261567877393000.0,-261567875831000.0,-261567878955000.0,-261567878798000.0,-261567875987000.0,2.0,4878175613080.0,0.0156252983889,0.25,1.69457067906e-13,43,0.25,0.250004774222
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567931683000.0,1003554.00716,-261567931683000.0,-261567930973000.0,-261567932392000.0,-261567932321000.0,-261567931044000.0,2.0,1007120645290.0,0.00781261604011,0.25,1.69457067906e-13,48,0.25,0.125001856642
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738534639000.0,5028922.45766,-261738534639000.0,-261738531084000.0,-261738538195000.0,-261738537840000.0,-261738531439000.0,2.0,25290061085200.0,0.00391707481429,0.125354107649,1.69457067906e-13,80,0.25,0.124992308198
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738584726000.0,8535905.38051,-261738584726000.0,-261738578691000.0,-261738590762000.0,-261738590159000.0,-261738579294000.0,2.0,72861680665000.0,0.00783448211097,0.125354107649,1.69457067906e-13,85,0.25,0.249995225778
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738642900000.0,281839.836185,-261738642900000.0,-261738642701000.0,-261738643099000.0,-261738643079000.0,-261738642721000.0,2.0,79433693260.9,0.00783481459336,0.125354107649,1.69457067906e-13,90,0.25,0.25000583516
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738684897000.0,1145459.48847,-261738684897000.0,-261738684087000.0,-261738685707000.0,-261738685626000.0,-261738684168000.0,2.0,1312077439740.0,0.00783478134512,0.125354107649,1.69457067906e-13,95,0.25,0.250004774222
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738741119000.0,1566785.66109,-261738741119000.0,-261738740011000.0,-261738742227000.0,-261738742116000.0,-261738740122000.0,2.0,2454817307810.0,0.00391737404844,0.125354107649,1.69457067906e-13,100,0.25,0.125001856642
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151233507000.0,8022594.935,-522151233507000.0,-522151227834000.0,-522151239179000.0,-522151238612000.0,-522151228401000.0,2.0,64362029491100.0,0.00781201926239,0.25,1.69457067906e-13,29,0.25,0.124992308198
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151286234000.0,3848670.61971,-522151286234000.0,-522151283512000.0,-522151288955000.0,-522151288683000.0,-522151283784000.0,2.0,14812265539000.0,0.0156247016111,0.25,1.69457067906e-13,34,0.25,0.249995225778
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151339861000.0,3118338.96049,-522151339861000.0,-522151337656000.0,-522151342066000.0,-522151341846000.0,-522151337877000.0,2.0,9724037872500.0,0.0156253646975,0.25,1.69457067906e-13,39,0.25,0.25000583516
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151394871000.0,4048445.07918,-522151394871000.0,-522151392008000.0,-522151397733000.0,-522151397447000.0,-522151392294000.0,2.0,16389907559100.0,0.0156252983889,0.25,1.69457067906e-13,44,0.25,0.250004774222
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151449013000.0,4565697.49032,-522151449013000.0,-522151445784000.0,-522151452241000.0,-522151451918000.0,-522151446107000.0,2.0,20845593573100.0,0.00781261604011,0.25,1.69457067906e-13,49,0.25,0.125001856642
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806117901000.0,20918.2957137,-522806117901000.0,-522806117886000.0,-522806117916000.0,-522806117914000.0,-522806117888000.0,2.0,437575095.566,0.0039060096312,0.25,1.69457067906e-13,3,0.125,0.124992308198
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806168309000.0,2716431.53107,-522806168309000.0,-522806166388000.0,-522806170230000.0,-522806170038000.0,-522806166580000.0,2.0,7379000263000.0,0.00781235080557,0.25,1.69457067906e-13,8,0.125,0.249995225778
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806220573000.0,398345.025453,-522806220573000.0,-522806220291000.0,-522806220854000.0,-522806220826000.0,-522806220319000.0,2.0,158678759303.0,0.00781268234875,0.25,1.69457067906e-13,13,0.125,0.25000583516
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806273377000.0,1056289.32379,-522806273377000.0,-522806272630000.0,-522806274124000.0,-522806274049000.0,-522806272705000.0,2.0,1115747135560.0,0.00781264919443,0.25,1.69457067906e-13,18,0.125,0.250004774222
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806326565000.0,689782.223106,-522806326565000.0,-522806326078000.0,-522806327053000.0,-522806327004000.0,-522806326126000.0,2.0,475799515313.0,0.00390630802006,0.25,1.69457067906e-13,23,0.125,0.125001856642
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976932289000.0,2569916.48694,-522976932289000.0,-522976930472000.0,-522976934106000.0,-522976933925000.0,-522976930654000.0,2.0,6604470749860.0,0.00391707481429,0.125354107649,1.69457067906e-13,55,0.25,0.124992308198
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976986204000.0,8175252.35057,-522976986204000.0,-522976980424000.0,-522976991985000.0,-522976991407000.0,-522976981002000.0,2.0,66834750995500.0,0.00783448211097,0.125354107649,1.69457067906e-13,60,0.25,0.249995225778
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522977048122000.0,3062228.97674,-522977048122000.0,-522977045956000.0,-522977050287000.0,-522977050071000.0,-522977046173000.0,2.0,9377246306000.0,0.00783481459336,0.125354107649,1.69457067906e-13,65,0.25,0.25000583516
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522977092608000.0,5459497.03455,-522977092608000.0,-522977088747000.0,-522977096468000.0,-522977096082000.0,-522977089134000.0,2.0,29806107870300.0,0.00783478134512,0.125354107649,1.69457067906e-13,70,0.25,0.250004774222
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522977149099000.0,4126213.87622,-522977149099000.0,-522977146181000.0,-522977152016000.0,-522977151724000.0,-522977146473000.0,2.0,17025640952300.0,0.00391737404844,0.125354107649,1.69457067906e-13,75,0.25,0.125001856642
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389632263000.0,554456.127322,-783389632263000.0,-783389631871000.0,-783389632655000.0,-783389632616000.0,-783389631910000.0,2.0,307421597125.0,0.0039060096312,0.25,1.69457067906e-13,4,0.125,0.124992308198
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389679374000.0,4522074.4378,-783389679374000.0,-783389676176000.0,-783389682571000.0,-783389682252000.0,-783389676496000.0,2.0,20449157221000.0,0.00781235080557,0.25,1.69457067906e-13,9,0.125,0.249995225778
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389732592000.0,912755.530243,-783389732592000.0,-783389731947000.0,-783389733237000.0,-783389733173000.0,-783389732011000.0,2.0,833122657988.0,0.00781268234875,0.25,1.69457067906e-13,14,0.125,0.25000583516
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389789447000.0,7307690.13603,-783389789447000.0,-783389784280000.0,-783389794614000.0,-783389794097000.0,-783389784796000.0,2.0,53402335124300.0,0.00781264919443,0.25,1.69457067906e-13,19,0.125,0.250004774222
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389840943000.0,1627530.61931,-783389840943000.0,-783389839792000.0,-783389842094000.0,-783389841979000.0,-783389839908000.0,2.0,2648855916780.0,0.00390630802006,0.25,1.69457067906e-13,24,0.125,0.125001856642
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215330954000.0,2764594.3859,-784215330954000.0,-784215328999000.0,-784215332909000.0,-784215332713000.0,-784215329195000.0,2.0,7642982118550.0,0.00391707481429,0.125354107649,1.69457067906e-13,30,0.25,0.124992308198
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215385568000.0,1894281.61437,-784215385568000.0,-784215384229000.0,-784215386908000.0,-784215386774000.0,-784215384363000.0,2.0,3588302834550.0,0.00783448211097,0.125354107649,1.69457067906e-13,35,0.25,0.249995225778
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215447268000.0,3489782.24103,-784215447268000.0,-784215444801000.0,-784215449736000.0,-784215449489000.0,-784215445047000.0,2.0,12178580089800.0,0.00783481459336,0.125354107649,1.69457067906e-13,40,0.25,0.25000583516
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215491149000.0,1511343.5176,-784215491149000.0,-784215490081000.0,-784215492218000.0,-784215492111000.0,-784215490188000.0,2.0,2284159228200.0,0.00783478134512,0.125354107649,1.69457067906e-13,45,0.25,0.250004774222
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215545049000.0,8521389.78202,-784215545049000.0,-784215539023000.0,-784215551074000.0,-784215550472000.0,-784215539626000.0,2.0,72614083817100.0,0.00391737404844,0.125354107649,1.69457067906e-13,50,0.25,0.125001856642
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453725930000.0,934855.357193,-1045453725930000.0,-1045453725270000.0,-1045453726590000.0,-1045453726520000.0,-1045453725330000.0,2.0,873954538873.0,0.00195853740714,0.125354107649,1.69457067906e-13,5,0.125,0.124992308198
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453780450000.0,821347.925027,-1045453780450000.0,-1045453779870000.0,-1045453781040000.0,-1045453780980000.0,-1045453779930000.0,2.0,674612413946.0,0.00391724105548,0.125354107649,1.69457067906e-13,10,0.125,0.249995225778
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453838170000.0,2196820.78624,-1045453838170000.0,-1045453836620000.0,-1045453839730000.0,-1045453839570000.0,-1045453836780000.0,2.0,4826021566840.0,0.00391740729668,0.125354107649,1.69457067906e-13,15,0.125,0.25000583516
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453890430000.0,1564547.20409,-1045453890430000.0,-1045453889320000.0,-1045453891540000.0,-1045453891430000.0,-1045453889440000.0,2.0,2447807953830.0,0.00391739067256,0.125354107649,1.69457067906e-13,20,0.125,0.250004774222
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453943800000.0,9877407.83758,-1045453943800000.0,-1045453936810000.0,-1045453950780000.0,-1045453950080000.0,-1045453937510000.0,2.0,97563185589900.0,0.00195868702422,0.125354107649,1.69457067906e-13,25,0.125,0.125001856642
