npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight
894.0,-879.0,-17658.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,9819.0,ref,davis_besse,ohio,covid,2167476507.63,1688458.95688,2168182552.28,2168563958.63,2164976967.32,2165420240.41,2168544312.33,4.0,2850893649070.0,7.14381720314e-13,0.111066468984,0.055415617128499996,211,0.111111111111,0.00068386854678
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,68730.0,ref,davis_besse,ohio,covid,2150669550.62,3358085.37978,2151450953.81,2153846642.65,2145929652.22,2146734493.71,2153510643.07,4.0,11276737417900.0,7.14381720314e-13,0.111128716457,0.11146095717900001,373,0.111111111111,0.00137627923404
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,88367.0,ref,davis_besse,ohio,covid,2150376238.47,2708037.64692,2150706836.57,2153323109.79,2146768170.97,2147329043.68,2152960595.94,4.0,7333467897140.0,7.14381720314e-13,0.0555586993673,0.11146095717900001,393,0.111111111111,0.0006880695345660001
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,49093.0,ref,davis_besse,ohio,covid,2149346305.97,1941318.7272400002,2149549080.37,2151475547.98,2146811515.15,2147167540.43,2151241187.34,4.0,3768718400730.0,7.14381720314e-13,0.11112305759600001,0.11146095717900001,353,0.111111111111,0.0013762091515899999
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39274.0,ref,davis_besse,ohio,covid,2148977976.39,2170579.3930099998,2149420423.56,2151020526.87,2146050531.56,2146449907.99,2150886618.75,4.0,4711414901360.0,7.14381720314e-13,0.11112305759600001,0.11146095717900001,343,0.111111111111,0.0013762091515899999
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,78549.0,ref,davis_besse,ohio,covid,2148639475.15,1802168.8613599997,2148607215.09,2150848651.74,2146494818.67,2146757455.28,2150566659.09,4.0,3247812604840.0,7.14381720314e-13,0.11112305759600001,0.11146095717900001,383,0.111111111111,0.0013762091515899999
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,58911.0,ref,davis_besse,ohio,covid,2148491163.43,2189568.05828,2148559420.24,2151019685.89,2145826127.35,2146136766.03,2150750001.3,4.0,4794208281840.0,7.14381720314e-13,0.11112305759600001,0.11146095717900001,363,0.111111111111,0.0013762091515899999
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,19637.0,ref,davis_besse,ohio,covid,2146584882.02,2197481.24682,2146909008.85,2148672005.96,2143849504.44,2144142808.15,2148573178.34,4.0,4828923830110.0,7.14381720314e-13,0.11112305759600001,0.11146095717900001,323,0.111111111111,0.0013762091515899999
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,29456.0,ref,davis_besse,ohio,covid,2146181390.19,2035403.26843,2146713621.19,2147783369.89,2143514948.47,2143837936.26,2147779720.7,4.0,4142866465120.0,7.14381720314e-13,0.11112305759600001,0.11146095717900001,333,0.111111111111,0.0013762091515899999
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,9819.0,ref,davis_besse,ohio,covid,2135949409.02,2389523.45651,2134994840.96,2139471187.53,2134336766.63,2134377042.5,2138858170.83,4.0,5709822349230.0,7.14381720314e-13,0.111066468984,0.11146095717900001,313,0.111111111111,0.00137550832705
894.0,-879.0,-17658.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,2125037749.98,916464.100476,2125370344.6,2125719611.82,2123690698.92,2123928026.02,2125681841.49,4.0,839906447462.0,7.14381720314e-13,0.055507769616400006,0.055415617128499996,201,0.111111111111,0.000341777478747
894.0,-703.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,2102951588.5,2230423.61203,2103725859.2,2104644223.27,2099710412.34,2100249520.53,2104569677.5,4.0,4974789489110.0,7.14381720314e-13,0.055507769616400006,0.11146095717900001,303,0.111111111111,0.0006874387924789999
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,49093.0,ref,davis_besse,ohio,covid,2094624415.68,1994865.9794700001,2094078256.21,2097454570.9,2092886579.39,2093006082.15,2097007372.46,4.0,3979490276040.0,7.14381720314e-13,0.11112305759600001,0.11083123425699999,352,0.111111111111,0.0013684339586400001
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,88367.0,ref,davis_besse,ohio,covid,2093963058.87,1723050.0528799999,2094664693.54,2095123613.72,2091399234.68,2091884262.89,2095059566.31,4.0,2968901484720.0,7.14381720314e-13,0.0555586993673,0.11083123425699999,392,0.111111111111,0.0006841821360659999
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,78549.0,ref,davis_besse,ohio,covid,2093457300.95,4573154.57076,2094379583.33,2097807596.8,2087262440.35,2088124926.99,2097498479.58,4.0,20913742728100.0,7.14381720314e-13,0.11112305759600001,0.11083123425699999,382,0.111111111111,0.0013684339586400001
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39274.0,ref,davis_besse,ohio,covid,2092607810.71,3466823.0444900002,2092359945.03,2096492173.05,2089219179.74,2089365749.5,2096196883.89,4.0,12018862021800.0,7.14381720314e-13,0.11112305759600001,0.11083123425699999,342,0.111111111111,0.0013684339586400001
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,58911.0,ref,davis_besse,ohio,covid,2092455945.8,2690328.86381,2092133936.97,2095917512.47,2089638396.78,2089879185.58,2095483518.38,4.0,7237869395460.0,7.14381720314e-13,0.11112305759600001,0.11083123425699999,362,0.111111111111,0.0013684339586400001
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,68730.0,ref,davis_besse,ohio,covid,2092070376.44,3565140.5496300003,2092107114.33,2095555107.02,2088512170.07,2088664251.83,2095425068.0,4.0,12710227138600.0,7.14381720314e-13,0.111128716457,0.11083123425699999,372,0.111111111111,0.0013685036451500001
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,29456.0,ref,davis_besse,ohio,covid,2086474971.29,1837681.96373,2086278267.74,2088622785.33,2084720564.36,2084791181.82,2088434145.74,4.0,3377074999830.0,7.14381720314e-13,0.11112305759600001,0.11083123425699999,332,0.111111111111,0.0013684339586400001
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,19637.0,ref,davis_besse,ohio,covid,2079518543.41,344210.73116100003,2079422496.55,2080012009.74,2079217170.79,2079242500.71,2079929051.71,4.0,118481027446.0,7.14381720314e-13,0.11112305759600001,0.11083123425699999,322,0.111111111111,0.0013684339586400001
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,9819.0,ref,davis_besse,ohio,covid,2062371028.77,750390.075751,2062348575.68,2063302334.06,2061484629.67,2061594317.69,2063179174.18,4.0,563085265785.0,7.14381720314e-13,0.111066468984,0.11083123425699999,312,0.111111111111,0.00136773709356
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,49093.0,ref,davis_besse,ohio,covid,2034151661.73,3725649.79121,2034360982.45,2038117191.26,2029767490.78,2030183873.5,2037826400.96,4.0,13880466366800.0,7.14381720314e-13,0.11112305759600001,0.055415617128499996,351,0.111111111111,0.0006842169793200001
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,78549.0,ref,davis_besse,ohio,covid,2033297754.93,3706435.69876,2032093642.68,2038698845.75,2030304888.62,2030527680.57,2037753586.44,4.0,13737665589000.0,7.14381720314e-13,0.11112305759600001,0.055415617128499996,381,0.111111111111,0.0006842169793200001
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,68730.0,ref,davis_besse,ohio,covid,2032667919.08,1974294.88669,2032615886.91,2035136831.75,2030303070.74,2030649113.72,2034759569.47,4.0,3897840299620.0,7.14381720314e-13,0.111128716457,0.055415617128499996,371,0.111111111111,0.000684251822574
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,88367.0,ref,davis_besse,ohio,covid,2032425742.63,2656298.22903,2032085244.39,2035635966.13,2029896515.6,2030006592.74,2035321590.05,4.0,7055920281550.0,7.14381720314e-13,0.0555586993673,0.055415617128499996,391,0.111111111111,0.00034209106803299996
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,58911.0,ref,davis_besse,ohio,covid,2032213414.28,3930032.52778,2030672408.9,2038046019.18,2029462820.13,2029640864.78,2036943371.3,4.0,15445155669400.0,7.14381720314e-13,0.11112305759600001,0.055415617128499996,361,0.111111111111,0.0006842169793200001
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39274.0,ref,davis_besse,ohio,covid,2027719365.08,3086000.31622,2028356270.83,2030752004.84,2023412913.8,2024140805.56,2030406256.53,4.0,9523397951680.0,7.14381720314e-13,0.11112305759600001,0.055415617128499996,341,0.111111111111,0.0006842169793200001
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,29456.0,ref,davis_besse,ohio,covid,2021819867.3,2004975.0875400002,2021395637.47,2024615734.21,2019872460.06,2020069016.85,2024164639.52,4.0,4019925101660.0,7.14381720314e-13,0.11112305759600001,0.055415617128499996,331,0.111111111111,0.0006842169793200001
894.0,-791.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,2017993789.43,2583638.12814,2018384149.26,2020715187.96,2014491671.24,2015051836.64,2020389238.46,4.0,6675185977170.0,7.14381720314e-13,0.055507769616400006,0.11083123425699999,302,0.111111111111,0.000683554957493
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,19637.0,ref,davis_besse,ohio,covid,2005754147.0,2131924.82114,2005927486.81,2007903235.72,2003258378.66,2003483566.49,2007782051.78,4.0,4545103442990.0,7.14381720314e-13,0.11112305759600001,0.055415617128499996,321,0.111111111111,0.0006842169793200001
894.0,-614.0,-13224.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,1997139166.61,2762187.3872,1996384572.12,2001076497.92,1994711024.26,1994899149.48,2000435616.01,4.0,7629679162020.0,7.14381720314e-13,0.055507769616400006,0.11146095717900001,404,0.111111111111,0.0006874387924789999
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,9819.0,ref,davis_besse,ohio,covid,1979082283.92,1269103.1705,1978791007.14,1980724397.23,1978022724.17,1978040583.15,1980531772.18,4.0,1610622857360.0,7.14381720314e-13,0.111066468984,0.055415617128499996,311,0.111111111111,0.00068386854678
894.0,-879.0,-15441.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,1930211163.69,2443379.56431,1930320903.8,1932345253.47,1927857593.69,1927931004.6,1932337686.62,4.0,5970103695290.0,7.14381720314e-13,0.055507769616400006,0.055415617128499996,301,0.111111111111,0.000341777478747
894.0,-703.0,-13224.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,1912924099.31,1505389.0451,1912774432.55,1914520333.61,1911627198.52,1911630779.72,1914426952.36,4.0,2266196177120.0,7.14381720314e-13,0.055507769616400006,0.11146095717900001,403,0.111111111111,0.0006874387924789999
894.0,-791.0,-13224.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,9819.0,ref,davis_besse,ohio,covid,1871932543.25,3821697.4207699997,1872671632.81,1875755252.22,1866631655.15,1867526482.98,1875303878.13,4.0,14605371175900.0,7.14381720314e-13,0.111066468984,0.11083123425699999,412,0.111111111111,0.00136773709356
894.0,-791.0,-13224.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,1823492812.66,2221264.09385,1823312914.35,1825856772.03,1821488649.89,1821522000.43,1825715482.5,4.0,4934014174630.0,7.14381720314e-13,0.055507769616400006,0.11083123425699999,402,0.111111111111,0.000683554957493
894.0,-879.0,-13224.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,9819.0,ref,davis_besse,ohio,covid,1789123779.3,3594478.7726300005,1789517390.87,1792620424.31,1784839911.13,1785243925.38,1792452577.01,4.0,12920277646900.0,7.14381720314e-13,0.111066468984,0.055415617128499996,411,0.111111111111,0.00068386854678
894.0,-879.0,-13224.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,davis_besse,ohio,covid,1736720770.27,2824138.63375,1737753528.86,1738799155.72,1732576867.66,1733295032.31,1738700646.22,4.0,7975759022610.0,7.14381720314e-13,0.055507769616400006,0.055415617128499996,401,0.111111111111,0.000341777478747
