npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1769322784.22,28418972.273,1769322784.22,1789418032.23,1749227536.21,1751237061.01,1787408507.43,2.0,807637985055000.0,0.125,0.124987287705,1.21200144652e-13,80,0.00390592721826,0.250004767044
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1764329072.95,8710368.27553,1764329072.95,1770488233.42,1758169912.47,1758785828.52,1769872317.37,2.0,75870515495300.0,0.125,0.124987287705,1.21200144652e-13,55,0.00390592721826,0.250004767044
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1685272616.11,28253500.6911,1685272616.11,1705250858.04,1665294374.18,1667292198.37,1703253033.85,2.0,798260301302000.0,0.125,0.124987287705,1.21200144652e-13,105,0.00195296360913,0.125002383522
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263886812947000.0,18587900.8434,-263886812947000.0,-263886799803000.0,-263886826091000.0,-263886824776000.0,-263886801118000.0,2.0,345510057763000.0,0.25,0.124987287705,1.21200144652e-13,31,0.00781155652656,0.249995232956
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263886819081000.0,32869369.2288,-263886819081000.0,-263886795839000.0,-263886842323000.0,-263886839999000.0,-263886798163000.0,2.0,1080395433500000.0,0.25,0.124987287705,1.21200144652e-13,6,0.0039056293083,0.124992849434
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263886876479000.0,42429504.8607,-263886876479000.0,-263886846477000.0,-263886906481000.0,-263886903481000.0,-263886849477000.0,2.0,1800262882720000.0,0.25,0.124987287705,1.21200144652e-13,56,0.00781185443652,0.250004767044
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263886927946000.0,5622710.78097,-263886927946000.0,-263886923970000.0,-263886931922000.0,-263886931525000.0,-263886924368000.0,2.0,31614876526400.0,0.25,0.124987287705,1.21200144652e-13,81,0.00781185443652,0.250004767044
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263886958387000.0,32232536.6199,-263886958387000.0,-263886935595000.0,-263886981179000.0,-263886978900000.0,-263886937875000.0,2.0,1038936416950000.0,0.25,0.124987287705,1.21200144652e-13,106,0.00390592721826,0.125002383522
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270367830134000.0,83255756.8179,-270367830134000.0,-270367771263000.0,-270367889004000.0,-270367883117000.0,-270367777150000.0,2.0,6931521043320000.0,0.25,0.25,1.21200144652e-13,37,0.0156247020597,0.249995232956
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270367855063000.0,64636993.5698,-270367855063000.0,-270367809358000.0,-270367900768000.0,-270367896198000.0,-270367813928000.0,2.0,4177940937750000.0,0.25,0.25,1.21200144652e-13,12,0.00781205308962,0.124992849434
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270367928478000.0,31845630.8144,-270367928478000.0,-270367905959000.0,-270367950996000.0,-270367948744000.0,-270367908211000.0,2.0,1014144201960000.0,0.25,0.25,1.21200144652e-13,62,0.0156252979403,0.250004767044
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270367986787000.0,58160993.7457,-270367986787000.0,-270367945661000.0,-270368027913000.0,-270368023800000.0,-270367949773000.0,2.0,3382701193490000.0,0.25,0.25,1.21200144652e-13,112,0.00781264897013,0.125002383522
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270367998426000.0,37509193.0986,-270367998426000.0,-270367971903000.0,-270368024949000.0,-270368022297000.0,-270367974555000.0,2.0,1406939566910000.0,0.25,0.25,1.21200144652e-13,87,0.0156252979403,0.250004767044
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276789914300000.0,114604624.104,-276789914300000.0,-276789833263000.0,-276789995338000.0,-276789987234000.0,-276789841366000.0,2.0,1.31342198661e+16,0.25,0.250025424591,1.21200144652e-13,18,0.00781284756262,0.124992849434
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276789974935000.0,44542243.1155,-276789974935000.0,-276789943439000.0,-276790006431000.0,-276790003282000.0,-276789946589000.0,2.0,1984011421760000.0,0.25,0.250025424591,1.21200144652e-13,43,0.0156262910664,0.249995232956
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790082134000.0,96735184.387,-276790082134000.0,-276790013731000.0,-276790150536000.0,-276790143695000.0,-276790020572000.0,2.0,9357695898390000.0,0.25,0.250025424591,1.21200144652e-13,68,0.0156268870075,0.250004767044
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790112864000.0,33749793.6052,-276790112864000.0,-276790088999000.0,-276790136729000.0,-276790134342000.0,-276790091386000.0,2.0,1139048568390000.0,0.25,0.250025424591,1.21200144652e-13,93,0.0156268870075,0.250004767044
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790146120000.0,8358159.63956,-276790146120000.0,-276790140210000.0,-276790152030000.0,-276790151439000.0,-276790140801000.0,2.0,69858832560400.0,0.25,0.250025424591,1.21200144652e-13,118,0.00781344350374,0.125002383522
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212049956000.0,98424429.5847,-283212049956000.0,-283211980359000.0,-283212119552000.0,-283212112592000.0,-283211987319000.0,2.0,9687368339070000.0,0.125,0.25,1.21200144652e-13,24,0.00390602654481,0.124992849434
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212142083000.0,119416724.111,-283212142083000.0,-283212057642000.0,-283212226523000.0,-283212218079000.0,-283212066086000.0,2.0,1.42603539975e+16,0.125,0.25,1.21200144652e-13,49,0.00781235102987,0.249995232956
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212185524000.0,8641090.71829,-283212185524000.0,-283212179413000.0,-283212191634000.0,-283212191023000.0,-283212180025000.0,2.0,74668448801700.0,0.125,0.25,1.21200144652e-13,99,0.00781264897013,0.250004767044
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212194071000.0,57572129.6035,-283212194071000.0,-283212153361000.0,-283212234780000.0,-283212230709000.0,-283212157432000.0,2.0,3314550107080000.0,0.125,0.25,1.21200144652e-13,74,0.00781264897013,0.250004767044
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212310387000.0,13929626.9224,-283212310387000.0,-283212300537000.0,-283212320237000.0,-283212319252000.0,-283212301522000.0,2.0,194034506198000.0,0.125,0.25,1.21200144652e-13,124,0.00390632448506,0.125002383522
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560004310485000.0,35472924.4647,-560004310485000.0,-560004285402000.0,-560004335568000.0,-560004333060000.0,-560004287910000.0,2.0,1258328370080000.0,0.25,0.124987287705,1.21200144652e-13,11,0.0039056293083,0.124992849434
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560004370141000.0,25681361.821,-560004370141000.0,-560004351981000.0,-560004388300000.0,-560004386484000.0,-560004353797000.0,2.0,659532344982000.0,0.25,0.124987287705,1.21200144652e-13,36,0.00781155652656,0.249995232956
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560004420332000.0,4218463.24786,-560004420332000.0,-560004417349000.0,-560004423315000.0,-560004423017000.0,-560004417648000.0,2.0,17795432173600.0,0.25,0.124987287705,1.21200144652e-13,61,0.00781185443652,0.250004767044
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560004473185000.0,40199603.741,-560004473185000.0,-560004444759000.0,-560004501610000.0,-560004498768000.0,-560004447602000.0,2.0,1616008140930000.0,0.25,0.124987287705,1.21200144652e-13,86,0.00781185443652,0.250004767044
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560004532170000.0,38217524.7876,-560004532170000.0,-560004505146000.0,-560004559194000.0,-560004556492000.0,-560004507849000.0,2.0,1460579200890000.0,0.25,0.124987287705,1.21200144652e-13,111,0.00390592721826,0.125002383522
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485380842000.0,4714559.68702,-566485380842000.0,-566485377508000.0,-566485384176000.0,-566485383842000.0,-566485377842000.0,2.0,22227073042500.0,0.25,0.25,1.21200144652e-13,17,0.00781205308962,0.124992849434
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485454225000.0,24040139.1838,-566485454225000.0,-566485437226000.0,-566485471224000.0,-566485469524000.0,-566485438926000.0,2.0,577928291974000.0,0.25,0.25,1.21200144652e-13,42,0.0156247020597,0.249995232956
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485474708000.0,69421875.6892,-566485474708000.0,-566485425619000.0,-566485523796000.0,-566485518888000.0,-566485430528000.0,2.0,4819396824200000.0,0.25,0.25,1.21200144652e-13,67,0.0156252979403,0.250004767044
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485548101000.0,19599113.1484,-566485548101000.0,-566485534242000.0,-566485561959000.0,-566485560573000.0,-566485535628000.0,2.0,384125236205000.0,0.25,0.25,1.21200144652e-13,92,0.0156252979403,0.250004767044
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485579482000.0,14813876.636,-566485579482000.0,-566485569007000.0,-566485589957000.0,-566485588909000.0,-566485570054000.0,2.0,219450940988000.0,0.25,0.25,1.21200144652e-13,117,0.00781264897013,0.125002383522
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907484417000.0,417268.484549,-572907484417000.0,-572907484122000.0,-572907484712000.0,-572907484683000.0,-572907484152000.0,2.0,174112988198.0,0.125,0.250025424591,1.21200144652e-13,23,0.00390642378131,0.124992849434
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907516213000.0,55692206.4994,-572907516213000.0,-572907476832000.0,-572907555593000.0,-572907551655000.0,-572907480770000.0,2.0,3101621864780000.0,0.125,0.250025424591,1.21200144652e-13,48,0.00781314553318,0.249995232956
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907604521000.0,60399381.5168,-572907604521000.0,-572907561812000.0,-572907647230000.0,-572907642959000.0,-572907566083000.0,2.0,3648085287610000.0,0.125,0.250025424591,1.21200144652e-13,73,0.00781344350374,0.250004767044
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907639154000.0,38353184.3727,-572907639154000.0,-572907612034000.0,-572907666274000.0,-572907663562000.0,-572907614746000.0,2.0,1470966751520000.0,0.125,0.250025424591,1.21200144652e-13,123,0.00390672175187,0.125002383522
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907651032000.0,22303812.2312,-572907651032000.0,-572907635261000.0,-572907666803000.0,-572907665226000.0,-572907636838000.0,2.0,497460040045000.0,0.125,0.250025424591,1.21200144652e-13,98,0.00781344350374,0.250004767044
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856121873536000.0,14894322.4068,-856121873536000.0,-856121863004000.0,-856121884068000.0,-856121883015000.0,-856121864057000.0,2.0,221840839957000.0,0.25,0.124987287705,1.21200144652e-13,16,0.0039056293083,0.124992849434
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856121905347000.0,95514018.5994,-856121905347000.0,-856121837809000.0,-856121972886000.0,-856121966132000.0,-856121844563000.0,2.0,9122927749000000.0,0.25,0.124987287705,1.21200144652e-13,66,0.00781185443652,0.250004767044
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856121923377000.0,5685094.14979,-856121923377000.0,-856121919357000.0,-856121927397000.0,-856121926995000.0,-856121919759000.0,2.0,32320295492000.0,0.25,0.124987287705,1.21200144652e-13,41,0.00781155652656,0.249995232956
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122024519000.0,76549798.4218,-856122024519000.0,-856121970390000.0,-856122078648000.0,-856122073235000.0,-856121975803000.0,2.0,5859871638410000.0,0.25,0.124987287705,1.21200144652e-13,91,0.00781185443652,0.250004767044
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122094587000.0,22860241.0097,-856122094587000.0,-856122078422000.0,-856122110751000.0,-856122109135000.0,-856122080038000.0,2.0,522590619020000.0,0.25,0.124987287705,1.21200144652e-13,116,0.00390592721826,0.125002383522
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862602872389000.0,21714138.2971,-862602872389000.0,-862602857034000.0,-862602887743000.0,-862602886207000.0,-862602858570000.0,2.0,471503801985000.0,0.125,0.25,1.21200144652e-13,47,0.00781235102987,0.249995232956
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862602929445000.0,134943457.5,-862602929445000.0,-862602834025000.0,-862603024864000.0,-862603015322000.0,-862602843567000.0,2.0,1.82097367221e+16,0.125,0.25,1.21200144652e-13,22,0.00390602654481,0.124992849434
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603038329000.0,133976346.141,-862603038329000.0,-862602943593000.0,-862603133064000.0,-862603123591000.0,-862602953067000.0,2.0,1.79496613253e+16,0.125,0.25,1.21200144652e-13,72,0.00781264897013,0.250004767044
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603086563000.0,7368454.29662,-862603086563000.0,-862603081353000.0,-862603091774000.0,-862603091253000.0,-862603081874000.0,2.0,54294118721300.0,0.125,0.25,1.21200144652e-13,97,0.00781264897013,0.250004767044
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603096704000.0,37043265.083,-862603096704000.0,-862603070511000.0,-862603122898000.0,-862603120279000.0,-862603073130000.0,2.0,1372203488010000.0,0.125,0.25,1.21200144652e-13,122,0.00390632448506,0.125002383522
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152239422200000.0,128037595.288,-1152239422200000.0,-1152239331670000.0,-1152239512740000.0,-1152239503690000.0,-1152239340720000.0,2.0,1.63936258071e+16,0.125,0.124987287705,1.21200144652e-13,96,0.00390592721826,0.250004767044
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152239430740000.0,59545031.2389,-1152239430740000.0,-1152239388640000.0,-1152239472850000.0,-1152239468640000.0,-1152239392850000.0,2.0,3545610745240000.0,0.125,0.124987287705,1.21200144652e-13,21,0.00195281465415,0.124992849434
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152239445680000.0,2664853.17371,-1152239445680000.0,-1152239443800000.0,-1152239447570000.0,-1152239447380000.0,-1152239443990000.0,2.0,7101442437460.0,0.125,0.124987287705,1.21200144652e-13,71,0.00390592721826,0.250004767044
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152239517840000.0,22168745.4668,-1152239517840000.0,-1152239502170000.0,-1152239533520000.0,-1152239531950000.0,-1152239503730000.0,2.0,491453275573000.0,0.125,0.124987287705,1.21200144652e-13,46,0.00390577826328,0.249995232956
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152239594230000.0,47860734.2631,-1152239594230000.0,-1152239560390000.0,-1152239628070000.0,-1152239624690000.0,-1152239563770000.0,2.0,2290649884200000.0,0.125,0.124987287705,1.21200144652e-13,121,0.00195296360913,0.125002383522
