smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2132399216.66,36236932.2059,-2122815397.05,-2102113980.14,-2181852092.4,-2175098901.38,-2103116879.39,4.0,1313115255700000.0,116,0.124990974078,0.250000944804,4.95258127397e-14,0.00391307159924,0.125226860254
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2252314353.43,10431010.7182,-2252175945.16,-2239683280.44,-2265222242.95,-2263315275.92,-2241507202.51,4.0,108805984602000.0,122,0.124990974078,0.125000566882,4.95258127397e-14,0.00389889675053,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2415963737.55,23883034.387,-2407689511.57,-2397828480.45,-2450647446.61,-2444894612.93,-2398616778.54,4.0,570399331532000.0,121,0.124990974078,0.125000566882,4.95258127397e-14,0.00195653727845,0.125226860254
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-146114756118.0,6485.88519514,-146114755439.0,-146114749479.0,-146114764114.0,-146114763254.0,-146114749932.0,4.0,42066706.7645,1,0.124990974078,0.124998488314,4.95258127397e-14,0.00195650474422,0.125226860254
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-516949267914.0,2658456.98185,-516948307486.0,-516947310194.0,-516953146491.0,-516952494225.0,-516947386203.0,4.0,7067393524320.0,27,0.250018051845,0.124998488314,4.95258127397e-14,0.00779879001474,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150056916339000.0,9754383.77403,-150056914509000.0,-150056908118000.0,-150056928220000.0,-150056927051000.0,-150056908189000.0,4.0,95148002811100.0,48,0.250018051845,0.125000566882,4.95258127397e-14,0.00779891969886,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150365355248000.0,11349282.7862,-150365356230000.0,-150365341347000.0,-150365367184000.0,-150365366282000.0,-150365342839000.0,4.0,128806219760000.0,74,0.250018051845,0.125000566882,4.95258127397e-14,0.00782727940685,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150736186086000.0,13207628.9278,-150736185971000.0,-150736170142000.0,-150736202261000.0,-150736200107000.0,-150736172227000.0,4.0,174441461896000.0,100,0.249981948155,0.125000566882,4.95258127397e-14,0.0039130745569,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-151253923788000.0,2972979.87547,-151253922728000.0,-151253921544000.0,-151253928155000.0,-151253927384000.0,-151253921679000.0,4.0,8838609339970.0,22,0.124990974078,0.125000566882,4.95258127397e-14,0.00389889675053,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-166370643316000.0,8911366.59441,-166370639230000.0,-166370638144000.0,-166370656660000.0,-166370654063000.0,-166370638289000.0,4.0,79412454579900.0,43,0.250018051845,0.250000944804,4.95258127397e-14,0.0155978276082,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-166679113606000.0,24442032.8197,-166679110486000.0,-166679088679000.0,-166679144772000.0,-166679141053000.0,-166679090527000.0,4.0,597412968362000.0,69,0.250018051845,0.250000944804,4.95258127397e-14,0.0156545469814,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-167049911905000.0,24206497.7802,-167049918243000.0,-167049879459000.0,-167049931674000.0,-167049931282000.0,-167049883654000.0,4.0,585954534785000.0,95,0.249981948155,0.250000944804,4.95258127397e-14,0.00782614319848,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-167567655574000.0,3987359.65665,-167567655099000.0,-167567651230000.0,-167567660867000.0,-167567660066000.0,-167567651747000.0,4.0,15899037031500.0,17,0.124990974078,0.250000944804,4.95258127397e-14,0.00779778760718,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-182684362033000.0,16726267.2927,-182684360535000.0,-182684346811000.0,-182684380250000.0,-182684379040000.0,-182684347123000.0,4.0,279768017547000.0,38,0.250018051845,0.250000944804,4.95258127397e-14,0.0155978276082,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-182992781850000.0,6090545.30968,-182992782672000.0,-182992773741000.0,-182992788314000.0,-182992787632000.0,-182992774917000.0,4.0,37094742169300.0,64,0.250018051845,0.250000944804,4.95258127397e-14,0.0156545469814,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183363628012000.0,31869288.242,-183363630331000.0,-183363587253000.0,-183363664133000.0,-183363659951000.0,-183363592826000.0,4.0,1015651533050000.0,90,0.249981948155,0.250000944804,4.95258127397e-14,0.00782614319848,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183881359753000.0,906162.663773,-183881359814000.0,-183881358648000.0,-183881360735000.0,-183881360652000.0,-183881358768000.0,4.0,821130773216.0,12,0.124990974078,0.250000944804,4.95258127397e-14,0.00779778760718,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-198998079607000.0,7781304.58736,-198998079900000.0,-198998070210000.0,-198998088415000.0,-198998087557000.0,-198998071245000.0,4.0,60548701081300.0,33,0.250018051845,0.249999055196,4.95258127397e-14,0.0155977097136,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-199306520043000.0,15201666.7979,-199306516123000.0,-199306506709000.0,-199306541217000.0,-199306538093000.0,-199306507481000.0,4.0,231090673433000.0,59,0.250018051845,0.249999055196,4.95258127397e-14,0.015654428658,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-199677338274000.0,27240811.3025,-199677327481000.0,-199677319543000.0,-199677378592000.0,-199677371360000.0,-199677320299000.0,4.0,742061800420000.0,85,0.249981948155,0.249999055196,4.95258127397e-14,0.00782608404535,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-200195091033000.0,6867275.24199,-200195087947000.0,-200195086953000.0,-200195101284000.0,-200195099372000.0,-200195087014000.0,4.0,47159469249200.0,7,0.124990974078,0.249999055196,4.95258127397e-14,0.00779772866837,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215311544685000.0,7645637.66969,-215311545503000.0,-215311535702000.0,-215311552031000.0,-215311551717000.0,-215311536506000.0,4.0,58455775376300.0,28,0.250018051845,0.124998488314,4.95258127397e-14,0.00779879001474,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215619983461000.0,9125951.24427,-215619983877000.0,-215619973115000.0,-215619992975000.0,-215619992375000.0,-215619973965000.0,4.0,83282986112700.0,54,0.250018051845,0.124998488314,4.95258127397e-14,0.00782714925116,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-215990839835000.0,18211622.2618,-215990836111000.0,-215990822589000.0,-215990864526000.0,-215990861087000.0,-215990823795000.0,4.0,331663185405000.0,80,0.249981948155,0.124998488314,4.95258127397e-14,0.00391300948845,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-216508555498000.0,4494401.54647,-216508553746000.0,-216508552411000.0,-216508562091000.0,-216508560967000.0,-216508552483000.0,4.0,20199645260900.0,2,0.124990974078,0.124998488314,4.95258127397e-14,0.00389883191784,0.249546279492
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366048516948000.0,14433161.6473,-366048511648000.0,-366048506334000.0,-366048538164000.0,-366048534446000.0,-366048506871000.0,4.0,208316155136000.0,23,0.124990974078,0.125000566882,4.95258127397e-14,0.00389889675053,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366419356044000.0,16408625.3386,-366419361266000.0,-366419333000000.0,-366419368643000.0,-366419368381000.0,-366419336395000.0,4.0,269242985504000.0,49,0.250018051845,0.125000566882,4.95258127397e-14,0.00782727940685,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-366727774439000.0,12379929.2777,-366727771348000.0,-366727763016000.0,-366727792044000.0,-366727788992000.0,-366727764213000.0,4.0,153262648921000.0,75,0.250018051845,0.125000566882,4.95258127397e-14,0.00391363970343,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-382362243311000.0,4757437.65722,-382362243189000.0,-382362238327000.0,-382362248539000.0,-382362248157000.0,-382362238636000.0,4.0,22633213062300.0,18,0.124990974078,0.250000944804,4.95258127397e-14,0.00779778760718,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-382733077529000.0,15078898.9335,-382733072725000.0,-382733065939000.0,-382733098729000.0,-382733095594000.0,-382733066191000.0,4.0,227373193046000.0,44,0.250018051845,0.250000944804,4.95258127397e-14,0.0156545469814,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-383041517556000.0,20373379.74,-383041514164000.0,-383041496934000.0,-383041544963000.0,-383041541061000.0,-383041498800000.0,4.0,415074602029000.0,70,0.250018051845,0.250000944804,4.95258127397e-14,0.00782727349068,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-398675965525000.0,13458248.3257,-398675971256000.0,-398675945523000.0,-398675974068000.0,-398675973874000.0,-398675949155000.0,4.0,181124447997000.0,13,0.124990974078,0.250000944804,4.95258127397e-14,0.00779778760718,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-399046786068000.0,18653903.0114,-399046784338000.0,-399046766851000.0,-399046808744000.0,-399046806401000.0,-399046768156000.0,4.0,347968097559000.0,39,0.250018051845,0.250000944804,4.95258127397e-14,0.0156545469814,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-399355216733000.0,16986608.4088,-399355214579000.0,-399355199237000.0,-399355238538000.0,-399355235861000.0,-399355200621000.0,4.0,288544865235000.0,65,0.250018051845,0.250000944804,4.95258127397e-14,0.00782727349068,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-414989684066000.0,7749013.3826,-414989684752000.0,-414989674171000.0,-414989692587000.0,-414989691725000.0,-414989675446000.0,4.0,60047208403700.0,8,0.124990974078,0.249999055196,4.95258127397e-14,0.00779772866837,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-415360530238000.0,12210767.8472,-415360526623000.0,-415360519802000.0,-415360547905000.0,-415360544752000.0,-415360520786000.0,4.0,149102851418000.0,34,0.250018051845,0.249999055196,4.95258127397e-14,0.015654428658,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-415668951521000.0,19397497.0968,-415668949627000.0,-415668929941000.0,-415668976889000.0,-415668973173000.0,-415668932520000.0,4.0,376262893621000.0,60,0.250018051845,0.249999055196,4.95258127397e-14,0.00782721432901,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431303143625000.0,4956425.99173,-431303144581000.0,-431303136755000.0,-431303148581000.0,-431303148016000.0,-431303137894000.0,4.0,24566158611500.0,3,0.124990974078,0.124998488314,4.95258127397e-14,0.00389883191784,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431673975396000.0,13875421.1349,-431673971875000.0,-431673963201000.0,-431673994634000.0,-431673991838000.0,-431673963884000.0,4.0,192527311670000.0,29,0.250018051845,0.124998488314,4.95258127397e-14,0.00782714925116,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431982395460000.0,10641010.1031,-431982396994000.0,-431982381896000.0,-431982405954000.0,-431982405288000.0,-431982383483000.0,4.0,113231096014000.0,55,0.250018051845,0.124998488314,4.95258127397e-14,0.00391357462558,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-582410946099000.0,14968656.5933,-582410943706000.0,-582410933221000.0,-582410963763000.0,-582410962189000.0,-582410933360000.0,4.0,224060680208000.0,24,0.124990974078,0.125000566882,4.95258127397e-14,0.0039130745569,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-582781790933000.0,38796325.1887,-582781787678000.0,-582781754484000.0,-582781833892000.0,-582781830814000.0,-582781755609000.0,4.0,1505154848150000.0,50,0.250018051845,0.125000566882,4.95258127397e-14,0.00391363970343,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-598724679402000.0,7236029.40312,-598724678515000.0,-598724671678000.0,-598724688903000.0,-598724687595000.0,-598724672453000.0,4.0,52360121522800.0,19,0.124990974078,0.250000944804,4.95258127397e-14,0.00782614319848,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-599095510403000.0,12775997.0165,-599095508772000.0,-599095499064000.0,-599095525006000.0,-599095523837000.0,-599095499254000.0,4.0,163226099765000.0,45,0.250018051845,0.250000944804,4.95258127397e-14,0.00782727349068,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-615038380820000.0,10320120.0954,-615038378554000.0,-615038371324000.0,-615038394847000.0,-615038392904000.0,-615038371907000.0,4.0,106504878784000.0,14,0.124990974078,0.250000944804,4.95258127397e-14,0.00782614319848,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-615409221444000.0,18366727.5942,-615409220882000.0,-615409199581000.0,-615409244433000.0,-615409241135000.0,-615409202542000.0,4.0,337336682519000.0,40,0.250018051845,0.250000944804,4.95258127397e-14,0.00782727349068,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-631352127827000.0,33684355.7579,-631352126349000.0,-631352096937000.0,-631352161670000.0,-631352160196000.0,-631352097525000.0,4.0,1134635822820000.0,9,0.124990974078,0.249999055196,4.95258127397e-14,0.00782608404535,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-631722942573000.0,25742569.3122,-631722931326000.0,-631722926714000.0,-631722980925000.0,-631722973863000.0,-631722927028000.0,4.0,662679874793000.0,35,0.250018051845,0.249999055196,4.95258127397e-14,0.00782721432901,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-647665588981000.0,25435156.2326,-647665587537000.0,-647665566053000.0,-647665614797000.0,-647665613602000.0,-647665566382000.0,4.0,646947172576000.0,4,0.124990974078,0.124998488314,4.95258127397e-14,0.00391300948845,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-648036412559000.0,14168286.857,-648036408314000.0,-648036400890000.0,-648036432719000.0,-648036429573000.0,-648036401488000.0,4.0,200740352462000.0,30,0.250018051845,0.124998488314,4.95258127397e-14,0.00391357462558,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-798773369513000.0,21335725.9883,-798773362085000.0,-798773353176000.0,-798773400706000.0,-798773395329000.0,-798773354096000.0,4.0,455213203447000.0,25,0.124990974078,0.125000566882,4.95258127397e-14,0.00195653727845,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-815087120658000.0,30530086.2506,-815087117575000.0,-815087089935000.0,-815087157546000.0,-815087153856000.0,-815087091775000.0,4.0,932086166470000.0,20,0.124990974078,0.250000944804,4.95258127397e-14,0.00391307159924,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-831400816621000.0,30014666.4528,-831400802962000.0,-831400799210000.0,-831400861351000.0,-831400853129000.0,-831400799236000.0,4.0,900880202272000.0,15,0.124990974078,0.250000944804,4.95258127397e-14,0.00391307159924,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847714548596000.0,31725836.987,-847714537516000.0,-847714524164000.0,-847714595185000.0,-847714586808000.0,-847714525894000.0,4.0,1006528732530000.0,10,0.124990974078,0.249999055196,4.95258127397e-14,0.00391304202267,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864027999362000.0,17352373.3894,-864027995846000.0,-864027983943000.0,-864028021813000.0,-864028019159000.0,-864027984488000.0,4.0,301104862245000.0,5,0.124990974078,0.124998488314,4.95258127397e-14,0.00195650474422,0.125226860254
