smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993535869000.0,245903.233255,-206993535869000.0,-206993535696000.0,-206993536043000.0,-206993536026000.0,-206993535713000.0,2.0,60468400125.0,0.125018050542,106,0.125003845369,0.250453720508,3.66466187075e-13,0.00391402488934
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301206935000.0,568245.969089,-207301206935000.0,-207301206533000.0,-207301207336000.0,-207301207296000.0,-207301206573000.0,2.0,322903481386.0,0.25,112,0.125003845369,0.249546279492,3.66466187075e-13,0.00779856113348
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306107811000.0,1704927.98641,-208306107811000.0,-208306106605000.0,-208306109016000.0,-208306108896000.0,-208306106726000.0,2.0,2906779438840.0,0.249963898917,93,0.250006292421,0.249546279492,3.66466187075e-13,0.0155947827514
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208675970781000.0,151727.99,-208675970781000.0,-208675970674000.0,-208675970888000.0,-208675970877000.0,-208675970684000.0,2.0,23021382949.5,0.25,99,0.250006292421,0.125226860254,3.66466187075e-13,0.00782687576092
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192110138000.0,613193.697771,-209192110138000.0,-209192109705000.0,-209192110572000.0,-209192110528000.0,-209192109748000.0,2.0,376006510987.0,0.125018050542,81,0.250006292421,0.250453720508,3.66466187075e-13,0.00782800599569
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209499783093000.0,1467945.08198,-209499783093000.0,-209499782055000.0,-209499784131000.0,-209499784027000.0,-209499782159000.0,2.0,2154862763700.0,0.25,87,0.250006292421,0.249546279492,3.66466187075e-13,0.0155970350308
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210504657971000.0,841904.24836,-210504657971000.0,-210504657375000.0,-210504658566000.0,-210504658506000.0,-210504657435000.0,2.0,708802763406.0,0.249963898917,68,0.250006292421,0.249546279492,3.66466187075e-13,0.0155947827514
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210874519727000.0,866561.260694,-210874519727000.0,-210874519114000.0,-210874520339000.0,-210874520278000.0,-210874519175000.0,2.0,750928418535.0,0.25,74,0.250006292421,0.125226860254,3.66466187075e-13,0.00782687576092
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390660676000.0,1108128.16161,-211390660676000.0,-211390659893000.0,-211390661460000.0,-211390661381000.0,-211390659971000.0,2.0,1227948022560.0,0.125018050542,56,0.250006292421,0.250453720508,3.66466187075e-13,0.00782800599569
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698330596000.0,1819890.79901,-211698330596000.0,-211698329310000.0,-211698331883000.0,-211698331755000.0,-211698329438000.0,2.0,3312002520330.0,0.25,62,0.250006292421,0.249546279492,3.66466187075e-13,0.0155970350308
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703232343000.0,793840.830423,-212703232343000.0,-212703231782000.0,-212703232905000.0,-212703232849000.0,-212703231838000.0,2.0,630183264047.0,0.249963898917,43,0.249993707579,0.249546279492,3.66466187075e-13,0.0155939977396
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073097974000.0,974139.514111,-213073097974000.0,-213073097285000.0,-213073098663000.0,-213073098594000.0,-213073097354000.0,2.0,948947792953.0,0.25,49,0.249993707579,0.125226860254,3.66466187075e-13,0.00782648177084
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589235102000.0,131574.982698,-213589235102000.0,-213589235009000.0,-213589235195000.0,-213589235185000.0,-213589235018000.0,2.0,17311976071.9,0.125018050542,31,0.249993707579,0.250453720508,3.66466187075e-13,0.00782761194871
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213896907243000.0,798762.625077,-213896907243000.0,-213896906678000.0,-213896907808000.0,-213896907752000.0,-213896906735000.0,2.0,638021731219.0,0.25,37,0.249993707579,0.249546279492,3.66466187075e-13,0.0155962499057
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214901559827000.0,2666404.10195,-214901559827000.0,-214901557941000.0,-214901561712000.0,-214901561524000.0,-214901558130000.0,2.0,7109710834910.0,0.249963898917,18,0.12498986221,0.249546279492,3.66466187075e-13,0.00779656275213
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215271423585000.0,2485432.80504,-215271423585000.0,-215271421828000.0,-215271425343000.0,-215271425167000.0,-215271422004000.0,2.0,6177376228350.0,0.25,24,0.12498986221,0.125226860254,3.66466187075e-13,0.00391302200204
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787563081000.0,71012.5243259,-215787563081000.0,-215787563031000.0,-215787563131000.0,-215787563126000.0,-215787563036000.0,2.0,5042778611.13,0.125018050542,6,0.12498986221,0.250453720508,3.66466187075e-13,0.00391358705936
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095234311000.0,482997.197647,-216095234311000.0,-216095233969000.0,-216095234652000.0,-216095234618000.0,-216095234003000.0,2.0,233286292934.0,0.25,12,0.12498986221,0.249546279492,3.66466187075e-13,0.00779768877217
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508115307000.0,1028417.07483,-421508115307000.0,-421508114580000.0,-421508116034000.0,-421508115961000.0,-421508114652000.0,2.0,1057641679800.0,0.25,117,0.125003845369,0.249546279492,3.66466187075e-13,0.00779856113348
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421877989837000.0,2541780.44295,-421877989837000.0,-421877988039000.0,-421877991634000.0,-421877991454000.0,-421877988219000.0,2.0,6460647820180.0,0.249963898917,123,0.125003845369,0.125226860254,3.66466187075e-13,0.00391289464826
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764000933000.0,847073.795552,-422764000933000.0,-422764000334000.0,-422764001532000.0,-422764001472000.0,-422764000394000.0,2.0,717534015110.0,0.125018050542,111,0.125003845369,0.249546279492,3.66466187075e-13,0.00389984363975
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423706688928000.0,471581.135441,-423706688928000.0,-423706688595000.0,-423706689262000.0,-423706689229000.0,-423706688628000.0,2.0,222388767304.0,0.25,92,0.250006292421,0.249546279492,3.66466187075e-13,0.0155970350308
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424076566269000.0,1624027.96587,-424076566269000.0,-424076565121000.0,-424076567417000.0,-424076567303000.0,-424076565236000.0,2.0,2637466833910.0,0.249963898917,98,0.250006292421,0.125226860254,3.66466187075e-13,0.00782574552616
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962575876000.0,837934.042657,-424962575876000.0,-424962575283000.0,-424962576468000.0,-424962576409000.0,-424962575343000.0,2.0,702133459844.0,0.125018050542,86,0.250006292421,0.249546279492,3.66466187075e-13,0.00779964365513
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905239826000.0,2220687.01012,-425905239826000.0,-425905238256000.0,-425905241396000.0,-425905241239000.0,-425905238413000.0,2.0,4931450796920.0,0.25,67,0.250006292421,0.249546279492,3.66466187075e-13,0.0155970350308
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275114049000.0,280997.915077,-426275114049000.0,-426275113851000.0,-426275114248000.0,-426275114228000.0,-426275113871000.0,2.0,78959828277.4,0.249963898917,73,0.250006292421,0.125226860254,3.66466187075e-13,0.00782574552616
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161125230000.0,638221.322447,-427161125230000.0,-427161124779000.0,-427161125681000.0,-427161125636000.0,-427161124824000.0,2.0,407326456426.0,0.125018050542,61,0.250006292421,0.249546279492,3.66466187075e-13,0.00779964365513
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428103815247000.0,1081905.59277,-428103815247000.0,-428103814482000.0,-428103816012000.0,-428103815936000.0,-428103814559000.0,2.0,1170519711660.0,0.25,42,0.249993707579,0.249546279492,3.66466187075e-13,0.0155962499057
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428473688196000.0,215472.318402,-428473688196000.0,-428473688043000.0,-428473688348000.0,-428473688333000.0,-428473688059000.0,2.0,46428319997.5,0.249963898917,48,0.249993707579,0.125226860254,3.66466187075e-13,0.00782535159296
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429359699949000.0,495860.707433,-429359699949000.0,-429359699598000.0,-429359700300000.0,-429359700265000.0,-429359699634000.0,2.0,245877841176.0,0.125018050542,36,0.249993707579,0.249546279492,3.66466187075e-13,0.00779925103585
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302142081000.0,3342884.65214,-430302142081000.0,-430302139717000.0,-430302144445000.0,-430302144209000.0,-430302139954000.0,2.0,11174877797500.0,0.25,17,0.12498986221,0.249546279492,3.66466187075e-13,0.00779768877217
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672016857000.0,2027864.07322,-430672016857000.0,-430672015423000.0,-430672018291000.0,-430672018148000.0,-430672015567000.0,2.0,4112232699470.0,0.249963898917,23,0.12498986221,0.125226860254,3.66466187075e-13,0.00391245694471
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558027929000.0,364088.795497,-431558027929000.0,-431558027672000.0,-431558028187000.0,-431558028161000.0,-431558027697000.0,2.0,132560651006.0,0.125018050542,11,0.12498986221,0.249546279492,3.66466187075e-13,0.00389940739611
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636970907298000.0,2132290.75172,-636970907298000.0,-636970905790000.0,-636970908806000.0,-636970908655000.0,-636970905941000.0,2.0,4546663849860.0,0.125018050542,116,0.125003845369,0.249546279492,3.66466187075e-13,0.00389984363975
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637278574025000.0,3022801.14456,-637278574025000.0,-637278571887000.0,-637278576162000.0,-637278575949000.0,-637278572101000.0,2.0,9137326759580.0,0.25,122,0.125003845369,0.125226860254,3.66466187075e-13,0.0039134597688
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169482896000.0,228826.029965,-639169482896000.0,-639169482734000.0,-639169483057000.0,-639169483041000.0,-639169482750000.0,2.0,52361351989.4,0.125018050542,91,0.250006292421,0.249546279492,3.66466187075e-13,0.00779964365513
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477146868000.0,1103895.68559,-639477146868000.0,-639477146087000.0,-639477147648000.0,-639477147570000.0,-639477146165000.0,2.0,1218585684650.0,0.25,97,0.250006292421,0.125226860254,3.66466187075e-13,0.00782687576092
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368032905000.0,382587.902136,-641368032905000.0,-641368032634000.0,-641368033175000.0,-641368033148000.0,-641368032661000.0,2.0,146373502860.0,0.125018050542,66,0.250006292421,0.249546279492,3.66466187075e-13,0.00779964365513
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641675698565000.0,636779.178167,-641675698565000.0,-641675698115000.0,-641675699016000.0,-641675698971000.0,-641675698160000.0,2.0,405487721747.0,0.25,72,0.250006292421,0.125226860254,3.66466187075e-13,0.00782687576092
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643566606937000.0,916081.583765,-643566606937000.0,-643566606289000.0,-643566607584000.0,-643566607520000.0,-643566606354000.0,2.0,839205468112.0,0.125018050542,41,0.249993707579,0.249546279492,3.66466187075e-13,0.00779925103585
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874273006000.0,52276.5811098,-643874273006000.0,-643874272970000.0,-643874273043000.0,-643874273040000.0,-643874272973000.0,2.0,2732840932.53,0.25,47,0.249993707579,0.125226860254,3.66466187075e-13,0.00782648177084
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645764935674000.0,788912.848585,-645764935674000.0,-645764935116000.0,-645764936232000.0,-645764936176000.0,-645764935172000.0,2.0,622383482663.0,0.125018050542,16,0.12498986221,0.249546279492,3.66466187075e-13,0.00389940739611
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646072599208000.0,244963.002206,-646072599208000.0,-646072599035000.0,-646072599381000.0,-646072599364000.0,-646072599052000.0,2.0,60006872450.0,0.25,22,0.12498986221,0.125226860254,3.66466187075e-13,0.00391302200204
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741365129000.0,5299.76532499,-852741365129000.0,-852741365126000.0,-852741365133000.0,-852741365133000.0,-852741365126000.0,2.0,28087512.5,0.125018050542,121,0.125003845369,0.125226860254,3.66466187075e-13,0.00195701244467
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854939941609000.0,2120752.44843,-854939941609000.0,-854939940109000.0,-854939943108000.0,-854939942958000.0,-854939940259000.0,2.0,4497590947500.0,0.125018050542,96,0.250006292421,0.125226860254,3.66466187075e-13,0.00391400299785
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857138489475000.0,484020.336965,-857138489475000.0,-857138489133000.0,-857138489818000.0,-857138489783000.0,-857138489167000.0,2.0,234275686596.0,0.125018050542,71,0.250006292421,0.125226860254,3.66466187075e-13,0.00391400299785
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337066593000.0,1188592.40551,-859337066593000.0,-859337065753000.0,-859337067434000.0,-859337067350000.0,-859337065837000.0,2.0,1412751906430.0,0.125018050542,46,0.249993707579,0.125226860254,3.66466187075e-13,0.00391380597435
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535395554000.0,2417068.4619,-861535395554000.0,-861535393845000.0,-861535397263000.0,-861535397093000.0,-861535394016000.0,2.0,5842219949500.0,0.125018050542,21,0.12498986221,0.125226860254,3.66466187075e-13,0.00195679352968
