smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_capacity
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2017925049.3,412776.450256,-2017977321.86,-2017446120.68,-2018299432.79,-2018290253.32,-2017486663.68,4.0,170384397886.0,0.124990974078,0.249992724848,106,0.00391294293863,3.46688419418e-13,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2025347922.46,432645.533157,-2025348145.12,-2024834816.26,-2025860583.36,-2025803687.13,-2024891846.09,4.0,187182157361.0,0.124990974078,0.12498974865,101,0.00195636794902,3.46688419418e-13,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2039627457.49,384531.95688,-2039623297.66,-2039239128.67,-2040024105.98,-2040003017.97,-2039257720.77,4.0,147864825862.0,0.124990974078,0.250007275152,111,0.00391317068328,3.46688419418e-13,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2062814358.91,236546.060282,-2062915471.47,-2062463047.96,-2062963444.75,-2062960709.39,-2062526450.85,4.0,55954038635.2,0.124990974078,0.250007275152,116,0.00391317068328,3.46688419418e-13,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2086275469.55,313613.964167,-2086341025.1,-2085882132.78,-2086537695.23,-2086534814.95,-2085924346.39,4.0,98353718520.5,0.124990974078,0.125002976198,121,0.00195657498961,3.46688419418e-13,0.125226860254
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-122444611874.0,66.7257656573,-122444611872.0,-122444611798.0,-122444611955.0,-122444611946.0,-122444611806.0,4.0,4452.32780255,0.124990974078,0.12498974865,1,0.00195636794902,3.46688419418e-13,0.125226860254
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-438597646511.0,132866.790345,-438597623373.0,-438597525342.0,-438597813957.0,-438597795526.0,-438597529890.0,4.0,17653583976.7,0.250018051845,0.12498974865,27,0.00779824473773,3.46688419418e-13,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-103998596171000.0,197005.975695,-103998596214000.0,-103998595895000.0,-103998596362000.0,-103998596342000.0,-103998595941000.0,4.0,38811354459.7,0.250018051845,0.125002976198,48,0.00779907001867,3.46688419418e-13,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-104261599560000.0,168180.094229,-104261599631000.0,-104261599309000.0,-104261599669000.0,-104261599664000.0,-104261599357000.0,4.0,28284544094.8,0.250018051845,0.125002976198,74,0.00782743027329,3.46688419418e-13,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-104577742579000.0,742914.30953,-104577742638000.0,-104577741632000.0,-104577743406000.0,-104577743318000.0,-104577741755000.0,4.0,551921671304.0,0.249981948155,0.125002976198,100,0.00391314997922,3.46688419418e-13,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-105017973474000.0,49669.124375,-105017973468000.0,-105017973427000.0,-105017973531000.0,-105017973526000.0,-105017973429000.0,4.0,2467021916.18,0.124990974078,0.125002976198,22,0.00389897189959,3.46688419418e-13,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-123850933836000.0,378953.530823,-123850933816000.0,-123850933403000.0,-123850934308000.0,-123850934249000.0,-123850933450000.0,4.0,143605778523.0,0.250018051845,0.250007275152,43,0.0155982225654,3.46688419418e-13,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-124113937494000.0,477877.561923,-124113937693000.0,-124113936781000.0,-124113937807000.0,-124113937790000.0,-124113936917000.0,4.0,228366964189.0,0.250018051845,0.250007275152,69,0.0156549433748,3.46688419418e-13,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-124430080434000.0,487025.01082,-124430080371000.0,-124430079982000.0,-124430081013000.0,-124430080959000.0,-124430079997000.0,4.0,237193361164.0,0.249981948155,0.250007275152,95,0.00782634136657,3.46688419418e-13,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-124870311229000.0,167163.50213,-124870311171000.0,-124870311100000.0,-124870311475000.0,-124870311431000.0,-124870311109000.0,4.0,27943636444.3,0.124990974078,0.250007275152,17,0.00779798505727,3.46688419418e-13,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-143703481811000.0,177707.85267,-143703481795000.0,-143703481613000.0,-143703482042000.0,-143703482009000.0,-143703481636000.0,4.0,31580080900.5,0.250018051845,0.250007275152,38,0.0155982225654,3.46688419418e-13,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-143966485200000.0,263809.270703,-143966485159000.0,-143966484941000.0,-143966485542000.0,-143966485500000.0,-143966484958000.0,4.0,69595331308.6,0.250018051845,0.250007275152,64,0.0156549433748,3.46688419418e-13,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-144282628113000.0,614773.803592,-144282628214000.0,-144282627273000.0,-144282628749000.0,-144282628674000.0,-144282627409000.0,4.0,377946829583.0,0.249981948155,0.250007275152,90,0.00782634136657,3.46688419418e-13,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-144722858945000.0,179319.032758,-144722859029000.0,-144722858676000.0,-144722859045000.0,-144722859044000.0,-144722858727000.0,4.0,32155315509.1,0.124990974078,0.250007275152,12,0.00779798505727,3.46688419418e-13,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-163555819431000.0,200906.052045,-163555819474000.0,-163555819156000.0,-163555819619000.0,-163555819606000.0,-163555819195000.0,4.0,40363241748.2,0.250018051845,0.249992724848,33,0.0155973147564,3.46688419418e-13,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-163818822733000.0,659286.235214,-163818822813000.0,-163818821856000.0,-163818823451000.0,-163818823364000.0,-163818821991000.0,4.0,434658339943.0,0.250018051845,0.249992724848,59,0.0156540322646,3.46688419418e-13,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-164134966170000.0,510116.109351,-164134965942000.0,-164134965864000.0,-164134966933000.0,-164134966788000.0,-164134965873000.0,4.0,260218445020.0,0.249981948155,0.249992724848,85,0.00782588587727,3.46688419418e-13,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-164575196614000.0,146094.448196,-164575196630000.0,-164575196447000.0,-164575196750000.0,-164575196746000.0,-164575196461000.0,4.0,21343587793.7,0.124990974078,0.249992724848,7,0.00779753121829,3.46688419418e-13,0.249546279492
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-183406056336000.0,137105.177089,-183406056314000.0,-183406056201000.0,-183406056515000.0,-183406056493000.0,-183406056211000.0,4.0,18797829584.7,0.250018051845,0.12498974865,28,0.00779824473773,3.46688419418e-13,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-183669059602000.0,328599.734026,-183669059500000.0,-183669059330000.0,-183669060078000.0,-183669059997000.0,-183669059350000.0,4.0,107977785202.0,0.250018051845,0.12498974865,54,0.00782660199132,3.46688419418e-13,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-183985202984000.0,334970.720937,-183985202952000.0,-183985202608000.0,-183985203423000.0,-183985203354000.0,-183985202658000.0,4.0,112205383885.0,0.249981948155,0.12498974865,80,0.00391273589804,3.46688419418e-13,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-184425433605000.0,121056.41534,-184425433613000.0,-184425433453000.0,-184425433740000.0,-184425433726000.0,-184425433472000.0,4.0,14654655695.1,0.124990974078,0.12498974865,2,0.0038985593187,3.46688419418e-13,0.249546279492
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-287985432502000.0,240870.359343,-287985432571000.0,-287985432176000.0,-287985432689000.0,-287985432687000.0,-287985432219000.0,4.0,58018530009.8,0.124990974078,0.125002976198,23,0.00389897189959,3.46688419418e-13,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-288301582330000.0,526146.375932,-288301582128000.0,-288301581956000.0,-288301583107000.0,-288301582968000.0,-288301581974000.0,4.0,276830008906.0,0.250018051845,0.125002976198,49,0.00782743027329,3.46688419418e-13,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-288564582970000.0,427473.287518,-288564582993000.0,-288564582545000.0,-288564583349000.0,-288564583346000.0,-288564582562000.0,4.0,182733411541.0,0.250018051845,0.125002976198,75,0.00391371513664,3.46688419418e-13,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-307837770001000.0,560826.955798,-307837770027000.0,-307837769291000.0,-307837770660000.0,-307837770572000.0,-307837769395000.0,4.0,314526874350.0,0.124990974078,0.250007275152,18,0.00779798505727,3.46688419418e-13,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-308153920343000.0,193967.658225,-308153920340000.0,-308153920145000.0,-308153920547000.0,-308153920535000.0,-308153920155000.0,4.0,37623452437.2,0.250018051845,0.250007275152,44,0.0156549433748,3.46688419418e-13,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-308416921184000.0,483790.934537,-308416921064000.0,-308416920737000.0,-308416921871000.0,-308416921755000.0,-308416920782000.0,4.0,234053668340.0,0.250018051845,0.250007275152,70,0.00782747168739,3.46688419418e-13,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-327690317822000.0,378443.03125,-327690317985000.0,-327690317260000.0,-327690318057000.0,-327690318054000.0,-327690317361000.0,4.0,143219127902.0,0.124990974078,0.250007275152,13,0.00779798505727,3.46688419418e-13,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-328006467817000.0,416699.554874,-328006467808000.0,-328006467355000.0,-328006468300000.0,-328006468255000.0,-328006467394000.0,4.0,173638519033.0,0.250018051845,0.250007275152,39,0.0156549433748,3.46688419418e-13,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-328269468358000.0,716503.832585,-328269468522000.0,-328269467347000.0,-328269469040000.0,-328269468962000.0,-328269467523000.0,4.0,513377742110.0,0.250018051845,0.250007275152,65,0.00782747168739,3.46688419418e-13,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-347542655454000.0,290922.815701,-347542655467000.0,-347542655089000.0,-347542655794000.0,-347542655752000.0,-347542655138000.0,4.0,84636084695.6,0.124990974078,0.249992724848,8,0.00779753121829,3.46688419418e-13,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-347858805476000.0,365733.311141,-347858805404000.0,-347858805118000.0,-347858805980000.0,-347858805903000.0,-347858805151000.0,4.0,133760854878.0,0.250018051845,0.249992724848,34,0.0156540322646,3.46688419418e-13,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-348121806079000.0,259643.961246,-348121806099000.0,-348121805744000.0,-348121806376000.0,-348121806338000.0,-348121805794000.0,4.0,67414986611.6,0.250018051845,0.249992724848,60,0.0078270161323,3.46688419418e-13,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-367392892233000.0,281280.287008,-367392892231000.0,-367392891912000.0,-367392892558000.0,-367392892527000.0,-367392891942000.0,4.0,79118599859.4,0.124990974078,0.12498974865,3,0.0038985593187,3.46688419418e-13,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-367709042269000.0,472295.892942,-367709042269000.0,-367709041778000.0,-367709042758000.0,-367709042731000.0,-367709041805000.0,4.0,223063410490.0,0.250018051845,0.12498974865,29,0.00782660199132,3.46688419418e-13,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-367972042957000.0,312952.82926,-367972042871000.0,-367972042686000.0,-367972043397000.0,-367972043330000.0,-367972042702000.0,4.0,97939473341.8,0.250018051845,0.12498974865,55,0.00391330099566,3.46688419418e-13,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-472288418409000.0,399593.861264,-472288418469000.0,-472288417954000.0,-472288418746000.0,-472288418745000.0,-472288417990000.0,4.0,159675253960.0,0.124990974078,0.125002976198,24,0.00391314997922,3.46688419418e-13,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-472604565282000.0,507922.576283,-472604565447000.0,-472604564558000.0,-472604565676000.0,-472604565663000.0,-472604564670000.0,4.0,257985343498.0,0.250018051845,0.125002976198,50,0.00391371513664,3.46688419418e-13,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-492140756039000.0,151146.439997,-492140756031000.0,-492140755864000.0,-492140756230000.0,-492140756204000.0,-492140755885000.0,4.0,22845246323.7,0.124990974078,0.250007275152,19,0.00782634136657,3.46688419418e-13,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-492456903221000.0,218785.575775,-492456903194000.0,-492456903010000.0,-492456903488000.0,-492456903461000.0,-492456903020000.0,4.0,47867128167.1,0.250018051845,0.250007275152,45,0.00782747168739,3.46688419418e-13,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-511993303686000.0,785761.448602,-511993303830000.0,-511993302648000.0,-511993304436000.0,-511993304389000.0,-511993302782000.0,4.0,617421054109.0,0.124990974078,0.250007275152,14,0.00782634136657,3.46688419418e-13,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-512309450813000.0,398364.509484,-512309450842000.0,-512309450362000.0,-512309451206000.0,-512309451187000.0,-512309450398000.0,4.0,158694282416.0,0.250018051845,0.250007275152,40,0.00782747168739,3.46688419418e-13,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-531845641513000.0,339870.391039,-531845641628000.0,-531845641026000.0,-531845641772000.0,-531845641763000.0,-531845641103000.0,4.0,115511882705.0,0.124990974078,0.249992724848,9,0.00782588587727,3.46688419418e-13,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-532161788721000.0,471747.994399,-532161788528000.0,-532161788408000.0,-532161789420000.0,-532161789294000.0,-532161788418000.0,4.0,222546170219.0,0.250018051845,0.249992724848,35,0.0078270161323,3.46688419418e-13,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-551695877647000.0,320632.932764,-551695877605000.0,-551695877302000.0,-551695878074000.0,-551695878010000.0,-551695877341000.0,4.0,102805477573.0,0.124990974078,0.12498974865,4,0.00391273589804,3.46688419418e-13,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-552012024762000.0,226547.258336,-552012024749000.0,-552012024515000.0,-552012025037000.0,-552012025008000.0,-552012024536000.0,4.0,51323660259.4,0.250018051845,0.12498974865,30,0.00391330099566,3.46688419418e-13,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-656591401188000.0,1109564.08177,-656591400813000.0,-656591400314000.0,-656591402814000.0,-656591402520000.0,-656591400382000.0,4.0,1231132451560.0,0.124990974078,0.125002976198,25,0.00195657498961,3.46688419418e-13,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-676443739095000.0,682114.176876,-676443739298000.0,-676443738115000.0,-676443739670000.0,-676443739630000.0,-676443738277000.0,4.0,465279750295.0,0.124990974078,0.250007275152,20,0.00391317068328,3.46688419418e-13,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-696296287040000.0,645722.92895,-696296287109000.0,-696296286205000.0,-696296287736000.0,-696296287668000.0,-696296286315000.0,4.0,416958100972.0,0.124990974078,0.250007275152,15,0.00391317068328,3.46688419418e-13,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-716148624790000.0,782117.717153,-716148624730000.0,-716148623910000.0,-716148625790000.0,-716148625655000.0,-716148624008000.0,4.0,611708123485.0,0.124990974078,0.249992724848,10,0.00391294293863,3.46688419418e-13,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-735998860976000.0,732251.854052,-735998860974000.0,-735998860084000.0,-735998861871000.0,-735998861748000.0,-735998860206000.0,4.0,536192777762.0,0.124990974078,0.12498974865,5,0.00195636794902,3.46688419418e-13,0.125226860254
