npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,PointProbability
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,405586131.75,704826.945027,405586131.75,406084519.663,405087743.838,405137582.629,406034680.871,2.0,496781022437.0,0.125007204196,0.124996134146,0.124645892351,0.00194764407834,5,8.705791516489999e-14
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,372607242.028,13006898.299,372607242.028,381804508.018,363409976.039,364329702.638,380884781.419,2.0,169179403361000.0,0.125007204196,0.249997067283,0.124645892351,0.0038953629328,30,8.705791516489999e-14
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,350574869.774,13022336.4013,350574869.774,359783052.15,341366687.398,342287505.635,358862233.913,2.0,169581245348000.0,0.125007204196,0.250002932717,0.25,0.00781304191492,85,8.705791516489999e-14
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,274514330.167,2570172.84105,274514330.167,276331716.812,272696943.523,272878682.187,276149978.148,2.0,6605788432860.0,0.125007204196,0.250002399496,0.124645892351,0.00389544601739,55,8.705791516489999e-14
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,254867515.727,10638660.1538,254867515.727,262390184.465,247344846.99,248097113.864,261637917.591,2.0,113181089868000.0,0.125007204196,0.125001466359,0.25,0.00390652095746,110,8.705791516489999e-14
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,173853087.463,7613992.57215,173853087.463,179236993.243,168469181.683,169007572.261,178698602.665,2.0,57972882888700.0,0.125007204196,0.250002932717,0.124645892351,0.00389545432585,80,8.705791516489999e-14
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,79412414.1358,5596229.0546,79412414.1358,83369545.6494,75455282.6222,75850995.7736,82973832.498,2.0,31317779631500.0,0.125007204196,0.125001466359,0.124645892351,0.00194772716293,105,8.705791516489999e-14
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-209978834102000.0,994276.721997,-209978834102000.0,-209978833399000.0,-209978834805000.0,-209978834735000.0,-209978833470000.0,2.0,988586199905.0,0.125007204196,0.125001466359,0.25,0.00390652095746,106,8.705791516489999e-14
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-215438319648000.0,801281.670887,-215438319648000.0,-215438319081000.0,-215438320214000.0,-215438320158000.0,-215438319138000.0,2.0,642052316100.0,0.125007204196,0.250002932717,0.25,0.00781304191492,81,8.705791516489999e-14
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-216460594904000.0,2326050.82607,-216460594904000.0,-216460593259000.0,-216460596549000.0,-216460596384000.0,-216460593424000.0,2.0,5410512445470.0,0.250014408391,0.125001466359,0.25,0.00781304191492,112,8.705791516489999e-14
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-220897805098000.0,3366631.37497,-220897805098000.0,-220897802718000.0,-220897807479000.0,-220897807241000.0,-220897802956000.0,2.0,11334206815000.0,0.125007204196,0.250002399496,0.25,0.0078130252508,56,8.705791516489999e-14
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-221461750883000.0,1160208.54269,-221461750883000.0,-221461750063000.0,-221461751703000.0,-221461751621000.0,-221461750145000.0,2.0,1346083862530.0,0.249985591609,0.125001466359,0.25,0.00781214137989,118,8.705791516489999e-14
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-221920075726000.0,4269489.86306,-221920075726000.0,-221920072707000.0,-221920078745000.0,-221920078443000.0,-221920073008000.0,2.0,18228543690700.0,0.250014408391,0.250002932717,0.25,0.0156260838298,87,8.705791516489999e-14
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-226357267892000.0,534158.848139,-226357267892000.0,-226357267514000.0,-226357268269000.0,-226357268231000.0,-226357267552000.0,2.0,285325675045.0,0.125007204196,0.249997067283,0.25,0.00781285860954,31,8.705791516489999e-14
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-226921234119000.0,3033197.42621,-226921234119000.0,-226921231974000.0,-226921236264000.0,-226921236049000.0,-226921232189000.0,2.0,9200286626360.0,0.249985591609,0.250002932717,0.25,0.0156242827598,93,8.705791516489999e-14
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-227379560913000.0,739426.62132,-227379560913000.0,-227379560390000.0,-227379561435000.0,-227379561383000.0,-227379560442000.0,2.0,546751728316.0,0.250014408391,0.250002399496,0.25,0.0156260505016,62,8.705791516489999e-14
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-228002399583000.0,8076046.32983,-228002399583000.0,-228002393873000.0,-228002405294000.0,-228002404723000.0,-228002394444000.0,2.0,65222524321600.0,0.249985591609,0.125001466359,0.125354107649,0.00391713604601,124,8.705791516489999e-14
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816522703000.0,844320.807882,-231816522703000.0,-231816522106000.0,-231816523300000.0,-231816523240000.0,-231816522165000.0,2.0,712877626622.0,0.125007204196,0.124996134146,0.25,0.00390635431621,6,8.705791516489999e-14
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-232380725410000.0,1578047.15418,-232380725410000.0,-232380724294000.0,-232380726526000.0,-232380726414000.0,-232380724405000.0,2.0,2490232820800.0,0.249985591609,0.250002399496,0.25,0.0156242494354,68,8.705791516489999e-14
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-232839027167000.0,2812889.16034,-232839027167000.0,-232839025178000.0,-232839029156000.0,-232839028957000.0,-232839025376000.0,2.0,7912345428340.0,0.250014408391,0.249997067283,0.25,0.0156257172191,37,8.705791516489999e-14
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-233461894875000.0,219376.299135,-233461894875000.0,-233461894720000.0,-233461895030000.0,-233461895014000.0,-233461894735000.0,2.0,48125960622.2,0.249985591609,0.250002932717,0.125354107649,0.00783427209202,99,8.705791516489999e-14
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-237840189308000.0,25468.9476953,-237840189308000.0,-237840189290000.0,-237840189326000.0,-237840189325000.0,-237840189292000.0,2.0,648667296.704,0.249985591609,0.249997067283,0.25,0.0156239161913,43,8.705791516489999e-14
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298283111000.0,2607929.44264,-238298283111000.0,-238298281267000.0,-238298284955000.0,-238298284771000.0,-238298281451000.0,2.0,6801295977810.0,0.250014408391,0.124996134146,0.25,0.00781270863241,12,8.705791516489999e-14
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238921382732000.0,2639136.73865,-238921382732000.0,-238921380866000.0,-238921384598000.0,-238921384411000.0,-238921381052000.0,2.0,6965042725270.0,0.249985591609,0.250002399496,0.125354107649,0.00783425538261,74,8.705791516489999e-14
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299438944000.0,2720142.096,-243299438944000.0,-243299437021000.0,-243299440868000.0,-243299440675000.0,-243299437213000.0,2.0,7399173022450.0,0.249985591609,0.124996134146,0.25,0.0078118081358,18,8.705791516489999e-14
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244380840549000.0,3688728.34701,-244380840549000.0,-244380837941000.0,-244380843158000.0,-244380842897000.0,-244380838202000.0,2.0,13606716818000.0,0.249985591609,0.249997067283,0.125354107649,0.00783408828855,49,8.705791516489999e-14
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249840086080000.0,134420.247803,-249840086080000.0,-249840085985000.0,-249840086175000.0,-249840086165000.0,-249840085994000.0,2.0,18068803019.3,0.249985591609,0.124996134146,0.125354107649,0.00391696895194,24,8.705791516489999e-14
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-472042940066000.0,3372182.56095,-472042940066000.0,-472042937682000.0,-472042942451000.0,-472042942212000.0,-472042937920000.0,2.0,11371615224400.0,0.125007204196,0.125001466359,0.25,0.00390652095746,111,8.705791516489999e-14
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-477044106255000.0,6342188.72675,-477044106255000.0,-477044101770000.0,-477044110740000.0,-477044110291000.0,-477044102219000.0,2.0,40223357845700.0,0.250014408391,0.125001466359,0.25,0.00781304191492,117,8.705791516489999e-14
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-477502425476000.0,4067113.53789,-477502425476000.0,-477502422601000.0,-477502428352000.0,-477502428065000.0,-477502422888000.0,2.0,16541412530100.0,0.125007204196,0.250002932717,0.25,0.00781304191492,86,8.705791516489999e-14
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-482503593825000.0,6157996.07231,-482503593825000.0,-482503589471000.0,-482503598179000.0,-482503597744000.0,-482503589906000.0,2.0,37920915626600.0,0.250014408391,0.250002932717,0.25,0.0156260838298,92,8.705791516489999e-14
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-482961910132000.0,2637422.51293,-482961910132000.0,-482961908267000.0,-482961911997000.0,-482961911810000.0,-482961908453000.0,2.0,6955997511730.0,0.125007204196,0.250002399496,0.25,0.0078130252508,61,8.705791516489999e-14
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-483525855644000.0,4956603.44307,-483525855644000.0,-483525852140000.0,-483525859149000.0,-483525858799000.0,-483525852490000.0,2.0,24567917691900.0,0.249985591609,0.125001466359,0.125354107649,0.00391713604601,123,8.705791516489999e-14
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-487963083190000.0,6347951.38185,-487963083190000.0,-487963078702000.0,-487963087679000.0,-487963087230000.0,-487963079151000.0,2.0,40296486746400.0,0.250014408391,0.250002399496,0.25,0.0156260505016,67,8.705791516489999e-14
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-488421377974000.0,430872.998048,-488421377974000.0,-488421377669000.0,-488421378278000.0,-488421378248000.0,-488421377699000.0,2.0,185651540447.0,0.125007204196,0.249997067283,0.25,0.00781285860954,36,8.705791516489999e-14
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-488985336374000.0,5460022.54747,-488985336374000.0,-488985332514000.0,-488985340235000.0,-488985339849000.0,-488985332900000.0,2.0,29811846218900.0,0.249985591609,0.250002932717,0.125354107649,0.00783427209202,98,8.705791516489999e-14
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493422547596000.0,1025996.60412,-493422547596000.0,-493422546870000.0,-493422548321000.0,-493422548249000.0,-493422546943000.0,2.0,1052669031670.0,0.250014408391,0.249997067283,0.25,0.0156257172191,42,8.705791516489999e-14
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880631431000.0,737226.30389,-493880631431000.0,-493880630909000.0,-493880631952000.0,-493880631900000.0,-493880630962000.0,2.0,543502623148.0,0.125007204196,0.124996134146,0.25,0.00390635431621,11,8.705791516489999e-14
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-494444830439000.0,1223759.03544,-494444830439000.0,-494444829573000.0,-494444831304000.0,-494444831217000.0,-494444829660000.0,2.0,1497586176830.0,0.249985591609,0.250002399496,0.125354107649,0.00783425538261,73,8.705791516489999e-14
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881796731000.0,1692803.91144,-498881796731000.0,-498881795534000.0,-498881797928000.0,-498881797809000.0,-498881795654000.0,2.0,2865585082590.0,0.250014408391,0.124996134146,0.25,0.00781270863241,17,8.705791516489999e-14
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499904293228000.0,8674789.21777,-499904293228000.0,-499904287094000.0,-499904299362000.0,-499904298749000.0,-499904287707000.0,2.0,75251967972800.0,0.249985591609,0.249997067283,0.125354107649,0.00783408828855,48,8.705791516489999e-14
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363536922000.0,249387.546113,-505363536922000.0,-505363536745000.0,-505363537098000.0,-505363537081000.0,-505363536763000.0,2.0,62194148156.3,0.249985591609,0.124996134146,0.125354107649,0.00391696895194,23,8.705791516489999e-14
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-732626456269000.0,3089127.14192,-732626456269000.0,-732626454084000.0,-732626458453000.0,-732626458235000.0,-732626454303000.0,2.0,9542706498960.0,0.125007204196,0.125001466359,0.25,0.00390652095746,116,8.705791516489999e-14
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-738085938233000.0,2328016.14098,-738085938233000.0,-738085936586000.0,-738085939879000.0,-738085939714000.0,-738085936751000.0,2.0,5419659152670.0,0.125007204196,0.250002932717,0.25,0.00781304191492,91,8.705791516489999e-14
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-739108208426000.0,12367321.1143,-739108208426000.0,-739108199681000.0,-739108217171000.0,-739108216296000.0,-739108200555000.0,2.0,152950631543000.0,0.250014408391,0.125001466359,0.125354107649,0.00391758758907,122,8.705791516489999e-14
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-743545428090000.0,5746551.09824,-743545428090000.0,-743545424027000.0,-743545432154000.0,-743545431747000.0,-743545424433000.0,2.0,33022849524700.0,0.125007204196,0.250002399496,0.25,0.0078130252508,66,8.705791516489999e-14
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-744567691831000.0,6868785.15625,-744567691831000.0,-744567686974000.0,-744567696688000.0,-744567696202000.0,-744567687460000.0,2.0,47180209522800.0,0.250014408391,0.250002932717,0.125354107649,0.00783517517814,97,8.705791516489999e-14
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-749004897297000.0,3608516.25297,-749004897297000.0,-749004894746000.0,-749004899849000.0,-749004899594000.0,-749004895001000.0,2.0,13021389548000.0,0.125007204196,0.249997067283,0.25,0.00781285860954,41,8.705791516489999e-14
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-750027179004000.0,3433477.9797,-750027179004000.0,-750027176576000.0,-750027181432000.0,-750027181189000.0,-750027176819000.0,2.0,11788771037100.0,0.250014408391,0.250002399496,0.125354107649,0.00783515846681,72,8.705791516489999e-14
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464149673000.0,3360423.50777,-754464149673000.0,-754464147297000.0,-754464152049000.0,-754464151811000.0,-754464147534000.0,2.0,11292446151500.0,0.125007204196,0.124996134146,0.25,0.00390635431621,16,8.705791516489999e-14
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-755486642778000.0,6071606.40617,-755486642778000.0,-755486638485000.0,-755486647072000.0,-755486646642000.0,-755486638915000.0,2.0,36864404351500.0,0.250014408391,0.249997067283,0.125354107649,0.00783499135348,47,8.705791516489999e-14
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945896084000.0,2412189.95544,-760945896084000.0,-760945894378000.0,-760945897789000.0,-760945897619000.0,-760945894549000.0,2.0,5818660381110.0,0.250014408391,0.124996134146,0.125354107649,0.00391742047574,22,8.705791516489999e-14
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-994690557542000.0,927389.105079,-994690557542000.0,-994690556886000.0,-994690558197000.0,-994690558132000.0,-994690556951000.0,2.0,860050552220.0,0.125007204196,0.125001466359,0.125354107649,0.00195879379453,121,8.705791516489999e-14
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1000150047360000.0,2751918.96652,-1000150047360000.0,-1000150045420000.0,-1000150049310000.0,-1000150049110000.0,-1000150045610000.0,2.0,7573057998280.0,0.125007204196,0.250002932717,0.125354107649,0.00391758758907,96,8.705791516489999e-14
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1005609531160000.0,2081290.40996,-1005609531160000.0,-1005609529690000.0,-1005609532630000.0,-1005609532480000.0,-1005609529840000.0,2.0,4331769770580.0,0.125007204196,0.250002399496,0.125354107649,0.0039175792334,71,8.705791516489999e-14
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1011068994230000.0,2192904.03339,-1011068994230000.0,-1011068992670000.0,-1011068995780000.0,-1011068995620000.0,-1011068992830000.0,2.0,4808828099650.0,0.125007204196,0.249997067283,0.125354107649,0.00391749567674,46,8.705791516489999e-14
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528250320000.0,3776844.61323,-1016528250320000.0,-1016528247650000.0,-1016528252990000.0,-1016528252720000.0,-1016528247910000.0,2.0,14264555232500.0,0.125007204196,0.124996134146,0.125354107649,0.00195871023787,21,8.705791516489999e-14
