smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-meoh_capacity
960.0,-907.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3326366887.56,21249437.7209,-3326366887.56,-3311341266.05,-3341392509.07,-3339889946.91,-3312843828.2,2.0,451538603455000.0,0.0714534883721,0.0714206061936,0.000729035922026,9.835748238069999e-14,6,0.142857142857
960.0,-661.3,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3337540713.7,19375354.3265,-3337540713.7,-3323840269.27,-3351241158.14,-3349871113.69,-3325210313.72,2.0,375404355277000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,23,0.142857142857
960.0,-415.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3343914645.27,82937369.2694,-3343914645.27,-3285269069.05,-3402560221.5,-3396695663.87,-3291133626.67,2.0,6878607221330000.0,0.142848837209,0.142859493254,0.00145766517826,9.835748238069999e-14,168,0.0714285714286
960.0,-661.3,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3345624322.48,31860352.0871,-3345624322.48,-3323095651.47,-3368152993.49,-3365900126.39,-3325348518.57,2.0,1015082035110000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,151,0.142857142857
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3355152778.1,10041355.039,-3355152778.1,-3348052467.86,-3362253088.34,-3361543057.32,-3348762498.88,2.0,100828811019000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,79,0.142857142857
960.0,-415.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3361148546.77,65667717.8166,-3361148546.77,-3314714458.2,-3407582635.34,-3402939226.48,-3319357867.05,2.0,4312249163240000.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,40,0.0714285714286
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3422524512.59,42818019.8276,-3422524512.59,-3392247600.41,-3452801424.77,-3449773733.55,-3395275291.63,2.0,1833382821960000.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,32,0.0714285714286
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3450985149.33,36584074.1823,-3450985149.33,-3425116302.39,-3476853996.27,-3474267111.58,-3427703187.09,2.0,1338394483770000.0,0.142848837209,0.142850352821,0.00145757191396,9.835748238069999e-14,96,0.0714285714286
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3470592529.2,3265867.35594,-3470592529.2,-3468283212.25,-3472901846.15,-3472670914.46,-3468514143.94,2.0,10665889586600.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,15,0.142857142857
960.0,-784.1,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3474077507.12,39181128.8022,-3474077507.12,-3446372265.25,-3501782748.99,-3499012224.8,-3449142789.44,2.0,1535160854220000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,143,0.142857142857
960.0,-538.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3514390506.32,40874589.1748,-3514390506.32,-3485487807.14,-3543293205.5,-3540402935.59,-3488378077.05,2.0,1670732040210000.0,0.142848837209,0.142859493254,0.00145766517826,9.835748238069999e-14,160,0.0714285714286
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3582989398.86,5239411.03115,-3582989398.86,-3579284575.79,-3586694221.93,-3586323739.62,-3579655058.1,2.0,27451427953300.0,0.0714534883721,0.142850352821,0.00145816514632,9.835748238069999e-14,71,0.142857142857
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3608569955.3,12835938.219,-3608569955.3,-3599493576.34,-3617646334.25,-3616738696.36,-3600401214.23,2.0,164761309961000.0,0.0714534883721,0.142859493254,0.00145825844858,9.835748238069999e-14,135,0.142857142857
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3615740908.78,31202214.0794,-3615740908.78,-3593677611.61,-3637804205.94,-3635597876.23,-3595883941.33,2.0,973578163458000.0,0.142848837209,0.142850352821,0.00145757191396,9.835748238069999e-14,88,0.0714285714286
960.0,-907.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3629781548.68,14468437.3658,-3629781548.68,-3619550818.5,-3640012278.85,-3638989205.84,-3620573891.52,2.0,209335679809000.0,0.0714534883721,0.0714206061936,0.000729035922026,9.835748238069999e-14,7,0.142857142857
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3666853480.61,13707815.9295,-3666853480.61,-3657160591.02,-3676546370.21,-3675577081.25,-3658129879.98,2.0,187904217556000.0,0.142848837209,0.142859493254,0.00145766517826,9.835748238069999e-14,152,0.0714285714286
960.0,-661.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3685192339.31,16693086.8558,-3685192339.31,-3673388544.39,-3696996134.22,-3695815754.73,-3674568923.88,2.0,278659148776000.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,24,0.0714285714286
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3738973218.93,74305981.5276,-3738973218.93,-3686430955.51,-3791515482.36,-3786261256.01,-3691685181.86,2.0,5521378890780000.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,16,0.0714285714286
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3790305865.89,5544325.84101,-3790305865.89,-3786385435.49,-3794226296.29,-3793834253.25,-3786777478.53,2.0,30739549031300.0,0.142848837209,0.142859493254,0.00145766517826,9.835748238069999e-14,144,0.0714285714286
960.0,-784.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3793675008.33,35120695.4203,-3793675008.33,-3768840926.44,-3818509090.22,-3816025682.03,-3771324334.62,2.0,1233463246810000.0,0.142848837209,0.142850352821,0.00145757191396,9.835748238069999e-14,80,0.0714285714286
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3913789115.74,13125948.8848,-3913789115.74,-3904507668.28,-3923070563.21,-3922142418.46,-3905435813.02,2.0,172290534126000.0,0.0714534883721,0.0714206061936,0.000364517961013,9.835748238069999e-14,8,0.0714285714286
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3914506282.55,21814481.2705,-3914506282.55,-3899081114.92,-3929931450.19,-3928388933.42,-3900623631.68,2.0,475871593100000.0,0.0714534883721,0.142850352821,0.000729082573159,9.835748238069999e-14,72,0.0714285714286
960.0,-907.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3959261096.7,41891084.6327,-3959261096.7,-3929639626.69,-3988882566.72,-3985920419.72,-3932601773.69,2.0,1754862971700000.0,0.0714534883721,0.142859493254,0.000729129224292,9.835748238069999e-14,136,0.0714285714286
960.0,-292.7,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-26740330974.0,28157592.741,-26740330974.0,-26720420549.3,-26760241398.8,-26758250356.3,-26722411591.7,2.0,792850028971000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,110,0.142857142857
960.0,-292.7,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-26745450700.9,26662993.9417,-26745450700.9,-26726597117.1,-26764304284.8,-26762418926.4,-26728482475.5,2.0,710915245938000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,46,0.142857142857
960.0,-292.7,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-26749651749.0,73607380.8218,-26749651749.0,-26697603470.8,-26801700027.1,-26796495199.3,-26702808298.6,2.0,5418046511440000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,174,0.142857142857
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-51111883185.8,73845642.542,-51111883185.8,-51059666431.2,-51164099940.4,-51158878265.0,-51064888106.7,2.0,5453178922440000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,28,0.142857142857
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-51173502190.9,3120356.61334,-51173502190.9,-51171295765.6,-51175708616.3,-51175487973.7,-51171516408.2,2.0,9736625394430.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,92,0.142857142857
960.0,-538.4,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-51213545503.3,27597417.6422,-51213545503.3,-51194031182.1,-51233059824.4,-51231108392.3,-51195982614.2,2.0,761617460520000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,156,0.142857142857
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-75531915427.8,11406847.8775,-75531915427.8,-75523849568.3,-75539981287.3,-75539174701.3,-75524656154.2,2.0,130116178500000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,10,0.142857142857
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-75566152432.9,27496766.7735,-75566152432.9,-75546709282.6,-75585595583.1,-75583651268.1,-75548653597.6,2.0,756072182996000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,74,0.142857142857
960.0,-784.1,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-75607108855.4,1934063.64603,-75607108855.4,-75605741265.9,-75608476444.9,-75608339685.9,-75605878024.8,2.0,3740602186900.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,138,0.142857142857
960.0,-169.9,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212885841994000.0,3784210.72134,-212885841994000.0,-212885839318000.0,-212885844669000.0,-212885844402000.0,-212885839585000.0,2.0,14320250783500.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,54,0.142857142857
960.0,-169.9,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212885902401000.0,69390240.2842,-212885902401000.0,-212885853334000.0,-212885951467000.0,-212885946560000.0,-212885858241000.0,2.0,4815005446700000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,118,0.142857142857
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212910290876000.0,8911862.83075,-212910290876000.0,-212910284574000.0,-212910297177000.0,-212910296547000.0,-212910285204000.0,2.0,79421299114000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,36,0.142857142857
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212910380811000.0,679013.627644,-212910380811000.0,-212910380331000.0,-212910381291000.0,-212910381243000.0,-212910380379000.0,2.0,461059506526.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,100,0.142857142857
960.0,-415.6,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212910388226000.0,11996542.9781,-212910388226000.0,-212910379743000.0,-212910396708000.0,-212910395860000.0,-212910380591000.0,2.0,143917043426000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,164,0.142857142857
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212934704987000.0,8612482.37116,-212934704987000.0,-212934698897000.0,-212934711077000.0,-212934710468000.0,-212934699506000.0,2.0,74174852593600.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,18,0.142857142857
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212934756921000.0,21382633.9764,-212934756921000.0,-212934741801000.0,-212934772040000.0,-212934770529000.0,-212934743313000.0,2.0,457217035771000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,82,0.142857142857
960.0,-661.3,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212934789540000.0,9476161.66349,-212934789540000.0,-212934782840000.0,-212934796241000.0,-212934795571000.0,-212934783510000.0,2.0,89797639872600.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,146,0.142857142857
960.0,-47.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212960339486000.0,104928413.977,-212960339486000.0,-212960265291000.0,-212960413682000.0,-212960406262000.0,-212960272710000.0,2.0,1.10099720598e+16,0.0714534883721,0.0714206061936,0.000729035922026,9.835748238069999e-14,63,0.142857142857
960.0,-47.0,-4268.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212960377247000.0,82772985.2536,-212960377247000.0,-212960318718000.0,-212960435776000.0,-212960429923000.0,-212960324571000.0,2.0,6851367087790000.0,0.0714534883721,0.142850352821,0.00145816514632,9.835748238069999e-14,127,0.142857142857
960.0,-292.7,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212984722827000.0,15845105.2116,-212984722827000.0,-212984711623000.0,-212984734031000.0,-212984732911000.0,-212984712743000.0,2.0,251067359167000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,45,0.142857142857
960.0,-292.7,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212984770132000.0,20372629.8296,-212984770132000.0,-212984755726000.0,-212984784537000.0,-212984783097000.0,-212984757167000.0,2.0,415044046175000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,109,0.142857142857
960.0,-292.7,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-212984824867000.0,22688920.505,-212984824867000.0,-212984808823000.0,-212984840910000.0,-212984839306000.0,-212984810428000.0,2.0,514787113681000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,173,0.142857142857
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-213009150856000.0,8424985.14157,-213009150856000.0,-213009144898000.0,-213009156813000.0,-213009156217000.0,-213009145494000.0,2.0,70980374635700.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,27,0.142857142857
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-213009224096000.0,43452612.5138,-213009224096000.0,-213009193370000.0,-213009254822000.0,-213009251749000.0,-213009196443000.0,2.0,1888129534270000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,91,0.142857142857
960.0,-538.4,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-213009255849000.0,7398550.88254,-213009255849000.0,-213009250618000.0,-213009261081000.0,-213009260558000.0,-213009251141000.0,2.0,54738555161600.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,155,0.142857142857
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-213033574075000.0,3905202.43685,-213033574075000.0,-213033571314000.0,-213033576836000.0,-213033576560000.0,-213033571590000.0,2.0,15250606072700.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,9,0.0714285714286
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-213033590932000.0,12804337.3013,-213033590932000.0,-213033581878000.0,-213033599986000.0,-213033599080000.0,-213033582783000.0,2.0,163951053726000.0,0.142848837209,0.142850352821,0.00145757191396,9.835748238069999e-14,73,0.0714285714286
960.0,-784.1,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-213033643308000.0,4286643.05823,-213033643308000.0,-213033640277000.0,-213033646339000.0,-213033646036000.0,-213033640580000.0,2.0,18375308708700.0,0.142848837209,0.142859493254,0.00145766517826,9.835748238069999e-14,137,0.0714285714286
960.0,-169.9,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425843923554000.0,26276715.4136,-425843923554000.0,-425843904974000.0,-425843942135000.0,-425843940277000.0,-425843906832000.0,2.0,690465772926000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,53,0.142857142857
960.0,-169.9,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425843947588000.0,64548070.3843,-425843947588000.0,-425843901945000.0,-425843993230000.0,-425843988666000.0,-425843906509000.0,2.0,4166453390340000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,117,0.142857142857
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425868359072000.0,10173728.3589,-425868359072000.0,-425868351878000.0,-425868366266000.0,-425868365546000.0,-425868352597000.0,2.0,103504748720000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,35,0.142857142857
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425868376006000.0,740327.806815,-425868376006000.0,-425868375482000.0,-425868376529000.0,-425868376477000.0,-425868375535000.0,2.0,548085261544.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,99,0.142857142857
960.0,-415.6,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425868414994000.0,2936726.09675,-425868414994000.0,-425868412918000.0,-425868417071000.0,-425868416863000.0,-425868413125000.0,2.0,8624360167340.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,163,0.142857142857
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425892729336000.0,12346549.9409,-425892729336000.0,-425892720606000.0,-425892738067000.0,-425892737194000.0,-425892721479000.0,2.0,152437295444000.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,17,0.0714285714286
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425892808129000.0,12346274.3461,-425892808129000.0,-425892799399000.0,-425892816859000.0,-425892815986000.0,-425892800272000.0,2.0,152430490229000.0,0.142848837209,0.142850352821,0.00145757191396,9.835748238069999e-14,81,0.0714285714286
960.0,-661.3,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425892818663000.0,2988366.01659,-425892818663000.0,-425892816550000.0,-425892820776000.0,-425892820565000.0,-425892816761000.0,2.0,8930331449130.0,0.142848837209,0.142859493254,0.00145766517826,9.835748238069999e-14,145,0.0714285714286
960.0,-47.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425918393521000.0,22687330.8626,-425918393521000.0,-425918377479000.0,-425918409564000.0,-425918407959000.0,-425918379083000.0,2.0,514714981671000.0,0.0714534883721,0.142850352821,0.00145816514632,9.835748238069999e-14,126,0.142857142857
960.0,-47.0,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425918397672000.0,54147926.6993,-425918397672000.0,-425918359384000.0,-425918435960000.0,-425918432131000.0,-425918363212000.0,2.0,2931997965830000.0,0.0714534883721,0.0714206061936,0.000729035922026,9.835748238069999e-14,62,0.142857142857
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425942792834000.0,27205287.8619,-425942792834000.0,-425942773597000.0,-425942812071000.0,-425942810147000.0,-425942775520000.0,2.0,740127687646000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,44,0.142857142857
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425942871833000.0,18673726.8791,-425942871833000.0,-425942858629000.0,-425942885037000.0,-425942883717000.0,-425942859949000.0,2.0,348708075556000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,108,0.142857142857
960.0,-292.7,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425942902844000.0,11788554.6558,-425942902844000.0,-425942894508000.0,-425942911179000.0,-425942910346000.0,-425942895341000.0,2.0,138970020873000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,172,0.142857142857
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425967211051000.0,15384552.5113,-425967211051000.0,-425967200172000.0,-425967221929000.0,-425967220841000.0,-425967201260000.0,2.0,236684455972000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,26,0.142857142857
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425967226109000.0,21887486.4526,-425967226109000.0,-425967210632000.0,-425967241586000.0,-425967240038000.0,-425967212180000.0,2.0,479062063212000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,90,0.142857142857
960.0,-538.4,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-425967265998000.0,41491053.6666,-425967265998000.0,-425967236659000.0,-425967295336000.0,-425967292402000.0,-425967239593000.0,2.0,1721507534370000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,154,0.142857142857
960.0,-169.9,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638802075711000.0,2160802.18102,-638802075711000.0,-638802074184000.0,-638802077239000.0,-638802077087000.0,-638802074336000.0,2.0,4669066065490.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,116,0.142857142857
960.0,-169.9,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638802087845000.0,75598468.6256,-638802087845000.0,-638802034389000.0,-638802141301000.0,-638802135956000.0,-638802039734000.0,2.0,5715128458540000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,52,0.142857142857
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638826371920000.0,1850993.86305,-638826371920000.0,-638826370611000.0,-638826373229000.0,-638826373098000.0,-638826370742000.0,2.0,3426178281060.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,34,0.142857142857
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638826470578000.0,16370898.1027,-638826470578000.0,-638826459002000.0,-638826482154000.0,-638826480996000.0,-638826460159000.0,2.0,268006304687000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,98,0.142857142857
960.0,-415.6,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638826478486000.0,4829995.48777,-638826478486000.0,-638826475071000.0,-638826481902000.0,-638826481560000.0,-638826475413000.0,2.0,23328856411800.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,162,0.142857142857
960.0,-47.0,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638876424097000.0,48053820.4647,-638876424097000.0,-638876390118000.0,-638876458076000.0,-638876454678000.0,-638876393516000.0,2.0,2309169661250000.0,0.0714534883721,0.0714206061936,0.000729035922026,9.835748238069999e-14,61,0.142857142857
