npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,prefix
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614921604737.0,823865.969046,-614921604737.0,-614921022176.0,-614922187298.0,-614922129042.0,-614921080432.0,2.0,678755134951.0,0.0155991253473,2.78193391732e-13,0.249579831933,0.250006184017,0.25,37
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614972388781.0,4843214.30438,-614972388781.0,-614968964111.0,-614975813450.0,-614975470984.0,-614969306578.0,2.0,23456724798200.0,0.0155991253473,2.78193391732e-13,0.249579831933,0.250006184017,0.25,42
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615012516927.0,3404197.75805,-615012516927.0,-615010109795.0,-615014924058.0,-615014683345.0,-615010350508.0,2.0,11588562375900.0,0.00779952408848,2.78193391732e-13,0.249579831933,0.125002473607,0.25,47
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627828681000.0,2943786.51377,-202627828681000.0,-202627826599000.0,-202627830762000.0,-202627830554000.0,-202627826807000.0,2.0,8665879038640.0,0.00779882955587,2.78193391732e-13,0.249579831933,0.124991342377,0.25,28
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627869122000.0,9279204.31744,-202627869122000.0,-202627862560000.0,-202627875683000.0,-202627875027000.0,-202627863216000.0,2.0,86103632764700.0,0.0155983536443,2.78193391732e-13,0.249579831933,0.249993815983,0.25,33
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627908878000.0,4927622.69374,-202627908878000.0,-202627905394000.0,-202627912362000.0,-202627912014000.0,-202627905742000.0,2.0,24281465411900.0,0.0155991253473,2.78193391732e-13,0.249579831933,0.250006184017,0.25,38
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627963000000.0,3846228.02982,-202627963000000.0,-202627960280000.0,-202627965719000.0,-202627965447000.0,-202627960552000.0,2.0,14793470057400.0,0.0155991253473,2.78193391732e-13,0.249579831933,0.250006184017,0.25,43
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202628000607000.0,3012716.49814,-202628000607000.0,-202627998476000.0,-202628002737000.0,-202628002524000.0,-202627998689000.0,2.0,9076460698140.0,0.00779952408848,2.78193391732e-13,0.249579831933,0.125002473607,0.25,48
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082737753000.0,4082426.2446,-203082737753000.0,-203082734866000.0,-203082740639000.0,-203082740351000.0,-203082735154000.0,2.0,16666204042600.0,0.00782508824124,2.78193391732e-13,0.250420168067,0.124991342377,0.25,54
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082792224000.0,15797222.5479,-203082792224000.0,-203082781053000.0,-203082803394000.0,-203082802277000.0,-203082782170000.0,2.0,249552240226000.0,0.0156508733536,2.78193391732e-13,0.250420168067,0.249993815983,0.25,59
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082813685000.0,1883444.29697,-203082813685000.0,-203082812353000.0,-203082815017000.0,-203082814884000.0,-203082812487000.0,2.0,3547362419790.0,0.0156516476548,2.78193391732e-13,0.250420168067,0.250006184017,0.25,64
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082869151000.0,15808069.9415,-203082869151000.0,-203082857973000.0,-203082880329000.0,-203082879211000.0,-203082859090000.0,2.0,249895075276000.0,0.0156516476548,2.78193391732e-13,0.250420168067,0.250006184017,0.25,69
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082922429000.0,24877020.3665,-203082922429000.0,-203082904838000.0,-203082940020000.0,-203082938261000.0,-203082906597000.0,2.0,618866142316000.0,0.00782578511235,2.78193391732e-13,0.250420168067,0.125002473607,0.25,74
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537637308000.0,7396416.98896,-203537637308000.0,-203537632078000.0,-203537642538000.0,-203537642015000.0,-203537632601000.0,2.0,54706984274500.0,0.00391254412062,2.78193391732e-13,0.125210084034,0.124991342377,0.25,80
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537662376000.0,3391374.69853,-203537662376000.0,-203537659978000.0,-203537664774000.0,-203537664534000.0,-203537660218000.0,2.0,11501422345800.0,0.00782543667679,2.78193391732e-13,0.125210084034,0.249993815983,0.25,85
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537710558000.0,3996041.74918,-203537710558000.0,-203537707732000.0,-203537713383000.0,-203537713101000.0,-203537708015000.0,2.0,15968349661200.0,0.00782582382741,2.78193391732e-13,0.125210084034,0.250006184017,0.25,90
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537778198000.0,31606294.6365,-203537778198000.0,-203537755849000.0,-203537800547000.0,-203537798312000.0,-203537758084000.0,2.0,998957860647000.0,0.00782582382741,2.78193391732e-13,0.125210084034,0.250006184017,0.25,95
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537843877000.0,3021133.12386,-203537843877000.0,-203537841740000.0,-203537846013000.0,-203537845799000.0,-203537841954000.0,2.0,9127245352100.0,0.00391289255617,2.78193391732e-13,0.125210084034,0.125002473607,0.25,100
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537867024000.0,2441991.65574,-203537867024000.0,-203537865298000.0,-203537868751000.0,-203537868578000.0,-203537865470000.0,2.0,5963323246710.0,0.00389941477793,2.78193391732e-13,0.249579831933,0.124991342377,0.125,2
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537905166000.0,1806608.06329,-203537905166000.0,-203537903888000.0,-203537906443000.0,-203537906315000.0,-203537904016000.0,2.0,3263832694350.0,0.00779917682217,2.78193391732e-13,0.249579831933,0.249993815983,0.125,7
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537949656000.0,1356784.36044,-203537949656000.0,-203537948696000.0,-203537950615000.0,-203537950519000.0,-203537948792000.0,2.0,1840863800730.0,0.00779956267363,2.78193391732e-13,0.249579831933,0.250006184017,0.125,12
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537989714000.0,880671.664901,-203537989714000.0,-203537989091000.0,-203537990336000.0,-203537990274000.0,-203537989153000.0,2.0,775582581359.0,0.00779956267363,2.78193391732e-13,0.249579831933,0.250006184017,0.125,17
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203538035253000.0,3395730.4984,-203538035253000.0,-203538032852000.0,-203538037654000.0,-203538037414000.0,-203538033092000.0,2.0,11530985617800.0,0.00389976204424,2.78193391732e-13,0.249579831933,0.125002473607,0.125,22
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550849543000.0,14401034.2422,-405550849543000.0,-405550839360000.0,-405550859726000.0,-405550858708000.0,-405550840378000.0,2.0,207389787245000.0,0.00389941477793,2.78193391732e-13,0.249579831933,0.124991342377,0.125,3
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550895332000.0,8779538.7789,-405550895332000.0,-405550889124000.0,-405550901540000.0,-405550900919000.0,-405550889744000.0,2.0,77080301170200.0,0.00779917682217,2.78193391732e-13,0.249579831933,0.249993815983,0.125,8
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550941526000.0,4476019.77765,-405550941526000.0,-405550938361000.0,-405550944691000.0,-405550944375000.0,-405550938678000.0,2.0,20034753049900.0,0.00779956267363,2.78193391732e-13,0.249579831933,0.250006184017,0.125,13
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550976958000.0,7391928.69495,-405550976958000.0,-405550971731000.0,-405550982185000.0,-405550981662000.0,-405550972254000.0,2.0,54640609831300.0,0.00779956267363,2.78193391732e-13,0.249579831933,0.250006184017,0.125,18
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405551018045000.0,3717418.03351,-405551018045000.0,-405551015416000.0,-405551020673000.0,-405551020410000.0,-405551015679000.0,2.0,13819196835900.0,0.00389976204424,2.78193391732e-13,0.249579831933,0.125002473607,0.125,23
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005753164000.0,5714202.77496,-406005753164000.0,-406005749123000.0,-406005757204000.0,-406005756800000.0,-406005749527000.0,2.0,32652113353400.0,0.00782508824124,2.78193391732e-13,0.250420168067,0.124991342377,0.25,29
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005812031000.0,28712284.8383,-406005812031000.0,-406005791728000.0,-406005832334000.0,-406005830303000.0,-406005793759000.0,2.0,824395300634000.0,0.0156508733536,2.78193391732e-13,0.250420168067,0.249993815983,0.25,34
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005855866000.0,21220045.224,-406005855866000.0,-406005840861000.0,-406005870870000.0,-406005869370000.0,-406005842361000.0,2.0,450290319310000.0,0.0156516476548,2.78193391732e-13,0.250420168067,0.250006184017,0.25,39
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005888872000.0,1757286.614,-406005888872000.0,-406005887629000.0,-406005890114000.0,-406005889990000.0,-406005887753000.0,2.0,3088056243750.0,0.0156516476548,2.78193391732e-13,0.250420168067,0.250006184017,0.25,44
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005939594000.0,7638492.01239,-406005939594000.0,-406005934193000.0,-406005944995000.0,-406005944455000.0,-406005934733000.0,2.0,58346560223300.0,0.00782578511235,2.78193391732e-13,0.250420168067,0.125002473607,0.25,49
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460684120000.0,12662446.1389,-406460684120000.0,-406460675167000.0,-406460693074000.0,-406460692179000.0,-406460676062000.0,2.0,160337542221000.0,0.00391254412062,2.78193391732e-13,0.125210084034,0.124991342377,0.25,55
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460731361000.0,11030732.7179,-406460731361000.0,-406460723561000.0,-406460739161000.0,-406460738381000.0,-406460724341000.0,2.0,121677064293000.0,0.00782543667679,2.78193391732e-13,0.125210084034,0.249993815983,0.25,60
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460788931000.0,50227861.5408,-406460788931000.0,-406460753415000.0,-406460824448000.0,-406460820896000.0,-406460756967000.0,2.0,2522838074960000.0,0.00782582382741,2.78193391732e-13,0.125210084034,0.250006184017,0.25,65
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460791468000.0,2990797.35907,-406460791468000.0,-406460789353000.0,-406460793583000.0,-406460793371000.0,-406460789565000.0,2.0,8944868842990.0,0.00782582382741,2.78193391732e-13,0.125210084034,0.250006184017,0.25,70
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460837680000.0,13058592.1949,-406460837680000.0,-406460828446000.0,-406460846913000.0,-406460845990000.0,-406460829369000.0,2.0,170526830112000.0,0.00391289255617,2.78193391732e-13,0.125210084034,0.125002473607,0.25,75
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928783923000.0,335071.563877,-608928783923000.0,-608928783686000.0,-608928784160000.0,-608928784137000.0,-608928783710000.0,2.0,112272952919.0,0.00391254412062,2.78193391732e-13,0.250420168067,0.124991342377,0.125,4
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928820503000.0,2348999.00438,-608928820503000.0,-608928818842000.0,-608928822164000.0,-608928821998000.0,-608928819008000.0,2.0,5517796322590.0,0.00782543667679,2.78193391732e-13,0.250420168067,0.249993815983,0.125,9
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928876552000.0,10595086.9258,-608928876552000.0,-608928869060000.0,-608928884043000.0,-608928883294000.0,-608928869809000.0,2.0,112255866965000.0,0.00782582382741,2.78193391732e-13,0.250420168067,0.250006184017,0.125,14
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928915801000.0,1176017.39529,-608928915801000.0,-608928914970000.0,-608928916633000.0,-608928916550000.0,-608928915053000.0,2.0,1383016914020.0,0.00782582382741,2.78193391732e-13,0.250420168067,0.250006184017,0.125,19
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928963382000.0,1143244.23341,-608928963382000.0,-608928962573000.0,-608928964190000.0,-608928964109000.0,-608928962654000.0,2.0,1307007377240.0,0.00391289255617,2.78193391732e-13,0.250420168067,0.125002473607,0.125,24
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383676871000.0,1529126.98799,-609383676871000.0,-609383675790000.0,-609383677952000.0,-609383677844000.0,-609383675898000.0,2.0,2338229345390.0,0.00391254412062,2.78193391732e-13,0.125210084034,0.124991342377,0.25,30
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383742076000.0,13509490.1034,-609383742076000.0,-609383732524000.0,-609383751629000.0,-609383750674000.0,-609383733479000.0,2.0,182506322854000.0,0.00782543667679,2.78193391732e-13,0.125210084034,0.249993815983,0.25,35
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383769125000.0,3779590.13208,-609383769125000.0,-609383766453000.0,-609383771798000.0,-609383771530000.0,-609383766720000.0,2.0,14285301566500.0,0.00782582382741,2.78193391732e-13,0.125210084034,0.250006184017,0.25,40
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383842553000.0,21180535.2791,-609383842553000.0,-609383827576000.0,-609383857529000.0,-609383856032000.0,-609383829073000.0,2.0,448615074708000.0,0.00782582382741,2.78193391732e-13,0.125210084034,0.250006184017,0.25,45
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383882873000.0,18508843.4989,-609383882873000.0,-609383869785000.0,-609383895960000.0,-609383894652000.0,-609383871094000.0,2.0,342577287667000.0,0.00391289255617,2.78193391732e-13,0.125210084034,0.125002473607,0.25,50
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306723492000.0,3003538.23002,-812306723492000.0,-812306721368000.0,-812306725616000.0,-812306725403000.0,-812306721580000.0,2.0,9021241899190.0,0.00195627206031,2.78193391732e-13,0.125210084034,0.124991342377,0.125,5
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306767654000.0,20601686.0891,-812306767654000.0,-812306753087000.0,-812306782222000.0,-812306780765000.0,-812306754544000.0,2.0,424429469715000.0,0.0039127183384,2.78193391732e-13,0.125210084034,0.249993815983,0.125,10
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306804623000.0,25838227.0523,-812306804623000.0,-812306786353000.0,-812306822894000.0,-812306821067000.0,-812306788180000.0,2.0,667613977205000.0,0.0039129119137,2.78193391732e-13,0.125210084034,0.250006184017,0.125,15
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306889768000.0,14717212.8409,-812306889768000.0,-812306879361000.0,-812306900175000.0,-812306899134000.0,-812306880402000.0,2.0,216596353806000.0,0.0039129119137,2.78193391732e-13,0.125210084034,0.250006184017,0.125,20
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306904099000.0,12895658.75,-812306904099000.0,-812306894981000.0,-812306913218000.0,-812306912306000.0,-812306895893000.0,2.0,166298014597000.0,0.00195644627809,2.78193391732e-13,0.125210084034,0.125002473607,0.125,25
