smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-325904121181000.0,860677.160002,-325904121181000.0,-325904120573000.0,-325904121790000.0,-325904121729000.0,-325904120633000.0,2.0,740765173750.0,6.12351299001e-14,0.25,0.0156251538839,87,0.25,0.250002462142
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-325904454705000.0,5126273.1407,-325904454705000.0,-325904451081000.0,-325904458330000.0,-325904457968000.0,-325904451443000.0,2.0,26278676313000.0,6.12351299001e-14,0.25,0.0156251538839,93,0.25,0.250002462142
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-325904760823000.0,8042707.65931,-325904760823000.0,-325904755136000.0,-325904766510000.0,-325904765941000.0,-325904755704000.0,2.0,64685146493100.0,6.12351299001e-14,0.125,0.00781257694194,99,0.25,0.250002462142
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-332824895021000.0,3392102.51028,-332824895021000.0,-332824892623000.0,-332824897420000.0,-332824897180000.0,-332824892863000.0,2.0,11506359440300.0,6.12351299001e-14,0.25,0.00781257694194,56,0.125,0.250002462142
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-332825240515000.0,7442947.77504,-332825240515000.0,-332825235253000.0,-332825245778000.0,-332825245252000.0,-332825235779000.0,2.0,55397471582000.0,6.12351299001e-14,0.25,0.0156251538839,62,0.25,0.250002462142
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-332825586169000.0,5921619.46775,-332825586169000.0,-332825581982000.0,-332825590357000.0,-332825589938000.0,-332825582401000.0,2.0,35065577120800.0,6.12351299001e-14,0.25,0.0156251538839,68,0.25,0.250002462142
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-332825891315000.0,8438541.616,-332825891315000.0,-332825885348000.0,-332825897282000.0,-332825896685000.0,-332825885945000.0,2.0,71208984605000.0,6.12351299001e-14,0.125,0.00781257694194,74,0.25,0.250002462142
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-339745993783000.0,10955431.7235,-339745993783000.0,-339745986036000.0,-339746001530000.0,-339746000755000.0,-339745986811000.0,2.0,120021484248000.0,6.12351299001e-14,0.25,0.00781242305806,31,0.125,0.249997537858
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-339746346013000.0,689887.007492,-339746346013000.0,-339746345525000.0,-339746346501000.0,-339746346452000.0,-339746345574000.0,2.0,475944083106.0,6.12351299001e-14,0.25,0.0156248461161,37,0.25,0.249997537858
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-339746677128000.0,2021270.74443,-339746677128000.0,-339746675699000.0,-339746678557000.0,-339746678414000.0,-339746675842000.0,2.0,4085535422290.0,6.12351299001e-14,0.25,0.0156248461161,43,0.25,0.249997537858
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-339746984356000.0,11978851.4095,-339746984356000.0,-339746975885000.0,-339746992826000.0,-339746991979000.0,-339746976732000.0,2.0,143492881091000.0,6.12351299001e-14,0.125,0.00781242305806,49,0.25,0.249997537858
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-346666852957000.0,4550050.45469,-346666852957000.0,-346666849739000.0,-346666856174000.0,-346666855852000.0,-346666850061000.0,2.0,20702959140200.0,6.12351299001e-14,0.25,0.00390614228128,6,0.125,0.124996553001
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-346667209578000.0,2628425.06528,-346667209578000.0,-346667207719000.0,-346667211436000.0,-346667211250000.0,-346667207905000.0,2.0,6908618323790.0,6.12351299001e-14,0.25,0.00781228456257,12,0.25,0.124996553001
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-346667539632000.0,4335368.28392,-346667539632000.0,-346667536566000.0,-346667542698000.0,-346667542391000.0,-346667536873000.0,2.0,18795418157200.0,6.12351299001e-14,0.25,0.00781228456257,18,0.25,0.124996553001
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-346667848025000.0,2999082.39664,-346667848025000.0,-346667845905000.0,-346667850146000.0,-346667849934000.0,-346667846117000.0,2.0,8994495221820.0,6.12351299001e-14,0.125,0.00390614228128,24,0.25,0.124996553001
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-665658895940000.0,806251.548802,-665658895940000.0,-665658895370000.0,-665658896510000.0,-665658896453000.0,-665658895427000.0,2.0,650041559946.0,6.12351299001e-14,0.25,0.00390628077678,111,0.125,0.125000984857
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-665659236358000.0,3318420.56947,-665659236358000.0,-665659234011000.0,-665659238704000.0,-665659238470000.0,-665659234246000.0,2.0,11011915075900.0,6.12351299001e-14,0.25,0.00781256155355,117,0.25,0.125000984857
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-665659565820000.0,5722235.55219,-665659565820000.0,-665659561774000.0,-665659569866000.0,-665659569462000.0,-665659562179000.0,2.0,32743979714700.0,6.12351299001e-14,0.125,0.00390628077678,123,0.25,0.125000984857
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-672579989170000.0,471325.118592,-672579989170000.0,-672579988837000.0,-672579989503000.0,-672579989470000.0,-672579988870000.0,2.0,222147367416.0,6.12351299001e-14,0.25,0.00781257694194,86,0.125,0.250002462142
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-672580345663000.0,4950721.5079,-672580345663000.0,-672580342163000.0,-672580349164000.0,-672580348814000.0,-672580342513000.0,2.0,24509643448800.0,6.12351299001e-14,0.25,0.0156251538839,92,0.25,0.250002462142
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-672580667706000.0,94671.6985059,-672580667706000.0,-672580667640000.0,-672580667773000.0,-672580667767000.0,-672580667646000.0,2.0,8962730498.0,6.12351299001e-14,0.125,0.00781257694194,98,0.25,0.250002462142
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-679501126331000.0,3067487.72987,-679501126331000.0,-679501124162000.0,-679501128500000.0,-679501128283000.0,-679501124379000.0,2.0,9409480972920.0,6.12351299001e-14,0.25,0.00781257694194,61,0.125,0.250002462142
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-679501464984000.0,6444273.60017,-679501464984000.0,-679501460427000.0,-679501469541000.0,-679501469085000.0,-679501460883000.0,2.0,41528662233800.0,6.12351299001e-14,0.25,0.0156251538839,67,0.25,0.250002462142
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-679501800044000.0,990051.405426,-679501800044000.0,-679501799344000.0,-679501800744000.0,-679501800674000.0,-679501799414000.0,2.0,980201785386.0,6.12351299001e-14,0.125,0.00781257694194,73,0.25,0.250002462142
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-686422225373000.0,278695.531203,-686422225373000.0,-686422225176000.0,-686422225570000.0,-686422225550000.0,-686422225196000.0,2.0,77671199112.5,6.12351299001e-14,0.25,0.00781242305806,36,0.125,0.249997537858
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-686422567364000.0,5873477.64935,-686422567364000.0,-686422563210000.0,-686422571517000.0,-686422571102000.0,-686422563626000.0,2.0,34497739697400.0,6.12351299001e-14,0.25,0.0156248461161,42,0.25,0.249997537858
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-686422907101000.0,4305190.55749,-686422907101000.0,-686422904057000.0,-686422910145000.0,-686422909841000.0,-686422904361000.0,2.0,18534665736300.0,6.12351299001e-14,0.125,0.00781242305806,48,0.25,0.249997537858
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-693343083500000.0,10751321.9923,-693343083500000.0,-693343075898000.0,-693343091103000.0,-693343090342000.0,-693343076658000.0,2.0,115590924583000.0,6.12351299001e-14,0.25,0.00390614228128,11,0.125,0.124996553001
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-693343427203000.0,7621169.57563,-693343427203000.0,-693343421814000.0,-693343432592000.0,-693343432053000.0,-693343422353000.0,2.0,58082225700500.0,6.12351299001e-14,0.25,0.00781228456257,17,0.25,0.124996553001
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-693343756740000.0,154719.471529,-693343756740000.0,-693343756631000.0,-693343756850000.0,-693343756839000.0,-693343756642000.0,2.0,23938114870.3,6.12351299001e-14,0.125,0.00390614228128,23,0.25,0.124996553001
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1012335109270000.0,5079048.74915,-1012335109270000.0,-1012335105680000.0,-1012335112860000.0,-1012335112500000.0,-1012335106040000.0,2.0,25796736196200.0,6.12351299001e-14,0.25,0.00390628077678,116,0.125,0.125000984857
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1012335461000000.0,7407079.12065,-1012335461000000.0,-1012335455760000.0,-1012335466230000.0,-1012335465710000.0,-1012335456280000.0,2.0,54864821099600.0,6.12351299001e-14,0.125,0.00390628077678,122,0.25,0.125000984857
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1019256221820000.0,3686129.08877,-1019256221820000.0,-1019256219220000.0,-1019256224430000.0,-1019256224170000.0,-1019256219480000.0,2.0,13587547659100.0,6.12351299001e-14,0.25,0.00781257694194,91,0.125,0.250002462142
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1019256558780000.0,899551.902094,-1019256558780000.0,-1019256558150000.0,-1019256559420000.0,-1019256559350000.0,-1019256558210000.0,2.0,809193624561.0,6.12351299001e-14,0.125,0.00781257694194,97,0.25,0.250002462142
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1026177347580000.0,6486719.01053,-1026177347580000.0,-1026177343000000.0,-1026177352170000.0,-1026177351710000.0,-1026177343450000.0,2.0,42077523521600.0,6.12351299001e-14,0.25,0.00781257694194,66,0.125,0.250002462142
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1026177690880000.0,9581895.00903,-1026177690880000.0,-1026177684110000.0,-1026177697660000.0,-1026177696980000.0,-1026177684780000.0,2.0,91812711964000.0,6.12351299001e-14,0.125,0.00781257694194,72,0.25,0.250002462142
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1033098444730000.0,2014990.66394,-1033098444730000.0,-1033098443300000.0,-1033098446150000.0,-1033098446010000.0,-1033098443450000.0,2.0,4060187375770.0,6.12351299001e-14,0.25,0.00781242305806,41,0.125,0.249997537858
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1033098784100000.0,3891931.63355,-1033098784100000.0,-1033098781350000.0,-1033098786860000.0,-1033098786580000.0,-1033098781630000.0,2.0,15147131840300.0,6.12351299001e-14,0.125,0.00781242305806,47,0.25,0.249997537858
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1040019311200000.0,1214147.42135,-1040019311200000.0,-1040019310340000.0,-1040019312060000.0,-1040019311970000.0,-1040019310420000.0,2.0,1474153960780.0,6.12351299001e-14,0.25,0.00390614228128,16,0.125,0.124996553001
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1040019650680000.0,22280192.8318,-1040019650680000.0,-1040019634930000.0,-1040019666440000.0,-1040019664860000.0,-1040019636500000.0,2.0,496406992622000.0,6.12351299001e-14,0.125,0.00390614228128,22,0.25,0.124996553001
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1359011344760000.0,808693.984012,-1359011344760000.0,-1359011344190000.0,-1359011345330000.0,-1359011345280000.0,-1359011344250000.0,2.0,653985959778.0,6.12351299001e-14,0.125,0.00195314038839,121,0.125,0.125000984857
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1365932441550000.0,10023313.9302,-1365932441550000.0,-1365932434470000.0,-1365932448640000.0,-1365932447930000.0,-1365932435180000.0,2.0,100466822143000.0,6.12351299001e-14,0.125,0.00390628847097,96,0.125,0.250002462142
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1372853575790000.0,3569219.23555,-1372853575790000.0,-1372853573270000.0,-1372853578320000.0,-1372853578070000.0,-1372853573520000.0,2.0,12739325951400.0,6.12351299001e-14,0.125,0.00390628847097,71,0.125,0.250002462142
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1379774666450000.0,4048356.9118,-1379774666450000.0,-1379774663590000.0,-1379774669310000.0,-1379774669030000.0,-1379774663880000.0,2.0,16389193685400.0,6.12351299001e-14,0.125,0.00390621152903,46,0.125,0.249997537858
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1386695533700000.0,18123707.1839,-1386695533700000.0,-1386695520890000.0,-1386695546520000.0,-1386695545240000.0,-1386695522170000.0,2.0,328468762089000.0,6.12351299001e-14,0.125,0.00195307114064,21,0.125,0.124996553001
