npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-meoh_capacity
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564950341000.0,407045.930202,-180564950341000.0,-180564950053000.0,-180564950629000.0,-180564950600000.0,-180564950082000.0,2.0,165686389294.0,31,0.249579831933,0.00779970984924,0.249993800956,2.85069050095e-13,0.125008550516
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564988829000.0,7114241.74109,-180564988829000.0,-180564983798000.0,-180564993859000.0,-180564993356000.0,-180564984301000.0,2.0,50612435550700.0,56,0.249579831933,0.00780009666478,0.250006199044,2.85069050095e-13,0.125008550516
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565032054000.0,1895883.87414,-180565032054000.0,-180565030713000.0,-180565033394000.0,-180565033260000.0,-180565030847000.0,2.0,3594375664240.0,81,0.249579831933,0.00780009666478,0.250006199044,2.85069050095e-13,0.125008550516
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565077073000.0,8546648.23287,-180565077073000.0,-180565071029000.0,-180565083116000.0,-180565082512000.0,-180565071634000.0,2.0,73045196016300.0,106,0.249579831933,0.00390006767317,0.125003719426,2.85069050095e-13,0.125008550516
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054413264000.0,19199393.0876,-184054413264000.0,-184054399688000.0,-184054426840000.0,-184054425482000.0,-184054401045000.0,2.0,368616694930000.0,12,0.249579831933,0.00779928435215,0.12499008153,2.85069050095e-13,0.250017101033
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054462361000.0,13519492.173,-184054462361000.0,-184054452802000.0,-184054471921000.0,-184054470965000.0,-184054453757000.0,2.0,182776668617000.0,37,0.249579831933,0.0155994196985,0.249993800956,2.85069050095e-13,0.250017101033
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054495953000.0,7887638.65606,-184054495953000.0,-184054490376000.0,-184054501531000.0,-184054500973000.0,-184054490934000.0,2.0,62214843568600.0,62,0.249579831933,0.0156001933296,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054537808000.0,8215557.10564,-184054537808000.0,-184054531999000.0,-184054543618000.0,-184054543037000.0,-184054532580000.0,2.0,67495378556100.0,87,0.249579831933,0.0156001933296,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054592325000.0,1120737.17925,-184054592325000.0,-184054591532000.0,-184054593117000.0,-184054593038000.0,-184054591612000.0,2.0,1256051824950.0,112,0.249579831933,0.00780013534634,0.125003719426,2.85069050095e-13,0.250017101033
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908854963000.0,10775869.2926,-188908854963000.0,-188908847343000.0,-188908862583000.0,-188908861821000.0,-188908848105000.0,2.0,116119359012000.0,18,0.250420168067,0.00782554456883,0.12499008153,2.85069050095e-13,0.250017101033
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908894212000.0,5410155.74208,-188908894212000.0,-188908890386000.0,-188908898037000.0,-188908897655000.0,-188908890769000.0,2.0,29269785153600.0,43,0.250420168067,0.0156519429971,0.249993800956,2.85069050095e-13,0.250017101033
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908943709000.0,13838117.4938,-188908943709000.0,-188908933924000.0,-188908953494000.0,-188908952516000.0,-188908934903000.0,2.0,191493495773000.0,68,0.250420168067,0.015652719233,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908991381000.0,12545821.5591,-188908991381000.0,-188908982510000.0,-188909000252000.0,-188908999365000.0,-188908983397000.0,2.0,157397638593000.0,93,0.250420168067,0.015652719233,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188909034569000.0,7235597.30723,-188909034569000.0,-188909029452000.0,-188909039685000.0,-188909039174000.0,-188909029964000.0,2.0,52353868392300.0,118,0.250420168067,0.00782639842831,0.125003719426,2.85069050095e-13,0.250017101033
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763319648000.0,29020314.1419,-193763319648000.0,-193763299128000.0,-193763340168000.0,-193763338116000.0,-193763301180000.0,2.0,842178632892000.0,24,0.125210084034,0.00391223702145,0.12499008153,2.85069050095e-13,0.249982898967
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763337848000.0,389705.992548,-193763337848000.0,-193763337572000.0,-193763338124000.0,-193763338096000.0,-193763337600000.0,2.0,151870760628.0,49,0.125210084034,0.00782490091423,0.249993800956,2.85069050095e-13,0.249982898967
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763398310000.0,1752491.19259,-193763398310000.0,-193763397070000.0,-193763399549000.0,-193763399425000.0,-193763397194000.0,2.0,3071225380110.0,74,0.125210084034,0.00782528897909,0.250006199044,2.85069050095e-13,0.249982898967
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763440344000.0,2708872.84684,-193763440344000.0,-193763438429000.0,-193763442260000.0,-193763442068000.0,-193763438621000.0,2.0,7337992100360.0,99,0.125210084034,0.00782528897909,0.250006199044,2.85069050095e-13,0.249982898967
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763469207000.0,10168803.0066,-193763469207000.0,-193763462017000.0,-193763476398000.0,-193763475679000.0,-193763462736000.0,2.0,103404554587000.0,124,0.125210084034,0.00391266389279,0.125003719426,2.85069050095e-13,0.249982898967
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577852295000.0,13655982.8295,-382577852295000.0,-382577842638000.0,-382577861951000.0,-382577860985000.0,-382577843604000.0,2.0,186485867039000.0,11,0.249579831933,0.00389964217608,0.12499008153,2.85069050095e-13,0.125008550516
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577894258000.0,15823794.5158,-382577894258000.0,-382577883069000.0,-382577905447000.0,-382577904328000.0,-382577884188000.0,2.0,250392472879000.0,36,0.249579831933,0.00779970984924,0.249993800956,2.85069050095e-13,0.125008550516
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577953973000.0,4897121.09031,-382577953973000.0,-382577950510000.0,-382577957436000.0,-382577957090000.0,-382577950857000.0,2.0,23981794973200.0,61,0.249579831933,0.00780009666478,0.250006199044,2.85069050095e-13,0.125008550516
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577987575000.0,356478.028434,-382577987575000.0,-382577987323000.0,-382577987827000.0,-382577987802000.0,-382577987348000.0,2.0,127076584757.0,86,0.249579831933,0.00780009666478,0.250006199044,2.85069050095e-13,0.125008550516
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382578027951000.0,11942716.3085,-382578027951000.0,-382578019506000.0,-382578036396000.0,-382578035551000.0,-382578020351000.0,2.0,142628472824000.0,111,0.249579831933,0.00390006767317,0.125003719426,2.85069050095e-13,0.125008550516
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432307912000.0,6729381.83858,-387432307912000.0,-387432303153000.0,-387432312670000.0,-387432312194000.0,-387432303629000.0,2.0,45284579929300.0,17,0.250420168067,0.00782554456883,0.12499008153,2.85069050095e-13,0.250017101033
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432352998000.0,11047348.313,-387432352998000.0,-387432345187000.0,-387432360810000.0,-387432360029000.0,-387432345968000.0,2.0,122043904749000.0,42,0.250420168067,0.0156519429971,0.249993800956,2.85069050095e-13,0.250017101033
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432385347000.0,5749100.04141,-387432385347000.0,-387432381282000.0,-387432389413000.0,-387432389006000.0,-387432381689000.0,2.0,33052151286100.0,67,0.250420168067,0.015652719233,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432449786000.0,5448705.12666,-387432449786000.0,-387432445933000.0,-387432453639000.0,-387432453253000.0,-387432446318000.0,2.0,29688387557300.0,92,0.250420168067,0.015652719233,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432491374000.0,25112664.5631,-387432491374000.0,-387432473616000.0,-387432509131000.0,-387432507355000.0,-387432475392000.0,2.0,630645921460000.0,117,0.250420168067,0.00782639842831,0.125003719426,2.85069050095e-13,0.250017101033
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286759643000.0,128479.004045,-392286759643000.0,-392286759552000.0,-392286759734000.0,-392286759725000.0,-392286759561000.0,2.0,16506854480.3,23,0.125210084034,0.00391277228441,0.12499008153,2.85069050095e-13,0.250017101033
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286788911000.0,1685194.4702,-392286788911000.0,-392286787720000.0,-392286790103000.0,-392286789984000.0,-392286787839000.0,2.0,2839880402410.0,48,0.125210084034,0.00782597149857,0.249993800956,2.85069050095e-13,0.250017101033
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286849141000.0,23428271.1123,-392286849141000.0,-392286832575000.0,-392286865708000.0,-392286864051000.0,-392286834232000.0,2.0,548883887312000.0,73,0.125210084034,0.00782635961652,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286910582000.0,14763024.3448,-392286910582000.0,-392286900143000.0,-392286921021000.0,-392286919977000.0,-392286901187000.0,2.0,217946887804000.0,98,0.125210084034,0.00782635961652,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286968721000.0,25352263.6301,-392286968721000.0,-392286950794000.0,-392286986647000.0,-392286984855000.0,-392286952587000.0,2.0,642737271168000.0,123,0.125210084034,0.00391319921416,0.125003719426,2.85069050095e-13,0.250017101033
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955748710000.0,3280604.49881,-585955748710000.0,-585955746390000.0,-585955751030000.0,-585955750798000.0,-585955746622000.0,2.0,10762365877600.0,16,0.250420168067,0.00391277228441,0.12499008153,2.85069050095e-13,0.125008550516
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955787037000.0,485585.871378,-585955787037000.0,-585955786693000.0,-585955787380000.0,-585955787346000.0,-585955786728000.0,2.0,235793638482.0,41,0.250420168067,0.00782597149857,0.249993800956,2.85069050095e-13,0.125008550516
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955842899000.0,22999836.2626,-585955842899000.0,-585955826635000.0,-585955859162000.0,-585955857536000.0,-585955828262000.0,2.0,528992468109000.0,66,0.250420168067,0.00782635961652,0.250006199044,2.85069050095e-13,0.125008550516
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955869757000.0,938698.659326,-585955869757000.0,-585955869093000.0,-585955870421000.0,-585955870355000.0,-585955869160000.0,2.0,881155173020.0,91,0.250420168067,0.00782635961652,0.250006199044,2.85069050095e-13,0.125008550516
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955922404000.0,9464000.598,-585955922404000.0,-585955915712000.0,-585955929096000.0,-585955928427000.0,-585955916381000.0,2.0,89567307319000.0,116,0.250420168067,0.00391319921416,0.125003719426,2.85069050095e-13,0.125008550516
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810196452000.0,2570745.48125,-590810196452000.0,-590810194634000.0,-590810198270000.0,-590810198088000.0,-590810194816000.0,2.0,6608732329390.0,22,0.125210084034,0.00391277228441,0.12499008153,2.85069050095e-13,0.250017101033
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810236099000.0,2506503.85791,-590810236099000.0,-590810234327000.0,-590810237872000.0,-590810237694000.0,-590810234504000.0,2.0,6282561589730.0,47,0.125210084034,0.00782597149857,0.249993800956,2.85069050095e-13,0.250017101033
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810304312000.0,31425388.5922,-590810304312000.0,-590810282091000.0,-590810326533000.0,-590810324311000.0,-590810284313000.0,2.0,987555048174000.0,72,0.125210084034,0.00782635961652,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810349732000.0,2215820.21512,-590810349732000.0,-590810348165000.0,-590810351299000.0,-590810351142000.0,-590810348322000.0,2.0,4909859225720.0,97,0.125210084034,0.00782635961652,0.250006199044,2.85069050095e-13,0.250017101033
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810371712000.0,9184168.83459,-590810371712000.0,-590810365217000.0,-590810378206000.0,-590810377556000.0,-590810365867000.0,2.0,84348957182200.0,122,0.125210084034,0.00391319921416,0.125003719426,2.85069050095e-13,0.250017101033
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333662694000.0,20450598.76,-789333662694000.0,-789333648233000.0,-789333677154000.0,-789333675708000.0,-789333649679000.0,2.0,418226989641000.0,21,0.125210084034,0.00195638614221,0.12499008153,2.85069050095e-13,0.125008550516
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333730772000.0,23263461.8457,-789333730772000.0,-789333714322000.0,-789333747222000.0,-789333745577000.0,-789333715967000.0,2.0,541188657048000.0,71,0.125210084034,0.00391317980826,0.250006199044,2.85069050095e-13,0.125008550516
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333734893000.0,55427073.895,-789333734893000.0,-789333695700000.0,-789333774086000.0,-789333770166000.0,-789333699619000.0,2.0,3072160520560000.0,46,0.125210084034,0.00391298574928,0.249993800956,2.85069050095e-13,0.125008550516
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333792269000.0,19510901.3123,-789333792269000.0,-789333778473000.0,-789333806065000.0,-789333804686000.0,-789333779852000.0,2.0,380675270019000.0,96,0.125210084034,0.00391317980826,0.250006199044,2.85069050095e-13,0.125008550516
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333828115000.0,32997445.2704,-789333828115000.0,-789333804783000.0,-789333851448000.0,-789333849115000.0,-789333807116000.0,2.0,1088831394370000.0,121,0.125210084034,0.00195659960708,0.125003719426,2.85069050095e-13,0.125008550516
