npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
1193.0,-900.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1666301600.53,3564026.90067,1666301600.53,1668821748.12,1663781452.94,1664033467.7,1668569733.36,2.0,12702287748700.0,4.4039662692699996e-14,0.111103448276,416,0.111111111111,0.0013716551956,0.111111733722
1193.0,-1000.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1663189518.3,3865517.61314,1663189518.3,1665922852.02,1660456184.58,1660729517.95,1665649518.64,2.0,14942226417500.0,4.4039662692699996e-14,0.111103448276,6,0.0555555555556,0.000342888523712,0.055551771998
1193.0,-900.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1663050189.72,2131692.6994,1663050189.72,1664557524.08,1661542855.35,1661693588.79,1664406790.64,2.0,4544113764690.0,4.4039662692699996e-14,0.111126436782,815,0.111111111111,0.0013719443281,0.11111216476
1193.0,-100.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,386667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1662729676.6,6285090.32475,1662729676.6,1667173906.59,1658285446.61,1658729869.61,1666729483.59,2.0,39502360390300.0,4.4039662692699996e-14,0.0555402298851,400,0.0555555555556,0.000342844176322,0.11111216476
1193.0,-800.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1661866543.78,1497135.39571,1661866543.78,1662925178.37,1660807909.19,1660913772.64,1662819314.91,2.0,2241414393090.0,4.4039662692699996e-14,0.111103448276,27,0.111111111111,0.000685777047424,0.055551771998
1193.0,-500.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,902222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1660947265.81,1797321.53745,1660947265.81,1662218164.06,1659676367.56,1659803457.39,1662091074.23,2.0,3230364709000.0,4.4039662692699996e-14,0.111103448276,757,0.111111111111,0.00137166051669,0.11111216476
1193.0,-600.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,1160000.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1659126318.38,2823151.31245,1659126318.38,1661122587.82,1657130048.95,1657329675.89,1660922960.88,2.0,7970183332970.0,4.4039662692699996e-14,0.111103448276,946,0.111111111111,0.000685830258346,0.05555608238
1193.0,-600.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1655128187.43,5154703.97699,1655128187.43,1658773113.57,1651483261.29,1651847753.91,1658408620.95,2.0,26570973090400.0,4.4039662692699996e-14,0.111126436782,48,0.111111111111,0.000685918942116,0.055551771998
1193.0,-300.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,386667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1655028343.78,7625430.77941,1655028343.78,1660420337.59,1649636349.97,1650175549.35,1659881138.21,2.0,58147194571500.0,4.4039662692699996e-14,0.111103448276,379,0.111111111111,0.00137166051669,0.11111216476
1193.0,-400.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,644444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1653486982.78,3172280.68718,1653486982.78,1655730123.96,1651243841.59,1651468155.71,1655505809.84,2.0,10063364758200.0,4.4039662692699996e-14,0.111126436782,568,0.111111111111,0.0013719390059,0.111111733722
1193.0,-800.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1652244591.86,163368.834507,1652244591.86,1652360111.07,1652129072.65,1652140624.57,1652348559.15,2.0,26689376088.2,4.4039662692699996e-14,0.111103448276,626,0.111111111111,0.00137166051669,0.11111216476
1193.0,-800.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1648525039.66,2152535.23987,1648525039.66,1650047111.92,1647002967.39,1647155174.62,1649894904.7,2.0,4633407958900.0,4.4039662692699996e-14,0.111103448276,227,0.111111111111,0.00137166051669,0.11111216476
1193.0,-200.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,644444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1643131477.36,846089.397598,1643131477.36,1643729752.91,1642533201.81,1642593029.36,1643669925.35,2.0,715867268727.0,4.4039662692699996e-14,0.111103448276,589,0.111111111111,0.0013716551956,0.111111733722
1193.0,-1000.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,902222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1639028611.52,4731152.86423,1639028611.52,1642374041.79,1635683181.25,1636017724.27,1642039498.77,2.0,22383807424700.0,4.4039662692699996e-14,0.111126436782,705,0.0555555555556,0.000685972164049,0.11111216476
1193.0,-700.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1638013495.89,10495704.6765,1638013495.89,1645435079.84,1630591911.94,1631334070.33,1644692921.44,2.0,110159816656000.0,4.4039662692699996e-14,0.111103448276,836,0.111111111111,0.00137166051669,0.11111216476
1193.0,-700.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1633536178.28,10123925.6597,1633536178.28,1640694874.77,1626377481.8,1627093351.45,1639979005.12,2.0,102493870763000.0,4.4039662692699996e-14,0.111103448276,437,0.111111111111,0.0013716551956,0.111111733722
1193.0,-400.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,1160000.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1629958183.95,5302065.80817,1629958183.95,1633707310.64,1626209057.27,1626583969.94,1633332397.97,2.0,28111901834100.0,4.4039662692699996e-14,0.111103448276,967,0.111111111111,0.000685830258346,0.05555608238
1193.0,-600.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1629904126.18,876217.512973,1629904126.18,1630523705.52,1629284546.83,1629346504.77,1630461747.59,2.0,767757130041.0,4.4039662692699996e-14,0.111126436782,248,0.111111111111,0.0013719443281,0.11111216476
1193.0,-1000.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,386667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1629252402.06,9737313.26664,1629252402.06,1636137722.3,1622367081.82,1623055613.85,1635449190.28,2.0,94815269652600.0,4.4039662692699996e-14,0.111103448276,306,0.0555555555556,0.000685830258346,0.11111216476
1193.0,-300.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,902222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1626607362.04,12688935.177,1626607362.04,1635579794.15,1617634929.93,1618532173.14,1634682550.94,2.0,161009075927000.0,4.4039662692699996e-14,0.111126436782,778,0.111111111111,0.0013719443281,0.11111216476
1193.0,-400.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1624880724.35,6197957.17232,1624880724.35,1629263341.9,1620498106.81,1620936368.56,1628825080.15,2.0,38414673109900.0,4.4039662692699996e-14,0.111103448276,269,0.111111111111,0.00137166051669,0.11111216476
1193.0,-600.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1622424361.5,9678147.39615,1622424361.5,1629267845.15,1615580877.84,1616265226.21,1628583496.78,2.0,93666537021700.0,4.4039662692699996e-14,0.111103448276,647,0.111111111111,0.00137166051669,0.11111216476
1193.0,-200.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1622393821.19,5104913.9796,1622393821.19,1626003540.49,1618784101.9,1619145073.83,1625642568.56,2.0,26060146739200.0,4.4039662692699996e-14,0.0555402298851,290,0.111111111111,0.000685688352644,0.11111216476
1193.0,-900.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1160000.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1616996291.45,6466367.48812,1616996291.45,1621568703.75,1612423879.14,1612881120.37,1621111462.52,2.0,41813908491500.0,4.4039662692699996e-14,0.111126436782,915,0.111111111111,0.000685972164049,0.05555608238
1193.0,-100.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1616955116.12,3846773.25374,1616955116.12,1619675195.58,1614235036.67,1614507044.61,1619403187.63,2.0,14797664465700.0,4.4039662692699996e-14,0.0555402298851,500,0.0555555555556,0.000342842846324,0.111111733722
1193.0,-900.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,128889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1613251393.43,9135163.07863,1613251393.43,1619710929.19,1606791857.67,1607437811.25,1619064975.62,2.0,83451204473100.0,4.4039662692699996e-14,0.111103448276,117,0.111111111111,0.00137160730577,0.111107854378
1193.0,-500.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1612220481.6,6377637.37174,1612220481.6,1616730152.24,1607710810.97,1608161778.03,1616279185.17,2.0,40674258445500.0,4.4039662692699996e-14,0.111126436782,458,0.111111111111,0.0013719390059,0.111111733722
1193.0,-300.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1610876483.85,6462797.76563,1610876483.85,1615446371.98,1606306595.72,1606763584.54,1614989383.16,2.0,41767754959400.0,4.4039662692699996e-14,0.111103448276,479,0.111111111111,0.0013716551956,0.111111733722
1193.0,-900.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,644444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1609292103.46,3693005.98909,1609292103.46,1611903453.03,1606680753.88,1606941888.84,1611642318.08,2.0,13638293235500.0,4.4039662692699996e-14,0.111103448276,516,0.111111111111,0.0013716551956,0.111111733722
1193.0,-800.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,902222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1605056230.54,4930152.2559,1605056230.54,1608542374.63,1601570086.44,1601918700.85,1608193760.22,2.0,24306401266300.0,4.4039662692699996e-14,0.111103448276,726,0.111111111111,0.00137166051669,0.11111216476
1193.0,-400.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1604592368.45,6119679.20726,1604592368.45,1608919635.11,1600265101.78,1600697828.45,1608486908.45,2.0,37450473599800.0,4.4039662692699996e-14,0.111126436782,668,0.111111111111,0.0013719443281,0.11111216476
1193.0,-300.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1600585949.0,9616571.98072,1600585949.0,1607385892.26,1593786005.74,1594466000.07,1606705897.93,2.0,92478456660300.0,4.4039662692699996e-14,0.0555402298851,80,0.111111111111,0.000342817576366,0.055551771998
1193.0,-800.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,386667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1595921141.28,3010480.04861,1595921141.28,1598049872.14,1593792410.42,1594005283.51,1597836999.05,2.0,9062990123050.0,4.4039662692699996e-14,0.111103448276,327,0.111111111111,0.00137166051669,0.11111216476
1193.0,-500.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1595723949.75,1458268.4017,1595723949.75,1596755101.23,1594692798.28,1594795913.43,1596651986.08,2.0,2126546731380.0,4.4039662692699996e-14,0.111103448276,857,0.111111111111,0.00137166051669,0.11111216476
1193.0,-700.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,644444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1591675957.93,4984119.68663,1591675957.93,1595200262.76,1588151653.1,1588504083.58,1594847832.27,2.0,24841449050600.0,4.4039662692699996e-14,0.111103448276,537,0.111111111111,0.0013716551956,0.111111733722
1193.0,-300.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,128889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1590513665.0,9943119.0373,1590513665.0,1597544511.9,1583482818.11,1584185902.8,1596841427.21,2.0,98865616190000.0,4.4039662692699996e-14,0.0555402298851,180,0.111111111111,0.000685661752688,0.111107854378
1193.0,-700.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,128889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1589559480.69,4058716.85198,1589559480.69,1592429426.9,1586689534.48,1586976529.1,1592142432.28,2.0,16473182484500.0,4.4039662692699996e-14,0.111126436782,138,0.111111111111,0.00137189110616,0.111107854378
1193.0,-700.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,1160000.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1586199701.16,1302457.72166,1586199701.16,1587120677.85,1585278724.48,1585370822.14,1587028580.18,2.0,1696396116720.0,4.4039662692699996e-14,0.111103448276,936,0.111111111111,0.000685830258346,0.05555608238
1193.0,-200.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1583653733.56,4509287.76372,1583653733.56,1586842281.52,1580465185.6,1580784040.4,1586523426.72,2.0,20333676136000.0,4.4039662692699996e-14,0.111103448276,689,0.111111111111,0.00137166051669,0.11111216476
1193.0,-1000.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1583071206.09,2128726.2762,1583071206.09,1584576442.87,1581565969.3,1581716492.98,1584425919.19,2.0,4531475558990.0,4.4039662692699996e-14,0.111126436782,805,0.0555555555556,0.000685972164049,0.11111216476
1193.0,-600.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,902222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1581563508.01,8640442.75356,1581563508.01,1587673223.67,1575453792.34,1576064763.91,1587062252.1,2.0,74657250977500.0,4.4039662692699996e-14,0.111103448276,747,0.111111111111,0.00137166051669,0.11111216476
1193.0,-1000.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1578540278.65,9079537.59681,1578540278.65,1584960481.26,1572120076.05,1572762096.31,1584318461.0,2.0,82438002971900.0,4.4039662692699996e-14,0.111103448276,406,0.0555555555556,0.0006858275978,0.111111733722
1193.0,-600.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,386667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1577875206.39,5753614.99656,1577875206.39,1581943626.57,1573806786.21,1574213628.23,1581536784.55,2.0,33104085528600.0,4.4039662692699996e-14,0.111126436782,348,0.111111111111,0.0013719443281,0.11111216476
1193.0,-200.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,386667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1573605930.12,6610164.40294,1573605930.12,1578280022.19,1568931838.04,1569399247.25,1577812612.99,2.0,43694273433900.0,4.4039662692699996e-14,0.0555402298851,390,0.111111111111,0.000685688352644,0.11111216476
1193.0,-500.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,128889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1572467147.57,16362681.9252,1572467147.57,1584037310.92,1560896984.23,1562054000.56,1582880294.59,2.0,267737359784000.0,4.4039662692699996e-14,0.111103448276,159,0.111111111111,0.00137160730577,0.111107854378
1193.0,-100.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,644444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1572278076.28,2793546.17682,1572278076.28,1574253411.73,1570302740.84,1570500274.38,1574055878.18,2.0,7803900242030.0,4.4039662692699996e-14,0.0555402298851,600,0.0555555555556,0.000342842846324,0.111111733722
1193.0,-500.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,644444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1569953884.54,493496.648675,1569953884.54,1570302839.36,1569604929.71,1569639825.19,1570267943.88,2.0,243538942254.0,4.4039662692699996e-14,0.111126436782,558,0.111111111111,0.0013719390059,0.111111733722
1193.0,-400.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,386667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1569934070.52,6538154.43301,1569934070.52,1574557243.86,1565310897.18,1565773214.52,1574094926.52,2.0,42747463389800.0,4.4039662692699996e-14,0.111103448276,369,0.111111111111,0.00137166051669,0.11111216476
1193.0,-500.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1568754634.77,7524514.7028,1568754634.77,1574075270.14,1563433999.4,1563966062.94,1573543206.61,2.0,56618321512600.0,4.4039662692699996e-14,0.111103448276,59,0.111111111111,0.000685777047424,0.055551771998
1193.0,-300.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,644444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1566215324.32,8395516.6445,1566215324.32,1572151851.07,1560278797.57,1560872450.25,1571558198.4,2.0,70484699728100.0,4.4039662692699996e-14,0.111103448276,579,0.111111111111,0.0013716551956,0.111111733722
1193.0,-300.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1565545372.64,1501144.52638,1565545372.64,1566606842.11,1564483903.16,1564590050.11,1566500695.16,2.0,2253434889090.0,4.4039662692699996e-14,0.111126436782,878,0.111111111111,0.0013719443281,0.11111216476
1193.0,-900.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1561202702.08,1257588.03263,1561202702.08,1562091951.11,1560313453.06,1560402377.96,1562003026.21,2.0,1581527659800.0,4.4039662692699996e-14,0.111103448276,17,0.111111111111,0.000685777047424,0.055551771998
1193.0,-900.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1559823240.48,11858734.0352,1559823240.48,1568208631.73,1551437849.22,1552276388.35,1567370092.6,2.0,140629572919000.0,4.4039662692699996e-14,0.111103448276,217,0.111111111111,0.00137166051669,0.11111216476
1193.0,-900.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1557838708.19,1058386.19177,1557838708.19,1558587100.24,1557090316.14,1557165155.34,1558512261.04,2.0,1120181330940.0,4.4039662692699996e-14,0.111103448276,616,0.111111111111,0.00137166051669,0.11111216476
1193.0,-700.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1552890329.48,14319512.2233,1552890329.48,1563015753.67,1542764905.28,1543777447.7,1562003211.25,2.0,205048430314000.0,4.4039662692699996e-14,0.111126436782,38,0.111111111111,0.000685918942116,0.055551771998
1193.0,-500.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,1160000.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1552464314.96,5560932.44681,1552464314.96,1556396488.0,1548532141.92,1548925359.22,1556003270.7,2.0,30923969678000.0,4.4039662692699996e-14,0.111103448276,957,0.111111111111,0.000685830258346,0.05555608238
1193.0,-400.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,902222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1548852597.02,2977108.54905,1548852597.02,1550957730.66,1546747463.38,1546957976.74,1550747217.3,2.0,8863175312820.0,4.4039662692699996e-14,0.111126436782,768,0.111111111111,0.0013719443281,0.11111216476
1193.0,-800.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1548631007.71,4129184.30722,1548631007.71,1551550781.94,1545711233.49,1546003210.91,1551258804.52,2.0,17050163043000.0,4.4039662692699996e-14,0.111103448276,826,0.111111111111,0.00137166051669,0.11111216476
1193.0,-800.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1545273899.46,9574385.64741,1545273899.46,1552044012.48,1538503786.44,1539180797.75,1551367001.18,2.0,91668860525400.0,4.4039662692699996e-14,0.111103448276,427,0.111111111111,0.0013716551956,0.111111733722
1193.0,-200.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,902222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1541480120.93,8853762.57981,1541480120.93,1547740676.48,1535219565.37,1535845620.92,1547114620.93,2.0,78389111819600.0,4.4039662692699996e-14,0.111103448276,789,0.111111111111,0.00137166051669,0.11111216476
1193.0,-300.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,1160000.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1536014729.03,242353.506305,1536014729.03,1536186098.84,1535843359.22,1535860496.2,1536168961.86,2.0,58735222018.3,4.4039662692699996e-14,0.111126436782,978,0.111111111111,0.000685972164049,0.05555608238
1193.0,-1000.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1160000.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1530892835.03,7035759.84984,1530892835.03,1535867868.53,1525917801.53,1526415304.88,1535370365.18,2.0,49501916664600.0,4.4039662692699996e-14,0.111126436782,905,0.0555555555556,0.000342986082024,0.05555608238
1193.0,-700.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1529513380.9,484083.954449,1529513380.9,1529855679.95,1529171081.86,1529205311.76,1529821450.05,2.0,234337274955.0,4.4039662692699996e-14,0.111103448276,637,0.111111111111,0.00137166051669,0.11111216476
1193.0,-700.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1527218040.09,2915805.28509,1527218040.09,1529279825.78,1525156254.4,1525362432.97,1529073647.21,2.0,8501920460580.0,4.4039662692699996e-14,0.111126436782,238,0.111111111111,0.0013719443281,0.11111216476
1193.0,-300.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1526605992.75,6250593.38827,1526605992.75,1531025829.72,1522186155.78,1522628139.48,1530583846.02,2.0,39069917705500.0,4.4039662692699996e-14,0.0555402298851,280,0.111111111111,0.000685688352644,0.11111216476
1193.0,-500.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1526447203.77,9888072.74995,1526447203.77,1533439127.07,1519455280.48,1520154472.81,1532739934.74,2.0,97773982708400.0,4.4039662692699996e-14,0.111103448276,259,0.111111111111,0.00137166051669,0.11111216476
1193.0,-1000.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,644444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1524924594.18,419612.980654,1524924594.18,1525221305.36,1524627882.99,1524657554.11,1525191634.24,2.0,176075053534.0,4.4039662692699996e-14,0.111103448276,506,0.0555555555556,0.0006858275978,0.111111733722
1193.0,-200.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1523604601.35,11482119.441,1523604601.35,1531723685.87,1515485516.84,1516297425.29,1530911777.42,2.0,131839066858000.0,4.4039662692699996e-14,0.0555402298851,490,0.111111111111,0.000685685692649,0.111111733722
1193.0,-400.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1521588509.43,7991536.81759,1521588509.43,1527239379.3,1515937639.55,1516502726.54,1526674292.31,2.0,63864660707000.0,4.4039662692699996e-14,0.111103448276,469,0.111111111111,0.0013716551956,0.111111733722
1193.0,-300.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1520661930.95,4782523.54825,1520661930.95,1524043685.78,1517280176.12,1517618351.6,1523705510.3,2.0,22872531489500.0,4.4039662692699996e-14,0.111103448276,679,0.111111111111,0.00137166051669,0.11111216476
1193.0,-600.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1518475838.04,9024660.61893,1518475838.04,1524857236.76,1512094439.31,1512732579.19,1524219096.89,2.0,81444499286800.0,4.4039662692699996e-14,0.111103448276,847,0.111111111111,0.00137166051669,0.11111216476
1193.0,-1000.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,128889.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1518025237.43,5604840.00486,1518025237.43,1521988457.8,1514062017.05,1514458339.09,1521592135.77,2.0,31414231480100.0,4.4039662692699996e-14,0.111103448276,107,0.0555555555556,0.000685803652885,0.111107854378
1193.0,-900.0,-12083.0,-1e+200,-1e+200,-1e+200,-1e+200,902222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1517243947.17,143435.943408,1517243947.17,1517345371.69,1517142522.64,1517152665.09,1517335229.24,2.0,20573869861.5,4.4039662692699996e-14,0.111103448276,716,0.111111111111,0.00137166051669,0.11111216476
1193.0,-600.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1516268702.24,502996.069732,1516268702.24,1516624374.17,1515913030.31,1515948597.5,1516588806.98,2.0,253005046166.0,4.4039662692699996e-14,0.111126436782,448,0.111111111111,0.0013719390059,0.111111733722
1193.0,-500.0,-7250.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1514560053.75,13551903.5279,1514560053.75,1524142696.63,1504977410.86,1505935675.15,1523184432.34,2.0,183654089231000.0,4.4039662692699996e-14,0.111126436782,658,0.111111111111,0.0013719443281,0.11111216476
1193.0,-100.0,-2417.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1513463886.69,5905430.07175,1513463886.69,1517639656.34,1509288117.04,1509705694.0,1517222079.37,2.0,34874104332300.0,4.4039662692699996e-14,0.0555402298851,700,0.0555555555556,0.000342844176322,0.11111216476
1193.0,-900.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,386667.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1509794289.29,1735703.58598,1509794289.29,1511021617.07,1508566961.51,1508689694.29,1510898884.29,2.0,3012666938390.0,4.4039662692699996e-14,0.111103448276,317,0.111111111111,0.00137166051669,0.11111216476
1193.0,-800.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,644444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1499025011.58,1537011.16032,1499025011.58,1500111842.59,1497938180.57,1498046863.67,1500003159.49,2.0,2362403306960.0,4.4039662692699996e-14,0.111103448276,527,0.111111111111,0.0013716551956,0.111111733722
