smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight
720.0,-173.7,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-921122636756000.0,23942666.0166,-921122636756000.0,-921122619826000.0,-921122653686000.0,-921122651993000.0,-921122621519000.0,2.0,573251255981000.0,0.0714285714286,2.43433201164e-13,47,0.142859494415,0.142822580645,0.00145739726157
720.0,-173.7,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-921122732738000.0,12503520.7521,-921122732738000.0,-921122723897000.0,-921122741580000.0,-921122740696000.0,-921122724781000.0,2.0,156338031198000.0,0.0714285714286,2.43433201164e-13,55,0.142860670194,0.142822580645,0.00145740925641
720.0,-173.7,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-921122733223000.0,4783442.14056,-921122733223000.0,-921122729841000.0,-921122736605000.0,-921122736267000.0,-921122730179000.0,2.0,22881318712000.0,0.0714285714286,2.43433201164e-13,63,0.0714309229865,0.142822580645,0.000728710625628
720.0,-85.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-921172149861000.0,37667855.6848,-921172149861000.0,-921172123226000.0,-921172176496000.0,-921172173833000.0,-921172125890000.0,2.0,1418867351890000.0,0.142857142857,0.0,80,0.142848912404,0.0714516129032,0.0014581121704
720.0,-85.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-921172189363000.0,29713943.4015,-921172189363000.0,-921172168352000.0,-921172210374000.0,-921172208272000.0,-921172170453000.0,2.0,882918432468000.0,0.142857142857,0.0,72,0.071417989418,0.0714516129032,0.000728990076317
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074700062310000.0,21272758.1784,-1074700062310000.0,-1074700047270000.0,-1074700077350000.0,-1074700075850000.0,-1074700048770000.0,2.0,452530240517000.0,0.0714285714286,0.0,8,0.071417989418,0.0714516129032,0.000364495038159
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074700077490000.0,63719884.8693,-1074700077490000.0,-1074700032430000.0,-1074700122540000.0,-1074700118040000.0,-1074700036930000.0,2.0,4060223727760000.0,0.0714285714286,0.0,16,0.142848912404,0.0714516129032,0.000729056085198
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074700092790000.0,29601316.0521,-1074700092790000.0,-1074700071860000.0,-1074700113720000.0,-1074700111630000.0,-1074700073960000.0,2.0,876237912017000.0,0.0714285714286,0.0,24,0.142860670194,0.0714516129032,0.000729116093271
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074700145280000.0,39802730.9118,-1074700145280000.0,-1074700117140000.0,-1074700173430000.0,-1074700170610000.0,-1074700119950000.0,2.0,1584257388040000.0,0.0714285714286,0.0,32,0.142860670194,0.0714516129032,0.000729116093271
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074700161060000.0,12097128.3653,-1074700161060000.0,-1074700152510000.0,-1074700169610000.0,-1074700168760000.0,-1074700153360000.0,2.0,146340514687000.0,0.0714285714286,0.0,40,0.142860670194,0.0714516129032,0.000729116093271
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074700203430000.0,4402823.35403,-1074700203430000.0,-1074700200320000.0,-1074700206550000.0,-1074700206230000.0,-1074700200630000.0,2.0,19384853486800.0,0.0714285714286,0.0,48,0.142859494415,0.0714516129032,0.000729110092464
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074700217720000.0,69395240.2142,-1074700217720000.0,-1074700168650000.0,-1074700266790000.0,-1074700261880000.0,-1074700173560000.0,2.0,4815699364380000.0,0.0714285714286,0.0,56,0.142860670194,0.0714516129032,0.000729116093271
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074700268880000.0,2998270.46128,-1074700268880000.0,-1074700266750000.0,-1074700271000000.0,-1074700270780000.0,-1074700266970000.0,2.0,8989625758960.0,0.0714285714286,0.0,64,0.0714309229865,0.0714516129032,0.000364561047039
