smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-ft_capacity
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-773397079.739,1522747.02023,-773576624.783,-771442586.838,-774992482.553,-774857062.073,-771685734.344,4.0,2318758487630.0,106,3.46688419418e-13,0.125226860254,0.249992724848,0.00391294293863,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-805119236.196,2406944.61273,-804718820.517,-802714633.736,-808324670.013,-807889994.428,-802909059.914,4.0,5793382368760.0,101,3.46688419418e-13,0.125226860254,0.12498974865,0.00195636794902,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-816173515.343,1411114.30569,-816382974.233,-814261377.481,-817666735.425,-817474457.423,-814579330.816,4.0,1991243583740.0,111,3.46688419418e-13,0.125226860254,0.250007275152,0.00391317068328,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857431667.354,1488851.92994,-857293461.169,-856053471.348,-859086275.731,-858966401.218,-856090422.149,4.0,2216680069280.0,116,3.46688419418e-13,0.125226860254,0.250007275152,0.00391317068328,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-895682893.093,2956624.94276,-894840790.354,-893308172.406,-899741819.258,-899180704.977,-893364025.044,4.0,8741631052170.0,121,3.46688419418e-13,0.125226860254,0.125002976198,0.00195657498961,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-144896762532.0,594.142515367,-144896762542.0,-144896761928.0,-144896763117.0,-144896763094.0,-144896761957.0,4.0,353005.328566,1,3.46688419418e-13,0.125226860254,0.12498974865,0.00195636794902,0.124990974078
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-514780151602.0,844577.576491,-514780202630.0,-514779109591.0,-514781091557.0,-514781001357.0,-514779230407.0,4.0,713311282712.0,27,3.46688419418e-13,0.249546279492,0.12498974865,0.00779824473773,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205425297112000.0,562515.662436,-205425296965000.0,-205425296604000.0,-205425297914000.0,-205425297779000.0,-205425296652000.0,4.0,316423870486.0,48,3.46688419418e-13,0.249546279492,0.125002976198,0.00779907001867,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205732953695000.0,928725.63018,-205732954082000.0,-205732952312000.0,-205732954303000.0,-205732954277000.0,-205732952570000.0,4.0,862531296153.0,74,3.46688419418e-13,0.250453720508,0.125002976198,0.00782743027329,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206102823714000.0,2783350.44187,-206102823192000.0,-206102820935000.0,-206102827539000.0,-206102826949000.0,-206102821211000.0,4.0,7747039682270.0,100,3.46688419418e-13,0.125226860254,0.125002976198,0.00391314997922,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206618969379000.0,574032.478519,-206618969327000.0,-206618968734000.0,-206618970127000.0,-206618970016000.0,-206618968814000.0,4.0,329513286395.0,22,3.46688419418e-13,0.249546279492,0.125002976198,0.00389897189959,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207749446946000.0,416654.799398,-207749446926000.0,-207749446517000.0,-207749447415000.0,-207749447378000.0,-207749446543000.0,4.0,173601221862.0,43,3.46688419418e-13,0.249546279492,0.250007275152,0.0155982225654,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208057105116000.0,1898108.25782,-208057105367000.0,-208057102751000.0,-208057106979000.0,-208057106872000.0,-208057103008000.0,4.0,3602814958400.0,69,3.46688419418e-13,0.250453720508,0.250007275152,0.0156549433748,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208426973779000.0,1644865.62149,-208426974326000.0,-208426971455000.0,-208426975008000.0,-208426974989000.0,-208426971803000.0,4.0,2705582912750.0,95,3.46688419418e-13,0.125226860254,0.250007275152,0.00782634136657,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208943119063000.0,325673.47736,-208943119039000.0,-208943118755000.0,-208943119419000.0,-208943119395000.0,-208943118764000.0,4.0,106063213856.0,17,3.46688419418e-13,0.249546279492,0.250007275152,0.00779798505727,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210073621112000.0,440796.069219,-210073621065000.0,-210073620674000.0,-210073621643000.0,-210073621591000.0,-210073620698000.0,4.0,194301174639.0,38,3.46688419418e-13,0.249546279492,0.250007275152,0.0155982225654,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210381278816000.0,688777.400305,-210381278904000.0,-210381278005000.0,-210381279450000.0,-210381279431000.0,-210381278077000.0,4.0,474414307171.0,64,3.46688419418e-13,0.250453720508,0.250007275152,0.0156549433748,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210751148188000.0,1600482.01296,-210751148202000.0,-210751146215000.0,-210751150134000.0,-210751149849000.0,-210751146508000.0,4.0,2561542673810.0,90,3.46688419418e-13,0.125226860254,0.250007275152,0.00782634136657,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211267293517000.0,250765.017106,-211267293462000.0,-211267293295000.0,-211267293850000.0,-211267293808000.0,-211267293305000.0,4.0,62883093804.3,12,3.46688419418e-13,0.249546279492,0.250007275152,0.00779798505727,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212397770968000.0,575300.47335,-212397771062000.0,-212397770211000.0,-212397771538000.0,-212397771496000.0,-212397770309000.0,4.0,330970634636.0,33,3.46688419418e-13,0.249546279492,0.249992724848,0.0155973147564,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212705428479000.0,1561392.28705,-212705428937000.0,-212705426256000.0,-212705429786000.0,-212705429711000.0,-212705426606000.0,4.0,2437945874050.0,59,3.46688419418e-13,0.250453720508,0.249992724848,0.0156540322646,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213075296898000.0,1656750.89119,-213075297034000.0,-213075295080000.0,-213075298443000.0,-213075298399000.0,-213075295205000.0,4.0,2744823515440.0,85,3.46688419418e-13,0.125226860254,0.249992724848,0.00782588587727,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213591442961000.0,302220.348605,-213591442967000.0,-213591442622000.0,-213591443289000.0,-213591443265000.0,-213591442650000.0,4.0,91337139110.9,7,3.46688419418e-13,0.249546279492,0.249992724848,0.00779753121829,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214721674725000.0,1022952.72177,-214721675008000.0,-214721673286000.0,-214721675598000.0,-214721675550000.0,-214721673504000.0,4.0,1046432270990.0,28,3.46688419418e-13,0.249546279492,0.12498974865,0.00779824473773,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215029331577000.0,2076371.4415,-215029332156000.0,-215029328801000.0,-215029333197000.0,-215029333188000.0,-215029329157000.0,4.0,4311318363100.0,54,3.46688419418e-13,0.250453720508,0.12498974865,0.00782660199132,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215399201841000.0,789392.365716,-215399201841000.0,-215399201071000.0,-215399202611000.0,-215399202583000.0,-215399201099000.0,4.0,623140307050.0,80,3.46688419418e-13,0.125226860254,0.12498974865,0.00391273589804,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215915346491000.0,267513.883178,-215915346448000.0,-215915346224000.0,-215915346846000.0,-215915346798000.0,-215915346245000.0,4.0,71563677693.0,2,3.46688419418e-13,0.249546279492,0.12498974865,0.0038985593187,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-420825864104000.0,408125.172386,-420825863989000.0,-420825863747000.0,-420825864692000.0,-420825864587000.0,-420825863783000.0,4.0,166566156335.0,23,3.46688419418e-13,0.249546279492,0.125002976198,0.00389897189959,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421195741951000.0,999755.037113,-421195741963000.0,-421195740714000.0,-421195743162000.0,-421195742987000.0,-421195740896000.0,4.0,999510134233.0,49,3.46688419418e-13,0.250453720508,0.125002976198,0.00782743027329,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421503396883000.0,2047009.18047,-421503396606000.0,-421503394752000.0,-421503399569000.0,-421503399211000.0,-421503394944000.0,4.0,4190246584930.0,75,3.46688419418e-13,0.125226860254,0.125002976198,0.00391371513664,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423150012630000.0,1197550.15736,-423150012237000.0,-423150011667000.0,-423150014378000.0,-423150014067000.0,-423150011742000.0,4.0,1434126379400.0,18,3.46688419418e-13,0.249546279492,0.250007275152,0.00779798505727,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423519892099000.0,1086144.14557,-423519892018000.0,-423519891133000.0,-423519893226000.0,-423519893167000.0,-423519891144000.0,4.0,1179709104950.0,44,3.46688419418e-13,0.250453720508,0.250007275152,0.0156549433748,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423827546188000.0,1581775.37472,-423827546028000.0,-423827544550000.0,-423827548145000.0,-423827547931000.0,-423827544669000.0,4.0,2502013336080.0,70,3.46688419418e-13,0.125226860254,0.250007275152,0.00782747168739,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425474187936000.0,821760.335917,-425474187901000.0,-425474186978000.0,-425474188963000.0,-425474188827000.0,-425474187092000.0,4.0,675290049686.0,13,3.46688419418e-13,0.249546279492,0.250007275152,0.00779798505727,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425844067055000.0,1607465.02784,-425844067369000.0,-425844064828000.0,-425844068653000.0,-425844068482000.0,-425844065188000.0,4.0,2583943815730.0,39,3.46688419418e-13,0.250453720508,0.250007275152,0.0156549433748,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426151721764000.0,3062473.0207,-426151722790000.0,-426151717348000.0,-426151724129000.0,-426151724031000.0,-426151718061000.0,4.0,9378741002510.0,65,3.46688419418e-13,0.125226860254,0.250007275152,0.00782747168739,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427798337599000.0,635751.47169,-427798337494000.0,-427798337048000.0,-427798338359000.0,-427798338288000.0,-427798337056000.0,4.0,404179933756.0,8,3.46688419418e-13,0.249546279492,0.249992724848,0.00779753121829,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428168217705000.0,596631.436307,-428168217813000.0,-428168216905000.0,-428168218289000.0,-428168218244000.0,-428168217014000.0,4.0,355969070789.0,34,3.46688419418e-13,0.250453720508,0.249992724848,0.0156540322646,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428475870007000.0,3104560.9413,-428475869655000.0,-428475867091000.0,-428475873628000.0,-428475873314000.0,-428475867194000.0,4.0,9638298638240.0,60,3.46688419418e-13,0.125226860254,0.249992724848,0.0078270161323,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430122241633000.0,1428173.68836,-430122242239000.0,-430122239505000.0,-430122242552000.0,-430122242516000.0,-430122239903000.0,4.0,2039680084130.0,3,3.46688419418e-13,0.249546279492,0.12498974865,0.0038985593187,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430492120470000.0,564067.025923,-430492120314000.0,-430492119974000.0,-430492121279000.0,-430492121142000.0,-430492120017000.0,4.0,318171609733.0,29,3.46688419418e-13,0.250453720508,0.12498974865,0.00782660199132,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430799774372000.0,689693.684584,-430799774126000.0,-430799773839000.0,-430799775151000.0,-430799775048000.0,-430799773868000.0,3.0,475677378556.0,55,3.46688419418e-13,0.125226860254,0.12498974865,0.00391330099566,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636596310474000.0,618679.675032,-636596310453000.0,-636596309764000.0,-636596311227000.0,-636596311140000.0,-636596309838000.0,4.0,382764540298.0,24,3.46688419418e-13,0.250453720508,0.125002976198,0.00391314997922,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636966186226000.0,1208368.26781,-636966186293000.0,-636966184873000.0,-636966187447000.0,-636966187383000.0,-636966184977000.0,4.0,1460153870660.0,50,3.46688419418e-13,0.125226860254,0.125002976198,0.00391371513664,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-638920460320000.0,777072.513295,-638920460105000.0,-638920459635000.0,-638920461433000.0,-638920461245000.0,-638920459695000.0,4.0,603841690918.0,19,3.46688419418e-13,0.250453720508,0.250007275152,0.00782634136657,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639290335911000.0,1609087.07413,-639290336059000.0,-639290334006000.0,-639290337522000.0,-639290337432000.0,-639290334184000.0,4.0,2589161212130.0,45,3.46688419418e-13,0.125226860254,0.250007275152,0.00782747168739,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641244633198000.0,1253754.05161,-641244632868000.0,-641244632066000.0,-641244634990000.0,-641244634679000.0,-641244632179000.0,4.0,1571899221930.0,14,3.46688419418e-13,0.250453720508,0.250007275152,0.00782634136657,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641614508117000.0,1448227.3933,-641614507656000.0,-641614506932000.0,-641614510222000.0,-641614509857000.0,-641614507022000.0,4.0,2097362582700.0,40,3.46688419418e-13,0.125226860254,0.250007275152,0.00782747168739,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643568784425000.0,1634597.36777,-643568783845000.0,-643568783266000.0,-643568786744000.0,-643568786393000.0,-643568783270000.0,4.0,2671908554710.0,9,3.46688419418e-13,0.250453720508,0.249992724848,0.00782588587727,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643938658803000.0,2141722.70841,-643938659212000.0,-643938656190000.0,-643938660597000.0,-643938660585000.0,-643938656448000.0,4.0,4586976159700.0,35,3.46688419418e-13,0.125226860254,0.249992724848,0.0078270161323,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645892686899000.0,1306697.4223,-645892686386000.0,-645892685986000.0,-645892688838000.0,-645892688476000.0,-645892686041000.0,4.0,1707458153450.0,4,3.46688419418e-13,0.250453720508,0.12498974865,0.00391273589804,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646262560433000.0,2448632.57614,-646262559639000.0,-646262558584000.0,-646262563872000.0,-646262563366000.0,-646262558613000.0,4.0,5995801492910.0,30,3.46688419418e-13,0.125226860254,0.12498974865,0.00391330099566,0.250018051845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852366751712000.0,3553125.61805,-852366751022000.0,-852366748436000.0,-852366756367000.0,-852366755790000.0,-852366748599000.0,4.0,12624701657700.0,25,3.46688419418e-13,0.125226860254,0.125002976198,0.00195657498961,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854690900381000.0,1701666.45946,-854690900359000.0,-854690898440000.0,-854690902368000.0,-854690902171000.0,-854690898623000.0,4.0,2895668739240.0,20,3.46688419418e-13,0.125226860254,0.250007275152,0.00391317068328,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857015077526000.0,2308875.76993,-857015078007000.0,-857015074397000.0,-857015079691000.0,-857015079547000.0,-857015074830000.0,4.0,5330907320970.0,15,3.46688419418e-13,0.125226860254,0.250007275152,0.00391317068328,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859339225156000.0,1332122.05035,-859339225038000.0,-859339224000000.0,-859339226549000.0,-859339226473000.0,-859339224005000.0,4.0,1774549157030.0,10,3.46688419418e-13,0.125226860254,0.249992724848,0.00391294293863,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861663129639000.0,1744510.57845,-861663129785000.0,-861663127604000.0,-861663131380000.0,-861663131288000.0,-861663127785000.0,4.0,3043317158320.0,5,3.46688419418e-13,0.125226860254,0.12498974865,0.00195636794902,0.124990974078
