smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-710160569149.0,6620427.32912,-710160569149.0,-710155887800.0,-710165250498.0,-710164782363.0,-710156355935.0,2.0,43830058020200.0,0.249963898917,0.00779710790134,0.249546279492,13,0.124998601718,5.2351036610599995e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-156720487920000.0,16271431.5794,-156720487920000.0,-156720476415000.0,-156720499426000.0,-156720498275000.0,-156720477565000.0,2.0,264759485642000.0,0.249963898917,0.00779722004315,0.249546279492,118,0.125000399509,5.2351036610599995e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157098399914000.0,26907878.7497,-157098399914000.0,-157098380887000.0,-157098418941000.0,-157098417038000.0,-157098382790000.0,2.0,724033938808000.0,0.25,0.00391335189026,0.125226860254,124,0.125000399509,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157626193477000.0,8927944.86963,-157626193477000.0,-157626187164000.0,-157626199790000.0,-157626199158000.0,-157626187795000.0,2.0,79708199595200.0,0.125018050542,0.00391391699522,0.250453720508,106,0.125000399509,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157940547524000.0,18378806.0315,-157940547524000.0,-157940534528000.0,-157940560519000.0,-157940559220000.0,-157940535827000.0,2.0,337780511144000.0,0.25,0.00779834615812,0.249546279492,112,0.125000399509,5.2351036610599995e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172449543515000.0,8477264.86047,-172449543515000.0,-172449537521000.0,-172449549510000.0,-172449548910000.0,-172449538120000.0,2.0,71864019514500.0,0.249963898917,0.0155944525465,0.249546279492,93,0.250000998773,5.2351036610599995e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172827456730000.0,8554211.66797,-172827456730000.0,-172827450681000.0,-172827462779000.0,-172827462174000.0,-172827451286000.0,2.0,73174537260400.0,0.25,0.00782671003417,0.125226860254,99,0.250000998773,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173355238872000.0,6670755.65954,-173355238872000.0,-173355234155000.0,-173355243589000.0,-173355243117000.0,-173355234627000.0,2.0,44498981069300.0,0.125018050542,0.00782784024501,0.250453720508,81,0.250000998773,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-173669590157000.0,10067616.7112,-173669590157000.0,-173669583038000.0,-173669597276000.0,-173669596564000.0,-173669583750000.0,2.0,101356906244000.0,0.25,0.0155967047782,0.249546279492,87,0.250000998773,5.2351036610599995e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188178586467000.0,13657697.0552,-188178586467000.0,-188178576810000.0,-188178596125000.0,-188178595159000.0,-188178577775000.0,2.0,186532688852000.0,0.249963898917,0.0155944525465,0.249546279492,68,0.250000998773,5.2351036610599995e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-188556525738000.0,43167725.9312,-188556525738000.0,-188556495214000.0,-188556556262000.0,-188556553210000.0,-188556498266000.0,2.0,1863452562070000.0,0.25,0.00782671003417,0.125226860254,74,0.250000998773,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189084317684000.0,738268.424606,-189084317684000.0,-189084317162000.0,-189084318207000.0,-189084318154000.0,-189084317215000.0,2.0,545040266771.0,0.125018050542,0.00782784024501,0.250453720508,56,0.250000998773,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189398660306000.0,2509369.20927,-189398660306000.0,-189398658531000.0,-189398662080000.0,-189398661903000.0,-189398658709000.0,2.0,6296933828430.0,0.25,0.0155967047782,0.249546279492,62,0.250000998773,5.2351036610599995e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-203907667653000.0,7139796.315,-203907667653000.0,-203907662604000.0,-203907672701000.0,-203907672196000.0,-203907663109000.0,2.0,50976691419600.0,0.249963898917,0.0155943279445,0.249546279492,43,0.249999001227,5.2351036610599995e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204285578589000.0,62379355.4353,-204285578589000.0,-204285534480000.0,-204285622698000.0,-204285618287000.0,-204285538891000.0,2.0,3891183984530000.0,0.25,0.00782664749759,0.125226860254,49,0.249999001227,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-204813366098000.0,8635199.7454,-204813366098000.0,-204813359992000.0,-204813372204000.0,-204813371594000.0,-204813360603000.0,2.0,74566674643000.0,0.125018050542,0.00782777769939,0.250453720508,31,0.249999001227,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-205127712374000.0,5494637.96558,-205127712374000.0,-205127708488000.0,-205127716259000.0,-205127715870000.0,-205127708877000.0,2.0,30191046372800.0,0.25,0.0155965801582,0.249546279492,37,0.249999001227,5.2351036610599995e-14
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-219636460327000.0,15091142.3752,-219636460327000.0,-219636449656000.0,-219636470998000.0,-219636469931000.0,-219636450723000.0,2.0,227742578189000.0,0.249963898917,0.00779710790134,0.249546279492,18,0.124998601718,5.2351036610599995e-14
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220014408375000.0,36364821.9801,-220014408375000.0,-220014382661000.0,-220014434089000.0,-220014431518000.0,-220014385233000.0,2.0,1322400277640000.0,0.25,0.00391329560733,0.125226860254,24,0.124998601718,5.2351036610599995e-14
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220542185075000.0,12326852.1557,-220542185075000.0,-220542176359000.0,-220542193792000.0,-220542192920000.0,-220542177230000.0,2.0,151951284069000.0,0.125018050542,0.00391386070417,0.250453720508,6,0.124998601718,5.2351036610599995e-14
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-220856551531000.0,948802.242957,-220856551531000.0,-220856550860000.0,-220856552201000.0,-220856552134000.0,-220856550927000.0,2.0,900225696240.0,0.25,0.00779823400012,0.249546279492,12,0.124998601718,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-376866847821000.0,2728352.86527,-376866847821000.0,-376866845892000.0,-376866849750000.0,-376866849557000.0,-376866846085000.0,2.0,7443909357410.0,0.25,0.00779834615812,0.249546279492,117,0.125000399509,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-377244784899000.0,24701288.3552,-377244784899000.0,-377244767432000.0,-377244802365000.0,-377244800618000.0,-377244769179000.0,2.0,610153646406000.0,0.249963898917,0.00391278678529,0.125226860254,123,0.125000399509,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-378150515990000.0,5982486.73334,-378150515990000.0,-378150511760000.0,-378150520220000.0,-378150519797000.0,-378150512183000.0,2.0,35790147514500.0,0.125018050542,0.00389973613654,0.249546279492,111,0.125000399509,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392595896729000.0,16906782.7333,-392595896729000.0,-392595884774000.0,-392595908684000.0,-392595907489000.0,-392595885970000.0,2.0,285839302390000.0,0.25,0.0155967047782,0.249546279492,92,0.250000998773,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-392973820820000.0,15849424.9269,-392973820820000.0,-392973809613000.0,-392973832027000.0,-392973830906000.0,-392973810733000.0,2.0,251204270515000.0,0.249963898917,0.00782557982334,0.125226860254,98,0.250000998773,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-393879558374000.0,16176858.235,-393879558374000.0,-393879546936000.0,-393879569813000.0,-393879568669000.0,-393879548080000.0,2.0,261690742355000.0,0.125018050542,0.00779947850499,0.249546279492,86,0.250000998773,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408324980134000.0,15939146.9664,-408324980134000.0,-408324968863000.0,-408324991405000.0,-408324990278000.0,-408324969990000.0,2.0,254056406016000.0,0.25,0.0155967047782,0.249546279492,67,0.250000998773,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-408702891912000.0,13364772.6573,-408702891912000.0,-408702882462000.0,-408702901362000.0,-408702900417000.0,-408702883407000.0,2.0,178617148182000.0,0.249963898917,0.00782557982334,0.125226860254,73,0.250000998773,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-409608622599000.0,5445270.75322,-409608622599000.0,-409608618749000.0,-409608626449000.0,-409608626064000.0,-409608619134000.0,2.0,29650973575900.0,0.125018050542,0.00779947850499,0.249546279492,61,0.250000998773,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424054043585000.0,10670813.3775,-424054043585000.0,-424054036039000.0,-424054051130000.0,-424054050376000.0,-424054036794000.0,2.0,113866258137000.0,0.25,0.0155965801582,0.249546279492,42,0.249999001227,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424431936162000.0,9436848.4931,-424431936162000.0,-424431929489000.0,-424431942835000.0,-424431942167000.0,-424431930156000.0,2.0,89054109481700.0,0.249963898917,0.00782551729578,0.125226860254,48,0.249999001227,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-425337682112000.0,633995.829099,-425337682112000.0,-425337681664000.0,-425337682560000.0,-425337682515000.0,-425337681709000.0,2.0,401950711315.0,0.125018050542,0.00779941618599,0.249546279492,36,0.249999001227,5.2351036610599995e-14
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439782874141000.0,21599646.4839,-439782874141000.0,-439782858868000.0,-439782889414000.0,-439782887887000.0,-439782860395000.0,2.0,466544728230000.0,0.25,0.00779823400012,0.249546279492,17,0.124998601718,5.2351036610599995e-14
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440160772609000.0,19795590.1922,-440160772609000.0,-440160758612000.0,-440160786607000.0,-440160785207000.0,-440160760012000.0,2.0,391865391058000.0,0.249963898917,0.00391273051049,0.125226860254,23,0.124998601718,5.2351036610599995e-14
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-441066496004000.0,18458975.1025,-441066496004000.0,-441066482951000.0,-441066509056000.0,-441066507751000.0,-441066484257000.0,2.0,340733761836000.0,0.125018050542,0.00389968004944,0.249546279492,11,0.124998601718,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597076802864000.0,2106804.67878,-597076802864000.0,-597076801374000.0,-597076804354000.0,-597076804205000.0,-597076801523000.0,2.0,4438625954520.0,0.125018050542,0.00389973613654,0.249546279492,116,0.125000399509,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-597391160840000.0,8854695.34671,-597391160840000.0,-597391154579000.0,-597391167101000.0,-597391166475000.0,-597391155205000.0,2.0,78405629683100.0,0.25,0.00391335189026,0.125226860254,122,0.125000399509,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-612805852022000.0,6536611.31597,-612805852022000.0,-612805847400000.0,-612805856644000.0,-612805856182000.0,-612805847862000.0,2.0,42727287496000.0,0.125018050542,0.00779947850499,0.249546279492,91,0.250000998773,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-613120224020000.0,32456875.2176,-613120224020000.0,-613120201069000.0,-613120246970000.0,-613120244675000.0,-613120203364000.0,2.0,1053448748890000.0,0.25,0.00782671003417,0.125226860254,97,0.250000998773,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628534925443000.0,4069856.13993,-628534925443000.0,-628534922565000.0,-628534928320000.0,-628534928033000.0,-628534922853000.0,2.0,16563728999700.0,0.125018050542,0.00779947850499,0.249546279492,66,0.250000998773,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-628849283347000.0,32988770.2192,-628849283347000.0,-628849260020000.0,-628849306673000.0,-628849304340000.0,-628849262353000.0,2.0,1088258960580000.0,0.25,0.00782671003417,0.125226860254,72,0.250000998773,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644263992778000.0,4948354.73311,-644263992778000.0,-644263989279000.0,-644263996277000.0,-644263995927000.0,-644263989629000.0,2.0,24486214564700.0,0.125018050542,0.00779941618599,0.249546279492,41,0.249999001227,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644578377794000.0,2499780.68664,-644578377794000.0,-644578376027000.0,-644578379562000.0,-644578379385000.0,-644578376203000.0,2.0,6248903481280.0,0.25,0.00782664749759,0.125226860254,47,0.249999001227,5.2351036610599995e-14
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-659992811592000.0,30244411.1964,-659992811592000.0,-659992790206000.0,-659992832978000.0,-659992830839000.0,-659992792344000.0,2.0,914724408620000.0,0.125018050542,0.00389968004944,0.249546279492,16,0.124998601718,5.2351036610599995e-14
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660307156252000.0,30169527.9696,-660307156252000.0,-660307134919000.0,-660307177585000.0,-660307175452000.0,-660307137052000.0,2.0,910200417908000.0,0.25,0.00391329560733,0.125226860254,22,0.124998601718,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-817601132043000.0,36807970.4402,-817601132043000.0,-817601106015000.0,-817601158070000.0,-817601155467000.0,-817601108618000.0,2.0,1354826687930000.0,0.125018050542,0.00195695849761,0.125226860254,121,0.125000399509,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-833330159817000.0,16030340.8928,-833330159817000.0,-833330148482000.0,-833330171153000.0,-833330170019000.0,-833330149616000.0,2.0,256971829138000.0,0.125018050542,0.0039139201225,0.125226860254,96,0.250000998773,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849059244335000.0,15395938.3005,-849059244335000.0,-849059233448000.0,-849059255222000.0,-849059254133000.0,-849059234537000.0,2.0,237034916152000.0,0.125018050542,0.0039139201225,0.125226860254,71,0.250000998773,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864788274642000.0,76513.4615302,-864788274642000.0,-864788274588000.0,-864788274697000.0,-864788274691000.0,-864788274594000.0,2.0,5854309795.33,0.125018050542,0.0039138888497,0.125226860254,46,0.249999001227,5.2351036610599995e-14
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880517100813000.0,14693445.0375,-880517100813000.0,-880517090423000.0,-880517111203000.0,-880517110164000.0,-880517091462000.0,2.0,215897327070000.0,0.125018050542,0.00195693035208,0.125226860254,21,0.124998601718,5.2351036610599995e-14
