smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-108011701.416,39217237.0328,-108011701.416,-80280927.1706,-135742475.661,-132969398.237,-83054004.5952,2.0,1537991680490000.0,0.00400001009969,17,0.0999992897633,0.200001925471,1.83809210519e-14,0.2
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-118587728.178,39108587.0979,-118587728.178,-90933781.0383,-146241675.317,-143476280.603,-93699175.7522,2.0,1529481584790000.0,0.00200000504984,4,0.0999992897633,0.200001925471,1.83809210519e-14,0.1
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-129697152.204,6050119.75917,-129697152.204,-125419071.495,-133975232.913,-133547424.842,-125846879.566,2.0,36603949100300.0,0.00800005571155,58,0.199999467322,0.200001925471,1.83809210519e-14,0.2
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-142174307.586,15709280.6103,-142174307.586,-131066168.739,-153282446.433,-152171632.549,-132176982.624,2.0,246781497293000.0,0.00399996367357,39,0.199999467322,0.199998716352,1.83809210519e-14,0.1
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-213882520.539,8402818.43557,-213882520.539,-207940830.642,-219824210.436,-219230041.446,-208534999.631,2.0,70607357661200.0,0.00800005571155,52,0.199999467322,0.200001925471,1.83809210519e-14,0.2
720.0,-543.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-254819687.051,7086340.9926,-254819687.051,-249808887.282,-259830486.821,-259329406.844,-250309967.259,2.0,50216228663400.0,0.00799996285874,80,0.200000355118,0.199998716352,1.83809210519e-14,0.2
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-257725573.371,10344660.6708,-257725573.371,-250410793.662,-265040353.08,-264308875.109,-251142271.632,2.0,107012004395000.0,0.00199997295888,24,0.0999992897633,0.0999993581762,0.0,0.2
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-281681207.772,4777647.86007,-281681207.772,-278302900.573,-285059514.972,-284721684.252,-278640731.293,2.0,22825919074800.0,0.00800005571155,65,0.199999467322,0.200001925471,1.83809210519e-14,0.2
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-284770877.495,13929767.5913,-284770877.495,-274921044.37,-294620710.619,-293635727.306,-275906027.683,2.0,194038425148000.0,0.00400001009969,11,0.0999992897633,0.200001925471,1.83809210519e-14,0.2
720.0,-667.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-327323611.921,4795887.03622,-327323611.921,-323932407.676,-330714816.166,-330375695.742,-324271528.101,2.0,23000532464200.0,0.00399998142937,74,0.200000355118,0.199998716352,1.83809210519e-14,0.1
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-349922911.444,4928682.44345,-349922911.444,-346437806.666,-353408016.222,-353059505.744,-346786317.144,2.0,24291910628400.0,0.00800005571155,46,0.199999467322,0.200001925471,1.83809210519e-14,0.2
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-367754649.174,21245406.5998,-367754649.174,-352731878.098,-382777420.249,-381275143.142,-354234155.205,2.0,451367301592000.0,0.00199997295888,18,0.0999992897633,0.0999993581762,0.0,0.2
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-371161222.285,21175653.6916,-371161222.285,-356187773.964,-386134670.607,-384637325.775,-357685118.796,2.0,448408309266000.0,0.00199998183678,72,0.199999467322,0.0999993581762,0.0,0.1
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-383526194.971,13469300.8279,-383526194.971,-374001961.018,-393050428.924,-392098005.529,-374954384.413,2.0,181422064793000.0,0.00800005571155,59,0.199999467322,0.200001925471,1.83809210519e-14,0.2
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-390686220.68,1076131.43138,-390686220.68,-389925280.847,-391447160.513,-391371066.529,-390001374.831,2.0,1158058857610.0,0.00200000504984,5,0.0999992897633,0.200001925471,1.83809210519e-14,0.1
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-450134229.536,4119156.49601,-450134229.536,-447221546.045,-453046913.027,-452755644.678,-447512814.394,2.0,16967450238600.0,0.00799996285874,87,0.200000355118,0.199998716352,1.83809210519e-14,0.2
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-456134264.397,24707284.4922,-456134264.397,-438663575.988,-473604952.806,-471857883.965,-440410644.829,2.0,610449906981000.0,0.00400002785577,40,0.199999467322,0.200001925471,1.83809210519e-14,0.1
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-504585325.415,8301619.51371,-504585325.415,-498715193.962,-510455456.868,-509868443.723,-499302207.107,2.0,68916886550300.0,0.00799996285874,81,0.200000355118,0.199998716352,1.83809210519e-14,0.2
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-535018549.134,42382080.4008,-535018549.134,-505049892.682,-564987205.586,-561990339.941,-508046758.327,2.0,1796240739100000.0,0.00800005571155,53,0.199999467322,0.200001925471,1.83809210519e-14,0.2
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-547039830.627,29735772.6851,-547039830.627,-526013464.117,-568066197.136,-565963560.485,-528116100.768,2.0,884216177179000.0,0.00199997295888,12,0.0999992897633,0.0999993581762,0.0,0.2
720.0,-667.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-553352424.206,10316646.4017,-553352424.206,-546057453.576,-560647394.835,-559917897.772,-546786950.639,2.0,106433192977000.0,0.00199999071468,109,0.200000355118,0.0999993581762,1.83809210519e-14,0.1
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-553906152.263,41116506.1011,-553906152.263,-524832391.98,-582979912.546,-580072536.517,-527739768.008,2.0,1690567073960000.0,0.00399996367357,66,0.199999467322,0.0999993581762,0.0,0.2
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-622554903.434,52222122.2954,-622554903.434,-585628286.631,-659481520.237,-655788858.557,-589320948.311,2.0,2727150057040000.0,0.00800009122373,94,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-625139249.529,1421872.04655,-625139249.529,-624133834.163,-626144664.895,-626044123.359,-624234375.7,2.0,2021720116750.0,0.00399998142937,75,0.200000355118,0.199998716352,1.83809210519e-14,0.1
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-630408411.901,12102687.2725,-630408411.901,-621850519.66,-638966304.142,-638110514.918,-622706308.884,2.0,146475039217000.0,0.00800005571155,47,0.199999467322,0.200001925471,1.83809210519e-14,0.2
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-678501436.058,71997495.072,-678501436.058,-627591519.064,-729411353.052,-724320361.353,-632682510.764,2.0,5183639296640000.0,0.00099998647944,6,0.0999992897633,0.0999993581762,0.0,0.1
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-699211267.673,13265062.316,-699211267.673,-689831452.156,-708591083.189,-707653101.638,-690769433.708,2.0,175961878247000.0,0.00800009122373,88,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-726987391.161,29178808.6198,-726987391.161,-706354857.719,-747619924.603,-745556671.259,-708418111.064,2.0,851402872470000.0,0.00399996367357,60,0.199999467322,0.0999993581762,0.0,0.2
720.0,-543.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-740031421.182,10385591.4773,-740031421.182,-732687699.022,-747375143.342,-746640771.126,-733422071.238,2.0,107860510334000.0,0.00799996285874,116,0.200000355118,0.199998716352,1.83809210519e-14,0.2
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-753845926.586,35468792.6095,-753845926.586,-728765702.811,-778926150.361,-776418127.983,-731273725.189,2.0,1258035249170000.0,0.00800009122373,101,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-667.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-795058377.685,6955961.63946,-795058377.685,-790139770.04,-799976985.33,-799485124.565,-790631630.804,2.0,48385402329700.0,0.00399998142937,110,0.200000355118,0.199998716352,1.83809210519e-14,0.1
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-805499767.846,10583832.0975,-805499767.846,-798015868.399,-812983667.293,-812235277.348,-798764258.343,2.0,112017501869000.0,0.00400002785577,41,0.199999467322,0.200001925471,1.83809210519e-14,0.1
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-838218599.985,32491635.6603,-838218599.985,-815243544.077,-861193655.892,-858896150.301,-817541049.668,2.0,1055706387880000.0,0.00800009122373,82,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-854970912.198,49070611.0938,-854970912.198,-820272750.336,-889669074.059,-886199257.873,-823742566.522,2.0,2407924873120000.0,0.00199999071468,108,0.200000355118,0.0999993581762,0.0,0.1
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-861061574.215,42420836.5717,-861061574.215,-831065513.012,-891057635.419,-888058029.298,-834065119.132,2.0,1799527375440000.0,0.00399996367357,54,0.199999467322,0.0999993581762,0.0,0.2
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-907499721.59,64490635.9234,-907499721.59,-861897955.606,-953101487.575,-948541310.976,-866458132.204,2.0,4159042121800000.0,0.00800009122373,95,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-918790068.926,31791865.662,-918790068.926,-896309825.129,-941270312.722,-939022288.342,-898557849.509,2.0,1010722722270000.0,0.00799996285874,123,0.200000355118,0.199998716352,1.83809210519e-14,0.2
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-923637704.728,48000958.2577,-923637704.728,-889695901.64,-957579507.815,-954185327.507,-893090081.949,2.0,2304091993650000.0,0.00400004561186,76,0.200000355118,0.200001925471,1.83809210519e-14,0.1
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-994623165.115,32395050.4149,-994623165.115,-971716405.289,-1017529924.94,-1015239248.96,-974007081.272,2.0,1049439291380000.0,0.00399996367357,48,0.199999467322,0.0999993581762,0.0,0.2
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1002000700.25,16612414.2421,-1002000700.25,-990253949.492,-1013747451.02,-1012572775.94,-991428624.568,2.0,275972306952000.0,0.00799996285874,117,0.200000355118,0.199998716352,1.83809210519e-14,0.2
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1042813668.47,17493234.4054,-1042813668.47,-1030444083.79,-1055183253.14,-1053946294.67,-1031681042.26,2.0,306013249961000.0,0.00800009122373,89,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1080154401.0,53289152.4108,-1080154401.0,-1042473279.96,-1117835522.03,-1114067409.93,-1046241392.07,2.0,2839733764660000.0,0.00399998142937,102,0.200000355118,0.0999993581762,0.0,0.2
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1091030742.61,56853822.1017,-1091030742.61,-1050829019.46,-1131232465.75,-1127212293.44,-1054849191.78,2.0,3232357087570000.0,0.00800009122373,130,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1120465032.89,2001884.52554,-1120465032.89,-1119049486.77,-1121880579.01,-1121739024.4,-1119191041.38,2.0,4007541653600.0,0.00399998142937,111,0.200000355118,0.199998716352,1.83809210519e-14,0.1
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1139335591.64,24833797.8962,-1139335591.64,-1121775444.75,-1156895738.54,-1155139723.85,-1123531459.44,2.0,616717517951000.0,0.00199998183678,42,0.199999467322,0.0999993581762,0.0,0.1
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1188571039.79,32731683.8309,-1188571039.79,-1165426244.19,-1211715835.38,-1209401355.83,-1167740723.75,2.0,1071363126400000.0,0.00800009122373,83,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1189307273.84,16950474.2704,-1189307273.84,-1177321478.54,-1201293069.15,-1200094489.62,-1178520058.07,2.0,287318577992000.0,0.00399998142937,96,0.200000355118,0.0999993581762,0.0,0.2
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1193026386.44,7291864.16974,-1193026386.44,-1187870259.83,-1198182513.04,-1197666900.38,-1188385872.49,2.0,53171283070000.0,0.00800009122373,124,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1284533179.92,19895150.4027,-1284533179.92,-1270465184.16,-1298601175.68,-1297194376.11,-1271871983.73,2.0,395817009546000.0,0.00800009122373,118,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1300527486.23,29298336.314,-1300527486.23,-1279810433.94,-1321244538.51,-1319172833.28,-1281882139.17,2.0,858392510771000.0,0.00399994591776,15,0.0999992897633,0.199998716352,1.83809210519e-14,0.2
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1305583328.08,76681411.5103,-1305583328.08,-1251361382.01,-1359805274.15,-1354383079.54,-1256783576.62,2.0,5880038871220000.0,0.00400004561186,77,0.200000355118,0.200001925471,1.83809210519e-14,0.1
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1369578703.1,54666088.3251,-1369578703.1,-1330923941.35,-1408233464.86,-1404367988.68,-1334789417.52,2.0,2988381212760000.0,0.00399998142937,90,0.200000355118,0.0999993581762,0.0,0.2
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1420542429.71,31992063.2527,-1420542429.71,-1397920624.84,-1443164234.58,-1440902054.09,-1400182805.32,2.0,1023492111160000.0,0.00400004561186,112,0.200000355118,0.200001925471,1.83809210519e-14,0.1
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1426623864.0,563256.378642,-1426623864.0,-1426225581.59,-1427022146.4,-1426982318.16,-1426265409.83,2.0,317257748081.0,0.00800009122373,131,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1524012208.42,56814215.0692,-1524012208.42,-1483838491.68,-1564185925.16,-1560168553.49,-1487855863.35,2.0,3227855033930000.0,0.00399998142937,84,0.200000355118,0.0999993581762,0.0,0.2
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1542002136.75,16487516.0786,-1542002136.75,-1530343702.32,-1553660571.17,-1552494727.73,-1531509545.77,2.0,271838186443000.0,0.00800009122373,125,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1614800352.51,14253234.2996,-1614800352.51,-1604721793.88,-1624878911.14,-1623871055.27,-1605729649.74,2.0,203154688000000.0,0.00199999071468,78,0.200000355118,0.0999993581762,0.0,0.1
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1645565075.59,11535705.5719,-1645565075.59,-1637408099.95,-1653722051.23,-1652906353.66,-1638223797.52,2.0,133072503041000.0,0.00800009122373,119,0.200000355118,0.200001925471,1.83809210519e-14,0.2
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1738263817.42,17439038.5392,-1738263817.42,-1725932555.01,-1750595079.83,-1749361953.59,-1727165681.26,2.0,304120065173000.0,0.00399998142937,132,0.200000355118,0.0999993581762,0.0,0.2
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,3379161.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1763827342.26,3138668.69272,-1763827342.26,-1761607968.34,-1766046716.17,-1765824778.78,-1761829905.73,2.0,9851241162630.0,0.00400004561186,113,0.200000355118,0.200001925471,1.83809210519e-14,0.1
