npp_capacity,elec_market_capacity,location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-npp_capacity,ProbabilityWeight
1193.0,-1e+200,braidwood,2105057611.78,9801817.99072,2105057611.78,2111988543.75,2098126679.81,2098819773.01,2111295450.56,2.0,96075635923200.0,1,0.000838222967309,0.5,0.5
