npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,prefix
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160543743000.0,4162841.63183,-235160543743000.0,-235160540800000.0,-235160546687000.0,-235160546392000.0,-235160541094000.0,2.0,17329250451700.0,1.21200144652e-13,0.125002383522,0.00390592721826,0.124987287705,0.25,106
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935827379000.0,7032644.55745,-240935827379000.0,-240935822406000.0,-240935832352000.0,-240935831854000.0,-240935822903000.0,2.0,49458089471500.0,1.21200144652e-13,0.124992849434,0.00781205308962,0.25,0.25,12
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935891318000.0,3350424.55384,-240935891318000.0,-240935888949000.0,-240935893687000.0,-240935893450000.0,-240935889186000.0,2.0,11225344691000.0,1.21200144652e-13,0.249995232956,0.0156247020597,0.25,0.25,37
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935944853000.0,636662.571839,-240935944853000.0,-240935944403000.0,-240935945303000.0,-240935945258000.0,-240935944448000.0,2.0,405339230381.0,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,62
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240936001236000.0,6396297.24475,-240936001236000.0,-240935996713000.0,-240936005759000.0,-240936005307000.0,-240935997166000.0,2.0,40912618443200.0,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,87
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240936056576000.0,1343887.41776,-240936056576000.0,-240936055625000.0,-240936057526000.0,-240936057431000.0,-240936055720000.0,2.0,1806033391620.0,1.21200144652e-13,0.125002383522,0.00781264897013,0.25,0.25,112
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658831551000.0,495568.362973,-246658831551000.0,-246658831200000.0,-246658831901000.0,-246658831866000.0,-246658831235000.0,2.0,245588002380.0,1.21200144652e-13,0.124992849434,0.00781284756262,0.250025424591,0.25,18
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658888956000.0,139303.593525,-246658888956000.0,-246658888857000.0,-246658889054000.0,-246658889045000.0,-246658888867000.0,2.0,19405491168.9,1.21200144652e-13,0.249995232956,0.0156262910664,0.250025424591,0.25,43
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658948854000.0,402479.743968,-246658948854000.0,-246658948569000.0,-246658949139000.0,-246658949110000.0,-246658948598000.0,2.0,161989944305.0,1.21200144652e-13,0.250004767044,0.0156268870075,0.250025424591,0.25,68
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658993761000.0,6342350.03548,-246658993761000.0,-246658989277000.0,-246658998246000.0,-246658997798000.0,-246658989725000.0,2.0,40225403972600.0,1.21200144652e-13,0.250004767044,0.0156268870075,0.250025424591,0.25,93
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246659050688000.0,6827849.52935,-246659050688000.0,-246659045860000.0,-246659055516000.0,-246659055033000.0,-246659046343000.0,2.0,46619529195400.0,1.21200144652e-13,0.125002383522,0.00781344350374,0.250025424591,0.25,118
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381814072000.0,522935.958667,-252381814072000.0,-252381813702000.0,-252381814442000.0,-252381814405000.0,-252381813739000.0,2.0,273462016867.0,1.21200144652e-13,0.124992849434,0.00390602654481,0.25,0.125,24
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381874584000.0,7503559.33314,-252381874584000.0,-252381869278000.0,-252381879890000.0,-252381879359000.0,-252381869809000.0,2.0,56303402666000.0,1.21200144652e-13,0.249995232956,0.00781235102987,0.25,0.125,49
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381919833000.0,14980535.1636,-252381919833000.0,-252381909240000.0,-252381930426000.0,-252381929367000.0,-252381910300000.0,2.0,224416433788000.0,1.21200144652e-13,0.250004767044,0.00781264897013,0.25,0.125,74
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381987038000.0,654971.577239,-252381987038000.0,-252381986575000.0,-252381987501000.0,-252381987455000.0,-252381986621000.0,2.0,428987766991.0,1.21200144652e-13,0.250004767044,0.00781264897013,0.25,0.125,99
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252382047411000.0,7975328.18334,-252382047411000.0,-252382041772000.0,-252382053050000.0,-252382052486000.0,-252382042336000.0,2.0,63605859631900.0,1.21200144652e-13,0.125002383522,0.00390632448506,0.25,0.125,124
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042257993000.0,5120897.62656,-499042257993000.0,-499042254372000.0,-499042261614000.0,-499042261252000.0,-499042254735000.0,2.0,26223592501700.0,1.21200144652e-13,0.124992849434,0.0039056293083,0.124987287705,0.25,11
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042310120000.0,333453.040649,-499042310120000.0,-499042309885000.0,-499042310356000.0,-499042310333000.0,-499042309908000.0,2.0,111190930318.0,1.21200144652e-13,0.249995232956,0.00781155652656,0.124987287705,0.25,36
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042369089000.0,2833225.55136,-499042369089000.0,-499042367086000.0,-499042371093000.0,-499042370892000.0,-499042367286000.0,2.0,8027167024900.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,61
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042423939000.0,3623647.27743,-499042423939000.0,-499042421377000.0,-499042426501000.0,-499042426245000.0,-499042421633000.0,2.0,13130819591200.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,86
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042480543000.0,885999.802885,-499042480543000.0,-499042479917000.0,-499042481170000.0,-499042481107000.0,-499042479979000.0,2.0,784995650712.0,1.21200144652e-13,0.125002383522,0.00390592721826,0.124987287705,0.25,111
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817761841000.0,8198773.55054,-504817761841000.0,-504817756043000.0,-504817767638000.0,-504817767058000.0,-504817756623000.0,2.0,67219887733000.0,1.21200144652e-13,0.124992849434,0.00781205308962,0.25,0.25,17
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817820516000.0,3639096.058,-504817820516000.0,-504817817943000.0,-504817823089000.0,-504817822832000.0,-504817818200000.0,2.0,13243020119300.0,1.21200144652e-13,0.249995232956,0.0156247020597,0.25,0.25,42
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817883822000.0,2438530.96467,-504817883822000.0,-504817882098000.0,-504817885546000.0,-504817885374000.0,-504817882270000.0,2.0,5946433265640.0,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,67
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817946589000.0,4946474.66876,-504817946589000.0,-504817943091000.0,-504817950086000.0,-504817949737000.0,-504817943441000.0,2.0,24467611648700.0,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,92
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817990964000.0,2055854.40902,-504817990964000.0,-504817989510000.0,-504817992418000.0,-504817992272000.0,-504817989656000.0,2.0,4226537351090.0,1.21200144652e-13,0.125002383522,0.00781264897013,0.25,0.25,117
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540751192000.0,145652.020303,-510540751192000.0,-510540751089000.0,-510540751295000.0,-510540751285000.0,-510540751100000.0,2.0,21214511018.4,1.21200144652e-13,0.124992849434,0.00390642378131,0.250025424591,0.125,23
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540815221000.0,2020100.17335,-510540815221000.0,-510540813792000.0,-510540816649000.0,-510540816506000.0,-510540813935000.0,2.0,4080804710360.0,1.21200144652e-13,0.249995232956,0.00781314553318,0.250025424591,0.125,48
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540868721000.0,12235603.6937,-510540868721000.0,-510540860070000.0,-510540877373000.0,-510540876508000.0,-510540860935000.0,2.0,149709997750000.0,1.21200144652e-13,0.250004767044,0.00781344350374,0.250025424591,0.125,73
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540928094000.0,4371360.28425,-510540928094000.0,-510540925003000.0,-510540931185000.0,-510540930876000.0,-510540925312000.0,2.0,19108790734700.0,1.21200144652e-13,0.250004767044,0.00781344350374,0.250025424591,0.125,98
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540980585000.0,9456254.90613,-510540980585000.0,-510540973898000.0,-510540987271000.0,-510540986603000.0,-510540974567000.0,2.0,89420756849600.0,1.21200144652e-13,0.125002383522,0.00390672175187,0.250025424591,0.125,123
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762924193741000.0,626638.471429,-762924193741000.0,-762924193298000.0,-762924194184000.0,-762924194139000.0,-762924193342000.0,2.0,392675773875.0,1.21200144652e-13,0.124992849434,0.0039056293083,0.124987287705,0.25,16
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762924249139000.0,540840.697862,-762924249139000.0,-762924248756000.0,-762924249521000.0,-762924249483000.0,-762924248794000.0,2.0,292508660464.0,1.21200144652e-13,0.249995232956,0.00781155652656,0.124987287705,0.25,41
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762924305247000.0,7153641.09012,-762924305247000.0,-762924300188000.0,-762924310305000.0,-762924309799000.0,-762924300694000.0,2.0,51174580846300.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,66
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762924366255000.0,4580853.30771,-762924366255000.0,-762924363016000.0,-762924369494000.0,-762924369170000.0,-762924363339000.0,2.0,20984217026700.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,91
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762924430802000.0,3130542.12093,-762924430802000.0,-762924428588000.0,-762924433015000.0,-762924432794000.0,-762924428809000.0,2.0,9800293970920.0,1.21200144652e-13,0.125002383522,0.00390592721826,0.124987287705,0.25,116
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699707754000.0,7365500.18126,-768699707754000.0,-768699702545000.0,-768699712962000.0,-768699712441000.0,-768699703066000.0,2.0,54250592920100.0,1.21200144652e-13,0.124992849434,0.00390602654481,0.25,0.125,22
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699750694000.0,135488.90712,-768699750694000.0,-768699750599000.0,-768699750790000.0,-768699750781000.0,-768699750608000.0,2.0,18357243952.5,1.21200144652e-13,0.249995232956,0.00781235102987,0.25,0.125,47
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699800866000.0,9509309.08372,-768699800866000.0,-768699794142000.0,-768699807590000.0,-768699806918000.0,-768699794814000.0,2.0,90426959249800.0,1.21200144652e-13,0.250004767044,0.00781264897013,0.25,0.125,72
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699865549000.0,11893200.2722,-768699865549000.0,-768699857139000.0,-768699873958000.0,-768699873118000.0,-768699857980000.0,2.0,141448212715000.0,1.21200144652e-13,0.250004767044,0.00781264897013,0.25,0.125,97
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699933359000.0,12816770.2936,-768699933359000.0,-768699924296000.0,-768699942421000.0,-768699941515000.0,-768699925202000.0,2.0,164269600758000.0,1.21200144652e-13,0.125002383522,0.00390632448506,0.25,0.125,122
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026806123460000.0,14238475.4755,-1026806123460000.0,-1026806113390000.0,-1026806133530000.0,-1026806132520000.0,-1026806114400000.0,2.0,202734183867000.0,1.21200144652e-13,0.124992849434,0.00195281465415,0.124987287705,0.125,21
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026806174480000.0,16451346.3483,-1026806174480000.0,-1026806162850000.0,-1026806186120000.0,-1026806184950000.0,-1026806164010000.0,2.0,270646796670000.0,1.21200144652e-13,0.249995232956,0.00390577826328,0.124987287705,0.125,46
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026806239660000.0,7337221.03654,-1026806239660000.0,-1026806234480000.0,-1026806244850000.0,-1026806244330000.0,-1026806234990000.0,2.0,53834812539000.0,1.21200144652e-13,0.250004767044,0.00390592721826,0.124987287705,0.125,71
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026806284370000.0,956541.349901,-1026806284370000.0,-1026806283700000.0,-1026806285050000.0,-1026806284980000.0,-1026806283760000.0,2.0,914971354070.0,1.21200144652e-13,0.250004767044,0.00390592721826,0.124987287705,0.125,96
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026806354710000.0,3475261.62651,-1026806354710000.0,-1026806352250000.0,-1026806357170000.0,-1026806356920000.0,-1026806352500000.0,2.0,12077443372700.0,1.21200144652e-13,0.125002383522,0.00195296360913,0.124987287705,0.125,121
