npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,prefix
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1832955616.16,6876388.02051,1832955616.16,1837817956.76,1828093275.56,1828579509.62,1837331722.7,2.0,47284712208700.0,1.21200144652e-13,0.250004767044,0.00781264897013,0.25,0.125,77
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1827371928.43,1756108.1288,1827371928.43,1828613684.4,1826130172.47,1826254348.06,1828489508.8,2.0,3083915760030.0,1.21200144652e-13,0.249995232956,0.0156247020597,0.25,0.25,44
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1821846760.11,7628627.61928,1821846760.11,1827241014.43,1816452505.79,1816991931.22,1826701589.0,2.0,58195959353700.0,1.21200144652e-13,0.250004767044,0.0156268870075,0.250025424591,0.25,88
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1808575600.35,1216508.49767,1808575600.35,1809435801.76,1807715398.95,1807801419.09,1809349781.62,2.0,1479892924900.0,1.21200144652e-13,0.249995232956,0.0156262910664,0.250025424591,0.25,33
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1784044153.11,2040306.31488,1784044153.11,1785486867.54,1782601438.68,1782745710.12,1785342596.1,2.0,4162849858520.0,1.21200144652e-13,0.124992849434,0.00195281465415,0.124987287705,0.125,25
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1781176900.74,6277004.14446,1781176900.74,1785615412.94,1776738388.55,1777182239.77,1785171561.72,2.0,39400781029600.0,1.21200144652e-13,0.124992849434,0.00781284756262,0.250025424591,0.25,8
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1774898553.63,1101079.23166,1774898553.63,1775677134.23,1774119973.04,1774197831.1,1775599276.17,2.0,1212375474380.0,1.21200144652e-13,0.125002383522,0.00390632448506,0.25,0.125,102
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1769411657.37,6923328.41423,1769411657.37,1774307189.84,1764516124.9,1765005678.14,1773817636.59,2.0,47932476331300.0,1.21200144652e-13,0.125002383522,0.00781344350374,0.250025424591,0.25,113
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1761304871.26,1620738.23409,1761304871.26,1762450906.26,1760158836.27,1760273439.77,1762336302.76,2.0,2626792423440.0,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,69
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1750390026.15,6274190.49351,1750390026.15,1754826548.8,1745953503.51,1746397155.77,1754382896.53,2.0,39365466348900.0,1.21200144652e-13,0.250004767044,0.0156268870075,0.250025424591,0.25,58
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1730739503.89,7424105.7231,1730739503.89,1735989139.39,1725489868.39,1726014831.94,1735464175.84,2.0,55117345787700.0,1.21200144652e-13,0.249995232956,0.00390577826328,0.124987287705,0.125,50
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1707887312.42,5955690.66737,1707887312.42,1712098621.67,1703676003.16,1704097134.08,1711677490.75,2.0,35470251325400.0,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,94
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1690497088.97,2243305.16079,1690497088.97,1692083345.26,1688910832.68,1689069458.3,1691924719.63,2.0,5032418044430.0,1.21200144652e-13,0.250004767044,0.0156268870075,0.250025424591,0.25,83
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1678684036.27,3158681.94409,1678684036.27,1680917561.7,1676450510.85,1676673863.39,1680694209.15,2.0,9977271623890.0,1.21200144652e-13,0.250004767044,0.00390592721826,0.124987287705,0.125,75
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1677544770.25,9447742.35485,1677544770.25,1684225332.94,1670864207.57,1671532263.83,1683557276.67,2.0,89259835603700.0,1.21200144652e-13,0.249995232956,0.0156247020597,0.25,0.25,39
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1674019789.13,4722344.49467,1674019789.13,1677358990.94,1670680587.31,1671014507.49,1677025070.76,2.0,22300537526300.0,1.21200144652e-13,0.124992849434,0.00781205308962,0.25,0.25,14
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1655670435.76,1698091.71231,1655670435.76,1656871167.93,1654469703.6,1654589776.82,1656751094.71,2.0,2883515463410.0,1.21200144652e-13,0.125002383522,0.00781264897013,0.25,0.25,119
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1641412473.44,5475217.96408,1641412473.44,1645284037.19,1637540909.69,1637928066.07,1644896880.82,2.0,29978011754200.0,1.21200144652e-13,0.249995232956,0.00781314553318,0.250025424591,0.125,28
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1632830895.82,4060778.72644,1632830895.82,1635702299.99,1629959491.64,1630246632.06,1635415159.58,2.0,16489923865100.0,1.21200144652e-13,0.125002383522,0.00781344350374,0.250025424591,0.25,108
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1626301615.6,6689383.67901,1626301615.6,1631031724.16,1621571507.04,1622044517.89,1630558713.3,2.0,44747854005000.0,1.21200144652e-13,0.250004767044,0.00390592721826,0.124987287705,0.125,100
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1618909235.16,1498012.55659,1618909235.16,1619968490.0,1617849980.33,1617955905.81,1619862564.52,2.0,2244041619700.0,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,64
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1586441601.75,5314243.36358,1586441601.75,1590199339.27,1582683864.23,1583059637.98,1589823565.51,2.0,28241182527400.0,1.21200144652e-13,0.250004767044,0.00781344350374,0.250025424591,0.125,53
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1577453385.49,2086491.8232,1577453385.49,1578928758.01,1575978012.98,1576125550.23,1578781220.76,2.0,4353448128270.0,1.21200144652e-13,0.124992849434,0.00390642378131,0.250025424591,0.125,3
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1574014548.83,6249847.09561,1574014548.83,1578433858.09,1569595239.57,1570037170.49,1577991927.17,2.0,39060588718600.0,1.21200144652e-13,0.124992849434,0.0039056293083,0.124987287705,0.25,20
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1565063824.0,13097168.0613,1565063824.0,1574324920.35,1555802727.65,1556728837.28,1573398810.72,2.0,171535811225000.0,1.21200144652e-13,0.249995232956,0.00781155652656,0.124987287705,0.25,45
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1562325269.09,1992170.75816,1562325269.09,1563733946.54,1560916591.63,1561057459.38,1563593078.79,2.0,3968744329670.0,1.21200144652e-13,0.125002383522,0.00195296360913,0.124987287705,0.125,125
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1561702466.36,3252668.61329,1561702466.36,1564002450.39,1559402482.32,1559632480.73,1563772451.99,2.0,10579853107900.0,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,89
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1534998392.35,4672635.8292,1534998392.35,1538302444.83,1531694339.87,1532024745.12,1537972039.59,2.0,21833525592300.0,1.21200144652e-13,0.250004767044,0.00781344350374,0.250025424591,0.125,78
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1516684960.9,5270021.34638,1516684960.9,1520411428.74,1512958493.07,1513331139.86,1520038781.95,2.0,27773124991300.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,70
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1511244907.38,1511586.08023,1511244907.38,1512313760.14,1510176054.61,1510282939.88,1512206874.87,2.0,2284892477940.0,1.21200144652e-13,0.125002383522,0.00781264897013,0.25,0.25,114
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1501109137.06,10071519.9399,1501109137.06,1508230777.11,1493987497.01,1494699661.02,1507518613.1,2.0,101435513900000.0,1.21200144652e-13,0.249995232956,0.0156247020597,0.25,0.25,34
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1470753831.4,4169350.01443,1470753831.4,1473702007.06,1467805655.73,1468100473.29,1473407189.5,2.0,17383479542800.0,1.21200144652e-13,0.125002383522,0.00390672175187,0.250025424591,0.125,103
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1454305468.54,5037219.07217,1454305468.54,1457867320.31,1450743616.78,1451099801.96,1457511135.13,2.0,25373575981100.0,1.21200144652e-13,0.124992849434,0.00781205308962,0.25,0.25,9
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1450137322.68,2060551.93497,1450137322.68,1451594352.93,1448680292.44,1448825995.46,1451448649.91,2.0,4245874276720.0,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,59
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1443082819.42,3849476.23894,1443082819.42,1445804810.17,1440360828.67,1440633027.74,1445532611.1,2.0,14818467314200.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,95
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1404855385.82,542951.162381,1404855385.82,1405239310.27,1404471461.37,1404509853.82,1405200917.83,2.0,294795964731.0,1.21200144652e-13,0.125002383522,0.00390592721826,0.124987287705,0.25,120
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1382120346.45,204191.130347,1382120346.45,1382264731.38,1381975961.52,1381990400.01,1382250292.89,2.0,41694017712.5,1.21200144652e-13,0.250004767044,0.0156252979403,0.25,0.25,84
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1373355466.27,10634821.4617,1373355466.27,1380875420.64,1365835511.89,1366587507.33,1380123425.2,2.0,113099427523000.0,1.21200144652e-13,0.249995232956,0.00781155652656,0.124987287705,0.25,40
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1371146007.23,7954603.51834,1371146007.23,1376770761.32,1365521253.14,1366083728.55,1376208285.91,2.0,63275717133900.0,1.21200144652e-13,0.124992849434,0.0039056293083,0.124987287705,0.25,15
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1329524664.84,4852274.94756,1329524664.84,1332955741.36,1326093588.33,1326436695.98,1332612633.71,2.0,23544572166700.0,1.21200144652e-13,0.125002383522,0.00781264897013,0.25,0.25,109
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1320179836.99,2557044.21997,1320179836.99,1321987940.3,1318371733.68,1318552544.01,1321807129.97,2.0,6538475142890.0,1.21200144652e-13,0.249995232956,0.00781235102987,0.25,0.125,29
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1307460225.96,6479975.76366,1307460225.96,1312042260.77,1302878191.16,1303336394.64,1311584057.29,2.0,41990085897600.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,65
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1264612358.56,3678601.37727,1264612358.56,1267213522.54,1262011194.58,1262271310.98,1266953406.14,2.0,13532108092900.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,90
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1257103054.63,2934169.23901,1257103054.63,1259177825.6,1255028283.66,1255235760.76,1258970348.5,2.0,8609349123140.0,1.21200144652e-13,0.124992849434,0.00390602654481,0.25,0.125,4
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1248330895.93,3048927.29631,1248330895.93,1250486813.1,1246174978.76,1246390570.48,1250271221.38,2.0,9295957658170.0,1.21200144652e-13,0.250004767044,0.00781264897013,0.25,0.125,54
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1200203417.01,13879172.971,1200203417.01,1210017474.33,1190389359.68,1191370765.42,1209036068.6,2.0,192631442359000.0,1.21200144652e-13,0.250004767044,0.00781264897013,0.25,0.125,79
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1199447919.82,3313703.04873,1199447919.82,1201791061.71,1197104777.92,1197339092.11,1201556747.52,2.0,10980627895100.0,1.21200144652e-13,0.125002383522,0.00390592721826,0.124987287705,0.25,115
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1186946947.77,6764254.02123,1186946947.77,1191729997.66,1182163897.88,1182642202.87,1191251692.67,2.0,45755132463800.0,1.21200144652e-13,0.249995232956,0.00781155652656,0.124987287705,0.25,35
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1158880305.66,2281989.99106,1158880305.66,1160493916.26,1157266695.06,1157428056.12,1160332555.2,2.0,5207478319320.0,1.21200144652e-13,0.124992849434,0.0039056293083,0.124987287705,0.25,10
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1145864044.1,6997878.70801,1145864044.1,1150812291.59,1140915796.61,1141410621.36,1150317466.84,2.0,48970306412000.0,1.21200144652e-13,0.125002383522,0.00390632448506,0.25,0.125,104
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1112150827.36,6366273.25406,1112150827.36,1116652462.35,1107649192.37,1108099355.87,1116202298.85,2.0,40529435145300.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,60
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1068199425.47,2508515.67824,1068199425.47,1069973213.92,1066425637.03,1066603015.87,1069795835.08,2.0,6292650907990.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,85
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1001534615.92,5210056.19127,1001534615.92,1005218681.98,997850549.854,998218956.46,1004850275.37,2.0,27144685516200.0,1.21200144652e-13,0.125002383522,0.00390592721826,0.124987287705,0.25,110
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,976432298.296,18755153.8567,976432298.296,989694194.77,963170401.821,964496591.469,988368005.123,2.0,351755796190000.0,1.21200144652e-13,0.249995232956,0.00390577826328,0.124987287705,0.125,30
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,962589522.85,4332815.11,962589522.85,965653285.796,959525759.904,959832136.199,965346909.502,2.0,18773286777500.0,1.21200144652e-13,0.124992849434,0.00195281465415,0.124987287705,0.125,5
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,926577585.334,5361431.03952,926577585.334,930368689.579,922786481.089,923165591.514,929989579.154,2.0,28744942791500.0,1.21200144652e-13,0.250004767044,0.00390592721826,0.124987287705,0.125,55
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,871699417.084,2398409.71711,871699417.084,873395348.859,870003485.309,870173078.486,873225755.681,2.0,5752369171120.0,1.21200144652e-13,0.250004767044,0.00390592721826,0.124987287705,0.125,80
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,806139263.534,6447909.0587,806139263.534,810698623.754,801579903.314,802035839.336,810242687.732,2.0,41575531229200.0,1.21200144652e-13,0.125002383522,0.00195296360913,0.124987287705,0.125,105
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160313525000.0,222098.859116,-235160313525000.0,-235160313368000.0,-235160313682000.0,-235160313666000.0,-235160313384000.0,2.0,49327903220.8,1.21200144652e-13,0.124992849434,0.0039056293083,0.124987287705,0.25,6
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160373613000.0,3242947.57137,-235160373613000.0,-235160371320000.0,-235160375906000.0,-235160375677000.0,-235160371550000.0,2.0,10516708950700.0,1.21200144652e-13,0.249995232956,0.00781155652656,0.124987287705,0.25,31
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160432503000.0,3870586.97455,-235160432503000.0,-235160429766000.0,-235160435240000.0,-235160434966000.0,-235160430040000.0,2.0,14981443527500.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,56
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160488224000.0,384551.869123,-235160488224000.0,-235160487952000.0,-235160488496000.0,-235160488469000.0,-235160487979000.0,2.0,147880140046.0,1.21200144652e-13,0.250004767044,0.00781185443652,0.124987287705,0.25,81
