historical price,hour,Year
22.95,1,2015
21.89,2,2015
21.67,3,2015
21.72,4,2015
23.19,5,2015
25.61,6,2015
39.44,7,2015
33.65,8,2015
29.93,9,2015
29.35,10,2015
29.5,11,2015
26.71,12,2015
25.97,13,2015
25.2,14,2015
24.66,15,2015
24.32,16,2015
24.78,17,2015
36.63,18,2015
39.01,19,2015
29.81,20,2015
28.51,21,2015
26.42,22,2015
24.94,23,2015
23.78,24,2015
23.38,25,2015
21.0,26,2015
20.44,27,2015
20.42,28,2015
20.71,29,2015
22.59,30,2015
24.23,31,2015
24.95,32,2015
26.99,33,2015
26.1,34,2015
25.7,35,2015
24.44,36,2015
23.44,37,2015
21.55,38,2015
20.69,39,2015
19.93,40,2015
19.78,41,2015
24.49,42,2015
24.5,43,2015
24.14,44,2015
24.01,45,2015
23.75,46,2015
22.04,47,2015
20.88,48,2015
19.97,49,2015
18.96,50,2015
17.97,51,2015
16.74,52,2015
19.24,53,2015
20.98,54,2015
22.56,55,2015
23.39,56,2015
24.98,57,2015
25.83,58,2015
25.76,59,2015
25.3,60,2015
24.91,61,2015
24.53,62,2015
24.08,63,2015
23.51,64,2015
23.96,65,2015
35.47,66,2015
34.56,67,2015
29.26,68,2015
28.8,69,2015
28.62,70,2015
27.19,71,2015
26.42,72,2015
22.31,73,2015
22.29,74,2015
22.02,75,2015
22.64,76,2015
25.48,77,2015
30.83,78,2015
94.12,79,2015
65.11,80,2015
37.47,81,2015
30.93,82,2015
26.72,83,2015
24.66,84,2015
24.09,85,2015
22.85,86,2015
21.97,87,2015
21.84,88,2015
22.2,89,2015
27.84,90,2015
34.66,91,2015
28.44,92,2015
27.81,93,2015
25.17,94,2015
23.41,95,2015
21.34,96,2015
19.73,97,2015
18.57,98,2015
18.59,99,2015
19.23,100,2015
20.94,101,2015
24.22,102,2015
58.71,103,2015
32.61,104,2015
27.2,105,2015
25.39,106,2015
25.09,107,2015
24.19,108,2015
23.12,109,2015
22.51,110,2015
21.98,111,2015
21.99,112,2015
22.44,113,2015
25.94,114,2015
29.05,115,2015
27.19,116,2015
26.93,117,2015
25.42,118,2015
23.49,119,2015
22.19,120,2015
21.12,121,2015
19.77,122,2015
19.98,123,2015
19.99,124,2015
21.13,125,2015
23.9,126,2015
30.16,127,2015
26.46,128,2015
24.63,129,2015
24.29,130,2015
23.82,131,2015
22.86,132,2015
22.45,133,2015
21.99,134,2015
21.95,135,2015
21.78,136,2015
22.35,137,2015
34.94,138,2015
45.5,139,2015
39.89,140,2015
36.68,141,2015
33.07,142,2015
31.51,143,2015
27.97,144,2015
21.75,145,2015
21.78,146,2015
21.85,147,2015
21.84,148,2015
23.41,149,2015
37.68,150,2015
124.48,151,2015
102.42,152,2015
44.54,153,2015
34.96,154,2015
28.59,155,2015
24.87,156,2015
24.35,157,2015
23.88,158,2015
23.36,159,2015
23.18,160,2015
23.52,161,2015
28.66,162,2015
37.09,163,2015
31.03,164,2015
29.63,165,2015
26.97,166,2015
25.39,167,2015
24.35,168,2015
23.61,169,2015
22.93,170,2015
21.85,171,2015
21.8,172,2015
23.25,173,2015
25.3,174,2015
51.22,175,2015
