smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-766358765.662,2662895.06596,-766634951.064,-763365144.647,-768800015.871,-768739337.195,-763591534.565,4.0,7091010132330.0,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078,0.00779786128164,117
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842322765.637,8207694.89194,-844908569.832,-830401208.976,-849072713.909,-848556294.44,-832469110.963,4.0,67366255439200.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.124990974078,0.00391310857042,111
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-848123834.151,3840061.16633,-846681036.86,-845329208.519,-853804054.365,-852736329.899,-845531254.61,4.0,14746069761200.0,0.125001984106,1.7334191682000001e-13,0.249546279492,0.124990974078,0.0038989409552,122
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-923487387.475,2435508.28537,-923401745.329,-921213485.058,-925932574.185,-925826074.741,-921268599.215,4.0,5931700608110.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.124990974078,0.00391310857042,116
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-998673755.1,5263579.65342,-997941556.484,-993236119.462,-1005575787.97,-1004663941.67,-993708646.587,4.0,27705270767900.0,0.125001984106,1.7334191682000001e-13,0.125226860254,0.124990974078,0.00195655946116,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143657774226.0,170.06745829,-143657774212.0,-143657774033.0,-143657774448.0,-143657774414.0,-143657774059.0,4.0,28922.9403693,0.124994709051,1.7334191682000001e-13,0.125226860254,0.124990974078,0.00195644559034,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508947515626.0,974106.477205,-508947140517.0,-508946823622.0,-508948957847.0,-508948693710.0,-508946862694.0,4.0,948883428933.0,0.124994709051,1.7334191682000001e-13,0.249546279492,0.250018051845,0.00779855422245,27
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-193762025050000.0,682699.630397,-193762025170000.0,-193762024166000.0,-193762025694000.0,-193762025660000.0,-193762024273000.0,4.0,466078785344.0,0.125001984106,1.7334191682000001e-13,0.249546279492,0.250018051845,0.00779900812097,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194065837162000.0,1464390.08969,-194065836804000.0,-194065835932000.0,-194065839106000.0,-194065838860000.0,-194065835963000.0,4.0,2144438334790.0,0.125001984106,1.7334191682000001e-13,0.250453720508,0.250018051845,0.0078273681505,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194431117650000.0,3599117.17733,-194431118082000.0,-194431112901000.0,-194431121534000.0,-194431121114000.0,-194431113580000.0,4.0,12953644456200.0,0.125001984106,1.7334191682000001e-13,0.125226860254,0.249981948155,0.00391311892231,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194941419736000.0,617493.336718,-194941419627000.0,-194941419202000.0,-194941420489000.0,-194941420414000.0,-194941419211000.0,4.0,381298020891.0,0.125001984106,1.7334191682000001e-13,0.249546279492,0.124990974078,0.0038989409552,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-198354252602000.0,1549598.23104,-198354253090000.0,-198354250352000.0,-198354253877000.0,-198354253780000.0,-198354250742000.0,4.0,2401254677630.0,0.250003306843,1.7334191682000001e-13,0.249546279492,0.250018051845,0.0155979749784,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-198658064741000.0,5033834.99685,-198658064090000.0,-198658059332000.0,-198658071452000.0,-198658070447000.0,-198658059946000.0,4.0,25339494775500.0,0.250003306843,1.7334191682000001e-13,0.250453720508,0.250018051845,0.0156546948874,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199023340531000.0,4662074.90677,-199023341062000.0,-199023334640000.0,-199023345361000.0,-199023344989000.0,-199023335331000.0,4.0,21734942436400.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.249981948155,0.00782621714084,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199533646030000.0,575862.751569,-199533646108000.0,-199533645346000.0,-199533646557000.0,-199533646541000.0,-199533645409000.0,4.0,331617908644.0,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078,0.00779786128164,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-202946452162000.0,3985564.27472,-202946451971000.0,-202946447514000.0,-202946457194000.0,-202946456496000.0,-202946448097000.0,4.0,15884722587900.0,0.250003306843,1.7334191682000001e-13,0.249546279492,0.250018051845,0.0155979749784,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203250267366000.0,3729617.00522,-203250266995000.0,-203250263472000.0,-203250272002000.0,-203250271483000.0,-203250263768000.0,4.0,13910043005600.0,0.250003306843,1.7334191682000001e-13,0.250453720508,0.250018051845,0.0156546948874,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203615537613000.0,4248453.59142,-203615536229000.0,-203615534420000.0,-203615543575000.0,-203615542700000.0,-203615534464000.0,4.0,18049357918400.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.249981948155,0.00782621714084,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204125848532000.0,1076554.97864,-204125848986000.0,-204125846931000.0,-204125849225000.0,-204125849204000.0,-204125847224000.0,4.0,1158970622050.0,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078,0.00779786128164,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207538676787000.0,2501604.38612,-207538677354000.0,-207538673316000.0,-207538679124000.0,-207538678942000.0,-207538673838000.0,4.0,6258024504630.0,0.249996693157,1.7334191682000001e-13,0.249546279492,0.250018051845,0.0155975623434,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207842493365000.0,4836774.17066,-207842494609000.0,-207842486759000.0,-207842497485000.0,-207842497324000.0,-207842487667000.0,4.0,23394384378000.0,0.249996693157,1.7334191682000001e-13,0.250453720508,0.250018051845,0.0156542807519,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208207769765000.0,2108806.641,-208207770008000.0,-208207767033000.0,-208207772012000.0,-208207771801000.0,-208207767390000.0,4.0,4447065449120.0,0.249996693157,1.7334191682000001e-13,0.125226860254,0.249981948155,0.00782601010299,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208718072323000.0,1229593.14963,-208718072710000.0,-208718070533000.0,-208718073339000.0,-208718073249000.0,-208718070856000.0,4.0,1511899313630.0,0.249996693157,1.7334191682000001e-13,0.249546279492,0.124990974078,0.00779765499392,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212130634006000.0,1753923.66343,-212130634219000.0,-212130631941000.0,-212130635643000.0,-212130635587000.0,-212130632126000.0,4.0,3076248217130.0,0.124994709051,1.7334191682000001e-13,0.249546279492,0.250018051845,0.00779855422245,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212434453183000.0,2630635.11378,-212434453633000.0,-212434449693000.0,-212434455773000.0,-212434455581000.0,-212434450156000.0,4.0,6920241101840.0,0.124994709051,1.7334191682000001e-13,0.250453720508,0.250018051845,0.00782691260144,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212799723230000.0,3998968.24534,-212799723118000.0,-212799718941000.0,-212799727741000.0,-212799727369000.0,-212799719246000.0,4.0,15991747027200.0,0.124994709051,1.7334191682000001e-13,0.125226860254,0.249981948155,0.00391289118068,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213310030086000.0,836890.386232,-213310029806000.0,-213310029426000.0,-213310031306000.0,-213310031096000.0,-213310029468000.0,4.0,700385518568.0,0.124994709051,1.7334191682000001e-13,0.249546279492,0.124990974078,0.00389871403872,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406563106665000.0,2789822.70538,-406563107334000.0,-406563102760000.0,-406563109231000.0,-406563109030000.0,-406563103363000.0,4.0,7783110727480.0,0.125001984106,1.7334191682000001e-13,0.249546279492,0.124990974078,0.0038989409552,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406928389629000.0,2533507.35231,-406928389345000.0,-406928386863000.0,-406928392964000.0,-406928392481000.0,-406928387175000.0,4.0,6418659504200.0,0.125001984106,1.7334191682000001e-13,0.250453720508,0.250018051845,0.0078273681505,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407232201471000.0,6515416.54991,-407232199231000.0,-407232196555000.0,-407232210868000.0,-407232209356000.0,-407232196722000.0,4.0,42450652818800.0,0.125001984106,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00391368407525,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411155334241000.0,1995305.23857,-411155334526000.0,-411155331729000.0,-411155336186000.0,-411155336075000.0,-411155332010000.0,4.0,3981242995080.0,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078,0.00779786128164,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411520617922000.0,1956968.02562,-411520617544000.0,-411520616103000.0,-411520620495000.0,-411520620172000.0,-411520616200000.0,4.0,3829723853310.0,0.250003306843,1.7334191682000001e-13,0.250453720508,0.250018051845,0.0156546948874,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411824426632000.0,2115302.00594,-411824427064000.0,-411824424016000.0,-411824428384000.0,-411824428374000.0,-411824424285000.0,4.0,4474502576330.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00782734744372,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-415747533306000.0,1040431.16612,-415747533533000.0,-415747531933000.0,-415747534225000.0,-415747534190000.0,-415747532105000.0,4.0,1082497011440.0,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078,0.00779786128164,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416112819708000.0,3141056.88732,-416112821092000.0,-416112815040000.0,-416112821609000.0,-416112821595000.0,-416112815884000.0,4.0,9866238369390.0,0.250003306843,1.7334191682000001e-13,0.250453720508,0.250018051845,0.0156546948874,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416416635111000.0,2756276.2711,-416416635233000.0,-416416632109000.0,-416416637871000.0,-416416637738000.0,-416416632315000.0,4.0,7597058882660.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00782734744372,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420339758390000.0,3163456.28887,-420339757813000.0,-420339755639000.0,-420339762296000.0,-420339761895000.0,-420339755694000.0,4.0,10007455691600.0,0.249996693157,1.7334191682000001e-13,0.249546279492,0.124990974078,0.00779765499392,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420705045762000.0,2851830.90293,-420705046053000.0,-420705042456000.0,-420705048489000.0,-420705048380000.0,-420705042738000.0,4.0,8132939498920.0,0.249996693157,1.7334191682000001e-13,0.250453720508,0.250018051845,0.0156542807519,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421008859040000.0,3902706.01314,-421008859535000.0,-421008854580000.0,-421008862510000.0,-421008862450000.0,-421008854937000.0,4.0,15231114225000.0,0.249996693157,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00782714037597,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424931716139000.0,1322550.30176,-424931716164000.0,-424931714510000.0,-424931717720000.0,-424931717519000.0,-424931714726000.0,4.0,1749139300670.0,0.124994709051,1.7334191682000001e-13,0.249546279492,0.124990974078,0.00389871403872,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425297002337000.0,2437559.11917,-425297001726000.0,-425297000112000.0,-425297005783000.0,-425297005228000.0,-425297000301000.0,4.0,5941694459430.0,0.124994709051,1.7334191682000001e-13,0.250453720508,0.250018051845,0.00782691260144,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425600818382000.0,5592193.59549,-425600817181000.0,-425600813181000.0,-425600825985000.0,-425600824926000.0,-425600813520000.0,4.0,31272629209500.0,0.124994709051,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00391345630072,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-619729474240000.0,2706177.04596,-619729474055000.0,-619729471583000.0,-619729477266000.0,-619729477038000.0,-619729471701000.0,4.0,7323394204060.0,0.125001984106,1.7334191682000001e-13,0.250453720508,0.124990974078,0.00391311892231,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620094758690000.0,2898813.09062,-620094758976000.0,-620094754905000.0,-620094761900000.0,-620094761530000.0,-620094755448000.0,4.0,8403117334320.0,0.125001984106,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00391368407525,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624321702600000.0,911261.412504,-624321702724000.0,-624321701442000.0,-624321703510000.0,-624321703449000.0,-624321701577000.0,4.0,830397361919.0,0.250003306843,1.7334191682000001e-13,0.250453720508,0.124990974078,0.00782621714084,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624686985079000.0,6472137.56099,-624686986841000.0,-624686976445000.0,-624686990189000.0,-624686990147000.0,-624686977544000.0,4.0,41888564608400.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00782734744372,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-628913902686000.0,5048198.10314,-628913901754000.0,-628913897604000.0,-628913909634000.0,-628913908535000.0,-628913898143000.0,4.0,25484304088500.0,0.250003306843,1.7334191682000001e-13,0.250453720508,0.124990974078,0.00782621714084,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629279186175000.0,2143038.70896,-629279185820000.0,-629279184385000.0,-629279188673000.0,-629279188460000.0,-629279184386000.0,4.0,4592614908100.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00782734744372,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633506127493000.0,1652542.98256,-633506127736000.0,-633506125337000.0,-633506129165000.0,-633506129035000.0,-633506125612000.0,4.0,2730898309200.0,0.249996693157,1.7334191682000001e-13,0.250453720508,0.124990974078,0.00782601010299,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633871410711000.0,2898165.15732,-633871409890000.0,-633871408257000.0,-633871414805000.0,-633871414177000.0,-633871408393000.0,4.0,8399361279110.0,0.249996693157,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00782714037597,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638098082515000.0,3458000.15209,-638098081807000.0,-638098079129000.0,-638098087317000.0,-638098086553000.0,-638098079468000.0,4.0,11957765051800.0,0.124994709051,1.7334191682000001e-13,0.250453720508,0.124990974078,0.00391289118068,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638463370272000.0,6165000.80649,-638463370938000.0,-638463363467000.0,-638463375744000.0,-638463375668000.0,-638463363944000.0,4.0,38007234944000.0,0.124994709051,1.7334191682000001e-13,0.125226860254,0.250018051845,0.00391345630072,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-832895841557000.0,3414995.43177,-832895841091000.0,-832895838606000.0,-832895845439000.0,-832895845135000.0,-832895838631000.0,4.0,11662193799000.0,0.125001984106,1.7334191682000001e-13,0.125226860254,0.124990974078,0.00195655946116,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-837488066994000.0,5551444.4861,-837488066956000.0,-837488061179000.0,-837488072886000.0,-837488072515000.0,-837488061527000.0,4.0,30818535882300.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.124990974078,0.00391310857042,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842080263720000.0,1374617.41151,-842080264334000.0,-842080261669000.0,-842080264544000.0,-842080264531000.0,-842080262050000.0,4.0,1889573028030.0,0.250003306843,1.7334191682000001e-13,0.125226860254,0.124990974078,0.00391310857042,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846672494108000.0,6054683.89354,-846672491969000.0,-846672489796000.0,-846672502696000.0,-846672501396000.0,-846672489814000.0,4.0,36659197050600.0,0.249996693157,1.7334191682000001e-13,0.125226860254,0.124990974078,0.00391300505149,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851264449694000.0,4939784.31089,-851264450189000.0,-851264443218000.0,-851264455182000.0,-851264454519000.0,-851264444178000.0,4.0,24401469038100.0,0.124994709051,1.7334191682000001e-13,0.125226860254,0.124990974078,0.00195644559034,5
