smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,prefix,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
240.0,-225.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1044129597.35,148382.878938,-1044116346.26,-1043973244.49,-1044312452.39,-1044292415.41,-1043985330.81,4.0,22017478762.0,0.125,0.125,116,2.13658146151e-11,0.250020718003,0.0039065737188
240.0,-225.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1053858906.91,133147.453807,-1053872728.69,-1053683193.32,-1054006976.93,-1053987012.5,-1053711450.82,4.0,17728244455.2,0.125,0.125,121,2.13658146151e-11,0.125012430802,0.00195331923128
240.0,-225.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-144556405094.0,71.6897018205,-144556405100.0,-144556405007.0,-144556405169.0,-144556405163.0,-144556405016.0,4.0,5139.41334711,0.125,0.125,1,2.13658146151e-11,0.124966851195,0.00195260704992
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-15723612701500.0,132934.042975,-15723612730300.0,-15723612515200.0,-15723612830100.0,-15723612816200.0,-15723612546400.0,4.0,17671459781.6,0.125,0.25,100,2.13658146151e-11,0.125012430802,0.00390663846256
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-15881358306200.0,159097.957666,-15881358308300.0,-15881358109300.0,-15881358498900.0,-15881358470600.0,-15881358138800.0,4.0,25312160133.4,0.25,0.25,74,2.13658146151e-11,0.125012430802,0.00781327692512
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-16039102783500.0,71589.1062841,-16039102761300.0,-16039102725400.0,-16039102885800.0,-16039102869600.0,-16039102728300.0,4.0,5125000138.55,0.25,0.25,48,2.13658146151e-11,0.125012430802,0.00781327692512
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-16196846511000.0,19665.6629797,-16196846515600.0,-16196846484200.0,-16196846528700.0,-16196846527700.0,-16196846487900.0,4.0,386738300.433,0.25,0.125,22,2.13658146151e-11,0.125012430802,0.00390663846256
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-22061517858800.0,103087.653194,-22061517824900.0,-22061517776200.0,-22061518009200.0,-22061517982800.0,-22061517782300.0,4.0,10627064241.1,0.125,0.25,95,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-22219263594500.0,70011.7245,-22219263587700.0,-22219263517500.0,-22219263685300.0,-22219263672900.0,-22219263525800.0,4.0,4901641567.47,0.25,0.25,69,2.13658146151e-11,0.250020718003,0.0156262948752
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-22377008076100.0,70794.5401225,-22377008085400.0,-22377007986700.0,-22377008146900.0,-22377008142300.0,-22377007996900.0,4.0,5011866911.16,0.25,0.25,43,2.13658146151e-11,0.250020718003,0.0156262948752
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-22534751715600.0,23789.2773661,-22534751721700.0,-22534751683700.0,-22534751735200.0,-22534751734800.0,-22534751687800.0,4.0,565929717.601,0.25,0.125,17,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-28399212927700.0,159928.279941,-28399212952400.0,-28399212711900.0,-28399213094300.0,-28399213076600.0,-28399212744300.0,4.0,25577054724.9,0.125,0.25,90,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-28556958663300.0,134160.365412,-28556958667500.0,-28556958508500.0,-28556958809600.0,-28556958798100.0,-28556958522500.0,4.0,17999003647.4,0.25,0.25,64,2.13658146151e-11,0.250020718003,0.0156262948752
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-28714703195200.0,61828.969237,-28714703183400.0,-28714703140600.0,-28714703273300.0,-28714703264700.0,-28714703142200.0,4.0,3822821436.91,0.25,0.25,38,2.13658146151e-11,0.250020718003,0.0156262948752
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-28872446868200.0,28090.6534689,-28872446876000.0,-28872446828300.0,-28872446892300.0,-28872446890800.0,-28872446834600.0,4.0,789084812.31,0.25,0.125,12,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-34737118282200.0,151365.328398,-34737118215100.0,-34737118190300.0,-34737118508100.0,-34737118465800.0,-34737118192400.0,4.0,22911462641.1,0.125,0.25,85,2.13658146151e-11,0.249979281997,0.0078118525624
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-34894863883900.0,61797.8228627,-34894863867700.0,-34894863829300.0,-34894863970800.0,-34894863957500.0,-34894863833000.0,4.0,3818970910.57,0.25,0.25,59,2.13658146151e-11,0.249979281997,0.0156237051248
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-35052608388300.0,53491.3908503,-35052608381000.0,-35052608331700.0,-35052608459800.0,-35052608449300.0,-35052608337800.0,4.0,2861328895.1,0.25,0.25,33,2.13658146151e-11,0.249979281997,0.0156237051248
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-35210352069000.0,31767.9364468,-35210352065800.0,-35210352035700.0,-35210352108700.0,-35210352104200.0,-35210352038300.0,4.0,1009201786.09,0.25,0.125,7,2.13658146151e-11,0.249979281997,0.0078118525624
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-41072712725200.0,116754.918057,-41072712753300.0,-41072712575900.0,-41072712818200.0,-41072712818200.0,-41072712592800.0,4.0,13631710890.6,0.125,0.25,80,2.13658146151e-11,0.124966851195,0.00390521409984
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-41230458216200.0,90632.7956608,-41230458249300.0,-41230458083300.0,-41230458283000.0,-41230458279900.0,-41230458106300.0,4.0,8214303649.29,0.25,0.25,54,2.13658146151e-11,0.124966851195,0.00781042819969
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-41388202852600.0,81603.7361783,-41388202863700.0,-41388202745200.0,-41388202937600.0,-41388202929800.0,-41388202759700.0,4.0,6659169758.26,0.25,0.25,28,2.13658146151e-11,0.124966851195,0.00781042819969
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-41545946475800.0,19979.2009529,-41545946472800.0,-41545946455500.0,-41545946502000.0,-41545946498600.0,-41545946457200.0,4.0,399168470.718,0.25,0.125,2,2.13658146151e-11,0.124966851195,0.00390521409984
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-57282747399500.0,131184.350397,-57282747381700.0,-57282747281500.0,-57282747553000.0,-57282747539700.0,-57282747284200.0,4.0,17209333789.0,0.125,0.25,75,2.13658146151e-11,0.125012430802,0.00390663846256
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-57440492299500.0,104656.664068,-57440492322600.0,-57440492164700.0,-57440492388000.0,-57440492386200.0,-57440492180300.0,4.0,10953017333.9,0.25,0.25,49,2.13658146151e-11,0.125012430802,0.00781327692512
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-57598236364900.0,45841.325563,-57598236381300.0,-57598236297400.0,-57598236399500.0,-57598236397200.0,-57598236309600.0,4.0,2101427129.37,0.25,0.125,23,2.13658146151e-11,0.125012430802,0.00390663846256
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-63620652545100.0,101276.529289,-63620652570600.0,-63620652401000.0,-63620652638100.0,-63620652628800.0,-63620652425600.0,4.0,10256935384.9,0.125,0.25,70,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-63778397563900.0,70164.2151254,-63778397557200.0,-63778397490300.0,-63778397650800.0,-63778397641100.0,-63778397495900.0,4.0,4923017084.16,0.25,0.25,44,2.13658146151e-11,0.250020718003,0.0156262948752
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-63936141576700.0,62914.0514596,-63936141580100.0,-63936141506600.0,-63936141640100.0,-63936141636900.0,-63936141511900.0,4.0,3958177871.06,0.25,0.125,18,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-69958347609900.0,63873.2848029,-69958347633500.0,-69958347516400.0,-69958347656100.0,-69958347654400.0,-69958347532300.0,4.0,4079796511.51,0.125,0.25,65,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-70116092657600.0,135361.131317,-70116092715500.0,-70116092455600.0,-70116092743700.0,-70116092740100.0,-70116092494000.0,4.0,18322635871.5,0.25,0.25,39,2.13658146151e-11,0.250020718003,0.0156262948752
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-70273836689100.0,118238.205038,-70273836644200.0,-70273836608000.0,-70273836860000.0,-70273836832500.0,-70273836608500.0,4.0,13980273130.7,0.25,0.125,13,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-76296252988800.0,71619.7460831,-76296253004000.0,-76296252893100.0,-76296253053900.0,-76296253050600.0,-76296252905600.0,4.0,5129388029.01,0.125,0.25,60,2.13658146151e-11,0.249979281997,0.0078118525624
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-76453997810300.0,75192.5269532,-76453997809000.0,-76453997719800.0,-76453997903400.0,-76453997890300.0,-76453997732100.0,4.0,5653916109.61,0.25,0.25,34,2.13658146151e-11,0.249979281997,0.0156237051248
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-76611741857600.0,50588.5149183,-76611741849300.0,-76611741805500.0,-76611741926300.0,-76611741915800.0,-76611741811000.0,4.0,2559197841.63,0.25,0.125,8,2.13658146151e-11,0.249979281997,0.0078118525624
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-82631847258500.0,205122.332715,-82631847253600.0,-82631847022700.0,-82631847503900.0,-82631847477200.0,-82631847046600.0,4.0,42075171378.4,0.125,0.25,55,2.13658146151e-11,0.124966851195,0.00390521409984
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-82789592195200.0,129297.747527,-82789592186300.0,-82789592050900.0,-82789592357100.0,-82789592337300.0,-82789592065400.0,4.0,16717907515.4,0.25,0.25,29,2.13658146151e-11,0.124966851195,0.00781042819969
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-82947336304800.0,80428.2135772,-82947336294000.0,-82947336220500.0,-82947336410600.0,-82947336396300.0,-82947336228400.0,4.0,6468697539.21,0.25,0.125,3,2.13658146151e-11,0.124966851195,0.00390521409984
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-98841881311800.0,92283.5396487,-98841881311900.0,-98841881202200.0,-98841881420900.0,-98841881408900.0,-98841881214400.0,4.0,8516251690.08,0.125,0.25,50,2.13658146151e-11,0.125012430802,0.00390663846256
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-98999625756400.0,50541.8322803,-98999625752100.0,-98999625699600.0,-98999625821800.0,-98999625812500.0,-98999625706300.0,4.0,2554476810.25,0.25,0.125,24,2.13658146151e-11,0.125012430802,0.00390663846256
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-105179786530000.0,140293.046435,-105179786535000.0,-105179786368000.0,-105179786684000.0,-105179786672000.0,-105179786383000.0,4.0,19682138878.1,0.125,0.25,45,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-105337531016000.0,48025.3105772,-105337531017000.0,-105337530960000.0,-105337531070000.0,-105337531065000.0,-105337530966000.0,4.0,2306430456.04,0.25,0.125,19,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-111517481645000.0,90681.0935599,-111517481683000.0,-111517481511000.0,-111517481704000.0,-111517481703000.0,-111517481535000.0,4.0,8223060729.23,0.125,0.25,40,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-111675226070000.0,63266.3954217,-111675226066000.0,-111675226001000.0,-111675226148000.0,-111675226139000.0,-111675226007000.0,4.0,4002636789.66,0.25,0.125,14,2.13658146151e-11,0.250020718003,0.0078131474376
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-117855387079000.0,59756.2250757,-117855387086000.0,-117855387002000.0,-117855387141000.0,-117855387136000.0,-117855387011000.0,4.0,3570806435.3,0.125,0.25,35,2.13658146151e-11,0.249979281997,0.0078118525624
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-118013131465000.0,63149.3566345,-118013131490000.0,-118013131371000.0,-118013131508000.0,-118013131506000.0,-118013131389000.0,4.0,3987841243.35,0.25,0.125,9,2.13658146151e-11,0.249979281997,0.0078118525624
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-124190981296000.0,149356.694749,-124190981285000.0,-124190981135000.0,-124190981478000.0,-124190981459000.0,-124190981148000.0,4.0,22307422266.3,0.125,0.25,30,2.13658146151e-11,0.124966851195,0.00390521409984
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-124348725754000.0,75320.8215099,-124348725779000.0,-124348725647000.0,-124348725810000.0,-124348725809000.0,-124348725664000.0,4.0,5673226152.92,0.25,0.125,4,2.13658146151e-11,0.124966851195,0.00390521409984
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-140401014787000.0,171214.127548,-140401014758000.0,-140401014610000.0,-140401015020000.0,-140401014983000.0,-140401014630000.0,4.0,29314277472.0,0.125,0.125,25,2.13658146151e-11,0.125012430802,0.00195331923128
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,90508.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-146738920075000.0,76682.3986524,-146738920057000.0,-146738920010000.0,-146738920177000.0,-146738920164000.0,-146738920012000.0,4.0,5880190263.08,0.125,0.125,20,2.13658146151e-11,0.250020718003,0.0039065737188
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-153076615227000.0,124262.213743,-153076615178000.0,-153076615140000.0,-153076615411000.0,-153076615378000.0,-153076615144000.0,4.0,15441097764.4,0.125,0.125,15,2.13658146151e-11,0.250020718003,0.0039065737188
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,30169.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-159414520340000.0,194457.094328,-159414520313000.0,-159414520143000.0,-159414520591000.0,-159414520560000.0,-159414520158000.0,4.0,37813561534.5,0.125,0.125,10,2.13658146151e-11,0.249979281997,0.0039059262812
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-165750114786000.0,61061.1395397,-165750114780000.0,-165750114718000.0,-165750114864000.0,-165750114853000.0,-165750114725000.0,4.0,3728462761.89,0.125,0.125,5,2.13658146151e-11,0.124966851195,0.00195260704992
