npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-meoh_capacity
1193.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-202000116781000.0,1620828.52865,-202000116781000.0,-202000115635000.0,-202000117927000.0,-202000117813000.0,-202000115750000.0,2.0,2627085119290.0,0.125001333526,0.25,0.00781258334538,112,6.270282251879999e-14,0.25
1193.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-202618720266000.0,4522.16883656,-202618720266000.0,-202618720263000.0,-202618720269000.0,-202618720269000.0,-202618720263000.0,2.0,20450010.9863,0.250002182133,0.25,0.00781337636051,56,6.270282251879999e-14,0.125012930589
1193.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-207349886960000.0,7987726.61573,-207349886960000.0,-207349881312000.0,-207349892608000.0,-207349892044000.0,-207349881877000.0,2.0,63803776487700.0,0.250002182133,0.25,0.0156251363833,87,6.270282251879999e-14,0.25
1193.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-207968486295000.0,2907391.57306,-207968486295000.0,-207968484240000.0,-207968488351000.0,-207968488146000.0,-207968484445000.0,2.0,8452925759100.0,0.249997817867,0.25,0.00781323996306,31,6.270282251879999e-14,0.125012930589
1193.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-212133527705000.0,9129728.46253,-212133527705000.0,-212133521250000.0,-212133534161000.0,-212133533516000.0,-212133521895000.0,2.0,83351941799600.0,0.125001333526,0.25,0.00781177517497,118,6.270282251879999e-14,0.249974138823
1193.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-212699629464000.0,6686988.31217,-212699629464000.0,-212699624735000.0,-212699634192000.0,-212699633719000.0,-212699625208000.0,2.0,44715812687100.0,0.250002182133,0.25,0.0156251363833,62,6.270282251879999e-14,0.25
1193.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-213318049418000.0,2153686.12354,-213318049418000.0,-213318047895000.0,-213318050941000.0,-213318050789000.0,-213318048048000.0,2.0,4638363918710.0,0.124996484341,0.25,0.00390654420517,6,6.270282251879999e-14,0.125012930589
1193.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-217483287009000.0,4612830.81977,-217483287009000.0,-217483283747000.0,-217483290271000.0,-217483289945000.0,-217483284074000.0,2.0,21278208171800.0,0.250002182133,0.25,0.0156235200457,93,6.270282251879999e-14,0.249974138823
1193.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-218049400517000.0,4461733.19337,-218049400517000.0,-218049397362000.0,-218049403671000.0,-218049403356000.0,-218049397677000.0,2.0,19907063088800.0,0.249997817867,0.25,0.0156248636167,37,6.270282251879999e-14,0.25
1193.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-222266897006000.0,6279624.49328,-222266897006000.0,-222266892565000.0,-222266901446000.0,-222266901002000.0,-222266893009000.0,2.0,39433683776500.0,0.125001333526,0.125,0.00390629167269,124,6.270282251879999e-14,0.25
1193.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-222833023796000.0,8256026.37353,-222833023796000.0,-222833017958000.0,-222833029634000.0,-222833029050000.0,-222833018542000.0,2.0,68161971480400.0,0.250002182133,0.25,0.0156235200457,68,6.270282251879999e-14,0.249974138823
1193.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-223398966184000.0,1609334.30905,-223398966184000.0,-223398965046000.0,-223398967322000.0,-223398967208000.0,-223398965160000.0,2.0,2589956918280.0,0.124996484341,0.25,0.00781228027128,12,6.270282251879999e-14,0.25
1193.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-227616664659000.0,3581492.48795,-227616664659000.0,-227616662127000.0,-227616667192000.0,-227616666938000.0,-227616662380000.0,2.0,12827088441300.0,0.250002182133,0.125,0.00781256819167,99,6.270282251879999e-14,0.25
1193.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-228182803677000.0,590769.242517,-228182803677000.0,-228182803260000.0,-228182804095000.0,-228182804053000.0,-228182803302000.0,2.0,349008297904.0,0.249997817867,0.25,0.0156232473072,43,6.270282251879999e-14,0.249974138823
1193.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-232966427107000.0,5066265.03194,-232966427107000.0,-232966423525000.0,-232966430690000.0,-232966430331000.0,-232966423883000.0,2.0,25667041373900.0,0.250002182133,0.125,0.00781256819167,74,6.270282251879999e-14,0.25
1193.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-233532356787000.0,4900554.04954,-233532356787000.0,-233532353322000.0,-233532360252000.0,-233532359906000.0,-233532353668000.0,2.0,24015429992400.0,0.124996484341,0.25,0.00781147213223,18,6.270282251879999e-14,0.249974138823
1193.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-238316192818000.0,15519156.5185,-238316192818000.0,-238316181844000.0,-238316203792000.0,-238316202695000.0,-238316182942000.0,2.0,240844219045000.0,0.249997817867,0.125,0.00781243180833,49,6.270282251879999e-14,0.25
1193.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-243665747943000.0,50069.015836,-243665747943000.0,-243665747908000.0,-243665747979000.0,-243665747975000.0,-243665747911000.0,2.0,2506906346.79,0.124996484341,0.125,0.00390614013564,24,6.270282251879999e-14,0.25
1193.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-455801167780000.0,4025471.79858,-455801167780000.0,-455801164934000.0,-455801170627000.0,-455801170342000.0,-455801165218000.0,2.0,16204423201200.0,0.125001333526,0.25,0.00390669575789,111,6.270282251879999e-14,0.125012930589
1193.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-461150929264000.0,2923739.50619,-461150929264000.0,-461150927196000.0,-461150931331000.0,-461150931124000.0,-461150927403000.0,2.0,8548252700060.0,0.250002182133,0.25,0.00781337636051,86,6.270282251879999e-14,0.125012930589
1193.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-465882063740000.0,4963361.21839,-465882063740000.0,-465882060231000.0,-465882067250000.0,-465882066899000.0,-465882060582000.0,2.0,24634954584200.0,0.125001333526,0.25,0.00781258334538,117,6.270282251879999e-14,0.25
1193.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-466500682588000.0,4109891.50942,-466500682588000.0,-466500679682000.0,-466500685494000.0,-466500685203000.0,-466500679972000.0,2.0,16891208219200.0,0.250002182133,0.25,0.00781337636051,61,6.270282251879999e-14,0.125012930589
1193.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-471231833791000.0,758818.29559,-471231833791000.0,-471231833254000.0,-471231834327000.0,-471231834274000.0,-471231833308000.0,2.0,575805205722.0,0.250002182133,0.25,0.0156251363833,92,6.270282251879999e-14,0.25
1193.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-471850451479000.0,7980095.87291,-471850451479000.0,-471850445836000.0,-471850457121000.0,-471850456557000.0,-471850446400000.0,2.0,63681930140800.0,0.249997817867,0.25,0.00781323996306,36,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-476015466860000.0,875944.56768,-476015466860000.0,-476015466241000.0,-476015467480000.0,-476015467418000.0,-476015466303000.0,2.0,767278885648.0,0.125001333526,0.125,0.00390588758748,123,6.270282251879999e-14,0.249974138823
1193.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-476581583451000.0,448208.737255,-476581583451000.0,-476581583134000.0,-476581583767000.0,-476581583736000.0,-476581583165000.0,2.0,200891072152.0,0.250002182133,0.25,0.0156251363833,67,6.270282251879999e-14,0.25
1193.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-477200009482000.0,702281.263541,-477200009482000.0,-477200008986000.0,-477200009979000.0,-477200009929000.0,-477200009035000.0,2.0,493198973121.0,0.124996484341,0.25,0.00390654420517,11,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-481365235995000.0,5397625.89831,-481365235995000.0,-481365232179000.0,-481365239812000.0,-481365239430000.0,-481365232560000.0,2.0,29134365338100.0,0.250002182133,0.125,0.00781176002283,98,6.270282251879999e-14,0.249974138823
1193.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-481931354456000.0,4596894.55537,-481931354456000.0,-481931351205000.0,-481931357706000.0,-481931357381000.0,-481931351530000.0,2.0,21131439553200.0,0.249997817867,0.25,0.0156248636167,42,6.270282251879999e-14,0.25
1193.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-486714987384000.0,10285801.8669,-486714987384000.0,-486714980110000.0,-486714994657000.0,-486714993929000.0,-486714980838000.0,2.0,105797720044000.0,0.250002182133,0.125,0.00781176002283,73,6.270282251879999e-14,0.249974138823
1193.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-487280917328000.0,5306201.18994,-487280917328000.0,-487280913576000.0,-487280921080000.0,-487280920705000.0,-487280913951000.0,2.0,28155771068200.0,0.124996484341,0.25,0.00781228027128,17,6.270282251879999e-14,0.25
1193.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-492064761627000.0,4812469.18328,-492064761627000.0,-492064758224000.0,-492064765030000.0,-492064764690000.0,-492064758564000.0,2.0,23159859640000.0,0.249997817867,0.125,0.0078116236536,48,6.270282251879999e-14,0.249974138823
1193.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-497414313532000.0,7716739.07878,-497414313532000.0,-497414308075000.0,-497414318988000.0,-497414318442000.0,-497414308621000.0,2.0,59548062009900.0,0.124996484341,0.125,0.00390573606611,23,6.270282251879999e-14,0.249974138823
1193.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-719683118613000.0,428954.484768,-719683118613000.0,-719683118310000.0,-719683118917000.0,-719683118886000.0,-719683118340000.0,2.0,184001950003.0,0.125001333526,0.25,0.00390669575789,116,6.270282251879999e-14,0.125012930589
1193.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-725032893391000.0,956516.77794,-725032893391000.0,-725032892715000.0,-725032894067000.0,-725032894000000.0,-725032892782000.0,2.0,914924346480.0,0.250002182133,0.25,0.00781337636051,91,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-729764027520000.0,12589197.4336,-729764027520000.0,-729764018618000.0,-729764036422000.0,-729764035531000.0,-729764019508000.0,2.0,158487892022000.0,0.125001333526,0.125,0.00390629167269,122,6.270282251879999e-14,0.25
1193.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-730382637126000.0,619622.116005,-730382637126000.0,-730382636688000.0,-730382637564000.0,-730382637520000.0,-730382636731000.0,2.0,383931566642.0,0.250002182133,0.25,0.00781337636051,66,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-735113783480000.0,4273572.10099,-735113783480000.0,-735113780458000.0,-735113786502000.0,-735113786200000.0,-735113780760000.0,2.0,18263418502400.0,0.250002182133,0.125,0.00781256819167,97,6.270282251879999e-14,0.25
1193.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-735732409608000.0,6944121.9921,-735732409608000.0,-735732404698000.0,-735732414519000.0,-735732414028000.0,-735732405189000.0,2.0,48220830241200.0,0.249997817867,0.25,0.00781323996306,41,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-740463534304000.0,453403.674,-740463534304000.0,-740463533983000.0,-740463534625000.0,-740463534593000.0,-740463534015000.0,2.0,205574891596.0,0.250002182133,0.125,0.00781256819167,72,6.270282251879999e-14,0.25
1193.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-741081961501000.0,10645397.043,-741081961501000.0,-741081953973000.0,-741081969028000.0,-741081968276000.0,-741081954726000.0,2.0,113324478202000.0,0.124996484341,0.25,0.00390654420517,16,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-745813309403000.0,7041224.28178,-745813309403000.0,-745813304424000.0,-745813314382000.0,-745813313884000.0,-745813304922000.0,2.0,49578839386300.0,0.249997817867,0.125,0.00781243180833,47,6.270282251879999e-14,0.25
1193.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-751162869688000.0,17041026.4696,-751162869688000.0,-751162857639000.0,-751162881738000.0,-751162880533000.0,-751162858844000.0,2.0,290396583136000.0,0.124996484341,0.125,0.00390614013564,22,6.270282251879999e-14,0.25
1193.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1031111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-983565073031000.0,3398026.03218,-983565073031000.0,-983565070628000.0,-983565075434000.0,-983565075194000.0,-983565070869000.0,2.0,11546580915300.0,0.125001333526,0.125,0.00195334787895,121,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,773333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-988914830009000.0,4338726.33402,-988914830009000.0,-988914826941000.0,-988914833077000.0,-988914832770000.0,-988914827248000.0,2.0,18824546201500.0,0.250002182133,0.125,0.00390668818026,96,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,515556.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-994264601391000.0,2615648.52963,-994264601391000.0,-994264599541000.0,-994264603240000.0,-994264603055000.0,-994264599726000.0,2.0,6841617230540.0,0.250002182133,0.125,0.00390668818026,71,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,257778.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-999614345737000.0,5428599.56181,-999614345737000.0,-999614341898000.0,-999614349575000.0,-999614349191000.0,-999614342282000.0,2.0,29469693202500.0,0.249997817867,0.125,0.00390661998153,46,6.270282251879999e-14,0.125012930589
1193.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1004963924040000.0,1777322.52884,-1004963924040000.0,-1004963922780000.0,-1004963925290000.0,-1004963925170000.0,-1004963922900000.0,2.0,3158875371530.0,0.124996484341,0.125,0.00195327210259,21,6.270282251879999e-14,0.125012930589
