npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,PointProbability
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564947019000.0,2357888.86132,-180564947019000.0,-180564945352000.0,-180564948687000.0,-180564948520000.0,-180564945519000.0,2.0,5559639882350.0,0.125008550516,106,0.125003719426,0.249579831933,0.00390006767317,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054351275000.0,16201446.0171,-184054351275000.0,-184054339819000.0,-184054362732000.0,-184054361586000.0,-184054340965000.0,2.0,262486853046000.0,0.250017101033,12,0.12499008153,0.249579831933,0.00779928435215,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054392768000.0,15657767.2578,-184054392768000.0,-184054381697000.0,-184054403840000.0,-184054402733000.0,-184054382804000.0,2.0,245165675500000.0,0.250017101033,37,0.249993800956,0.249579831933,0.0155994196985,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054415263000.0,13258915.0157,-184054415263000.0,-184054405887000.0,-184054424638000.0,-184054423701000.0,-184054406825000.0,2.0,175798827393000.0,0.250017101033,62,0.250006199044,0.249579831933,0.0156001933296,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054437146000.0,422632.883853,-184054437146000.0,-184054436848000.0,-184054437445000.0,-184054437415000.0,-184054436878000.0,2.0,178618554514.0,0.250017101033,87,0.250006199044,0.249579831933,0.0156001933296,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054487734000.0,11296599.1223,-184054487734000.0,-184054479746000.0,-184054495722000.0,-184054494923000.0,-184054480545000.0,2.0,127613151731000.0,0.250017101033,112,0.125003719426,0.249579831933,0.00780013534634,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908808964000.0,3290838.19009,-188908808964000.0,-188908806637000.0,-188908811291000.0,-188908811058000.0,-188908806870000.0,2.0,10829615993400.0,0.250017101033,18,0.12499008153,0.250420168067,0.00782554456883,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908855181000.0,15907273.7526,-188908855181000.0,-188908843933000.0,-188908866429000.0,-188908865305000.0,-188908845058000.0,2.0,253041358239000.0,0.250017101033,43,0.249993800956,0.250420168067,0.0156519429971,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908879398000.0,3397861.71824,-188908879398000.0,-188908876995000.0,-188908881800000.0,-188908881560000.0,-188908877235000.0,2.0,11545464256300.0,0.250017101033,68,0.250006199044,0.250420168067,0.015652719233,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908921981000.0,17319271.6621,-188908921981000.0,-188908909734000.0,-188908934227000.0,-188908933003000.0,-188908910959000.0,2.0,299957170906000.0,0.250017101033,93,0.250006199044,0.250420168067,0.015652719233,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908958452000.0,27137515.0135,-188908958452000.0,-188908939263000.0,-188908977642000.0,-188908975723000.0,-188908941182000.0,2.0,736444721110000.0,0.250017101033,118,0.125003719426,0.250420168067,0.00782639842831,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763268433000.0,893324.103313,-193763268433000.0,-193763267802000.0,-193763269065000.0,-193763269002000.0,-193763267865000.0,2.0,798027953560.0,0.249982898967,24,0.12499008153,0.125210084034,0.00391223702145,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763302978000.0,4985365.98367,-193763302978000.0,-193763299453000.0,-193763306503000.0,-193763306151000.0,-193763299806000.0,2.0,24853873991100.0,0.249982898967,49,0.249993800956,0.125210084034,0.00782490091423,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763363886000.0,28662161.3752,-193763363886000.0,-193763343619000.0,-193763384154000.0,-193763382127000.0,-193763345646000.0,2.0,821519494699000.0,0.249982898967,74,0.250006199044,0.125210084034,0.00782528897909,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763376500000.0,201746.293022,-193763376500000.0,-193763376357000.0,-193763376643000.0,-193763376628000.0,-193763376372000.0,2.0,40701566748.1,0.249982898967,99,0.250006199044,0.125210084034,0.00782528897909,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763434704000.0,53855429.3939,-193763434704000.0,-193763396623000.0,-193763472786000.0,-193763468977000.0,-193763400431000.0,2.0,2900407275200000.0,0.249982898967,124,0.125003719426,0.125210084034,0.00391266389279,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577772685000.0,7961695.8496,-382577772685000.0,-382577767056000.0,-382577778315000.0,-382577777752000.0,-382577767619000.0,2.0,63388600801600.0,0.125008550516,11,0.12499008153,0.249579831933,0.00389964217608,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577809778000.0,14585193.751,-382577809778000.0,-382577799465000.0,-382577820091000.0,-382577819060000.0,-382577800496000.0,2.0,212727876754000.0,0.125008550516,36,0.249993800956,0.249579831933,0.00779970984924,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577838557000.0,14429366.8177,-382577838557000.0,-382577828354000.0,-382577848760000.0,-382577847740000.0,-382577829374000.0,2.0,208206626759000.0,0.125008550516,61,0.250006199044,0.249579831933,0.00780009666478,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577870976000.0,3320600.27032,-382577870976000.0,-382577868628000.0,-382577873324000.0,-382577873089000.0,-382577868862000.0,2.0,11026386155200.0,0.125008550516,86,0.250006199044,0.249579831933,0.00780009666478,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577898180000.0,1046648.188,-382577898180000.0,-382577897440000.0,-382577898921000.0,-382577898847000.0,-382577897514000.0,2.0,1095472429440.0,0.125008550516,111,0.125003719426,0.249579831933,0.00390006767317,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432258045000.0,26121521.9595,-387432258045000.0,-387432239575000.0,-387432276516000.0,-387432274669000.0,-387432241422000.0,2.0,682333909482000.0,0.250017101033,17,0.12499008153,0.250420168067,0.00782554456883,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432291798000.0,14464967.6554,-387432291798000.0,-387432281569000.0,-387432302026000.0,-387432301003000.0,-387432282592000.0,2.0,209235289271000.0,0.250017101033,42,0.249993800956,0.250420168067,0.0156519429971,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432313129000.0,13369436.9988,-387432313129000.0,-387432303675000.0,-387432322583000.0,-387432321637000.0,-387432304621000.0,2.0,178741845665000.0,0.250017101033,67,0.250006199044,0.250420168067,0.015652719233,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432348137000.0,18058768.8836,-387432348137000.0,-387432335367000.0,-387432360906000.0,-387432359629000.0,-387432336644000.0,2.0,326119133593000.0,0.250017101033,92,0.250006199044,0.250420168067,0.015652719233,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432394177000.0,8168373.83677,-387432394177000.0,-387432388401000.0,-387432399953000.0,-387432399375000.0,-387432388978000.0,2.0,66722331137300.0,0.250017101033,117,0.125003719426,0.250420168067,0.00782639842831,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286742519000.0,13169244.3741,-392286742519000.0,-392286733206000.0,-392286751831000.0,-392286750899000.0,-392286734138000.0,2.0,173428997384000.0,0.250017101033,23,0.12499008153,0.125210084034,0.00391277228441,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286789436000.0,16432732.8229,-392286789436000.0,-392286777817000.0,-392286801056000.0,-392286799894000.0,-392286778979000.0,2.0,270034708029000.0,0.250017101033,73,0.250006199044,0.125210084034,0.00782635961652,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286790856000.0,65932206.4084,-392286790856000.0,-392286744235000.0,-392286837477000.0,-392286832815000.0,-392286748897000.0,2.0,4347055841890000.0,0.250017101033,48,0.249993800956,0.125210084034,0.00782597149857,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286829713000.0,29256075.7624,-392286829713000.0,-392286809026000.0,-392286850401000.0,-392286848332000.0,-392286811095000.0,2.0,855917969015000.0,0.250017101033,98,0.250006199044,0.125210084034,0.00782635961652,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286850250000.0,4535891.92302,-392286850250000.0,-392286847042000.0,-392286853457000.0,-392286853136000.0,-392286847363000.0,2.0,20574315537400.0,0.250017101033,123,0.125003719426,0.125210084034,0.00391319921416,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955669086000.0,13068534.072,-585955669086000.0,-585955659846000.0,-585955678327000.0,-585955677403000.0,-585955660770000.0,2.0,170786582792000.0,0.125008550516,16,0.12499008153,0.250420168067,0.00391277228441,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955702315000.0,6035983.4272,-585955702315000.0,-585955698047000.0,-585955706583000.0,-585955706156000.0,-585955698473000.0,2.0,36433095933400.0,0.125008550516,41,0.249993800956,0.250420168067,0.00782597149857,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955789324000.0,1291383.98796,-585955789324000.0,-585955788411000.0,-585955790237000.0,-585955790146000.0,-585955788502000.0,2.0,1667672604350.0,0.125008550516,66,0.250006199044,0.250420168067,0.00782635961652,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955793165000.0,5005051.35032,-585955793165000.0,-585955789626000.0,-585955796704000.0,-585955796350000.0,-585955789980000.0,2.0,25050539019400.0,0.125008550516,91,0.250006199044,0.250420168067,0.00782635961652,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955833821000.0,54203657.4528,-585955833821000.0,-585955795493000.0,-585955872149000.0,-585955868316000.0,-585955799326000.0,2.0,2938036481260000.0,0.125008550516,116,0.125003719426,0.250420168067,0.00391319921416,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810138699000.0,824117.927454,-590810138699000.0,-590810138116000.0,-590810139282000.0,-590810139224000.0,-590810138175000.0,2.0,679170358351.0,0.250017101033,22,0.12499008153,0.125210084034,0.00391277228441,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810182523000.0,15116553.4286,-590810182523000.0,-590810171834000.0,-590810193212000.0,-590810192143000.0,-590810172903000.0,2.0,228510187558000.0,0.250017101033,47,0.249993800956,0.125210084034,0.00782597149857,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810243578000.0,4447519.13173,-590810243578000.0,-590810240433000.0,-590810246723000.0,-590810246408000.0,-590810240748000.0,2.0,19780426427100.0,0.250017101033,72,0.250006199044,0.125210084034,0.00782635961652,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810245136000.0,12665897.4829,-590810245136000.0,-590810236180000.0,-590810254092000.0,-590810253197000.0,-590810237076000.0,2.0,160424959048000.0,0.250017101033,97,0.250006199044,0.125210084034,0.00782635961652,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810277340000.0,5859944.42105,-590810277340000.0,-590810273197000.0,-590810281484000.0,-590810281070000.0,-590810273611000.0,2.0,34338948617800.0,0.250017101033,122,0.125003719426,0.125210084034,0.00391319921416,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333571943000.0,10346156.8778,-789333571943000.0,-789333564627000.0,-789333579259000.0,-789333578527000.0,-789333565359000.0,2.0,107042962140000.0,0.125008550516,21,0.12499008153,0.125210084034,0.00195638614221,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333609350000.0,3951630.09583,-789333609350000.0,-789333606555000.0,-789333612144000.0,-789333611864000.0,-789333606835000.0,2.0,15615380414200.0,0.125008550516,46,0.249993800956,0.125210084034,0.00391298574928,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333644982000.0,1700355.63509,-789333644982000.0,-789333643779000.0,-789333646184000.0,-789333646064000.0,-789333643900000.0,2.0,2891209285780.0,0.125008550516,71,0.250006199044,0.125210084034,0.00391317980826,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333665128000.0,3276530.59148,-789333665128000.0,-789333662811000.0,-789333667445000.0,-789333667213000.0,-789333663043000.0,2.0,10735652716900.0,0.125008550516,96,0.250006199044,0.125210084034,0.00391317980826,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333699161000.0,3265547.54379,-789333699161000.0,-789333696851000.0,-789333701470000.0,-789333701239000.0,-789333697082000.0,2.0,10663800760700.0,0.125008550516,121,0.125003719426,0.125210084034,0.00195659960708,2.85069050095e-13
