smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220067753137000.0,4557646.94703,-220067753137000.0,-220067749914000.0,-220067756360000.0,-220067756037000.0,-220067750236000.0,2.0,20772145693800.0,112,0.25,0.00779840846903,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619042772000.0,8857602.9035,-223619042772000.0,-223619036509000.0,-223619049035000.0,-223619048409000.0,-223619037135000.0,2.0,78457129196200.0,93,0.249963898917,0.0155946083013,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224028966752000.0,10500523.1716,-224028966752000.0,-224028959327000.0,-224028974177000.0,-224028973435000.0,-224028960070000.0,2.0,110260986877000.0,99,0.25,0.00782678820604,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601512442000.0,660269.618991,-224601512442000.0,-224601511975000.0,-224601512909000.0,-224601512862000.0,-224601512022000.0,2.0,435955969763.0,81,0.125018050542,0.00782791842816,0.250453720508,0.250003495741,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942487070000.0,2190163.44218,-224942487070000.0,-224942485522000.0,-224942488619000.0,-224942488464000.0,-224942485677000.0,2.0,4796815903480.0,87,0.25,0.0155968605555,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228493804546000.0,2491483.18631,-228493804546000.0,-228493802784000.0,-228493806308000.0,-228493806131000.0,-228493802960000.0,2.0,6207488467650.0,68,0.249963898917,0.0155946083013,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228903726661000.0,3736524.19132,-228903726661000.0,-228903724019000.0,-228903729303000.0,-228903729039000.0,-228903724283000.0,2.0,13961613032300.0,74,0.25,0.00782678820604,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476269971000.0,1179709.8627,-229476269971000.0,-229476269137000.0,-229476270805000.0,-229476270722000.0,-229476269220000.0,2.0,1391715360160.0,56,0.125018050542,0.00782791842816,0.250453720508,0.250003495741,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817243622000.0,5846160.94324,-229817243622000.0,-229817239488000.0,-229817247756000.0,-229817247342000.0,-229817239901000.0,2.0,34177597774300.0,62,0.25,0.0155968605555,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368526525000.0,1374215.66955,-233368526525000.0,-233368525553000.0,-233368527496000.0,-233368527399000.0,-233368525650000.0,2.0,1888468706430.0,43,0.249963898917,0.0155941721897,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778456337000.0,578983.62863,-233778456337000.0,-233778455928000.0,-233778456747000.0,-233778456706000.0,-233778455969000.0,2.0,335222042221.0,49,0.25,0.00782656932572,0.125226860254,0.249996504259,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234350996938000.0,387820.602802,-234350996938000.0,-234350996664000.0,-234350997212000.0,-234350997185000.0,-234350996691000.0,2.0,150404819958.0,31,0.125018050542,0.00782769951624,0.250453720508,0.249996504259,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234691974417000.0,523633.828866,-234691974417000.0,-234691974047000.0,-234691974788000.0,-234691974751000.0,-234691974084000.0,2.0,274192386733.0,37,0.25,0.015596424381,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243014613000.0,2526597.00421,-238243014613000.0,-238243012827000.0,-238243016400000.0,-238243016221000.0,-238243013005000.0,2.0,6383692421670.0,18,0.249963898917,0.00779688984465,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238652936986000.0,4382126.00709,-238652936986000.0,-238652933888000.0,-238652940085000.0,-238652939775000.0,-238652934197000.0,2.0,19203028342000.0,24,0.25,0.00391318616671,0.125226860254,0.124995105963,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225483827000.0,51512.0219027,-239225483827000.0,-239225483791000.0,-239225483864000.0,-239225483860000.0,-239225483795000.0,2.0,2653488400.5,6,0.125018050542,0.00391375124775,0.250453720508,0.124995105963,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566456726000.0,1283138.21691,-239566456726000.0,-239566455818000.0,-239566457633000.0,-239566457542000.0,-239566455909000.0,2.0,1646443683690.0,12,0.25,0.00779801591193,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457540966037000.0,7542938.41915,-457540966037000.0,-457540960704000.0,-457540971371000.0,-457540970838000.0,-457540961237000.0,2.0,56895919995000.0,117,0.25,0.00779840846903,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457950901206000.0,10807343.8087,-457950901206000.0,-457950893565000.0,-457950908848000.0,-457950908084000.0,-457950894329000.0,2.0,116798680200000.0,123,0.249963898917,0.00391281804952,0.125226860254,0.125001398296,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933381573000.0,505530.083307,-458933381573000.0,-458933381216000.0,-458933381931000.0,-458933381895000.0,-458933381251000.0,2.0,255560665128.0,111,0.125018050542,0.0038997672965,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462415693355000.0,3245085.77389,-462415693355000.0,-462415691060000.0,-462415695650000.0,-462415695420000.0,-462415691290000.0,2.0,10530581679900.0,92,0.25,0.0155968605555,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462825635838000.0,2581606.19947,-462825635838000.0,-462825634013000.0,-462825637663000.0,-462825637481000.0,-462825634195000.0,2.0,6664690569150.0,98,0.249963898917,0.00782565798392,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808109336000.0,1448132.90014,-463808109336000.0,-463808108312000.0,-463808110360000.0,-463808110258000.0,-463808108414000.0,2.0,2097088896470.0,86,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290451993000.0,4316727.31398,-467290451993000.0,-467290448940000.0,-467290455045000.0,-467290454740000.0,-467290449246000.0,2.0,18634134703300.0,67,0.25,0.0155968605555,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700387938000.0,3621917.51747,-467700387938000.0,-467700385377000.0,-467700390499000.0,-467700390243000.0,-467700385633000.0,2.0,13118286503300.0,73,0.249963898917,0.00782565798392,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468682867649000.0,294278.087534,-468682867649000.0,-468682867441000.0,-468682867857000.0,-468682867836000.0,-468682867461000.0,2.0,86599592802.8,61,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165181743000.0,7478221.13391,-472165181743000.0,-472165176455000.0,-472165187031000.0,-472165186502000.0,-472165176984000.0,2.0,55923791327700.0,42,0.25,0.015596424381,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575121001000.0,3869479.49065,-472575121001000.0,-472575118265000.0,-472575123737000.0,-472575123464000.0,-472575118539000.0,2.0,14972871528600.0,48,0.249963898917,0.0078254391352,0.125226860254,0.249996504259,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473557594659000.0,2875762.62045,-473557594659000.0,-473557592625000.0,-473557596692000.0,-473557596489000.0,-473557592829000.0,2.0,8270010649150.0,36,0.125018050542,0.0077993382861,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477039671114000.0,6965094.2489,-477039671114000.0,-477039666189000.0,-477039676039000.0,-477039675547000.0,-477039666682000.0,2.0,48512537896000.0,17,0.25,0.00779801591193,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477449599512000.0,14733294.8356,-477449599512000.0,-477449589094000.0,-477449609930000.0,-477449608888000.0,-477449590136000.0,2.0,217069976714000.0,23,0.249963898917,0.00391262108568,0.125226860254,0.124995105963,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432080926000.0,4647060.46693,-478432080926000.0,-478432077640000.0,-478432084212000.0,-478432083883000.0,-478432077968000.0,2.0,21595170983300.0,11,0.125018050542,0.00389957098961,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696406589878000.0,3725511.40095,-696406589878000.0,-696406587244000.0,-696406592512000.0,-696406592249000.0,-696406587507000.0,2.0,13879435198600.0,116,0.125018050542,0.0038997672965,0.249546279492,0.125001398296,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696747554082000.0,10094402.0266,-696747554082000.0,-696747546944000.0,-696747561219000.0,-696747560506000.0,-696747547658000.0,2.0,101896952274000.0,122,0.25,0.003913383159,0.125226860254,0.125001398296,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281320485000.0,3819396.61994,-701281320485000.0,-701281317785000.0,-701281323186000.0,-701281322916000.0,-701281318055000.0,2.0,14587790540400.0,91,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622292305000.0,5984387.34797,-701622292305000.0,-701622288073000.0,-701622296536000.0,-701622296113000.0,-701622288496000.0,2.0,35812891930600.0,97,0.25,0.00782678820604,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156075445000.0,9279795.92274,-706156075445000.0,-706156068883000.0,-706156082007000.0,-706156081351000.0,-706156069539000.0,2.0,86114612367800.0,66,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497044725000.0,867283.172523,-706497044725000.0,-706497044112000.0,-706497045338000.0,-706497045277000.0,-706497044173000.0,2.0,752180101342.0,72,0.25,0.00782678820604,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711030810276000.0,1698898.11124,-711030810276000.0,-711030809075000.0,-711030811478000.0,-711030811358000.0,-711030809195000.0,2.0,2886254792360.0,41,0.125018050542,0.0077993382861,0.249546279492,0.249996504259,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711371770671000.0,1883525.01763,-711371770671000.0,-711371769340000.0,-711371772003000.0,-711371771870000.0,-711371769473000.0,2.0,3547666492030.0,47,0.25,0.00782656932572,0.125226860254,0.249996504259,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905292249000.0,8640069.52351,-715905292249000.0,-715905286140000.0,-715905298359000.0,-715905297748000.0,-715905286751000.0,2.0,74650801371200.0,16,0.125018050542,0.00389957098961,0.249546279492,0.124995105963,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246248893000.0,4147962.09432,-716246248893000.0,-716246245960000.0,-716246251826000.0,-716246251533000.0,-716246246253000.0,2.0,17205589535900.0,22,0.25,0.00391318616671,0.125226860254,0.124995105963,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613178339000.0,5715310.76709,-935613178339000.0,-935613174298000.0,-935613182380000.0,-935613181976000.0,-935613174702000.0,2.0,32664777164400.0,121,0.125018050542,0.00195697413424,0.125226860254,0.125001398296,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940487908827000.0,1632529.77586,-940487908827000.0,-940487907672000.0,-940487909981000.0,-940487909866000.0,-940487907788000.0,2.0,2665153469070.0,96,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945362659571000.0,4237328.10548,-945362659571000.0,-945362656575000.0,-945362662567000.0,-945362662268000.0,-945362656874000.0,2.0,17954949473500.0,71,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237387692000.0,13738707.8705,-950237387692000.0,-950237377977000.0,-950237397407000.0,-950237396435000.0,-950237378949000.0,2.0,188752093952000.0,46,0.125018050542,0.00391384975812,0.125226860254,0.249996504259,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955111871893000.0,2062618.81346,-955111871893000.0,-955111870434000.0,-955111873351000.0,-955111873205000.0,-955111870580000.0,2.0,4254396369640.0,21,0.125018050542,0.00195687562387,0.125226860254,0.124995105963,1.83230531396e-13
