npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity
522.0,-522.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-384424807.306,155896.549695,-384424807.306,-384314571.799,-384535042.813,-384524019.263,-384325595.349,2.0,24303734206.9,0.12500456621,105,0.00195798014608,0.124972890913,1.0563053673200001e-12,0.125333333333
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-104649294773000.0,40862.0436033,-104649294773000.0,-104649294744000.0,-104649294802000.0,-104649294799000.0,-104649294747000.0,2.0,1669706607.43,0.12500456621,106,0.00391765919034,0.125027109087,1.0563053673200001e-12,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-106087008190000.0,147479.935527,-106087008190000.0,-106087008086000.0,-106087008295000.0,-106087008284000.0,-106087008097000.0,2.0,21750331383.0,0.25000913242,81,0.00783531838067,0.125027109087,1.0563053673200001e-12,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107524721707000.0,83654.2456512,-107524721707000.0,-107524721648000.0,-107524721767000.0,-107524721761000.0,-107524721654000.0,2.0,6998032815.47,0.25000913242,56,0.00783531838067,0.125027109087,1.0563053673200001e-12,0.250666666667
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107637258513000.0,121981.11257,-107637258513000.0,-107637258427000.0,-107637258599000.0,-107637258591000.0,-107637258435000.0,2.0,14879391823.8,0.12500456621,112,0.00779195129376,0.25,1.0563053673200001e-12,0.249333333333
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-108962435290000.0,82475.1229965,-108962435290000.0,-108962435232000.0,-108962435348000.0,-108962435343000.0,-108962435238000.0,2.0,6802145913.28,0.24999086758,31,0.00783474595823,0.125027109087,1.0563053673200001e-12,0.250666666667
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109074972121000.0,39654.2831239,-109074972121000.0,-109074972093000.0,-109074972149000.0,-109074972146000.0,-109074972096000.0,2.0,1572462170.07,0.25000913242,87,0.0155839025875,0.25,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109342832999000.0,426388.604182,-109342832999000.0,-109342832698000.0,-109342833301000.0,-109342833271000.0,-109342832728000.0,2.0,181807241776.0,0.12500456621,118,0.00779195129376,0.25,1.0563053673200001e-12,0.249333333333
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399938524000.0,116406.139076,-110399938524000.0,-110399938442000.0,-110399938606000.0,-110399938598000.0,-110399938450000.0,2.0,13550389214.6,0.12498630137,6,0.00391708676789,0.125027109087,1.0563053673200001e-12,0.250666666667
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110512685734000.0,59907.589104,-110512685734000.0,-110512685692000.0,-110512685776000.0,-110512685772000.0,-110512685696000.0,2.0,3588919232.26,0.25000913242,62,0.0155839025875,0.25,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110780546453000.0,275264.671198,-110780546453000.0,-110780546259000.0,-110780546648000.0,-110780546628000.0,-110780546278000.0,2.0,75770639209.6,0.25000913242,93,0.0155839025875,0.25,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111950399068000.0,475158.543327,-111950399068000.0,-111950398733000.0,-111950399404000.0,-111950399371000.0,-111950398766000.0,2.0,225775641296.0,0.24999086758,37,0.0155827640791,0.25,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112218259829000.0,94530.221907,-112218259829000.0,-112218259762000.0,-112218259896000.0,-112218259889000.0,-112218259769000.0,2.0,8935962853.78,0.25000913242,68,0.0155839025875,0.25,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112330783552000.0,306217.320369,-112330783552000.0,-112330783336000.0,-112330783769000.0,-112330783747000.0,-112330783358000.0,2.0,93769047294.2,0.12500456621,124,0.00391680974125,0.25,1.0563053673200001e-12,0.125333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387902616000.0,90120.2952234,-113387902616000.0,-113387902552000.0,-113387902679000.0,-113387902673000.0,-113387902558000.0,2.0,8121667611.15,0.12498630137,12,0.00779081278539,0.25,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113655973810000.0,110675.038615,-113655973810000.0,-113655973731000.0,-113655973888000.0,-113655973880000.0,-113655973739000.0,2.0,12248964172.4,0.24999086758,43,0.0155827640791,0.25,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113768496943000.0,597199.351177,-113768496943000.0,-113768496521000.0,-113768497365000.0,-113768497323000.0,-113768496563000.0,2.0,356647065046.0,0.25000913242,99,0.0078336194825,0.25,1.0563053673200001e-12,0.125333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093476939000.0,90830.0094608,-115093476939000.0,-115093476875000.0,-115093477003000.0,-115093476997000.0,-115093476881000.0,2.0,8250090618.66,0.12498630137,18,0.00779081278539,0.25,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115206210371000.0,406779.041586,-115206210371000.0,-115206210083000.0,-115206210658000.0,-115206210629000.0,-115206210112000.0,2.0,165469188674.0,0.25000913242,74,0.0078336194825,0.25,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-116643923954000.0,231498.076005,-116643923954000.0,-116643923790000.0,-116643924118000.0,-116643924101000.0,-116643923807000.0,2.0,53591359194.2,0.24999086758,49,0.00783304718417,0.25,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081427226000.0,464108.729288,-118081427226000.0,-118081426898000.0,-118081427554000.0,-118081427521000.0,-118081426931000.0,2.0,215396912601.0,0.12498630137,24,0.00391623744292,0.25,1.0563053673200001e-12,0.125333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-230188996597000.0,65892.7176767,-230188996597000.0,-230188996550000.0,-230188996643000.0,-230188996638000.0,-230188996555000.0,2.0,4341850242.82,0.12500456621,111,0.00389682057762,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231626709998000.0,66042.1602755,-231626709998000.0,-231626709951000.0,-231626710045000.0,-231626710040000.0,-231626709956000.0,2.0,4361566933.85,0.25000913242,86,0.00779364115524,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231841430814000.0,149318.236381,-231841430814000.0,-231841430708000.0,-231841430919000.0,-231841430909000.0,-231841430719000.0,2.0,22295935716.0,0.12500456621,117,0.00779195129376,0.25,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233064423288000.0,146509.453567,-233064423288000.0,-233064423184000.0,-233064423391000.0,-233064423381000.0,-233064423194000.0,2.0,21465019984.4,0.25000913242,61,0.00779364115524,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233279143931000.0,859.996525815,-233279143931000.0,-233279143930000.0,-233279143932000.0,-233279143931000.0,-233279143930000.0,2.0,739594.024414,0.25000913242,92,0.0155839025875,0.25,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234502137176000.0,393970.553546,-234502137176000.0,-234502136898000.0,-234502137455000.0,-234502137427000.0,-234502136925000.0,2.0,155212797061.0,0.24999086758,36,0.0077930717776,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234716857091000.0,228871.527867,-234716857091000.0,-234716856929000.0,-234716857253000.0,-234716857236000.0,-234716856945000.0,2.0,52382176268.0,0.25000913242,67,0.0155839025875,0.25,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234882531203000.0,75138.3598116,-234882531203000.0,-234882531149000.0,-234882531256000.0,-234882531250000.0,-234882531155000.0,2.0,5645773115.17,0.12500456621,123,0.00391680974125,0.25,1.0563053673200001e-12,0.125333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939640472000.0,198668.500271,-235939640472000.0,-235939640332000.0,-235939640613000.0,-235939640599000.0,-235939640346000.0,2.0,39469173000.0,0.12498630137,11,0.00389625119998,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236154571223000.0,149565.878434,-236154571223000.0,-236154571117000.0,-236154571329000.0,-236154571318000.0,-236154571128000.0,2.0,22369951991.8,0.24999086758,42,0.0155827640791,0.25,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236320245128000.0,10374.7590819,-236320245128000.0,-236320245121000.0,-236320245135000.0,-236320245135000.0,-236320245121000.0,2.0,107635626.008,0.25000913242,98,0.0078336194825,0.25,1.0563053673200001e-12,0.125333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237592073869000.0,110792.296806,-237592073869000.0,-237592073791000.0,-237592073948000.0,-237592073940000.0,-237592073799000.0,2.0,12274933031.6,0.12498630137,17,0.00779081278539,0.25,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237757958294000.0,157192.290234,-237757958294000.0,-237757958183000.0,-237757958405000.0,-237757958394000.0,-237757958194000.0,2.0,24709416109.1,0.25000913242,73,0.0078336194825,0.25,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-239195672383000.0,15641.3345824,-239195672383000.0,-239195672372000.0,-239195672394000.0,-239195672393000.0,-239195672373000.0,2.0,244651347.518,0.24999086758,48,0.00783304718417,0.25,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240633175408000.0,2867.22960936,-240633175408000.0,-240633175406000.0,-240633175410000.0,-240633175410000.0,-240633175406000.0,2.0,8221005.63281,0.12498630137,23,0.00391623744292,0.25,1.0563053673200001e-12,0.125333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-354393168464000.0,266827.892929,-354393168464000.0,-354393168275000.0,-354393168653000.0,-354393168634000.0,-354393168294000.0,2.0,71197124445.1,0.12500456621,116,0.00389682057762,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-355830881975000.0,368713.008681,-355830881975000.0,-355830881715000.0,-355830882236000.0,-355830882210000.0,-355830881741000.0,2.0,135949282771.0,0.25000913242,91,0.00779364115524,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357268595627000.0,50984.2108847,-357268595627000.0,-357268595591000.0,-357268595664000.0,-357268595660000.0,-357268595595000.0,2.0,2599389759.54,0.25000913242,66,0.00779364115524,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357381129168000.0,43984.9586053,-357381129168000.0,-357381129137000.0,-357381129199000.0,-357381129196000.0,-357381129140000.0,2.0,1934676583.51,0.12500456621,122,0.00391680974125,0.25,1.0563053673200001e-12,0.125333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358706308826000.0,63864.8238166,-358706308826000.0,-358706308781000.0,-358706308872000.0,-358706308867000.0,-358706308786000.0,2.0,4078715721.12,0.24999086758,41,0.0077930717776,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358818842185000.0,94672.0520593,-358818842185000.0,-358818842118000.0,-358818842252000.0,-358818842245000.0,-358818842125000.0,2.0,8962797441.12,0.25000913242,97,0.0078336194825,0.25,1.0563053673200001e-12,0.125333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143812439000.0,64554.0761516,-360143812439000.0,-360143812394000.0,-360143812485000.0,-360143812481000.0,-360143812398000.0,2.0,4167228747.78,0.12498630137,16,0.00389625119998,0.125027109087,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360256556145000.0,331933.733341,-360256556145000.0,-360256555910000.0,-360256556380000.0,-360256556356000.0,-360256555934000.0,2.0,110180003330.0,0.25000913242,72,0.0078336194825,0.25,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-361694269708000.0,595051.481184,-361694269708000.0,-361694269287000.0,-361694270129000.0,-361694270087000.0,-361694269329000.0,2.0,354086265259.0,0.24999086758,47,0.00783304718417,0.25,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131773008000.0,115183.540403,-363131773008000.0,-363131772926000.0,-363131773089000.0,-363131773081000.0,-363131772935000.0,2.0,13267247979.8,0.12498630137,22,0.00391623744292,0.25,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-479932866938000.0,88815.6169209,-479932866938000.0,-479932866875000.0,-479932867001000.0,-479932866995000.0,-479932866882000.0,2.0,7888213809.03,0.12500456621,121,0.00195882959517,0.125027109087,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-481370580270000.0,56663.0738328,-481370580270000.0,-481370580230000.0,-481370580311000.0,-481370580307000.0,-481370580234000.0,2.0,3210703936.18,0.25000913242,96,0.00391765919034,0.125027109087,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-482808293878000.0,228400.793624,-482808293878000.0,-482808293716000.0,-482808294039000.0,-482808294023000.0,-482808293732000.0,2.0,52166922528.1,0.25000913242,71,0.00391765919034,0.125027109087,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-484246007254000.0,206870.05505,-484246007254000.0,-484246007107000.0,-484246007400000.0,-484246007385000.0,-484246007122000.0,2.0,42795219676.2,0.24999086758,46,0.00391737297911,0.125027109087,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683511078000.0,54969.8182569,-485683511078000.0,-485683511039000.0,-485683511117000.0,-485683511113000.0,-485683511043000.0,2.0,3021680919.19,0.12498630137,21,0.00195854338395,0.125027109087,1.0563053673200001e-12,0.125333333333
