smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,prefix
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-996639846.448,2367866.17598,-996639846.448,-994965512.218,-998314180.678,-998146747.255,-995132945.641,2.0,5606790227340.0,0.0038997672965,0.125018050542,1.83230531396e-13,0.125001398296,0.249546279492,115
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1036736317.36,4450986.96852,-1036736317.36,-1033588994.29,-1039883640.42,-1039568908.12,-1033903726.59,2.0,19811284993900.0,0.00195687562387,0.125018050542,1.83230531396e-13,0.124995105963,0.125226860254,5
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1065959537.32,2139922.15772,-1065959537.32,-1064446383.85,-1067472690.79,-1067321375.44,-1064597699.2,2.0,4579266841080.0,0.00391384975812,0.125018050542,1.83230531396e-13,0.249996504259,0.125226860254,30
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1076733966.93,4534744.22092,-1076733966.93,-1073527418.54,-1079940515.32,-1079619860.48,-1073848073.38,2.0,20563905149200.0,0.00782791842816,0.125018050542,1.83230531396e-13,0.250003495741,0.250453720508,85
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1153390284.39,6727312.03708,-1153390284.39,-1148633356.43,-1158147212.35,-1157671519.55,-1149109049.22,2.0,45256727244300.0,0.00391395921408,0.125018050542,1.83230531396e-13,0.250003495741,0.125226860254,55
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1156453504.17,7643871.30826,-1156453504.17,-1151048470.93,-1161858537.41,-1161318034.08,-1151588974.26,2.0,58428768577300.0,0.00391394826849,0.125018050542,1.83230531396e-13,0.125001398296,0.250453720508,110
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1228596509.77,2548269.49624,-1228596509.77,-1226794611.13,-1230398408.41,-1230218218.55,-1226974801.0,2.0,6493677425490.0,0.00391395921408,0.125018050542,1.83230531396e-13,0.250003495741,0.125226860254,80
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1313460728.2,3007536.18588,-1313460728.2,-1311334078.96,-1315587377.43,-1315374712.5,-1311546743.89,2.0,9045273909360.0,0.00195697413424,0.125018050542,1.83230531396e-13,0.125001398296,0.125226860254,105
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-19065625784.5,11434.2301003,-19065625784.5,-19065617699.2,-19065633869.7,-19065633061.2,-19065618507.8,2.0,130741617.986,0.00195687562387,0.125018050542,1.83230531396e-13,0.124995105963,0.125226860254,1
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-360089307157.0,327788.524752,-360089307157.0,-360089075375.0,-360089538938.0,-360089515760.0,-360089098553.0,2.0,107445316959.0,0.00782637233343,0.25,1.83230531396e-13,0.124995105963,0.250453720508,7
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-770081426170.0,1093688.69018,-770081426170.0,-770080652815.0,-770082199525.0,-770082122189.0,-770080730151.0,2.0,1196154951020.0,0.00779688984465,0.249963898917,1.83230531396e-13,0.124995105963,0.249546279492,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218744671597000.0,3910713.75968,-218744671597000.0,-218744668832000.0,-218744674363000.0,-218744674086000.0,-218744669108000.0,2.0,15293682110200.0,0.00779728234506,0.249963898917,1.83230531396e-13,0.125001398296,0.249546279492,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154643734000.0,7296943.12943,-219154643734000.0,-219154638574000.0,-219154648893000.0,-219154648377000.0,-219154639090000.0,2.0,53245379034100.0,0.003913383159,0.25,1.83230531396e-13,0.125001398296,0.125226860254,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219727041229000.0,3086.34432318,-219727041229000.0,-219727041227000.0,-219727041231000.0,-219727041231000.0,-219727041227000.0,2.0,9525521.28125,0.00391394826849,0.125018050542,1.83230531396e-13,0.125001398296,0.250453720508,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220068062912000.0,1861474.00314,-220068062912000.0,-220068061596000.0,-220068064228000.0,-220068064097000.0,-220068061727000.0,2.0,3465085464380.0,0.00779840846903,0.25,1.83230531396e-13,0.125001398296,0.249546279492,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619402350000.0,974207.749916,-223619402350000.0,-223619401662000.0,-223619403039000.0,-223619402970000.0,-223619401730000.0,2.0,949080739996.0,0.0155946083013,0.249963898917,1.83230531396e-13,0.250003495741,0.249546279492,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224029370779000.0,715238.398685,-224029370779000.0,-224029370274000.0,-224029371285000.0,-224029371235000.0,-224029370324000.0,2.0,511565966953.0,0.00782678820604,0.25,1.83230531396e-13,0.250003495741,0.125226860254,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601771978000.0,88635.2163033,-224601771978000.0,-224601771916000.0,-224601772041000.0,-224601772035000.0,-224601771922000.0,2.0,7856201569.13,0.00782791842816,0.125018050542,1.83230531396e-13,0.250003495741,0.250453720508,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942792191000.0,918553.960528,-224942792191000.0,-224942791542000.0,-224942792841000.0,-224942792776000.0,-224942791606000.0,2.0,843741378401.0,0.0155968605555,0.25,1.83230531396e-13,0.250003495741,0.249546279492,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228494159714000.0,3519529.64879,-228494159714000.0,-228494157226000.0,-228494162203000.0,-228494161954000.0,-228494157474000.0,2.0,12387088948700.0,0.0155946083013,0.249963898917,1.83230531396e-13,0.250003495741,0.249546279492,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228904127180000.0,4686952.62519,-228904127180000.0,-228904123866000.0,-228904130494000.0,-228904130163000.0,-228904124197000.0,2.0,21967524910800.0,0.00782678820604,0.25,1.83230531396e-13,0.250003495741,0.125226860254,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476528097000.0,781314.367503,-229476528097000.0,-229476527545000.0,-229476528650000.0,-229476528595000.0,-229476527600000.0,2.0,610452140867.0,0.00782791842816,0.125018050542,1.83230531396e-13,0.250003495741,0.250453720508,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817551192000.0,2453602.79103,-229817551192000.0,-229817549457000.0,-229817552927000.0,-229817552754000.0,-229817549631000.0,2.0,6020166656150.0,0.0155968605555,0.25,1.83230531396e-13,0.250003495741,0.249546279492,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368889375000.0,3435139.1945,-233368889375000.0,-233368886946000.0,-233368891804000.0,-233368891561000.0,-233368887189000.0,2.0,11800181285600.0,0.0155941721897,0.249963898917,1.83230531396e-13,0.249996504259,0.249546279492,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778861239000.0,1626840.68196,-233778861239000.0,-233778860089000.0,-233778862389000.0,-233778862274000.0,-233778860204000.0,2.0,2646610604480.0,0.00782656932572,0.25,1.83230531396e-13,0.249996504259,0.125226860254,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234351257196000.0,756553.079016,-234351257196000.0,-234351256661000.0,-234351257731000.0,-234351257677000.0,-234351256714000.0,2.0,572372561369.0,0.00782769951624,0.125018050542,1.83230531396e-13,0.249996504259,0.250453720508,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234692282402000.0,848535.274783,-234692282402000.0,-234692281802000.0,-234692283002000.0,-234692282942000.0,-234692281862000.0,2.0,720012112551.0,0.015596424381,0.25,1.83230531396e-13,0.249996504259,0.249546279492,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243367490000.0,3417743.94784,-238243367490000.0,-238243365073000.0,-238243369906000.0,-238243369665000.0,-238243365315000.0,2.0,11680973693000.0,0.00779688984465,0.249963898917,1.83230531396e-13,0.124995105963,0.249546279492,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238653347754000.0,659343.220719,-238653347754000.0,-238653347287000.0,-238653348220000.0,-238653348173000.0,-238653347334000.0,2.0,434733482709.0,0.00391318616671,0.25,1.83230531396e-13,0.124995105963,0.125226860254,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225741652000.0,1337451.26555,-239225741652000.0,-239225740706000.0,-239225742597000.0,-239225742503000.0,-239225740800000.0,2.0,1788775887710.0,0.00391375124775,0.125018050542,1.83230531396e-13,0.124995105963,0.250453720508,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566765510000.0,212119.041269,-239566765510000.0,-239566765360000.0,-239566765660000.0,-239566765645000.0,-239566765375000.0,2.0,44994487668.8,0.00779801591193,0.25,1.83230531396e-13,0.124995105963,0.249546279492,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457541360671000.0,2234559.38451,-457541360671000.0,-457541359091000.0,-457541362251000.0,-457541362093000.0,-457541359249000.0,2.0,4993255642900.0,0.00779840846903,0.25,1.83230531396e-13,0.125001398296,0.249546279492,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457951341901000.0,2798714.85135,-457951341901000.0,-457951339922000.0,-457951343880000.0,-457951343683000.0,-457951340120000.0,2.0,7832804819190.0,0.00391281804952,0.249963898917,1.83230531396e-13,0.125001398296,0.125226860254,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933719486000.0,2079606.16999,-458933719486000.0,-458933718016000.0,-458933720957000.0,-458933720810000.0,-458933718163000.0,2.0,4324761822280.0,0.0038997672965,0.125018050542,1.83230531396e-13,0.125001398296,0.249546279492,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462416083769000.0,6819442.53796,-462416083769000.0,-462416078947000.0,-462416088591000.0,-462416088108000.0,-462416079429000.0,2.0,46504796528500.0,0.0155968605555,0.25,1.83230531396e-13,0.250003495741,0.249546279492,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462826070422000.0,6580404.38347,-462826070422000.0,-462826065769000.0,-462826075075000.0,-462826074610000.0,-462826066234000.0,2.0,43301721850000.0,0.00782565798392,0.249963898917,1.83230531396e-13,0.250003495741,0.125226860254,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808451998000.0,1366697.40089,-463808451998000.0,-463808451032000.0,-463808452964000.0,-463808452868000.0,-463808451128000.0,2.0,1867861785600.0,0.00779955640487,0.125018050542,1.83230531396e-13,0.250003495741,0.249546279492,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290843243000.0,1635716.35257,-467290843243000.0,-467290842086000.0,-467290844400000.0,-467290844284000.0,-467290842202000.0,2.0,2675567986070.0,0.0155968605555,0.25,1.83230531396e-13,0.250003495741,0.249546279492,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700826275000.0,2538535.88349,-467700826275000.0,-467700824480000.0,-467700828070000.0,-467700827891000.0,-467700824660000.0,2.0,6444164431760.0,0.00782565798392,0.249963898917,1.83230531396e-13,0.250003495741,0.125226860254,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468683205700000.0,717801.992223,-468683205700000.0,-468683205193000.0,-468683206208000.0,-468683206157000.0,-468683205243000.0,2.0,515239700039.0,0.00779955640487,0.125018050542,1.83230531396e-13,0.250003495741,0.249546279492,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165567912000.0,2015340.06308,-472165567912000.0,-472165566487000.0,-472165569338000.0,-472165569195000.0,-472165566630000.0,2.0,4061595569850.0,0.015596424381,0.25,1.83230531396e-13,0.249996504259,0.249546279492,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575553815000.0,7914134.12393,-472575553815000.0,-472575548218000.0,-472575559411000.0,-472575558851000.0,-472575548778000.0,2.0,62633518931500.0,0.0078254391352,0.249963898917,1.83230531396e-13,0.249996504259,0.125226860254,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473557936620000.0,950677.092393,-473557936620000.0,-473557935947000.0,-473557937292000.0,-473557937225000.0,-473557936015000.0,2.0,903786934001.0,0.0077993382861,0.125018050542,1.83230531396e-13,0.249996504259,0.249546279492,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477040060362000.0,1863644.88725,-477040060362000.0,-477040059044000.0,-477040061679000.0,-477040061548000.0,-477040059176000.0,2.0,3473172265780.0,0.00779801591193,0.25,1.83230531396e-13,0.124995105963,0.249546279492,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477450044322000.0,2043653.98862,-477450044322000.0,-477450042877000.0,-477450045767000.0,-477450045623000.0,-477450043021000.0,2.0,4176521625190.0,0.00391262108568,0.249963898917,1.83230531396e-13,0.124995105963,0.125226860254,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432420595000.0,3841898.74645,-478432420595000.0,-478432417879000.0,-478432423312000.0,-478432423040000.0,-478432418150000.0,2.0,14760185978000.0,0.00389957098961,0.125018050542,1.83230531396e-13,0.124995105963,0.249546279492,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696407006870000.0,2876472.2021,-696407006870000.0,-696407004836000.0,-696407008904000.0,-696407008700000.0,-696407005039000.0,2.0,8274092329460.0,0.0038997672965,0.125018050542,1.83230531396e-13,0.125001398296,0.249546279492,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696748026327000.0,2283732.51815,-696748026327000.0,-696748024712000.0,-696748027942000.0,-696748027781000.0,-696748024874000.0,2.0,5215434214460.0,0.003913383159,0.25,1.83230531396e-13,0.125001398296,0.125226860254,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281737969000.0,2250464.02798,-701281737969000.0,-701281736378000.0,-701281739560000.0,-701281739401000.0,-701281736537000.0,2.0,5064588341230.0,0.00779955640487,0.125018050542,1.83230531396e-13,0.250003495741,0.249546279492,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622756905000.0,3489138.95064,-701622756905000.0,-701622754438000.0,-701622759373000.0,-701622759126000.0,-701622754685000.0,2.0,12174090616900.0,0.00782678820604,0.25,1.83230531396e-13,0.250003495741,0.125226860254,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156500092000.0,700584.339849,-706156500092000.0,-706156499597000.0,-706156500587000.0,-706156500538000.0,-706156499646000.0,2.0,490818417241.0,0.00779955640487,0.125018050542,1.83230531396e-13,0.250003495741,0.249546279492,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497513007000.0,4047613.83097,-706497513007000.0,-706497510145000.0,-706497515869000.0,-706497515583000.0,-706497510431000.0,2.0,16383177724600.0,0.00782678820604,0.25,1.83230531396e-13,0.250003495741,0.125226860254,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711031226709000.0,6117375.83713,-711031226709000.0,-711031222384000.0,-711031231035000.0,-711031230603000.0,-711031222816000.0,2.0,37422287132700.0,0.0077993382861,0.125018050542,1.83230531396e-13,0.249996504259,0.249546279492,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711372240380000.0,5630157.87491,-711372240380000.0,-711372236399000.0,-711372244361000.0,-711372243963000.0,-711372236797000.0,2.0,31698677696400.0,0.00782656932572,0.25,1.83230531396e-13,0.249996504259,0.125226860254,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905710040000.0,1218384.93552,-715905710040000.0,-715905709179000.0,-715905710902000.0,-715905710816000.0,-715905709265000.0,2.0,1484461851100.0,0.00389957098961,0.125018050542,1.83230531396e-13,0.124995105963,0.249546279492,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246724342000.0,63901.1514275,-716246724342000.0,-716246724297000.0,-716246724388000.0,-716246724383000.0,-716246724302000.0,2.0,4083357153.77,0.00391318616671,0.25,1.83230531396e-13,0.124995105963,0.125226860254,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613673977000.0,3157434.18731,-935613673977000.0,-935613671744000.0,-935613676209000.0,-935613675986000.0,-935613671967000.0,2.0,9969390647220.0,0.00195697413424,0.125018050542,1.83230531396e-13,0.125001398296,0.125226860254,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940488405966000.0,1524818.3212,-940488405966000.0,-940488404887000.0,-940488407044000.0,-940488406936000.0,-940488404995000.0,2.0,2325070912680.0,0.00391395921408,0.125018050542,1.83230531396e-13,0.250003495741,0.125226860254,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945363161656000.0,4769573.39009,-945363161656000.0,-945363158284000.0,-945363165029000.0,-945363164692000.0,-945363158621000.0,2.0,22748830323500.0,0.00391395921408,0.125018050542,1.83230531396e-13,0.250003495741,0.125226860254,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237897824000.0,5084447.59781,-950237897824000.0,-950237894229000.0,-950237901419000.0,-950237901059000.0,-950237894588000.0,2.0,25851607374900.0,0.00391384975812,0.125018050542,1.83230531396e-13,0.249996504259,0.125226860254,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955112380407000.0,3692867.10929,-955112380407000.0,-955112377796000.0,-955112383018000.0,-955112382757000.0,-955112378057000.0,2.0,13637267486900.0,0.00195687562387,0.125018050542,1.83230531396e-13,0.124995105963,0.125226860254,21
