hours,price
166.0,25.17
167.0,25.95
168.0,22.58
169.0,18.79
170.0,17.98
171.0,17.74
172.0,17.82
173.0,18.04
174.0,19.63
175.0,23.4
176.0,32.49
177.0,30.38
178.0,31.58
179.0,30.44
180.0,32.65
181.0,32.52
182.0,33.6
183.0,33.89
184.0,31.76
185.0,32.83
186.0,38.76
187.0,54.32
188.0,41.53
189.0,33.95
190.0,33.02
191.0,29.54
192.0,25.47
193.0,22.5
194.0,20.76
195.0,20.29
196.0,19.99
197.0,19.63
198.0,20.98
199.0,23.44
200.0,32.93
201.0,28.93
202.0,25.08
203.0,24.12
204.0,22.79
205.0,21.87
206.0,20.41
207.0,19.47
208.0,18.82
209.0,19.4
210.0,23.18
211.0,24.01
212.0,20.68
213.0,19.48
214.0,18.19
215.0,16.99
216.0,13.96
217.0,12.17
218.0,10.27
219.0,9.97
220.0,10.27
221.0,10.06
222.0,11.71
223.0,15.0
224.0,20.91
225.0,19.96
226.0,19.1
227.0,19.25
228.0,19.42
229.0,19.25
230.0,19.45
231.0,19.67
232.0,19.58
233.0,20.04
234.0,23.26
235.0,27.17
236.0,23.7
237.0,21.92
238.0,20.82
239.0,18.99
240.0,17.8
241.0,17.62
242.0,16.44
243.0,15.81
244.0,15.56
245.0,15.63
246.0,15.01
247.0,18.22
248.0,22.02
249.0,20.88
250.0,20.35
251.0,20.55
252.0,20.67
253.0,20.29
254.0,19.8
255.0,19.54
256.0,19.8
257.0,19.64
258.0,22.78
259.0,26.92
260.0,23.55
261.0,23.63
262.0,21.45
263.0,19.43
264.0,19.69
265.0,21.55
266.0,20.69
267.0,20.78
268.0,21.51
269.0,22.77
270.0,23.44
271.0,28.31
272.0,40.37
273.0,44.06
274.0,44.17
275.0,43.29
276.0,40.27
277.0,35.44
278.0,32.43
279.0,32.61
280.0,28.92
281.0,29.9
282.0,38.06
283.0,42.36
284.0,35.3
285.0,32.03
286.0,28.91
287.0,29.45
288.0,25.84
289.0,29.48
290.0,28.31
291.0,27.41
292.0,26.99
293.0,25.71
294.0,29.51
295.0,33.31
296.0,41.07
297.0,43.83
298.0,48.44
299.0,53.84
300.0,50.65
301.0,44.34
302.0,39.96
303.0,35.89
304.0,33.69
305.0,35.05
306.0,48.67
307.0,70.12
308.0,53.81
309.0,44.13
310.0,43.1
311.0,35.76
312.0,37.82
313.0,34.22
314.0,30.84
315.0,27.68
316.0,24.3
317.0,23.66
318.0,23.5
319.0,25.95
320.0,27.46
321.0,28.23
322.0,29.42
323.0,27.99
324.0,26.3
325.0,25.51
326.0,24.21
327.0,24.12
328.0,23.5
329.0,24.6
330.0,32.44
331.0,42.95
332.0,35.8
333.0,25.67
334.0,23.39
335.0,22.33
336.0,20.14
337.0,19.72
338.0,18.83
339.0,18.55
340.0,18.77
341.0,19.09
342.0,18.6
343.0,20.72
344.0,28.82
345.0,32.25
346.0,31.62
347.0,31.3
348.0,30.83
349.0,29.58
350.0,26.91
351.0,24.57
352.0,24.43
353.0,26.69
354.0,34.24
355.0,51.29
356.0,40.41
357.0,38.11
358.0,35.09
359.0,33.13
360.0,31.74
361.0,26.07
362.0,25.9
363.0,26.47
364.0,26.82
365.0,26.98
366.0,28.83
367.0,40.55
368.0,58.09
369.0,60.75
370.0,56.85
371.0,54.23
372.0,50.88
373.0,48.4
374.0,44.84
375.0,42.43
376.0,40.75
377.0,44.04
378.0,55.72
379.0,77.3
380.0,68.73
381.0,62.68
382.0,55.25
383.0,49.12
384.0,41.29
385.0,36.09
386.0,30.63
387.0,28.21
388.0,23.18
389.0,21.85
390.0,21.6
391.0,26.6
392.0,38.98
393.0,49.43
394.0,40.97
395.0,36.94
396.0,29.18
397.0,26.04
398.0,24.49
399.0,22.67
400.0,22.88
401.0,23.18
402.0,25.6
403.0,36.49
404.0,32.92
405.0,27.42
406.0,26.27
407.0,26.1
408.0,21.74
409.0,14.52
410.0,11.73
411.0,11.8
412.0,12.12
413.0,14.38
414.0,12.57
415.0,27.12
416.0,37.95
417.0,45.78
418.0,36.78
419.0,38.28
420.0,37.93
421.0,32.39
422.0,30.95
423.0,29.06
424.0,27.18
425.0,27.11
426.0,30.8
427.0,45.53
428.0,41.43
429.0,34.4
430.0,33.77
431.0,22.75
432.0,20.66
433.0,19.5
434.0,18.17
435.0,17.54
436.0,16.87
437.0,16.07
438.0,16.85
439.0,17.65
440.0,25.42
441.0,22.76
442.0,20.14
443.0,19.35
444.0,17.79
445.0,17.02
446.0,16.11
447.0,15.46
448.0,15.62
449.0,17.77
450.0,19.52
451.0,22.26
452.0,22.13
453.0,21.77
454.0,21.23
455.0,21.59
456.0,20.85
457.0,21.14
458.0,20.9
459.0,21.04
460.0,21.1
461.0,21.44
462.0,21.66
463.0,22.11
464.0,23.96
465.0,25.02
466.0,29.48
467.0,29.91
468.0,27.84
469.0,24.33
470.0,23.34
471.0,23.58
472.0,22.72
473.0,23.42
474.0,28.32
475.0,34.13
476.0,29.81
477.0,25.9
478.0,23.73
479.0,23.73
480.0,22.64
481.0,21.19
482.0,20.79
483.0,20.41
484.0,20.36
485.0,19.78
486.0,19.68
487.0,20.06
488.0,20.56
489.0,21.12
490.0,22.98
491.0,23.08
492.0,22.56
493.0,22.36
494.0,22.17
495.0,21.19
496.0,20.8
497.0,20.46
498.0,21.82
499.0,24.18
500.0,20.97
501.0,20.44
502.0,17.86
503.0,15.28
504.0,13.35
505.0,13.1
506.0,10.67
507.0,8.71
508.0,9.92
509.0,9.81
510.0,9.77
511.0,12.3
512.0,20.29
513.0,19.62
514.0,19.51
515.0,20.01
516.0,20.09
517.0,19.76
518.0,19.95
519.0,18.96
520.0,18.5
521.0,17.9
522.0,21.08
523.0,24.83
524.0,21.32
525.0,20.29
526.0,18.85
527.0,18.53
528.0,15.25
529.0,16.71
530.0,16.25
531.0,15.7
532.0,16.39
533.0,17.44
534.0,19.09
535.0,20.14
536.0,25.09
537.0,25.49
538.0,24.71
539.0,25.79
540.0,25.03
541.0,24.65
542.0,23.5
543.0,22.82
544.0,22.16
545.0,22.59
546.0,26.82
547.0,34.34
548.0,33.28
549.0,31.83
550.0,27.25
551.0,24.19
552.0,23.25
553.0,22.27
554.0,22.77
555.0,22.52
556.0,22.6
557.0,22.55
558.0,24.54
559.0,30.61
560.0,41.85
561.0,39.41
562.0,35.93
563.0,33.9
564.0,32.23
565.0,29.44
566.0,25.86
567.0,24.85
568.0,24.09
569.0,24.12
570.0,28.33
571.0,36.12
572.0,33.07
573.0,30.57
574.0,26.83
575.0,23.85
576.0,21.96
577.0,23.16
578.0,22.52
579.0,21.64
580.0,22.25
581.0,22.43
582.0,24.56
583.0,29.97
584.0,38.88
585.0,36.85
586.0,31.37
587.0,28.24
588.0,27.66
589.0,24.68
590.0,24.0
591.0,22.29
592.0,20.94
593.0,20.97
594.0,20.79
595.0,22.11
596.0,20.46
597.0,19.09
598.0,17.09
599.0,15.99
600.0,14.41
601.0,13.7
602.0,13.14
603.0,10.96
604.0,10.57
605.0,10.65
606.0,11.75
607.0,15.55
608.0,22.78
609.0,21.29
610.0,18.93
611.0,19.2
612.0,17.97
613.0,17.8
614.0,18.3
615.0,18.79
616.0,18.78
617.0,19.13
618.0,21.55
619.0,25.89
620.0,21.95
621.0,20.98
622.0,20.32
623.0,19.22
624.0,18.27
625.0,15.99
626.0,15.33
627.0,15.32
628.0,15.49
629.0,15.26
630.0,15.48
631.0,16.75
632.0,20.45
633.0,21.48
634.0,22.84
635.0,24.33
636.0,22.54
637.0,21.6
638.0,21.2
639.0,19.94
640.0,20.01
641.0,20.61
642.0,23.34
643.0,27.75
644.0,25.15
645.0,23.22
646.0,23.09
647.0,21.02
648.0,21.01
649.0,22.44
650.0,21.97
651.0,21.74
652.0,21.64
653.0,21.41
654.0,21.14
655.0,22.07
656.0,23.56
657.0,23.49
658.0,24.44
659.0,25.66
660.0,25.65
661.0,24.87
662.0,24.31
663.0,22.78
664.0,22.73
665.0,23.22
666.0,26.1
667.0,35.62
668.0,29.85
669.0,28.68
670.0,26.27
671.0,23.08
672.0,21.85
673.0,22.15
674.0,21.82
675.0,21.96
676.0,21.96
677.0,23.46
678.0,24.65
679.0,30.32
680.0,46.66
681.0,43.14
682.0,39.86
683.0,39.61
684.0,37.91
685.0,33.72
686.0,32.06
687.0,30.46
688.0,28.2
689.0,28.44
690.0,36.46
691.0,48.24
692.0,43.8
693.0,37.43
694.0,32.9
695.0,28.42
696.0,24.73
697.0,24.49
698.0,23.25
699.0,23.09
700.0,22.26
701.0,21.62
702.0,22.5
703.0,23.64
704.0,34.93
705.0,28.13
706.0,27.02
707.0,23.78
708.0,21.94
709.0,20.43
710.0,19.95
711.0,18.55
712.0,18.01
713.0,18.34
714.0,20.08
715.0,23.38
716.0,22.48
717.0,22.31
718.0,20.39
719.0,19.87
720.0,18.08
721.0,18.34
722.0,18.34
723.0,18.32
724.0,18.45
725.0,18.71
726.0,19.94
727.0,22.32
728.0,29.24
729.0,26.94
730.0,26.9
731.0,26.83
732.0,26.47
733.0,25.73
734.0,24.96
735.0,25.28
736.0,22.47
737.0,23.41
738.0,25.38
739.0,30.12
740.0,29.25
741.0,24.13
742.0,23.49
743.0,21.03
744.0,18.26
745.0,16.96
746.0,17.14
747.0,16.65
748.0,17.24
749.0,18.28
750.0,19.39
751.0,20.57
752.0,25.96
753.0,24.58
754.0,22.72
755.0,22.99
756.0,22.7
757.0,21.64
758.0,21.25
759.0,20.89
760.0,21.12
761.0,22.3
762.0,26.87
763.0,38.71
764.0,40.15
765.0,36.58
766.0,32.74
767.0,29.71
768.0,27.8
769.0,27.34
770.0,28.16
771.0,29.92
772.0,27.55
773.0,29.24
774.0,30.43
775.0,41.53
776.0,60.75
777.0,48.66
778.0,42.67
779.0,39.15
780.0,34.24
781.0,27.79
782.0,23.89
783.0,22.02
784.0,22.07
785.0,21.75
786.0,25.33
787.0,31.95
788.0,31.23
789.0,25.4
790.0,23.19
791.0,22.5
792.0,21.86
793.0,20.91
794.0,21.35
795.0,21.33
796.0,20.84
797.0,21.05
798.0,22.04
799.0,23.61
800.0,24.44
801.0,26.53
802.0,24.93
803.0,25.56
804.0,25.6
805.0,23.83
806.0,22.01
807.0,21.82
808.0,20.75
809.0,21.64
810.0,21.94
811.0,24.16
812.0,21.55
813.0,19.88
814.0,19.13
815.0,19.3
816.0,18.65
817.0,17.83
818.0,17.11
819.0,17.57
820.0,16.76
821.0,15.23
822.0,16.91
823.0,15.77
824.0,17.11
825.0,18.92
826.0,19.55
827.0,20.71
828.0,20.19
829.0,20.16
830.0,20.58
831.0,20.53
832.0,20.37
833.0,21.06
834.0,23.09
835.0,29.74
836.0,28.97
837.0,26.48
838.0,24.66
839.0,23.59
840.0,22.08
841.0,21.11
842.0,20.75
843.0,20.59
844.0,20.95
845.0,21.74
846.0,22.86
847.0,29.79
848.0,43.7
849.0,37.5
850.0,33.31
851.0,31.86
852.0,33.17
853.0,30.87
854.0,29.29
855.0,27.22
856.0,25.42
857.0,27.17
858.0,29.36
859.0,41.75
860.0,37.26
861.0,33.09
862.0,28.73
863.0,24.97
864.0,22.36
865.0,21.43
866.0,21.15
867.0,21.48
868.0,21.81
869.0,22.42
870.0,24.07
871.0,33.61
872.0,48.22
873.0,44.78
874.0,41.17
875.0,41.42
876.0,36.0
877.0,32.73
878.0,30.64
879.0,27.69
880.0,25.4
881.0,25.88
882.0,33.02
883.0,41.45
884.0,40.32
885.0,34.33
886.0,29.8
887.0,25.35
888.0,24.18
889.0,22.64
890.0,21.52
891.0,21.11
892.0,21.38
893.0,21.37
894.0,22.23
895.0,25.26
896.0,34.25
897.0,30.03
898.0,31.17
899.0,31.38
900.0,31.12
901.0,30.13
902.0,30.79
903.0,27.84
904.0,27.09
905.0,25.45
906.0,29.08
907.0,37.48
908.0,40.43
909.0,32.21
910.0,30.1
911.0,24.09
912.0,22.68
913.0,23.14
914.0,22.95
915.0,23.05
916.0,23.05
917.0,23.05
918.0,25.08
919.0,32.64
920.0,46.52
921.0,46.46
922.0,44.14
923.0,42.01
924.0,37.95
925.0,32.6
926.0,30.73
927.0,29.22
928.0,26.74
929.0,26.83
930.0,27.99
931.0,35.15
932.0,35.45
933.0,30.3
934.0,26.11
935.0,22.95
936.0,21.18
937.0,20.24
938.0,20.14
939.0,19.27
940.0,19.22
941.0,19.35
942.0,19.77
943.0,22.43
944.0,32.19
945.0,27.36
946.0,27.11
947.0,25.84
948.0,25.62
949.0,23.57
950.0,23.24
951.0,22.13
952.0,21.96
953.0,22.13
954.0,23.3
955.0,26.82
956.0,27.56
957.0,24.72
958.0,23.93
959.0,22.53
960.0,23.1
961.0,20.84
962.0,20.08
963.0,19.85
964.0,19.79
965.0,19.74
966.0,20.77
967.0,22.23
968.0,24.53
969.0,25.38
970.0,26.66
971.0,27.08
972.0,27.17
973.0,26.25
974.0,24.25
975.0,24.25
976.0,23.28
977.0,23.41
978.0,23.65
979.0,28.72
980.0,26.84
981.0,24.03
982.0,22.69
983.0,22.31
984.0,21.19
985.0,20.34
986.0,19.56
987.0,19.68
988.0,19.26
989.0,18.99
990.0,19.12
991.0,19.52
992.0,19.61
993.0,20.61
994.0,20.75
995.0,21.78
996.0,21.81
997.0,21.62
998.0,21.25
999.0,19.99
1000.0,19.85
1001.0,20.83
1002.0,22.15
1003.0,27.94
1004.0,26.59
1005.0,23.75
1006.0,23.11
1007.0,21.1
1008.0,21.58
1009.0,20.3
1010.0,20.6
1011.0,20.07
1012.0,20.97
1013.0,20.85
1014.0,21.96
1015.0,25.93
1016.0,36.2
1017.0,32.7
1018.0,32.44
1019.0,30.73
1020.0,28.53
1021.0,28.43
1022.0,26.47
1023.0,25.36
1024.0,23.45
1025.0,22.95
1026.0,24.87
1027.0,32.59
1028.0,32.94
1029.0,27.59
1030.0,24.18
1031.0,21.94
1032.0,20.74
1033.0,20.96
1034.0,20.26
1035.0,19.66
1036.0,19.03
1037.0,18.42
1038.0,19.44
1039.0,21.85
1040.0,29.06
1041.0,24.27
1042.0,22.41
1043.0,20.7
1044.0,20.81
1045.0,20.28
1046.0,19.91
1047.0,19.42
1048.0,19.87
1049.0,20.23
1050.0,20.43
1051.0,23.09
1052.0,20.98
1053.0,19.29
1054.0,17.87
1055.0,16.28
1056.0,13.71
1057.0,14.14
1058.0,12.49
1059.0,11.52
1060.0,11.33
1061.0,12.37
1062.0,14.36
1063.0,18.07
1064.0,21.68
1065.0,19.18
1066.0,18.55
1067.0,18.28
1068.0,18.76
1069.0,19.08
1070.0,18.03
1071.0,17.54
1072.0,17.19
1073.0,17.48
1074.0,19.26
1075.0,20.88
1076.0,20.57
1077.0,19.95
1078.0,19.67
1079.0,19.67
1080.0,18.6
1081.0,16.06
1082.0,15.98
1083.0,15.77
1084.0,17.58
1085.0,18.13
1086.0,19.48
1087.0,23.12
1088.0,26.27
1089.0,24.59
1090.0,23.8
1091.0,22.24
1092.0,21.54
1093.0,21.57
1094.0,21.23
1095.0,21.07
1096.0,20.48
1097.0,17.89
1098.0,16.89
1099.0,18.67
1100.0,18.38
1101.0,15.29
1102.0,15.43
1103.0,12.7
1104.0,11.01
1105.0,8.21
1106.0,8.95
1107.0,8.68
1108.0,10.78
1109.0,11.59
1110.0,15.61
1111.0,20.05
1112.0,24.16
1113.0,23.43
1114.0,25.9
1115.0,27.09
1116.0,26.59
1117.0,25.33
1118.0,23.51
1119.0,22.16
1120.0,20.95
1121.0,20.72
1122.0,19.98
1123.0,20.7
1124.0,19.65
1125.0,17.5
1126.0,15.58
1127.0,12.69
1128.0,11.58
1129.0,7.34
1130.0,7.9
1131.0,7.85
1132.0,7.72
1133.0,8.28
1134.0,11.22
1135.0,12.77
1136.0,15.34
1137.0,18.2
1138.0,19.38
1139.0,20.66
1140.0,20.43
1141.0,20.35
1142.0,19.07
1143.0,18.86
1144.0,17.58
1145.0,16.87
1146.0,19.91
1147.0,20.93
1148.0,21.8
1149.0,20.48
1150.0,21.0
1151.0,22.28
1152.0,21.09
1153.0,20.17
1154.0,19.31
1155.0,18.91
1156.0,17.19
1157.0,13.5
1158.0,11.94
1159.0,7.52
1160.0,7.56
1161.0,6.32
1162.0,6.34
1163.0,5.96
1164.0,5.94
1165.0,5.99
1166.0,6.45
1167.0,7.46
1168.0,9.67
1169.0,12.49
1170.0,14.73
1171.0,18.94
1172.0,20.12
1173.0,17.38
1174.0,16.11
1175.0,14.63
1176.0,14.87
1177.0,13.98
1178.0,14.38
1179.0,14.28
1180.0,13.15
1181.0,13.98
1182.0,15.87
1183.0,17.12
1184.0,21.64
1185.0,19.97
1186.0,18.99
1187.0,19.36
1188.0,18.71
1189.0,18.66
1190.0,19.39
1191.0,19.31
1192.0,19.21
1193.0,19.99
1194.0,21.33
1195.0,24.09
1196.0,24.76
1197.0,22.24
1198.0,20.64
1199.0,19.4
1200.0,19.5
1201.0,20.67
1202.0,20.63
1203.0,20.35
1204.0,20.7
1205.0,20.51
1206.0,21.21
1207.0,26.3
1208.0,32.1
1209.0,30.42
1210.0,28.28
1211.0,25.6
1212.0,24.55
1213.0,23.02
1214.0,21.9
1215.0,20.59
1216.0,20.08
1217.0,20.03
1218.0,20.4
1219.0,23.91
1220.0,23.18
1221.0,20.79
1222.0,20.14
1223.0,18.68
1224.0,18.45
1225.0,21.88
1226.0,21.73
1227.0,20.52
1228.0,21.29
1229.0,21.76
1230.0,23.98
1231.0,31.62
1232.0,48.66
1233.0,45.54
1234.0,40.1
1235.0,37.62
1236.0,37.64
1237.0,35.64
1238.0,32.6
1239.0,31.39
1240.0,29.92
1241.0,30.52
1242.0,34.1
1243.0,41.49
1244.0,44.78
1245.0,35.27
1246.0,30.66
1247.0,26.3
1248.0,23.79
1249.0,22.08
1250.0,21.92
1251.0,21.53
1252.0,21.46
1253.0,22.0
1254.0,24.19
1255.0,29.79
1256.0,37.95
1257.0,34.79
1258.0,33.56
1259.0,33.17
1260.0,33.47
1261.0,31.65
1262.0,27.53
1263.0,26.27
1264.0,24.52
1265.0,24.19
1266.0,27.24
1267.0,33.61
1268.0,35.25
1269.0,30.24
1270.0,27.46
1271.0,24.9
1272.0,23.55
1273.0,22.09
1274.0,22.0
1275.0,21.5
1276.0,20.89
1277.0,20.41
1278.0,20.9
1279.0,25.14
1280.0,30.32
1281.0,29.08
1282.0,28.03
1283.0,29.37
1284.0,29.3
1285.0,28.98
1286.0,26.63
1287.0,25.68
1288.0,24.73
1289.0,24.32
1290.0,26.42
1291.0,31.07
1292.0,31.76
1293.0,27.07
1294.0,25.46
1295.0,23.38
1296.0,21.77
1297.0,24.12
1298.0,23.58
1299.0,22.01
1300.0,21.64
1301.0,22.22
1302.0,22.08
1303.0,24.18
1304.0,27.21
1305.0,28.05
1306.0,29.62
1307.0,29.32
1308.0,30.1
1309.0,28.28
1310.0,26.55
1311.0,24.6
1312.0,24.38
1313.0,25.56
1314.0,28.08
1315.0,32.22
1316.0,30.96
1317.0,28.74
1318.0,24.77
1319.0,20.43
1320.0,19.55
1321.0,16.72
1322.0,14.96
1323.0,13.97
1324.0,13.33
1325.0,13.39
1326.0,13.43
1327.0,15.2
1328.0,17.71
1329.0,19.04
1330.0,19.98
1331.0,20.62
1332.0,21.0
1333.0,20.15
1334.0,20.39
1335.0,19.79
1336.0,19.94
1337.0,20.8
1338.0,22.35
1339.0,28.74
1340.0,30.49
1341.0,26.75
1342.0,23.86
1343.0,20.67
1344.0,20.35
1345.0,17.57
1346.0,18.32
1347.0,17.38
1348.0,17.72
1349.0,17.54
1350.0,18.24
1351.0,19.94
1352.0,23.0
1353.0,20.94
1354.0,19.67
1355.0,20.15
1356.0,19.68
1357.0,18.58
1358.0,19.05
1359.0,19.11
1360.0,18.48
1361.0,18.2
1362.0,18.86
1363.0,21.44
1364.0,21.95
1365.0,19.9
1366.0,17.48
1367.0,15.72
1368.0,14.93
1369.0,14.68
1370.0,14.32
1371.0,14.47
1372.0,15.21
1373.0,16.94
1374.0,18.17
1375.0,23.11
1376.0,29.27
1377.0,29.28
1378.0,25.88
1379.0,27.47
1380.0,25.66
1381.0,25.09
1382.0,24.26
1383.0,23.86
1384.0,23.23
1385.0,22.96
1386.0,24.5
1387.0,28.86
1388.0,30.28
1389.0,25.0
1390.0,23.66
1391.0,21.55
1392.0,21.18
1393.0,19.93
1394.0,19.58
1395.0,19.64
1396.0,19.61
1397.0,20.47
1398.0,21.41
1399.0,24.94
1400.0,32.4
1401.0,30.14
1402.0,29.37
1403.0,28.48
1404.0,26.77
1405.0,26.27
1406.0,25.2
1407.0,24.75
1408.0,23.41
1409.0,22.22
1410.0,22.82
1411.0,25.71
1412.0,26.73
1413.0,23.01
1414.0,20.7
1415.0,18.8
1416.0,18.01
1417.0,16.76
1418.0,15.99
1419.0,15.35
1420.0,15.23
1421.0,15.93
1422.0,17.78
1423.0,21.05
1424.0,24.23
1425.0,23.6
1426.0,23.99
1427.0,23.66
1428.0,23.74
1429.0,23.96
1430.0,23.56
1431.0,22.76
1432.0,22.02
1433.0,22.81
1434.0,24.49
1435.0,27.38
1436.0,30.5
1437.0,27.75
1438.0,24.77
1439.0,23.8
1440.0,22.4
1441.0,22.29
1442.0,21.89
1443.0,21.31
1444.0,21.09
1445.0,20.81
1446.0,21.49
1447.0,25.93
1448.0,28.34
1449.0,26.74
1450.0,24.58
1451.0,24.35
1452.0,22.92
1453.0,21.58
1454.0,20.78
1455.0,19.38
1456.0,19.22
1457.0,18.3
1458.0,19.38
1459.0,20.93
1460.0,21.5
1461.0,19.65
1462.0,19.37
1463.0,16.77
1464.0,15.13
1465.0,14.38
1466.0,13.17
1467.0,12.62
1468.0,12.08
1469.0,11.72
1470.0,11.56
1471.0,13.18
1472.0,16.3
1473.0,18.39
1474.0,19.19
1475.0,19.43
1476.0,17.74
1477.0,16.3
1478.0,15.4
1479.0,14.47
1480.0,14.09
1481.0,14.03
1482.0,16.07
1483.0,18.98
1484.0,21.58
1485.0,18.83
1486.0,15.74
1487.0,14.51
1488.0,13.22
1489.0,9.89
1490.0,9.04
1491.0,9.35
1492.0,8.87
1493.0,9.2
1494.0,9.03
1495.0,11.09
1496.0,12.64
1497.0,12.86
1498.0,13.18
1499.0,13.73
1500.0,13.22
1501.0,13.16
1502.0,12.45
1503.0,11.84
1504.0,11.78
1505.0,11.83
1506.0,13.52
1507.0,17.25
1508.0,20.02
1509.0,16.32
1510.0,13.23
1511.0,11.53
1512.0,9.16
1513.0,10.18
1514.0,9.04
1515.0,9.19
1516.0,8.68
1517.0,9.27
1518.0,10.12
1519.0,11.88
1520.0,19.82
1521.0,19.19
1522.0,18.85
1523.0,19.07
1524.0,20.11
1525.0,19.81
1526.0,19.77
1527.0,19.12
1528.0,18.12
1529.0,17.92
1530.0,20.37
1531.0,26.04
1532.0,28.76
1533.0,25.81
1534.0,22.48
1535.0,19.77
1536.0,18.12
1537.0,19.07
1538.0,18.2
1539.0,17.72
1540.0,17.66
1541.0,18.42
1542.0,19.96
1543.0,25.7
1544.0,31.71
1545.0,28.0
1546.0,26.16
1547.0,26.16
1548.0,24.82
1549.0,23.5
1550.0,22.73
1551.0,21.84
1552.0,20.53
1553.0,19.84
1554.0,21.66
1555.0,24.98
1556.0,30.33
1557.0,26.3
1558.0,24.49
1559.0,21.7
1560.0,19.47
1561.0,21.23
1562.0,20.64
1563.0,20.64
1564.0,20.08
1565.0,20.48
1566.0,22.1
1567.0,27.5
1568.0,35.28
1569.0,31.52
1570.0,28.92
1571.0,27.4
1572.0,26.12
1573.0,25.29
1574.0,24.72
1575.0,23.9
1576.0,23.01
1577.0,23.27
1578.0,24.72
1579.0,30.02
1580.0,35.1
1581.0,30.15
1582.0,28.19
1583.0,25.18
1584.0,23.03
1585.0,21.14
1586.0,20.82
1587.0,20.7
1588.0,20.93
1589.0,21.54
1590.0,23.97
1591.0,32.8
1592.0,44.68
1593.0,41.9
1594.0,39.87
1595.0,35.72
1596.0,33.53
1597.0,30.22
1598.0,28.49
1599.0,26.74
1600.0,26.22
1601.0,26.17
1602.0,28.82
1603.0,35.78
1604.0,41.72
1605.0,35.43
1606.0,30.92
1607.0,27.07
1608.0,24.78
1609.0,22.7
1610.0,22.23
1611.0,21.62
1612.0,21.55
1613.0,21.84
1614.0,23.7
1615.0,30.43
1616.0,39.51
1617.0,33.2
1618.0,29.68
1619.0,27.01
1620.0,26.76
1621.0,25.18
1622.0,24.11
1623.0,22.79
1624.0,21.95
1625.0,21.32
1626.0,21.87
1627.0,24.01
1628.0,28.22
1629.0,24.55
1630.0,23.02
1631.0,21.67
1632.0,20.14
1633.0,20.4
1634.0,20.32
1635.0,19.76
1636.0,19.88
1637.0,19.8
1638.0,19.94
1639.0,21.56
1640.0,22.4
1641.0,22.95
1642.0,24.19
1643.0,24.08
1644.0,22.97
1645.0,22.8
1646.0,22.02
1647.0,21.62
1648.0,21.45
1649.0,21.41
1650.0,21.5
1651.0,24.37
1652.0,27.51
1653.0,23.75
1654.0,21.64
1655.0,21.38
1656.0,20.66
1657.0,19.26
1658.0,18.89
1659.0,18.68
1660.0,18.66
1661.0,18.49
1662.0,19.62
1663.0,20.2
1664.0,20.87
1665.0,21.69
