smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity
1200.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1926315421.46,4044905.74013,-1926986263.21,-1921060339.14,-1930228820.3,-1929985537.4,-1921706127.09,4.0,16361262446500.0,5.88667788813e-14,121,0.125,0.00195314164237,0.125001065112,0.125
1200.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-176986249350.0,580260.388663,-176986520059.0,-176985381938.0,-176986575344.0,-176986574448.0,-176985545259.0,4.0,336702118651.0,5.88667788813e-14,1,0.125,0.00195306767627,0.124996331281,0.125
1200.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-177333377468.0,4176742.80896,-177334337492.0,-177327485459.0,-177337349429.0,-177336897729.0,-177328513174.0,4.0,17445180492200.0,5.88667788813e-14,27,0.25,0.00781227070507,0.124996331281,0.25
1200.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-177666283297.0,4414520.04435,-177666781797.0,-177660939524.0,-177670630067.0,-177670396792.0,-177661471900.0,4.0,19487987221900.0,5.88667788813e-14,53,0.25,0.00781227070507,0.124996331281,0.25
1200.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-177995103905.0,6352689.86984,-177996541599.0,-177986660317.0,-178000672105.0,-178000458321.0,-177987736718.0,4.0,40356668582400.0,5.88667788813e-14,79,0.25,0.00781227070507,0.124996331281,0.25
1200.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-178305006073.0,4076961.29496,-178304757349.0,-178300583469.0,-178309926123.0,-178309410068.0,-178300950290.0,4.0,16621613400600.0,5.88667788813e-14,105,0.125,0.00195306767627,0.124996331281,0.125
1200.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-278104661894000.0,3447988.02455,-278104661940000.0,-278104657636000.0,-278104666057000.0,-278104665487000.0,-278104658234000.0,4.0,11888621417400.0,5.88667788813e-14,22,0.25,0.00390628328475,0.125001065112,0.125
1200.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-278105003730000.0,1796390.33612,-278105003648000.0,-278105001661000.0,-278105005964000.0,-278105005683000.0,-278105001892000.0,4.0,3227018239700.0,5.88667788813e-14,48,0.25,0.0078125665695,0.125001065112,0.25
1200.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-278105330662000.0,3415331.66075,-278105330022000.0,-278105327583000.0,-278105335020000.0,-278105334524000.0,-278105327696000.0,4.0,11664490352900.0,5.88667788813e-14,74,0.25,0.0078125665695,0.125001065112,0.25
1200.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-278105658549000.0,10539025.7928,-278105659506000.0,-278105646840000.0,-278105668345000.0,-278105668071000.0,-278105647688000.0,4.0,111071064662000.0,5.88667788813e-14,100,0.125,0.00390628328475,0.125001065112,0.25
1200.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284399378555000.0,2940037.20545,-284399379436000.0,-284399374306000.0,-284399381043000.0,-284399380840000.0,-284399375037000.0,4.0,8643818769400.0,5.88667788813e-14,17,0.25,0.0078125665695,0.250002130224,0.125
1200.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284399715062000.0,6721787.22932,-284399715241000.0,-284399706685000.0,-284399723082000.0,-284399722012000.0,-284399707863000.0,4.0,45182423556300.0,5.88667788813e-14,43,0.25,0.015625133139,0.250002130224,0.25
1200.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284400051422000.0,7828349.08648,-284400051338000.0,-284400042943000.0,-284400060070000.0,-284400059407000.0,-284400043556000.0,4.0,61283049419700.0,5.88667788813e-14,69,0.25,0.015625133139,0.250002130224,0.25
1200.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284400372419000.0,5885068.42537,-284400373804000.0,-284400364524000.0,-284400377545000.0,-284400377343000.0,-284400365557000.0,4.0,34634030371300.0,5.88667788813e-14,95,0.125,0.0078125665695,0.250002130224,0.25
1200.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-290694095211000.0,2998495.46094,-290694095396000.0,-290694091500000.0,-290694098551000.0,-290694098227000.0,-290694091935000.0,4.0,8990975029300.0,5.88667788813e-14,12,0.25,0.00781258136272,0.250002603607,0.125
1200.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-290694430215000.0,5396261.28148,-290694431087000.0,-290694423426000.0,-290694435260000.0,-290694435035000.0,-290694424174000.0,4.0,29119635818000.0,5.88667788813e-14,38,0.25,0.0156251627254,0.250002603607,0.25
1200.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-290694764698000.0,4174701.89659,-290694765478000.0,-290694759071000.0,-290694768766000.0,-290694768452000.0,-290694759853000.0,4.0,17428135925400.0,5.88667788813e-14,64,0.25,0.0156251627254,0.250002603607,0.25
1200.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-290695099372000.0,10756540.4308,-290695099202000.0,-290695088959000.0,-290695110125000.0,-290695109663000.0,-290695089319000.0,4.0,115703162040000.0,5.88667788813e-14,90,0.125,0.00781258136272,0.250002603607,0.25
1200.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-296988832311000.0,3106427.43817,-296988831501000.0,-296988829730000.0,-296988836513000.0,-296988835954000.0,-296988829803000.0,4.0,9649891428640.0,5.88667788813e-14,7,0.25,0.0078124334305,0.249997869776,0.125
1200.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-296989171247000.0,3672602.78674,-296989172256000.0,-296989166197000.0,-296989174278000.0,-296989174180000.0,-296989166901000.0,4.0,13488011229200.0,5.88667788813e-14,33,0.25,0.015624866861,0.249997869776,0.25
1200.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-296989501551000.0,6331716.79884,-296989500837000.0,-296989495582000.0,-296989508947000.0,-296989508301000.0,-296989495800000.0,4.0,40090637620800.0,5.88667788813e-14,59,0.25,0.015624866861,0.249997869776,0.25
1200.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-296989828001000.0,8986537.26456,-296989828154000.0,-296989819257000.0,-296989836440000.0,-296989836228000.0,-296989819560000.0,4.0,80757852007300.0,5.88667788813e-14,85,0.125,0.0078124334305,0.249997869776,0.25
1200.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-303283308614000.0,5974913.49776,-303283310593000.0,-303283299877000.0,-303283313395000.0,-303283313004000.0,-303283301456000.0,4.0,35699591305700.0,5.88667788813e-14,2,0.25,0.00390613535253,0.124996331281,0.125
1200.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-303283650597000.0,6996151.83412,-303283651190000.0,-303283641815000.0,-303283658194000.0,-303283657500000.0,-303283642865000.0,4.0,48946140486100.0,5.88667788813e-14,28,0.25,0.00781227070507,0.124996331281,0.25
1200.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-303283980127000.0,7324434.60115,-303283980965000.0,-303283971585000.0,-303283986991000.0,-303283986754000.0,-303283972326000.0,4.0,53647342226500.0,5.88667788813e-14,54,0.25,0.00781227070507,0.124996331281,0.25
1200.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-303284302404000.0,9186528.22107,-303284305925000.0,-303284289066000.0,-303284308700000.0,-303284308633000.0,-303284291246000.0,4.0,84392300756500.0,5.88667788813e-14,80,0.125,0.00390613535253,0.124996331281,0.25
1200.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-581210983021000.0,5420181.58292,-581210983323000.0,-581210977544000.0,-581210987892000.0,-581210987827000.0,-581210977790000.0,4.0,29378368391800.0,5.88667788813e-14,23,0.25,0.00390628328475,0.125001065112,0.125
1200.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-581211318169000.0,3252284.01525,-581211319453000.0,-581211313348000.0,-581211320422000.0,-581211320313000.0,-581211314227000.0,4.0,10577351315800.0,5.88667788813e-14,49,0.25,0.0078125665695,0.125001065112,0.25
1200.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-581211642436000.0,11573456.1809,-581211640066000.0,-581211631776000.0,-581211657834000.0,-581211655839000.0,-581211632350000.0,4.0,133944887971000.0,5.88667788813e-14,75,0.125,0.00390628328475,0.125001065112,0.25
1200.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-587505697611000.0,3159471.33673,-587505697619000.0,-587505694467000.0,-587505700739000.0,-587505700611000.0,-587505694600000.0,4.0,9982259127630.0,5.88667788813e-14,18,0.25,0.0078125665695,0.250002130224,0.125
1200.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-587506033056000.0,5003692.51508,-587506034729000.0,-587506025956000.0,-587506036809000.0,-587506036735000.0,-587506027034000.0,4.0,25036938785400.0,5.88667788813e-14,44,0.25,0.015625133139,0.250002130224,0.25
1200.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-587506358422000.0,1808813.52704,-587506358418000.0,-587506356609000.0,-587506360242000.0,-587506360158000.0,-587506356690000.0,4.0,3271806375620.0,5.88667788813e-14,70,0.125,0.0078125665695,0.250002130224,0.25
1200.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-593800410843000.0,5346227.33412,-593800409509000.0,-593800406215000.0,-593800418136000.0,-593800417134000.0,-593800406417000.0,4.0,28582146708100.0,5.88667788813e-14,13,0.25,0.00781258136272,0.250002603607,0.125
1200.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-593800746201000.0,8524262.79902,-593800749148000.0,-593800733957000.0,-593800752552000.0,-593800752383000.0,-593800735894000.0,4.0,72663056266700.0,5.88667788813e-14,39,0.25,0.0156251627254,0.250002603607,0.25
1200.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-593801062275000.0,3857553.63818,-593801062336000.0,-593801058199000.0,-593801066228000.0,-593801066018000.0,-593801058446000.0,4.0,14880720071500.0,5.88667788813e-14,65,0.125,0.00781258136272,0.250002603607,0.25
1200.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-600095150824000.0,1927894.92478,-600095150627000.0,-600095148721000.0,-600095153320000.0,-600095152985000.0,-600095148938000.0,4.0,3716778841010.0,5.88667788813e-14,8,0.25,0.0078124334305,0.249997869776,0.125
1200.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-600095483735000.0,3477616.28554,-600095483334000.0,-600095480466000.0,-600095487805000.0,-600095487448000.0,-600095480583000.0,4.0,12093815029400.0,5.88667788813e-14,34,0.25,0.015624866861,0.249997869776,0.25
1200.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-600095804539000.0,9476600.88476,-600095806691000.0,-600095792430000.0,-600095812346000.0,-600095812267000.0,-600095793800000.0,4.0,89805964329100.0,5.88667788813e-14,60,0.125,0.0078124334305,0.249997869776,0.25
1200.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-606389630757000.0,4351424.96744,-606389629604000.0,-606389626865000.0,-606389636955000.0,-606389635933000.0,-606389627195000.0,4.0,18934899247300.0,5.88667788813e-14,3,0.25,0.00390613535253,0.124996331281,0.125
1200.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-606389964877000.0,4241959.96245,-606389965256000.0,-606389960303000.0,-606389968694000.0,-606389968631000.0,-606389960593000.0,4.0,17994224323100.0,5.88667788813e-14,29,0.25,0.00781227070507,0.124996331281,0.25
1200.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-606390281772000.0,4709141.85319,-606390282581000.0,-606390276184000.0,-606390285742000.0,-606390285721000.0,-606390276691000.0,4.0,22176016993500.0,5.88667788813e-14,55,0.125,0.00390613535253,0.124996331281,0.25
1200.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-884317291293000.0,7987549.72088,-884317292984000.0,-884317280159000.0,-884317299045000.0,-884317298271000.0,-884317281948000.0,4.0,63800950543600.0,5.88667788813e-14,24,0.25,0.00390628328475,0.125001065112,0.125
1200.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-884317616359000.0,9444958.52695,-884317612214000.0,-884317610546000.0,-884317630461000.0,-884317627806000.0,-884317610714000.0,4.0,89207241575800.0,5.88667788813e-14,50,0.125,0.00390628328475,0.125001065112,0.25
1200.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-890612009581000.0,7043377.0959,-890612010835000.0,-890612000031000.0,-890612016623000.0,-890612015990000.0,-890612001417000.0,4.0,49609160915000.0,5.88667788813e-14,19,0.25,0.0078125665695,0.250002130224,0.125
1200.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-890612345532000.0,12851820.5217,-890612348719000.0,-890612328807000.0,-890612355884000.0,-890612355806000.0,-890612330797000.0,4.0,165169290723000.0,5.88667788813e-14,45,0.125,0.0078125665695,0.250002130224,0.25
1200.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-896906726975000.0,10187141.1715,-896906725939000.0,-896906717350000.0,-896906738672000.0,-896906737709000.0,-896906717691000.0,4.0,103777845248000.0,5.88667788813e-14,14,0.25,0.00781258136272,0.250002603607,0.125
1200.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-896907052892000.0,8727763.02623,-896907052401000.0,-896907044913000.0,-896907061855000.0,-896907061409000.0,-896907045064000.0,4.0,76173847442000.0,5.88667788813e-14,40,0.125,0.00781258136272,0.250002603607,0.25
1200.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-903201465877000.0,3757476.19263,-903201466980000.0,-903201460567000.0,-903201468979000.0,-903201468833000.0,-903201461375000.0,4.0,14118627338200.0,5.88667788813e-14,9,0.25,0.0078124334305,0.249997869776,0.125
1200.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-903201794342000.0,12393928.2641,-903201790097000.0,-903201784674000.0,-903201812498000.0,-903201809276000.0,-903201785349000.0,4.0,153609457816000.0,5.88667788813e-14,35,0.125,0.0078124334305,0.249997869776,0.25
1200.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-909495936176000.0,6372780.98323,-909495934846000.0,-909495929939000.0,-909495945075000.0,-909495943589000.0,-909495930626000.0,4.0,40612337460300.0,5.88667788813e-14,4,0.25,0.00390613535253,0.124996331281,0.125
1200.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-909496270358000.0,8511745.71217,-909496273454000.0,-909496257820000.0,-909496276706000.0,-909496276306000.0,-909496260078000.0,4.0,72449815068600.0,5.88667788813e-14,30,0.125,0.00390613535253,0.124996331281,0.25
1200.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1056237.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1187423595970000.0,2682448.99015,-1187423596150000.0,-1187423592760000.0,-1187423598850000.0,-1187423598620000.0,-1187423593080000.0,4.0,7195532584760.0,5.88667788813e-14,25,0.125,0.00195314164237,0.125001065112,0.125
1200.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,792178.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1193718309410000.0,8460771.22536,-1193718309120000.0,-1193718299490000.0,-1193718319900000.0,-1193718318550000.0,-1193718300670000.0,4.0,71584649727900.0,5.88667788813e-14,20,0.125,0.00390628328475,0.250002130224,0.125
1200.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1200013035180000.0,9559910.63722,-1200013038460000.0,-1200013021390000.0,-1200013042410000.0,-1200013042160000.0,-1200013023610000.0,4.0,91391891391600.0,5.88667788813e-14,15,0.125,0.00390629068136,0.250002603607,0.125
1200.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1206307769810000.0,6876072.17925,-1206307768450000.0,-1206307763090000.0,-1206307779260000.0,-1206307777840000.0,-1206307763690000.0,4.0,47280368614200.0,5.88667788813e-14,10,0.125,0.00390621671525,0.249997869776,0.125
1200.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1212602252260000.0,6482331.97935,-1212602253240000.0,-1212602243500000.0,-1212602259030000.0,-1212602258300000.0,-1212602244830000.0,4.0,42020627890600.0,5.88667788813e-14,5,0.125,0.00195306767627,0.124996331281,0.125
