npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180567198103000.0,2696451.89751,-180567198103000.0,-180567196196000.0,-180567200010000.0,-180567199819000.0,-180567196387000.0,2.0,7270852835600.0,0.249579831933,0.125008550516,81,0.00780009666478,0.250006199044,2.85069050095e-13
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180567245863000.0,5798671.36456,-180567245863000.0,-180567241762000.0,-180567249963000.0,-180567249553000.0,-180567242172000.0,2.0,33624589594100.0,0.249579831933,0.125008550516,106,0.00390006767317,0.125003719426,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184056185572000.0,8468134.58722,-184056185572000.0,-184056179584000.0,-184056191560000.0,-184056190961000.0,-184056180183000.0,2.0,71709303387300.0,0.249579831933,0.250017101033,12,0.00779928435215,0.12499008153,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184056222618000.0,22171386.9084,-184056222618000.0,-184056206940000.0,-184056238295000.0,-184056236728000.0,-184056208508000.0,2.0,491570397443000.0,0.249579831933,0.250017101033,37,0.0155994196985,0.249993800956,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184056248038000.0,2667367.44655,-184056248038000.0,-184056246152000.0,-184056249924000.0,-184056249735000.0,-184056246340000.0,2.0,7114849094940.0,0.249579831933,0.250017101033,62,0.0156001933296,0.250006199044,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184056310241000.0,24142767.3803,-184056310241000.0,-184056293170000.0,-184056327313000.0,-184056325606000.0,-184056294877000.0,2.0,582873216781000.0,0.249579831933,0.250017101033,87,0.0156001933296,0.250006199044,2.85069050095e-13
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184056339121000.0,6439575.73739,-184056339121000.0,-184056334567000.0,-184056343674000.0,-184056343219000.0,-184056335023000.0,2.0,41468135677600.0,0.249579831933,0.250017101033,112,0.00780013534634,0.125003719426,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910237479000.0,25948107.1371,-188910237479000.0,-188910219131000.0,-188910255827000.0,-188910253992000.0,-188910220966000.0,2.0,673304264000000.0,0.250420168067,0.250017101033,18,0.00782554456883,0.12499008153,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910246807000.0,105079.934675,-188910246807000.0,-188910246733000.0,-188910246881000.0,-188910246874000.0,-188910246740000.0,2.0,11041792671.2,0.250420168067,0.250017101033,43,0.0156519429971,0.249993800956,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910311025000.0,6277913.86939,-188910311025000.0,-188910306586000.0,-188910315464000.0,-188910315020000.0,-188910307029000.0,2.0,39412202551500.0,0.250420168067,0.250017101033,68,0.015652719233,0.250006199044,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910356466000.0,21644059.5957,-188910356466000.0,-188910341162000.0,-188910371771000.0,-188910370241000.0,-188910342692000.0,2.0,468465315781000.0,0.250420168067,0.250017101033,93,0.015652719233,0.250006199044,2.85069050095e-13
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188910392217000.0,10176498.6044,-188910392217000.0,-188910385021000.0,-188910399412000.0,-188910398693000.0,-188910385740000.0,2.0,103561123844000.0,0.250420168067,0.250017101033,118,0.00782639842831,0.125003719426,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764241596000.0,11267165.8689,-193764241596000.0,-193764233629000.0,-193764249563000.0,-193764248766000.0,-193764234426000.0,2.0,126949026716000.0,0.125210084034,0.249982898967,24,0.00391223702145,0.12499008153,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764282208000.0,2100615.61619,-193764282208000.0,-193764280723000.0,-193764283693000.0,-193764283545000.0,-193764280871000.0,2.0,4412585966990.0,0.125210084034,0.249982898967,49,0.00782490091423,0.249993800956,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764355446000.0,64733280.013,-193764355446000.0,-193764309673000.0,-193764401219000.0,-193764396642000.0,-193764314250000.0,2.0,4190397541240000.0,0.125210084034,0.249982898967,74,0.00782528897909,0.250006199044,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764393573000.0,22337086.3119,-193764393573000.0,-193764377778000.0,-193764409367000.0,-193764407788000.0,-193764379357000.0,2.0,498945424907000.0,0.125210084034,0.249982898967,99,0.00782528897909,0.250006199044,2.85069050095e-13
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193764415508000.0,7644989.06417,-193764415508000.0,-193764410102000.0,-193764420914000.0,-193764420373000.0,-193764410643000.0,2.0,58445857791400.0,0.125210084034,0.249982898967,124,0.00391266389279,0.125003719426,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382579996944000.0,3432634.79906,-382579996944000.0,-382579994517000.0,-382579999371000.0,-382579999129000.0,-382579994760000.0,2.0,11782981663700.0,0.249579831933,0.125008550516,11,0.00389964217608,0.12499008153,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382580055004000.0,8486155.80016,-382580055004000.0,-382580049004000.0,-382580061005000.0,-382580060405000.0,-382580049604000.0,2.0,72014840264600.0,0.249579831933,0.125008550516,36,0.00779970984924,0.249993800956,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382580088247000.0,4644066.84198,-382580088247000.0,-382580084963000.0,-382580091530000.0,-382580091202000.0,-382580085291000.0,2.0,21567356832800.0,0.249579831933,0.125008550516,61,0.00780009666478,0.250006199044,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382580137549000.0,15310128.3735,-382580137549000.0,-382580126723000.0,-382580148375000.0,-382580147292000.0,-382580127806000.0,2.0,234400030814000.0,0.249579831933,0.125008550516,86,0.00780009666478,0.250006199044,2.85069050095e-13
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382580177885000.0,3261767.48352,-382580177885000.0,-382580175579000.0,-382580180191000.0,-382580179961000.0,-382580175809000.0,2.0,10639127116500.0,0.249579831933,0.125008550516,111,0.00390006767317,0.125003719426,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387434059718000.0,18395226.421,-387434059718000.0,-387434046710000.0,-387434072725000.0,-387434071424000.0,-387434048011000.0,2.0,338384355080000.0,0.250420168067,0.250017101033,17,0.00782554456883,0.12499008153,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387434090199000.0,5775858.77397,-387434090199000.0,-387434086115000.0,-387434094283000.0,-387434093875000.0,-387434086523000.0,2.0,33360544576800.0,0.250420168067,0.250017101033,42,0.0156519429971,0.249993800956,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387434147733000.0,9138131.32177,-387434147733000.0,-387434141271000.0,-387434154194000.0,-387434153548000.0,-387434141917000.0,2.0,83505444054000.0,0.250420168067,0.250017101033,67,0.015652719233,0.250006199044,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387434186731000.0,15797409.4892,-387434186731000.0,-387434175560000.0,-387434197901000.0,-387434196784000.0,-387434176678000.0,2.0,249558146570000.0,0.250420168067,0.250017101033,92,0.015652719233,0.250006199044,2.85069050095e-13
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387434237398000.0,26628248.4233,-387434237398000.0,-387434218569000.0,-387434256227000.0,-387434254344000.0,-387434220452000.0,2.0,709063614094000.0,0.250420168067,0.250017101033,117,0.00782639842831,0.125003719426,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288129635000.0,21494599.1424,-392288129635000.0,-392288114436000.0,-392288144834000.0,-392288143314000.0,-392288115956000.0,2.0,462017792294000.0,0.125210084034,0.250017101033,23,0.00391277228441,0.12499008153,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288148857000.0,25142844.8528,-392288148857000.0,-392288131078000.0,-392288166636000.0,-392288164858000.0,-392288132856000.0,2.0,632162647293000.0,0.125210084034,0.250017101033,48,0.00782597149857,0.249993800956,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288196952000.0,9923039.16175,-392288196952000.0,-392288189936000.0,-392288203969000.0,-392288203267000.0,-392288190637000.0,2.0,98466706205500.0,0.125210084034,0.250017101033,73,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288250524000.0,6729672.54785,-392288250524000.0,-392288245765000.0,-392288255282000.0,-392288254806000.0,-392288246241000.0,2.0,45288492601300.0,0.125210084034,0.250017101033,98,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392288282986000.0,48177232.9603,-392288282986000.0,-392288248920000.0,-392288317053000.0,-392288313646000.0,-392288252327000.0,2.0,2321045775710000.0,0.125210084034,0.250017101033,123,0.00391319921416,0.125003719426,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585957891308000.0,4133950.15473,-585957891308000.0,-585957888384000.0,-585957894231000.0,-585957893938000.0,-585957888677000.0,2.0,17089543881800.0,0.250420168067,0.125008550516,16,0.00391277228441,0.12499008153,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585957934776000.0,18695648.5594,-585957934776000.0,-585957921557000.0,-585957947996000.0,-585957946674000.0,-585957922878000.0,2.0,349527275055000.0,0.250420168067,0.125008550516,41,0.00782597149857,0.249993800956,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585957970001000.0,3219945.78553,-585957970001000.0,-585957967724000.0,-585957972278000.0,-585957972050000.0,-585957967952000.0,2.0,10368050861700.0,0.250420168067,0.125008550516,66,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585958007096000.0,4684020.0103,-585958007096000.0,-585958003784000.0,-585958010408000.0,-585958010077000.0,-585958004115000.0,2.0,21940043456900.0,0.250420168067,0.125008550516,91,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585958076807000.0,13571449.7164,-585958076807000.0,-585958067211000.0,-585958086404000.0,-585958085444000.0,-585958068171000.0,2.0,184184247405000.0,0.250420168067,0.125008550516,116,0.00391319921416,0.125003719426,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590811964272000.0,61513640.5594,-590811964272000.0,-590811920775000.0,-590812007769000.0,-590812003419000.0,-590811925125000.0,2.0,3783927974870000.0,0.125210084034,0.250017101033,22,0.00391277228441,0.12499008153,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590811983350000.0,6214720.9296,-590811983350000.0,-590811978955000.0,-590811987744000.0,-590811987305000.0,-590811979395000.0,2.0,38622756232800.0,0.125210084034,0.250017101033,47,0.00782597149857,0.249993800956,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590812024165000.0,22371620.5012,-590812024165000.0,-590812008346000.0,-590812039984000.0,-590812038402000.0,-590812009928000.0,2.0,500489403848000.0,0.125210084034,0.250017101033,72,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590812063879000.0,18636160.1962,-590812063879000.0,-590812050701000.0,-590812077057000.0,-590812075739000.0,-590812052019000.0,2.0,347306466858000.0,0.125210084034,0.250017101033,97,0.00782635961652,0.250006199044,2.85069050095e-13
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590812123647000.0,36744589.7194,-590812123647000.0,-590812097665000.0,-590812149630000.0,-590812147031000.0,-590812100263000.0,2.0,1350164873650000.0,0.125210084034,0.250017101033,122,0.00391319921416,0.125003719426,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789335756869000.0,2249071.99989,-789335756869000.0,-789335755279000.0,-789335758460000.0,-789335758301000.0,-789335755438000.0,2.0,5058324860700.0,0.125210084034,0.125008550516,21,0.00195638614221,0.12499008153,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789335839788000.0,45661964.779,-789335839788000.0,-789335807501000.0,-789335872076000.0,-789335868848000.0,-789335810729000.0,2.0,2085015027470000.0,0.125210084034,0.125008550516,46,0.00391298574928,0.249993800956,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789335859054000.0,28239767.4493,-789335859054000.0,-789335839085000.0,-789335879022000.0,-789335877025000.0,-789335841082000.0,2.0,797484465588000.0,0.125210084034,0.125008550516,71,0.00391317980826,0.250006199044,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789335916308000.0,9701632.67065,-789335916308000.0,-789335909448000.0,-789335923168000.0,-789335922482000.0,-789335910134000.0,2.0,94121676476300.0,0.125210084034,0.125008550516,96,0.00391317980826,0.250006199044,2.85069050095e-13
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789335980835000.0,16583942.2164,-789335980835000.0,-789335969109000.0,-789335992562000.0,-789335991389000.0,-789335970281000.0,2.0,275027139436000.0,0.125210084034,0.125008550516,121,0.00195659960708,0.125003719426,2.85069050095e-13
