smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-115121708487000.0,7608904.01301,-115121708487000.0,-115121703107000.0,-115121713867000.0,-115121713329000.0,-115121703645000.0,2.0,57895420279300.0,0.125000244144,1.83809210519e-14,0.25,112,0.25,0.00781251525899
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-115122125637000.0,50355395.2867,-115122125637000.0,-115122090030000.0,-115122161244000.0,-115122157683000.0,-115122093591000.0,2.0,2535665834480000.0,0.125000244144,1.83809210519e-14,0.125,124,0.25,0.0039062576295
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-153506655184000.0,10737452.1591,-153506655184000.0,-153506647592000.0,-153506662777000.0,-153506662017000.0,-153506648351000.0,2.0,115292878869000.0,0.250000488288,1.83809210519e-14,0.25,81,0.12499839544,0.00781241497383
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-153507093264000.0,27443456.739,-153507093264000.0,-153507073858000.0,-153507112669000.0,-153507110729000.0,-153507075799000.0,2.0,753143317788000.0,0.250000488288,1.83809210519e-14,0.25,93,0.25,0.015625030518
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-153510346997000.0,315966.157367,-153510346997000.0,-153510346774000.0,-153510347220000.0,-153510347198000.0,-153510346796000.0,2.0,99834612601.6,0.250000488288,1.83809210519e-14,0.25,87,0.25,0.015625030518
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-153510691629000.0,50881735.8209,-153510691629000.0,-153510655650000.0,-153510727608000.0,-153510724010000.0,-153510659248000.0,2.0,2588951040150000.0,0.250000488288,1.83809210519e-14,0.125,99,0.25,0.00781251525899
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-191895280296000.0,71669.4486227,-191895280296000.0,-191895280246000.0,-191895280347000.0,-191895280342000.0,-191895280251000.0,2.0,5136509865.88,0.250000399508,1.83809210519e-14,0.25,56,0.12499839544,0.0078124121995
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-191895743582000.0,23798752.9265,-191895743582000.0,-191895726754000.0,-191895760410000.0,-191895758727000.0,-191895728436000.0,2.0,566380640858000.0,0.250000399508,1.83809210519e-14,0.25,68,0.25,0.0156250249693
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-191898954856000.0,22373632.5514,-191898954856000.0,-191898939035000.0,-191898970676000.0,-191898969094000.0,-191898940617000.0,2.0,500579433545000.0,0.250000399508,1.83809210519e-14,0.25,62,0.25,0.0156250249693
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-191899355175000.0,23571946.6145,-191899355175000.0,-191899338508000.0,-191899371843000.0,-191899370177000.0,-191899340174000.0,2.0,555636667196000.0,0.250000399508,1.83809210519e-14,0.125,74,0.25,0.00781251248463
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-230283885285000.0,6177475.82557,-230283885285000.0,-230283880917000.0,-230283889653000.0,-230283889216000.0,-230283881354000.0,2.0,38161207575500.0,0.249999511712,1.83809210519e-14,0.25,31,0.12499839544,0.00781238445623
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-230284303219000.0,17353020.8081,-230284303219000.0,-230284290948000.0,-230284315489000.0,-230284314262000.0,-230284292175000.0,2.0,301127331167000.0,0.249999511712,1.83809210519e-14,0.25,43,0.25,0.015624969482
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-230287580784000.0,1873745.04584,-230287580784000.0,-230287579459000.0,-230287582109000.0,-230287581976000.0,-230287579591000.0,2.0,3510920496790.0,0.249999511712,1.83809210519e-14,0.25,37,0.25,0.015624969482
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-230287952145000.0,43137902.1117,-230287952145000.0,-230287921642000.0,-230287982648000.0,-230287979598000.0,-230287924692000.0,2.0,1860878598600000.0,0.249999511712,1.83809210519e-14,0.125,49,0.25,0.00781248474101
720.0,-512.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672258005000.0,11355940.0095,-268672258005000.0,-268672249975000.0,-268672266035000.0,-268672265232000.0,-268672250778000.0,2.0,128957373500000.0,0.124999356348,1.83809210519e-14,0.25,6,0.12499839544,0.00390617974365
720.0,-202.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672666313000.0,17656482.2019,-268672666313000.0,-268672653828000.0,-268672678798000.0,-268672677549000.0,-268672655076000.0,2.0,311751363747000.0,0.124999356348,1.83809210519e-14,0.25,18,0.25,0.00781245977175
720.0,-357.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268675957855000.0,3344548.20923,-268675957855000.0,-268675955490000.0,-268675960220000.0,-268675959983000.0,-268675955726000.0,2.0,11186002723800.0,0.124999356348,1.83809210519e-14,0.25,12,0.25,0.00781245977175
720.0,-47.0,-5076.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268676319083000.0,33543675.5803,-268676319083000.0,-268676295364000.0,-268676342802000.0,-268676340430000.0,-268676297736000.0,2.0,1125178171440000.0,0.124999356348,1.83809210519e-14,0.125,24,0.25,0.00390622988587
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-383792046658000.0,4684853.33565,-383792046658000.0,-383792043345000.0,-383792049970000.0,-383792049639000.0,-383792043676000.0,2.0,21947850776500.0,0.125000244144,1.83809210519e-14,0.25,111,0.12499839544,0.00390620748691
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-383792510037000.0,4357660.5765,-383792510037000.0,-383792506955000.0,-383792513118000.0,-383792512810000.0,-383792507263000.0,2.0,18989205700000.0,0.125000244144,1.83809210519e-14,0.125,123,0.25,0.0039062576295
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-383795764317000.0,49352385.9175,-383795764317000.0,-383795729420000.0,-383795799214000.0,-383795795725000.0,-383795732909000.0,2.0,2435657995750000.0,0.125000244144,1.83809210519e-14,0.25,117,0.25,0.00781251525899
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-422180702468000.0,10158890.0766,-422180702468000.0,-422180695284000.0,-422180709651000.0,-422180708933000.0,-422180696003000.0,2.0,103203047589000.0,0.250000488288,1.83809210519e-14,0.25,86,0.12499839544,0.00781241497383
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-422181104032000.0,37737336.6159,-422181104032000.0,-422181077348000.0,-422181130716000.0,-422181128048000.0,-422181080016000.0,2.0,1424106574860000.0,0.250000488288,1.83809210519e-14,0.125,98,0.25,0.00781251525899
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-422184338099000.0,44510340.6673,-422184338099000.0,-422184306625000.0,-422184369572000.0,-422184366425000.0,-422184309773000.0,2.0,1981170426320000.0,0.250000488288,1.83809210519e-14,0.25,92,0.25,0.015625030518
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-460569343439000.0,40819113.8247,-460569343439000.0,-460569314575000.0,-460569372302000.0,-460569369416000.0,-460569317461000.0,2.0,1666200053440000.0,0.250000399508,1.83809210519e-14,0.25,61,0.12499839544,0.0078124121995
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-460569729291000.0,33386397.5313,-460569729291000.0,-460569705683000.0,-460569752899000.0,-460569750538000.0,-460569708044000.0,2.0,1114651540120000.0,0.250000399508,1.83809210519e-14,0.125,73,0.25,0.00781251248463
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-460573041651000.0,25315085.5023,-460573041651000.0,-460573023750000.0,-460573059551000.0,-460573057761000.0,-460573025540000.0,2.0,640853553989000.0,0.250000399508,1.83809210519e-14,0.25,67,0.25,0.0156250249693
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-498957918649000.0,11442235.6305,-498957918649000.0,-498957910558000.0,-498957926740000.0,-498957925930000.0,-498957911367000.0,2.0,130924756224000.0,0.249999511712,1.83809210519e-14,0.25,36,0.12499839544,0.00781238445623
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-498958309781000.0,22522592.0416,-498958309781000.0,-498958293855000.0,-498958325707000.0,-498958324114000.0,-498958295448000.0,2.0,507267152271000.0,0.249999511712,1.83809210519e-14,0.125,48,0.25,0.00781248474101
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-498961562334000.0,12321953.4967,-498961562334000.0,-498961553621000.0,-498961571047000.0,-498961570175000.0,-498961554492000.0,2.0,151830537975000.0,0.249999511712,1.83809210519e-14,0.25,42,0.25,0.015624969482
720.0,-357.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537346279753000.0,24570034.0012,-537346279753000.0,-537346262380000.0,-537346297127000.0,-537346295390000.0,-537346264117000.0,2.0,603686570821000.0,0.124999356348,1.83809210519e-14,0.25,11,0.12499839544,0.00390617974365
720.0,-47.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537346706783000.0,17759406.9193,-537346706783000.0,-537346694225000.0,-537346719341000.0,-537346718085000.0,-537346695481000.0,2.0,315396534126000.0,0.124999356348,1.83809210519e-14,0.125,23,0.25,0.00390622988587
720.0,-202.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537349944242000.0,16739797.3014,-537349944242000.0,-537349932405000.0,-537349956079000.0,-537349954895000.0,-537349933589000.0,2.0,280220813692000.0,0.124999356348,1.83809210519e-14,0.25,17,0.25,0.00781245977175
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-652466096475000.0,38421213.3483,-652466096475000.0,-652466069307000.0,-652466123642000.0,-652466120926000.0,-652466072023000.0,2.0,1476189635160000.0,0.125000244144,1.83809210519e-14,0.25,116,0.12499839544,0.00390620748691
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-652469759321000.0,15661772.8852,-652469759321000.0,-652469748246000.0,-652469770396000.0,-652469769288000.0,-652469749354000.0,2.0,245291129906000.0,0.125000244144,1.83809210519e-14,0.125,122,0.25,0.0039062576295
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-690854770548000.0,25028015.6171,-690854770548000.0,-690854752850000.0,-690854788245000.0,-690854786476000.0,-690854754620000.0,2.0,626401565730000.0,0.250000488288,1.83809210519e-14,0.25,91,0.12499839544,0.00781241497383
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-690858397279000.0,24835181.941,-690858397279000.0,-690858379717000.0,-690858414840000.0,-690858413084000.0,-690858381474000.0,2.0,616786262044000.0,0.250000488288,1.83809210519e-14,0.125,97,0.25,0.00781251525899
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-729243387566000.0,20834172.8993,-729243387566000.0,-729243372834000.0,-729243402298000.0,-729243400825000.0,-729243374307000.0,2.0,434062760397000.0,0.250000399508,1.83809210519e-14,0.25,66,0.12499839544,0.0078124121995
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-729247014367000.0,3804095.35952,-729247014367000.0,-729247011677000.0,-729247017057000.0,-729247016788000.0,-729247011946000.0,2.0,14471141504400.0,0.250000399508,1.83809210519e-14,0.125,72,0.25,0.00781251248463
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-767632001145000.0,41220228.0129,-767632001145000.0,-767631971998000.0,-767632030292000.0,-767632027378000.0,-767631974913000.0,2.0,1699107197440000.0,0.249999511712,1.83809210519e-14,0.25,41,0.12499839544,0.00781238445623
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-767635605884000.0,2070109.72592,-767635605884000.0,-767635604420000.0,-767635607348000.0,-767635607201000.0,-767635604567000.0,2.0,4285354277360.0,0.249999511712,1.83809210519e-14,0.125,47,0.25,0.00781248474101
720.0,-202.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806020337449000.0,61693983.7245,-806020337449000.0,-806020293824000.0,-806020381073000.0,-806020376710000.0,-806020298187000.0,2.0,3806147627800000.0,0.124999356348,1.83809210519e-14,0.25,16,0.12499839544,0.00390617974365
720.0,-47.0,-12866.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-806023973160000.0,11819356.3156,-806023973160000.0,-806023964803000.0,-806023981518000.0,-806023980682000.0,-806023965639000.0,2.0,139697183714000.0,0.124999356348,1.83809210519e-14,0.125,22,0.25,0.00390622988587
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,5631935.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-921140158361000.0,10449867.0803,-921140158361000.0,-921140150971000.0,-921140165750000.0,-921140165011000.0,-921140151710000.0,2.0,109199721997000.0,0.125000244144,1.83809210519e-14,0.125,121,0.12499839544,0.00195310374346
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,4223951.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-959528761041000.0,32412917.6594,-959528761041000.0,-959528738121000.0,-959528783960000.0,-959528781668000.0,-959528740413000.0,2.0,1050597231190000.0,0.250000488288,1.83809210519e-14,0.125,96,0.12499839544,0.00390620748691
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-997917395135000.0,72183974.0765,-997917395135000.0,-997917344093000.0,-997917446177000.0,-997917441072000.0,-997917349197000.0,2.0,5210526113480000.0,0.250000399508,1.83809210519e-14,0.125,71,0.12499839544,0.00390620609975
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1036306006910000.0,1134865.01806,-1036306006910000.0,-1036306006110000.0,-1036306007720000.0,-1036306007640000.0,-1036306006190000.0,2.0,1287918609210.0,0.249999511712,1.83809210519e-14,0.125,46,0.12499839544,0.00390619222812
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074694345410000.0,50390233.4987,-1074694345410000.0,-1074694309780000.0,-1074694381040000.0,-1074694377480000.0,-1074694313340000.0,2.0,2539175632050000.0,0.124999356348,1.83809210519e-14,0.125,21,0.12499839544,0.00195308987182
