hours,price
173.0,12.52
174.0,13.6
175.0,14.88
176.0,17.96
177.0,18.38
178.0,17.73
179.0,18.18
180.0,17.82
181.0,17.72
182.0,17.59
183.0,17.8
184.0,17.21
185.0,17.35
186.0,19.19
187.0,22.06
188.0,20.25
189.0,19.68
190.0,18.83
191.0,18.55
192.0,17.88
193.0,15.78
194.0,16.24
195.0,15.2
196.0,15.7
197.0,15.23
198.0,15.7
199.0,17.23
200.0,21.61
201.0,22.09
202.0,21.02
203.0,21.4
204.0,21.52
205.0,21.93
206.0,22.96
207.0,22.62
208.0,22.38
209.0,22.73
210.0,29.46
211.0,37.48
212.0,36.33
213.0,33.6
214.0,30.41
215.0,27.59
216.0,25.41
217.0,23.62
218.0,22.1
219.0,22.44
220.0,22.49
221.0,22.85
222.0,23.25
223.0,27.62
224.0,37.74
225.0,34.51
226.0,30.55
227.0,30.17
228.0,28.23
229.0,26.68
230.0,23.86
231.0,23.21
232.0,22.62
233.0,23.0
234.0,29.24
235.0,33.09
236.0,29.57
237.0,27.54
238.0,25.16
239.0,21.65
240.0,21.06
241.0,19.65
242.0,19.58
243.0,19.89
244.0,19.23
245.0,20.1
246.0,19.54
247.0,23.74
248.0,34.14
249.0,31.21
250.0,29.12
251.0,29.01
252.0,28.27
253.0,26.03
254.0,24.4
255.0,23.65
256.0,23.72
257.0,23.81
258.0,26.48
259.0,30.71
260.0,27.05
261.0,25.13
262.0,24.35
263.0,23.76
264.0,22.85
265.0,22.29
266.0,22.25
267.0,20.85
268.0,21.78
269.0,21.2
270.0,20.53
271.0,20.87
272.0,22.46
273.0,23.46
274.0,24.79
275.0,25.52
276.0,25.25
277.0,24.01
278.0,22.89
279.0,22.05
280.0,21.78
281.0,21.75
282.0,24.86
283.0,27.42
284.0,24.23
285.0,23.04
286.0,21.33
287.0,22.09
288.0,20.58
289.0,19.85
290.0,20.82
291.0,20.96
292.0,20.94
293.0,20.76
294.0,19.94
295.0,21.5
296.0,22.29
297.0,22.9
298.0,23.87
299.0,24.68
300.0,23.8
301.0,23.55
302.0,23.68
303.0,23.53
304.0,23.43
305.0,23.48
306.0,27.9
307.0,31.1
308.0,29.76
309.0,28.8
310.0,24.25
311.0,22.26
312.0,21.02
313.0,19.35
314.0,19.02
315.0,19.08
316.0,19.87
317.0,19.9
318.0,19.78
319.0,23.04
320.0,30.77
321.0,29.99
322.0,28.2
323.0,28.23
324.0,26.26
325.0,25.61
326.0,24.21
327.0,23.64
328.0,23.14
329.0,23.38
330.0,28.72
331.0,32.92
332.0,30.67
333.0,28.26
334.0,26.02
335.0,25.02
336.0,22.23
337.0,22.39
338.0,21.03
339.0,20.53
340.0,20.64
341.0,20.59
342.0,21.35
343.0,25.54
344.0,36.92
345.0,34.95
346.0,29.48
347.0,27.97
348.0,24.16
349.0,22.55
350.0,22.17
351.0,21.34
352.0,21.2
353.0,22.07
354.0,24.16
355.0,28.37
356.0,24.66
357.0,23.56
358.0,21.27
359.0,20.92
360.0,20.52
361.0,20.8
362.0,20.45
363.0,20.2
364.0,20.94
365.0,20.97
366.0,21.65
367.0,25.44
368.0,37.8
369.0,30.59
370.0,29.88
371.0,29.34
372.0,27.92
373.0,25.4
374.0,25.14
375.0,24.83
376.0,24.29
377.0,24.91
378.0,30.43
379.0,36.45
380.0,32.5
381.0,30.97
382.0,27.51
383.0,26.9
384.0,24.38
385.0,24.19
386.0,23.4
387.0,23.26
388.0,23.77
389.0,23.45
390.0,24.65
391.0,29.38
392.0,42.23
393.0,36.78
394.0,34.42
395.0,32.58
396.0,31.02
397.0,29.27
398.0,27.51
399.0,26.36
400.0,25.22
401.0,25.29
402.0,31.75
403.0,36.82
404.0,31.67
405.0,29.26
406.0,26.31
407.0,25.47
408.0,23.19
409.0,23.84
410.0,23.67
411.0,23.46
412.0,23.7
413.0,23.76
414.0,24.23
415.0,26.76
416.0,37.82
417.0,31.65
418.0,30.51
419.0,29.67
420.0,28.49
421.0,26.67
422.0,25.23
423.0,24.96
424.0,23.77
425.0,24.16
426.0,27.28
427.0,31.25
428.0,25.95
429.0,25.38
430.0,23.63
431.0,28.59
432.0,25.16
433.0,24.87
434.0,25.17
435.0,24.57
436.0,24.53
437.0,24.14
438.0,23.84
439.0,22.04
440.0,24.81
441.0,23.95
442.0,28.15
443.0,27.37
444.0,26.41
445.0,25.19
446.0,24.48
447.0,24.27
448.0,24.43
449.0,25.03
450.0,28.29
451.0,35.31
452.0,32.35
453.0,30.36
454.0,28.12
455.0,27.43
456.0,26.34
457.0,25.24
458.0,24.14
459.0,25.65
460.0,25.11
461.0,25.07
462.0,24.36
463.0,24.87
464.0,29.08
465.0,28.72
466.0,31.56
467.0,32.29
468.0,30.38
469.0,28.81
470.0,26.59
471.0,26.48
472.0,25.25
473.0,27.88
474.0,34.82
475.0,44.84
476.0,39.83
477.0,36.23
478.0,33.9
479.0,28.31
480.0,26.82
481.0,24.98
482.0,24.5
483.0,23.62
484.0,23.62
485.0,24.25
486.0,26.62
487.0,30.68
488.0,37.75
489.0,37.82
490.0,33.82
491.0,32.47
492.0,32.14
493.0,29.22
494.0,28.32
495.0,27.16
496.0,24.63
497.0,26.69
498.0,32.42
499.0,37.11
500.0,33.62
501.0,32.76
502.0,31.65
503.0,27.78
504.0,24.98
505.0,21.18
506.0,19.45
507.0,18.94
508.0,19.86
509.0,20.35
510.0,21.87
511.0,22.92
512.0,31.85
513.0,31.11
514.0,30.73
515.0,29.55
516.0,28.22
517.0,26.04
518.0,26.47
519.0,27.39
520.0,24.13
521.0,24.46
522.0,29.46
523.0,30.91
524.0,28.18
525.0,26.28
526.0,24.63
527.0,24.38
528.0,21.69
529.0,19.26
530.0,18.38
531.0,18.32
532.0,19.26
533.0,19.77
534.0,21.87
535.0,22.77
536.0,32.43
537.0,33.0
538.0,29.56
539.0,29.5
540.0,28.53
541.0,26.47
542.0,25.5
543.0,25.02
544.0,23.63
545.0,23.64
546.0,25.52
547.0,31.61
548.0,28.45
549.0,25.06
550.0,23.69
551.0,21.96
552.0,20.67
553.0,21.51
554.0,19.79
555.0,18.7
556.0,18.55
557.0,19.69
558.0,20.4
559.0,23.63
560.0,30.89
561.0,29.39
562.0,26.27
563.0,26.11
564.0,25.49
565.0,25.51
566.0,25.02
567.0,24.45
568.0,23.56
569.0,23.92
570.0,27.07
571.0,33.12
572.0,32.24
573.0,29.42
574.0,27.03
575.0,26.52
576.0,25.25
577.0,23.22
578.0,24.53
579.0,25.26
580.0,25.41
581.0,25.63
582.0,27.6
583.0,33.78
584.0,47.23
585.0,42.29
586.0,39.38
587.0,39.76
588.0,38.17
589.0,37.9
590.0,35.27
591.0,31.54
592.0,30.83
593.0,31.65
594.0,39.58
595.0,49.13
596.0,47.28
597.0,42.33
598.0,37.83
599.0,35.18
600.0,34.48
601.0,28.19
602.0,26.42
603.0,26.95
604.0,25.61
605.0,24.2
606.0,25.11
607.0,24.4
608.0,27.45
609.0,28.95
610.0,29.83
611.0,29.93
612.0,28.23
613.0,27.36
614.0,24.21
615.0,23.14
616.0,22.73
617.0,23.12
618.0,25.12
619.0,34.07
620.0,28.75
621.0,26.81
622.0,26.67
623.0,24.73
624.0,23.97
625.0,22.51
626.0,21.86
627.0,23.43
628.0,22.43
629.0,22.38
630.0,22.54
631.0,22.93
632.0,24.62
633.0,26.59
634.0,27.04
635.0,26.52
636.0,23.52
637.0,23.24
638.0,21.81
639.0,22.05
640.0,20.87
641.0,21.15
642.0,22.98
643.0,27.96
644.0,25.11
645.0,24.04
646.0,22.38
647.0,21.06
648.0,18.83
649.0,20.5
650.0,20.1
651.0,19.88
652.0,20.16
653.0,21.13
654.0,22.06
655.0,23.83
656.0,30.43
657.0,27.3
658.0,25.21
659.0,24.86
660.0,24.23
661.0,23.58
662.0,23.67
663.0,23.36
664.0,23.29
665.0,23.46
666.0,25.6
667.0,32.29
668.0,31.69
669.0,30.15
670.0,27.93
671.0,24.7
672.0,23.91
673.0,24.19
674.0,22.79
675.0,20.79
676.0,20.16
677.0,20.62
678.0,22.52
679.0,25.2
680.0,34.02
681.0,30.96
682.0,29.07
683.0,27.76
684.0,27.98
685.0,25.58
686.0,24.37
687.0,24.25
688.0,23.85
689.0,25.18
690.0,31.59
691.0,41.44
692.0,40.98
693.0,39.01
694.0,35.08
695.0,34.32
696.0,32.3
697.0,34.32
698.0,31.69
699.0,31.48
700.0,31.42
701.0,32.69
702.0,36.48
703.0,45.32
704.0,70.72
705.0,67.12
706.0,64.62
707.0,60.04
708.0,54.12
709.0,51.78
710.0,49.59
711.0,47.06
712.0,46.33
713.0,51.46
714.0,65.03
715.0,102.01
716.0,93.6
717.0,83.3
718.0,74.15
719.0,62.79
720.0,51.0
721.0,126.7
722.0,102.18
723.0,96.98
724.0,92.68
725.0,97.58
726.0,105.67
727.0,134.9
728.0,155.18
729.0,140.58
730.0,120.95
731.0,107.98
732.0,95.03
733.0,82.37
734.0,75.51
735.0,72.97
736.0,70.86
737.0,75.18
738.0,88.3
739.0,123.78
740.0,114.11
741.0,102.94
742.0,86.27
743.0,73.67
744.0,60.58
745.0,35.53
746.0,31.74
747.0,31.34
748.0,31.02
749.0,30.13
750.0,33.49
751.0,48.62
752.0,64.7
753.0,60.63
754.0,50.89
755.0,47.03
756.0,37.97
757.0,30.89
758.0,27.55
759.0,24.19
760.0,22.69
761.0,23.07
762.0,25.12
763.0,29.85
764.0,28.72
765.0,25.74
766.0,24.0
767.0,23.83
768.0,23.59
769.0,23.43
770.0,22.87
771.0,21.89
772.0,21.33
773.0,20.45
774.0,20.37
775.0,21.24
776.0,21.99
777.0,23.53
778.0,24.5
779.0,23.81
780.0,23.18
781.0,21.8
782.0,21.11
783.0,21.2
784.0,20.76
785.0,20.86
786.0,23.61
787.0,26.68
788.0,24.99
789.0,22.43
790.0,21.3
791.0,21.61
792.0,21.83
793.0,21.08
794.0,20.89
795.0,20.4
796.0,19.45
797.0,18.63
798.0,18.17
799.0,18.64
800.0,19.12
801.0,20.68
802.0,21.23
803.0,21.44
804.0,22.04
805.0,22.28
806.0,21.65
807.0,20.71
808.0,20.25
809.0,20.66
810.0,23.51
811.0,24.74
812.0,22.05
813.0,20.84
814.0,19.09
815.0,20.23
816.0,18.26
817.0,18.73
818.0,17.12
819.0,16.93
820.0,16.42
821.0,18.21
822.0,19.88
823.0,23.12
824.0,26.14
825.0,25.96
826.0,25.05
827.0,25.15
828.0,25.31
829.0,24.96
830.0,24.95
831.0,24.72
832.0,23.38
833.0,22.56
834.0,24.43
835.0,32.55
836.0,29.99
837.0,27.2
838.0,25.02
839.0,23.56
840.0,23.06
841.0,20.8
842.0,20.36
843.0,20.31
844.0,19.4
845.0,20.71
846.0,21.53
847.0,25.09
848.0,34.96
849.0,36.1
850.0,33.86
851.0,33.7
852.0,32.36
853.0,30.23
854.0,28.75
855.0,28.31
856.0,24.53
857.0,24.47
858.0,29.58
859.0,38.48
860.0,34.97
861.0,31.41
862.0,29.5
863.0,24.71
864.0,22.04
865.0,27.69
866.0,26.63
867.0,25.66
868.0,24.25
869.0,24.34
870.0,26.38
871.0,33.44
872.0,42.17
873.0,42.72
874.0,38.29
875.0,36.13
876.0,32.69
877.0,29.59
878.0,27.65
879.0,25.92
880.0,24.2
881.0,23.77
882.0,27.07
883.0,31.3
884.0,28.22
885.0,25.6
886.0,23.64
887.0,21.0
888.0,19.86
889.0,20.33
890.0,20.13
891.0,19.72
892.0,19.05
893.0,20.21
894.0,21.06
895.0,21.65
896.0,24.19
897.0,23.67
898.0,23.54
899.0,23.33
900.0,23.08
901.0,22.64
902.0,22.2
903.0,22.05
904.0,21.86
905.0,21.93
906.0,23.57
907.0,26.94
908.0,25.94
909.0,24.3
910.0,24.03
911.0,22.48
912.0,20.58
913.0,21.79
914.0,21.15
915.0,20.83
916.0,21.42
917.0,21.72
918.0,24.09
919.0,28.87
920.0,41.14
921.0,42.98
922.0,42.55
923.0,40.83
924.0,38.67
925.0,35.38
926.0,33.14
927.0,31.15
928.0,32.05
929.0,35.57
930.0,43.59
931.0,55.92
932.0,55.21
933.0,47.34
934.0,44.33
935.0,39.04
936.0,34.68
937.0,31.05
938.0,28.45
939.0,27.31
940.0,26.25
941.0,25.1
942.0,23.78
943.0,25.43
944.0,29.08
945.0,32.73
946.0,34.7
947.0,33.51
948.0,26.71
949.0,28.28
950.0,24.3
951.0,23.8
952.0,23.52
953.0,23.86
954.0,25.68
955.0,31.24
956.0,28.66
957.0,26.12
958.0,25.22
959.0,24.88
960.0,23.24
961.0,20.44
962.0,21.16
963.0,21.14
964.0,20.98
965.0,21.07
966.0,21.22
967.0,22.38
968.0,23.75
969.0,24.32
970.0,25.66
971.0,27.63
972.0,27.11
973.0,28.34
974.0,27.56
975.0,26.64
976.0,25.77
977.0,25.91
978.0,28.65
979.0,34.02
980.0,32.65
981.0,26.58
982.0,25.45
983.0,24.59
984.0,24.2
985.0,23.92
986.0,23.04
987.0,21.66
988.0,21.46
989.0,22.07
990.0,23.05
991.0,25.99
992.0,32.27
993.0,31.57
994.0,29.7
995.0,29.27
996.0,25.75
997.0,25.69
998.0,24.02
999.0,24.01
1000.0,23.21
1001.0,23.96
1002.0,25.05
1003.0,29.52
1004.0,30.34
1005.0,25.63
1006.0,24.67
1007.0,21.37
1008.0,20.79
1009.0,22.08
1010.0,21.27
1011.0,21.16
1012.0,20.83
1013.0,20.59
1014.0,21.24
1015.0,25.14
1016.0,31.1
1017.0,31.5
1018.0,29.06
1019.0,27.72
1020.0,25.28
1021.0,24.87
1022.0,24.57
1023.0,23.67
1024.0,22.49
1025.0,23.02
1026.0,23.95
1027.0,29.09
1028.0,29.31
1029.0,25.59
1030.0,24.22
1031.0,22.41
1032.0,21.32
1033.0,19.67
1034.0,18.13
1035.0,19.28
1036.0,19.78
1037.0,20.87
1038.0,22.29
1039.0,26.9
1040.0,44.2
1041.0,43.44
1042.0,41.46
1043.0,36.57
1044.0,31.15
1045.0,25.14
1046.0,22.89
1047.0,22.27
1048.0,21.75
1049.0,21.44
1050.0,21.85
1051.0,25.38
1052.0,26.7
1053.0,22.71
1054.0,23.2
1055.0,21.19
1056.0,22.11
1057.0,18.81
1058.0,18.86
1059.0,19.21
1060.0,18.96
1061.0,19.6
1062.0,19.17
1063.0,21.1
1064.0,27.83
1065.0,24.9
1066.0,24.19
1067.0,22.43
1068.0,20.43
1069.0,19.44
1070.0,17.78
1071.0,17.6
1072.0,16.9
1073.0,18.22
1074.0,19.54
1075.0,21.69
1076.0,24.26
1077.0,21.26
1078.0,19.89
1079.0,20.99
1080.0,20.7
1081.0,20.35
1082.0,20.44
1083.0,20.18
1084.0,20.07
1085.0,19.75
1086.0,19.82
1087.0,23.48
1088.0,31.89
1089.0,31.5
1090.0,32.52
1091.0,31.59
1092.0,32.0
1093.0,32.85
1094.0,31.06
1095.0,31.9
1096.0,29.8
1097.0,29.89
1098.0,30.38
1099.0,37.41
1100.0,35.82
1101.0,32.1
1102.0,30.66
1103.0,29.92
1104.0,27.77
1105.0,24.25
1106.0,23.56
1107.0,23.97
1108.0,23.78
1109.0,23.87
1110.0,23.23
1111.0,29.0
1112.0,29.99
1113.0,32.09
1114.0,34.44
1115.0,33.21
1116.0,31.19
1117.0,28.63
1118.0,25.21
1119.0,22.99
1120.0,23.06
1121.0,22.65
1122.0,21.81
1123.0,23.62
1124.0,27.03
1125.0,23.22
1126.0,22.8
1127.0,22.41
1128.0,21.4
1129.0,19.7
1130.0,19.64
1131.0,19.28
1132.0,19.1
1133.0,19.45
1134.0,19.04
1135.0,19.29
1136.0,20.29
1137.0,22.46
1138.0,23.32
1139.0,21.2
1140.0,20.99
1141.0,21.14
1142.0,20.47
1143.0,20.58
1144.0,20.31
1145.0,21.49
1146.0,21.49
1147.0,24.4
1148.0,23.24
1149.0,23.81
1150.0,22.46
1151.0,21.72
1152.0,20.13
1153.0,20.1
1154.0,19.14
1155.0,20.61
1156.0,20.37
1157.0,21.07
1158.0,22.2
1159.0,22.46
1160.0,28.22
1161.0,30.2
1162.0,31.68
1163.0,31.1
1164.0,33.4
1165.0,32.24
1166.0,32.07
1167.0,31.48
1168.0,29.01
1169.0,30.19
1170.0,34.15
1171.0,38.38
1172.0,42.91
1173.0,33.47
1174.0,33.56
1175.0,32.54
1176.0,26.14
1177.0,26.37
1178.0,25.52
1179.0,26.15
1180.0,26.11
1181.0,26.47
1182.0,27.78
1183.0,33.66
1184.0,44.82
1185.0,40.54
1186.0,36.93
1187.0,34.06
1188.0,32.2
1189.0,27.93
1190.0,25.95
1191.0,26.66
1192.0,26.11
1193.0,26.07
1194.0,29.07
1195.0,31.42
1196.0,33.73
1197.0,25.64
1198.0,25.56
1199.0,22.95
1200.0,22.76
1201.0,20.3
1202.0,19.68
1203.0,19.5
1204.0,19.48
1205.0,19.66
1206.0,20.35
1207.0,22.42
1208.0,32.72
1209.0,28.47
1210.0,27.0
1211.0,28.0
1212.0,28.14
1213.0,26.18
1214.0,26.08
1215.0,25.01
1216.0,24.31
1217.0,23.65
1218.0,22.91
1219.0,25.42
1220.0,25.26
1221.0,22.02
1222.0,21.87
1223.0,21.01
1224.0,20.1
1225.0,19.5
1226.0,19.02
1227.0,18.86
1228.0,18.82
1229.0,19.1
1230.0,19.99
1231.0,22.13
1232.0,29.78
1233.0,25.99
1234.0,26.59
1235.0,26.77
1236.0,27.84
1237.0,26.54
1238.0,25.28
1239.0,23.52
1240.0,24.29
1241.0,25.32
1242.0,26.24
1243.0,32.72
1244.0,32.55
1245.0,26.01
1246.0,27.43
1247.0,27.0
1248.0,24.57
1249.0,23.26
1250.0,21.77
1251.0,21.3
1252.0,21.92
1253.0,23.21
1254.0,22.65
1255.0,26.32
1256.0,33.07
1257.0,27.55
1258.0,26.62
1259.0,27.8
1260.0,25.45
1261.0,23.11
1262.0,21.76
1263.0,20.49
1264.0,21.03
1265.0,19.37
1266.0,20.45
1267.0,24.32
1268.0,25.35
1269.0,22.17
1270.0,20.39
1271.0,22.12
1272.0,21.98
1273.0,21.01
1274.0,20.08
1275.0,20.38
1276.0,20.45
1277.0,20.52
1278.0,20.65
1279.0,22.96
1280.0,22.51
1281.0,23.48
1282.0,26.02
1283.0,27.49
1284.0,25.08
1285.0,25.0
1286.0,23.31
1287.0,22.65
1288.0,21.14
1289.0,21.66
1290.0,22.18
1291.0,21.31
1292.0,22.78
1293.0,20.52
1294.0,19.88
1295.0,20.41
1296.0,19.18
1297.0,18.18
1298.0,17.76
1299.0,17.6
1300.0,17.56
1301.0,17.81
1302.0,17.75
1303.0,17.24
1304.0,18.31
1305.0,19.45
1306.0,20.44
1307.0,20.51
1308.0,20.01
1309.0,19.51
1310.0,19.52
1311.0,19.26
1312.0,18.97
1313.0,20.03
1314.0,22.69
1315.0,25.8
1316.0,30.16
1317.0,27.23
1318.0,25.04
1319.0,23.37
1320.0,21.45
1321.0,20.85
1322.0,20.3
1323.0,20.92
1324.0,21.27
1325.0,22.54
1326.0,23.15
1327.0,27.96
1328.0,44.36
1329.0,41.57
1330.0,38.98
1331.0,35.64
1332.0,36.01
1333.0,34.29
1334.0,30.94
1335.0,29.79
1336.0,28.25
1337.0,28.56
1338.0,30.38
1339.0,36.25
1340.0,42.45
1341.0,34.9
1342.0,31.97
1343.0,29.84
1344.0,27.1
1345.0,27.58
1346.0,25.54
1347.0,23.94
1348.0,23.86
1349.0,22.79
1350.0,25.19
1351.0,30.76
1352.0,47.43
1353.0,42.08
1354.0,37.57
1355.0,36.14
1356.0,34.25
1357.0,30.87
1358.0,30.38
1359.0,27.96
1360.0,25.63
1361.0,25.65
1362.0,29.86
1363.0,35.95
1364.0,42.65
1365.0,36.24
1366.0,32.3
1367.0,34.07
1368.0,31.87
1369.0,35.21
1370.0,32.46
1371.0,29.96
1372.0,28.77
1373.0,26.03
1374.0,24.71
1375.0,26.37
1376.0,31.92
1377.0,28.51
1378.0,25.37
1379.0,25.69
1380.0,23.91
1381.0,23.29
1382.0,22.83
1383.0,22.42
1384.0,22.37
1385.0,22.74
1386.0,24.03
1387.0,32.01
1388.0,38.16
1389.0,34.33
1390.0,29.75
1391.0,28.66
1392.0,25.94
1393.0,27.3
1394.0,26.4
1395.0,26.91
1396.0,27.68
1397.0,28.66
1398.0,31.73
1399.0,43.81
1400.0,57.77
1401.0,51.37
1402.0,48.17
1403.0,45.72
1404.0,40.0
1405.0,35.63
1406.0,36.03
1407.0,34.23
1408.0,32.45
1409.0,33.85
1410.0,36.32
1411.0,44.62
1412.0,53.76
1413.0,46.85
1414.0,42.23
1415.0,38.34
1416.0,35.4
1417.0,30.6
1418.0,27.84
1419.0,26.98
1420.0,26.78
1421.0,27.11
1422.0,28.69
1423.0,36.88
1424.0,49.12
1425.0,46.14
1426.0,45.82
1427.0,44.08
1428.0,39.44
1429.0,35.58
1430.0,33.45
1431.0,30.91
1432.0,28.76
1433.0,28.62
1434.0,27.54
1435.0,29.88
1436.0,30.38
1437.0,27.08
1438.0,26.16
1439.0,25.5
1440.0,22.73
1441.0,24.74
1442.0,22.74
1443.0,22.38
1444.0,22.02
1445.0,22.14
1446.0,22.32
1447.0,26.43
1448.0,27.76
1449.0,31.05
1450.0,32.48
1451.0,32.67
1452.0,28.8
1453.0,28.77
1454.0,25.12
1455.0,24.0
1456.0,23.53
1457.0,22.32
1458.0,24.36
1459.0,27.95
1460.0,31.15
1461.0,28.04
1462.0,24.92
1463.0,24.75
1464.0,23.4
1465.0,20.93
1466.0,20.15
1467.0,20.22
1468.0,20.17
1469.0,19.71
1470.0,20.24
1471.0,21.91
1472.0,23.26
1473.0,26.89
1474.0,28.63
1475.0,29.89
1476.0,28.03
1477.0,26.45
1478.0,24.92
1479.0,23.34
1480.0,22.26
1481.0,21.64
1482.0,22.31
1483.0,32.8
1484.0,38.05
1485.0,34.52
1486.0,28.25
1487.0,26.63
1488.0,25.93
1489.0,23.6
1490.0,23.29
1491.0,23.72
1492.0,24.14
1493.0,24.67
1494.0,29.97
1495.0,40.07
1496.0,59.63
1497.0,54.74
1498.0,48.93
1499.0,44.36
1500.0,38.37
1501.0,34.0
1502.0,30.87
1503.0,26.99
1504.0,24.84
1505.0,24.18
1506.0,29.76
1507.0,39.89
1508.0,52.0
1509.0,44.12
1510.0,38.66
1511.0,33.53
1512.0,30.84
1513.0,24.34
1514.0,20.55
1515.0,20.6
1516.0,20.84
1517.0,20.91
1518.0,24.02
1519.0,31.19
1520.0,43.35
1521.0,38.38
1522.0,34.19
1523.0,33.27
1524.0,29.49
1525.0,27.56
1526.0,25.22
1527.0,23.16
1528.0,22.3
1529.0,22.32
1530.0,25.8
1531.0,35.62
1532.0,49.19
1533.0,41.82
1534.0,34.41
1535.0,34.48
1536.0,29.99
1537.0,22.08
1538.0,20.72
1539.0,22.35
1540.0,22.62
1541.0,23.32
1542.0,25.94
1543.0,34.93
1544.0,56.02
1545.0,47.58
1546.0,43.23
1547.0,40.94
1548.0,36.03
1549.0,32.3
1550.0,32.04
1551.0,30.47
1552.0,29.2
1553.0,29.41
1554.0,32.44
1555.0,40.53
1556.0,53.28
1557.0,45.62
1558.0,38.79
1559.0,35.24
1560.0,33.08
1561.0,26.97
1562.0,26.99
1563.0,26.81
1564.0,26.95
1565.0,27.51
1566.0,27.99
1567.0,35.43
1568.0,54.88
1569.0,46.77
1570.0,41.57
1571.0,39.74
1572.0,36.55
1573.0,32.2
1574.0,30.68
1575.0,27.8
1576.0,25.84
1577.0,26.15
1578.0,28.82
1579.0,34.8
1580.0,42.32
1581.0,36.85
1582.0,32.57
1583.0,28.0
1584.0,26.19
1585.0,24.75
1586.0,23.7
1587.0,23.36
1588.0,22.52
1589.0,23.04
1590.0,25.66
1591.0,30.25
1592.0,42.65
1593.0,39.25
1594.0,37.47
1595.0,38.09
1596.0,36.95
1597.0,32.63
1598.0,29.89
1599.0,27.8
1600.0,26.3
1601.0,26.27
1602.0,28.31
1603.0,27.67
1604.0,31.83
1605.0,26.25
1606.0,23.23
1607.0,20.99
1608.0,20.6
1609.0,21.22
1610.0,20.38
1611.0,20.09
1612.0,19.36
1613.0,19.15
1614.0,19.07
1615.0,19.41
1616.0,20.53
1617.0,21.92
1618.0,23.44
1619.0,23.84
1620.0,22.61
1621.0,22.16
1622.0,22.12
1623.0,21.38
1624.0,20.28
1625.0,20.34
1626.0,21.18
1627.0,23.42
1628.0,23.8
1629.0,21.24
1630.0,20.52
1631.0,20.85
1632.0,20.48
1633.0,19.07
1634.0,17.71
1635.0,16.68
1636.0,16.78
1637.0,15.82
1638.0,17.51
1639.0,17.75
1640.0,18.04
1641.0,18.34
1642.0,20.46
1643.0,21.8
1644.0,20.71
1645.0,19.82
1646.0,19.27
1647.0,19.64
1648.0,19.46
1649.0,19.31
1650.0,20.53
1651.0,23.68
1652.0,29.1
1653.0,27.76
1654.0,24.48
1655.0,22.96
1656.0,22.1
1657.0,20.88
1658.0,20.53
1659.0,21.61
1660.0,21.94
1661.0,22.85
1662.0,26.9
1663.0,36.23
1664.0,42.75
1665.0,40.34
