smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-31879308137400.0,4423797.26535,-31879308137400.0,-31879305009300.0,-31879311265500.0,-31879310952600.0,-31879305322100.0,2.0,19569982244900.0,3.6750693330500006e-12,106,0.25,0.00390755488241,0.125001781251,0.125039974416
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-35786275563000.0,8361621.04327,-35786275563000.0,-35786269650500.0,-35786281475600.0,-35786280884300.0,-35786270241700.0,2.0,69916706471200.0,3.6750693330500006e-12,99,0.125,0.00781510976481,0.250003562502,0.250079948833
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-35975079417300.0,4273388.72279,-35975079417300.0,-35975076395500.0,-35975082439000.0,-35975082136800.0,-35975076697700.0,2.0,18261851176100.0,3.6750693330500006e-12,93,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-36100297728200.0,2613155.27664,-36100297728200.0,-36100295880500.0,-36100299576000.0,-36100299391200.0,-36100296065200.0,2.0,6828580499840.0,3.6750693330500006e-12,87,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-36289102970900.0,4532478.52524,-36289102970900.0,-36289099766000.0,-36289106175900.0,-36289105855400.0,-36289100086500.0,2.0,20543361581800.0,3.6750693330500006e-12,81,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-40196077128700.0,14491526.8457,-40196077128700.0,-40196066881600.0,-40196087375700.0,-40196086351000.0,-40196067906300.0,2.0,210004350320000.0,3.6750693330500006e-12,74,0.125,0.00781510976481,0.250003562502,0.250079948833
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-40384880158700.0,876975.358114,-40384880158700.0,-40384879538600.0,-40384880778800.0,-40384880716800.0,-40384879600600.0,2.0,769085778740.0,3.6750693330500006e-12,68,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-40510094525100.0,1902833.4135,-40510094525100.0,-40510093179600.0,-40510095870600.0,-40510095736100.0,-40510093314200.0,2.0,3620774999540.0,3.6750693330500006e-12,62,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-40698900945200.0,317254.969962,-40698900945200.0,-40698900720900.0,-40698901169500.0,-40698901147100.0,-40698900743300.0,2.0,100650715965.0,3.6750693330500006e-12,56,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-44605866789300.0,1582771.11913,-44605866789300.0,-44605865670100.0,-44605867908500.0,-44605867796600.0,-44605865782000.0,2.0,2505164415570.0,3.6750693330500006e-12,49,0.125,0.00781488703723,0.249996437498,0.250079948833
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-44794676809000.0,5113982.21615,-44794676809000.0,-44794673192900.0,-44794680425200.0,-44794680063600.0,-44794673554500.0,2.0,26152814107100.0,3.6750693330500006e-12,43,0.25,0.0156197806128,0.249996437498,0.249920051167
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-44919896385800.0,7268949.09237,-44919896385800.0,-44919891245900.0,-44919901525800.0,-44919901011800.0,-44919891759900.0,2.0,52837620907400.0,3.6750693330500006e-12,37,0.25,0.0156197806128,0.249996437498,0.249920051167
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-45108696377900.0,1986999.80334,-45108696377900.0,-45108694972900.0,-45108697782900.0,-45108697642400.0,-45108695113400.0,2.0,3948168218460.0,3.6750693330500006e-12,31,0.25,0.00781488703723,0.249996437498,0.125039974416
240.0,-63.0,-2354.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-49015426926900.0,6195722.99227,-49015426926900.0,-49015422545900.0,-49015431307900.0,-49015430869800.0,-49015422984000.0,2.0,38386983396900.0,3.6750693330500006e-12,24,0.125,0.00390733215483,0.124994656247,0.250079948833
240.0,-94.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-49204227287000.0,1771520.96077,-49204227287000.0,-49204226034400.0,-49204228539700.0,-49204228414400.0,-49204226159700.0,2.0,3138286514450.0,3.6750693330500006e-12,18,0.25,0.00780966772122,0.124994656247,0.249920051167
240.0,-125.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-49329442804300.0,3422126.20344,-49329442804300.0,-49329440384500.0,-49329445224100.0,-49329444982100.0,-49329440626500.0,2.0,11710947752300.0,3.6750693330500006e-12,12,0.25,0.00780966772122,0.124994656247,0.249920051167
240.0,-156.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-49518243873200.0,1602009.38438,-49518243873200.0,-49518242740400.0,-49518245006000.0,-49518244892700.0,-49518242853700.0,2.0,2566434067640.0,3.6750693330500006e-12,6,0.25,0.00390733215483,0.124994656247,0.125039974416
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-81103351578300.0,11396242.113,-81103351578300.0,-81103343519900.0,-81103359636700.0,-81103358830800.0,-81103344325800.0,2.0,129874334297000.0,3.6750693330500006e-12,123,0.125,0.00390505644578,0.125001781251,0.249920051167
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-81228565445500.0,2541583.39218,-81228565445500.0,-81228563648400.0,-81228567242700.0,-81228567063000.0,-81228563828100.0,2.0,6459646139410.0,3.6750693330500006e-12,117,0.25,0.00781011289156,0.125001781251,0.249920051167
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-81417366062600.0,935233.946583,-81417366062600.0,-81417365401300.0,-81417366723900.0,-81417366657800.0,-81417365467400.0,2.0,874662534842.0,3.6750693330500006e-12,111,0.25,0.00390755488241,0.125001781251,0.125039974416
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-85513154168000.0,2273357.38342,-85513154168000.0,-85513152560500.0,-85513155775500.0,-85513155614700.0,-85513152721200.0,2.0,5168153792740.0,3.6750693330500006e-12,98,0.125,0.00781011289156,0.250003562502,0.249920051167
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-85638367212300.0,1580841.36396,-85638367212300.0,-85638366094400.0,-85638368330100.0,-85638368218300.0,-85638366206200.0,2.0,2499059418010.0,3.6750693330500006e-12,92,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-85827170397600.0,817258.28457,-85827170397600.0,-85827169819700.0,-85827170975500.0,-85827170917700.0,-85827169877500.0,2.0,667911103698.0,3.6750693330500006e-12,86,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-89922953025900.0,17338840.5661,-89922953025900.0,-89922940765500.0,-89922965286300.0,-89922964060200.0,-89922941991500.0,2.0,300635392176000.0,3.6750693330500006e-12,73,0.125,0.00781011289156,0.250003562502,0.249920051167
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-90048162978500.0,4511532.32643,-90048162978500.0,-90048159788400.0,-90048166168700.0,-90048165849600.0,-90048160107400.0,2.0,20353923932400.0,3.6750693330500006e-12,67,0.25,0.0156202257831,0.250003562502,0.249920051167
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-90236968396400.0,2259541.3787,-90236968396400.0,-90236966798600.0,-90236969994100.0,-90236969834300.0,-90236966958400.0,2.0,5105527242060.0,3.6750693330500006e-12,61,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-94332743698900.0,2379558.78945,-94332743698900.0,-94332742016300.0,-94332745381500.0,-94332745213200.0,-94332742184500.0,2.0,5662300032430.0,3.6750693330500006e-12,48,0.125,0.00780989030639,0.249996437498,0.249920051167
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-94457960871700.0,3463232.75684,-94457960871700.0,-94457958422800.0,-94457963320600.0,-94457963075700.0,-94457958667700.0,2.0,11993981128000.0,3.6750693330500006e-12,42,0.25,0.0156197806128,0.249996437498,0.249920051167
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-94646767062500.0,4416604.62213,-94646767062500.0,-94646763939500.0,-94646770185500.0,-94646769873200.0,-94646764251800.0,2.0,19506396388200.0,3.6750693330500006e-12,36,0.25,0.00781488703723,0.249996437498,0.125039974416
240.0,-63.0,-3136.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-98742295809800.0,7730117.35125,-98742295809800.0,-98742290343800.0,-98742301275800.0,-98742300729200.0,-98742290890400.0,2.0,59754714264100.0,3.6750693330500006e-12,23,0.125,0.00390483386061,0.124994656247,0.249920051167
240.0,-94.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-98867510572300.0,7652403.35499,-98867510572300.0,-98867505161200.0,-98867515983300.0,-98867515442200.0,-98867505702300.0,2.0,58559277107400.0,3.6750693330500006e-12,17,0.25,0.00780966772122,0.124994656247,0.249920051167
240.0,-125.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-99056315977200.0,3331497.01783,-99056315977200.0,-99056313621500.0,-99056318333000.0,-99056318097400.0,-99056313857100.0,2.0,11098872379800.0,3.6750693330500006e-12,11,0.25,0.00390733215483,0.124994656247,0.125039974416
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-130766642004000.0,2727180.659,-130766642004000.0,-130766640076000.0,-130766643932000.0,-130766643740000.0,-130766640268000.0,2.0,7437514346830.0,3.6750693330500006e-12,122,0.125,0.00390505644578,0.125001781251,0.249920051167
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-130955437274000.0,8280190.20098,-130955437274000.0,-130955431419000.0,-130955443129000.0,-130955442543000.0,-130955432004000.0,2.0,68561549764300.0,3.6750693330500006e-12,116,0.25,0.00390755488241,0.125001781251,0.125039974416
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-135176436132000.0,734647.496508,-135176436132000.0,-135176435613000.0,-135176436652000.0,-135176436600000.0,-135176435665000.0,2.0,539706944125.0,3.6750693330500006e-12,97,0.125,0.00781011289156,0.250003562502,0.249920051167
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-135365238001000.0,2765870.44847,-135365238001000.0,-135365236045000.0,-135365239956000.0,-135365239761000.0,-135365236240000.0,2.0,7650039337750.0,3.6750693330500006e-12,91,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-139586229135000.0,356709.020332,-139586229135000.0,-139586228883000.0,-139586229387000.0,-139586229362000.0,-139586228908000.0,2.0,127241325187.0,3.6750693330500006e-12,72,0.125,0.00781011289156,0.250003562502,0.249920051167
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-139775035493000.0,5536678.96611,-139775035493000.0,-139775031577000.0,-139775039408000.0,-139775039016000.0,-139775031969000.0,2.0,30654813973700.0,3.6750693330500006e-12,66,0.25,0.00781510976481,0.250003562502,0.125039974416
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-143996030993000.0,6949069.59615,-143996030993000.0,-143996026079000.0,-143996035906000.0,-143996035415000.0,-143996026570000.0,2.0,48289568252100.0,3.6750693330500006e-12,47,0.125,0.00780989030639,0.249996437498,0.249920051167
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-144184830514000.0,1910094.46654,-144184830514000.0,-144184829163000.0,-144184831865000.0,-144184831729000.0,-144184829298000.0,2.0,3648460871120.0,3.6750693330500006e-12,41,0.25,0.00781488703723,0.249996437498,0.125039974416
240.0,-63.0,-3917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-148405575477000.0,4227153.81117,-148405575477000.0,-148405572488000.0,-148405578466000.0,-148405578167000.0,-148405572787000.0,2.0,17868829343300.0,3.6750693330500006e-12,22,0.125,0.00390483386061,0.124994656247,0.249920051167
240.0,-94.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-148594379550000.0,953148.806244,-148594379550000.0,-148594378876000.0,-148594380224000.0,-148594380157000.0,-148594378943000.0,2.0,908492646844.0,3.6750693330500006e-12,16,0.25,0.00390733215483,0.124994656247,0.125039974416
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,701764.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-180493509664000.0,3528264.49467,-180493509664000.0,-180493507169000.0,-180493512159000.0,-180493511909000.0,-180493507418000.0,2.0,12448650344300.0,3.6750693330500006e-12,121,0.125,0.0019537774412,0.125001781251,0.125039974416
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,526323.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-184903304198000.0,9137078.57236,-184903304198000.0,-184903297737000.0,-184903310659000.0,-184903310013000.0,-184903298383000.0,2.0,83486204837500.0,3.6750693330500006e-12,96,0.125,0.00390755488241,0.250003562502,0.125039974416
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,350882.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-189313098555000.0,2368938.39915,-189313098555000.0,-189313096880000.0,-189313100230000.0,-189313100063000.0,-189313097047000.0,2.0,5611869138950.0,3.6750693330500006e-12,71,0.125,0.00390755488241,0.250003562502,0.125039974416
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,175441.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-193722906188000.0,7455355.6208,-193722906188000.0,-193722900916000.0,-193722911459000.0,-193722910932000.0,-193722901443000.0,2.0,55582327432600.0,3.6750693330500006e-12,46,0.125,0.00390744351862,0.249996437498,0.125039974416
240.0,-63.0,-4699.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-198132462898000.0,12346447.543,-198132462898000.0,-198132454168000.0,-198132471628000.0,-198132470755000.0,-198132455041000.0,2.0,152434766933000.0,3.6750693330500006e-12,21,0.125,0.00195366607741,0.124994656247,0.125039974416
