smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability,prefix
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2097365448.7,1039504.4772,-2097352000.23,-2096450871.76,-2098306922.59,-2098294387.65,-2096455337.61,4.0,1080569558110.0,0.125001984106,0.125226860254,0.250018051845,0.00391368407525,1.7334191682000001e-13,46
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2102189925.56,42092.2199716,-2102180973.1,-2102148960.98,-2102248795.07,-2102238977.62,-2102153406.94,4.0,1771754982.14,0.249996693157,0.125226860254,0.124990974078,0.00391300505149,1.7334191682000001e-13,6
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2179276885.87,70833.88462,-2179262897.48,-2179208204.56,-2179373543.96,-2179359547.36,-2179213808.13,4.0,5017439210.37,0.250003306843,0.125226860254,0.124990974078,0.00391310857042,1.7334191682000001e-13,11
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2256218170.84,150072.83217,-2256188691.4,-2256068931.42,-2256426369.14,-2256392249.22,-2256085363.67,4.0,22521854955.6,0.250003306843,0.125226860254,0.124990974078,0.00391310857042,1.7334191682000001e-13,16
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2333359051.07,21315.228606,-2333353675.72,-2333341749.36,-2333387103.48,-2333383658.74,-2333341968.89,4.0,454338970.527,0.125001984106,0.125226860254,0.124990974078,0.00195655946116,1.7334191682000001e-13,21
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-146231265163.0,481.019751682,-146231265156.0,-146231264592.0,-146231265747.0,-146231265675.0,-146231264659.0,4.0,231380.001508,0.124994709051,0.125226860254,0.124990974078,0.00195644559034,1.7334191682000001e-13,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-511018854925.0,1305083.97977,-511019361179.0,-511016921094.0,-511019776246.0,-511019723828.0,-511017277264.0,4.0,1703244194250.0,0.124994709051,0.249546279492,0.250018051845,0.00779855422245,1.7334191682000001e-13,27
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-193764094986000.0,1884842.62759,-193764094357000.0,-193764093593000.0,-193764097636000.0,-193764097245000.0,-193764093607000.0,4.0,3552631730790.0,0.125001984106,0.249546279492,0.250018051845,0.00779900812097,1.7334191682000001e-13,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194067406601000.0,1189124.26597,-194067407171000.0,-194067404819000.0,-194067407243000.0,-194067407239000.0,-194067405165000.0,4.0,1414016519920.0,0.125001984106,0.250453720508,0.250018051845,0.0078273681505,1.7334191682000001e-13,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194432178255000.0,4403401.00359,-194432177717000.0,-194432173945000.0,-194432183641000.0,-194432183088000.0,-194432174176000.0,4.0,19389940398400.0,0.125001984106,0.125226860254,0.249981948155,0.00391311892231,1.7334191682000001e-13,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194943994740000.0,451416.870351,-194943994724000.0,-194943994245000.0,-194943995268000.0,-194943995217000.0,-194943994285000.0,4.0,203777190838.0,0.125001984106,0.249546279492,0.124990974078,0.0038989409552,1.7334191682000001e-13,22
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-198356324207000.0,735538.385305,-198356324236000.0,-198356323297000.0,-198356325060000.0,-198356324964000.0,-198356323411000.0,4.0,541016716257.0,0.250003306843,0.249546279492,0.250018051845,0.0155979749784,1.7334191682000001e-13,43
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-198659633674000.0,1393666.04435,-198659633661000.0,-198659632445000.0,-198659634930000.0,-198659634915000.0,-198659632452000.0,4.0,1942305043170.0,0.250003306843,0.250453720508,0.250018051845,0.0156546948874,1.7334191682000001e-13,69
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199024407020000.0,6289135.60494,-199024408754000.0,-199024398024000.0,-199024412547000.0,-199024412093000.0,-199024399518000.0,4.0,39553226657400.0,0.250003306843,0.125226860254,0.249981948155,0.00782621714084,1.7334191682000001e-13,95
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199536220075000.0,646379.007876,-199536220106000.0,-199536219275000.0,-199536220813000.0,-199536220735000.0,-199536219372000.0,4.0,417805821822.0,0.250003306843,0.249546279492,0.124990974078,0.00779786128164,1.7334191682000001e-13,17
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-202948522592000.0,4268671.25032,-202948523018000.0,-202948516995000.0,-202948527339000.0,-202948526761000.0,-202948517828000.0,4.0,18221554243300.0,0.250003306843,0.249546279492,0.250018051845,0.0155979749784,1.7334191682000001e-13,38
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203251837100000.0,2202637.26625,-203251837357000.0,-203251834177000.0,-203251839510000.0,-203251839215000.0,-203251834626000.0,4.0,4851610926680.0,0.250003306843,0.250453720508,0.250018051845,0.0156546948874,1.7334191682000001e-13,64
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203616610188000.0,7266053.20773,-203616611911000.0,-203616600458000.0,-203616616470000.0,-203616616240000.0,-203616601722000.0,4.0,52795529217600.0,0.250003306843,0.125226860254,0.249981948155,0.00782621714084,1.7334191682000001e-13,90
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204128419801000.0,949729.716869,-204128419805000.0,-204128418926000.0,-204128420669000.0,-204128420655000.0,-204128418942000.0,4.0,901986535104.0,0.250003306843,0.249546279492,0.124990974078,0.00779786128164,1.7334191682000001e-13,12
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207540748403000.0,2299977.30897,-207540748617000.0,-207540745393000.0,-207540750987000.0,-207540750654000.0,-207540745854000.0,4.0,5289895621760.0,0.249996693157,0.249546279492,0.250018051845,0.0155975623434,1.7334191682000001e-13,33
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207844058970000.0,6550493.89399,-207844057229000.0,-207844053717000.0,-207844067707000.0,-207844066594000.0,-207844053785000.0,4.0,42908970255200.0,0.249996693157,0.250453720508,0.250018051845,0.0156542807519,1.7334191682000001e-13,59
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208208833076000.0,4389386.23942,-208208832863000.0,-208208828907000.0,-208208837671000.0,-208208837415000.0,-208208829035000.0,4.0,19266711558800.0,0.249996693157,0.125226860254,0.249981948155,0.00782601010299,1.7334191682000001e-13,85
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208720645447000.0,1181452.09758,-208720645584000.0,-208720644010000.0,-208720646611000.0,-208720646547000.0,-208720644156000.0,4.0,1395829058880.0,0.249996693157,0.249546279492,0.124990974078,0.00779765499392,1.7334191682000001e-13,7
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212132705868000.0,1421811.65929,-212132705842000.0,-212132704360000.0,-212132707428000.0,-212132707314000.0,-212132704459000.0,4.0,2021548394500.0,0.124994709051,0.249546279492,0.250018051845,0.00779855422245,1.7334191682000001e-13,28
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212436018443000.0,3325884.98947,-212436018482000.0,-212436014374000.0,-212436022433000.0,-212436021930000.0,-212436014901000.0,4.0,11061510963200.0,0.124994709051,0.250453720508,0.250018051845,0.00782691260144,1.7334191682000001e-13,54
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212800788892000.0,5161275.60733,-212800788874000.0,-212800783365000.0,-212800794455000.0,-212800794073000.0,-212800783736000.0,4.0,26638765894900.0,0.124994709051,0.125226860254,0.249981948155,0.00391289118068,1.7334191682000001e-13,80
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213312603380000.0,1207864.77846,-213312602992000.0,-213312602394000.0,-213312605142000.0,-213312604819000.0,-213312602483000.0,4.0,1458937323050.0,0.124994709051,0.249546279492,0.124990974078,0.00389871403872,1.7334191682000001e-13,2
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406565681510000.0,2445193.54708,-406565681206000.0,-406565678925000.0,-406565684703000.0,-406565684278000.0,-406565679168000.0,4.0,5978971482680.0,0.125001984106,0.249546279492,0.124990974078,0.0038989409552,1.7334191682000001e-13,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-406930462556000.0,1836656.09678,-406930462361000.0,-406930460802000.0,-406930464702000.0,-406930464514000.0,-406930460873000.0,4.0,3373305617850.0,0.125001984106,0.250453720508,0.250018051845,0.0078273681505,1.7334191682000001e-13,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407233776319000.0,4232448.08836,-407233776255000.0,-407233771562000.0,-407233781205000.0,-407233780748000.0,-407233771981000.0,4.0,17913616820600.0,0.125001984106,0.125226860254,0.250018051845,0.00391368407525,1.7334191682000001e-13,75
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411157904086000.0,775647.413336,-411157903964000.0,-411157903382000.0,-411157905034000.0,-411157904939000.0,-411157903404000.0,4.0,601628909815.0,0.250003306843,0.249546279492,0.124990974078,0.00779786128164,1.7334191682000001e-13,18
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411522691468000.0,4539613.32883,-411522692914000.0,-411522685084000.0,-411522694958000.0,-411522694881000.0,-411522686028000.0,4.0,20608089175300.0,0.250003306843,0.250453720508,0.250018051845,0.0156546948874,1.7334191682000001e-13,44
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-411825998044000.0,3643132.5127,-411825996963000.0,-411825995013000.0,-411826003234000.0,-411826002417000.0,-411825995182000.0,4.0,13272414505100.0,0.250003306843,0.125226860254,0.250018051845,0.00782734744372,1.7334191682000001e-13,70
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-415750108145000.0,3292217.81932,-415750108212000.0,-415750104110000.0,-415750112046000.0,-415750111577000.0,-415750104619000.0,4.0,10838698169800.0,0.250003306843,0.249546279492,0.124990974078,0.00779786128164,1.7334191682000001e-13,13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416114892776000.0,1588448.1497,-416114892740000.0,-416114891154000.0,-416114894472000.0,-416114894364000.0,-416114891240000.0,4.0,2523167524270.0,0.250003306843,0.250453720508,0.250018051845,0.0156546948874,1.7334191682000001e-13,39
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416418204252000.0,2048134.09368,-416418203920000.0,-416418202286000.0,-416418206882000.0,-416418206571000.0,-416418202398000.0,4.0,4194853265710.0,0.250003306843,0.125226860254,0.250018051845,0.00782734744372,1.7334191682000001e-13,65
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420342331056000.0,2079281.45059,-420342331261000.0,-420342328406000.0,-420342333298000.0,-420342333090000.0,-420342328737000.0,4.0,4323411350780.0,0.249996693157,0.249546279492,0.124990974078,0.00779765499392,1.7334191682000001e-13,8
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420707114565000.0,4316072.25634,-420707116104000.0,-420707108292000.0,-420707117761000.0,-420707117646000.0,-420707109330000.0,4.0,18628479722000.0,0.249996693157,0.250453720508,0.250018051845,0.0156542807519,1.7334191682000001e-13,34
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421010426298000.0,6085452.02136,-421010429027000.0,-421010417230000.0,-421010429909000.0,-421010429879000.0,-421010418897000.0,4.0,37032726304300.0,0.249996693157,0.125226860254,0.250018051845,0.00782714037597,1.7334191682000001e-13,60
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424934289515000.0,1752993.31417,-424934289574000.0,-424934287638000.0,-424934291276000.0,-424934291191000.0,-424934287758000.0,4.0,3072985559520.0,0.124994709051,0.249546279492,0.124990974078,0.00389871403872,1.7334191682000001e-13,3
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425299069705000.0,5729606.61008,-425299068396000.0,-425299064253000.0,-425299077777000.0,-425299076414000.0,-425299064830000.0,4.0,32828391906300.0,0.124994709051,0.250453720508,0.250018051845,0.00782691260144,1.7334191682000001e-13,29
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425602383381000.0,5097686.41285,-425602384180000.0,-425602376680000.0,-425602388482000.0,-425602388091000.0,-425602377550000.0,4.0,25986406763800.0,0.124994709051,0.125226860254,0.250018051845,0.00391345630072,1.7334191682000001e-13,55
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-619732050461000.0,4721581.64353,-619732050233000.0,-619732044931000.0,-619732056444000.0,-619732055580000.0,-619732045659000.0,4.0,22293333216600.0,0.125001984106,0.250453720508,0.124990974078,0.00391311892231,1.7334191682000001e-13,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620096829570000.0,1567872.16409,-620096829868000.0,-620096827440000.0,-620096831106000.0,-620096830978000.0,-620096827746000.0,4.0,2458223122930.0,0.125001984106,0.125226860254,0.250018051845,0.00391368407525,1.7334191682000001e-13,50
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624324277472000.0,5340377.23874,-624324277011000.0,-624324271678000.0,-624324284190000.0,-624324283382000.0,-624324272209000.0,4.0,28519629052100.0,0.250003306843,0.250453720508,0.124990974078,0.00782621714084,1.7334191682000001e-13,19
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624689053886000.0,2953312.06614,-624689053295000.0,-624689050994000.0,-624689057960000.0,-624689057336000.0,-624689051263000.0,4.0,8722052160020.0,0.250003306843,0.125226860254,0.250018051845,0.00782734744372,1.7334191682000001e-13,45
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-628916476235000.0,2447672.76714,-628916476194000.0,-628916473492000.0,-628916479060000.0,-628916478797000.0,-628916473731000.0,4.0,5991101975010.0,0.250003306843,0.250453720508,0.124990974078,0.00782621714084,1.7334191682000001e-13,14
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629281254899000.0,1359795.23214,-629281255022000.0,-629281253158000.0,-629281256394000.0,-629281256241000.0,-629281253384000.0,4.0,1849043073350.0,0.250003306843,0.125226860254,0.250018051845,0.00782734744372,1.7334191682000001e-13,40
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633508697370000.0,2217179.36488,-633508697124000.0,-633508695450000.0,-633508699781000.0,-633508699623000.0,-633508695461000.0,4.0,4915884336050.0,0.249996693157,0.250453720508,0.124990974078,0.00782601010299,1.7334191682000001e-13,9
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633873478552000.0,2858654.83403,-633873478750000.0,-633873474887000.0,-633873481822000.0,-633873481420000.0,-633873475407000.0,4.0,8171907460130.0,0.249996693157,0.125226860254,0.250018051845,0.00782714037597,1.7334191682000001e-13,35
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638100657683000.0,1823024.07978,-638100657671000.0,-638100655554000.0,-638100659834000.0,-638100659605000.0,-638100655776000.0,4.0,3323416795470.0,0.124994709051,0.250453720508,0.124990974078,0.00391289118068,1.7334191682000001e-13,4
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638465437155000.0,5525575.29703,-638465435661000.0,-638465432221000.0,-638465445079000.0,-638465443672000.0,-638465432731000.0,4.0,30531982363200.0,0.124994709051,0.125226860254,0.250018051845,0.00391345630072,1.7334191682000001e-13,30
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-832898416836000.0,4357303.17883,-832898417234000.0,-832898411330000.0,-832898421545000.0,-832898421114000.0,-832898411999000.0,4.0,18986090992200.0,0.125001984106,0.125226860254,0.124990974078,0.00195655946116,1.7334191682000001e-13,25
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-837490639047000.0,3005213.20113,-837490638974000.0,-837490635536000.0,-837490642706000.0,-837490642270000.0,-837490635928000.0,4.0,9031306384230.0,0.250003306843,0.125226860254,0.124990974078,0.00391310857042,1.7334191682000001e-13,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842082838927000.0,2388055.87152,-842082839450000.0,-842082835691000.0,-842082841117000.0,-842082840988000.0,-842082836134000.0,4.0,5702810845490.0,0.250003306843,0.125226860254,0.124990974078,0.00391310857042,1.7334191682000001e-13,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846675067395000.0,4247091.2298,-846675067322000.0,-846675063349000.0,-846675071588000.0,-846675071425000.0,-846675063469000.0,4.0,18037783914300.0,0.249996693157,0.125226860254,0.124990974078,0.00391300505149,1.7334191682000001e-13,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851267021686000.0,5229366.47598,-851267021805000.0,-851267015950000.0,-851267027182000.0,-851267026837000.0,-851267016367000.0,4.0,27346273740100.0,0.124994709051,0.125226860254,0.124990974078,0.00195644559034,1.7334191682000001e-13,5
