smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1948793971.06,6685445.73194,-1948793971.06,-1944066647.04,-1953521295.07,-1953048562.67,-1944539379.44,2.0,44695184634700.0,0.142857142857,0.00291595300158,79,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1955706665.64,7259940.23676,-1955706665.64,-1950573112.66,-1960840218.61,-1960326863.31,-1951086467.96,2.0,52706732241400.0,0.0714285714286,0.00145663398099,96,0.0,0.142844106523,0.142763157895
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1957796489.8,4379939.58575,-1957796489.8,-1954699404.82,-1960893574.78,-1960583866.28,-1955009113.32,2.0,19183870774800.0,0.0714285714286,0.000728208095864,32,0.0,0.0714113745622,0.142763157895
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1965179946.33,441421.63678,-1965179946.33,-1964867814.09,-1965492078.56,-1965460865.34,-1964899027.32,2.0,194853061417.0,0.142857142857,0.00291634934701,143,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-372.7,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1975659627.3,4615287.64115,-1975659627.3,-1972396126.11,-1978923128.49,-1978596778.37,-1972722476.23,2.0,21300880010500.0,0.142857142857,0.0014577585108,15,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-264.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1976630798.54,1581293.7293,-1976630798.54,-1975512655.02,-1977748942.06,-1977637127.71,-1975624469.37,2.0,2500489858330.0,0.0714285714286,0.00145683197123,160,0.0,0.14286352234,0.142763157895
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2005197914.32,169832.11812,-2005197914.32,-2005077824.88,-2005318003.76,-2005305994.82,-2005089833.82,2.0,28842948345.3,0.142857142857,0.00145797650079,71,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-318.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2021389003.22,2495539.51662,-2021389003.22,-2019624390.3,-2023153616.13,-2022977154.84,-2019800851.59,2.0,6227717479020.0,0.0714285714286,0.00145797650079,88,0.0,0.142844106523,0.142894736842
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2031717989.74,5889561.94393,-2031717989.74,-2027553440.56,-2035882538.93,-2035466084.01,-2027969895.47,2.0,34686939891400.0,0.142857142857,0.00145817467351,135,1.07010398565e-12,0.14286352234,0.0714473684211
480.0,-318.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2035790221.65,1834657.68233,-2035790221.65,-2034492922.76,-2037087520.53,-2036957790.65,-2034622652.65,2.0,3365968811330.0,0.0714285714286,0.0007288792554,24,0.0,0.0714113745622,0.142894736842
480.0,-318.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2037097428.03,5633864.41861,-2037097428.03,-2033113684.3,-2041081171.77,-2040682797.4,-2033512058.67,2.0,31740428287300.0,0.0714285714286,0.00145817467351,152,0.0,0.14286352234,0.142894736842
480.0,-427.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2045434528.4,201706.827365,-2045434528.4,-2045291900.13,-2045577156.66,-2045562893.84,-2045306162.96,2.0,40685644205.7,0.142857142857,0.0007288792554,7,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-372.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2083198961.55,7674353.52933,-2083198961.55,-2077772374.13,-2088625548.97,-2088082890.23,-2078315032.87,2.0,58895702093200.0,0.0714285714286,0.00145797650079,80,0.0,0.142844106523,0.142894736842
480.0,-372.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2092893815.27,702911.725963,-2092893815.27,-2092396781.62,-2093390848.92,-2093341145.56,-2092446484.99,2.0,494084894497.0,0.0714285714286,0.0007288792554,16,0.0,0.0714113745622,0.142894736842
480.0,-372.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2103115143.6,5703412.67554,-2103115143.6,-2099082221.82,-2107148065.37,-2106744773.2,-2099485513.99,2.0,32528916147500.0,0.0714285714286,0.00145817467351,144,0.0,0.14286352234,0.142894736842
480.0,-427.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2148410679.83,1427754.90823,-2148410679.83,-2147401104.65,-2149420255.0,-2149319297.48,-2147502062.17,2.0,2038484077990.0,0.0714285714286,0.000728988250394,72,0.0,0.142844106523,0.0714473684211
480.0,-427.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2164301433.05,4399689.86531,-2164301433.05,-2161190382.52,-2167412483.59,-2167101378.54,-2161501487.57,2.0,19357270911000.0,0.0714285714286,0.0003644396277,8,0.0,0.0714113745622,0.0714473684211
480.0,-427.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2168156073.82,4441950.97007,-2168156073.82,-2165015140.17,-2171297007.47,-2170982914.11,-2165329233.53,2.0,19730928420500.0,0.0714285714286,0.000729087336753,136,0.0,0.14286352234,0.0714473684211
480.0,-372.7,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-25339302602.6,1152358.43872,-25339302602.6,-25338487762.1,-25340117443.0,-25340035959.0,-25338569246.2,2.0,1327929971280.0,0.142857142857,0.0014577585108,10,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-372.7,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-25355945479.0,789874.378032,-25355945479.0,-25355386953.4,-25356504004.5,-25356448151.9,-25355442806.0,2.0,623901533071.0,0.142857142857,0.00291595300158,74,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-372.7,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-25373248262.6,635296.304672,-25373248262.6,-25372799040.3,-25373697484.9,-25373652562.7,-25372843962.5,2.0,403601394730.0,0.142857142857,0.00291634934701,138,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-318.4,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50182800929.6,2437289.31938,-50182800929.6,-50181077505.8,-50184524353.4,-50184352011.0,-50181249848.2,2.0,5940379226360.0,0.142857142857,0.0014577585108,19,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-318.4,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50202075341.2,1486292.11042,-50202075341.2,-50201024374.0,-50203126308.4,-50203021211.7,-50201129470.7,2.0,2209064237480.0,0.142857142857,0.00291595300158,83,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-318.4,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50218773069.3,1193525.99027,-50218773069.3,-50217929119.0,-50219617019.7,-50219532624.6,-50218013514.1,2.0,1424504289450.0,0.142857142857,0.00291634934701,147,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-264.1,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-75029459864.5,989359.755913,-75029459864.5,-75028760281.5,-75030159447.5,-75030089489.2,-75028830239.8,2.0,978832726621.0,0.142857142857,0.00145641619173,28,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-264.1,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-75046622871.3,107253.194361,-75046622871.3,-75046547031.8,-75046698710.7,-75046691126.8,-75046554615.7,2.0,11503247700.7,0.142857142857,0.00291326796198,92,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-264.1,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-75062275446.8,231920.95018,-75062275446.8,-75062111453.9,-75062439439.7,-75062423040.4,-75062127853.2,2.0,53787327132.5,0.142857142857,0.00291366394246,156,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-209.9,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94024279845800.0,457461.903448,-94024279845800.0,-94024279522300.0,-94024280169300.0,-94024280136900.0,-94024279554700.0,2.0,209271393106.0,0.142857142857,0.00145641619173,36,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-209.9,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94024302405700.0,2656248.93267,-94024302405700.0,-94024300527500.0,-94024304284000.0,-94024304096200.0,-94024300715300.0,2.0,7055658392330.0,0.142857142857,0.00291326796198,100,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-209.9,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94024316441700.0,4048786.55651,-94024316441700.0,-94024313578800.0,-94024319304600.0,-94024319018300.0,-94024313865100.0,2.0,16392672580200.0,0.142857142857,0.00291366394246,164,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-155.6,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94049121223900.0,2514219.71872,-94049121223900.0,-94049119446100.0,-94049123001700.0,-94049122823900.0,-94049119623800.0,2.0,6321300794000.0,0.142857142857,0.0014577585108,45,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-155.6,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94049136471800.0,3775565.33552,-94049136471800.0,-94049133802000.0,-94049139141500.0,-94049138874500.0,-94049134069000.0,2.0,14254893602800.0,0.142857142857,0.00291595300158,109,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-101.3,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94073952329400.0,4620932.65039,-94073952329400.0,-94073949061900.0,-94073955596900.0,-94073955270100.0,-94073949388700.0,2.0,21353018559500.0,0.142857142857,0.0014577585108,54,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-101.3,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94073971943500.0,511909.987386,-94073971943500.0,-94073971581600.0,-94073972305500.0,-94073972269300.0,-94073971617800.0,2.0,262051835185.0,0.142857142857,0.00291595300158,118,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-47.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94098780461200.0,5721588.99143,-94098780461200.0,-94098776415500.0,-94098784507000.0,-94098784102400.0,-94098776820000.0,2.0,32736580586800.0,0.142857142857,0.0007288792554,63,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-47.0,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94098798269600.0,5437651.11418,-94098798269600.0,-94098794424600.0,-94098802114600.0,-94098801730100.0,-94098794809100.0,2.0,29568049639500.0,0.142857142857,0.00145797650079,127,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-372.7,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94123087362100.0,796067.708551,-94123087362100.0,-94123086799200.0,-94123087925000.0,-94123087868700.0,-94123086855500.0,2.0,633723796598.0,0.0714285714286,0.0007288792554,9,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-372.7,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94123104218200.0,37801.7627941,-94123104218200.0,-94123104191500.0,-94123104244900.0,-94123104242300.0,-94123104194100.0,2.0,1428973270.34,0.0714285714286,0.00145797650079,73,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-372.7,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94123121154100.0,1355265.53927,-94123121154100.0,-94123120195800.0,-94123122112400.0,-94123122016600.0,-94123120291600.0,2.0,1836744681930.0,0.0714285714286,0.00145817467351,137,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-318.4,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94147931851800.0,1299920.91022,-94147931851800.0,-94147930932700.0,-94147932771000.0,-94147932679100.0,-94147931024600.0,2.0,1689794372840.0,0.142857142857,0.0014577585108,18,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-318.4,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94147950300300.0,936886.488277,-94147950300300.0,-94147949637900.0,-94147950962800.0,-94147950896600.0,-94147949704100.0,2.0,877756291915.0,0.142857142857,0.00291595300158,82,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-318.4,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94147969916300.0,883216.28809,-94147969916300.0,-94147969291800.0,-94147970540800.0,-94147970478400.0,-94147969354200.0,2.0,780071011547.0,0.142857142857,0.00291634934701,146,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-264.1,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94172780568300.0,355600.055929,-94172780568300.0,-94172780316900.0,-94172780819800.0,-94172780794600.0,-94172780342000.0,2.0,126451399776.0,0.142857142857,0.00145641619173,27,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-264.1,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94172796111400.0,350076.104608,-94172796111400.0,-94172795863800.0,-94172796358900.0,-94172796334200.0,-94172795888600.0,2.0,122553279018.0,0.142857142857,0.00291326796198,91,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-264.1,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-94172812621100.0,574126.943043,-94172812621100.0,-94172812215200.0,-94172813027100.0,-94172812986500.0,-94172812255800.0,2.0,329621746728.0,0.142857142857,0.00291366394246,155,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-209.9,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188122036171000.0,3020156.05697,-188122036171000.0,-188122034036000.0,-188122038307000.0,-188122038093000.0,-188122034249000.0,2.0,9121342608450.0,0.142857142857,0.00145641619173,35,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-209.9,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188122052607000.0,346248.491408,-188122052607000.0,-188122052362000.0,-188122052852000.0,-188122052827000.0,-188122052387000.0,2.0,119888017802.0,0.142857142857,0.00291326796198,99,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-209.9,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188122067291000.0,2101143.84705,-188122067291000.0,-188122065805000.0,-188122068777000.0,-188122068628000.0,-188122065954000.0,2.0,4414805466010.0,0.142857142857,0.00291366394246,163,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-155.6,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188146869834000.0,1563146.18249,-188146869834000.0,-188146868729000.0,-188146870939000.0,-188146870829000.0,-188146868839000.0,2.0,2443425987840.0,0.142857142857,0.0014577585108,44,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-155.6,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188146890916000.0,2235557.44363,-188146890916000.0,-188146889335000.0,-188146892497000.0,-188146892339000.0,-188146889494000.0,2.0,4997717083780.0,0.142857142857,0.00291595300158,108,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-155.6,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188146909241000.0,2100492.49122,-188146909241000.0,-188146907756000.0,-188146910726000.0,-188146910578000.0,-188146907904000.0,2.0,4412068705680.0,0.142857142857,0.00291634934701,172,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-101.3,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188171708928000.0,3728447.70605,-188171708928000.0,-188171706292000.0,-188171711565000.0,-188171711301000.0,-188171706555000.0,2.0,13901322296800.0,0.142857142857,0.0014577585108,53,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-101.3,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188171732697000.0,5630011.08396,-188171732697000.0,-188171728716000.0,-188171736678000.0,-188171736280000.0,-188171729114000.0,2.0,31697024805500.0,0.142857142857,0.00291595300158,117,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-47.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188196543885000.0,343093.270465,-188196543885000.0,-188196543642000.0,-188196544127000.0,-188196544103000.0,-188196543667000.0,2.0,117712992238.0,0.142857142857,0.0007288792554,62,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-47.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188196560344000.0,4666648.5843,-188196560344000.0,-188196557044000.0,-188196563644000.0,-188196563314000.0,-188196557374000.0,2.0,21777609009400.0,0.142857142857,0.00145797650079,126,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-318.4,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188245680748000.0,800029.561555,-188245680748000.0,-188245680182000.0,-188245681314000.0,-188245681257000.0,-188245680239000.0,2.0,640047299361.0,0.0714285714286,0.0007288792554,17,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-318.4,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188245698312000.0,1106793.32079,-188245698312000.0,-188245697529000.0,-188245699095000.0,-188245699016000.0,-188245697608000.0,2.0,1224991454940.0,0.0714285714286,0.00145797650079,81,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-318.4,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188245715259000.0,1869084.68182,-188245715259000.0,-188245713938000.0,-188245716581000.0,-188245716449000.0,-188245714070000.0,2.0,3493477547800.0,0.0714285714286,0.00145817467351,145,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-264.1,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188270526620000.0,1996679.6698,-188270526620000.0,-188270525208000.0,-188270528032000.0,-188270527891000.0,-188270525350000.0,2.0,3986729703800.0,0.142857142857,0.00145641619173,26,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-264.1,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188270542932000.0,1779151.50473,-188270542932000.0,-188270541674000.0,-188270544190000.0,-188270544064000.0,-188270541800000.0,2.0,3165380076770.0,0.142857142857,0.00291326796198,90,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-264.1,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-188270562830000.0,2359815.02019,-188270562830000.0,-188270561162000.0,-188270564499000.0,-188270564332000.0,-188270561328000.0,2.0,5568726929530.0,0.142857142857,0.00291366394246,154,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-209.9,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282219782192000.0,1001678.40642,-282219782192000.0,-282219781483000.0,-282219782900000.0,-282219782829000.0,-282219781554000.0,2.0,1003359629890.0,0.142857142857,0.00145641619173,34,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-209.9,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282219799256000.0,2414072.09691,-282219799256000.0,-282219797549000.0,-282219800963000.0,-282219800792000.0,-282219797719000.0,2.0,5827744089090.0,0.142857142857,0.00291326796198,98,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-209.9,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282219816118000.0,1491089.81388,-282219816118000.0,-282219815063000.0,-282219817172000.0,-282219817067000.0,-282219815169000.0,2.0,2223348833050.0,0.142857142857,0.00291366394246,162,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-155.6,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282244623302000.0,3599010.66071,-282244623302000.0,-282244620757000.0,-282244625846000.0,-282244625592000.0,-282244621011000.0,2.0,12952877735900.0,0.142857142857,0.0014577585108,43,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-155.6,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282244647699000.0,183854.6574,-282244647699000.0,-282244647569000.0,-282244647829000.0,-282244647816000.0,-282244647582000.0,2.0,33802535047.5,0.142857142857,0.00291595300158,107,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-155.6,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282244658025000.0,688085.343608,-282244658025000.0,-282244657539000.0,-282244658512000.0,-282244658463000.0,-282244657587000.0,2.0,473461440088.0,0.142857142857,0.00291634934701,171,1.07010398565e-12,0.14286352234,0.142894736842
480.0,-101.3,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282269464345000.0,3168696.18863,-282269464345000.0,-282269462104000.0,-282269466586000.0,-282269466362000.0,-282269462328000.0,2.0,10040635535800.0,0.142857142857,0.0014577585108,52,1.07010398565e-12,0.0714113745622,0.142894736842
480.0,-101.3,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282269482834000.0,6217270.22632,-282269482834000.0,-282269478437000.0,-282269487230000.0,-282269486790000.0,-282269478877000.0,2.0,38654449067100.0,0.142857142857,0.00291595300158,116,1.07010398565e-12,0.142844106523,0.142894736842
480.0,-47.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282294299517000.0,1736998.04107,-282294299517000.0,-282294298289000.0,-282294300745000.0,-282294300623000.0,-282294298412000.0,2.0,3017162194690.0,0.142857142857,0.0007288792554,61,1.07010398565e-12,0.0714113745622,0.0714473684211
480.0,-47.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282294319425000.0,3037112.01354,-282294319425000.0,-282294317277000.0,-282294321572000.0,-282294321357000.0,-282294317492000.0,2.0,9224049382810.0,0.142857142857,0.00145797650079,125,1.07010398565e-12,0.142844106523,0.0714473684211
480.0,-264.1,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282368275087000.0,538913.831883,-282368275087000.0,-282368274706000.0,-282368275468000.0,-282368275430000.0,-282368274744000.0,2.0,290428118195.0,0.0714285714286,0.000728208095864,25,1.07010398565e-12,0.0714113745622,0.142763157895
480.0,-264.1,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282368292467000.0,691041.491895,-282368292467000.0,-282368291979000.0,-282368292956000.0,-282368292907000.0,-282368292028000.0,2.0,477538343520.0,0.0714285714286,0.00145663398099,89,1.07010398565e-12,0.142844106523,0.142763157895
480.0,-264.1,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282368310214000.0,363007.408258,-282368310214000.0,-282368309957000.0,-282368310470000.0,-282368310445000.0,-282368309983000.0,2.0,131774378450.0,0.0714285714286,0.00145683197123,153,1.07010398565e-12,0.14286352234,0.142763157895
480.0,-209.9,-10730.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-376317526904000.0,1168628.74814,-376317526904000.0,-376317526078000.0,-376317527731000.0,-376317527648000.0,-376317526161000.0,2.0,1365693150980.0,0.0714285714286,0.000728208095864,33,1.07010398565e-12,0.0714113745622,0.142763157895
