smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1094047585.54,1664103.34387,-1094047585.54,-1092870886.78,-1095224284.29,-1095106614.42,-1092988556.65,2.0,2769239939090.0,0.250006292421,60,3.66466187075e-13,0.125018050542,0.00782800599569,0.250453720508
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1143012705.66,1071160.64404,-1143012705.66,-1142255280.71,-1143770130.62,-1143694388.12,-1142331023.2,2.0,1147385125350.0,0.250006292421,85,3.66466187075e-13,0.125018050542,0.00782800599569,0.250453720508
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1195401415.29,694934.457998,-1195401415.29,-1194910022.42,-1195892808.16,-1195843668.87,-1194959161.71,2.0,482933900913.0,0.125003845369,110,3.66466187075e-13,0.125018050542,0.00391402488934,0.250453720508
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1218273246.73,663492.182283,-1218273246.73,-1217804086.91,-1218742406.55,-1218695490.57,-1217851002.89,2.0,440221875950.0,0.249993707579,30,3.66466187075e-13,0.125018050542,0.00391380597435,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1228949512.37,4771551.54734,-1228949512.37,-1225575515.91,-1232323508.83,-1231986109.18,-1225912915.56,2.0,22767704168900.0,0.12498986221,5,3.66466187075e-13,0.125018050542,0.00195679352968,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1270467292.07,710465.683783,-1270467292.07,-1269964916.96,-1270969667.17,-1270919429.66,-1270015154.47,2.0,504761487834.0,0.250006292421,55,3.66466187075e-13,0.125018050542,0.00391400299785,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1319285586.13,1042271.2053,-1319285586.13,-1318548589.1,-1320022583.17,-1319948883.47,-1318622288.8,2.0,1086329265410.0,0.250006292421,80,3.66466187075e-13,0.125018050542,0.00391400299785,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1365266175.47,962422.24822,-1365266175.47,-1364585640.18,-1365946710.77,-1365878657.24,-1364653693.71,2.0,926256583869.0,0.125003845369,105,3.66466187075e-13,0.125018050542,0.00195701244467,0.125226860254
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17201922742.3,71185.3845526,-17201922742.3,-17201872406.7,-17201973078.0,-17201968044.4,-17201877440.2,2.0,5067358973.9,0.12498986221,1,3.66466187075e-13,0.125018050542,0.00195679352968,0.125226860254
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324854879405.0,1006378.33476,-324854879405.0,-324854167788.0,-324855591022.0,-324855519861.0,-324854238950.0,2.0,1012797352670.0,0.12498986221,7,3.66466187075e-13,0.25,0.00782604400407,0.250453720508
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694717773013.0,162100.90199,-694717773013.0,-694717658391.0,-694717887636.0,-694717876174.0,-694717669853.0,2.0,26276702426.0,0.12498986221,13,3.66466187075e-13,0.249963898917,0.00779656275213,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107618088000.0,590642.00749,-206107618088000.0,-206107617670000.0,-206107618506000.0,-206107618464000.0,-206107617712000.0,2.0,348857981012.0,0.125003845369,118,3.66466187075e-13,0.249963898917,0.00779743498747,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477458531000.0,2849409.85557,-206477458531000.0,-206477456516000.0,-206477460546000.0,-206477460344000.0,-206477456717000.0,2.0,8119136524990.0,0.125003845369,124,3.66466187075e-13,0.25,0.0039134597688,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993662057000.0,303424.071807,-206993662057000.0,-206993661842000.0,-206993662272000.0,-206993662250000.0,-206993661864000.0,2.0,92066167352.0,0.125003845369,106,3.66466187075e-13,0.125018050542,0.00391402488934,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301313568000.0,626289.889883,-207301313568000.0,-207301313126000.0,-207301314011000.0,-207301313967000.0,-207301313170000.0,2.0,392239026170.0,0.125003845369,112,3.66466187075e-13,0.25,0.00779856113348,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306182568000.0,186331.785037,-208306182568000.0,-208306182437000.0,-208306182700000.0,-208306182687000.0,-208306182450000.0,2.0,34719534114.9,0.250006292421,93,3.66466187075e-13,0.249963898917,0.0155947827514,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676022935000.0,107880.541567,-208676022935000.0,-208676022858000.0,-208676023011000.0,-208676023003000.0,-208676022866000.0,2.0,11638211248.8,0.250006292421,99,3.66466187075e-13,0.25,0.00782687576092,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192226983000.0,480825.363362,-209192226983000.0,-209192226643000.0,-209192227323000.0,-209192227289000.0,-209192226677000.0,2.0,231193030053.0,0.250006292421,81,3.66466187075e-13,0.125018050542,0.00782800599569,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209499878373000.0,1057098.74009,-209499878373000.0,-209499877626000.0,-209499879121000.0,-209499879046000.0,-209499877701000.0,2.0,1117457746300.0,0.250006292421,87,3.66466187075e-13,0.25,0.0155970350308,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210504722268000.0,739507.916502,-210504722268000.0,-210504721745000.0,-210504722791000.0,-210504722739000.0,-210504721797000.0,2.0,546871958570.0,0.250006292421,68,3.66466187075e-13,0.249963898917,0.0155947827514,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210874564222000.0,1516104.2024,-210874564222000.0,-210874563150000.0,-210874565294000.0,-210874565187000.0,-210874563258000.0,2.0,2298571952520.0,0.250006292421,74,3.66466187075e-13,0.25,0.00782687576092,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390766658000.0,214073.285538,-211390766658000.0,-211390766507000.0,-211390766810000.0,-211390766795000.0,-211390766522000.0,2.0,45827371581.2,0.250006292421,56,3.66466187075e-13,0.125018050542,0.00782800599569,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698417767000.0,1226973.96271,-211698417767000.0,-211698416899000.0,-211698418634000.0,-211698418548000.0,-211698416986000.0,2.0,1505465105180.0,0.250006292421,62,3.66466187075e-13,0.25,0.0155970350308,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703285828000.0,936856.535675,-212703285828000.0,-212703285165000.0,-212703286490000.0,-212703286424000.0,-212703285232000.0,2.0,877700168438.0,0.249993707579,43,3.66466187075e-13,0.249963898917,0.0155939977396,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073126590000.0,1950307.01047,-213073126590000.0,-213073125211000.0,-213073127969000.0,-213073127831000.0,-213073125349000.0,2.0,3803697435090.0,0.249993707579,49,3.66466187075e-13,0.25,0.00782648177084,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589329877000.0,266659.888777,-213589329877000.0,-213589329688000.0,-213589330065000.0,-213589330046000.0,-213589329707000.0,2.0,71107496282.8,0.249993707579,31,3.66466187075e-13,0.125018050542,0.00782761194871,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213896981649000.0,1619873.73562,-213896981649000.0,-213896980504000.0,-213896982795000.0,-213896982680000.0,-213896980619000.0,2.0,2623990919360.0,0.249993707579,37,3.66466187075e-13,0.25,0.0155962499057,0.249546279492
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214901604445000.0,876930.804863,-214901604445000.0,-214901603825000.0,-214901605065000.0,-214901605003000.0,-214901603887000.0,2.0,769007636518.0,0.12498986221,18,3.66466187075e-13,0.249963898917,0.00779656275213,0.249546279492
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215271445151000.0,1932084.18371,-215271445151000.0,-215271443785000.0,-215271446517000.0,-215271446381000.0,-215271443922000.0,2.0,3732949292940.0,0.12498986221,24,3.66466187075e-13,0.25,0.00391302200204,0.125226860254
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787648622000.0,516512.689055,-215787648622000.0,-215787648257000.0,-215787648987000.0,-215787648950000.0,-215787648293000.0,2.0,266785357955.0,0.12498986221,6,3.66466187075e-13,0.125018050542,0.00391358705936,0.250453720508
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095299718000.0,200570.352348,-216095299718000.0,-216095299577000.0,-216095299860000.0,-216095299846000.0,-216095299591000.0,2.0,40228466240.9,0.12498986221,12,3.66466187075e-13,0.25,0.00779768877217,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508198707000.0,652184.604249,-421508198707000.0,-421508198246000.0,-421508199169000.0,-421508199122000.0,-421508198292000.0,2.0,425344758020.0,0.125003845369,117,3.66466187075e-13,0.25,0.00779856113348,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878053482000.0,930714.318912,-421878053482000.0,-421878052823000.0,-421878054140000.0,-421878054074000.0,-421878052889000.0,2.0,866229143428.0,0.125003845369,123,3.66466187075e-13,0.249963898917,0.00391289464826,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764107382000.0,500667.398361,-422764107382000.0,-422764107028000.0,-422764107736000.0,-422764107701000.0,-422764107064000.0,2.0,250667843781.0,0.125003845369,111,3.66466187075e-13,0.125018050542,0.00389984363975,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423706763543000.0,1120745.64243,-423706763543000.0,-423706762751000.0,-423706764336000.0,-423706764256000.0,-423706762830000.0,2.0,1256070795030.0,0.250006292421,92,3.66466187075e-13,0.25,0.0155970350308,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424076618719000.0,1506263.04377,-424076618719000.0,-424076617653000.0,-424076619784000.0,-424076619677000.0,-424076617760000.0,2.0,2268828357030.0,0.250006292421,98,3.66466187075e-13,0.249963898917,0.00782574552616,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962671481000.0,742975.789128,-424962671481000.0,-424962670956000.0,-424962672007000.0,-424962671954000.0,-424962671008000.0,2.0,552013023231.0,0.250006292421,86,3.66466187075e-13,0.125018050542,0.00779964365513,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905304913000.0,1086892.37495,-425905304913000.0,-425905304145000.0,-425905305682000.0,-425905305605000.0,-425905304221000.0,2.0,1181335034730.0,0.250006292421,67,3.66466187075e-13,0.25,0.0155970350308,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275160233000.0,325773.861005,-426275160233000.0,-426275160003000.0,-426275160464000.0,-426275160441000.0,-426275160026000.0,2.0,106128608514.0,0.250006292421,73,3.66466187075e-13,0.249963898917,0.00782574552616,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161211008000.0,600531.912291,-427161211008000.0,-427161210584000.0,-427161211433000.0,-427161211390000.0,-427161210626000.0,2.0,360638577680.0,0.250006292421,61,3.66466187075e-13,0.125018050542,0.00779964365513,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428103869088000.0,550916.350776,-428103869088000.0,-428103868699000.0,-428103869478000.0,-428103869439000.0,-428103868738000.0,2.0,303508825552.0,0.249993707579,42,3.66466187075e-13,0.25,0.0155962499057,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428473721182000.0,761853.816613,-428473721182000.0,-428473720643000.0,-428473721721000.0,-428473721667000.0,-428473720697000.0,2.0,580421237888.0,0.249993707579,48,3.66466187075e-13,0.249963898917,0.00782535159296,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429359774887000.0,396466.463707,-429359774887000.0,-429359774606000.0,-429359775167000.0,-429359775139000.0,-429359774634000.0,2.0,157185656844.0,0.249993707579,36,3.66466187075e-13,0.125018050542,0.00779925103585,0.249546279492
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302187052000.0,1710106.28405,-430302187052000.0,-430302185843000.0,-430302188261000.0,-430302188140000.0,-430302185964000.0,2.0,2924463502740.0,0.12498986221,17,3.66466187075e-13,0.25,0.00779768877217,0.249546279492
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672039060000.0,944409.784021,-430672039060000.0,-430672038393000.0,-430672039728000.0,-430672039661000.0,-430672038459000.0,2.0,891909840154.0,0.12498986221,23,3.66466187075e-13,0.249963898917,0.00391245694471,0.125226860254
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558093416000.0,2002418.21698,-431558093416000.0,-431558092001000.0,-431558094832000.0,-431558094691000.0,-431558092142000.0,2.0,4009678715700.0,0.12498986221,11,3.66466187075e-13,0.125018050542,0.00389940739611,0.249546279492
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636970994325000.0,720639.213988,-636970994325000.0,-636970993816000.0,-636970994835000.0,-636970994784000.0,-636970993867000.0,2.0,519320876738.0,0.125003845369,116,3.66466187075e-13,0.125018050542,0.00389984363975,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637278636784000.0,421389.591258,-637278636784000.0,-637278636486000.0,-637278637082000.0,-637278637052000.0,-637278636516000.0,2.0,177569187621.0,0.125003845369,122,3.66466187075e-13,0.25,0.0039134597688,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169557543000.0,874771.963666,-639169557543000.0,-639169556924000.0,-639169558161000.0,-639169558099000.0,-639169556986000.0,2.0,765225988416.0,0.250006292421,91,3.66466187075e-13,0.125018050542,0.00779964365513,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477200258000.0,319344.978733,-639477200258000.0,-639477200032000.0,-639477200483000.0,-639477200461000.0,-639477200054000.0,2.0,101981215442.0,0.250006292421,97,3.66466187075e-13,0.25,0.00782687576092,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368097181000.0,578900.190029,-641368097181000.0,-641368096772000.0,-641368097590000.0,-641368097550000.0,-641368096813000.0,2.0,335125430016.0,0.250006292421,66,3.66466187075e-13,0.125018050542,0.00779964365513,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641675737699000.0,263946.344408,-641675737699000.0,-641675737513000.0,-641675737886000.0,-641675737867000.0,-641675737531000.0,2.0,69667672726.1,0.250006292421,72,3.66466187075e-13,0.25,0.00782687576092,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643566661345000.0,1369264.55206,-643566661345000.0,-643566660377000.0,-643566662313000.0,-643566662217000.0,-643566660474000.0,2.0,1874885413530.0,0.249993707579,41,3.66466187075e-13,0.125018050542,0.00779925103585,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874302131000.0,1812204.10636,-643874302131000.0,-643874300849000.0,-643874303412000.0,-643874303284000.0,-643874300978000.0,2.0,3284083723100.0,0.249993707579,47,3.66466187075e-13,0.25,0.00782648177084,0.125226860254
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645764980795000.0,419877.708572,-645764980795000.0,-645764980498000.0,-645764981092000.0,-645764981062000.0,-645764980528000.0,2.0,176297290155.0,0.12498986221,16,3.66466187075e-13,0.125018050542,0.00389940739611,0.249546279492
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646072621272000.0,945730.394323,-646072621272000.0,-646072620604000.0,-646072621941000.0,-646072621874000.0,-646072620670000.0,2.0,894405978746.0,0.12498986221,22,3.66466187075e-13,0.25,0.00391302200204,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741427299000.0,1471.57760265,-852741427299000.0,-852741427298000.0,-852741427300000.0,-852741427300000.0,-852741427298000.0,2.0,2165540.64062,0.125003845369,121,3.66466187075e-13,0.125018050542,0.00195701244467,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854939996045000.0,18141.3548014,-854939996045000.0,-854939996033000.0,-854939996058000.0,-854939996057000.0,-854939996034000.0,2.0,329108754.031,0.250006292421,96,3.66466187075e-13,0.125018050542,0.00391400299785,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857138529918000.0,417720.149005,-857138529918000.0,-857138529622000.0,-857138530213000.0,-857138530184000.0,-857138529652000.0,2.0,174490122885.0,0.250006292421,71,3.66466187075e-13,0.125018050542,0.00391400299785,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337097272000.0,941510.55783,-859337097272000.0,-859337096606000.0,-859337097937000.0,-859337097871000.0,-859337096672000.0,2.0,886442130504.0,0.249993707579,46,3.66466187075e-13,0.125018050542,0.00391380597435,0.125226860254
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535416789000.0,918038.05984,-861535416789000.0,-861535416140000.0,-861535417439000.0,-861535417374000.0,-861535416205000.0,2.0,842793879314.0,0.12498986221,21,3.66466187075e-13,0.125018050542,0.00195679352968,0.125226860254
