npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399605084000.0,245156.915193,-110399605084000.0,-110399604911000.0,-110399605258000.0,-110399605240000.0,-110399604928000.0,2.0,60101913066.8,0.12498630137,6,0.125027109087,1.0563053673200001e-12,0.00391708676789,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399634698000.0,87390.3216694,-110399634698000.0,-110399634636000.0,-110399634760000.0,-110399634753000.0,-110399634642000.0,2.0,7637068321.48,0.24999086758,31,0.125027109087,1.0563053673200001e-12,0.00783474595823,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399664435000.0,261278.430522,-110399664435000.0,-110399664250000.0,-110399664620000.0,-110399664601000.0,-110399664269000.0,2.0,68266418256.1,0.25000913242,56,0.125027109087,1.0563053673200001e-12,0.00783531838067,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399694646000.0,404707.075086,-110399694646000.0,-110399694360000.0,-110399694932000.0,-110399694903000.0,-110399694388000.0,2.0,163787816625.0,0.25000913242,81,0.125027109087,1.0563053673200001e-12,0.00783531838067,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399723959000.0,21594.0688256,-110399723959000.0,-110399723944000.0,-110399723974000.0,-110399723973000.0,-110399723945000.0,2.0,466303808.445,0.12500456621,106,0.125027109087,1.0563053673200001e-12,0.00391765919034,0.250666666667
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387563088000.0,180977.848703,-113387563088000.0,-113387562960000.0,-113387563216000.0,-113387563203000.0,-113387562972000.0,2.0,32752981721.2,0.12498630137,12,0.25,1.0563053673200001e-12,0.00779081278539,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387592947000.0,993488.629392,-113387592947000.0,-113387592245000.0,-113387593650000.0,-113387593579000.0,-113387592315000.0,2.0,987019656732.0,0.24999086758,37,0.25,1.0563053673200001e-12,0.0155827640791,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387622073000.0,387065.081303,-113387622073000.0,-113387621799000.0,-113387622347000.0,-113387622319000.0,-113387621827000.0,2.0,149819377164.0,0.25000913242,62,0.25,1.0563053673200001e-12,0.0155839025875,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387651656000.0,205895.639808,-113387651656000.0,-113387651511000.0,-113387651802000.0,-113387651787000.0,-113387651525000.0,2.0,42393014492.0,0.25000913242,87,0.25,1.0563053673200001e-12,0.0155839025875,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387682144000.0,453757.647235,-113387682144000.0,-113387681823000.0,-113387682465000.0,-113387682432000.0,-113387681855000.0,2.0,205896002424.0,0.12500456621,112,0.25,1.0563053673200001e-12,0.00779195129376,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093132959000.0,456520.512303,-115093132959000.0,-115093132636000.0,-115093133282000.0,-115093133249000.0,-115093132668000.0,2.0,208410978153.0,0.12498630137,18,0.25,1.0563053673200001e-12,0.00779081278539,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093161022000.0,400239.97219,-115093161022000.0,-115093160739000.0,-115093161305000.0,-115093161276000.0,-115093160767000.0,2.0,160192035339.0,0.24999086758,43,0.25,1.0563053673200001e-12,0.0155827640791,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093191313000.0,793223.316281,-115093191313000.0,-115093190752000.0,-115093191874000.0,-115093191818000.0,-115093190808000.0,2.0,629203229492.0,0.25000913242,68,0.25,1.0563053673200001e-12,0.0155839025875,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093221182000.0,1112292.11457,-115093221182000.0,-115093220395000.0,-115093221968000.0,-115093221890000.0,-115093220474000.0,2.0,1237193748140.0,0.25000913242,93,0.25,1.0563053673200001e-12,0.0155839025875,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093251054000.0,183742.625169,-115093251054000.0,-115093250924000.0,-115093251183000.0,-115093251170000.0,-115093250937000.0,2.0,33761352304.0,0.12500456621,118,0.25,1.0563053673200001e-12,0.00779195129376,0.249333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081076882000.0,789049.485922,-118081076882000.0,-118081076324000.0,-118081077440000.0,-118081077384000.0,-118081076380000.0,2.0,622599091234.0,0.12498630137,24,0.25,1.0563053673200001e-12,0.00391623744292,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081106184000.0,793954.575178,-118081106184000.0,-118081105622000.0,-118081106745000.0,-118081106689000.0,-118081105679000.0,2.0,630363867446.0,0.24999086758,49,0.25,1.0563053673200001e-12,0.00783304718417,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081136426000.0,685915.387576,-118081136426000.0,-118081135941000.0,-118081136911000.0,-118081136863000.0,-118081135989000.0,2.0,470479918913.0,0.25000913242,74,0.25,1.0563053673200001e-12,0.0078336194825,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081165237000.0,1302975.00385,-118081165237000.0,-118081164316000.0,-118081166158000.0,-118081166066000.0,-118081164408000.0,2.0,1697743860650.0,0.25000913242,99,0.25,1.0563053673200001e-12,0.0078336194825,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081195347000.0,1158451.79113,-118081195347000.0,-118081194528000.0,-118081196166000.0,-118081196084000.0,-118081194610000.0,2.0,1342010552380.0,0.12500456621,124,0.25,1.0563053673200001e-12,0.00391680974125,0.125333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939238754000.0,411529.141874,-235939238754000.0,-235939238463000.0,-235939239045000.0,-235939239016000.0,-235939238492000.0,2.0,169356234612.0,0.12498630137,11,0.125027109087,1.0563053673200001e-12,0.00389625119998,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939268470000.0,43829.7486668,-235939268470000.0,-235939268439000.0,-235939268501000.0,-235939268498000.0,-235939268442000.0,2.0,1921046868.2,0.24999086758,36,0.125027109087,1.0563053673200001e-12,0.0077930717776,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939297009000.0,984123.685085,-235939297009000.0,-235939296314000.0,-235939297705000.0,-235939297636000.0,-235939296383000.0,2.0,968499427546.0,0.25000913242,61,0.125027109087,1.0563053673200001e-12,0.00779364115524,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939326739000.0,622213.79494,-235939326739000.0,-235939326299000.0,-235939327179000.0,-235939327135000.0,-235939326343000.0,2.0,387150006614.0,0.25000913242,86,0.125027109087,1.0563053673200001e-12,0.00779364115524,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939357083000.0,743370.266324,-235939357083000.0,-235939356557000.0,-235939357608000.0,-235939357556000.0,-235939356610000.0,2.0,552599352854.0,0.12500456621,111,0.125027109087,1.0563053673200001e-12,0.00389682057762,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591666270000.0,1005396.06452,-237591666270000.0,-237591665559000.0,-237591666981000.0,-237591666910000.0,-237591665630000.0,2.0,1010821246550.0,0.12498630137,17,0.25,1.0563053673200001e-12,0.00779081278539,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591696871000.0,1591459.04737,-237591696871000.0,-237591695745000.0,-237591697996000.0,-237591697884000.0,-237591695858000.0,2.0,2532741899450.0,0.24999086758,42,0.25,1.0563053673200001e-12,0.0155827640791,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591725368000.0,410238.075377,-237591725368000.0,-237591725078000.0,-237591725658000.0,-237591725629000.0,-237591725107000.0,2.0,168295278489.0,0.25000913242,67,0.25,1.0563053673200001e-12,0.0155839025875,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591756045000.0,544324.414099,-237591756045000.0,-237591755660000.0,-237591756430000.0,-237591756392000.0,-237591755699000.0,2.0,296289067785.0,0.25000913242,92,0.25,1.0563053673200001e-12,0.0155839025875,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591785255000.0,61420.7976158,-237591785255000.0,-237591785211000.0,-237591785298000.0,-237591785294000.0,-237591785216000.0,2.0,3772514379.76,0.12500456621,117,0.25,1.0563053673200001e-12,0.00779195129376,0.249333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632761703000.0,264063.237997,-240632761703000.0,-240632761517000.0,-240632761890000.0,-240632761871000.0,-240632761535000.0,2.0,69729393661.6,0.12498630137,23,0.25,1.0563053673200001e-12,0.00391623744292,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632790177000.0,399545.781156,-240632790177000.0,-240632789894000.0,-240632790459000.0,-240632790431000.0,-240632789923000.0,2.0,159636831240.0,0.24999086758,48,0.25,1.0563053673200001e-12,0.00783304718417,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632819772000.0,546783.488416,-240632819772000.0,-240632819385000.0,-240632820158000.0,-240632820120000.0,-240632819424000.0,2.0,298972183205.0,0.25000913242,73,0.25,1.0563053673200001e-12,0.0078336194825,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632850496000.0,934049.896278,-240632850496000.0,-240632849835000.0,-240632851156000.0,-240632851090000.0,-240632849901000.0,2.0,872449208738.0,0.25000913242,98,0.25,1.0563053673200001e-12,0.0078336194825,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632880211000.0,1256267.84986,-240632880211000.0,-240632879323000.0,-240632881100000.0,-240632881011000.0,-240632879412000.0,2.0,1578208910600.0,0.12500456621,123,0.25,1.0563053673200001e-12,0.00391680974125,0.125333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143341576000.0,33460.33708,-360143341576000.0,-360143341552000.0,-360143341600000.0,-360143341597000.0,-360143341555000.0,2.0,1119594157.5,0.12498630137,16,0.125027109087,1.0563053673200001e-12,0.00389625119998,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143372032000.0,453438.057067,-360143372032000.0,-360143371711000.0,-360143372353000.0,-360143372320000.0,-360143371743000.0,2.0,205606071597.0,0.24999086758,41,0.125027109087,1.0563053673200001e-12,0.0077930717776,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143400642000.0,962094.126871,-360143400642000.0,-360143399962000.0,-360143401323000.0,-360143401255000.0,-360143400030000.0,2.0,925625108959.0,0.25000913242,66,0.125027109087,1.0563053673200001e-12,0.00779364115524,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143431347000.0,340336.636775,-360143431347000.0,-360143431107000.0,-360143431588000.0,-360143431564000.0,-360143431131000.0,2.0,115829026331.0,0.25000913242,91,0.125027109087,1.0563053673200001e-12,0.00779364115524,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143460495000.0,1370667.93805,-360143460495000.0,-360143459526000.0,-360143461464000.0,-360143461367000.0,-360143459623000.0,2.0,1878730596400.0,0.12500456621,116,0.125027109087,1.0563053673200001e-12,0.00389682057762,0.249333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131296071000.0,114864.635245,-363131296071000.0,-363131295990000.0,-363131296152000.0,-363131296144000.0,-363131295998000.0,2.0,13193884429.9,0.12498630137,22,0.25,1.0563053673200001e-12,0.00391623744292,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131326308000.0,1465823.65115,-363131326308000.0,-363131325272000.0,-363131327345000.0,-363131327241000.0,-363131325375000.0,2.0,2148638976260.0,0.24999086758,47,0.25,1.0563053673200001e-12,0.00783304718417,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131355656000.0,1957766.58927,-363131355656000.0,-363131354271000.0,-363131357040000.0,-363131356902000.0,-363131354410000.0,2.0,3832850018040.0,0.25000913242,72,0.25,1.0563053673200001e-12,0.0078336194825,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131384215000.0,871932.443803,-363131384215000.0,-363131383598000.0,-363131384831000.0,-363131384769000.0,-363131383660000.0,2.0,760266186557.0,0.25000913242,97,0.25,1.0563053673200001e-12,0.0078336194825,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131415009000.0,813942.926038,-363131415009000.0,-363131414434000.0,-363131415585000.0,-363131415527000.0,-363131414491000.0,2.0,662503086847.0,0.12500456621,122,0.25,1.0563053673200001e-12,0.00391680974125,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682970401000.0,428490.269166,-485682970401000.0,-485682970098000.0,-485682970704000.0,-485682970673000.0,-485682970128000.0,2.0,183603910770.0,0.12498630137,21,0.125027109087,1.0563053673200001e-12,0.00195854338395,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683000009000.0,636390.667185,-485683000009000.0,-485682999559000.0,-485683000459000.0,-485683000414000.0,-485682999604000.0,2.0,404993081280.0,0.24999086758,46,0.125027109087,1.0563053673200001e-12,0.00391737297911,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683028815000.0,997759.488059,-485683028815000.0,-485683028109000.0,-485683029520000.0,-485683029450000.0,-485683028180000.0,2.0,995523996012.0,0.25000913242,71,0.125027109087,1.0563053673200001e-12,0.00391765919034,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683060562000.0,2869334.09173,-485683060562000.0,-485683058533000.0,-485683062591000.0,-485683062388000.0,-485683058736000.0,2.0,8233078129950.0,0.25000913242,96,0.125027109087,1.0563053673200001e-12,0.00391765919034,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683089386000.0,858855.918099,-485683089386000.0,-485683088779000.0,-485683089993000.0,-485683089933000.0,-485683088839000.0,2.0,737633488054.0,0.12500456621,121,0.125027109087,1.0563053673200001e-12,0.00195882959517,0.125333333333
