smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1457091893.69,15021131.278,-1453460375.53,-1435866095.33,-1491869958.16,-1481611180.02,-1441257379.06,10.0,225634384870000.0,0.142763157895,0.142862235785,308,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1469440049.67,16720415.815,-1467928306.15,-1444178322.99,-1494864467.53,-1493347119.25,-1445318807.74,10.0,279572305027000.0,0.142894736842,0.142862235785,274,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1474493505.64,10336398.384,-1474092153.11,-1460492226.9,-1489830257.91,-1488762636.87,-1461110688.45,10.0,106841131554000.0,0.142763157895,0.142844410537,332,0.142857142857,0.00291327416226,9.8243970108e-13
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1475687046.82,10477944.4578,-1476147509.68,-1461329731.91,-1491218208.16,-1490811433.24,-1462970974.32,10.0,109787320061000.0,0.142763157895,0.0714311178926,316,0.142857142857,0.00145681885176,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1477132826.67,10530220.8765,-1477479585.19,-1459696454.42,-1494255005.89,-1490768185.26,-1461767087.52,10.0,110885551707000.0,0.142894736842,0.142862235785,299,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1480577882.26,10939158.0301,-1480182276.73,-1463579322.11,-1499217275.88,-1497010540.14,-1465623910.48,10.0,119665178407000.0,0.0714473684211,0.0714311178926,249,0.142857142857,0.000729080770972,9.8243970108e-13
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1485385723.9,8305158.97046,-1483980890.88,-1474597982.96,-1497510881.24,-1497408290.4,-1475534511.62,10.0,68975665524600.0,0.142894736842,0.142862235785,282,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1496100834.66,14266023.5655,-1499369527.85,-1468133227.99,-1513641052.92,-1513484315.28,-1475407144.28,10.0,203519428370000.0,0.142894736842,0.142862235785,307,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1497273985.46,20546451.8772,-1495383854.96,-1466291744.82,-1531412023.83,-1530192996.38,-1471032701.89,10.0,422156684741000.0,0.142763157895,0.142862235785,340,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1500859017.45,14294030.9583,-1504005520.31,-1476233234.54,-1519136633.77,-1517679250.05,-1479990971.37,10.0,204319321036000.0,0.0714473684211,0.142844410537,265,0.142857142857,0.00145797960379,9.8243970108e-13
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1500862417.31,11961944.7412,-1498378084.09,-1483192162.57,-1523569101.44,-1519043119.72,-1486859623.1,10.0,143088121991000.0,0.142894736842,0.142862235785,290,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1508596457.92,12820972.3767,-1503134454.82,-1490459702.41,-1528574941.47,-1527316874.93,-1495550459.05,10.0,164377332685000.0,0.142894736842,0.0714311178926,315,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1515714158.68,15267405.3842,-1512426531.35,-1495921965.01,-1540235197.14,-1539941085.54,-1498389224.06,10.0,233093667167000.0,0.142894736842,0.0714132926442,258,0.142857142857,0.00145779766563,9.8243970108e-13
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1516238311.32,10836523.5792,-1518391327.01,-1497381000.18,-1532854370.51,-1529534362.57,-1500961697.33,10.0,117430243283000.0,0.0714473684211,0.142862235785,273,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-302.2,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1517715934.36,12631327.217,-1518107834.32,-1500184841.49,-1538996911.46,-1535655770.09,-1501949189.95,10.0,159550427262000.0,0.142763157895,0.0714132926442,324,0.142857142857,0.00145645531051,9.8243970108e-13
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1521727811.02,14923285.0669,-1525409210.11,-1497581358.01,-1540571371.52,-1538842997.07,-1498948535.51,10.0,222704437188000.0,0.142894736842,0.142862235785,298,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1526759967.51,22897034.0977,-1525860265.16,-1497169962.27,-1574732003.47,-1561210455.8,-1501579596.76,10.0,524274170469000.0,0.142894736842,0.142844410537,331,0.142857142857,0.00291595920758,9.8243970108e-13
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1534567173.02,12070155.79,-1532075445.36,-1518768800.35,-1551961622.52,-1551381468.54,-1518988525.3,10.0,145688660794000.0,0.142894736842,0.142862235785,306,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1539678970.01,14258706.0885,-1540385513.07,-1517983916.1,-1561497366.17,-1560553851.71,-1521221266.01,10.0,203310699318000.0,0.142894736842,0.142862235785,339,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1541867429.32,18655340.0817,-1545177993.64,-1500147285.64,-1563829928.38,-1561646813.19,-1513152717.5,10.0,348021713564000.0,0.0714473684211,0.142862235785,281,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1554647469.19,16114129.7924,-1548098137.19,-1539523499.94,-1586255139.13,-1578073481.09,-1539695095.82,10.0,259665178968000.0,0.0714473684211,0.142862235785,289,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1557548145.13,16956111.5647,-1553326607.14,-1532903122.02,-1584032542.09,-1581728345.45,-1537833686.28,10.0,287509719396000.0,0.142894736842,0.0714311178926,314,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1579514395.34,21285722.4886,-1580852955.2,-1552601544.93,-1608876898.79,-1607424952.96,-1554009241.34,10.0,453081981861000.0,0.0714473684211,0.0714132926442,257,0.142857142857,0.000728898832816,9.8243970108e-13
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1581216500.87,15515556.7722,-1583681193.91,-1556376843.4,-1604049345.27,-1602025323.43,-1558873826.16,10.0,240732501950000.0,0.0714473684211,0.142862235785,297,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-356.5,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1582281884.27,14239385.4342,-1583253996.92,-1557494181.35,-1609213162.37,-1601607013.85,-1561956010.39,10.0,202760097543000.0,0.142894736842,0.0714132926442,323,0.142857142857,0.00145779766563,9.8243970108e-13
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1585669695.02,17936651.6138,-1583246707.77,-1561634569.39,-1624836835.75,-1615047106.49,-1563167454.47,10.0,321723471115000.0,0.142894736842,0.142844410537,330,0.142857142857,0.00291595920758,9.8243970108e-13
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1588708677.78,20379229.5014,-1590166581.73,-1560992478.11,-1622942216.71,-1617210086.3,-1562620267.65,10.0,415312995070000.0,0.0714473684211,0.142862235785,305,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1599081025.49,11713642.6392,-1601075485.64,-1579493972.13,-1615245133.26,-1612091208.92,-1579682074.38,10.0,137209423878000.0,0.142894736842,0.142862235785,338,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-465.1,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1613839980.24,15268546.2442,-1610333480.5,-1590663396.53,-1640362665.05,-1637005915.86,-1595311518.94,10.0,233128504412000.0,0.0714473684211,0.0714311178926,313,0.142857142857,0.000729080770972,9.8243970108e-13
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1640187540.54,10236881.2496,-1641902912.86,-1623818422.64,-1653598604.02,-1653395793.72,-1625617738.76,10.0,104793737718000.0,0.0714473684211,0.142844410537,329,0.142857142857,0.00145797960379,9.8243970108e-13
480.0,-410.8,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1653492024.55,20279859.9053,-1650058997.82,-1628622087.69,-1687023980.98,-1684211153.6,-1630626007.27,10.0,411272717780000.0,0.142894736842,0.0714132926442,322,0.142857142857,0.00145779766563,9.8243970108e-13
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1658937198.92,20407617.0791,-1659597340.21,-1628708047.05,-1686335832.35,-1683947879.3,-1630255785.05,10.0,416470834849000.0,0.0714473684211,0.142862235785,337,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-465.1,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1718782602.4,14424830.485,-1721581110.41,-1699011583.27,-1738593704.98,-1735957155.75,-1700159708.29,10.0,208075734520000.0,0.0714473684211,0.0714132926442,321,0.142857142857,0.000728898832816,9.8243970108e-13
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3584044623.48,0.0,-3584044623.48,-3584044623.48,-3584044623.48,-3584044623.48,-3584044623.48,10.0,0.0,0.0714473684211,0.0714132926442,1,0.0714285714286,0.000364449416408,9.8243970108e-13
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3603248742.77,0.0,-3603248742.77,-3603248742.77,-3603248742.77,-3603248742.77,-3603248742.77,10.0,0.0,0.0714473684211,0.142844410537,9,0.0714285714286,0.000728989801894,9.8243970108e-13
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3622457655.54,4.49566384116e-07,-3622457655.54,-3622457655.54,-3622457655.54,-3622457655.54,-3622457655.54,10.0,2.0210993372700001e-13,0.0714473684211,0.142862235785,17,0.0714285714286,0.000729080770972,9.8243970108e-13
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3641666568.31,3.17891438802e-07,-3641666568.31,-3641666568.31,-3641666568.31,-3641666568.31,-3641666568.31,10.0,1.01054966864e-13,0.0714473684211,0.142862235785,25,0.0714285714286,0.000729080770972,9.8243970108e-13
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3660875481.08,5.02630497641e-07,-3660875481.08,-3660875481.08,-3660875481.08,-3660875481.08,-3660875481.08,10.0,2.5263741715900003e-13,0.0714473684211,0.142862235785,33,0.0714285714286,0.000729080770972,9.8243970108e-13
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3680084393.85,0.0,-3680084393.85,-3680084393.85,-3680084393.85,-3680084393.85,-3680084393.85,10.0,0.0,0.0714473684211,0.142862235785,41,0.0714285714286,0.000729080770972,9.8243970108e-13
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3699293306.62,3.89335909332e-07,-3699293306.62,-3699293306.62,-3699293306.62,-3699293306.62,-3699293306.62,10.0,1.51582450295e-13,0.0714473684211,0.142862235785,49,0.0714285714286,0.000729080770972,9.8243970108e-13
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3718502219.39,1.00526099528e-06,-3718502219.39,-3718502219.39,-3718502219.39,-3718502219.39,-3718502219.39,10.0,1.0105496686400001e-12,0.0714473684211,0.0714311178926,57,0.0714285714286,0.000364540385486,9.8243970108e-13
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28418453130.9,3863116.63316,-28419279685.4,-28412901006.3,-28423506783.8,-28422974751.4,-28412949192.2,10.0,14923670121400.0,0.142894736842,0.0714132926442,66,0.142857142857,0.00145779766563,9.8243970108e-13
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28439721204.1,2999087.31932,-28439696140.5,-28435693551.3,-28444630844.6,-28444134578.5,-28436228142.1,10.0,8994524748930.0,0.142894736842,0.142844410537,74,0.142857142857,0.00291595920758,9.8243970108e-13
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28458798851.0,4127101.57616,-28459404407.2,-28450211210.4,-28465504951.5,-28464036682.4,-28452427986.5,10.0,17032967420000.0,0.142894736842,0.142862235785,82,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28479446545.8,3002635.13087,-28479226239.9,-28474857883.1,-28485140612.0,-28483829513.2,-28475530567.5,10.0,9015817729140.0,0.142894736842,0.142862235785,90,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28497040738.4,4044835.17858,-28496441159.2,-28490965792.9,-28503317979.9,-28503060539.7,-28492108606.1,10.0,16360691621900.0,0.142894736842,0.142862235785,98,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28517113790.8,2047391.17068,-28516886126.4,-28514374407.7,-28520184440.7,-28519997665.8,-28514601526.0,10.0,4191810605790.0,0.142894736842,0.142862235785,106,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28536150625.1,3407622.68359,-28535764099.3,-28530861465.1,-28540383310.9,-28540324041.4,-28531504758.3,10.0,11611892353700.0,0.142894736842,0.142862235785,114,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-28554630408.9,4065237.55529,-28555457674.3,-28548604637.4,-28562169185.0,-28560048748.3,-28549047735.6,10.0,16526156380900.0,0.142894736842,0.0714311178926,122,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53256418230.3,6373064.50489,-53256319408.0,-53247558101.8,-53267849993.3,-53266107863.0,-53247818666.8,10.0,40615951183500.0,0.142894736842,0.0714132926442,131,0.142857142857,0.00145779766563,9.8243970108e-13
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53272749454.1,3328228.37983,-53271791277.5,-53268065459.3,-53279841168.5,-53278154705.6,-53268895104.9,10.0,11077104148300.0,0.142894736842,0.142844410537,139,0.142857142857,0.00291595920758,9.8243970108e-13
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53296414510.4,6449726.62061,-53297296159.2,-53281243063.3,-53303203385.0,-53303099586.0,-53286410183.6,10.0,41598973480600.0,0.142894736842,0.142862235785,147,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53312933521.4,7544802.33438,-53312445492.7,-53304390336.4,-53325462972.8,-53324617152.2,-53304543107.5,10.0,56924042264900.0,0.142894736842,0.142862235785,155,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53331780695.3,6236040.93427,-53330452551.8,-53323540916.7,-53347111272.7,-53342033997.5,-53325503514.9,10.0,38888206533900.0,0.142894736842,0.142862235785,163,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53351142086.0,9104695.99536,-53351182683.7,-53339500578.3,-53366128787.6,-53365662288.0,-53340538676.6,10.0,82895489168000.0,0.142894736842,0.142862235785,171,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53371498472.0,5937119.33459,-53372726979.1,-53360838782.3,-53380485272.7,-53378682598.2,-53362551382.3,10.0,35249385993200.0,0.142894736842,0.142862235785,179,0.142857142857,0.00291632308389,9.8243970108e-13
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-53390395410.7,8269383.59061,-53389078789.8,-53376602758.8,-53405025250.2,-53403005484.9,-53379137258.6,10.0,68382704968600.0,0.142894736842,0.0714311178926,187,0.142857142857,0.00145816154194,9.8243970108e-13
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78090945710.2,14400963.4559,-78091639855.4,-78065234138.3,-78107659829.5,-78107191161.6,-78070449860.0,10.0,207387748459000.0,0.142763157895,0.0714132926442,196,0.142857142857,0.00145645531051,9.8243970108e-13
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78106780046.5,11775152.0917,-78104996727.6,-78091269483.0,-78122050382.6,-78121484667.9,-78093652728.8,10.0,138654206781000.0,0.142763157895,0.142844410537,204,0.142857142857,0.00291327416226,9.8243970108e-13
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78126077737.5,6957313.64443,-78127751313.9,-78114074082.3,-78134079564.3,-78133561982.4,-78115295957.8,10.0,48404213146900.0,0.142763157895,0.142862235785,212,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78148529764.9,7877374.06416,-78149104340.1,-78136192250.7,-78164398156.8,-78159872408.4,-78137702539.8,10.0,62053022146600.0,0.142763157895,0.142862235785,220,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78166026438.8,10206188.5077,-78170568866.4,-78149173117.4,-78176399511.9,-78176030014.5,-78151054514.1,10.0,104166283854000.0,0.142763157895,0.142862235785,228,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78179784628.2,10176419.4731,-78177524337.9,-78164796767.6,-78198346893.8,-78196590002.2,-78168382635.2,10.0,103559513293000.0,0.142763157895,0.142862235785,236,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78201733575.8,8944542.53323,-78200882067.3,-78187668997.7,-78215430560.4,-78214908159.2,-78190377824.5,10.0,80004841128800.0,0.142763157895,0.142862235785,244,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-78226838018.5,8386587.45805,-78226488045.3,-78214788871.0,-78241535975.8,-78239265034.5,-78216409135.2,10.0,70334849191500.0,0.142763157895,0.0714311178926,252,0.142857142857,0.00145681885176,9.8243970108e-13
480.0,-248.0,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94027335912000.0,11826407.7816,-94027333753000.0,-94027318944300.0,-94027356929300.0,-94027354114600.0,-94027321748700.0,10.0,139863921018000.0,0.142763157895,0.0714132926442,197,0.142857142857,0.00145645531051,9.8243970108e-13
480.0,-248.0,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94027356286500.0,14863328.639,-94027358982700.0,-94027328313700.0,-94027375077200.0,-94027375048000.0,-94027335260000.0,10.0,220918538230000.0,0.142763157895,0.142844410537,205,0.142857142857,0.00291327416226,9.8243970108e-13
480.0,-248.0,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94027363127300.0,11199337.5264,-94027363724200.0,-94027340945700.0,-94027376582500.0,-94027376175800.0,-94027347101200.0,10.0,125425161029000.0,0.142763157895,0.142862235785,213,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-248.0,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94027384739500.0,15506364.4452,-94027381364200.0,-94027360370900.0,-94027414153900.0,-94027410537100.0,-94027366036800.0,10.0,240447338307000.0,0.142763157895,0.142862235785,221,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-248.0,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94027410685300.0,16137929.4997,-94027412060800.0,-94027390918000.0,-94027432065600.0,-94027430872800.0,-94027391411400.0,10.0,260432768536000.0,0.142763157895,0.142862235785,229,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-248.0,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94027430236500.0,15659631.9702,-94027434232700.0,-94027406326300.0,-94027448675100.0,-94027447151400.0,-94027408237700.0,10.0,245224073443000.0,0.142763157895,0.142862235785,237,0.142857142857,0.00291363770352,9.8243970108e-13
480.0,-248.0,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94027452987600.0,11961566.276,-94027454451900.0,-94027429694900.0,-94027468310200.0,-94027467521800.0,-94027433506900.0,10.0,143079067776000.0,0.142763157895,0.142862235785,245,0.142857142857,0.00291363770352,9.8243970108e-13
