npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1014794753.1,10600633.6852,1013075041.47,1028214082.47,1004814846.99,1005292498.26,1026704604.22,4.0,112373434529000.0,8.47275451554e-14,0.124645892351,0.00389513867846,106,0.249997082454,0.125
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1003880204.4,6813805.56888,1002299500.01,1013311119.12,997610698.438,998053395.482,1011919999.45,4.0,46427946330500.0,8.47275451554e-14,0.124645892351,0.00194753214672,101,0.124996154144,0.125
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,948715438.609,6652902.89045,949432732.533,955886964.958,940109324.41,941242493.776,955184171.947,4.0,44261116869800.0,8.47275451554e-14,0.25,0.00390629558665,122,0.125001458773,0.125
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,939279355.73,1754837.5431,939268387.008,941326934.663,937253714.241,937452953.466,941121114.205,4.0,3079454802670.0,8.47275451554e-14,0.124645892351,0.00389522132849,111,0.250002387083,0.125
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,872321109.026,3518807.99152,873632687.433,874807634.038,867211427.199,868048495.836,874757512.445,4.0,12382009681200.0,8.47275451554e-14,0.124645892351,0.00389522959349,116,0.250002917546,0.125
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,802862063.582,4424646.67072,802567582.107,808346653.722,797966436.391,798431329.391,807705071.837,4.0,19577498160700.0,8.47275451554e-14,0.124645892351,0.00194761479675,121,0.125001458773,0.125
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158064801128.0,968.261932586,-158064800802.0,-158064800367.0,-158064802541.0,-158064802297.0,-158064800416.0,4.0,937531.170095,8.47275451554e-14,0.124645892351,0.00194753214672,1,0.124996154144,0.125
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-328790717010.0,2206959.58551,-328790102884.0,-328788777816.0,-328793884457.0,-328793344161.0,-328788949636.0,4.0,4870670612070.0,8.47275451554e-14,0.25,0.007812259634,53,0.124996154144,0.25
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499483760681.0,4322089.5594,-499484331932.0,-499477965730.0,-499488413128.0,-499487843640.0,-499478877970.0,4.0,18680458159400.0,8.47275451554e-14,0.125354107649,0.00195859767028,105,0.124996154144,0.125
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238790171368000.0,1904540.02143,-238790171684000.0,-238790168922000.0,-238790173181000.0,-238790173083000.0,-238790169210000.0,4.0,3627272693220.0,8.47275451554e-14,0.25,0.00390629558665,22,0.125001458773,0.125
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238960885620000.0,7296644.51476,-238960884984000.0,-238960877388000.0,-238960895125000.0,-238960893699000.0,-238960878432000.0,4.0,53241021174800.0,8.47275451554e-14,0.25,0.00781259117331,74,0.125001458773,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-239615828076000.0,2744107.6995,-239615829168000.0,-239615824006000.0,-239615829961000.0,-239615829873000.0,-239615824750000.0,4.0,7530127066430.0,8.47275451554e-14,0.25,0.00781259117331,48,0.125001458773,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-239786537805000.0,8194316.15857,-239786534202000.0,-239786532773000.0,-239786550045000.0,-239786547731000.0,-239786532925000.0,4.0,67146817306500.0,8.47275451554e-14,0.125354107649,0.00391736157982,100,0.125001458773,0.25
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244278073357000.0,986834.720602,-244278073376000.0,-244278072132000.0,-244278074546000.0,-244278074379000.0,-244278072310000.0,4.0,973842765786.0,8.47275451554e-14,0.25,0.00781259117331,17,0.250002917546,0.125
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244448795736000.0,4360423.56003,-244448797009000.0,-244448789448000.0,-244448799476000.0,-244448799161000.0,-244448790527000.0,4.0,19013293622800.0,8.47275451554e-14,0.25,0.0156251823466,69,0.250002917546,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-245103731846000.0,2907622.51429,-245103732663000.0,-245103727950000.0,-245103734109000.0,-245103734097000.0,-245103728452000.0,4.0,8454268685630.0,8.47275451554e-14,0.25,0.0156251823466,43,0.250002917546,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-245274433220000.0,2369456.41305,-245274433288000.0,-245274430443000.0,-245274435859000.0,-245274435629000.0,-245274430714000.0,4.0,5614323693330.0,8.47275451554e-14,0.125354107649,0.00783472315964,95,0.250002917546,0.25
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249765974743000.0,700178.117249,-249765974819000.0,-249765973954000.0,-249765975381000.0,-249765975366000.0,-249765974014000.0,4.0,490249395874.0,8.47275451554e-14,0.25,0.00781257459634,12,0.250002387083,0.125
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249936695126000.0,1140717.07895,-249936695160000.0,-249936693791000.0,-249936696395000.0,-249936696285000.0,-249936693921000.0,4.0,1301235454200.0,8.47275451554e-14,0.25,0.0156251491927,64,0.250002387083,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-250591630007000.0,1810763.62987,-250591629637000.0,-250591628244000.0,-250591632510000.0,-250591632125000.0,-250591628407000.0,4.0,3278864923260.0,8.47275451554e-14,0.25,0.0156251491927,38,0.250002387083,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-250762340192000.0,4606366.34683,-250762339764000.0,-250762335112000.0,-250762346126000.0,-250762345332000.0,-250762335650000.0,4.0,21218610921200.0,8.47275451554e-14,0.125354107649,0.00783470653571,90,0.250002387083,0.25
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-255253854632000.0,842544.156478,-255253854644000.0,-255253853659000.0,-255253855580000.0,-255253855496000.0,-255253853750000.0,4.0,709880655615.0,8.47275451554e-14,0.25,0.00781240882669,7,0.249997082454,0.125
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-255424576852000.0,4627816.51133,-255424578323000.0,-255424570117000.0,-255424580646000.0,-255424580340000.0,-255424571304000.0,4.0,21416685662600.0,8.47275451554e-14,0.25,0.0156248176534,59,0.249997082454,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-256079509423000.0,2836935.55655,-256079510262000.0,-256079505380000.0,-256079511788000.0,-256079511654000.0,-256079506018000.0,4.0,8048203352010.0,8.47275451554e-14,0.25,0.0156248176534,33,0.249997082454,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-256250221780000.0,918993.314492,-256250221806000.0,-256250220628000.0,-256250222878000.0,-256250222718000.0,-256250220803000.0,4.0,844548712082.0,8.47275451554e-14,0.125354107649,0.00783454029645,85,0.249997082454,0.25
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260741522050000.0,1562066.14415,-260741522012000.0,-260741520296000.0,-260741523880000.0,-260741523700000.0,-260741520453000.0,4.0,2440050638710.0,8.47275451554e-14,0.25,0.003906129817,2,0.124996154144,0.125
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912244037000.0,7202641.73326,-260912246429000.0,-260912233524000.0,-260912249765000.0,-260912249363000.0,-260912235362000.0,4.0,51878047937700.0,8.47275451554e-14,0.25,0.007812259634,54,0.124996154144,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567180919000.0,3380409.56894,-261567180681000.0,-261567177706000.0,-261567184607000.0,-261567184358000.0,-261567177813000.0,4.0,11427168853800.0,8.47275451554e-14,0.25,0.007812259634,28,0.124996154144,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261737889513000.0,4041576.21055,-261737890232000.0,-261737884223000.0,-261737893364000.0,-261737893135000.0,-261737884883000.0,4.0,16334338265700.0,8.47275451554e-14,0.125354107649,0.00391719534056,80,0.124996154144,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500199284036000.0,3804348.65525,-500199284301000.0,-500199280009000.0,-500199287535000.0,-500199287458000.0,-500199280245000.0,4.0,14473068690700.0,8.47275451554e-14,0.25,0.00781259117331,49,0.125001458773,0.25
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500854214135000.0,1339589.54334,-500854214326000.0,-500854212456000.0,-500854215430000.0,-500854215360000.0,-500854212641000.0,4.0,1794500144630.0,8.47275451554e-14,0.25,0.00390629558665,23,0.125001458773,0.125
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-501024927979000.0,4484794.8668,-501024927888000.0,-501024922670000.0,-501024933470000.0,-501024932782000.0,-501024923303000.0,4.0,20113384997300.0,8.47275451554e-14,0.125354107649,0.00391736157982,75,0.125001458773,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505687183621000.0,2537271.19991,-505687184204000.0,-505687180312000.0,-505687185764000.0,-505687185717000.0,-505687180709000.0,4.0,6437745141890.0,8.47275451554e-14,0.25,0.0156251823466,44,0.250002917546,0.25
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-506342115802000.0,3117145.84095,-506342115005000.0,-506342113142000.0,-506342120057000.0,-506342119474000.0,-506342113247000.0,4.0,9716598193730.0,8.47275451554e-14,0.25,0.00781259117331,18,0.250002917546,0.125
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-506512834730000.0,3535540.37523,-506512834693000.0,-506512830610000.0,-506512838924000.0,-506512838471000.0,-506512831041000.0,4.0,12500045744900.0,8.47275451554e-14,0.125354107649,0.00783472315964,70,0.250002917546,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-511175085898000.0,3875827.4371,-511175084787000.0,-511175082571000.0,-511175091447000.0,-511175090539000.0,-511175082812000.0,4.0,15022038322200.0,8.47275451554e-14,0.25,0.0156251491927,39,0.250002387083,0.25
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-511830018964000.0,1367052.76185,-511830019206000.0,-511830017144000.0,-511830020301000.0,-511830020203000.0,-511830017387000.0,4.0,1868833253680.0,8.47275451554e-14,0.25,0.00781257459634,13,0.250002387083,0.125
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-512000737608000.0,7951756.08214,-512000739623000.0,-512000726326000.0,-512000744860000.0,-512000744213000.0,-512000728182000.0,4.0,63230424789800.0,8.47275451554e-14,0.125354107649,0.00783470653571,65,0.250002387083,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-516662965032000.0,5993736.02902,-516662966935000.0,-516662956460000.0,-516662969797000.0,-516662969589000.0,-516662957810000.0,4.0,35924871585600.0,8.47275451554e-14,0.25,0.0156248176534,34,0.249997082454,0.25
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-517317897919000.0,634584.202859,-517317897721000.0,-517317897414000.0,-517317898821000.0,-517317898682000.0,-517317897434000.0,4.0,402697110518.0,8.47275451554e-14,0.25,0.00781240882669,8,0.249997082454,0.125
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-517488607834000.0,6172948.38834,-517488607963000.0,-517488601885000.0,-517488613526000.0,-517488613415000.0,-517488602074000.0,4.0,38105291805100.0,8.47275451554e-14,0.125354107649,0.00783454029645,60,0.249997082454,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522150633380000.0,6217208.85034,-522150634109000.0,-522150625731000.0,-522150639570000.0,-522150639202000.0,-522150626536000.0,4.0,38653685888700.0,8.47275451554e-14,0.25,0.007812259634,29,0.124996154144,0.25
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522805566006000.0,2049363.00179,-522805565665000.0,-522805563901000.0,-522805568793000.0,-522805568367000.0,-522805564122000.0,4.0,4199888713120.0,8.47275451554e-14,0.25,0.003906129817,3,0.124996154144,0.125
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976279298000.0,5286915.23926,-522976279082000.0,-522976273158000.0,-522976285873000.0,-522976285032000.0,-522976273868000.0,4.0,27951472747100.0,8.47275451554e-14,0.125354107649,0.00391719534056,55,0.124996154144,0.25
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-761437667061000.0,2904270.07107,-761437666510000.0,-761437664268000.0,-761437670956000.0,-761437670428000.0,-761437664465000.0,4.0,8434784645720.0,8.47275451554e-14,0.25,0.00390629558665,24,0.125001458773,0.125
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-762263317748000.0,5664462.64724,-762263316016000.0,-762263313100000.0,-762263325862000.0,-762263324563000.0,-762263313360000.0,4.0,32086137082000.0,8.47275451554e-14,0.125354107649,0.00391736157982,50,0.125001458773,0.25
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-766925572133000.0,1964443.428,-766925572429000.0,-766925569762000.0,-766925573913000.0,-766925573862000.0,-766925569991000.0,4.0,3859037981810.0,8.47275451554e-14,0.25,0.00781259117331,19,0.250002917546,0.125
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-767751223829000.0,3584470.61681,-767751224641000.0,-767751218812000.0,-767751227221000.0,-767751226913000.0,-767751219608000.0,4.0,12848429602800.0,8.47275451554e-14,0.125354107649,0.00783472315964,45,0.250002917546,0.25
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-772413469309000.0,4500415.49403,-772413468764000.0,-772413464516000.0,-772413475193000.0,-772413474399000.0,-772413464983000.0,4.0,20253739618900.0,8.47275451554e-14,0.25,0.00781257459634,14,0.250002387083,0.125
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-773239128711000.0,3276452.01414,-773239128820000.0,-773239124795000.0,-773239132410000.0,-773239132060000.0,-773239125210000.0,4.0,10735137800900.0,8.47275451554e-14,0.125354107649,0.00783470653571,40,0.250002387083,0.25
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-777901354941000.0,3151091.49201,-777901355636000.0,-777901350983000.0,-777901357510000.0,-777901357501000.0,-777901351410000.0,4.0,9929377591040.0,8.47275451554e-14,0.25,0.00781240882669,9,0.249997082454,0.125
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-778727000220000.0,4875796.57,-778727001633000.0,-778726993202000.0,-778727004411000.0,-778727004070000.0,-778726994391000.0,4.0,23773392192000.0,8.47275451554e-14,0.125354107649,0.00783454029645,35,0.249997082454,0.25
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389021503000.0,4370888.62198,-783389021442000.0,-783389016213000.0,-783389026913000.0,-783389026118000.0,-783389016972000.0,4.0,19104667345800.0,8.47275451554e-14,0.25,0.003906129817,4,0.124996154144,0.125
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784214671538000.0,5991631.67052,-784214672600000.0,-784214663306000.0,-784214677645000.0,-784214676954000.0,-784214664635000.0,4.0,35899650075200.0,8.47275451554e-14,0.125354107649,0.00391719534056,30,0.124996154144,0.25
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1023501705540000.0,4395730.20462,-1023501705630000.0,-1023501700260000.0,-1023501710640000.0,-1023501710100000.0,-1023501700860000.0,4.0,19322444031800.0,8.47275451554e-14,0.125354107649,0.00195868078991,25,0.125001458773,0.125
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1028989611200000.0,5855719.00837,-1028989609930000.0,-1028989605560000.0,-1028989619390000.0,-1028989618070000.0,-1028989606120000.0,4.0,34289445105000.0,8.47275451554e-14,0.125354107649,0.00391736157982,20,0.250002917546,0.125
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1034477510440000.0,2319290.62618,-1034477509510000.0,-1034477508860000.0,-1034477513890000.0,-1034477513240000.0,-1034477508950000.0,4.0,5379109008670.0,8.47275451554e-14,0.125354107649,0.00391735326786,15,0.250002387083,0.125
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1039965395560000.0,6653341.26839,-1039965397490000.0,-1039965386260000.0,-1039965401010000.0,-1039965400810000.0,-1039965387620000.0,4.0,44266950033600.0,8.47275451554e-14,0.125354107649,0.00391727014823,10,0.249997082454,0.125
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453059140000.0,8030757.18815,-1045453060510000.0,-1045453048190000.0,-1045453067360000.0,-1045453066500000.0,-1045453049880000.0,4.0,64493061015100.0,8.47275451554e-14,0.125354107649,0.00195859767028,5,0.124996154144,0.125
