smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,prefix
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993536552000.0,231089.743936,-206993536552000.0,-206993536389000.0,-206993536716000.0,-206993536700000.0,-206993536405000.0,2.0,53402469752.5,3.66466187075e-13,0.00391402488934,0.125003845369,0.250453720508,0.125018050542,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301207939000.0,236472.528017,-207301207939000.0,-207301207772000.0,-207301208106000.0,-207301208090000.0,-207301207789000.0,2.0,55919256506.7,3.66466187075e-13,0.00779856113348,0.125003845369,0.249546279492,0.25,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306107386000.0,911983.966259,-208306107386000.0,-208306106741000.0,-208306108031000.0,-208306107967000.0,-208306106806000.0,2.0,831714754713.0,3.66466187075e-13,0.0155947827514,0.250006292421,0.249546279492,0.249963898917,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208675972583000.0,1006843.49,-208675972583000.0,-208675971871000.0,-208675973295000.0,-208675973223000.0,-208675971942000.0,2.0,1013733813360.0,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254,0.25,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192110383000.0,596669.474081,-209192110383000.0,-209192109961000.0,-209192110805000.0,-209192110763000.0,-209192110003000.0,2.0,356014461301.0,3.66466187075e-13,0.00782800599569,0.250006292421,0.250453720508,0.125018050542,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209499781876000.0,583554.256378,-209499781876000.0,-209499781464000.0,-209499782289000.0,-209499782248000.0,-209499781505000.0,2.0,340535570137.0,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492,0.25,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210504658254000.0,411752.874879,-210504658254000.0,-210504657963000.0,-210504658545000.0,-210504658516000.0,-210504657992000.0,2.0,169540429971.0,3.66466187075e-13,0.0155947827514,0.250006292421,0.249546279492,0.249963898917,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210874522433000.0,9226.21879551,-210874522433000.0,-210874522427000.0,-210874522440000.0,-210874522439000.0,-210874522427000.0,2.0,85123113.2627,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254,0.25,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390661099000.0,217389.925701,-211390661099000.0,-211390660945000.0,-211390661253000.0,-211390661238000.0,-211390660961000.0,2.0,47258379796.4,3.66466187075e-13,0.00782800599569,0.250006292421,0.250453720508,0.125018050542,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698332940000.0,361641.63151,-211698332940000.0,-211698332685000.0,-211698333196000.0,-211698333170000.0,-211698332710000.0,2.0,130784669641.0,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492,0.25,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703230792000.0,572926.839204,-212703230792000.0,-212703230387000.0,-212703231197000.0,-212703231156000.0,-212703230427000.0,2.0,328245163080.0,3.66466187075e-13,0.0155939977396,0.249993707579,0.249546279492,0.249963898917,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073096458000.0,588225.867813,-213073096458000.0,-213073096042000.0,-213073096874000.0,-213073096832000.0,-213073096084000.0,2.0,346009671564.0,3.66466187075e-13,0.00782648177084,0.249993707579,0.125226860254,0.25,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589234979000.0,63692.4665387,-213589234979000.0,-213589234934000.0,-213589235024000.0,-213589235019000.0,-213589234938000.0,2.0,4056730293.78,3.66466187075e-13,0.00782761194871,0.249993707579,0.250453720508,0.125018050542,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213896907039000.0,965716.701202,-213896907039000.0,-213896906356000.0,-213896907722000.0,-213896907653000.0,-213896906424000.0,2.0,932608746980.0,3.66466187075e-13,0.0155962499057,0.249993707579,0.249546279492,0.25,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214901561118000.0,1870479.33946,-214901561118000.0,-214901559795000.0,-214901562441000.0,-214901562308000.0,-214901559928000.0,2.0,3498692959340.0,3.66466187075e-13,0.00779656275213,0.12498986221,0.249546279492,0.249963898917,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215271425064000.0,653110.052346,-215271425064000.0,-215271424602000.0,-215271425526000.0,-215271425480000.0,-215271424649000.0,2.0,426552740475.0,3.66466187075e-13,0.00391302200204,0.12498986221,0.125226860254,0.25,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787743637000.0,130762.362326,-215787743637000.0,-215787743545000.0,-215787743730000.0,-215787743720000.0,-215787743554000.0,2.0,17098795401.2,3.66466187075e-13,0.00391358705936,0.12498986221,0.250453720508,0.125018050542,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095550951000.0,192572.731584,-216095550951000.0,-216095550815000.0,-216095551087000.0,-216095551074000.0,-216095550829000.0,2.0,37084256949.9,3.66466187075e-13,0.00779768877217,0.12498986221,0.249546279492,0.25,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508115435000.0,723955.588986,-421508115435000.0,-421508114923000.0,-421508115947000.0,-421508115896000.0,-421508114974000.0,2.0,524111694824.0,3.66466187075e-13,0.00779856113348,0.125003845369,0.249546279492,0.25,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421877991364000.0,722033.054036,-421877991364000.0,-421877990853000.0,-421877991874000.0,-421877991823000.0,-421877990904000.0,2.0,521331731121.0,3.66466187075e-13,0.00391289464826,0.125003845369,0.125226860254,0.249963898917,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764001431000.0,1513768.89386,-422764001431000.0,-422764000361000.0,-422764002502000.0,-422764002395000.0,-422764000468000.0,2.0,2291496264030.0,3.66466187075e-13,0.00389984363975,0.125003845369,0.249546279492,0.125018050542,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423706688207000.0,1301085.89074,-423706688207000.0,-423706687287000.0,-423706689127000.0,-423706689035000.0,-423706687379000.0,2.0,1692824495090.0,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492,0.25,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424076563648000.0,3042363.38625,-424076563648000.0,-424076561497000.0,-424076565799000.0,-424076565584000.0,-424076561712000.0,2.0,9255974973990.0,3.66466187075e-13,0.00782574552616,0.250006292421,0.125226860254,0.249963898917,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962575869000.0,238340.416871,-424962575869000.0,-424962575701000.0,-424962576038000.0,-424962576021000.0,-424962575717000.0,2.0,56806154314.0,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492,0.125018050542,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905239712000.0,1229803.07485,-425905239712000.0,-425905238843000.0,-425905240582000.0,-425905240495000.0,-425905238930000.0,2.0,1512415602910.0,3.66466187075e-13,0.0155970350308,0.250006292421,0.249546279492,0.25,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275113040000.0,837535.808957,-426275113040000.0,-426275112448000.0,-426275113632000.0,-426275113573000.0,-426275112507000.0,2.0,701466231285.0,3.66466187075e-13,0.00782574552616,0.250006292421,0.125226860254,0.249963898917,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161125614000.0,976495.41713,-427161125614000.0,-427161124924000.0,-427161126305000.0,-427161126236000.0,-427161124993000.0,2.0,953543299675.0,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492,0.125018050542,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428103814340000.0,512756.847193,-428103814340000.0,-428103813978000.0,-428103814703000.0,-428103814667000.0,-428103814014000.0,2.0,262919584343.0,3.66466187075e-13,0.0155962499057,0.249993707579,0.249546279492,0.25,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428473692161000.0,2519973.13724,-428473692161000.0,-428473690379000.0,-428473693943000.0,-428473693765000.0,-428473690557000.0,2.0,6350264612410.0,3.66466187075e-13,0.00782535159296,0.249993707579,0.125226860254,0.249963898917,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429359700465000.0,999709.379203,-429359700465000.0,-429359699758000.0,-429359701172000.0,-429359701101000.0,-429359699828000.0,2.0,999418842866.0,3.66466187075e-13,0.00779925103585,0.249993707579,0.249546279492,0.125018050542,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302143401000.0,379691.725342,-430302143401000.0,-430302143133000.0,-430302143669000.0,-430302143643000.0,-430302143159000.0,2.0,144165806293.0,3.66466187075e-13,0.00779768877217,0.12498986221,0.249546279492,0.25,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672017601000.0,927487.702281,-430672017601000.0,-430672016945000.0,-430672018257000.0,-430672018191000.0,-430672017011000.0,2.0,860233437882.0,3.66466187075e-13,0.00391245694471,0.12498986221,0.125226860254,0.249963898917,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558343276000.0,82253.7101856,-431558343276000.0,-431558343218000.0,-431558343334000.0,-431558343328000.0,-431558343224000.0,2.0,6765672839.3,3.66466187075e-13,0.00389940739611,0.12498986221,0.249546279492,0.125018050542,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636970908159000.0,552117.813585,-636970908159000.0,-636970907768000.0,-636970908549000.0,-636970908510000.0,-636970907807000.0,2.0,304834080078.0,3.66466187075e-13,0.00389984363975,0.125003845369,0.249546279492,0.125018050542,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637278572896000.0,177252.931714,-637278572896000.0,-637278572771000.0,-637278573021000.0,-637278573009000.0,-637278572783000.0,2.0,31418601801.1,3.66466187075e-13,0.0039134597688,0.125003845369,0.125226860254,0.25,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169483389000.0,211958.881583,-639169483389000.0,-639169483239000.0,-639169483539000.0,-639169483524000.0,-639169483254000.0,2.0,44926567481.9,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492,0.125018050542,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477146918000.0,1761554.31279,-639477146918000.0,-639477145672000.0,-639477148163000.0,-639477148039000.0,-639477145797000.0,2.0,3103073596900.0,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254,0.25,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368034042000.0,1602078.39911,-641368034042000.0,-641368032909000.0,-641368035175000.0,-641368035062000.0,-641368033022000.0,2.0,2566655196880.0,3.66466187075e-13,0.00779964365513,0.250006292421,0.249546279492,0.125018050542,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641675698410000.0,2243859.12031,-641675698410000.0,-641675696823000.0,-641675699997000.0,-641675699838000.0,-641675696982000.0,2.0,5034903751810.0,3.66466187075e-13,0.00782687576092,0.250006292421,0.125226860254,0.25,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643566608532000.0,1024216.15344,-643566608532000.0,-643566607808000.0,-643566609256000.0,-643566609184000.0,-643566607880000.0,2.0,1049018728970.0,3.66466187075e-13,0.00779925103585,0.249993707579,0.249546279492,0.125018050542,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874270020000.0,729409.282619,-643874270020000.0,-643874269504000.0,-643874270536000.0,-643874270484000.0,-643874269556000.0,2.0,532037901570.0,3.66466187075e-13,0.00782648177084,0.249993707579,0.125226860254,0.25,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645764935743000.0,279922.980187,-645764935743000.0,-645764935545000.0,-645764935941000.0,-645764935921000.0,-645764935565000.0,2.0,78356874836.6,3.66466187075e-13,0.00389940739611,0.12498986221,0.249546279492,0.125018050542,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646072598876000.0,1549893.65349,-646072598876000.0,-646072597780000.0,-646072599972000.0,-646072599863000.0,-646072597890000.0,2.0,2402170337130.0,3.66466187075e-13,0.00391302200204,0.12498986221,0.125226860254,0.25,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741366893000.0,923124.63247,-852741366893000.0,-852741366240000.0,-852741367545000.0,-852741367480000.0,-852741366305000.0,2.0,852159087073.0,3.66466187075e-13,0.00195701244467,0.125003845369,0.125226860254,0.125018050542,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854939940902000.0,1210360.77615,-854939940902000.0,-854939940046000.0,-854939941757000.0,-854939941672000.0,-854939940131000.0,2.0,1464973208450.0,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254,0.125018050542,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857138490003000.0,184304.023759,-857138490003000.0,-857138489872000.0,-857138490133000.0,-857138490120000.0,-857138489885000.0,2.0,33967973173.8,3.66466187075e-13,0.00391400299785,0.250006292421,0.125226860254,0.125018050542,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337065535000.0,2484479.24945,-859337065535000.0,-859337063778000.0,-859337067292000.0,-859337067116000.0,-859337063954000.0,2.0,6172637140920.0,3.66466187075e-13,0.00391380597435,0.249993707579,0.125226860254,0.125018050542,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535392514000.0,1523824.12907,-861535392514000.0,-861535391437000.0,-861535393592000.0,-861535393484000.0,-861535391544000.0,2.0,2322039976330.0,3.66466187075e-13,0.00195679352968,0.12498986221,0.125226860254,0.125018050542,21
