smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-366632632.603,3430043.85197,-366632632.603,-364207225.335,-369058039.87,-368815499.144,-364449766.062,2.0,11765200826400.0,61,0.00463022576632,0.16666559696,0.16666231642,1.28667840979e-13,0.166693548387
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-369340975.358,1705771.13667,-369340975.358,-368134813.02,-370547137.696,-370426521.462,-368255429.254,2.0,2909655170700.0,237,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-370903786.477,3262116.58884,-370903786.477,-368597121.716,-373210451.238,-372979784.762,-368827788.193,2.0,10641404639200.0,166,0.00463041568746,0.16666559696,0.166669152522,1.28667840979e-13,0.166693548387
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-371853486.295,1721208.15675,-371853486.295,-370636408.336,-373070564.255,-372948856.459,-370758116.132,2.0,2962557518870.0,200,0.00231412369115,0.166668806079,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-382633010.399,3612270.38764,-382633010.399,-380078749.512,-385187271.286,-384931845.197,-380334175.601,2.0,13048497353400.0,42,0.00115753988189,0.0833344030397,0.0833283616224,0.0,0.166693548387
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-391563831.347,2961882.93609,-391563831.347,-389469463.838,-393658198.856,-393448762.105,-389678900.589,2.0,8772750527130.0,12,0.00231503518814,0.16666559696,0.0833283616224,1.28667840979e-13,0.166693548387
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-405130677.274,9013196.29701,-405130677.274,-398757385.052,-411503969.496,-410866640.273,-399394714.274,2.0,81237707488500.0,27,0.00231391519047,0.16666559696,0.0833283616224,1.28667840979e-13,0.166612903226
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408344341.876,3637382.58792,-408344341.876,-405772323.982,-410916359.769,-410659157.98,-406029525.771,2.0,13230552090900.0,181,0.00463041568746,0.16666559696,0.166669152522,1.28667840979e-13,0.166693548387
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-409777533.651,236899.417619,-409777533.651,-409610020.466,-409945046.835,-409928295.517,-409626771.784,2.0,56121334068.2,76,0.0046279856958,0.16666559696,0.16666231642,1.28667840979e-13,0.166612903226
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416838266.109,4537749.80148,-416838266.109,-413629592.453,-420046939.765,-419726072.4,-413950459.819,2.0,20591173260900.0,196,0.00115706615996,0.0833344030397,0.166669152522,0.0,0.0833064516129
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426297494.533,207191.168001,-426297494.533,-426150988.253,-426444000.813,-426429350.185,-426165638.881,2.0,42928180097.6,249,0.00231412369115,0.166668806079,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426564923.995,2759157.30854,-426564923.995,-424613905.152,-428515942.839,-428320840.954,-424809007.036,2.0,7612949053280.0,91,0.00231515746028,0.0833344030397,0.16666231642,0.0,0.166693548387
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426732123.22,1952354.22805,-426732123.22,-425351600.306,-428112646.134,-427974593.842,-425489652.597,2.0,3811687031770.0,110,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-427259442.833,1173624.09619,-427259442.833,-426429565.276,-428089320.39,-428006332.634,-426512553.031,2.0,1377393519160.0,215,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-466705903.181,4907338.49689,-466705903.181,-463235890.853,-470175915.51,-469828914.277,-463582892.086,2.0,24081971123000.0,245,0.00115706184557,0.0833344030397,0.166668531058,0.0,0.0833064516129
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-469954563.353,8446124.06312,-469954563.353,-463982251.753,-475926874.952,-475329643.793,-464579482.913,2.0,71337011689600.0,230,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-470742362.825,1368009.67401,-470742362.825,-469775033.908,-471709691.743,-471612958.851,-469871766.8,2.0,1871450468180.0,125,0.00462815826785,0.16666559696,0.166668531058,1.28667840979e-13,0.166612903226
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-476769792.577,3894310.9959,-476769792.577,-474016098.863,-479523486.29,-479248116.918,-474291468.235,2.0,15165658132800.0,140,0.00231524378974,0.0833344030397,0.166668531058,0.0,0.166693548387
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-476783995.584,743133.096671,-476783995.584,-476258521.132,-477309470.036,-477256922.591,-476311068.577,2.0,552246799369.0,54,0.0023139928479,0.16666559696,0.16666231642,1.28667840979e-13,0.0833064516129
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-479637016.602,2518773.13903,-479637016.602,-477855975.035,-481418058.169,-481239954.012,-478034079.192,2.0,6344218125920.0,159,0.00463041568746,0.16666559696,0.166669152522,1.28667840979e-13,0.166693548387
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-485825581.483,1683217.98055,-485825581.483,-484635366.635,-487015796.331,-486896774.847,-484754388.12,2.0,2833222770060.0,264,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-505031636.431,7194069.64605,-505031636.431,-499944661.0,-510118611.862,-509609914.319,-500453358.543,2.0,51754638072200.0,5,0.00115695759524,0.16666559696,0.0833283616224,1.28667840979e-13,0.0833064516129
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-506879716.788,1830653.16884,-506879716.788,-505585249.518,-508174184.057,-508044737.33,-505714696.245,2.0,3351291024580.0,35,0.00115753988189,0.0833344030397,0.0833283616224,0.0,0.166693548387
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-523256960.575,1794301.32793,-523256960.575,-521988197.938,-524525723.211,-524398846.948,-522115074.202,2.0,3219517255410.0,69,0.00463022576632,0.16666559696,0.16666231642,1.28667840979e-13,0.166693548387
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-524743813.621,1570421.53962,-524743813.621,-523633357.901,-525854269.341,-525743223.769,-523744403.473,2.0,2466223812110.0,174,0.00462817552506,0.16666559696,0.166669152522,1.28667840979e-13,0.166612903226
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-527081720.433,2457843.45863,-527081720.433,-525343762.656,-528819678.21,-528645882.432,-525517558.434,2.0,6040994467130.0,20,0.00231503518814,0.16666559696,0.0833283616224,1.28667840979e-13,0.166693548387
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-530057003.047,421623.78762,-530057003.047,-529758870.008,-530355136.087,-530325322.783,-529788683.312,2.0,177766618287.0,103,0.00231407913393,0.16666559696,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-531993240.635,1663791.05848,-531993240.635,-530816762.695,-533169718.575,-533052070.781,-530934410.489,2.0,2768200686280.0,208,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-534844904.118,7478657.38655,-534844904.118,-529556694.765,-540133113.47,-539604292.535,-530085515.701,2.0,55930316305400.0,189,0.00231525242268,0.0833344030397,0.166669152522,0.0,0.166693548387
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-543927761.822,5797626.17571,-543927761.822,-539828221.038,-548027302.606,-547617348.527,-540238175.117,2.0,33612469273300.0,84,0.00231515746028,0.0833344030397,0.16666231642,0.0,0.166693548387
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-578356053.894,2050432.95652,-578356053.894,-576906178.846,-579805928.942,-579660941.437,-577051166.351,2.0,4204275309200.0,118,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-583280559.113,2839410.55367,-583280559.113,-581272792.656,-585288325.57,-585087548.924,-581473569.301,2.0,8062252292310.0,223,0.00462815826785,0.16666559696,0.166668531058,1.28667840979e-13,0.166612903226
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-587808005.947,2385455.22919,-587808005.947,-586121234.378,-589494777.516,-589326100.359,-586289911.535,2.0,5690396650490.0,152,0.00231408776253,0.16666559696,0.166669152522,1.28667840979e-13,0.0833064516129
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-591103514.205,6041463.79322,-591103514.205,-586831554.189,-595375474.222,-594948278.22,-587258750.19,2.0,36499284764800.0,238,0.00231524378974,0.0833344030397,0.166668531058,0.0,0.166693548387
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-591712839.833,2778318.79845,-591712839.833,-589748271.77,-593677407.896,-593480951.089,-589944728.576,2.0,7719055345830.0,257,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-597118294.598,6103278.8915,-597118294.598,-592802624.706,-601433964.489,-601002397.5,-593234191.695,2.0,37250013227400.0,133,0.00231524378974,0.0833344030397,0.166668531058,0.0,0.166693548387
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-632729441.6,5726946.78695,-632729441.6,-628679878.691,-636779004.508,-636374048.218,-629084834.982,2.0,32797919500600.0,28,0.00115697987227,0.0833344030397,0.0833283616224,0.0,0.166612903226
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-639857235.621,1801310.58554,-639857235.621,-638583516.691,-641130954.551,-641003582.658,-638710888.584,2.0,3244719825580.0,62,0.00463022576632,0.16666559696,0.16666231642,1.28667840979e-13,0.166693548387
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-641472469.322,9367935.2525,-641472469.322,-634848338.779,-648096599.865,-647434186.81,-635510751.833,2.0,87758210895000.0,167,0.00463041568746,0.16666559696,0.166669152522,1.28667840979e-13,0.166693548387
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-645128073.524,276337.439148,-645128073.524,-644932673.447,-645323473.601,-645303933.594,-644952213.455,2.0,76362380274.8,201,0.00231407913393,0.16666559696,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-647589265.825,2385724.50478,-647589265.825,-645902303.85,-649276227.8,-649107531.603,-646071000.047,2.0,5691681412690.0,13,0.00231503518814,0.16666559696,0.0833283616224,1.28667840979e-13,0.166693548387
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-658534481.391,2090023.12206,-658534481.391,-657056611.869,-660012350.914,-659864563.962,-657204398.821,2.0,4368196650730.0,182,0.00231525242268,0.0833344030397,0.166669152522,0.0,0.166693548387
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-665917635.215,792304.174465,-665917635.215,-665357391.56,-666477878.869,-666421854.504,-665413415.925,2.0,627745904874.0,77,0.00231403740345,0.0833344030397,0.16666231642,0.0,0.166612903226
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-694051283.157,7005299.49804,-694051283.157,-689097788.378,-699004777.936,-698509428.458,-689593137.855,2.0,49074221057300.0,111,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-694067249.192,469.35446779,-694067249.192,-694066917.308,-694067581.075,-694067547.887,-694066950.496,2.0,220293.616434,216,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-702538121.633,4439811.82792,-702538121.633,-699398700.583,-705677542.684,-705363600.579,-699712642.688,2.0,19711929067300.0,250,0.00231407913393,0.16666559696,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-714013940.297,5495363.67308,-714013940.297,-710128131.379,-717899749.216,-717511168.324,-710516712.271,2.0,30199021899400.0,231,0.00231524378974,0.0833344030397,0.166668531058,0.0,0.166693548387
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-718909602.185,987091.364836,-718909602.185,-718211623.187,-719607581.183,-719537783.283,-718281421.087,2.0,974349362533.0,126,0.00231412369115,0.0833344030397,0.166668531058,0.0,0.166612903226
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-747304556.752,883871.894698,-747304556.752,-746679564.942,-747929548.562,-747867049.381,-746742064.123,2.0,781229526237.0,21,0.00115753988189,0.0833344030397,0.0833283616224,0.0,0.166693548387
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-754545195.2,738638.840214,-754545195.2,-754022898.668,-755067491.733,-755015262.08,-754075128.321,2.0,545587336273.0,160,0.00463041568746,0.16666559696,0.166669152522,1.28667840979e-13,0.166693548387
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-755074634.186,968339.436022,-755074634.186,-754389914.805,-755759353.568,-755690881.63,-754458386.743,2.0,937681263355.0,55,0.0023139928479,0.16666559696,0.16666231642,1.28667840979e-13,0.0833064516129
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-758371692.347,5122221.38163,-758371692.347,-754749734.873,-761993649.821,-761631454.073,-755111930.621,2.0,26237151882400.0,265,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-764371346.057,3764097.79506,-764371346.057,-761709726.981,-767032965.133,-766766803.226,-761975888.889,2.0,14168432210800.0,6,0.00115695759524,0.16666559696,0.0833283616224,1.28667840979e-13,0.0833064516129
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-782045262.471,13371055.3601,-782045262.471,-772590498.554,-791500026.388,-790554549.996,-773535974.946,2.0,178785121443000.0,175,0.00231413231991,0.0833344030397,0.166669152522,0.0,0.166612903226
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-784898364.37,993297.248076,-784898364.37,-784195997.15,-785600731.59,-785530494.868,-784266233.872,2.0,986639423035.0,70,0.00231515746028,0.0833344030397,0.16666231642,0.0,0.166693548387
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-807955142.122,1804619.53969,-807955142.122,-806679083.408,-809231200.836,-809103594.965,-806806689.28,2.0,3256651683020.0,104,0.00231407913393,0.16666559696,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-811072916.414,364848.616938,-811072916.414,-810814929.483,-811330903.345,-811305104.652,-810840728.176,2.0,133114513281.0,209,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-836128391.695,9774118.82551,-836128391.695,-829217045.994,-843039737.397,-842348602.827,-829908180.564,2.0,95533398815200.0,224,0.00231412369115,0.0833344030397,0.166668531058,0.0,0.166612903226
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-839529369.683,8140364.86084,-839529369.683,-833773262.489,-845285476.878,-844709866.158,-834348873.208,2.0,66265540067600.0,119,0.00231524378974,0.0833344030397,0.166668531058,0.0,0.166693548387
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-861874989.236,2646477.77085,-861874989.236,-860003646.858,-863746331.614,-863559197.376,-860190781.096,2.0,7003844591600.0,258,0.0046303984219,0.16666559696,0.166668531058,1.28667840979e-13,0.166693548387
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-867698140.466,4552714.40387,-867698140.466,-864478885.238,-870917395.694,-870595470.171,-864800810.761,2.0,20727208443200.0,153,0.00231408776253,0.16666559696,0.166669152522,1.28667840979e-13,0.0833064516129
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-875839957.34,5379477.41421,-875839957.34,-872036092.381,-879643822.299,-879263435.803,-872416478.877,2.0,28938777250000.0,14,0.00115753988189,0.0833344030397,0.0833283616224,0.0,0.166693548387
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-904513495.062,152584.219273,-904513495.062,-904405601.725,-904621388.398,-904610599.064,-904416391.059,2.0,23281943971.1,63,0.00231515746028,0.0833344030397,0.16666231642,0.0,0.166693548387
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-904828764.903,1200502.56072,-904828764.903,-903979881.401,-905677648.405,-905592760.054,-904064769.752,2.0,1441206398300.0,168,0.00231525242268,0.0833344030397,0.166669152522,0.0,0.166693548387
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-919599465.81,6972941.38678,-919599465.81,-914668851.671,-924530079.949,-924037018.535,-915161913.085,2.0,48621911583500.0,202,0.00231407913393,0.16666559696,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-958555732.033,1540973.0761,-958555732.033,-957466099.521,-959645364.545,-959536401.293,-957575062.772,2.0,2374598021260.0,217,0.00231524378974,0.0833344030397,0.166668531058,0.0,0.166693548387
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-963137729.28,1998757.67582,-963137729.28,-961724394.173,-964551064.386,-964409730.876,-961865727.684,2.0,3995032246650.0,112,0.00231524378974,0.0833344030397,0.166668531058,0.0,0.166693548387
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-985097417.478,2301397.08916,-985097417.478,-983470083.991,-986724750.966,-986562017.618,-983632817.339,2.0,5296428561980.0,251,0.00231407913393,0.16666559696,0.166668531058,1.28667840979e-13,0.0833064516129
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-989051396.093,6307996.37464,-989051396.093,-984590969.081,-993511823.105,-993065780.404,-985037011.782,2.0,39790818262400.0,7,0.000578489936133,0.0833344030397,0.0833283616224,0.0,0.0833064516129
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1014944330.55,238599.044968,-1014944330.55,-1014775615.55,-1015113045.56,-1015096174.06,-1014792487.05,2.0,56929504259.8,161,0.00231525242268,0.0833344030397,0.166669152522,0.0,0.166693548387
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1023211846.31,3838357.74567,-1023211846.31,-1020497717.52,-1025925975.11,-1025654562.23,-1020769130.4,2.0,14732990183800.0,56,0.00115701870173,0.0833344030397,0.16666231642,0.0,0.0833064516129
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1081261722.07,2665179.76249,-1081261722.07,-1079377155.39,-1083146288.76,-1082957832.09,-1079565612.06,2.0,7103183166390.0,210,0.00231524378974,0.0833344030397,0.166668531058,0.0,0.166693548387
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1083314624.05,5039623.86723,-1083314624.05,-1079751071.84,-1086878176.26,-1086521821.04,-1080107427.06,2.0,25397808723200.0,105,0.00115706184557,0.0833344030397,0.166668531058,0.0,0.0833064516129
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1129433362.39,5547906.34344,-1129433362.39,-1125510400.2,-1133356324.59,-1132964028.37,-1125902696.41,2.0,30779264795600.0,154,0.00115706615996,0.0833344030397,0.166669152522,0.0,0.0833064516129
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1136020560.05,1728931.56259,-1136020560.05,-1134798020.81,-1137243099.28,-1137120845.35,-1134920274.74,2.0,2989204348130.0,259,0.00231524378974,0.0833344030397,0.166668531058,0.0,0.166693548387
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1205922042.57,7974013.8077,-1205922042.57,-1200283563.33,-1211560521.81,-1210996673.88,-1200847411.26,2.0,63584896205400.0,203,0.00115706184557,0.0833344030397,0.166668531058,0.0,0.0833064516129
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1262196066.02,6647076.53383,-1262196066.02,-1257495873.13,-1266896258.91,-1266426239.62,-1257965892.42,2.0,44183626446600.0,252,0.00115706184557,0.0833344030397,0.166668531058,0.0,0.0833064516129
720.0,-460.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-52408753913.7,4013198.53166,-52408753913.7,-52405916153.9,-52411591673.6,-52411307897.7,-52406199929.8,2.0,16105762454500.0,17,0.00231503518814,0.16666559696,0.0833283616224,1.28667840979e-13,0.166693548387
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-52835054844.3,1867495.18289,-52835054844.3,-52833734325.8,-52836375362.8,-52836243311.0,-52833866377.6,2.0,3487538258100.0,41,0.00231503518814,0.16666559696,0.0833283616224,1.28667840979e-13,0.166693548387
720.0,-563.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,670468.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143274375916000.0,696942.62944,-143274375916000.0,-143274375423000.0,-143274376409000.0,-143274376360000.0,-143274375473000.0,2.0,485729028731.0,253,0.00231524378974,0.0833344030397,0.166668531058,1.28667840979e-13,0.166693548387
