RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__electricity,Dispatch__htse__production__h2,Dispatch__ft__production__h2,Dispatch__ft__production__diesel,Dispatch__ft__production__jet_fuel,Dispatch__ft__production__naphtha,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,Dispatch__h2_import__production__h2,Dispatch__h2_export__production__h2,price,prefix,PointProbability,ProbabilityWeight
0,0.0,1,2025,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.074766598,1,1.0,1.0
0,0.0,1,2026,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,16.065341359,1,1.0,1.0
0,0.0,1,2027,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,27.727080485,1,1.0,1.0
0,0.0,1,2028,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,60.7593219042,1,1.0,1.0
0,0.0,1,2029,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.9243054414,1,1.0,1.0
0,0.0,1,2030,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,12.4671262134,1,1.0,1.0
0,0.0,1,2031,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.5568847363,1,1.0,1.0
0,0.0,2,2012,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,40.1466326356,1,1.0,1.0
0,0.0,2,2013,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,33.3875781167,1,1.0,1.0
0,0.0,2,2014,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,55.3334598286,1,1.0,1.0
0,0.0,2,2015,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,16.9686847055,1,1.0,1.0
0,0.0,2,2016,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.9796801969,1,1.0,1.0
0,0.0,2,2017,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,27.1594018988,1,1.0,1.0
0,0.0,2,2018,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,97.4028977766,1,1.0,1.0
0,0.0,2,2019,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.4252122622,1,1.0,1.0
0,0.0,2,2020,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,17.9066131148,1,1.0,1.0
0,0.0,2,2021,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,16.9833105931,1,1.0,1.0
0,0.0,2,2022,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,41.7523641817,1,1.0,1.0
0,0.0,2,2023,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,24.1111027242,1,1.0,1.0
0,0.0,2,2024,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,47.3583762203,1,1.0,1.0
0,0.0,2,2025,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,33.0692041783,1,1.0,1.0
0,0.0,2,2026,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.1429579941,1,1.0,1.0
0,0.0,2,2027,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.2855780036,1,1.0,1.0
0,0.0,2,2028,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,95.4527498009,1,1.0,1.0
0,0.0,2,2029,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,18.2560084634,1,1.0,1.0
0,0.0,2,2030,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,12.8756418117,1,1.0,1.0
0,0.0,2,2031,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,24.6220770447,1,1.0,1.0
0,0.0,3,2012,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,29.0197954048,1,1.0,1.0
0,0.0,3,2013,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,31.1003243086,1,1.0,1.0
0,0.0,3,2014,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,41.2789283791,1,1.0,1.0
0,0.0,3,2015,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.4276522776,1,1.0,1.0
0,0.0,3,2016,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.9801156034,1,1.0,1.0
0,0.0,3,2017,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,48.1989250028,1,1.0,1.0
0,0.0,3,2018,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,212.232176583,1,1.0,1.0
0,0.0,3,2019,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.3652755189,1,1.0,1.0
0,0.0,3,2020,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,29.2261099492,1,1.0,1.0
0,0.0,3,2021,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,28.1393318954,1,1.0,1.0
0,0.0,3,2022,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,21.8034775288,1,1.0,1.0
0,0.0,3,2023,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,27.7591550712,1,1.0,1.0
0,0.0,3,2024,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,17.1730540036,1,1.0,1.0
0,0.0,3,2025,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,32.7738770344,1,1.0,1.0
0,0.0,3,2026,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.1344691035,1,1.0,1.0
0,0.0,3,2027,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,17.544362649,1,1.0,1.0
0,0.0,3,2028,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,137.27207517,1,1.0,1.0
0,0.0,3,2029,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,21.2538686888,1,1.0,1.0
0,0.0,3,2030,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.6940785814,1,1.0,1.0
0,0.0,3,2031,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.0930068317,1,1.0,1.0
0,0.0,4,2012,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.603197344,1,1.0,1.0
0,0.0,4,2013,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.2178386104,1,1.0,1.0
0,0.0,4,2014,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,31.7976701294,1,1.0,1.0
0,0.0,4,2015,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,18.3432550049,1,1.0,1.0
0,0.0,4,2016,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,21.6685847967,1,1.0,1.0
0,0.0,4,2017,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.9959777745,1,1.0,1.0
0,0.0,4,2018,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.7462667321,1,1.0,1.0
0,0.0,4,2019,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,17.9109891578,1,1.0,1.0
0,0.0,4,2020,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,11.6978526592,1,1.0,1.0
0,0.0,4,2021,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.2968299696,1,1.0,1.0
0,0.0,4,2022,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,28.4483488724,1,1.0,1.0
0,0.0,4,2023,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,29.2127583517,1,1.0,1.0
0,0.0,4,2024,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,263.876157453,1,1.0,1.0
0,0.0,4,2025,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,41.8054078135,1,1.0,1.0
0,0.0,4,2026,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,22.0227705461,1,1.0,1.0
0,0.0,4,2027,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.3061509705,1,1.0,1.0
0,0.0,4,2028,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,37.4274340982,1,1.0,1.0
0,0.0,4,2029,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.4468397365,1,1.0,1.0
0,0.0,4,2030,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,12.2774550684,1,1.0,1.0
0,0.0,4,2031,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,21.397988384,1,1.0,1.0
0,0.0,5,2012,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.5018980053,1,1.0,1.0
0,0.0,5,2013,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.6725158628,1,1.0,1.0
0,0.0,5,2014,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.3145901757,1,1.0,1.0
0,0.0,5,2015,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,28.2560759533,1,1.0,1.0
0,0.0,5,2016,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.411101546,1,1.0,1.0
0,0.0,5,2017,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,24.3740996118,1,1.0,1.0
0,0.0,5,2018,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.0301640355,1,1.0,1.0
0,0.0,5,2019,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,42.9942086453,1,1.0,1.0
0,0.0,5,2020,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,13.1001583033,1,1.0,1.0
0,0.0,5,2021,1.0,1193.0,-985.0,24753.05,-22243.0,10324.109,18633.758,15381.244,-14.9,-193.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,44.8852494056,1,1.0,1.0
