RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__electricity,Dispatch__htse__production__h2,Dispatch__ft__production__diesel,Dispatch__ft__production__h2,Dispatch__ft__production__naphtha,Dispatch__ft__production__jet_fuel,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,price,ProbabilityWeight,prefix,PointProbability
0,0.0,4,2018,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,146.643144003,1.0,1_0,1.0
0,0.0,4,2019,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,18.6875444768,1.0,1_0,1.0
0,0.0,4,2020,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,11.2777307798,1.0,1_0,1.0
0,0.0,4,2021,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,34.3555186986,1.0,1_0,1.0
0,0.0,4,2022,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,27.5834299583,1.0,1_0,1.0
0,0.0,4,2023,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,29.5484634586,1.0,1_0,1.0
0,0.0,4,2024,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,103.025954688,1.0,1_0,1.0
0,0.0,4,2025,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,36.7168218412,1.0,1_0,1.0
0,0.0,4,2026,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,28.0971729385,1.0,1_0,1.0
0,0.0,4,2027,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,55.1171223202,1.0,1_0,1.0
0,0.0,4,2028,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,22.4289578473,1.0,1_0,1.0
0,0.0,4,2029,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,27.1851061238,1.0,1_0,1.0
0,0.0,4,2030,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,16.3192140221,1.0,1_0,1.0
0,0.0,4,2031,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,40.2590981721,1.0,1_0,1.0
0,0.0,5,2012,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,26.6607630976,1.0,1_0,1.0
0,0.0,5,2013,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,29.9480857939,1.0,1_0,1.0
0,0.0,5,2014,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,32.6950310233,1.0,1_0,1.0
0,0.0,5,2015,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,16.4685293995,1.0,1_0,1.0
0,0.0,5,2016,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,28.2677865394,1.0,1_0,1.0
0,0.0,5,2017,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,23.135802083,1.0,1_0,1.0
0,0.0,5,2018,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,29.2419773454,1.0,1_0,1.0
0,0.0,5,2019,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,20.9571650631,1.0,1_0,1.0
0,0.0,5,2020,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,21.2812580158,1.0,1_0,1.0
0,0.0,5,2021,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,27.7657997733,1.0,1_0,1.0
0,0.0,5,2022,1.0,894.0,-791.0,19877.83,10254.023,-22092.0,15276.826,18507.26,-14.9,-88.1,-15276.826,-18507.26,-10254.023,103706.66,0.0,2214.17,20.128983075,1.0,1_0,1.0
