smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477973259000.0,935762.90665,-206477973259000.0,-206477972597000.0,-206477973920000.0,-206477973854000.0,-206477972663000.0,2.0,875652217462.0,0.25,0.0039134597688,124,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993726834000.0,285630.679833,-206993726834000.0,-206993726632000.0,-206993727036000.0,-206993727016000.0,-206993726652000.0,2.0,81584885262.0,0.125018050542,0.00391402488934,106,0.250453720508,3.66466187075e-13,0.125003845369
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301526159000.0,645630.453591,-207301526159000.0,-207301525702000.0,-207301526615000.0,-207301526569000.0,-207301525748000.0,2.0,416838682605.0,0.25,0.00779856113348,112,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306564663000.0,567825.152166,-208306564663000.0,-208306564262000.0,-208306565065000.0,-208306565024000.0,-208306564302000.0,2.0,322425403433.0,0.249963898917,0.0155947827514,93,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676558923000.0,750917.769427,-208676558923000.0,-208676558392000.0,-208676559454000.0,-208676559401000.0,-208676558445000.0,2.0,563877496441.0,0.25,0.00782687576092,99,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192311676000.0,130300.864666,-209192311676000.0,-209192311584000.0,-209192311769000.0,-209192311759000.0,-209192311594000.0,2.0,16978315332.8,0.125018050542,0.00782800599569,81,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209500110899000.0,436908.949921,-209500110899000.0,-209500110590000.0,-209500111208000.0,-209500111177000.0,-209500110621000.0,2.0,190889430521.0,0.25,0.0155970350308,87,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210505124364000.0,430280.994993,-210505124364000.0,-210505124059000.0,-210505124668000.0,-210505124637000.0,-210505124090000.0,2.0,185141734652.0,0.249963898917,0.0155947827514,68,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210875119042000.0,417267.932122,-210875119042000.0,-210875118747000.0,-210875119337000.0,-210875119308000.0,-210875118777000.0,2.0,174112527177.0,0.25,0.00782687576092,74,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390871973000.0,124195.284873,-211390871973000.0,-211390871885000.0,-211390872060000.0,-211390872052000.0,-211390871893000.0,2.0,15424468784.7,0.125018050542,0.00782800599569,56,0.250453720508,3.66466187075e-13,0.250006292421
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698671030000.0,396297.089535,-211698671030000.0,-211698670749000.0,-211698671310000.0,-211698671282000.0,-211698670777000.0,2.0,157051383174.0,0.25,0.0155970350308,62,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703709615000.0,106486.104897,-212703709615000.0,-212703709540000.0,-212703709690000.0,-212703709683000.0,-212703709547000.0,2.0,11339290536.2,0.249963898917,0.0155939977396,43,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073703588000.0,681412.664176,-213073703588000.0,-213073703106000.0,-213073704069000.0,-213073704021000.0,-213073703154000.0,2.0,464323218899.0,0.25,0.00782648177084,49,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589456747000.0,238378.534345,-213589456747000.0,-213589456579000.0,-213589456916000.0,-213589456899000.0,-213589456595000.0,2.0,56824325636.7,0.125018050542,0.00782761194871,31,0.250453720508,3.66466187075e-13,0.249993707579
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213897256288000.0,321370.817564,-213897256288000.0,-213897256060000.0,-213897256515000.0,-213897256492000.0,-213897256083000.0,2.0,103279202382.0,0.25,0.0155962499057,37,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214902048461000.0,285935.089303,-214902048461000.0,-214902048259000.0,-214902048664000.0,-214902048643000.0,-214902048279000.0,2.0,81758875294.4,0.249963898917,0.00779656275213,18,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215272041945000.0,559657.626902,-215272041945000.0,-215272041549000.0,-215272042340000.0,-215272042301000.0,-215272041588000.0,2.0,313216659349.0,0.25,0.00391302200204,24,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787795675000.0,214926.454064,-215787795675000.0,-215787795523000.0,-215787795827000.0,-215787795812000.0,-215787795539000.0,2.0,46193380656.5,0.125018050542,0.00391358705936,6,0.250453720508,3.66466187075e-13,0.12498986221
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095595217000.0,104545.538725,-216095595217000.0,-216095595143000.0,-216095595291000.0,-216095595284000.0,-216095595151000.0,2.0,10929769667.2,0.25,0.00779768877217,12,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508589127000.0,53296.8478067,-421508589127000.0,-421508589089000.0,-421508589164000.0,-421508589161000.0,-421508589093000.0,2.0,2840553986.13,0.25,0.00779856113348,117,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878593895000.0,185925.021861,-421878593895000.0,-421878593764000.0,-421878594027000.0,-421878594014000.0,-421878593777000.0,2.0,34568113753.9,0.249963898917,0.00391289464826,123,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764346902000.0,19018.5649577,-422764346902000.0,-422764346889000.0,-422764346916000.0,-422764346914000.0,-422764346890000.0,2.0,361705813.051,0.125018050542,0.00389984363975,111,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423707173876000.0,695332.525202,-423707173876000.0,-423707173384000.0,-423707174368000.0,-423707174318000.0,-423707173433000.0,2.0,483487320604.0,0.25,0.0155970350308,92,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424077177891000.0,160022.197864,-424077177891000.0,-424077177778000.0,-424077178004000.0,-424077177993000.0,-424077177789000.0,2.0,25607103809.2,0.249963898917,0.00782574552616,98,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962931196000.0,141685.018678,-424962931196000.0,-424962931096000.0,-424962931296000.0,-424962931286000.0,-424962931106000.0,2.0,20074644517.9,0.125018050542,0.00779964365513,86,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905733649000.0,864964.613582,-425905733649000.0,-425905733038000.0,-425905734261000.0,-425905734200000.0,-425905733099000.0,2.0,748163782748.0,0.25,0.0155970350308,67,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275738782000.0,736021.040382,-426275738782000.0,-426275738261000.0,-426275739302000.0,-426275739250000.0,-426275738313000.0,2.0,541726971885.0,0.249963898917,0.00782574552616,73,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161491779000.0,490398.042384,-427161491779000.0,-427161491432000.0,-427161492126000.0,-427161492091000.0,-427161491467000.0,2.0,240490239974.0,0.125018050542,0.00779964365513,61,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428104319120000.0,618750.872062,-428104319120000.0,-428104318683000.0,-428104319558000.0,-428104319514000.0,-428104318727000.0,2.0,382852641677.0,0.25,0.0155962499057,42,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428474324277000.0,1052283.3871,-428474324277000.0,-428474323533000.0,-428474325021000.0,-428474324946000.0,-428474323607000.0,2.0,1107300326770.0,0.249963898917,0.00782535159296,48,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429360076650000.0,120920.51869,-429360076650000.0,-429360076564000.0,-429360076735000.0,-429360076726000.0,-429360076573000.0,2.0,14621771840.2,0.125018050542,0.00779925103585,36,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302657207000.0,314290.977209,-430302657207000.0,-430302656985000.0,-430302657429000.0,-430302657407000.0,-430302657007000.0,2.0,98778818354.8,0.25,0.00779768877217,17,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672662443000.0,391692.211303,-430672662443000.0,-430672662166000.0,-430672662720000.0,-430672662692000.0,-430672662194000.0,2.0,153422788395.0,0.249963898917,0.00391245694471,23,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558415590000.0,133872.240047,-431558415590000.0,-431558415495000.0,-431558415684000.0,-431558415675000.0,-431558415504000.0,2.0,17921776655.3,0.125018050542,0.00389940739611,11,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636971409696000.0,142691.938735,-636971409696000.0,-636971409595000.0,-636971409797000.0,-636971409787000.0,-636971409606000.0,2.0,20360989379.9,0.125018050542,0.00389984363975,116,0.249546279492,3.66466187075e-13,0.125003845369
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637279202943000.0,195350.357506,-637279202943000.0,-637279202805000.0,-637279203081000.0,-637279203067000.0,-637279202818000.0,2.0,38161762177.9,0.25,0.0039134597688,122,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169993799000.0,1056555.32853,-639169993799000.0,-639169993052000.0,-639169994546000.0,-639169994472000.0,-639169993127000.0,2.0,1116309162240.0,0.125018050542,0.00779964365513,91,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477787721000.0,108148.800202,-639477787721000.0,-639477787644000.0,-639477787797000.0,-639477787789000.0,-639477787652000.0,2.0,11696162985.1,0.25,0.00782687576092,97,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368553910000.0,303598.241046,-641368553910000.0,-641368553696000.0,-641368554125000.0,-641368554104000.0,-641368553717000.0,2.0,92171891966.3,0.125018050542,0.00779964365513,66,0.249546279492,3.66466187075e-13,0.250006292421
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641676347899000.0,189279.403848,-641676347899000.0,-641676347766000.0,-641676348033000.0,-641676348020000.0,-641676347779000.0,2.0,35826692721.1,0.25,0.00782687576092,72,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643567139376000.0,907910.699743,-643567139376000.0,-643567138734000.0,-643567140018000.0,-643567139954000.0,-643567138798000.0,2.0,824301838708.0,0.125018050542,0.00779925103585,41,0.249546279492,3.66466187075e-13,0.249993707579
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874933201000.0,803508.946763,-643874933201000.0,-643874932633000.0,-643874933770000.0,-643874933713000.0,-643874932690000.0,2.0,645626627528.0,0.25,0.00782648177084,47,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645765478246000.0,224929.606435,-645765478246000.0,-645765478087000.0,-645765478406000.0,-645765478390000.0,-645765478103000.0,2.0,50593327851.1,0.125018050542,0.00389940739611,16,0.249546279492,3.66466187075e-13,0.12498986221
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646073271865000.0,559663.791989,-646073271865000.0,-646073271469000.0,-646073272261000.0,-646073272221000.0,-646073271509000.0,2.0,313223560064.0,0.25,0.00391302200204,22,0.125226860254,3.66466187075e-13,0.12498986221
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852742023239000.0,114306.286053,-852742023239000.0,-852742023159000.0,-852742023320000.0,-852742023312000.0,-852742023167000.0,2.0,13065927031.1,0.125018050542,0.00195701244467,121,0.125226860254,3.66466187075e-13,0.125003845369
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854940609379000.0,365882.50443,-854940609379000.0,-854940609120000.0,-854940609638000.0,-854940609612000.0,-854940609146000.0,2.0,133870007048.0,0.125018050542,0.00391400299785,96,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857139168428000.0,67735.2611718,-857139168428000.0,-857139168380000.0,-857139168476000.0,-857139168471000.0,-857139168385000.0,2.0,4588065606.02,0.125018050542,0.00391400299785,71,0.125226860254,3.66466187075e-13,0.250006292421
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337753386000.0,366206.712889,-859337753386000.0,-859337753127000.0,-859337753645000.0,-859337753619000.0,-859337753153000.0,2.0,134107356565.0,0.125018050542,0.00391380597435,46,0.125226860254,3.66466187075e-13,0.249993707579
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861536092411000.0,1010563.4241,-861536092411000.0,-861536091697000.0,-861536093126000.0,-861536093054000.0,-861536091768000.0,2.0,1021238434130.0,0.125018050542,0.00195679352968,21,0.125226860254,3.66466187075e-13,0.12498986221
